optimgain,EpRewMean,J_hat,DiscEpRewMean,Step_size,ev_tdlam_before,TimestepsSoFar,SampleRenyi2,EpThisIter,EpLenMean,entloss,meankl,surrgain,Var_J,TimeElapsed,EpisodesSoFar,entropy
0.0205053,-0.0959227398424,0.7202386260032654,-0.330144180378,1.0,0.0161944627762,50000,152209.0,100,500.0,,0.00916227,0.0205053,0.34006574749946594,62.81794857978821,100,2.83616
0.0235662,10.0784539331,12.246809005737305,6.46694979519,1.0,0.572801500559,100000,1.03712e+06,100,500.0,,0.00928641,0.0235662,2.4893736839294434,122.18658256530762,200,2.8322
0.0213903,19.001595571,16.557153701782227,12.0867812387,1.0,0.721954226494,150000,2.51326e+14,100,500.0,,0.00922864,0.0213903,0.8651721477508545,183.90544533729553,300,2.8164
0.011721,24.9515855699,20.225648880004883,17.3376158862,1.0,0.762199193239,200000,5.56101e+26,100,500.0,,0.00818381,0.011721,1.0486094951629639,245.45581984519958,400,2.78321
0.00700976,26.3696598462,22.984163284301758,19.905759536,1.0,0.747511088848,250000,6.54011e+12,100,500.0,,0.00823252,0.00700976,0.3553251624107361,311.29729986190796,500,2.76687
0.00444178,27.5882334646,24.689271926879883,22.1415043448,1.0,0.705482602119,300000,166409.0,100,500.0,,0.00720755,0.00444178,0.348066508769989,377.20737385749817,600,2.76264
0.0036724,27.1072722853,23.622421264648438,23.2976118725,1.0,0.672630578279,350000,4.65336e+24,100,500.0,,0.00786246,0.0036724,0.15650135278701782,443.3718891143799,700,2.73117
0.0040316,26.9223788037,24.038429260253906,23.3739319712,1.0,0.68578889966,400000,7.0171e+15,100,500.0,,0.00753715,0.0040316,0.2339271754026413,509.38783383369446,800,2.71017
0.00514927,26.0991403507,23.95374298095703,23.8605912668,1.0,0.762565657496,450000,219126.0,100,500.0,,0.00553423,0.00514927,0.036877091974020004,578.2788279056549,900,2.70597
0.00397074,26.1065230873,24.222902297973633,23.9476819603,1.0,0.781358405948,500000,inf,100,500.0,,0.00747368,0.00397074,0.05021650344133377,643.0824375152588,1000,2.64642
0.00404631,25.644500385,24.145431518554688,24.1926595378,1.0,0.778971716762,550000,17466.4,100,500.0,,0.00593586,0.00404631,0.08489987254142761,704.9436388015747,1100,2.64185
0.00555625,23.5365731139,23.571908950805664,23.6088106418,1.0,0.81357550621,600000,2202.14,100,500.0,,0.00691682,0.00555625,0.044934771955013275,766.1344041824341,1200,2.64235
0.00542776,22.2288824571,24.947092056274414,23.5337010581,1.0,0.813947692513,650000,154397.0,100,500.0,,0.00742932,0.00542776,0.512675940990448,828.6168339252472,1300,2.64062
0.00589086,20.8355880149,24.33867645263672,22.9792888954,1.0,0.826513230801,700000,5.73576e+10,100,500.0,,0.00719903,0.00589086,0.24513652920722961,893.5972318649292,1400,2.62891
0.00487552,21.4342301028,23.044069290161133,23.5797669682,1.0,0.837108060718,750000,74296.7,100,500.0,,0.00598213,0.00487552,0.27561110258102417,958.8442952632904,1500,2.62404
0.00482019,23.5460869671,23.734474182128906,23.9869455044,1.0,0.82839512825,800000,1.87082e+15,100,500.0,,0.00624128,0.00482019,0.0012900211149826646,1023.0788736343384,1600,2.6043
0.0051392,24.4580344898,25.06354522705078,24.4575343425,1.0,0.839721903205,850000,951.837,100,500.0,,0.00722345,0.0051392,0.032778672873973846,1087.680299282074,1700,2.60161
0.00572197,27.1966283258,25.6278018951416,24.9070772113,1.0,0.843292742968,900000,1.00914e-12,100,500.0,,0.00644764,0.00572197,0.15590444207191467,1151.0485501289368,1800,2.62299
0.00465967,27.508820345,26.249195098876953,25.3560792469,1.0,0.869539245963,950000,1.76931e+22,100,500.0,,0.00577653,0.00465967,0.5860603451728821,1214.953145980835,1900,2.59302
0.005449,27.1291793734,26.42837905883789,25.3568057976,1.0,0.881062552333,1000000,2.37593e-16,100,500.0,,0.00591155,0.005449,0.027963988482952118,1282.101749420166,2000,2.61988
0.00540229,28.9575300345,26.811302185058594,26.0125667964,1.0,0.869451448321,1050000,2.49928e-05,100,500.0,,0.00653372,0.00540229,0.2595198154449463,1355.4766619205475,2100,2.63091
0.00496135,32.3681836389,26.78961944580078,26.8374209233,1.0,0.870686039329,1100000,2.06371e+21,100,500.0,,0.00754367,0.00496135,0.2504833936691284,1422.3403582572937,2200,2.60132
0.00497925,33.0112807487,29.206911087036133,27.153810258,1.0,0.873496204615,1150000,1.19341e+15,100,500.0,,0.00679506,0.00497925,0.6144198179244995,1495.8693923950195,2300,2.58321
0.00458409,33.5994418251,29.725112915039062,27.5142875253,1.0,0.884417496622,1200000,2.30024e+17,100,500.0,,0.00657544,0.00458409,0.9545900225639343,1566.1515219211578,2400,2.55982
0.00443153,36.1991281936,29.674409866333008,28.2397353455,1.0,0.898330554366,1250000,3.0897e+08,100,500.0,,0.00620435,0.00443153,0.3907795250415802,1635.6306352615356,2500,2.55077
0.00549954,35.8234825051,28.982397079467773,28.1565437725,1.0,0.908401422203,1300000,7.86654e+25,100,500.0,,0.00703056,0.00549954,1.6039727926254272,1706.5364451408386,2600,2.5146
0.00617112,38.4666592958,28.7665958404541,28.5753417817,1.0,0.900424465537,1350000,1.20085,100,500.0,,0.00704357,0.00617112,0.8653755187988281,1779.3257219791412,2700,2.51954
