VarRet,VanillaAvgRet,eRenyi2,MinVanillaIw,MaxNormIw,VarVanillaIw,MinNormIw,BatchSize,AvgVanillaIw,VarJ,AvgDiscRet,VarNormIw,Bound,AvgEpLen,AvgRet,MaxVanillaIw,VarDiscRet,AvgNormIw,ESSClassic,J,ESSRenyi
34471.146814192376,118.74057484569013,31.50647,,0.76844424,89.43822,,100,1.2278869,2786.0676,118.74057484569013,0.0059320726,549.0149,12.88,118.74057484569013,94.35626,34471.146814192376,0.01,1.6742702250163373,1347.2561,3.173951282637417
121915.5441625366,200.85775295130327,14.041579,1.8944389e-13,0.06502246,26.530737,1.9503083e-16,500,1.9427072,4608.1636,200.85775295130327,2.811866e-05,381.4178,21.094,200.85775295130327,63.1598,121915.5441625366,0.002,62.37831434219185,934.28973,35.608530295755884
772034.3708789905,508.52182484838744,16.225756,3.9185587e-05,0.40211266,272.85687,4.355788e-08,500,1.7992421,20528.012,508.52182484838744,0.00033714424,2000.4414,51.846,508.52182484838744,361.74902,772034.3708789905,0.002,5.874233604135242,2758.502,30.815205744842846
2947274.519544126,1444.9291643161532,17.497778,5.2020985e-32,0.09729809,21.936447,9.846481e-35,500,1.0566411,1340.8448,1444.9291643161532,7.8590725e-05,3977.2043,145.378,1444.9291643161532,51.404583,2947274.519544126,0.002,24.26196805280516,4764.419,28.575056887084248
1329113.136162107,4573.073199329194,1.9549087,4.8200286e-07,0.008477623,0.9198557,9.852731e-10,500,0.9784148,185.57582,4573.073199329194,3.8435605e-06,4689.5,457.49,4573.073199329194,4.1473155,1329113.136162107,0.002,255.23641204348402,4952.6265,255.7664164496255
198387.24617923025,4945.066855230094,1.1320523,0.048847456,0.0033713556,0.13845982,9.6269694e-05,500,1.0148045,132.6508,4945.066855230094,5.377978e-07,4784.6953,494.54,4945.066855230094,1.7106333,198387.24617923025,0.002,440.84687801077905,4984.9277,441.67570611128934
6488.954956037123,4992.705336264616,1.0105476,0.5168687,0.0023061095,0.010774692,0.0010364844,500,0.99734974,56.611313,4992.705336264616,4.3328125e-08,4805.8335,499.292,4992.705336264616,1.1499989,6488.954956037123,0.0020000003,494.6526506669798,4995.0156,494.7812267608877
185217.6052693883,4954.072911427077,1.0913681,0.09897314,0.00314323,0.09446199,0.0001980201,500,0.9996272,210.71922,4954.072911427077,3.781299e-07,4785.479,495.434,4954.072911427077,1.5710291,185217.6052693883,0.002,456.8950013404778,4982.0806,458.1405756096165
4147.226910557857,4997.0159807745795,1.0057254,0.5127389,0.0022007702,0.0058465865,0.0010276139,500,0.9979213,33.08808,4997.0159807745795,2.3483878e-08,4809.6875,499.714,4997.0159807745795,1.0980977,4147.226910557857,0.0019999999,497.0874383209464,4998.4175,497.1536048254304
54927.81560369482,4986.7377305076,1.0061408,0.7887946,0.0026436748,0.0051317033,0.0015760087,500,1.0010028,218.2388,4986.7377305076,2.0485707e-08,4799.189,498.688,4986.7377305076,1.3231629,54927.81560369482,0.002,497.45736721489294,4987.958,496.94832574082767
99795.78348114905,4979.904539103031,1.0375617,0.34251335,0.003214746,0.034421712,0.00067121413,500,1.0205785,199.28632,4979.904539103031,1.321903e-07,4795.6123,498.004,4979.904539103031,1.6404504,99795.78348114905,0.002,484.03575674161937,4987.306,481.89907324449905
47628.96250035498,4990.13986962233,1.0212398,0.26765585,0.0025152666,0.021307252,0.0005353859,500,0.9998613,58.45008,4990.13986962233,8.525265e-08,4807.112,499.026,4990.13986962233,1.2574589,47628.96250035498,0.002,489.5862382112579,4997.292,489.60099360553204
0.013817300325758782,4999.899672161931,1.0,1.0,0.002,,0.002,500,1.0,0.11743629,4999.899672161931,5.431875e-20,4811.708,500.0,4999.899672161931,1.0,0.013817300325758782,0.0020000003,500.00000664260017,4999.9004,500.0
73883.05926906262,4982.964903514896,1.0150675,0.38153774,0.0028277268,0.015672972,0.0007653116,500,0.9970781,231.73096,4982.964903514896,6.3059865e-08,4797.6094,498.31,4982.964903514896,1.4097322,73883.05926906262,0.002,492.2550753776084,4987.214,492.5781000899236
51375.33112406792,4988.212522723334,1.0046794,0.86658996,0.00290413,0.005507806,0.0017225401,500,1.0061768,209.47958,4988.212522723334,2.1761561e-08,4800.4736,498.836,4988.212522723334,1.461034,51375.33112406792,0.002,497.29991452991817,4989.1055,497.6711768654969
49798.61791315881,4989.919741281726,1.0092769,0.5982743,0.0026965595,0.009877501,0.0011925427,500,1.0033591,181.78607,4989.919741281726,3.9245904e-08,4802.7046,499.004,4989.919741281726,1.3528088,49798.61791315881,0.002,495.1515678855248,4991.7676,495.4042011577964
106740.63666332568,4975.664929909082,1.0664127,0.090546675,0.002798167,0.06642117,0.0001795675,500,1.0084974,142.50838,4975.664929909082,2.6122635e-07,4794.9453,497.584,4975.664929909082,1.410972,106740.63666332568,0.002,469.40600882399315,4989.286,468.86163860743204
0.011466396175551926,4999.9055033777995,1.0,1.0,0.002,,0.002,500,1.0,0.10698298,4999.9055033777995,5.431875e-20,4811.7134,500.0,4999.9055033777995,1.0,0.011466396175551926,0.0020000003,500.00000664260017,4999.906,500.0
