AvgVanillaIw,Bound,J,MinNormIw,AvgDiscRet,ESSRenyi,VarNormIw,MaxVanillaIw,AvgNormIw,AvgRet,VarJ,VarVanillaIw,MaxNormIw,BatchSize,AvgEpLen,VarRet,VarDiscRet,ESSClassic,eRenyi2,MinVanillaIw
1.1181339,-846.2164,-64.57321,3.3814978e-15,-1704.5819581729843,39.11352095769518,0.00012545686,3.5592737,0.01,-1704.5819581729843,148.3158,1.5684911,0.031832267,100,200.0,4553425.762000742,4553425.762000742,44.60258009718112,2.5566607,3.7809675e-13
1.0164933,-269.94934,-18.385643,0.0023293097,-43.08529043933842,93.65008465072714,7.603882e-06,1.2412918,0.01,-43.08529043933842,68.33275,0.07856778,0.012211509,100,200.0,83351.54651477489,83351.54651477489,92.99917263296096,1.0678047,0.23677279
0.9218093,-25.155237,-10.185649,0.00022252627,-13.399391357655356,84.93498459222164,2.412474e-05,1.4548905,0.01,-13.399391357655356,9.809459,0.20499572,0.015782988,100,200.0,386.4279055164032,386.4279055164032,80.72100343750232,1.1773711,0.02051268
0.9558518,-9.751559,-7.1727443,3.5965516e-06,-8.627251122288097,61.53470124419752,6.6351844e-05,2.3090355,0.009999998,-8.627251122288097,9.080789,0.60622543,0.024156835,100,200.0,62.44329025231305,62.44329025231305,60.35429279095042,1.6250993,0.00034377704
0.76337373,-9.290575,-6.3551774,4.4132596e-27,-8.843329709217274,19.759755000565804,0.00046997392,7.226327,0.01,-8.843329709217274,14.6753,2.738723,0.09466303,100,200.0,53.65351798914073,53.65351798914073,17.690531592856498,5.0607915,3.3689663e-25
0.96963763,-11.653059,-9.486384,0.007658926,-9.55612949253926,83.04770511212261,7.675998e-06,1.961165,0.010000002,-9.55612949253926,8.254536,0.072169505,0.020225752,100,200.0,65.93345755691226,65.93345755691226,92.93744500269563,1.2041272,0.74263823
0.9881628,-10.895885,-8.718721,0.0022657642,-8.740570333218587,93.28684749673414,7.423566e-06,1.2529879,0.010000002,-8.740570333218587,8.456008,0.072488576,0.012679974,100,200.0,64.63368756772354,64.63368756772354,93.15381835261147,1.0719625,0.22389439
0.83678144,-9.980541,-6.289556,,-10.229773817797723,23.049577729808625,0.00041686126,6.087295,0.009999999,-10.229773817797723,11.520991,2.918876,0.07274653,100,200.0,70.81320275521561,70.81320275521561,19.504863108956602,4.3384743,
1.0098454,-10.075303,-7.5631776,0.0005279996,-8.359173951901987,74.88986060496765,3.3129967e-05,2.5737453,0.010000002,-8.359173951901987,7.7002387,0.3378554,0.025486527,100,200.0,61.48623754584131,61.48623754584131,75.30195226784248,1.3352942,0.0533198
1.0203753,-10.622218,-8.130308,0.0076072346,-8.693196150877192,83.33886037500564,1.941267e-05,3.992513,0.010000002,-8.693196150877192,8.57265,0.2021181,0.03912789,100,200.0,58.85580702809415,58.85580702809415,83.87954728400538,1.1999204,0.77622336
