VarRet,EpsThisIter,MaxVanillaIw,MinNormIw,eRenyi2,VarVanillaIw,AvgNormIw,VarJ,VarNormIw,MinVanillaIw,MaxNormIw,AvgEpLen,ESSClassic,VarDiscRet,Bound,J,BatchSize,AvgDiscRet,Delta,AvgRet,VanillaAvgRet,IterType,AvgVanillaIw,ESSRenyi
5156160.471291107,100,3.2350793,1.4281719e-08,2.3075128,1.0184517,0.01,472.6403,0.00015122959,1.1720128e-06,0.03942149,200.0,40.04528833547638,5156160.471291107,-1951.6562,-202.1081,100,-2329.9978008527473,0.2,-2329.9978008527473,-2329.9978008527473,1,0.8206385,43.336705099288004
638169.9333754645,100,1.2716075,0.00029429072,1.0811021,0.09415534,0.01,153.29407,1.0032669e-05,0.02850958,0.0131261945,200.0,90.96504604755312,638169.9333754645,-1002.1335,-43.161526,100,-204.47906536103997,0.2,-204.47906536103997,-204.47906536103997,1,0.96875566,92.49819879761057
99.02774798729529,100,1.6749147,6.0685243e-06,1.3073088,0.32501325,0.01,9.324331,3.0609586e-05,0.0006253237,0.016254399,200.0,76.74391159575364,99.02774798729529,-16.779705,-8.258338,100,-10.261769549289374,0.2,-10.261769549289374,-10.261769549289374,1,1.0304378,76.4930217942806
71.2663040084753,100,1.4989469,0.00017774668,1.2020911,0.21384709,0.01,8.314428,2.1777021e-05,0.017613836,0.015126338,200.0,82.26441763340554,71.2663040084753,-14.511125,-8.475191,100,-9.78478439382886,0.2,-9.78478439382886,-9.78478439382886,1,0.9909516,83.18837081513637
59.41170488908936,100,1.1792744,0.004066007,1.0390105,0.036403358,0.010000002,7.405103,3.6337133e-06,0.40697107,0.011782013,200.0,96.52750900841959,59.41170488908936,-14.141584,-8.673029,100,-8.915650437508488,0.2,-8.915650437508488,-8.915650437508488,1,1.0009109,96.24541582394929
47.46545195734603,100,2.5107336,0.00812367,1.0508258,0.0870781,0.01,6.6306257,7.624798e-06,0.86814564,0.023494182,200.0,92.98127106436145,47.46545195734603,-12.477253,-7.6768107,100,-7.940093875102916,0.2,-7.940093875102916,-7.940093875102916,1,1.0686619,95.16324850260341
53.61766527880962,100,1.843729,0.009367683,1.0112872,0.014387528,0.01,7.3173094,1.450566e-06,0.93294597,0.018512828,200.0,98.58426701332515,53.61766527880962,-14.061028,-8.72075,100,-8.769334980641684,0.2,-8.769334980641684,-8.769334980641684,1,0.99591964,98.88387668372137
61.17318061980225,100,1.5357941,0.007418639,1.018576,0.020058984,0.01,7.5838747,2.0489683e-06,0.73402536,0.015521946,200.0,98.01186765447567,61.17318061980225,-13.419645,-7.6796713,100,-7.782275055455574,0.2,-7.782275055455574,-7.782275055455574,1,0.989434,98.17627496727403
48.21766014712215,100,1.1699853,0.0021806927,1.035703,0.039765526,0.009999999,6.6660213,4.2246584e-06,0.21156901,0.01205932,200.0,95.98550662409065,48.21766014712215,-12.842955,-7.00874,100,-7.30384071553288,0.2,-7.30384071553288,-7.30384071553288,1,0.9701918,96.55278146928686
54.27765264758843,100,1.2743362,0.0018316591,1.0821356,0.112259835,0.01,7.426163,1.2191288e-05,0.17576487,0.013279955,200.0,89.23044111582047,54.27765264758843,-12.622224,-7.329474,100,-7.711919648442283,0.2,-7.711919648442283,-7.711919648442283,1,0.95959383,92.40986422529011
