ESSClassic,ESSRenyi,MaxVanillaIw,VarRet,MinNormIw,AvgRet,MinVanillaIw,VarDiscRet,J,Bound,AvgDiscRet,eRenyi2,VarVanillaIw,VarJ,AvgNormIw,VarNormIw,BatchSize,AvgEpLen,VanillaAvgRet,MaxNormIw,AvgVanillaIw
1.0,9.69045418795387e-05,2157583.5,5523.767704460462,,3.197442310920451e-15,,5523.767704460462,189.3686,4079436.2,3.197442310920451e-15,1031943.4,46551680000.0,,0.01,0.0100000035,100,8.06,70.55286922743636,1.0,21575.836
1.0,0.0001357532365904862,2117503.2,9245.879499231767,,-3.808509063674137e-14,,9245.879499231767,187.71336,3967895.8,-3.808509063674137e-14,736630.7,44838200000.0,,0.01,0.010000002,100,24.23,232.20900391133205,1.0,21175.033
1.0,0.00022697863840196258,553889.25,5483.414633153922,,3.382183422218077e-14,,5483.414633153922,381.31628,2107936.2,3.382183422218077e-14,440570.1,3067932700.0,,0.01,0.010000002,100,22.87,218.60738618542138,1.0,5538.8926
1.000016594564463,0.008580446419511265,7591.467,7515.584295505279,,5.968558980384841e-15,,7515.584295505279,310.1085,22754.861,5.968558980384841e-15,11654.405,576303.6,0.026910372,0.01,0.009999833,100,23.99,229.80871799123923,0.9999917,75.9153
14.014047969867091,13.830961234895947,24.695597,8299.905990542005,2.6132623e-06,2.1600499167107046e-14,0.00032516726,8299.905990542005,42.026535,31.690865,2.1600499167107046e-14,7.2301555,9.595692,340.00797,0.010000002,0.0006197674,100,23.73,227.21157723107598,0.1984704,1.2442963
98.80577616869557,99.12385495312755,1.219457,16499.874397271044,0.006541072,3.666400516522117e-14,0.6468251,16499.874397271044,3.020781,-7.863674,3.666400516522117e-14,1.0088389,0.011938815,138.11203,0.009999998,1.2209149e-06,100,24.9,238.909339136093,0.012331859,0.9888671
100.0,100.0,1.0,7271.148282400425,0.01,1.7053025658242404e-15,1.0,7271.148282400425,-3.5762787e-07,-7.17155,1.7053025658242404e-15,1.0,,84.8436,0.009999998,3.5044917e-18,100,24.88,238.7087439415696,0.01,1.0
99.99997711183082,99.9992370663676,1.0000105,6893.92703665269,0.009999871,2.1884716261411086e-14,0.9999876,6893.92703665269,5.8293343e-05,-6.983014,2.1884716261411086e-14,1.0000076,1.0029705e-11,82.61361,0.010000002,1.0060082e-15,100,24.68,236.71112161081976,0.0100001,1.0000005
100.0,100.0,1.0,8007.86601509281,0.01,4.632738637155853e-14,1.0,8007.86601509281,-5.9604645e-08,-7.5260997,4.632738637155853e-14,1.0,,89.038124,0.009999998,3.5044917e-18,100,24.33,233.20831526536563,0.01,1.0
100.0,100.0,1.0,6724.485485288187,0.01,-4.774847184307873e-14,1.0,6724.485485288187,-2.9802322e-07,-6.8966966,-4.774847184307873e-14,1.0,,81.59192,0.009999998,3.5044917e-18,100,24.32,233.1104826512281,0.01,1.0
100.0,100.0,1.0,3901.0602405050086,0.01,5.684341886080802e-16,1.0,3901.0602405050086,,-5.252945,5.684341886080802e-16,1.0,,62.14539,0.009999998,3.5044917e-18,100,22.18,211.7074479123752,0.01,1.0
100.0,100.0,1.0,7275.136658200239,0.01,-5.115907697472721e-15,1.0,7275.136658200239,2.3841858e-07,-7.1735163,-5.115907697472721e-15,1.0,,84.86687,0.009999998,3.5044917e-18,100,23.49,224.80855501053145,0.01,1.0
100.0,100.0,1.0,5438.556485049731,0.01,2.3590018827235325e-14,1.0,5438.556485049731,-4.7683716e-07,-6.2023077,2.3590018827235325e-14,1.0,,73.376915,0.009999998,3.5044917e-18,100,23.52,225.11120426956296,0.01,1.0
100.0,100.0,1.0,9110.471305546691,0.01,1.3642420526593923e-14,1.0,9110.471305546691,1.1920929e-06,-8.027531,1.3642420526593923e-14,1.0,,94.970345,0.009999998,3.5044917e-18,100,23.96,229.50884191574164,0.01,1.0
100.0,100.0,1.0,10307.512934110857,0.01,-2.870592652470805e-14,1.0,10307.512934110857,-3.5762787e-07,-8.538635,-2.870592652470805e-14,1.0,,101.01701,0.009999998,3.5044917e-18,100,24.74,237.3125803942392,0.01,1.0
100.0,100.0,1.0,5872.737669357543,0.01,-1.9610979506978764e-14,1.0,5872.737669357543,-7.1525574e-07,-6.4451327,-1.9610979506978764e-14,1.0,,76.24966,0.009999998,3.5044917e-18,100,23.82,228.11063501385487,0.01,1.0
99.99996566777013,99.9992370663676,1.0015814,6729.59722909644,0.009974772,-1.4495071809506044e-14,0.9974783,6729.59722909644,0.010446787,-6.8888974,-1.4495071809506044e-14,1.0000076,4.3735767e-07,81.64221,0.01,4.3735224e-11,100,24.64,236.3114802366124,0.010015803,1.0000011
100.0,100.0,1.0,6803.848178895874,0.01,1.8474111129762605e-14,1.0,6803.848178895874,-4.7683716e-07,-6.9372735,1.8474111129762605e-14,1.0,,82.071976,0.009999998,3.5044917e-18,100,23.57,225.60908382496464,0.01,1.0
100.0,100.0,1.0,7867.26616286416,0.01,-2.6716406864579765e-14,1.0,7867.26616286416,7.4505806e-08,-7.459736,-2.6716406864579765e-14,1.0,,88.253006,0.009999998,3.5044917e-18,100,23.48,224.7073756140185,0.01,1.0
100.0,100.0,1.0,7239.231656790884,0.01,-1.4779288903810084e-14,1.0,7239.231656790884,-7.1525574e-07,-7.155793,-1.4779288903810084e-14,1.0,,84.65719,0.009999998,3.5044917e-18,100,24.69,236.81038190231482,0.01,1.0
100.00001907348906,100.0,1.0000062,9799.355131153165,0.009999923,-1.9895196601282804e-14,0.9999924,9799.355131153165,1.4305115e-05,-8.325484,-1.9895196601282804e-14,1.0,4.9884407e-12,98.495476,0.009999999,4.961747e-16,100,25.68,246.7107705022051,0.010000062,1.0
100.0,100.0,1.0,5703.983062830301,0.01,4.5190517994342374e-14,1.0,5703.983062830301,2.9802322e-08,-6.351855,4.5190517994342374e-14,1.0,,75.14614,0.009999998,3.5044917e-18,100,23.68,226.71025252039948,0.01,1.0
100.0,100.0,1.0,7334.103287320431,0.01,2.4442670110147446e-14,1.0,7334.103287320431,2.9802322e-07,-7.2025294,2.4442670110147446e-14,1.0,,85.210106,0.009999998,3.5044917e-18,100,25.08,240.71036257213692,0.01,1.0
100.0,100.0,1.0,5466.002070007091,0.01,2.984279490192421e-14,1.0,5466.002070007091,5.9604645e-07,-6.2179394,2.984279490192421e-14,1.0,,73.56183,0.009999998,3.5044917e-18,100,24.17,231.61104541899914,0.01,1.0
100.00000762939322,100.0,1.0000129,12319.363879196031,0.009999922,-5.684341886080802e-15,0.9999924,12319.363879196031,3.2901764e-05,-9.334781,-5.684341886080802e-15,1.0,1.323131e-11,110.43635,0.01,1.3230245e-15,100,25.03,240.2112765052683,0.010000126,1.0000002
99.99998474121735,100.0,1.0000072,5072.99213418182,0.009999945,6.792788553866558e-14,0.99999475,5072.99213418182,8.6426735e-06,-5.9902234,6.792788553866558e-14,1.0,4.0588496e-12,70.86793,0.01,4.0460236e-16,100,23.16,221.51142533788453,0.010000069,1.0000004
100.0,100.0,1.0,3600.052704531857,0.01,3.069544618483633e-14,1.0,3600.052704531857,-2.3841858e-07,-5.0462174,3.069544618483633e-14,1.0,,59.69968,0.009999998,3.5044917e-18,100,22.05,210.40638170310524,0.01,1.0
100.0,100.0,1.0,7011.431025113033,0.01,1.0231815394945442e-14,1.0,7011.431025113033,-2.3841858e-07,-7.042307,1.0231815394945442e-14,1.0,,83.31457,0.009999998,3.5044917e-18,100,23.89,228.80744871300948,0.01,1.0
99.99998855602094,100.0,1.0007098,5487.176100058951,0.00998937,1.4210854715202004e-14,0.9989467,5487.176100058951,0.004445374,-6.2255254,1.4210854715202004e-14,1.0,6.517088e-08,73.70796,0.01,6.5168643e-12,100,24.63,236.21210910703343,0.010007,1.0000098
100.0,100.0,1.0,6408.706355837651,0.01,-2.3590018827235325e-14,1.0,6408.706355837651,7.1525574e-07,-6.7328157,-2.3590018827235325e-14,1.0,,79.653114,0.009999998,3.5044917e-18,100,23.92,229.11029012380274,0.01,1.0
100.0,100.0,1.0,6571.035469986271,0.01,-1.5347723092418165e-14,1.0,6571.035469986271,4.7683716e-07,-6.8175516,-1.5347723092418165e-14,1.0,,80.655594,0.009999998,3.5044917e-18,100,24.8,237.91231450496548,0.01,1.0
100.0,100.0,1.0,6309.101683484511,0.01,-4.831690603168682e-15,1.0,6309.101683484511,-1.0728836e-06,-6.6802897,-4.831690603168682e-15,1.0,,79.03171,0.009999998,3.5044917e-18,100,24.49,234.81172817294453,0.01,1.0
100.0,100.0,1.0,7116.948307416189,0.01,-5.115907697472721e-15,1.0,7116.948307416189,-1.1920929e-07,-7.0950985,-5.115907697472721e-15,1.0,,83.93914,0.009999998,3.5044917e-18,100,23.14,221.3061594043687,0.01,1.0
100.0,100.0,1.0,3957.5122615327255,0.01,1.3926637620897963e-14,1.0,3957.5122615327255,2.3841858e-07,-5.290817,1.3926637620897963e-14,1.0,,62.593426,0.009999998,3.5044917e-18,100,22.54,215.30940973736685,0.01,1.0
100.0,100.0,1.0,3097.1753840336755,0.01,1.5916157281026246e-14,1.0,3097.1753840336755,2.3841858e-07,-4.680524,1.5916157281026246e-14,1.0,,55.37331,0.009999998,3.5044917e-18,100,23.26,222.5118420590505,0.01,1.0
100.0,100.0,1.0,6630.491624163789,0.01,-2.5579538487363607e-14,1.0,6630.491624163789,-5.9604645e-07,-6.8483257,-2.5579538487363607e-14,1.0,,81.01967,0.009999998,3.5044917e-18,100,24.55,235.4113487672321,0.01,1.0
100.0,100.0,1.0,4778.884709881519,0.01,2.6147972675971688e-14,1.0,4778.884709881519,7.748604e-07,-5.8139973,2.6147972675971688e-14,1.0,,68.78296,0.009999998,3.5044917e-18,100,23.39,223.80914462083354,0.01,1.0
100.0,100.0,1.0,4639.357787983586,0.01,2.7569058147491886e-14,1.0,4639.357787983586,-3.5762787e-07,-5.728493,2.7569058147491886e-14,1.0,,67.771416,0.009999998,3.5044917e-18,100,24.11,231.01118798946587,0.01,1.0
100.0,100.0,1.0,3701.050052977817,0.01,5.968558980384841e-15,1.0,3701.050052977817,-1.0430813e-07,-5.1165113,5.968558980384841e-15,1.0,,60.531307,0.009999998,3.5044917e-18,100,22.56,215.50921537380245,0.01,1.0
100.0,100.0,1.0,7423.745097729935,0.01,2.5863755581667648e-14,1.0,7423.745097729935,,-7.2464123,2.5863755581667648e-14,1.0,,85.72927,0.009999998,3.5044917e-18,100,24.09,230.8105827464272,0.01,1.0
100.0,100.0,1.0,4004.309769127086,0.01,-3.4106051316484808e-15,1.0,4004.309769127086,-2.3841858e-07,-5.322006,-3.4106051316484808e-15,1.0,,62.962425,0.009999998,3.5044917e-18,100,23.78,227.71174629879226,0.01,1.0
100.0,100.0,1.0,6512.678756750846,0.01,2.6147972675971688e-14,1.0,6512.678756750846,3.5762787e-07,-6.7872095,2.6147972675971688e-14,1.0,,80.296646,0.009999998,3.5044917e-18,100,23.67,226.6084800432284,0.01,1.0
100.0,100.0,1.0,5659.487485627404,0.01,-1.3358203432289883e-14,1.0,5659.487485627404,-7.1525574e-07,-6.3270326,-1.3358203432289883e-14,1.0,,74.85247,0.009999998,3.5044917e-18,100,23.61,226.00988563903454,0.01,1.0
100.0,100.0,1.0,4382.608338683016,0.01,-4.888534022029489e-14,1.0,4382.608338683016,-4.7683716e-07,-5.567727,-4.888534022029489e-14,1.0,,65.86943,0.009999998,3.5044917e-18,100,23.13,221.2086703686167,0.01,1.0
100.0,100.0,1.0,3726.757061094256,0.01,3.126388037344441e-14,1.0,3726.757061094256,-5.9604645e-07,-5.13425,3.126388037344441e-14,1.0,,60.74117,0.009999998,3.5044917e-18,100,23.71,227.01323817674026,0.01,1.0
99.99999618530168,100.0,1.0000148,5114.596387421095,0.009999898,1.0800249583553523e-14,0.9999895,5114.596387421095,7.379055e-05,-6.014671,1.0800249583553523e-14,1.0,1.647842e-11,71.15806,0.01,1.646384e-15,100,23.4,223.90946734052702,0.010000151,0.9999997
100.0,100.0,1.0,8640.548730816763,0.01,-2.1316282072803006e-14,1.0,8640.548730816763,-5.9604645e-07,-7.817758,-2.1316282072803006e-14,1.0,,92.48861,0.009999998,3.5044917e-18,100,24.66,236.51019307624045,0.01,1.0
100.0,100.0,1.0,7840.765633854472,0.01,2.7284841053187846e-14,1.0,7840.765633854472,1.1920929e-06,-7.4471626,2.7284841053187846e-14,1.0,,88.10424,0.009999998,3.5044917e-18,100,24.47,234.61045348137074,0.01,1.0
100.0,100.0,1.0,4632.358071756424,0.01,-3.836930773104541e-14,1.0,4632.358071756424,1.1920929e-07,-5.72417,-3.836930773104541e-14,1.0,,67.72026,0.009999998,3.5044917e-18,100,23.54,225.31126072134745,0.01,1.0
100.0,100.0,1.0,9089.865513492525,0.01,-1.6200374375330283e-14,1.0,9089.865513492525,-4.7683716e-07,-8.018447,-1.6200374375330283e-14,1.0,,94.862885,0.009999998,3.5044917e-18,100,23.94,229.30846492198506,0.01,1.0
100.0,100.0,1.0,6068.358523075657,0.01,2.2453150450019167e-14,1.0,6068.358523075657,2.3841858e-07,-6.5515966,2.2453150450019167e-14,1.0,,77.50919,0.009999998,3.5044917e-18,100,25.07,240.61218900070907,0.01,1.0
100.0,100.0,1.0,13094.848375418393,0.01,4.149569576838985e-14,1.0,13094.848375418393,5.9604645e-07,-9.624137,4.149569576838985e-14,1.0,,113.85912,0.009999998,3.5044917e-18,100,25.34,243.30949549757358,0.01,1.0
100.0,100.0,1.0,5263.803904068469,0.01,1.0800249583553523e-14,1.0,5263.803904068469,-2.3841858e-07,-6.101848,1.0800249583553523e-14,1.0,,72.18841,0.009999998,3.5044917e-18,100,23.89,228.81109841875124,0.01,1.0
100.0,100.0,1.0,4419.033707784154,0.01,1.4495071809506044e-14,1.0,4419.033707784154,-7.748604e-07,-5.5908165,1.4495071809506044e-14,1.0,,66.14259,0.009999998,3.5044917e-18,100,21.94,209.30688810339555,0.01,1.0
100.0,100.0,1.0,6596.557452365143,0.01,8.526512829121202e-16,1.0,6596.557452365143,,-6.83078,8.526512829121202e-16,1.0,,80.81208,0.009999998,3.5044917e-18,100,23.3,222.90808376945984,0.01,1.0
100.0,100.0,1.0,6534.325084627223,0.01,-5.115907697472721e-15,1.0,6534.325084627223,2.3841858e-07,-6.798482,-5.115907697472721e-15,1.0,,80.42998,0.009999998,3.5044917e-18,100,23.73,227.2110935414612,0.01,1.0
99.99987029358114,99.9992370663676,1.0036459,4719.880312066581,0.009933061,3.751665644813329e-14,0.9932537,4719.880312066581,0.013521314,-5.7644944,3.751665644813329e-14,1.0000076,1.2662042e-06,68.379745,0.01,1.2663301e-10,100,22.37,213.60741232386147,0.010036988,0.9999473
100.0,100.0,1.0,5305.451637000427,0.01,-1.5631940186722205e-14,1.0,5305.451637000427,7.1525574e-07,-6.12594,-1.5631940186722205e-14,1.0,,72.47342,0.009999998,3.5044917e-18,100,22.82,218.1076604771045,0.01,1.0
100.0,100.0,1.0,5830.748536068388,0.01,-1.4495071809506044e-14,1.0,5830.748536068388,1.1920929e-06,-6.4220505,-1.4495071809506044e-14,1.0,,75.976585,0.009999998,3.5044917e-18,100,23.7,226.90951457862263,0.01,1.0
100.0,100.0,1.0,6072.450388494731,0.01,1.5631940186722205e-14,1.0,6072.450388494731,2.3841858e-07,-6.553805,1.5631940186722205e-14,1.0,,77.53532,0.009999998,3.5044917e-18,100,23.43,224.2090478943739,0.01,1.0
