MaxVanillaIw,VarVanillaIw,AvgEpLen,VarJ,ESSRenyi,MinVanillaIw,MinNormIw,AvgDiscRet,ESSClassic,MaxNormIw,AvgNormIw,VanillaAvgRet,Bound,VarNormIw,AvgRet,VarDiscRet,BatchSize,AvgVanillaIw,eRenyi2,J,VarRet
1273.5594,16204.216,500.0,12.036515,35.79104290389897,0.047994744,3.596693e-05,-3.9481140421184744,1.0978004499961427,0.9543966,0.009999999,-3.9481140421184744,16.821016,0.009100126,-3.9481140421184744,167.53009536605097,100,13.344132,2.7939951,24.067415,167.53009536605097
917.3148,8404.775,500.0,34.904457,12.376351680559594,0.00029971072,3.0705013e-07,-2.382815856828966,1.1320876683767296,0.93977827,0.01,-2.382815856828966,44.315582,0.008821455,-2.382815856828966,229.29439690879983,100,9.76097,8.079926,59.39796,229.29439690879983
2078.2178,43154.875,500.0,9.301056,44.943186457415614,0.1251565,5.7876096e-05,-2.5504249716845804,1.0827185674377144,0.96102977,0.009999999,-2.5504249716845804,16.615654,0.009228294,-2.5504249716845804,218.18772384220333,100,21.624905,2.2250314,24.406143,218.18772384220333
100314.31,100628240.0,500.0,0.59771794,100.0,0.00037739798,3.759581e-09,1.141908754624069,1.001369758639389,0.9993158,0.009999999,1.141908754624069,66.00103,0.009986185,1.141908754624069,407.52985514617535,100,1003.8299,1.0,72.071556,407.52985514617535
639613.9,4091057400.0,500.0,0.014794594,99.99954700675174,6.4861015e-05,1.0140267e-10,0.14235348508046042,1.0000758284354014,0.9999621,0.010000002,0.14235348508046042,32.794605,0.009999237,0.14235348508046042,421.10717759340906,100,6396.3813,1.0000045,38.100872,421.10717759340906
326504.3,1066047500.0,500.0,0.076888725,99.99940395710495,1.4707789e-05,4.5039666e-11,-0.024579447370829538,1.0002915564480537,0.99985427,0.010000002,-0.024579447370829538,46.28687,0.009997057,-0.024579447370829538,325.4909006786002,100,3265.519,1.000006,50.541164,325.4909006786002
509106.9,2591895600.0,500.0,0.034601808,99.99983310727316,2.1612937e-06,4.245044e-12,8.770902048982201,1.0001041065810061,0.99994797,0.01,8.770902048982201,65.71682,0.00999895,8.770902048982201,491.3598584343826,100,5091.334,1.0000017,71.75626,491.3598584343826
1316.074,17300.975,500.0,34.223206,17.393684352309293,5.198941e-05,3.72205e-08,-2.5769560175903634,1.1262647212763726,0.9422098,0.01,-2.5769560175903634,50.61984,0.008867581,-2.5769560175903634,393.2944777975401,100,13.967951,5.749213,64.32191,393.2944777975401
2177.1624,47374.832,500.0,16.515821,32.98421410031932,0.021502737,9.616472e-06,3.344878290018053,1.0547945244551773,0.9736724,0.010000002,3.344878290018053,58.240444,0.009475275,3.344878290018053,645.8138215881468,100,22.360317,3.0317533,68.5285,645.8138215881468
1110.2167,12309.06,500.0,37.691437,16.832714131801115,0.0032760839,2.7391668e-06,13.137615591912153,1.1602314187295415,0.92826337,0.010000002,13.137615591912153,59.97188,0.008605021,13.137615591912153,742.9742934085232,100,11.960148,5.9408126,76.48225,742.9742934085232
577806.6,3338603500.0,500.0,0.014234112,99.99880792131518,1.651982e-08,2.858979e-14,24.469122364070408,1.0000543009106497,0.9999729,0.01,24.469122364070408,76.71544,0.009999455,24.469122364070408,933.3846575003057,100,5778.223,1.0000119,83.76548,933.3846575003057
543.3866,2947.3804,500.0,30.350384,22.314692675959137,0.0029653315,4.959222e-06,35.657637283311985,1.2104833446049947,0.9087601,0.01,35.657637283311985,69.65193,0.008243597,35.657637283311985,961.5539713660105,100,5.979429,4.4813523,85.64064,961.5539713660105
1407010.2,19796767000.0,500.0,0.0116762025,99.99991655356695,1.4134549e-11,1.0045541e-17,45.33637098466502,1.0000524167939941,0.9999738,0.01,45.33637098466502,80.20943,0.009999471,45.33637098466502,958.4633694924685,100,14070.472,1.0000008,87.985115,958.4633694924685
681.5082,4635.391,500.0,30.065079,25.719582558628456,0.00071228726,9.4405965e-07,44.08756850211876,1.2252811788091056,0.90326536,0.009999999,44.08756850211876,74.49882,0.0081428215,44.08756850211876,1305.5077197482162,100,7.544939,3.888088,90.39188,1305.5077197482162
100274.336,100548630.0,500.0,0.11373075,99.99978542373924,9.206475e-07,9.1775745e-12,47.01196497282181,1.0008093500566522,0.9995956,0.010000002,47.01196497282181,89.87723,0.009991833,47.01196497282181,1268.593538748058,100,1003.14905,1.0000021,98.13764,1268.593538748058
313.08173,976.8171,500.0,27.83029,24.839473067055795,1.3327883e-06,3.3525949e-09,47.52331853892328,1.6079468322174644,0.787549,0.01,47.52331853892328,78.56067,0.006180919,47.52331853892328,2392.754430517507,100,3.9753933,4.0258503,95.23313,2392.754430517507
27973.547,7825117.0,500.0,0.03141307,100.0,1.4321072e-06,5.1170377e-11,78.56754241580434,1.0009645922413164,0.99951804,0.01,78.56754241580434,84.98058,0.0099902665,78.56754241580434,237.6889562521222,100,279.87036,1.0,93.09867,237.6889562521222
33780.18,11410631.0,500.0,0.23706107,99.99992847447743,0.0017516158,5.176915e-08,81.27899472407834,1.0032557548494292,0.99837595,0.009999999,81.27899472407834,87.90662,0.009967219,81.27899472407834,201.27919821135956,100,338.3513,1.0000007,96.012314,201.27919821135956
377.5028,1418.5884,500.0,17.424126,44.66084918036138,0.031143408,6.602177e-05,79.32136164536932,1.5596935440784416,0.80027866,0.0100000035,79.32136164536932,80.96267,0.006375269,79.32136164536932,349.2008543812571,100,4.717142,2.2390976,93.23332,349.2008543812571
