AvgVanillaIw,VanillaAvgRet,MaxNormIw,VarJ,ESSClassic,VarDiscRet,eRenyi2,MaxVanillaIw,MinVanillaIw,J,AvgRet,AvgDiscRet,VarRet,Bound,AvgEpLen,AvgNormIw,BatchSize,ESSRenyi,VarNormIw,MinNormIw,VarVanillaIw
0.8850888,-4066.23450637783,0.124204546,203.26294,10.699743192041604,4392402.075036766,7.5833783,10.993205,,4021.3025,9.094947017729283e-14,9.094947017729283e-14,4392402.075036766,3535.909,200.0,0.01,100,13.186734967787274,0.0008430322,,6.6041636
0.052852955,-9.240243786640326,0.609361,2.6540122,2.1272162272701776,74.4688436349715,33.11718,3.220653,,8.548403,3.375077994860476e-16,3.375077994860476e-16,74.4688436349715,4.3717775,200.0,0.01,100,3.019580785281755,0.004647453,,0.12982361
0.7574508,-8.368972633209024,0.4885093,5.6440644,2.2457675388443343,56.743555955257406,26.159512,37.002174,,6.2229233,3.375077994860476e-16,3.375077994860476e-16,56.743555955257406,2.9826274,200.0,0.01,100,3.822701343145571,0.004396789,,25.225773
0.986849,-7.208371956509219,0.025742479,7.176256,95.20027201944927,45.46002506479575,1.0544301,2.5403938,0.8614055,0.029548809,6.217248937900876e-16,6.217248937900876e-16,45.46002506479575,-0.55273575,200.0,0.01,100,94.83795789377766,5.0926587e-06,0.008728848,0.04959591
1.0552627,-7.790064834465032,0.41665074,5.0814185,2.8411106459303235,49.76292446795813,25.12642,43.967598,1.3383088e-26,6.748856,8.08242361927114e-16,8.08242361927114e-16,49.76292446795813,3.7749326,200.0,0.01,100,3.9798747179940306,0.0034542936,1.2682234e-28,38.466286
0.6862629,-6.690448511725911,0.3552968,5.0633407,3.6815859581812176,52.554324978942745,17.267756,24.3827,,5.68874,-2.6645352591003756e-16,-2.6645352591003756e-16,52.554324978942745,3.155165,200.0,0.01,100,5.791140600248949,0.002642647,,12.445722
0.5858525,-7.028856454835312,0.710347,2.541902,1.7245441779151018,44.923566760019064,41.516766,41.615856,,6.6785135,-5.329070518200751e-16,-5.329070518200751e-16,44.923566760019064,3.0463915,200.0,0.01,100,2.4086654769004934,0.0057561966,,19.756594
1.0430087,-6.9597264263475065,0.032324385,8.173608,42.33702905549359,48.65159824200612,2.4382048,3.3714614,1.9190369e-18,1.135239,-4.085620730620576e-16,-4.085620730620576e-16,48.65159824200612,0.21923947,200.0,0.010000003,100,41.013782526539686,0.00013757563,1.839905e-20,1.4966398
1.0348399,-8.015377960992293,0.018028978,8.821816,59.81511031876504,46.41518987559037,1.4256089,1.8657105,0.00016576382,0.2865539,5.240252676230739e-16,5.240252676230739e-16,46.41518987559037,-0.39758113,200.0,0.010000002,100,70.14546687255005,6.7860376e-05,1.6018306e-06,0.7267124
1.2658107,-8.209403843770955,0.024284612,9.294646,63.47086650247103,53.35136129735417,1.5132114,3.0739722,0.75581634,0.76573384,-6.483702463810914e-16,-6.483702463810914e-16,53.35136129735417,0.010060489,200.0,0.01,100,66.08462110094135,5.8133945e-05,0.005971006,0.93146676
1.0201449,-7.692756320904214,0.013536924,7.597971,78.9993038852632,44.24038720680441,1.13682,1.3809624,0.25340784,0.090351105,-4.263256414560601e-16,-4.263256414560601e-16,44.24038720680441,-0.506089,200.0,0.01,100,87.9646765838917,2.6851898e-05,0.0024840378,0.27944657
1.1119195,-8.104234681506876,0.013080412,8.362437,76.89452254803646,56.715649714754015,1.1768909,1.4544365,0.027282441,0.70239174,-8.881784197001253e-17,-8.881784197001253e-17,56.715649714754015,0.015274107,200.0,0.01,100,84.96964692545214,3.0351814e-05,0.00024536345,0.37525916
1.8091989,-9.11314817705645,0.1007908,15.976626,15.970692691796296,56.43367180273711,1.4584812,18.23506,0.76073956,0.5314423,1.7763568394002505e-17,1.7763568394002505e-17,56.43367180273711,-0.23156917,200.0,0.010000002,100,68.56447687371262,0.00053146144,0.0042048423,17.395803
1.037237,-8.700335816700978,0.01093744,7.7242,93.94568406445303,55.58621329798048,1.0258331,1.1344719,0.32418096,0.023845285,-4.085620730620576e-16,-4.085620730620576e-16,55.58621329798048,-0.61124206,200.0,0.009999998,100,97.48174151036011,6.509605e-06,0.0031254278,0.07003428
1.1262811,-7.064343811832023,0.010806662,6.781055,93.03788988338432,42.85178691374353,1.0573877,1.217134,0.08147262,0.104863316,1.8474111129762605e-15,1.8474111129762605e-15,42.85178691374353,-0.46126273,200.0,0.010000002,100,94.57268993240257,7.558694e-06,0.0007233773,0.09588272
1.149056,-8.740821492759764,0.010404486,7.7017903,96.22175331988346,59.81444810348926,1.0484068,1.1955336,0.033590797,0.23706295,7.638334409421077e-16,7.638334409421077e-16,59.81444810348926,-0.42894518,200.0,0.009999998,100,95.3828191926159,3.966278e-06,0.00029233386,0.05236795
2.578693,-8.563920647895499,0.7193238,5.3736424,1.92967323524013,56.78267803144656,2.0350604,185.49152,0.73108834,1.725405,-6.927791673660977e-16,-6.927791673660977e-16,56.78267803144656,0.8213223,200.0,0.009999996,100,49.138590539316105,0.0051335576,0.0028351122,341.36423
1.2408333,-8.9146868999996,0.10718652,9.424012,20.26133821487317,54.26248457498665,1.8135726,13.30006,0.73836565,0.9589026,1.2878587085651815e-15,1.2878587085651815e-15,54.26248457498665,0.12458986,200.0,0.0100000035,100,55.13978183634768,0.00039752602,0.005950563,6.1205797
1.2487152,-7.772639559109819,0.011869013,7.896423,84.50273183278998,55.33562955489811,1.1924729,1.4821018,0.023436405,0.91346747,1.6964207816272391e-15,1.6964207816272391e-15,55.33562955489811,0.2302826,200.0,0.010000002,100,83.85934564060977,1.852459e-05,0.00018768414,0.28885204
