VarJ,VanillaAvgRet,ESSRenyi,AvgDiscRet,eRenyi2,VarNormIw,IterType,VarDiscRet,EpsThisIter,AvgVanillaIw,VarRet,AvgNormIw,AvgRet,Bound,J,MinNormIw,Delta,AvgEpLen,MaxVanillaIw,VarVanillaIw,BatchSize,ESSClassic,MaxNormIw,MinVanillaIw
77.5074,-85.8525054809,96.648126887,-85.8525054809,1.03468,5.9135e-06,1,7187.92120383,100,1.02408,7187.92120383,0.01,-85.8525054809,-148.313,-83.4982,0.00757766,0.3,118.13,2.68333,0.0620172,100,94.4693970295,0.0262024,0.776013
47.2202,-77.6025955746,91.7187212136,-77.6025955746,1.09029,1.42301e-05,1,4963.69245481,100,0.918968,4963.69245481,0.01,-77.6025955746,-138.551,-72.0185,0.00185874,0.3,108.43,1.33246,0.120174,100,87.6517538875,0.0144995,0.170812
61.0474,-75.1148424798,99.6955868291,-75.1148424798,1.00305,3.31805e-07,1,3762.58041041,100,0.996984,3762.58041041,0.01,-75.1148424798,-138.741,-74.9251,0.00790698,0.3,106.05,1.08716,0.00329807,100,99.6725536286,0.0109045,0.788314
26.1836,-69.9988651979,95.4229210902,-69.9988651979,1.04797,5.59217e-06,1,2606.82926466,100,1.00506,2606.82926466,0.01,-69.9988651979,-131.493,-66.2637,0.00288918,0.3,98.98,1.30515,0.0564894,100,94.7541691142,0.0129858,0.290381
71.8613,-88.3710836779,92.3165877297,-88.3710836779,1.08323,1.02649e-05,1,8363.07766915,100,0.973826,8363.07766915,0.01,-88.3710836779,-147.913,-81.5963,0.000978732,0.3,120.62,1.51986,0.0973457,100,90.7751941895,0.0156071,0.0953115
54.7046,-74.4345821561,97.9481192825,-74.4345821561,1.02095,1.95168e-06,1,3783.59987051,100,1.01229,3783.59987051,0.01,-74.4345821561,-137.37,-72.9864,0.00644171,0.3,105.3,1.19352,0.0199995,100,98.1044668306,0.0117903,0.652088
75.0909,-79.773429146,98.8861963437,-79.773429146,1.01126,1.03856e-06,1,6157.34680326,100,1.00594,6157.34680326,0.01,-79.773429146,-143.111,-79.034,0.00902383,0.3,110.59,1.43668,0.0105094,100,98.9822712732,0.014282,0.907746
57.0296,-73.5161723678,98.9303372398,-73.5161723678,1.01081,9.8827e-07,1,3793.30776766,100,1.00341,3793.30776766,0.01,-73.5161723678,-136.816,-72.7536,0.00909259,0.3,103.67,1.38643,0.00995014,100,99.0311094832,0.0138172,0.912357
54.2916,-75.8532915436,98.2943855804,-75.8532915436,1.01735,2.99351e-06,1,3771.2455247,100,1.02639,3771.2455247,0.01,-75.8532915436,-138.889,-74.6196,0.00834804,0.3,106.95,1.96397,0.031536,100,97.121715433,0.0191348,0.856835
47.346,-70.0532488021,99.3936691011,-70.0532488021,1.0061,6.40742e-07,1,2599.3868239,100,1.00301,2599.3868239,0.01,-70.0532488021,-133.571,-69.6575,0.00791906,0.3,98.82,1.22835,0.00644611,100,99.3696700009,0.0122465,0.794293
68.0333,-84.2821480535,96.0699496127,-84.2821480535,1.04091,3.45429e-06,1,6033.65239197,100,1.01012,6033.65239197,0.01,-84.2821480535,-146.568,-81.5581,0.00649044,0.3,116.56,1.53511,0.0352458,100,96.6933526157,0.0151972,0.655615
76.8552,-80.3567383723,99.2931850846,-80.3567383723,1.00712,6.50062e-07,1,6148.47181955,100,1.01098,6148.47181955,0.01,-80.3567383723,-143.832,-79.8856,0.00874225,0.3,111.29,1.3072,0.00664415,100,99.3605854997,0.0129301,0.883823
77.2766,-88.0359181987,94.9703120411,-88.0359181987,1.05296,5.83243e-06,1,8349.16313273,100,1.05129,8349.16313273,0.01,-88.0359181987,-149.472,-84.0872,0.00725381,0.3,120.48,2.37741,0.0644609,100,94.5411267163,0.0226141,0.762588
56.9925,-74.4360744171,98.9598292088,-74.4360744171,1.01051,8.04603e-07,1,3770.80511108,100,1.00692,3770.80511108,0.01,-74.4360744171,-137.781,-73.7269,0.00746965,0.3,104.56,1.35197,0.00815782,100,99.2097533676,0.0134267,0.752136
71.7793,-83.0520369138,96.996046206,-83.0520369138,1.03097,2.67003e-06,1,6042.8419495,100,1.02939,6042.8419495,0.01,-83.0520369138,-145.811,-81.1124,0.00468764,0.3,115.01,1.22128,0.028293,100,97.4247399282,0.0118641,0.482543
46.9863,-71.2872355038,98.7987075126,-71.2872355038,1.01216,1.18748e-06,1,2638.87235525,100,1.01307,2638.87235525,0.01,-71.2872355038,-134.549,-70.4432,0.00874429,0.3,100.73,1.45528,0.0121871,100,98.8380239369,0.0143651,0.885856
53.6886,-76.7524211392,94.3034629166,-76.7524211392,1.06041,6.81512e-06,1,4955.27327792,100,1.01647,4955.27327792,0.01,-76.7524211392,-138.08,-72.4698,0.00183699,0.3,107.46,1.41731,0.0704146,100,93.6794967254,0.0139435,0.186724
67.6463,-82.068404831,95.4404002654,-82.068404831,1.04777,6.79627e-06,1,6108.98641903,100,0.972453,6108.98641903,0.01,-82.068404831,-144.4,-79.1766,0.0036966,0.3,113.57,1.64638,0.0642699,100,93.6958456541,0.0169302,0.359477
93.1834,-90.3245416023,98.0841420966,-90.3245416023,1.01953,2.39451e-06,1,9463.44373671,100,1.00682,9463.44373671,0.01,-90.3245416023,-153.429,-89.0906,0.00870172,0.3,122.8,2.10735,0.0242727,100,97.6843338041,0.0209308,0.876104
43.8505,-74.0055222777,95.2010590747,-74.0055222777,1.05041,5.7454e-06,1,3784.22597999,100,0.978939,3784.22597999,0.01,-74.0055222777,-136.283,-70.9779,0.00265287,0.3,104.36,1.37648,0.0550593,100,94.6182160874,0.0140609,0.259699
60.6821,-82.8353172378,92.8213201802,-82.8353172378,1.07734,7.75488e-06,1,6073.49860261,100,1.01603,6073.49860261,0.01,-82.8353172378,-144.158,-78.0206,0.00500417,0.3,114.76,1.77987,0.0800549,100,92.8700628692,0.0175179,0.508439
95.5099,-93.2084624439,94.0069215816,-93.2084624439,1.06375,7.44874e-06,1,10569.4684548,100,1.01004,10569.4684548,0.01,-93.2084624439,-155.947,-90.2278,0.00307206,0.3,125.88,1.85669,0.0759903,100,93.132192837,0.0183824,0.310289
66.7703,-81.2611846204,95.6117523265,-81.2611846204,1.0459,4.98906e-06,1,6086.08735363,100,1.00023,6086.08735363,0.01,-81.2611846204,-142.61,-77.4449,0.00227805,0.3,112.92,1.51243,0.0499136,100,95.2933199454,0.0151208,0.227857
68.4872,-80.4887887633,96.3846207584,-80.4887887633,1.03751,3.68501e-06,1,6127.94611362,100,1.0027,6127.94611362,0.01,-80.4887887633,-143.001,-78.097,0.00564691,0.3,111.46,1.49198,0.0370495,100,96.4802282526,0.0148796,0.566217
57.2143,-74.743728113,99.1205988587,-74.743728113,1.00887,5.39434e-07,1,3766.40075464,100,0.992126,3766.40075464,0.01,-74.743728113,-138.124,-74.123,0.00923377,0.3,105.12,1.27257,0.00530972,100,99.4688047884,0.0128267,0.916107
80.8038,-87.6869191021,94.8289630162,-87.6869191021,1.05453,5.42409e-06,1,8359.1488185,100,0.999267,8359.1488185,0.01,-87.6869191021,-149.706,-84.2731,0.00359647,0.3,119.44,1.84447,0.0541614,100,94.903839087,0.0184582,0.359384
62.6456,-85.9298883872,91.0582166974,-85.9298883872,1.0982,8.98768e-06,1,7182.43340818,100,1.00593,7182.43340818,0.01,-85.9298883872,-146.21,-79.4355,0.00335579,0.3,117.91,1.52079,0.0909468,100,91.8292342212,0.0151182,0.337571
34.1656,-66.5034250289,99.6711020736,-66.5034250289,1.0033,3.344e-07,1,1361.84182896,100,0.999142,1361.84182896,0.01,-66.5034250289,-130.122,-66.2989,0.00740969,0.3,95.44,1.07704,0.00333826,100,99.6700866779,0.0107797,0.740333
57.3186,-75.5235498987,98.8061436288,-75.5235498987,1.01208,1.17115e-06,1,3745.17854838,100,1.02365,3745.17854838,0.01,-75.5235498987,-138.823,-74.7196,0.00835498,0.3,106.24,1.38454,0.012272,100,98.8538425775,0.0135255,0.855256
46.2453,-70.4452713251,98.8224977119,-70.4452713251,1.01192,1.15014e-06,1,2597.32519203,100,1.01032,2597.32519203,0.01,-70.4452713251,-133.724,-69.6265,0.00847084,0.3,99.58,1.59759,0.0117399,100,98.8741920696,0.0158127,0.855823
82.749,-93.8775400688,90.2458008568,-93.8775400688,1.10808,1.35521e-05,1,9292.59309578,100,0.949115,9292.59309578,0.01,-93.8775400688,-154.185,-87.1098,0.00103029,0.3,127.23,1.97736,0.12208,100,88.1705040953,0.0208337,0.0977868
63.0957,-77.6386083844,96.7607454836,-77.6386083844,1.03348,6.51541e-06,1,4991.52192761,100,0.998778,4991.52192761,0.01,-77.6386083844,-139.781,-75.0042,0.00403904,0.3,107.64,2.65057,0.064995,100,93.9405921505,0.0265381,0.40341
43.3054,-72.8870329592,98.1084843537,-72.8870329592,1.01928,2.10034e-06,1,2577.35553423,100,0.977719,2577.35553423,0.01,-72.8870329592,-135.967,-71.6357,0.0079026,0.3,103.96,1.58844,0.0200779,100,97.9630176135,0.0162463,0.772652
63.1828,-76.054681911,97.9041418924,-76.054681911,1.02141,4.0589e-06,1,4975.17962329,100,1.00203,4975.17962329,0.01,-76.054681911,-139.016,-74.6182,0.00871283,0.3,106.26,2.50498,0.0407539,100,96.1369118363,0.024999,0.873051
57.8635,-76.1674045607,98.9293338651,-76.1674045607,1.01082,9.436e-07,1,3749.01594121,100,0.992745,3749.01594121,0.01,-76.1674045607,-139.51,-75.4477,0.00851838,0.3,107.11,1.45006,0.00929957,100,99.0744690606,0.0146066,0.845658
46.9565,-72.2744781655,99.2449154569,-72.2744781655,1.00761,6.82421e-07,1,2587.31320989,100,1.00686,2587.31320989,0.01,-72.2744781655,-135.704,-71.7466,0.00904426,0.3,102.65,1.25303,0.00691819,100,99.3289136736,0.0124449,0.910633
47.1297,-69.0125840327,99.0141324521,-69.0125840327,1.00996,7.01823e-07,1,2583.69176768,100,0.9993,2583.69176768,0.01,-69.0125840327,-132.411,-68.3763,0.00841449,0.3,97.84,1.26736,0.00700842,100,99.3099721751,0.0126825,0.840861
57.118,-73.9379386127,98.9684455353,-73.9379386127,1.01042,9.58347e-07,1,3785.88438409,100,1.0053,3785.88438409,0.01,-73.9379386127,-137.259,-73.2096,0.00906043,0.3,103.72,1.39635,0.00968524,100,99.0601962345,0.01389,0.910841
62.1222,-79.4995238946,96.8491666241,-79.4995238946,1.03253,3.83376e-06,1,4914.89221803,100,1.01385,4914.89221803,0.01,-79.4995238946,-142.128,-77.3811,0.00761794,0.3,111.67,1.86314,0.0394066,100,96.3433707618,0.0183769,0.772342
66.5002,-77.9864556861,98.7471742321,-77.9864556861,1.01269,1.22755e-06,1,4949.88059205,100,0.997895,4949.88059205,0.01,-77.9864556861,-141.373,-77.2529,0.0055986,0.3,108.98,1.17093,0.0122238,100,98.7993063968,0.011734,0.558681
61.0147,-88.0354293531,86.5632207274,-88.0354293531,1.15523,2.04777e-05,1,8339.888173,100,0.948332,8339.888173,0.01,-88.0354293531,-146.028,-77.5423,0.000318386,0.3,119.86,1.7686,0.184163,100,83.1442188522,0.0186496,0.0301935
44.1048,-78.6087034695,90.9165672271,-78.6087034695,1.09991,1.0414e-05,1,4934.47610561,100,0.983461,4934.47610561,0.01,-78.6087034695,-139.35,-72.5227,0.00171752,0.3,109.62,1.44176,0.100724,100,90.6537093186,0.01466,0.168912
85.5153,-88.6514906864,97.2978264536,-88.6514906864,1.02777,4.06653e-06,1,8297.24714347,100,1.0025,8297.24714347,0.01,-88.6514906864,-151.504,-86.9054,0.00859227,0.3,121.09,2.46462,0.0408685,100,96.1299429675,0.0245849,0.861372
62.6602,-78.7496074633,97.3006140235,-78.7496074633,1.02774,2.18851e-06,1,4942.61955295,100,1.00426,4942.61955295,0.01,-78.7496074633,-141.661,-77.0685,0.00448347,0.3,110.07,1.56271,0.0220721,100,97.8793212828,0.0155608,0.450259
57.0912,-74.5223855893,98.8105429851,-74.5223855893,1.01204,9.58361e-07,1,3779.89913469,100,0.996422,3779.89913469,0.01,-74.5223855893,-137.814,-73.7131,0.00832145,0.3,104.75,1.33524,0.00951515,100,99.0601257839,0.0134003,0.829167
60.7728,-76.7227777973,96.180904223,-76.7227777973,1.03971,4.868e-06,1,4964.55067319,100,0.993412,4964.55067319,0.01,-76.7227777973,-138.934,-73.9621,0.00304839,0.3,106.91,1.68614,0.0480407,100,95.4022927696,0.0169733,0.30283
26.8786,-74.1133229867,92.5262864033,-74.1133229867,1.08077,8.19135e-06,1,3769.50359316,100,1.02045,3769.50359316,0.01,-74.1133229867,-133.265,-67.0238,0.000705518,0.3,104.28,1.37717,0.085298,100,92.4988449471,0.0134957,0.0719946
73.7488,-80.7649084504,98.1074975805,-80.7649084504,1.01929,1.79273e-06,1,6111.05858907,100,1.01273,6111.05858907,0.01,-80.7649084504,-143.788,-79.4572,0.00738835,0.3,112.24,1.32946,0.0183867,100,98.2561682374,0.0131274,0.748242
73.8293,-84.3595888905,93.4671133925,-84.3595888905,1.0699,6.15559e-06,1,7270.4080848,100,0.990363,7270.4080848,0.01,-84.3595888905,-146.512,-80.6027,0.0010391,0.3,116.11,1.31624,0.0603752,100,94.2560050059,0.0132905,0.102909
56.967,-84.5331457455,86.1583779817,-84.5331457455,1.16065,1.838e-05,1,7244.92022235,100,1.00904,7244.92022235,0.01,-84.5331457455,-144.295,-75.6472,0.00145322,0.3,116.01,1.71498,0.187139,100,84.6051090771,0.0169961,0.146636
66.9281,-75.6735773368,98.9852622005,-75.6735773368,1.01025,7.22602e-07,1,5005.83374129,100,0.978618,5005.83374129,0.01,-75.6735773368,-139.017,-74.9723,0.00928937,0.3,105.26,1.34936,0.00692031,100,99.2897153397,0.0137884,0.909074
56.8546,-88.6082987081,84.83888859,-88.6082987081,1.1787,1.60826e-05,1,8314.11744047,100,1.02052,8314.11744047,0.01,-88.6082987081,-146.833,-77.6557,0.00147902,0.3,121.02,1.75406,0.167494,100,86.2651126234,0.0171878,0.150937
59.9039,-75.2136458071,99.4843743292,-75.2136458071,1.00518,5.11326e-07,1,3822.35277571,100,1.00138,3822.35277571,0.01,-75.2136458071,-138.778,-74.8939,0.00744048,0.3,105.56,1.16993,0.00512734,100,99.4963233287,0.0116832,0.745072
89.5177,-89.1708138005,99.5669011289,-89.1708138005,1.00435,4.68867e-07,1,8294.01756472,100,0.99902,8294.01756472,0.01,-89.1708138005,-152.771,-88.9126,0.00921097,0.3,121.75,1.27036,0.00467948,100,99.5379531732,0.012716,0.920194
57.1302,-78.1836315945,95.6314484276,-78.1836315945,1.04568,4.20741e-06,1,4955.26771324,100,0.956533,4955.26771324,0.01,-78.1836315945,-139.384,-74.2255,0.00348431,0.3,109.14,1.32099,0.0384959,100,96.0012279755,0.0138101,0.333285
34.432,-65.255013569,99.6038694035,-65.255013569,1.00398,5.426e-07,1,1353.28337103,100,1.00308,1353.28337103,0.01,-65.255013569,-128.837,-64.993,0.00936437,0.3,93.06,1.36233,0.00545949,100,99.4656944354,0.0135815,0.939322
61.7662,-82.5259115794,93.427628851,-82.5259115794,1.07035,5.97248e-06,1,6075.36032159,100,1.00755,6075.36032159,0.01,-82.5259115794,-143.505,-77.5832,0.00350473,0.3,114.67,1.65178,0.0606297,100,94.4173327835,0.016394,0.353118
47.4333,-73.6405570681,95.84969371,-73.6405570681,1.0433,5.01378e-06,1,3816.49178411,100,0.965373,3816.49178411,0.01,-73.6405570681,-135.895,-70.8156,0.00481972,0.3,103.69,1.41042,0.0467256,100,95.2711038222,0.0146101,0.465283
26.5283,-66.2818521339,98.1930073807,-66.2818521339,1.0184,1.30556e-06,1,1368.15415091,100,1.01396,1368.15415091,0.01,-66.2818521339,-129.41,-65.108,0.00621116,0.3,95.11,1.18188,0.0134227,100,98.7240050474,0.0116561,0.629787
58.7632,-74.0071044949,99.1804608318,-74.0071044949,1.00826,8.21889e-07,1,3778.84180378,100,0.995453,3778.84180378,0.01,-74.0071044949,-137.498,-73.516,0.00807706,0.3,104.13,1.25285,0.00814431,100,99.1928994846,0.0125858,0.804033
49.6009,-75.0959436505,96.2979187473,-75.0959436505,1.03844,3.68118e-06,1,3770.09046566,100,0.97427,3770.09046566,0.01,-75.0959436505,-136.995,-72.0704,0.00361278,0.3,105.28,1.4047,0.0349419,100,96.4837918838,0.014418,0.351982
59.2171,-77.671156439,96.4634583737,-77.671156439,1.03666,4.52765e-06,1,4969.83165341,100,0.988817,4969.83165341,0.01,-77.671156439,-139.86,-74.9835,0.00480538,0.3,108.84,1.53385,0.0442695,100,95.7098981256,0.0155119,0.475164
35.429,-71.2861551599,97.7091952738,-71.2861551599,1.02345,3.29651e-06,1,2581.99227097,100,0.979312,2581.99227097,0.01,-71.2861551599,-132.993,-68.5321,0.00221677,0.3,101.48,1.19396,0.0316153,100,96.8396140292,0.0121918,0.217091
76.8157,-81.4738568138,99.4324063328,-81.4738568138,1.00571,4.06247e-07,1,6122.11189474,100,0.989722,6122.11189474,0.01,-81.4738568138,-144.996,-81.0943,0.00854621,0.3,112.59,1.1833,0.00397939,100,99.5994339838,0.0119559,0.845837
77.6666,-84.2521315806,96.8469080044,-84.2521315806,1.03256,2.40775e-06,1,7245.42949586,100,1.01148,7245.42949586,0.01,-84.2521315806,-146.948,-82.1994,0.00668077,0.3,115.83,1.53229,0.0246337,100,97.6718426213,0.0151489,0.675749
73.6259,-87.6174374893,89.1935322151,-87.6174374893,1.12116,1.36975e-05,1,8346.90887214,100,1.01357,8346.90887214,0.01,-87.6174374893,-147.753,-80.2836,0.00120401,0.3,119.87,1.74034,0.140719,100,88.058771301,0.0171703,0.122035
69.3328,-85.1914921668,91.5778701544,-85.1914921668,1.09197,1.10741e-05,1,7202.1655848,100,0.979103,7202.1655848,0.01,-85.1914921668,-145.603,-79.0184,0.000123158,0.3,117.58,1.5919,0.106161,100,90.1198755606,0.0162587,0.0120584
56.2223,-73.4737357445,98.7986726039,-73.4737357445,1.01216,1.6547e-06,1,3830.63721984,100,1.01003,3830.63721984,0.01,-73.4737357445,-136.753,-72.6472,0.00862232,0.3,103.13,1.84726,0.0168806,100,98.3882499342,0.0182891,0.870882
37.7809,-69.6537895688,97.0935618717,-69.6537895688,1.02993,3.62623e-06,1,2602.15141733,100,1.00298,2602.15141733,0.01,-69.6537895688,-132.413,-67.7518,0.00503987,0.3,98.81,1.29949,0.0364787,100,96.5344705964,0.0129562,0.505489
40.6585,-72.4940855044,97.3705812653,-72.4940855044,1.027,3.11256e-06,1,2560.30170921,100,0.997578,2560.30170921,0.01,-72.4940855044,-135.002,-70.4317,0.00421251,0.3,103.13,1.17474,0.0309751,100,97.0106665145,0.0117759,0.420231
10.8753,-63.583313185,97.7707939898,-63.583313185,1.0228,2.46209e-06,1,118.516278933,100,0.999191,118.516278933,0.01,-63.583313185,-78.4198,-63.2204,0.00351781,0.3,92.28,1.49395,0.0245811,100,97.6205384007,0.0149516,0.351496
54.084,-73.9232131857,97.5903855541,-73.9232131857,1.02469,1.91224e-06,1,3784.6416791,100,1.01532,3784.6416791,0.01,-73.9232131857,-136.995,-72.4934,0.00448899,0.3,104.12,1.64405,0.0197128,100,98.142058825,0.0161924,0.455776
47.9247,-74.1931645975,96.3499256524,-74.1931645975,1.03788,3.53179e-06,1,3779.68727781,100,1.01068,3779.68727781,0.01,-74.1931645975,-136.633,-71.7255,0.00600885,0.3,104.62,1.47582,0.0360761,100,96.6216662273,0.0146023,0.607301
97.5977,-94.897571412,96.5652298737,-94.897571412,1.03557,3.25395e-06,1,10477.0731647,100,0.994752,10477.0731647,0.01,-94.897571412,-157.382,-92.54,0.00676414,0.3,128.6,1.5528,0.0321988,100,96.8791284286,0.0156099,0.672864
70.0834,-85.2920972866,93.9317836832,-85.2920972866,1.0646,7.65039e-06,1,7212.23227475,100,0.988225,7212.23227475,0.01,-85.2920972866,-145.753,-80.0076,0.00152135,0.3,116.65,1.52049,0.0747129,100,92.959350443,0.0153861,0.150344
76.7196,-90.5441711004,88.586497262,-90.5441711004,1.12884,1.12967e-05,1,9460.46427009,100,1.01842,9460.46427009,0.01,-90.5441711004,-149.481,-81.7815,0.00211513,0.3,122.56,1.48862,0.117167,100,89.941172598,0.0146169,0.215409
25.8393,-68.5291569448,97.8833958129,-68.5291569448,1.02162,1.24535e-06,1,1391.91922023,100,1.02029,1391.91922023,0.01,-68.5291569448,-131.519,-67.1297,0.00645006,0.3,98.45,1.15323,0.012964,100,98.7821487412,0.011303,0.658094
100.836,-99.224713797,94.3184451492,-99.224713797,1.06024,5.28896e-06,1,11441.2062025,100,0.98845,11441.2062025,0.01,-99.224713797,-161.568,-95.9575,0.00336904,0.3,133.4,1.43793,0.0516749,100,95.0244653975,0.0145473,0.333012
48.9928,-69.7267980139,99.5077168644,-69.7267980139,1.00495,3.56472e-07,1,2633.36171932,100,1.00216,2633.36171932,0.01,-69.7267980139,-133.269,-69.3919,0.00932872,0.3,98.33,1.29704,0.00358015,100,99.6483143602,0.0129425,0.934888
66.6924,-82.1109058183,95.5776330823,-82.1109058183,1.04627,5.55308e-06,1,6060.12187579,100,0.992451,6060.12187579,0.01,-82.1109058183,-144.283,-79.1077,0.00620136,0.3,114.24,1.74344,0.0546955,100,94.7889428899,0.017567,0.615454
69.4171,-82.1423417966,96.9571552789,-82.1423417966,1.03138,3.3413e-06,1,6095.22376045,100,0.992719,6095.22376045,0.01,-82.1423417966,-144.629,-79.9169,0.00854419,0.3,113.39,1.89994,0.0329283,100,96.7980404574,0.0191388,0.848198
79.4967,-84.0991175893,96.4306130981,-84.0991175893,1.03702,4.07555e-06,1,7248.91220048,100,0.994999,7248.91220048,0.01,-84.0991175893,-146.63,-81.7418,0.0040813,0.3,115.81,1.27425,0.0403488,100,96.1216643197,0.0128066,0.406089
10.2859,-63.8042837477,98.9779392418,-63.8042837477,1.01033,7.6288e-07,1,104.811998868,100,0.999052,104.811998868,0.01,-63.8042837477,-76.719,-63.6696,0.00843924,0.3,92.63,1.43421,0.00761433,100,99.2504243134,0.0143557,0.843123
72.2713,-63.8042837477,198.307839022,-78.5223434953,1.00853,6.14283e-07,,4958.41832805,100,1.0077,104.811998868,0.01,-63.8042837477,-143.117,-79.1267,0.00691925,0.3,92.63,1.18607,0.00623775,200,99.3955161923,0.0117701,0.69725
56.0393,-84.7787145491,194.390317802,-84.7787145491,1.02886,6.75444e-07,1,7230.64239736,100,0.995311,7230.64239736,0.005,-84.7787145491,-118.805,-73.1032,0.00179381,0.3,116.85,1.21125,0.026765,200,194.764210526,0.00608476,0.357079
69.7661,-77.961856017,200.0,-77.961856017,1.0,3.50449e-18,2,4916.47969377,100,1.0,4916.47969377,0.01,-77.961856017,-141.681,-77.9619,0.01,0.3,108.95,1.0,,200,100.0,0.01,1.0
51.856,-69.3392198996,196.615519008,-69.3392198996,1.01721,4.57664e-07,1,1377.02842418,100,0.995994,1377.02842418,0.005,-69.3392198996,-118.342,-72.8993,0.00288876,0.3,99.36,1.55521,0.0181602,200,196.422225985,0.00780732,0.575437
77.9143,-80.1196667345,200.0,-80.1196667345,1.0,3.50449e-18,2,6131.96347608,100,1.0,6131.96347608,0.01,-80.1196667345,-143.839,-80.1197,0.01,0.3,111.0,1.0,,200,100.0,0.01,1.0
65.2872,-79.2460665511,188.229613162,-79.2460665511,1.06253,1.40952e-06,1,4941.9446151,100,1.03231,4941.9446151,0.005,-79.2460665511,-123.446,-77.0022,0.00108671,0.3,109.85,1.31269,0.060083,200,189.376196391,0.00635802,0.224364
90.8658,-88.2693033481,200.0,-88.2693033481,1.0,3.50449e-18,2,8339.99400116,100,1.0,8339.99400116,0.01,-88.2693033481,-151.989,-88.2693,0.01,0.3,120.32,1.0,,200,100.0,0.01,1.0
50.0774,-68.2342355572,178.213662864,-68.2342355572,1.12225,3.41048e-06,1,1395.61434023,100,0.996166,1395.61434023,0.005,-68.2342355572,-119.493,-71.7619,0.00027413,0.3,97.58,1.46573,0.135375,200,176.097074122,0.00735684,0.0546158
95.9399,-93.6339909561,200.0,-93.6339909561,1.0,3.50449e-18,2,9297.43499213,100,1.0,9297.43499213,0.01,-93.6339909561,-157.353,-93.634,0.01,0.3,127.28,1.0,,200,100.0,0.01,1.0
79.5399,-80.5143389018,188.618227659,-80.5143389018,1.06034,1.22343e-06,1,6135.80721308,100,0.992173,6135.80721308,0.005,-80.5143389018,-130.78,-84.3837,0.00250463,0.3,111.56,1.71578,0.0481741,200,190.713627716,0.00864659,0.497005
96.3202,-92.119653084,200.0,-92.119653084,1.0,3.50449e-18,2,9371.29562838,100,1.0,9371.29562838,0.01,-92.119653084,-155.839,-92.1197,0.01,0.3,125.08,1.0,,200,100.0,0.01,1.0
81.144,-80.6105162351,188.152078125,-80.6105162351,1.06297,1.6692e-06,1,6135.23087579,100,0.968638,6135.23087579,0.005,-80.6105162351,-129.903,-83.4498,0.00198249,0.3,111.76,1.74156,0.0626458,200,187.540881151,0.00898972,0.384063
36.7145,-68.0789615369,200.0,-68.0789615369,1.0,3.50449e-18,2,1361.56937804,100,1.0,1361.56937804,0.01,-68.0789615369,-131.783,-68.079,0.01,0.3,97.65,1.0,,200,100.0,0.01,1.0
47.6784,-80.707794984,193.70875501,-80.707794984,1.03248,8.59777e-07,1,4905.11592966,100,1.00283,4905.11592966,0.005,-80.707794984,-118.627,-72.8471,0.00206905,0.3,113.08,1.28864,0.0345863,200,193.382690988,0.00642501,0.414983
77.4846,-82.5820606686,200.0,-82.5820606686,1.0,3.50449e-18,2,6064.50560971,100,1.0,6064.50560971,0.01,-82.5820606686,-146.301,-82.5821,0.01,0.3,114.45,1.0,,200,100.0,0.01,1.0
72.4553,-78.6309840071,198.498073847,-78.6309840071,1.00757,2.13595e-07,1,4930.01777911,100,0.993409,4930.01777911,0.005,-78.6309840071,-125.471,-80.2446,0.0033879,0.3,110.17,1.46317,0.00843157,200,198.314154308,0.00736437,0.673114
77.7429,-80.656251698,200.0,-80.656251698,1.0,3.50449e-18,2,6105.01298533,100,1.0,6105.01298533,0.01,-80.656251698,-144.375,-80.6562,0.01,0.3,111.41,1.0,,200,100.0,0.01,1.0
54.7557,-63.6734617269,198.689568156,-63.6734617269,1.0066,2.73976e-07,1,103.027011725,100,0.993359,103.027011725,0.005,-63.6734617269,-117.083,-71.8788,0.00278595,0.3,92.24,1.21979,0.010814,200,197.842636346,0.00613975,0.553489
77.8959,-80.121085882,200.0,-80.121085882,1.0,3.50449e-18,2,6129.06532562,100,1.0,6129.06532562,0.01,-80.121085882,-143.84,-80.1211,0.01,0.3,111.37,1.0,,200,100.0,0.01,1.0
69.3057,-78.5409198648,194.201914144,-78.5409198648,1.02986,5.36633e-07,1,4926.07939692,100,1.02916,4926.07939692,0.005,-78.5409198648,-123.786,-78.0613,0.00238387,0.3,109.94,1.22116,0.0227356,200,195.817719305,0.00593279,0.490678
61.1965,-72.9239701155,200.0,-72.9239701155,1.0,3.50449e-18,2,3782.84148739,100,1.0,3782.84148739,0.01,-72.9239701155,-136.642,-72.924,0.01,0.3,103.24,1.0,,200,100.0,0.01,1.0
68.1414,-83.5141834202,190.787809206,-83.5141834202,1.04829,1.50513e-06,1,7303.86164549,100,0.975102,7303.86164549,0.005,-83.5141834202,-121.997,-75.8651,0.00110175,0.3,113.82,1.62467,0.0572446,200,188.696367323,0.00833078,0.214864
36.8079,-66.3797254051,200.0,-66.3797254051,1.0,3.50449e-18,2,1368.50368999,100,1.0,1368.50368999,0.01,-66.3797254051,-130.096,-66.3797,0.01,0.3,95.42,1.0,,200,100.0,0.01,1.0
53.997,-84.8910573255,189.367261658,-84.8910573255,1.05615,1.19515e-06,1,7227.2830391,100,0.999058,7227.2830391,0.005,-84.8910573255,-119.324,-73.0201,0.00184075,0.3,116.97,1.82548,0.0477159,200,190.918535604,0.00913602,0.367804
