AvgEpLen,VarDiscRet,MaxNormIw,AvgRet,BatchSize,MaxVanillaIw,Bound,MinNormIw,eRenyi2,VanillaAvgRet,VarVanillaIw,AvgNormIw,J,ESSClassic,VarNormIw,AvgVanillaIw,ESSRenyi,AvgDiscRet,MinVanillaIw,VarRet,VarJ
200.0,5466384.709018622,0.04178495,-2205.289335665965,100,3.6153154,-857.02075,2.6567606e-15,2.588021,-2205.289335665965,1.2782571,0.01,-77.25964,37.16858171407953,0.00017075194,0.8652195,38.63956221988003,-2205.289335665965,2.298681e-13,5466384.709018622,212.51526
200.0,179527.2230565409,0.012581419,-69.16295320070617,100,1.2663773,-300.36548,0.00074397726,1.0791422,-69.16295320070617,0.07498474,0.01,-15.334116,93.17297205292373,7.4012632e-06,1.0065457,92.66619246990417,-69.16295320070617,0.07488471,179527.2230565409,48.144623
200.0,89.74419381711095,0.014256942,-10.19950665076215,100,1.4448553,-14.638455,0.00031664767,1.1709757,-10.19950665076215,0.18657403,0.01,-9.138982,84.75714362400088,1.816583e-05,1.0134399,85.3988697380884,-10.19950665076215,0.032090336,89.74419381711095,8.05981
200.0,65.92470581214774,0.01760149,-8.927058433509577,100,1.8102576,-10.465245,2.6336334e-06,1.3888613,-8.927058433509577,0.37392107,0.01,-7.6489315,74.07560825421763,3.5350702e-05,1.0284684,72.00143031100595,-8.927058433509577,0.00027086085,65.92470581214774,7.6800313
200.0,61.68360872652918,0.016242197,-8.759062423470606,100,1.6652118,-10.70648,8.663687e-05,1.2972965,-8.759062423470606,0.28842717,0.01,-8.080104,78.63752301434492,2.7440166e-05,1.025238,77.08337927860774,-8.759062423470606,0.008882342,61.68360872652918,8.111386
200.0,52.8416034802814,0.014602225,-7.223627341879559,100,1.4760602,-8.877947,0.00057820586,1.1690911,-7.223627341879559,0.17859536,0.01,-6.5132265,85.24891572280472,1.7478338e-05,1.010846,85.5365330664776,-7.223627341879559,0.05844771,52.8416034802814,6.7081304
200.0,40.60638494691217,0.027733412,-6.951824622934464,100,2.6212547,-8.740927,1.8292707e-06,1.8704406,-6.951824622934464,0.7244939,0.009999999,-6.0288396,55.46638818118903,8.1100385e-05,0.9451613,53.46333899985807,-6.951824622934464,0.00017289558,40.60638494691217,7.320062
200.0,54.87244284676807,0.012024318,-8.328011624066981,100,1.1894593,-10.2899475,0.006833739,1.0134367,-8.328011624066981,0.013806919,0.01,-8.304125,98.62237867823372,1.4109721e-06,0.9892115,98.67414754150619,-8.328011624066981,0.6760013,54.87244284676807,7.4345512
200.0,52.063398936027696,0.14489108,-8.916756826511506,100,13.121725,-9.033781,,9.331687,-8.916756826511506,8.231863,0.01,-2.9958656,9.14366760609626,0.0010036898,0.90562683,10.716176001532144,-8.916756826511506,,52.063398936027696,9.549607
200.0,50.50009976086583,0.0110886395,-7.103359511253284,100,1.1250365,-9.014793,0.0056723338,1.0167637,-7.103359511253284,0.015398301,0.01,-7.0628724,98.54068657853955,1.4958781e-06,1.0145848,98.3512700791818,-7.103359511253284,0.5755063,50.50009976086583,7.040231
200.0,52.43935488436622,0.10872973,-7.750888437620052,100,7.8175464,-6.608736,7.715727e-15,5.1704655,-7.750888437620052,2.7582273,0.009999999,-2.1883645,15.917801345353666,0.00053356314,0.7189889,19.340618478663043,-7.750888437620052,5.547522e-13,52.43935488436622,7.257677
200.0,48.71836165651248,0.015348222,-7.717397386360898,100,1.4887726,-9.375603,0.00014576416,1.1959668,-7.717397386360898,0.19273771,0.01,-7.225015,83.13953355777333,2.0484535e-05,0.9699968,83.61435841944433,-7.717397386360898,0.014139077,48.71836165651248,7.099299
200.0,51.219097771986206,0.036118094,-8.131165445557755,100,3.8392804,-9.769678,0.004338546,1.3607802,-8.131165445557755,0.4552056,0.01,-7.4868717,71.48808721406361,4.0286315e-05,1.0629798,73.4872517444511,-8.131165445557755,0.46117872,51.219097771986206,8.084142
200.0,46.040186068541146,0.038073674,-7.268067931401358,100,3.9254997,-9.109463,0.0077616824,1.10851,-7.268067931401358,0.20254426,0.01,-7.060764,84.13035999392471,1.9053708e-05,1.0310273,90.21118296702303,-7.268067931401358,0.80025065,46.040186068541146,6.854595
200.0,51.22022238061526,0.011127664,-8.41937674924133,100,1.108071,-10.371749,0.009119215,1.0016699,-8.41937674924133,0.0016253782,0.01,-8.4159975,99.8379869412206,1.6391823e-07,0.9957804,99.83329001349104,-8.41937674924133,0.9080736,51.22022238061526,7.114245
200.0,50.795089487153625,0.03248359,-8.124885208545916,100,3.2204337,-10.014008,0.008457494,1.0930456,-8.124885208545916,0.094306156,0.01,-7.959135,91.32510620430656,9.5948735e-06,0.99140334,91.48749210803074,-8.124885208545916,0.83847874,50.795089487153625,7.4462276
200.0,43.339187342881026,0.019425787,-8.234814829751913,100,1.9823817,-9.732471,3.5039313e-06,1.5004492,-8.234814829751913,0.5810476,0.010000002,-7.340678,64.41765769900071,5.5794888e-05,1.0204898,66.64670906068956,-8.234814829751913,0.00035757263,43.339187342881026,7.7442513
200.0,58.24822496423678,0.011105084,-8.115707679765244,100,1.1129782,-10.027755,0.0034813704,1.019067,-8.115707679765244,0.014977124,0.01,-8.0452585,98.54531479548001,1.4910725e-06,1.0022241,98.12897011588159,-8.115707679765244,0.34891132,58.24822496423678,7.6345053
