VanillaAvgRet,MaxNormIw,MinVanillaIw,VarVanillaIw,MaxVanillaIw,AvgDiscRet,SamplesThisIter,ESSRenyi,VarRet,Bound,AvgRet,IterType,J,VarNormIw,AvgEpLen,ESSClassic,Delta,MinNormIw,eRenyi2,AvgNormIw,VarDiscRet,EpsThisIter,VarJ,AvgVanillaIw,BatchSize
93.79634389544955,nan,0.022632334,nan,inf,93.79634389544955,50000,25.559338125717357,96074.78066838744,inf,93.79634389544955,1,nan,nan,10.379904504878555,nan,0.2,nan,3.9124644,nan,96074.78066838744,4817,nan,inf,100
