AvgRet,MinVanillaIw,AvgVanillaIw,EpsThisIter,ESSRenyi,AvgDiscRet,VarJ,MaxNormIw,BatchSize,AvgEpLen,ESSClassic,J,VanillaAvgRet,Bound,AvgNormIw,VarDiscRet,MinNormIw,MaxVanillaIw,VarVanillaIw,eRenyi2,IterType,Delta,VarRet,VarNormIw
-5.14520982434,0.024256,8.71737,100,61.991193425,-5.14520982434,0.756336,0.0444925,100,500.0,22.9579699116,7.9601,-5.14520982434,5.26581,0.01,85.479104066,2.78249e-05,38.7858,257.591,1.61313,1,0.5,85.479104066,0.000338968
-5.14520982434,0.0257826,7.48909,100,104.669979063,-0.37144746817,5.72878,0.0550494,200,500.0,26.1839544073,-2.49995,-5.14520982434,-5.51273,0.01,87.7686073767,3.44269e-05,41.227,159.712,1.91077,,0.5,85.479104066,0.000284761
-6.82180592305,0.0378355,31.0273,100,116.273217266,-6.82180592305,1.59409,0.0983906,200,500.0,10.3296515963,17.5569,-6.82180592305,15.1592,0.005,148.453307245,6.09714e-06,610.558,17765.5,1.72009,1,0.5,148.453307245,0.00046135
-1.72097473146,1.0,1.0,100,200.0,-1.72097473146,20.1278,0.01,200,500.0,100.0,-1.72097,-1.72097473146,-7.35158,0.01,409.220468366,0.01,1.0,,1.0,2,0.5,409.220468366,3.50449e-18
-6.82180592305,0.00163785,3.82046,100,175.633785851,-6.9641531631,21.9547,0.0345903,300,500.0,56.8699955772,-9.01426,-6.82180592305,-14.2178,0.005,194.748350899,2.14352e-06,26.4302,36.9195,1.7081,,0.5,148.453307245,6.3236e-05
1.09962608198,0.0124006,38.022,100,136.811216271,1.09962608198,0.998491,0.0984974,300,500.0,10.3072833204,17.7295,1.09962608198,14.4071,0.00333333,363.60068486,1.08715e-06,1123.52,40767.5,2.1928,1,0.5,363.60068486,0.00031333
1.55992235573,1.0,1.0,100,300.0,1.55992235573,12.6065,0.01,300,500.0,100.0,1.55992,1.55992235573,-0.765619,0.01,160.528849289,0.01,1.0,,1.0,2,0.5,160.528849289,3.50449e-18
0.346650470903,1.0,1.0,100,300.0,0.346650470903,16.7408,0.005,300,500.0,200.000000102,0.953287,0.346650470903,-2.66691,0.005,404.897302653,0.005,1.0,,1.0,2,0.5,404.897302653,2.1793e-19
1.09962608198,0.00089006,6.35218,100,175.80261237,-3.93426535148,16.4327,0.0423167,400,500.0,43.2931243183,-6.15918,1.09962608198,-10.6178,0.00333333,84.8124701217,4.67063e-07,80.641,240.057,2.27528,,0.5,363.60068486,6.61038e-05
-2.56319410037,0.00653963,43.4394,100,146.075315801,-2.56319410037,1.26623,0.0985155,400,500.0,10.3035343941,17.7094,-2.56319410037,14.4942,0.0025,51.7204381988,3.76365e-07,1711.78,71547.7,2.73831,1,0.5,51.7204381988,0.000236978
2.6668567173,1.0,1.0,100,400.0,2.6668567173,16.2032,0.01,400,500.0,100.0,2.66686,2.6668567173,-1.55214,0.01,265.195567506,0.01,1.0,,1.0,2,0.5,265.195567506,3.50449e-18
