J,IterType,MinNormIw,EpsThisIter,VarJ,MinVanillaIw,BatchSize,AvgEpLen,AvgDiscRet,ESSClassic,MaxVanillaIw,VarRet,AvgRet,eRenyi2,AvgVanillaIw,VarVanillaIw,VanillaAvgRet,AvgNormIw,VarDiscRet,VarNormIw,MaxNormIw,Delta,Bound,ESSRenyi
73.5992,1,0.002,100,12.9703,1.0,500,500.0,72.8256918248,500.000006643,1.0,146.176889076,72.8256918248,1.0,1.0,1.97642e-14,72.8256918248,0.002,146.176889076,1.34276e-19,0.002,0.7,70.8226,500.0
68.4691,2,0.01,100,16.652,1.0,500,500.0,68.4691378653,100.0,1.0,280.090469266,68.4691378653,1.0,1.0,,68.4691378653,0.01,280.090469266,3.50449e-18,0.01,0.7,62.5852,500.0
71.1137,2,0.005,100,16.5053,1.0,500,500.0,73.7583371397,200.000000102,1.0,256.134832528,73.7583371397,1.0,1.0,,73.7583371397,0.005,256.134832528,2.1793e-19,0.005,0.7,66.9532,500.0
72.8291,2,0.00333333,100,14.3356,1.0,500,500.0,76.2598118232,299.999969474,1.0,54.567799154,76.2598118232,1.0,1.0,,76.2598118232,0.00333333,54.567799154,5.43914e-20,0.00333333,0.7,69.4034,500.0
74.7335,2,0.0025,100,14.6466,1.0,500,500.0,80.4467319058,400.0,1.0,200.042559214,80.4467319058,1.0,1.0,,80.4467319058,0.0025,200.042559214,5.4346e-20,0.0025,0.7,71.6979,500.0
76.7445,1,0.002,100,13.9504,1.0,500,500.0,84.7883506531,500.000006643,1.0,34.4424517886,84.7883506531,1.0,1.0,,84.7883506531,0.002,34.4424517886,5.43187e-20,0.002,0.7,73.9505,500.0
74.4498,2,0.01,100,15.1524,1.0,500,500.0,74.4498411749,100.0,1.0,231.914900803,74.4498411749,1.0,1.0,,74.4498411749,0.01,231.914900803,3.50449e-18,0.01,0.7,68.3015,500.0
73.9158,2,0.005,100,17.6442,1.0,500,500.0,73.3817087323,200.000000102,1.0,396.437151313,73.3817087323,1.0,1.0,,73.3817087323,0.005,396.437151313,2.1793e-19,0.005,0.7,69.4912,500.0
74.1003,2,0.00333333,100,15.4001,1.0,500,500.0,74.4691919656,299.999969474,1.0,89.539036427,74.4691919656,1.0,1.0,,74.4691919656,0.00333333,89.539036427,5.43914e-20,0.00333333,0.7,70.4876,500.0
73.6949,2,0.0025,100,15.1152,1.0,500,500.0,72.4789421883,400.0,1.0,202.439464844,72.4789421883,1.0,1.0,,72.4789421883,0.0025,202.439464844,5.4346e-20,0.0025,0.7,70.5662,500.0
75.0756,1,0.002,100,14.3322,1.0,500,500.0,80.598078154,500.000006643,1.0,75.8175489256,80.598078154,1.0,1.0,,80.598078154,0.002,75.8175489256,5.43187e-20,0.002,0.7,72.2772,500.0
70.9456,2,0.01,100,10.0257,1.0,500,500.0,70.9456517498,100.0,1.0,101.52899064,70.9456517498,1.0,1.0,,70.9456517498,0.01,101.52899064,3.50449e-18,0.01,0.7,65.4837,500.0
72.8358,2,0.005,100,14.277,1.0,500,500.0,74.7259388335,200.000000102,1.0,303.034863609,74.7259388335,1.0,1.0,,74.7259388335,0.005,303.034863609,2.1793e-19,0.005,0.7,68.5773,500.0
74.7886,2,0.00333333,100,14.3649,1.0,500,500.0,78.694091113,299.999969474,1.0,190.409525969,78.694091113,1.0,1.0,,78.694091113,0.00333333,190.409525969,5.43914e-20,0.00333333,0.7,71.2822,500.0
75.8076,2,0.0025,100,13.8792,1.0,500,500.0,78.8647955206,400.0,1.0,140.418837836,78.8647955206,1.0,1.0,,78.8647955206,0.0025,140.418837836,5.4346e-20,0.0025,0.7,72.6904,500.0
75.3854,1,0.002,100,13.7709,1.0,500,500.0,73.6962421462,500.000006643,1.0,175.852061306,73.6962421462,1.0,1.0,,73.6962421462,0.002,175.852061306,5.43187e-20,0.002,0.7,72.5706,500.0
70.6068,2,0.01,100,10.0267,1.0,500,500.0,70.6068349979,100.0,1.0,101.550003558,70.6068349979,1.0,1.0,,70.6068349979,0.01,101.550003558,3.50449e-18,0.01,0.7,65.0845,500.0
74.809,2,0.005,100,10.9982,1.0,500,500.0,79.0110836972,200.000000102,1.0,107.144129703,79.0110836972,1.0,1.0,,79.0110836972,0.005,107.144129703,2.1793e-19,0.005,0.7,70.3719,500.0
76.6112,2,0.00333333,100,10.3717,1.0,500,500.0,80.2156611033,299.999969474,1.0,61.9259219099,80.2156611033,1.0,1.0,,80.2156611033,0.00333333,61.9259219099,5.43914e-20,0.00333333,0.7,72.9883,500.0
77.794,2,0.0025,100,9.45315,1.0,500,500.0,81.3422529851,400.0,1.0,18.1245203694,81.3422529851,1.0,1.0,,81.3422529851,0.0025,18.1245203694,5.4346e-20,0.0025,0.7,74.6565,500.0
78.0443,1,0.002,100,10.346,1.0,500,500.0,79.0454833623,500.000006643,1.0,178.276390141,79.0454833623,1.0,1.0,,79.0454833623,0.002,178.276390141,5.43187e-20,0.002,0.7,75.238,500.0
78.475,2,0.01,100,11.1896,1.0,500,500.0,78.4749941314,100.0,1.0,126.471346945,78.4749941314,1.0,1.0,,78.4749941314,0.01,126.471346945,3.50449e-18,0.01,0.7,72.452,500.0
78.4855,2,0.005,100,10.2485,1.0,500,500.0,78.496085402,200.000000102,1.0,85.7154436548,78.496085402,1.0,1.0,,78.496085402,0.005,85.7154436548,2.1793e-19,0.005,0.7,74.2227,500.0
78.6015,2,0.00333333,100,12.1504,1.0,500,500.0,78.8333089387,299.999969474,1.0,235.098200769,78.8333089387,1.0,1.0,,78.8333089387,0.00333333,235.098200769,5.43914e-20,0.00333333,0.7,75.1199,500.0
77.5798,2,0.0025,100,13.282,1.0,500,500.0,74.5146387719,400.0,1.0,252.758554239,74.5146387719,1.0,1.0,,74.5146387719,0.0025,252.758554239,5.4346e-20,0.0025,0.7,74.4926,500.0
77.4741,1,0.002,100,13.6336,1.0,500,500.0,77.051644729,500.000006643,1.0,225.759972703,77.051644729,1.0,1.0,5.75269e-15,77.051644729,0.002,225.759972703,6.9528e-20,0.002,0.7,74.7129,500.0
80.7085,2,0.01,100,10.6576,1.0,500,500.0,80.7084924819,100.0,1.0,114.732440517,80.7084924819,1.0,1.0,,80.7084924819,0.01,114.732440517,3.50449e-18,0.01,0.7,74.6736,500.0
80.5752,2,0.005,100,8.7456,1.0,500,500.0,80.4418137415,200.000000102,1.0,39.7478163468,80.4418137415,1.0,1.0,,80.4418137415,0.005,39.7478163468,2.1793e-19,0.005,0.7,76.3078,500.0
77.9054,2,0.00333333,100,13.6032,1.0,500,500.0,72.5659417041,299.999969474,1.0,363.037289177,72.5659417041,1.0,1.0,,72.5659417041,0.00333333,363.037289177,5.43914e-20,0.00333333,0.7,74.4045,500.0
75.7871,2,0.0025,100,15.0126,1.0,500,500.0,69.4319902708,400.0,1.0,295.478467785,69.4319902708,1.0,1.0,,69.4319902708,0.0025,295.478467785,5.4346e-20,0.0025,0.7,72.7552,500.0
77.1255,1,0.002,100,14.1036,1.0,500,500.0,82.479385397,500.000006643,1.0,57.7931113777,82.479385397,1.0,1.0,,82.479385397,0.002,57.7931113777,5.43187e-20,0.002,0.7,74.395,500.0
82.1596,2,0.01,100,10.7882,1.0,500,500.0,82.1595897925,100.0,1.0,117.561636866,82.1595897925,1.0,1.0,,82.1595897925,0.01,117.561636866,3.50449e-18,0.01,0.7,75.9596,500.0
73.8164,2,0.005,100,18.2064,1.0,500,500.0,65.473244082,200.000000102,1.0,411.459872809,65.473244082,1.0,1.0,,65.473244082,0.005,411.459872809,2.1793e-19,0.005,0.7,69.4324,500.0
75.0926,2,0.00333333,100,16.4433,1.0,500,500.0,77.6449168577,299.999969474,1.0,139.822657282,77.6449168577,1.0,1.0,,77.6449168577,0.00333333,139.822657282,5.43914e-20,0.00333333,0.7,71.513,500.0
74.6298,2,0.0025,100,16.2108,1.0,500,500.0,73.2415562077,400.0,1.0,239.845612395,73.2415562077,1.0,1.0,,73.2415562077,0.0025,239.845612395,5.4346e-20,0.0025,0.7,71.48,500.0
74.8781,1,0.002,100,15.8694,1.0,500,500.0,75.8714524991,500.000006643,1.0,208.887297189,75.8714524991,1.0,1.0,,75.8714524991,0.002,208.887297189,5.43187e-20,0.002,0.7,72.0609,500.0
79.4961,2,0.01,100,9.26749,1.0,500,500.0,79.4960926384,100.0,1.0,86.7539752949,79.4960926384,1.0,1.0,,79.4960926384,0.01,86.7539752949,3.50449e-18,0.01,0.7,73.4302,500.0
73.977,2,0.005,100,11.8327,1.0,500,500.0,68.4579265597,200.000000102,1.0,134.562335592,68.4579265597,1.0,1.0,,68.4579265597,0.005,134.562335592,2.1793e-19,0.005,0.7,69.6878,500.0
76.8424,2,0.00333333,100,11.7842,1.0,500,500.0,82.5732826253,299.999969474,1.0,88.1967164274,82.5732826253,1.0,1.0,,82.5732826253,0.00333333,88.1967164274,5.43914e-20,0.00333333,0.7,73.2436,500.0
77.7424,2,0.0025,100,11.841,1.0,500,500.0,80.442118865,400.0,1.0,135.87191671,80.442118865,1.0,1.0,,80.442118865,0.0025,135.87191671,5.4346e-20,0.0025,0.7,74.6257,500.0
77.974,1,0.002,100,11.4281,1.0,500,500.0,78.9007447892,500.000006643,1.0,92.017948454,78.9007447892,1.0,1.0,,78.9007447892,0.002,92.017948454,5.43187e-20,0.002,0.7,75.1864,500.0
80.6476,2,0.01,100,9.15757,1.0,500,500.0,80.6475935012,100.0,1.0,84.7082132196,80.6475935012,1.0,1.0,,80.6475935012,0.01,84.7082132196,3.50449e-18,0.01,0.7,74.5312,500.0
77.7974,2,0.005,100,11.3193,1.0,500,500.0,74.9471584837,200.000000102,1.0,157.719718949,74.9471584837,1.0,1.0,,74.9471584837,0.005,157.719718949,2.1793e-19,0.005,0.7,73.417,500.0
75.5437,2,0.00333333,100,10.87,1.0,500,500.0,71.0362900871,299.999969474,1.0,68.4308004872,71.0362900871,1.0,1.0,,71.0362900871,0.00333333,68.4308004872,5.43914e-20,0.00333333,0.7,71.9671,500.0
76.6206,2,0.0025,100,10.5704,1.0,500,500.0,79.8511712265,400.0,1.0,79.3365295524,79.8511712265,1.0,1.0,,79.8511712265,0.0025,79.3365295524,5.4346e-20,0.0025,0.7,73.5231,500.0
76.6507,1,0.002,100,10.9544,1.0,500,500.0,76.7712767623,500.000006643,1.0,154.58721094,76.7712767623,1.0,1.0,,76.7712767623,0.002,154.58721094,5.43187e-20,0.002,0.7,73.8495,500.0
66.8617,2,0.01,100,9.53397,1.0,500,500.0,66.8617361057,100.0,1.0,91.8146797175,66.8617361057,1.0,1.0,,66.8617361057,0.01,91.8146797175,3.50449e-18,0.01,0.7,61.4365,500.0
71.4311,2,0.005,100,11.0786,1.0,500,500.0,76.0003913707,200.000000102,1.0,113.956934518,76.0003913707,1.0,1.0,,76.0003913707,0.005,113.956934518,2.1793e-19,0.005,0.7,67.2865,500.0
73.2523,2,0.00333333,100,11.0623,1.0,500,500.0,76.8948720608,299.999969474,1.0,102.780490328,76.8948720608,1.0,1.0,,76.8948720608,0.00333333,102.780490328,5.43914e-20,0.00333333,0.7,69.8684,500.0
73.5432,2,0.0025,100,11.6754,1.0,500,500.0,74.415604339,400.0,1.0,178.906651858,74.415604339,1.0,1.0,,74.415604339,0.0025,178.906651858,5.4346e-20,0.0025,0.7,70.6125,500.0
75.9156,1,0.002,100,12.4878,1.0,500,500.0,85.4050239605,500.000006643,1.0,123.137542311,85.4050239605,1.0,1.0,2.71971e-15,85.4050239605,0.002,123.137542311,6.64861e-20,0.002,0.7,73.0516,500.0
73.9565,2,0.01,100,9.84816,1.0,500,500.0,73.9564888597,100.0,1.0,97.9659243977,73.9564888597,1.0,1.0,,73.9564888597,0.01,97.9659243977,3.50449e-18,0.01,0.7,68.1384,500.0
72.9644,2,0.005,100,12.2443,1.0,500,500.0,71.9724014843,200.000000102,1.0,202.920637538,71.9724014843,1.0,1.0,,71.9724014843,0.005,202.920637538,2.1793e-19,0.005,0.7,68.5607,500.0
73.7032,2,0.00333333,100,13.279,1.0,500,500.0,75.180636932,299.999969474,1.0,228.154284923,75.180636932,1.0,1.0,,75.180636932,0.00333333,228.154284923,5.43914e-20,0.00333333,0.7,70.1076,500.0
74.5865,2,0.0025,100,12.0865,1.0,500,500.0,77.2364108291,400.0,1.0,46.4466914944,77.2364108291,1.0,1.0,,77.2364108291,0.0025,46.4466914944,5.4346e-20,0.0025,0.7,71.4726,500.0
76.1682,1,0.002,100,11.8359,1.0,500,500.0,82.4949958679,500.000006643,1.0,66.7380657827,82.4949958679,1.0,1.0,,82.4949958679,0.002,66.7380657827,5.43187e-20,0.002,0.7,73.383,500.0
78.8692,2,0.01,100,10.4613,1.0,500,500.0,78.8691961373,100.0,1.0,110.545248681,78.8691961373,1.0,1.0,,78.8691961373,0.01,110.545248681,3.50449e-18,0.01,0.7,72.9962,500.0
79.1442,2,0.005,100,10.8799,1.0,500,500.0,79.4192288089,200.000000102,1.0,128.438499566,79.4192288089,1.0,1.0,,79.4192288089,0.005,128.438499566,2.1793e-19,0.005,0.7,74.882,500.0
77.8187,2,0.00333333,100,10.7539,1.0,500,500.0,75.1676955617,299.999969474,1.0,100.658327477,75.1676955617,1.0,1.0,,75.1676955617,0.00333333,100.658327477,5.43914e-20,0.00333333,0.7,74.2955,500.0
78.323,2,0.0025,100,10.9804,1.0,500,500.0,79.8356643533,400.0,1.0,133.625163043,79.8356643533,1.0,1.0,,79.8356643533,0.0025,133.625163043,5.4346e-20,0.0025,0.7,75.2038,500.0
77.2537,1,0.002,100,12.4737,1.0,500,500.0,72.9765375594,500.000006643,1.0,275.570021034,72.9765375594,1.0,1.0,,72.9765375594,0.002,275.570021034,5.43187e-20,0.002,0.7,74.4639,500.0
76.2874,2,0.01,100,9.85067,1.0,500,500.0,76.2873738052,100.0,1.0,98.0159028407,76.2873738052,1.0,1.0,,76.2873738052,0.01,98.0159028407,3.50449e-18,0.01,0.7,70.2187,500.0
72.7134,2,0.005,100,15.4005,1.0,500,500.0,69.1393380481,200.000000102,1.0,355.322800381,69.1393380481,1.0,1.0,,69.1393380481,0.005,355.322800381,2.1793e-19,0.005,0.7,68.2235,500.0
74.7237,2,0.00333333,100,14.7452,1.0,500,500.0,78.7442826837,299.999969474,1.0,155.211659789,78.7442826837,1.0,1.0,,78.7442826837,0.00333333,155.211659789,5.43914e-20,0.00333333,0.7,71.0577,500.0
76.1248,2,0.0025,100,14.2485,1.0,500,500.0,80.3281941622,400.0,1.0,137.634172995,80.3281941622,1.0,1.0,,80.3281941622,0.0025,137.634172995,5.4346e-20,0.0025,0.7,72.95,500.0
75.6274,1,0.002,100,13.8431,1.0,500,500.0,73.6376547606,500.000006643,1.0,142.564675579,73.6376547606,1.0,1.0,,73.6376547606,0.002,142.564675579,5.43187e-20,0.002,0.7,72.7877,500.0
83.2541,2,0.01,100,8.18892,1.0,500,500.0,83.2540850089,100.0,1.0,67.7358061657,83.2540850089,1.0,1.0,,83.2540850089,0.01,67.7358061657,3.50449e-18,0.01,0.7,77.0082,500.0
78.6275,2,0.005,100,8.88656,1.0,500,500.0,74.0009944364,200.000000102,1.0,48.5593347652,74.0009944364,1.0,1.0,,74.0009944364,0.005,48.5593347652,2.1793e-19,0.005,0.7,74.2111,500.0
79.8448,2,0.00333333,100,8.26013,1.0,500,500.0,82.2793003943,299.999969474,1.0,38.2395602661,82.2793003943,1.0,1.0,,82.2793003943,0.00333333,38.2395602661,5.43914e-20,0.00333333,0.7,76.2387,500.0
77.3143,2,0.0025,100,9.16839,1.0,500,500.0,69.7226954782,400.0,1.0,55.2576795023,69.7226954782,1.0,1.0,,69.7226954782,0.0025,55.2576795023,5.4346e-20,0.0025,0.7,74.1913,500.0
77.945,1,0.002,100,9.68292,1.0,500,500.0,80.4679478462,500.000006643,1.0,125.859009808,80.4679478462,1.0,1.0,,80.4679478462,0.002,125.859009808,5.43187e-20,0.002,0.7,75.1518,500.0
78.7784,2,0.01,100,7.63252,1.0,500,500.0,78.7783440474,100.0,1.0,58.8438543145,78.7783440474,1.0,1.0,,78.7783440474,0.01,58.8438543145,3.50449e-18,0.01,0.7,72.7468,500.0
78.0874,2,0.005,100,8.7186,1.0,500,500.0,77.3963921371,200.000000102,1.0,93.7551672362,77.3963921371,1.0,1.0,,77.3963921371,0.005,93.7551672362,2.1793e-19,0.005,0.7,73.7947,500.0
77.4065,2,0.00333333,100,11.5391,1.0,500,500.0,76.0446674873,299.999969474,1.0,247.113974209,76.0446674873,1.0,1.0,,76.0446674873,0.00333333,247.113974209,5.43914e-20,0.00333333,0.7,73.9016,500.0
77.6297,2,0.0025,100,11.7978,1.0,500,500.0,78.299436676,400.0,1.0,158.281105661,78.299436676,1.0,1.0,,78.299436676,0.0025,158.281105661,5.4346e-20,0.0025,0.7,74.5944,500.0
77.8455,1,0.0019999,100,12.3594,0.999952,500,500.0,78.7081936598,499.999287478,1.00001,208.198403933,78.7081936598,1.0,1.0,1.52327e-10,78.7081936598,0.002,208.198403933,6.09263e-16,0.00200003,0.7,75.0253,500.0
84.5416,2,0.01,100,7.53449,1.0,500,500.0,84.5416224063,100.0,1.0,57.3419156018,84.5416224063,1.0,1.0,,84.5416224063,0.01,57.3419156018,3.50449e-18,0.01,0.7,78.5266,500.0
81.8656,2,0.005,100,9.13781,1.0,500,500.0,79.1895418397,200.000000102,1.0,96.8768951099,79.1895418397,1.0,1.0,,79.1895418397,0.005,96.8768951099,2.1793e-19,0.005,0.7,77.4219,500.0
80.8209,2,0.00333333,100,10.1409,1.0,500,500.0,78.7314670929,299.999969474,1.0,136.328850958,78.7314670929,1.0,1.0,,78.7314670929,0.00333333,136.328850958,5.43914e-20,0.00333333,0.7,77.1741,500.0
78.9421,2,0.0025,100,10.0343,1.0,500,500.0,73.3056441041,400.0,1.0,52.3997930388,73.3056441041,1.0,1.0,,73.3056441041,0.0025,52.3997930388,5.4346e-20,0.0025,0.7,75.7839,500.0
77.2712,1,0.002,100,10.4927,1.0,500,500.0,70.5879455344,500.000006643,1.0,92.8288041239,70.5879455344,1.0,1.0,,70.5879455344,0.002,92.8288041239,5.43187e-20,0.002,0.7,74.4465,500.0
74.9068,2,0.01,100,5.00212,1.0,500,500.0,74.9067780251,100.0,1.0,25.2739165265,74.9067780251,1.0,1.0,,74.9067780251,0.01,25.2739165265,3.50449e-18,0.01,0.7,69.4914,500.0
73.1931,2,0.005,100,8.93678,1.0,500,500.0,71.4793239604,200.000000102,1.0,130.138702907,71.4793239604,1.0,1.0,,71.4793239604,0.005,130.138702907,2.1793e-19,0.005,0.7,69.1799,500.0
73.8928,2,0.00333333,100,9.05878,1.0,500,500.0,75.2923852418,299.999969474,1.0,84.3575060619,75.2923852418,1.0,1.0,,75.2923852418,0.00333333,84.3575060619,5.43914e-20,0.00333333,0.7,70.4868,500.0
74.5167,2,0.0025,100,11.1482,1.0,500,500.0,76.3884189317,400.0,1.0,248.764978699,76.3884189317,1.0,1.0,,76.3884189317,0.0025,248.764978699,5.4346e-20,0.0025,0.7,71.3408,500.0
75.1657,1,0.002,100,10.8255,0.999999,500,500.0,77.7612797416,500.000006643,1.0,81.2154691457,77.7612797416,1.0,1.0,1.139e-13,77.7612797416,0.002,81.2154691457,5.13747e-19,0.002,0.7,72.325,500.0
72.7276,2,0.01,100,15.4685,1.0,500,500.0,72.7276041851,100.0,1.0,241.690503466,72.7276041851,1.0,1.0,,72.7276041851,0.01,241.690503466,3.50449e-18,0.01,0.7,66.5313,500.0
75.2352,2,0.005,100,14.2808,1.0,500,500.0,77.7427801216,200.000000102,1.0,157.608940977,77.7427801216,1.0,1.0,,77.7427801216,0.005,157.608940977,2.1793e-19,0.005,0.7,70.8538,500.0
74.3065,2,0.00333333,100,14.6028,1.0,500,500.0,72.4491036896,299.999969474,1.0,228.955847037,72.4491036896,1.0,1.0,,72.4491036896,0.00333333,228.955847037,5.43914e-20,0.00333333,0.7,70.7291,500.0
76.2753,2,0.0025,100,14.2389,1.0,500,500.0,82.181640242,400.0,1.0,126.013304558,82.181640242,1.0,1.0,,82.181640242,0.0025,126.013304558,5.4346e-20,0.0025,0.7,73.1579,500.0
76.0804,1,0.002,100,13.2662,1.0,500,500.0,75.3010508198,500.000006643,1.0,68.9009127961,75.3010508198,1.0,1.0,3.79621e-14,75.3010508198,0.002,68.9009127961,2.28791e-19,0.002,0.7,73.2921,500.0
80.9957,2,0.01,100,8.64669,1.0,500,500.0,80.9957340477,100.0,1.0,75.5204235488,80.9957340477,1.0,1.0,,80.9957340477,0.01,75.5204235488,3.50449e-18,0.01,0.7,74.8042,500.0
77.1269,2,0.005,100,11.7583,1.0,500,500.0,73.258117419,200.000000102,1.0,173.549856965,73.258117419,1.0,1.0,,73.258117419,0.005,173.549856965,2.1793e-19,0.005,0.7,72.7488,500.0
76.7738,2,0.00333333,100,12.7252,1.0,500,500.0,76.0675293734,299.999969474,1.0,210.636766254,76.0675293734,1.0,1.0,,76.0675293734,0.00333333,210.636766254,5.43914e-20,0.00333333,0.7,73.1991,500.0
76.5921,2,0.0025,100,12.8818,1.0,500,500.0,76.0470593592,400.0,1.0,179.367558007,76.0470593592,1.0,1.0,,76.0470593592,0.0025,179.367558007,5.4346e-20,0.0025,0.7,73.4963,500.0
76.0973,1,0.002,100,12.6048,1.0,500,500.0,74.117914472,500.000006643,1.0,127.011430005,74.117914472,1.0,1.0,,74.117914472,0.002,127.011430005,5.43187e-20,0.002,0.7,73.3283,500.0
71.5452,2,0.01,100,15.1419,1.0,500,500.0,71.545200591,100.0,1.0,231.592608647,71.545200591,1.0,1.0,,71.545200591,0.01,231.592608647,3.50449e-18,0.01,0.7,65.8887,500.0
68.1965,2,0.005,100,14.4509,1.0,500,500.0,64.8478358527,200.000000102,1.0,167.629063298,64.8478358527,1.0,1.0,,64.8478358527,0.005,167.629063298,2.1793e-19,0.005,0.7,64.1968,500.0
71.2746,2,0.00333333,100,13.54,1.0,500,500.0,77.4307679227,299.999969474,1.0,76.2501478784,77.4307679227,1.0,1.0,,77.4307679227,0.00333333,76.2501478784,5.43914e-20,0.00333333,0.7,67.9485,500.0
71.7132,2,0.0025,100,13.9078,1.0,500,500.0,73.0291772295,400.0,1.0,223.646480838,73.0291772295,1.0,1.0,,73.0291772295,0.0025,223.646480838,5.4346e-20,0.0025,0.7,68.6992,500.0
73.4822,1,0.002,100,13.3525,1.0,500,500.0,80.5582237312,500.000006643,1.0,55.7058719284,80.5582237312,1.0,1.0,,80.5582237312,0.002,55.7058719284,5.43187e-20,0.002,0.7,70.7864,500.0
79.976,2,0.01,100,11.1882,1.0,500,500.0,79.9760287141,100.0,1.0,126.439765268,79.9760287141,1.0,1.0,,79.9760287141,0.01,126.439765268,3.50449e-18,0.01,0.7,73.9045,500.0
76.6368,2,0.005,100,10.7436,1.0,500,500.0,73.2976181135,200.000000102,1.0,84.2174256833,73.2976181135,1.0,1.0,,73.2976181135,0.005,84.2174256833,2.1793e-19,0.005,0.7,72.3436,500.0
79.1042,2,0.00333333,100,11.3828,1.0,500,500.0,84.0389791613,299.999969474,1.0,122.548636574,84.0389791613,1.0,1.0,,84.0389791613,0.00333333,122.548636574,5.43914e-20,0.00333333,0.7,75.5165,500.0
79.629,2,0.0025,100,11.303,1.0,500,500.0,81.2034432406,400.0,1.0,120.227496964,81.2034432406,1.0,1.0,,81.2034432406,0.0025,120.227496964,5.4346e-20,0.0025,0.7,76.522,500.0
78.111,1,0.002,100,13.4217,1.0,500,500.0,72.0388701368,500.000006643,1.0,347.061983432,72.0388701368,1.0,1.0,2.4748e-14,72.0388701368,0.002,347.061983432,1.68171e-19,0.002,0.7,75.3319,500.0
87.7135,2,0.01,100,3.28901,1.0,500,500.0,87.7135540539,100.0,1.0,10.9268409905,87.7135540539,1.0,1.0,,87.7135540539,0.01,10.9268409905,3.50449e-18,0.01,0.7,81.6136,500.0
83.7184,2,0.005,100,7.56154,1.0,500,500.0,79.7233096695,200.000000102,1.0,72.3376401291,79.7233096695,1.0,1.0,,79.7233096695,0.005,72.3376401291,2.1793e-19,0.005,0.7,79.4051,500.0
83.1439,2,0.00333333,100,8.76501,1.0,500,500.0,81.994898778,299.999969474,1.0,115.295045481,81.994898778,1.0,1.0,,81.994898778,0.00333333,115.295045481,5.43914e-20,0.00333333,0.7,79.5641,500.0
81.2527,2,0.0025,100,11.3181,1.0,500,500.0,75.5790702952,400.0,1.0,241.417304377,75.5790702952,1.0,1.0,,75.5790702952,0.0025,241.417304377,5.4346e-20,0.0025,0.7,78.1525,500.0
80.7516,1,0.002,100,10.8941,1.0,500,500.0,78.7469705575,500.000006643,1.0,76.750976036,78.7469705575,1.0,1.0,,78.7469705575,0.002,76.750976036,5.43187e-20,0.002,0.7,77.9787,500.0
81.6483,2,0.01,100,11.1381,1.0,500,500.0,81.6482497599,100.0,1.0,125.310441597,81.6482497599,1.0,1.0,,81.6482497599,0.01,125.310441597,3.50449e-18,0.01,0.7,75.4602,500.0
77.5098,2,0.005,100,11.1786,1.0,500,500.0,73.371306451,200.000000102,1.0,92.5356132409,73.371306451,1.0,1.0,,73.371306451,0.005,92.5356132409,2.1793e-19,0.005,0.7,73.1341,500.0
78.6425,2,0.00333333,100,11.6567,1.0,500,500.0,80.9079755923,299.999969474,1.0,151.530526195,80.9079755923,1.0,1.0,,80.9079755923,0.00333333,151.530526195,5.43914e-20,0.00333333,0.7,75.0677,500.0
79.1135,2,0.0025,100,11.1696,1.0,500,500.0,80.5264746485,400.0,1.0,89.6353168774,80.5264746485,1.0,1.0,,80.5264746485,0.0025,89.6353168774,5.4346e-20,0.0025,0.7,76.0176,500.0
78.7591,1,0.002,100,11.2702,1.0,500,500.0,77.3415406649,500.000006643,1.0,134.884594867,77.3415406649,1.0,1.0,,77.3415406649,0.002,134.884594867,5.43187e-20,0.002,0.7,75.9901,500.0
78.2027,2,0.01,100,9.47289,1.0,500,500.0,78.2026721275,100.0,1.0,90.6420702422,78.2026721275,1.0,1.0,,78.2026721275,0.01,90.6420702422,3.50449e-18,0.01,0.7,72.1013,500.0
73.977,2,0.005,100,12.1952,1.0,500,500.0,69.7514017033,200.000000102,1.0,173.733522064,69.7514017033,1.0,1.0,,69.7514017033,0.005,173.733522064,2.1793e-19,0.005,0.7,69.6627,500.0
74.5703,2,0.00333333,100,12.0511,1.0,500,500.0,75.7569324538,299.999969474,1.0,137.503710655,75.7569324538,1.0,1.0,,75.7569324538,0.00333333,137.503710655,5.43914e-20,0.00333333,0.7,71.0477,500.0
74.8575,2,0.0025,100,12.709,1.0,500,500.0,75.7190927211,400.0,1.0,211.518657753,75.7190927211,1.0,1.0,,75.7190927211,0.0025,211.518657753,5.4346e-20,0.0025,0.7,71.8068,500.0
76.0305,1,0.002,100,12.4317,1.0,500,500.0,80.7224423781,500.000006643,1.0,100.138385332,80.7224423781,1.0,1.0,,80.7224423781,0.002,100.138385332,5.43187e-20,0.002,0.7,73.2796,500.0
68.6414,2,0.01,100,16.7264,1.0,500,500.0,68.6414069269,100.0,1.0,282.598321494,68.6414069269,1.0,1.0,,68.6414069269,0.01,282.598321494,3.50449e-18,0.01,0.7,62.699,500.0
75.6274,2,0.005,100,14.8897,1.0,500,500.0,82.6133690617,200.000000102,1.0,66.6951814734,82.6133690617,1.0,1.0,,82.6133690617,0.005,66.6951814734,2.1793e-19,0.005,0.7,71.2572,500.0
75.0314,2,0.00333333,100,13.2786,1.0,500,500.0,73.8395130324,299.999969474,1.0,84.2705498777,73.8395130324,1.0,1.0,,73.8395130324,0.00333333,84.2705498777,5.43914e-20,0.00333333,0.7,71.4632,500.0
74.9395,2,0.0025,100,13.2071,1.0,500,500.0,74.6638500891,400.0,1.0,170.345874386,74.6638500891,1.0,1.0,,74.6638500891,0.0025,170.345874386,5.4346e-20,0.0025,0.7,71.8493,500.0
