AvgVanillaIw,J,MinVanillaIw,VarRet,VarDiscRet,MaxNormIw,BatchSize,ESSRenyi,VarJ,VarVanillaIw,VarNormIw,ESSClassic,VanillaAvgRet,Bound,AvgRet,eRenyi2,MaxVanillaIw,AvgEpLen,AvgNormIw,AvgDiscRet,MinNormIw
2.275666,628.5105,3.4482478e-21,20225.951056314894,20225.951056314894,0.6603019,100,6.300746703043505,1051.0574,229.64967,0.004434543,2.227073550041364,116.23211570150396,367.07953,116.23211570150396,15.871135,150.26266,12.63,0.010000002,116.23211570150396,1.5152697e-23
2.0707555,4597.5654,,786555.5795367726,786555.5795367726,0.4104111,100,8.079536014743526,2531.3618,130.93436,0.0030534863,3.202099454811833,478.46740066934785,3117.1165,478.46740066934785,12.376948,84.9861,48.83,0.01,478.46740066934785,
1.5050157,4633.0283,2.821448e-23,2638674.0748690763,2638674.0748690763,0.15372854,100,10.356051490684328,1567.8011,21.057827,0.00092967576,9.800278998065243,1197.4327759489615,3325.3857,1197.4327759489615,9.65619,23.136387,120.65,0.01,1197.4327759489615,1.8746968e-25
1.0795363,4890.3096,1.6490912e-07,3797545.8931384087,3797545.8931384087,0.050702117,100,35.672912120698726,326.17267,2.0879755,0.00017916407,36.05261363019923,3406.4855774664384,4185.7505,3406.4855774664384,2.8032475,5.473478,341.1,0.01,3406.4855774664384,1.5275922e-09
1.0145462,4980.3735,0.11205173,310075.8639654611,310075.8639654611,0.014691557,100,91.56015802041814,134.94055,0.09116718,8.8571705e-06,91.93828582174301,4905.901180527773,4540.5957,4905.901180527773,1.0921781,1.4905262,490.63,0.01,4905.901180527773,0.0011044518
1.0168273,4981.6597,0.13053614,311803.25973509194,311803.25973509194,0.014262592,100,93.03231995563873,113.54425,0.07984139,7.7220675e-06,92.89807930136666,4917.0698888005545,4545.3755,4917.0698888005545,1.0748953,1.4502594,491.75,0.01,4917.0698888005545,0.001283759
0.9740793,4988.0127,0.17286606,189216.59447102647,189216.59447102647,0.013329283,100,94.82582217965343,106.97189,0.07883462,8.308611e-06,92.39964799957126,4951.218937684033,4555.874,4951.218937684033,1.0545651,1.2983779,495.15,0.01,4951.218937684033,0.0017746611
0.9979076,4992.6655,0.3534563,24682.96086304236,24682.96086304236,0.011672487,100,98.47820640841451,72.90924,0.015613568,1.5679112e-06,98.47149116242208,4984.241671856161,4568.616,4984.241671856161,1.0154531,1.1648062,498.44,0.010000002,4984.241671856161,0.0035419744
0.99992126,4999.942,0.9921799,0.0054154089122447945,0.0054154089122447945,0.010024126,100,99.99989271175451,0.07296688,2.598939e-06,2.5993324e-10,99.99974058066516,4999.9409491950655,4579.1313,4999.9409491950655,1.0000011,1.0023336,500.0,0.01,4999.9409491950655,0.00992258
1.0001335,4999.948,0.9970955,0.0031220051594435146,0.0031220051594435146,0.010013579,100,99.99994039539075,0.05553238,7.009492e-07,7.007609e-11,99.9999237162833,4999.947196311616,4579.1377,4999.947196311616,1.0000006,1.0014917,500.0,0.010000002,4999.947196311616,0.009969624
0.99993753,4999.9487,0.9987227,0.0027474730836783614,0.0027474730836783614,0.010008423,100,99.99998807907247,0.052129,1.8853845e-07,1.8856153e-11,99.99997711039009,4999.948383010087,4579.138,4999.948383010087,1.0000001,1.0007797,500.0,0.01,4999.948383010087,0.009987851
0.99996775,4999.942,0.99718267,0.004816291255390953,0.004816291255390953,0.01001873,100,99.99992847447743,0.06898503,8.250054e-07,8.250558e-11,99.99991607400449,4999.941765524784,4579.1313,4999.941765524784,1.0000007,1.0018406,500.0,0.01,4999.941765524784,0.009972149
0.9999826,4999.942,0.99864286,0.0037991023842444344,0.0037991023842444344,0.010018224,100,99.99996423722592,0.06129809,3.573282e-07,3.5733486e-11,99.99995422285224,4999.94132235814,4579.1313,4999.94132235814,1.0000004,1.001805,500.0,0.01,4999.94132235814,0.009986603
1.0000603,4999.935,0.9937652,0.013196913623071859,0.013196913623071859,0.010008896,100,99.99997615814777,0.11383339,7.565761e-07,7.5648994e-11,99.99991989623969,4999.934089312974,4579.1245,4999.934089312974,1.0000002,1.00095,500.0,0.01,4999.934089312974,0.009937052
0.99997693,4999.9473,0.9981403,0.0032807591607389064,0.0032807591607389064,0.010021891,100,99.99996423722592,0.056976017,5.630938e-07,5.631287e-11,99.99995040781135,4999.9464740777585,4579.1367,4999.9464740777585,1.0000004,1.002166,500.0,0.01,4999.9464740777585,0.009981633
1.0005293,4997.6914,0.5220778,1848.5395430550493,1848.5395430550493,0.010600452,100,99.63891232791322,22.430481,0.0066396547,6.6326317e-07,99.34766458967113,4995.635446042607,4576.119,4995.635446042607,1.003624,1.0606064,499.58,0.01,4995.635446042607,0.005218016
1.0000749,4999.94,0.99623996,0.006192302848616436,0.006192302848616436,0.010017233,100,99.99996423722592,0.078115486,5.172508e-07,5.1716926e-11,99.99995422707786,4999.939283185103,4579.1294,4999.939283185103,1.0000004,1.0017984,500.0,0.01,4999.939283185103,0.0099616535
0.99621284,4991.666,0.24762385,110980.99671716896,110980.99671716896,0.012231991,100,96.63768322302252,83.027336,0.030480407,3.0712592e-06,97.04917718209694,4966.62985033857,4563.597,4966.62985033857,1.034793,1.2185667,496.68,0.01,4966.62985033857,0.002485652
1.0,4999.943,1.0,0.00529809933097367,0.00529809933097367,0.01,100,100.0,0.07241832,,3.5044917e-18,100.0,4999.942926293061,4579.1323,4999.942926293061,1.0,1.0,500.0,0.009999998,4999.942926293061,0.01
