renyi2,VarNormIw,VarRet,delta,VanillaAvgRet,AvgRet,MaxNormIw,AvgVanillaIw,MaxVanillaIw,AvgNormIw,BatchSize,AvgDiscRet,VarVanillaIw,IterType,SamplesThisIter,Bound,VarDiscRet,ESSClassic,ESSRenyi,VarJ,MinVanillaIw,J,MinNormIw,AvgEpLen,EpsThisIter
nan,1.93457e-10,229.326111014,0.4,-405.039731988,-405.039731988,0.00014065,0.973968,2.46579,5.55555e-05,100,-405.039731988,0.059459,1,50000,-453.448,229.326111014,0.746729280679,nan,286.403,0.321129,-72395.3,1.83173e-05,500.0,100
nan,2.30112e-06,10583.6037673,0.4,-351.904805856,-351.904805856,0.0635925,4.2849e+14,5.4443e+17,5.00501e-05,100,-351.904805856,1.6866e+32,1,50000,-209.324,10583.6037673,8.7867115407,nan,1770.65,,-25050.8,,450.45045045,111
nan,6.47045e-08,3866.5398778,0.4,-387.276515602,-387.276515602,0.0057905,1.09391,117.438,5.39374e-05,100,-387.276515602,26.6146,1,50000,-352.863,3866.5398778,0.457339509131,nan,3523.19,,-47506.9,,485.436893204,103
nan,2.85121e-09,1735.61875489,0.4,-380.567493508,-380.567493508,0.000910468,1.0583,17.5172,5.50055e-05,100,-380.567493508,1.05543,1,50000,-410.081,1735.61875489,0.844163040857,nan,2411.2,1.88934e-05,-64233.9,9.81993e-10,495.04950495,101
nan,1.82877e-08,19110.9925324,0.4,-298.029365686,-298.029365686,0.0013997,9.36629,311.494,4.20875e-05,100,-298.029365686,905.706,1,50000,-174.023,19110.9925324,2.66157043684,nan,1556.36,,-21881.7,,378.787878788,132
nan,2.56936e-06,9153.48447158,0.4,-359.70722976,-359.70722976,0.0584374,2.91e+17,3.39766e+20,5.00501e-05,100,-359.70722976,inf,1,50000,-241.985,9153.48447158,6.64597745384,nan,1770.51,,-30631.2,,450.45045045,111
nan,3.82834e-08,17821.9448774,0.4,-320.622123196,-320.622123196,0.00240175,20.779,1095.93,4.55373e-05,100,-320.622123196,7971.17,1,50000,nan,17821.9448774,1.12253913763,nan,nan,,nan,,409.836065574,122
nan,2.02049e-08,26028.5498358,0.4,-240.225199028,-240.225199028,0.00582953,4.50052,760.318,3.45066e-05,100,-240.225199028,343.7,1,50000,-125.14,26028.5498358,8.52277924926,nan,1710.76,,-17327.1,,310.559006211,161
nan,1.20687e-08,19625.4905089,0.4,-305.262389043,-305.262389043,0.000963767,7.34925,165.741,4.2735e-05,100,-305.262389043,356.926,1,50000,-178.559,19625.4905089,1.59936216369,nan,1407.08,,-25531.2,,384.615384615,130
nan,1.47473e-08,20936.6433587,0.4,-287.665498006,-287.665498006,0.0011577,6.46989,180.664,4.14594e-05,100,-287.665498006,359.139,1,50000,-164.048,20936.6433587,2.27794660228,nan,1658.71,,-22268.2,,373.134328358,134
nan,1.32639e-08,20605.9329367,0.4,-288.401965368,-288.401965368,0.00101002,6.17487,149.308,4.17711e-05,100,-288.401965368,289.852,1,50000,-163.845,20605.9329367,2.47052256881,nan,1597.24,,-21502.5,,375.939849624,133
nan,1.23055e-08,22565.1581871,0.4,-294.32086773,-294.32086773,0.00083637,5.88303,118.68,4.14594e-05,100,-294.32086773,247.773,1,50000,-160.095,22565.1581871,1.7611942682,nan,1791.93,,-23453.0,,373.134328358,134
nan,3.69217e-09,22962.0206258,0.4,-219.146321413,-219.146321413,0.000357564,3.32096,36.9774,3.2113e-05,100,-219.146321413,39.4864,1,50000,-131.074,22962.0206258,3.01629511743,nan,1422.37,,-19877.5,,289.01734104,173
nan,4.81903e-06,12917.5598272,0.4,-347.229087342,-347.229087342,0.099463,4.57871e+13,9.34507e+16,4.87329e-05,100,-347.229087342,4.25404e+30,1,50000,-206.191,12917.5598272,9.99984156968,nan,1998.23,,-30055.8,,438.596491228,114
nan,1.07622e-08,20853.6885004,0.4,-264.403321232,-264.403321232,0.00148651,4.74898,185.521,3.80518e-05,100,-264.403321232,167.63,1,50000,-159.179,20853.6885004,7.91473835639,nan,1593.18,,-24811.2,,342.465753425,146
nan,5.99276e-09,24343.3579264,0.4,-224.753908475,-224.753908475,0.00302584,2.1442,202.037,3.2113e-05,100,-224.753908475,26.7174,1,50000,-134.129,24343.3579264,6.61668173809,nan,1424.59,,-21009.4,,289.01734104,173
nan,5.63309e-10,14045.6074506,0.4,-140.162156851,-140.162156851,0.000396469,1.37825,25.7699,2.12044e-05,100,-140.162156851,2.37986,1,50000,-110.373,14045.6074506,3.86465467595,nan,945.768,,-16365.6,,190.839694656,262
nan,1.13663e-09,18208.3428327,0.4,-160.736252431,-160.736252431,0.000200829,2.01186,16.5091,2.44738e-05,100,-160.736252431,7.68089,1,50000,-110.261,18208.3428327,3.9088241962,nan,1160.6,,-16969.8,,220.264317181,227
nan,1.16414e-09,21177.2069514,0.4,-160.210426297,-160.210426297,0.000286424,1.88413,22.9248,2.35405e-05,100,-160.210426297,7.45751,1,50000,-102.551,21177.2069514,3.64901284941,nan,1307.5,,-15397.5,,211.86440678,236
nan,1.00356e-08,27216.3164565,0.4,-262.640899806,-262.640899806,0.00162831,4.36533,191.919,3.7037e-05,100,-262.640899806,139.414,1,50000,-134.272,27216.3164565,3.43475250412,nan,1829.12,,-20918.9,,333.333333333,150
nan,1.75457e-09,18876.8055362,0.4,-172.163757981,-172.163757981,0.000245087,1.95341,18.4417,2.59605e-05,100,-172.163757981,9.93418,1,50000,-110.95,18876.8055362,3.46546735824,nan,1263.06,,-16807.9,,233.644859813,214
nan,2.35907e-09,24402.3963164,0.4,-197.338854226,-197.338854226,0.000872329,2.22495,66.3784,2.92398e-05,100,-197.338854226,13.6594,1,50000,-116.579,24402.3963164,5.71879006798,nan,1348.58,,-18016.1,,263.157894737,190
nan,7.52097e-10,22737.9084276,0.4,-152.204622196,-152.204622196,0.000245896,1.52797,16.8399,2.23115e-05,100,-152.204622196,3.52736,1,50000,-96.3335,22737.9084276,5.31209990439,nan,1317.56,,-14903.8,,200.803212851,249
nan,4.98829e-10,15168.0482208,0.4,-134.05872326,-134.05872326,0.00026581,1.24733,16.2328,2.04248e-05,100,-134.05872326,1.86037,1,50000,-98.087,15168.0482208,3.79277354559,nan,995.557,,-14584.9,,183.823529412,272
nan,3.49453e-10,16354.6311489,0.4,-126.255664621,-126.255664621,0.000165547,1.20748,10.4345,1.91571e-05,100,-126.255664621,1.38831,1,50000,-95.4703,16354.6311489,5.04013804645,nan,955.696,1.93141e-32,-14212.5,3.06425e-37,172.413793103,290
nan,1.34359e-10,7201.84778425,0.4,-92.6486443702,-92.6486443702,0.000110988,1.07787,7.98895,1.49745e-05,100,-92.6486443702,0.696135,1,50000,-86.1287,7201.84778425,4.70090272992,nan,606.935,3.43144e-28,-12278.8,4.7672e-33,134.770889488,371
nan,4.45134e-11,4032.6188278,0.4,-77.4020486343,-77.4020486343,5.36245e-05,1.06583,4.53692,1.25976e-05,100,-77.4020486343,0.31863,1,50000,-85.0752,4032.6188278,4.93230110812,nan,520.982,7.76688e-10,-11811.6,9.18012e-15,113.378684807,441
nan,9.06461e-11,8012.9472942,0.4,-90.8460923219,-90.8460923219,8.33262e-05,1.04946,6.07583,1.43926e-05,100,-90.8460923219,0.481946,1,50000,-87.618,8012.9472942,4.15145659555,nan,657.724,1.49111e-09,-12562.2,2.04496e-14,129.533678756,386
nan,8.23095e-11,7725.43595342,0.4,-88.2190596685,-88.2190596685,7.75524e-05,1.00954,5.65111,1.38543e-05,100,-88.2190596685,0.437046,1,50000,-86.2841,7725.43595342,4.61606762795,nan,611.857,3.48597e-14,-12251.2,4.78394e-19,124.688279302,401
43.4966,3.12322e-11,1887.31333886,0.4,-73.0616227459,-73.0616227459,4.49162e-05,1.01847,3.87831,1.17952e-05,100,-73.0616227459,0.232853,1,50000,-82.9246,1887.31333886,4.30779321114,1.28721054652e-17,358.089,4.81078e-05,-11754.6,5.57155e-10,106.157112527,471
nan,2.79599e-11,2576.31396189,0.4,-72.1651276122,-72.1651276122,4.35102e-05,1.00231,3.74442,1.16469e-05,100,-72.1651276122,0.207073,1,50000,-83.7618,2576.31396189,4.22684067445,nan,385.6,3.99805e-06,-11530.7,4.64574e-11,104.821802935,477
nan,3.56036e-11,2966.18260431,0.4,-73.1320666627,-73.1320666627,5.51986e-05,0.988089,4.61418,1.18203e-05,100,-73.1320666627,0.248786,1,50000,-80.0075,2966.18260431,5.12947227581,nan,381.371,3.32908e-10,-11420.3,3.98252e-15,106.382978723,470
nan,3.9826e-11,1958.84988715,0.4,-69.4781862048,-69.4781862048,5.86802e-05,1.03874,5.38709,1.13148e-05,100,-69.4781862048,0.335654,1,50000,-78.1721,1958.84988715,3.8757699724,nan,379.394,1.95853e-07,-11013.0,2.13338e-12,101.83299389,491
inf,1.25469e-11,870.227258632,0.4,-64.8801506809,-64.8801506809,3.86643e-05,1.01908,3.75185,1.0502e-05,100,-64.8801506809,0.118143,1,50000,-82.0063,870.227258632,4.57894955484,,287.17,0.00758412,-11101.6,7.81572e-08,94.5179584121,529
nan,5.73935e-11,4530.8861358,0.4,-80.4135193973,-80.4135193973,9.11067e-05,1.01516,7.12524,1.29803e-05,100,-80.4135193973,0.351044,1,50000,-84.8805,4530.8861358,3.84433281472,nan,566.441,4.34803e-08,-11931.2,5.55959e-13,116.822429907,428
nan,3.47678e-11,3362.22482377,0.4,-76.1006455569,-76.1006455569,5.98272e-05,0.962417,4.72606,1.21832e-05,100,-76.1006455569,0.216959,1,50000,-85.0911,3362.22482377,3.7157722222,nan,404.175,3.29694e-07,-11793.4,4.17359e-12,109.649122807,456
inf,2.20132e-11,181.756938183,0.4,-63.5771011566,-63.5771011566,4.56225e-05,1.01521,4.42691,1.04624e-05,100,-63.5771011566,0.207265,1,50000,-71.937,181.756938183,4.19085023446,,155.779,0.00766667,-10937.9,7.90107e-08,94.1619585687,531
nan,4.5812e-11,5788.55158648,0.4,-77.4368370687,-77.4368370687,5.64797e-05,0.98321,4.62799,1.1999e-05,100,-77.4368370687,0.307594,1,50000,-81.4463,5788.55158648,4.98986740509,nan,517.351,9.82925e-15,-11339.9,1.19956e-19,107.991360691,463
inf,1.05377e-11,273.252222446,0.4,-61.0396804045,-61.0396804045,3.2953e-05,1.01335,3.36602,9.92063e-06,100,-61.0396804045,0.109948,1,50000,-75.6912,273.252222446,4.35890136125,,166.228,0.0111034,-10569.4,1.08701e-07,89.2857142857,560
nan,2.60312e-11,2696.43920817,0.4,-67.491131381,-67.491131381,4.79445e-05,1.00624,4.45483,1.08295e-05,100,-67.491131381,0.224739,1,50000,-79.3991,2696.43920817,4.29578113688,nan,413.236,0.000227539,-10747.2,2.44886e-09,97.4658869396,513
nan,2.10181e-11,1792.58383288,0.4,-67.7805427754,-67.7805427754,3.67345e-05,0.994665,3.28189,1.11334e-05,100,-67.7805427754,0.167762,1,50000,-81.3651,1792.58383288,4.32988817618,nan,346.375,8.04871e-05,-11099.1,9.00899e-10,100.200400802,499
inf,1.95889e-11,2216.47936438,0.4,-67.1907269339,-67.1907269339,4.88796e-05,0.985185,4.44668,1.08295e-05,100,-67.1907269339,0.162116,1,50000,-81.1321,2216.47936438,3.79164849922,,327.757,0.00179393,-10951.4,1.97195e-08,97.4658869396,513
inf,2.20484e-11,2364.56530275,0.4,-64.4526820145,-64.4526820145,4.72899e-05,1.03814,4.78072,1.0269e-05,100,-64.4526820145,0.225334,1,50000,-76.5613,2364.56530275,4.24217449553,,391.299,6.28027e-06,-10383.1,6.21231e-11,92.4214417745,541
nan,1.46772e-10,92.9842334105,0.4,-59.549031119,-59.549031119,0.000166714,1.2536,21.5931,9.67867e-06,100,-59.549031119,2.46223,1,50000,-60.6013,92.9842334105,4.11446286577,nan,266.439,1.54416e-08,-9901.42,1.1922e-13,87.1080139373,574
nan,4.61135e-10,96.9479817965,0.4,-58.9615063339,-58.9615063339,0.000344443,1.501,53.6968,9.62835e-06,100,-58.9615063339,11.207,1,50000,-56.2896,96.9479817965,3.02411813671,nan,352.995,,-9353.18,,86.6551126516,577
inf,2.19665e-11,1937.73556108,0.4,-66.4458529546,-66.4458529546,4.05483e-05,0.993458,3.74149,1.07666e-05,100,-66.4458529546,0.187027,1,50000,-76.9861,1937.73556108,4.88019628626,,295.16,1.01544e-05,-10777.5,1.10048e-10,96.8992248062,516
inf,1.45189e-11,223.604604243,0.4,-58.5543593239,-58.5543593239,3.31378e-05,1.04191,3.61703,9.54563e-06,100,-58.5543593239,0.172977,1,50000,-72.3326,223.604604243,4.25820251245,,176.928,0.0178581,-10086.7,1.63609e-07,85.910652921,582
nan,2.17402e-10,157.298191445,0.4,-60.5004240949,-60.5004240949,0.000147952,1.3838,20.8954,9.79816e-06,100,-60.5004240949,4.33632,1,50000,-59.1221,157.298191445,5.4210165739,nan,182.545,,-9766.04,,88.1834215168,567
nan,9.70879e-11,160.842621731,0.4,-61.5374520588,-61.5374520588,0.000175813,1.15917,20.2492,1.00644e-05,100,-61.5374520588,1.28789,1,50000,-64.6869,160.842621731,4.13352729361,nan,308.031,4.45773e-13,-10159.0,3.87041e-18,90.5797101449,552
nan,1.29336e-10,80.613190086,0.4,-59.752340824,-59.752340824,0.000343256,1.2057,42.4624,9.74659e-06,100,-59.752340824,1.97922,1,50000,-58.5598,80.613190086,5.86234823547,nan,231.134,5.20543e-18,-10001.0,4.20794e-23,87.7192982456,570
nan,1.75704e-10,85.0344164973,0.4,-61.1189514828,-61.1189514828,0.000183254,1.27506,23.4267,9.97407e-06,100,-61.1189514828,2.87144,1,50000,-60.9067,85.0344164973,4.7955072187,nan,224.828,2.38389e-07,-10138.5,1.86478e-12,89.7666068223,557
nan,5.48317e-09,98.6173178366,0.4,-59.9856388634,-59.9856388634,0.00375432,2.93352,1124.03,9.79816e-06,100,-59.9856388634,491.498,1,50000,-54.7929,98.6173178366,3.31726682645,nan,359.582,,-8932.19,,88.1834215168,567
inf,6.72759e-12,288.021720518,0.4,-59.8205397371,-59.8205397371,3.85565e-05,1.01547,4.01708,9.74659e-06,100,-59.8205397371,0.0730273,1,50000,-78.6969,288.021720518,4.12504012475,,184.424,0.0223032,-10475.9,2.14069e-07,87.7192982456,570
nan,5.48495e-07,91.3901387272,0.4,-58.9695799832,-58.9695799832,0.072777,3.73451e+15,2.83745e+19,9.57854e-06,100,-58.9695799832,inf,1,50000,-51.7736,91.3901387272,9.24797477626,nan,220.781,,-7150.82,,86.2068965517,580
inf,1.95556e-11,115.707287976,0.4,-57.9363071628,-57.9363071628,5.56082e-05,1.07358,6.36161,9.38438e-06,100,-57.9363071628,0.255934,1,50000,-66.5477,115.707287976,5.22734322882,,165.179,0.0126892,-10067.5,1.10919e-07,84.4594594595,592
inf,9.96212e-12,515.138045016,0.4,-60.4968297222,-60.4968297222,2.67677e-05,1.02752,2.8071,9.79816e-06,100,-60.4968297222,0.109558,1,50000,-78.2986,515.138045016,4.28182912917,,226.109,0.0142756,-10458.8,1.36128e-07,88.1834215168,567
inf,3.33726e-11,55.04886671,0.4,-57.6266731944,-57.6266731944,0.000194284,1.08067,22.5619,9.30579e-06,100,-57.6266731944,0.45006,1,50000,-61.4571,55.04886671,5.78771601864,,147.759,0.000234785,-9985.55,2.02176e-09,83.7520938023,597
inf,1.37821e-11,310.699795049,0.4,-61.0142532873,-61.0142532873,3.95807e-05,1.01905,4.08025,9.88533e-06,100,-61.0142532873,0.146461,1,50000,-77.1378,310.699795049,3.99162253441,,228.36,0.017787,-10468.9,1.72544e-07,88.9679715302,562
nan,2.86661e-11,4096.28266207,0.4,-71.6433048834,-71.6433048834,4.95129e-05,0.974708,4.23921,1.13843e-05,100,-71.6433048834,0.210137,1,50000,-80.5879,4096.28266207,5.13783434916,nan,421.261,2.03884e-22,-11044.7,2.38131e-27,102.459016393,488
inf,1.27395e-11,441.443901917,0.4,-58.3968025209,-58.3968025209,4.27265e-05,1.04967,4.73065,9.48047e-06,100,-58.3968025209,0.15617,1,50000,-74.3607,441.443901917,4.33090591698,,275.417,0.0160398,-10028.3,1.44869e-07,85.3242320819,586
nan,2.92456e-10,53.6794523908,0.4,-59.0015995732,-59.0015995732,0.000280802,1.56228,45.4836,9.64506e-06,100,-59.0015995732,7.67309,1,50000,-56.9248,53.6794523908,6.50358876233,nan,192.012,1.64654e-26,-9796.58,1.01652e-31,86.8055555556,576
inf,2.21857e-11,1901.84522957,0.4,-63.0504789596,-63.0504789596,5.25998e-05,1.01383,5.26021,1.01379e-05,100,-63.0504789596,0.221877,1,50000,-74.5443,1901.84522957,4.02402013922,,349.497,4.617e-08,-10238.0,4.61679e-13,91.2408759124,548
nan,9.70561e-09,130.361144358,0.4,-60.0274829545,-60.0274829545,0.00810148,2.6812,2220.83,9.78091e-06,100,-60.0274829545,729.33,1,50000,-54.3963,130.361144358,7.16216707904,nan,499.824,,-8659.05,,88.0281690141,568
inf,1.68668e-11,173.692760401,0.4,-58.3363355197,-58.3363355197,0.000152,1.0284,16.4883,9.48047e-06,100,-58.3363355197,0.198471,1,50000,-69.325,173.692760401,4.0565076565,,195.625,0.0282768,-10045.7,2.60675e-07,85.3242320819,586
nan,1.2139e-07,78.4370036443,0.4,-58.9205185339,-58.9205185339,0.0328181,17.0555,58234.3,9.61169e-06,100,-58.9205185339,382220.0,1,50000,-53.472,78.4370036443,8.549805338,nan,362.649,,-8215.24,,86.5051903114,578
nan,2.45112e-10,72.5148838695,0.4,-58.8568502607,-58.8568502607,0.000289329,1.41209,42.3592,9.64506e-06,100,-58.8568502607,5.25385,1,50000,-57.327,72.5148838695,3.90513371125,nan,229.744,6.1526e-23,-9680.92,4.20245e-28,86.8055555556,576
nan,4.63473e-11,45.1825820549,0.4,-58.7529761769,-58.7529761769,0.000102153,1.03487,11.0366,9.57854e-06,100,-58.7529761769,0.540997,1,50000,-61.0117,45.1825820549,5.24357716516,nan,94.7944,0.000869109,-10131.5,8.04431e-09,86.2068965517,580
nan,9.25656e-07,91.2699388123,0.4,-56.9914162038,-56.9914162038,0.0999896,3.38283e+15,3.65307e+19,9.25926e-06,100,-56.9914162038,inf,1,50000,-41.5828,91.2699388123,9.9999991606,nan,254.893,,-6386.99,,83.3333333333,600
nan,3.44911e-10,57.0204090925,0.4,-57.8351447042,-57.8351447042,0.000250386,1.57337,41.6958,9.44822e-06,100,-57.8351447042,9.56469,1,50000,-55.9264,57.0204090925,5.88700699776,nan,156.56,2.97966e-13,-9533.04,1.78931e-18,85.0340136054,588
nan,2.74377e-10,68.7424250893,0.4,-58.9376194961,-58.9376194961,0.000241235,1.43512,36.0187,9.61169e-06,100,-58.9376194961,6.11679,1,50000,-56.3827,68.7424250893,4.61068544671,nan,230.015,,-9708.31,,86.5051903114,578
nan,8.66327e-11,66.0752448516,0.4,-59.702642886,-59.702642886,0.000103326,1.16793,12.3597,9.76372e-06,100,-59.702642886,1.2396,1,50000,-60.3095,66.0752448516,4.83917842411,nan,92.4708,4.14406e-06,-10117.0,3.46438e-11,87.8734622144,569
nan,5.85586e-07,84.088190396,0.4,-59.9420548103,-59.9420548103,0.075423,3.8288e+06,2.95248e+10,9.78091e-06,100,-59.9420548103,8.97341e+16,1,50000,-45.9853,84.088190396,9.50013754122,nan,258.396,,-6903.42,,88.0281690141,568
nan,7.09789e-08,62.2661746982,0.4,-59.1548582729,-59.1548582729,0.0260839,2.5443,6904.65,9.61169e-06,100,-59.1548582729,4973.55,1,50000,-56.3294,62.2661746982,9.56489447639,nan,340.118,7.48325e-11,-9447.63,2.82697e-16,86.5051903114,578
nan,1.80584e-10,94.6557523441,0.4,-59.2683711233,-59.2683711233,0.000175753,1.39747,25.5089,9.62835e-06,100,-59.2683711233,3.80418,1,50000,-57.463,94.6557523441,6.49500102865,nan,169.709,1.78489e-17,-9759.18,1.22976e-22,86.6551126516,577
nan,5.06072e-07,158.146489065,0.4,-58.9293475986,-58.9293475986,0.0633959,6.3743e+15,4.20431e+19,9.61169e-06,100,-58.9293475986,inf,1,50000,-43.0088,158.146489065,7.63194452894,nan,283.738,,-5532.05,,86.5051903114,578
inf,5.80038e-12,239.248082051,0.4,-60.531900693,-60.531900693,2.25576e-05,0.983519,2.2563,9.83284e-06,100,-60.531900693,0.0580315,1,50000,-78.2818,239.248082051,3.7893576016,,158.736,0.00961682,-10641.2,9.61453e-08,88.4955752212,565
nan,2.88429e-11,4980.20564789,0.4,-76.1736592838,-76.1736592838,5.7854e-05,0.967091,4.66288,1.1999e-05,100,-76.1736592838,0.187362,1,50000,-82.7763,4980.20564789,3.98889033571,nan,563.228,3.52096e-07,-11735.7,4.36858e-12,107.991360691,463
nan,1.48893e-10,96.7673009028,0.4,-61.0793359129,-61.0793359129,0.000303091,1.28671,39.1003,9.97407e-06,100,-61.0793359129,2.47794,1,50000,-59.6455,96.7673009028,4.76411160256,nan,172.405,8.20745e-10,-10178.6,6.36211e-15,89.7666068223,557
nan,3.88978e-10,71.7168905591,0.4,-57.3905984481,-57.3905984481,0.000252416,1.56652,42.5626,9.29023e-06,100,-57.3905984481,11.0598,1,50000,-54.8437,71.7168905591,5.1860591451,nan,178.128,6.79523e-30,-9357.9,4.02989e-35,83.6120401338,598
inf,2.38378e-11,174.033024744,0.4,-60.6277999625,-60.6277999625,4.21746e-05,1.01539,4.37058,9.79816e-06,100,-60.6277999625,0.256002,1,50000,-68.5496,174.033024744,4.50375079072,,151.88,0.00308352,-10344.6,2.97549e-08,88.1834215168,567
nan,5.88704e-11,114.086647357,0.4,-59.3958423356,-59.3958423356,0.000114608,1.12844,13.432,9.62835e-06,100,-59.3958423356,0.80863,1,50000,-61.6914,114.086647357,6.22667935185,nan,121.099,1.35155e-05,-10126.1,1.1532e-10,86.6551126516,577
nan,1.73139e-11,2323.9512286,0.4,-64.437108108,-64.437108108,4.23909e-05,0.999448,4.1105,1.03072e-05,100,-64.437108108,0.162794,1,50000,-77.6599,2323.9512286,5.15371803898,nan,407.818,9.656e-08,-10529.1,9.95809e-13,92.7643784787,539
nan,9.20945e-11,75.3798442056,0.4,-57.8386335637,-57.8386335637,0.000160472,1.27977,21.736,9.44822e-06,100,-57.8386335637,1.68965,1,50000,-57.4704,75.3798442056,7.01493982973,nan,111.526,6.38311e-07,-9797.38,4.7125e-12,85.0340136054,588
nan,2.34415e-10,50.3762158863,0.4,-57.7186905867,-57.7186905867,0.000183225,1.43405,27.8571,9.43218e-06,100,-57.7186905867,5.41861,1,50000,-56.4613,50.3762158863,3.79883369712,nan,153.096,4.40983e-11,-9650.3,2.90049e-16,84.8896434635,589
nan,8.89886e-07,80.1162219441,0.4,-58.2545622449,-58.2545622449,0.0972032,1.45164e+17,1.49852e+21,9.4162e-06,100,-58.2545622449,inf,1,50000,-51.6638,80.1162219441,9.99684998727,nan,201.587,,-7311.93,,84.7457627119,590
nan,2.56698e-11,2112.98578793,0.4,-67.5232224779,-67.5232224779,4.48878e-05,0.995025,4.07609,1.09577e-05,100,-67.5232224779,0.211666,1,50000,-74.3683,2112.98578793,4.35960438077,nan,338.571,2.1413e-08,-10870.0,2.3581e-13,98.6193293886,507
inf,1.05839e-11,327.380939031,0.4,-59.5935762188,-59.5935762188,4.01271e-05,1.01071,4.19035,9.67867e-06,100,-59.5935762188,0.115417,1,50000,-77.7847,327.380939031,3.75346282046,,256.232,0.0291422,-10297.0,2.79068e-07,87.1080139373,574
nan,9.34618e-07,131.066077433,0.4,-58.3190039949,-58.3190039949,0.0994614,9.93569e+09,1.04593e+14,9.44823e-06,100,-58.3190039949,1.03355e+24,1,50000,nan,131.066077433,9.99972751682,nan,nan,,nan,,85.0340136054,588
nan,1.75531e-10,56.3823011457,0.4,-56.9328662454,-56.9328662454,0.000345752,1.35413,51.239,9.13743e-06,100,-56.9328662454,3.85501,1,50000,-55.6502,56.3823011457,4.80168380885,nan,201.124,7.73446e-09,-9535.68,5.21908e-14,82.2368421053,608
nan,7.43791e-07,83.2461402608,0.4,-56.8769801002,-56.8769801002,0.088867,1.88418e+07,1.80535e+11,9.27472e-06,100,-56.8769801002,3.0697e+18,1,50000,-46.6629,83.2461402608,9.84655408549,nan,282.996,,-7041.68,,83.4724540902,599
