ESSRenyi,AvgRet,AvgVanillaIw,VarDiscRet,AvgNormIw,AvgEpLen,AvgDiscRet,MinNormIw,ESSClassic,MaxVanillaIw,VarNormIw,J,VarRet,MinVanillaIw,VarVanillaIw,Bound,eRenyi2,BatchSize,VarJ,MaxNormIw,VanillaAvgRet
35.98514506350308,-2228.1088702370193,0.82319087,5077892.067780937,0.01,200.0,-2228.1088702370193,2.3253589e-17,34.1939120343088,3.8981655,0.00019439367,-73.567345,5077892.067780937,1.9142142e-15,1.3172953,-881.6297,2.7789245,100,197.25255,0.047354333,-2228.1088702370193
94.82127744663948,-39.545556824616845,1.0061715,87641.09853843064,0.009999999,200.0,-39.545556824616845,0.0019408168,95.21966053160955,1.21119,5.071056e-06,-15.2816515,87641.09853843064,0.19527945,0.05133841,-271.88864,1.0546156,100,58.2767,0.01203761,-39.545556824616845
92.10590576979497,-91.28287340431014,0.91800314,225396.1927820313,0.009999998,200.0,-91.28287340431014,0.00033856425,87.3866974183972,1.2799662,1.45797185e-05,-12.485451,225396.1927820313,0.031080306,0.122867644,-275.43765,1.0857067,100,30.28011,0.013942939,-91.28287340431014
64.83787339460022,-9.586066647801475,1.0205897,68.24871737528315,0.01,200.0,-9.586066647801475,0.00028769008,65.2433466699564,3.0824182,5.381042e-05,-8.322317,68.24871737528315,0.029361354,0.5604911,-11.257362,1.5423084,100,8.460026,0.030202325,-9.586066647801475
95.2460150697614,-9.863474607246278,0.99733186,104.55761908053881,0.010000002,200.0,-9.863474607246278,0.0019888133,94.68221650283017,1.204628,5.673172e-06,-9.298879,104.55761908053881,0.19835068,0.056429386,-15.683263,1.0499127,100,7.974941,0.012078507,-9.863474607246278
95.69795406260734,-7.855315235736647,0.99114954,48.54789711060394,0.01,200.0,-7.855315235736647,0.0022429926,95.60829415992485,1.1864341,4.6398327e-06,-7.7342844,48.54789711060394,0.2223141,0.04558067,-10.172466,1.0449544,100,6.8138866,0.011970284,-7.855315235736647
55.91470066773498,-8.767989330815364,0.9974754,59.847076111291315,0.010000002,200.0,-8.767989330815364,1.9115943e-11,53.076193174277265,2.4190798,8.930137e-05,-6.6797132,59.847076111291315,1.9067683e-09,0.8885103,-9.910305,1.7884384,100,8.495933,0.024252025,-8.767989330815364
54.82835615351402,-6.957242074800333,0.8962978,49.51124279629142,0.01,200.0,-6.957242074800333,1.0949762e-07,51.50333451570904,2.5660942,9.511337e-05,-5.9795547,49.51124279629142,9.814248e-06,0.76409304,-8.596353,1.8238738,100,8.030941,0.028629927,-6.957242074800333
58.18145096435285,-8.234991250420736,0.8501837,48.74190447443156,0.01,200.0,-8.234991250420736,3.359585e-05,51.93883946149625,2.6971862,9.346887e-05,-7.2275486,48.74190447443156,0.0028562644,0.67560446,-9.815517,1.7187608,100,8.308471,0.031724747,-8.234991250420736
95.07515130111364,-8.781932474171112,0.9568602,55.87343978983805,0.01,200.0,-8.781932474171112,0.009131394,98.27751410637265,1.6380467,1.7703878e-06,-8.658762,55.87343978983805,0.87374675,0.016209338,-10.716846,1.0517995,100,7.3742695,0.017118977,-8.781932474171112
90.58026013914098,-8.799974550448061,1.0717369,53.812824256103006,0.01,200.0,-8.799974550448061,0.007160916,89.4142866031969,2.3543963,1.195855e-05,-8.598595,53.812824256103006,0.7674618,0.1373583,-10.699379,1.1039933,100,7.516833,0.021968044,-8.799974550448061
92.22497965821402,-8.243715238183318,0.9905182,53.308538271251074,0.01,200.0,-8.243715238183318,0.0021482755,91.63343607078927,1.2888992,9.222674e-06,-7.9972453,53.308538271251074,0.2127906,0.09048607,-10.172659,1.0843049,100,7.143177,0.013012373,-8.243715238183318
27.23429896404833,-7.777721015711161,0.7216516,45.699154282392215,0.01,200.0,-7.777721015711161,5.689883e-22,20.16253281739404,5.1845613,0.00039996914,-5.7007313,45.699154282392215,4.106113e-20,2.0829635,-9.5091715,3.6718404,100,9.981503,0.07184299,-7.777721015711161
77.65250928652254,-6.737487036023794,0.98755646,48.829910764021086,0.01,200.0,-6.737487036023794,6.9210015e-05,77.24227599850737,1.6489693,2.9760384e-05,-6.0996895,48.829910764021086,0.00683488,0.29024345,-8.400854,1.2877884,100,7.7818055,0.016697468,-6.737487036023794
52.33176056224243,-8.154976851939262,0.95759124,52.594998016157135,0.01,200.0,-8.154976851939262,1.0039771e-08,50.061895907292424,2.6088872,0.00010076033,-7.083893,52.594998016157135,9.613997e-07,0.9239531,-9.890379,1.9108855,100,10.276525,0.027244268,-8.154976851939262
96.44840798076875,-7.098119495469284,1.00509,51.49228626929846,0.01,200.0,-7.098119495469284,0.0017849668,96.34148808243013,1.1657422,3.8358144e-06,-6.9718857,51.49228626929846,0.17940523,0.038749624,-9.009243,1.0368237,100,7.069917,0.011598386,-7.098119495469284
40.85295647702782,-7.969375262412684,1.0660434,53.321866722820445,0.01,200.0,-7.969375262412684,3.759961e-14,43.06210331234745,3.3681674,0.00013355838,-6.255518,53.321866722820445,4.008281e-12,1.5178219,-9.2989025,2.4478033,100,10.191725,0.031595033,-7.969375262412684
84.44259894836922,-8.046221335387251,1.0406983,58.65166489500897,0.01,200.0,-8.046221335387251,0.006476857,78.56266999469237,4.4118094,2.7562548e-05,-7.648555,58.65166489500897,0.6740454,0.29851705,-9.875139,1.1842364,100,7.559699,0.04239278,-8.046221335387251
71.91103702978536,-8.228858592663567,1.025329,53.822233972756514,0.01,200.0,-8.228858592663567,0.007432403,54.86898407706506,9.757523,8.3083156e-05,-7.4540653,53.822233972756514,0.7620658,0.87345284,-9.761931,1.3906071,100,9.462937,0.0951648,-8.228858592663567
