ESSRenyi,VarRet,VarNormIw,MinNormIw,MinVanillaIw,AvgRet,AvgVanillaIw,MaxVanillaIw,AvgNormIw,BatchSize,VarDiscRet,EpsThisIter,AvgEpLen,eRenyi2,VarVanillaIw,Bound,IterType,Delta,J,MaxNormIw,VarJ,ESSClassic,AvgDiscRet,VanillaAvgRet
500.0,100.164213592,5.43914e-20,0.00333333,1.0,4666.91092104,1.0,1.0,0.00333333,500,100.164213592,100,500.0,1.0,,4245.57,2,0.3,4658.3,0.00333333,93.6798,299.999969474,4666.91092104,4666.91092104
500.0,182.573612081,5.4346e-20,0.0025,1.0,4667.1184474,1.0,1.0,0.0025,500,182.573612081,100,500.0,1.0,,4303.07,2,0.3,4660.5,0.0025,81.4966,400.0,4667.1184474,4667.1184474
494.901900538,53036.2072469,5.06709e-08,0.000441848,0.219584,4644.50114357,0.993936,1.19952,0.002,500,53036.2072469,100,497.54,1.0103,0.0125146,4341.32,1,0.3,4662.66,0.00241367,52.4837,493.757963436,4644.50114357,4644.50114357
500.0,116.054227572,3.50449e-18,0.01,1.0,4667.18559881,1.0,1.0,0.01,500,116.054227572,100,500.0,1.0,,3952.32,2,0.3,4667.19,0.01,10.7188,100.0,4667.18559881,4667.18559881
500.0,124.718493165,2.1793e-19,0.005,1.0,4667.95834725,1.0,1.0,0.005,500,124.718493165,100,500.0,1.0,,4162.09,2,0.3,4667.57,0.005,10.9239,200.000000102,4667.95834725,4667.95834725
500.0,391.819333579,5.43914e-20,0.00333333,1.0,4665.0873443,1.0,1.0,0.00333333,500,391.819333579,100,500.0,1.0,,4254.02,2,0.3,4666.74,0.00333333,14.4992,299.999969474,4665.0873443,4665.0873443
500.0,176.935285682,5.4346e-20,0.0025,1.0,4666.22492003,1.0,1.0,0.0025,500,176.935285682,100,500.0,1.0,,4309.18,2,0.3,4666.61,0.0025,14.1955,400.0,4666.22492003,4666.22492003
499.662865184,182.934004549,3.03742e-09,0.00178572,0.893695,4665.52565306,1.00094,1.06105,0.002,500,182.934004549,100,500.0,1.00067,0.000760778,4346.82,1,0.3,4666.63,0.00212012,13.3878,499.621310254,4665.52565306,4665.52565306
500.0,96.3829017113,3.50449e-18,0.01,1.0,4665.66546735,1.0,1.0,0.01,500,96.3829017113,100,500.0,1.0,,3950.8,2,0.3,4665.67,0.01,9.76827,100.0,4665.66546735,4665.66546735
500.0,13107.9074371,2.1793e-19,0.005,1.0,4655.11895712,1.0,1.0,0.005,500,13107.9074371,100,498.82,1.0,,4154.9,2,0.3,4660.39,0.005,81.0181,200.000000102,4655.11895712,4655.11895712
500.0,98.5247932383,5.43914e-20,0.00333333,1.0,4667.65529226,1.0,1.0,0.00333333,500,98.5247932383,100,500.0,1.0,,4250.08,2,0.3,4662.81,0.00333333,66.4845,299.999969474,4667.65529226,4667.65529226
500.0,120.728847798,5.4346e-20,0.0025,1.0,4667.1366556,1.0,1.0,0.0025,500,120.728847798,100,500.0,1.0,,4306.46,2,0.3,4663.89,0.0025,57.8665,400.0,4667.1366556,4667.1366556
498.995716015,89.2368168402,8.47346e-09,0.00151475,0.757431,4668.35287728,1.00007,1.08581,0.002,500,89.2368168402,100,500.0,1.00201,0.00211867,4345.47,1,0.3,4665.49,0.00217147,39.9141,498.945282163,4668.35287728,4668.35287728
500.0,148.690709143,3.50449e-18,0.01,1.0,4667.03953575,1.0,1.0,0.01,500,148.690709143,100,500.0,1.0,,3952.19,2,0.3,4667.04,0.01,12.1328,100.0,4667.03953575,4667.03953575
500.0,81.9730728722,2.1793e-19,0.005,1.0,4668.76761375,1.0,1.0,0.005,500,81.9730728722,100,500.0,1.0,,4162.42,2,0.3,4667.9,0.005,10.7203,200.000000102,4668.76761375,4668.76761375
500.0,99.5680547371,5.43914e-20,0.00333333,1.0,4667.37006081,1.0,1.0,0.00333333,500,99.5680547371,100,500.0,1.0,,4255.0,2,0.3,4667.73,0.00333333,10.466,299.999969474,4667.37006081,4667.37006081
500.0,107.835165538,5.4346e-20,0.0025,1.0,4667.35632599,1.0,1.0,0.0025,500,107.835165538,100,500.0,1.0,,4310.2,2,0.3,4667.63,0.0025,10.434,400.0,4667.35632599,4667.35632599
499.792364074,191.276975822,1.43031e-09,0.00183716,0.919827,4665.86340197,1.00136,1.03459,0.002,500,191.276975822,100,500.0,1.00042,0.00035855,4347.64,1,0.3,4667.41,0.00206638,10.9004,499.821726725,4665.86340197,4665.86340197
500.0,31329.2876792,3.50449e-18,0.01,1.0,4648.74600207,1.0,1.0,0.01,500,31329.2876792,100,498.11,1.0,,3933.87,2,0.3,4648.75,0.01,176.114,100.0,4648.74600207,4648.74600207
500.0,150.701884694,2.1793e-19,0.005,1.0,4667.49026615,1.0,1.0,0.005,500,150.701884694,100,500.0,1.0,,4152.63,2,0.3,4658.12,0.005,125.182,200.000000102,4667.49026615,4667.49026615
500.0,178.374988078,5.43914e-20,0.00333333,1.0,4665.47791912,1.0,1.0,0.00333333,500,178.374988078,100,500.0,1.0,,4247.84,2,0.3,4660.57,0.00333333,102.557,299.999969474,4665.47791912,4665.47791912
500.0,105.469940451,5.4346e-20,0.0025,1.0,4666.42735376,1.0,1.0,0.0025,500,105.469940451,100,500.0,1.0,,4304.6,2,0.3,4662.04,0.0025,88.9996,400.0,4666.42735376,4666.42735376
497.607410278,101.323927113,1.99927e-08,0.000993565,0.496277,4667.43553162,0.998982,1.11978,0.002,500,101.323927113,100,500.0,1.00481,0.00498802,4344.6,1,0.3,4665.07,0.00224185,40.8277,497.518197081,4667.43553162,4667.43553162
500.0,293.183945665,3.50449e-18,0.01,1.0,4666.4577809,1.0,1.0,0.01,500,293.183945665,100,500.0,1.0,,3951.58,2,0.3,4666.46,0.01,17.0368,100.0,4666.4577809,4666.4577809
500.0,77.2509262922,2.1793e-19,0.005,1.0,4667.64479307,1.0,1.0,0.005,500,77.2509262922,100,500.0,1.0,,4161.56,2,0.3,4667.05,0.005,13.5542,200.000000102,4667.64479307,4667.64479307
500.0,157.203472124,5.43914e-20,0.00333333,1.0,4665.53378021,1.0,1.0,0.00333333,500,157.203472124,100,500.0,1.0,,4253.81,2,0.3,4666.55,0.00333333,13.2237,299.999969474,4665.53378021,4665.53378021
500.0,207.061708014,5.4346e-20,0.0025,1.0,4667.58255183,1.0,1.0,0.0025,500,207.061708014,100,500.0,1.0,,4309.37,2,0.3,4666.8,0.0025,13.5129,400.0,4667.58255183,4667.58255183
499.720372268,86.9830729108,2.54678e-09,0.0017513,0.875588,4668.74007906,0.999932,1.04368,0.002,500,86.9830729108,100,500.0,1.00056,0.000636608,4347.57,1,0.3,4667.37,0.00208751,12.2553,499.682252587,4668.74007906,4668.74007906
500.0,114.718384364,3.50449e-18,0.01,1.0,4667.64683066,1.0,1.0,0.01,500,114.718384364,100,500.0,1.0,,3952.8,2,0.3,4667.65,0.01,10.657,100.0,4667.64683066,4667.64683066
500.0,93.3197824873,2.1793e-19,0.005,1.0,4667.48282444,1.0,1.0,0.005,500,93.3197824873,100,500.0,1.0,,4162.09,2,0.3,4667.56,0.005,10.1482,200.000000102,4667.48282444,4667.48282444
500.0,109.493169622,5.43914e-20,0.00333333,1.0,4667.36031983,1.0,1.0,0.00333333,500,109.493169622,100,500.0,1.0,,4254.78,2,0.3,4667.5,0.00333333,10.2371,299.999969474,4667.36031983,4667.36031983
500.0,128.734791039,5.4346e-20,0.0025,1.0,4667.37311896,1.0,1.0,0.0025,500,128.734791039,100,500.0,1.0,,4310.03,2,0.3,4667.47,0.0025,10.5102,400.0,4667.37311896,4667.37311896
499.790339207,102.944764636,1.78838e-09,0.00180067,0.899573,4667.41114368,0.999155,1.03896,0.002,500,102.944764636,100,500.0,1.00042,0.000446339,4347.81,1,0.3,4667.58,0.00207968,10.2138,499.776923997,4667.41114368,4667.41114368
500.0,90.8534569784,3.50449e-18,0.01,1.0,4668.17030881,1.0,1.0,0.01,500,90.8534569784,100,500.0,1.0,,3953.29,2,0.3,4668.17,0.01,9.48393,100.0,4668.17030881,4668.17030881
500.0,223.785519203,2.1793e-19,0.005,1.0,4666.93268356,1.0,1.0,0.005,500,223.785519203,100,500.0,1.0,,4162.05,2,0.3,4667.55,0.005,12.4952,200.000000102,4666.93268356,4666.93268356
500.0,377.066045858,5.43914e-20,0.00333333,1.0,4666.14025267,1.0,1.0,0.00333333,500,377.066045858,100,500.0,1.0,,4254.34,2,0.3,4667.08,0.00333333,15.1314,299.999969474,4666.14025267,4666.14025267
500.0,7352.45510497,5.4346e-20,0.0025,1.0,4659.39760884,1.0,1.0,0.0025,500,7352.45510497,100,499.11,1.0,,4307.72,2,0.3,4665.16,0.0025,44.7495,400.0,4659.39760884,4659.39760884
499.193956597,138.908986243,7.70196e-09,0.00160342,0.799652,4666.68634312,0.997433,1.0814,0.002,500,138.908986243,100,500.0,1.00161,0.00191562,4346.03,1,0.3,4665.99,0.00216836,34.0684,499.04086887,4666.68634312,4666.68634312
500.0,222.647053606,3.50449e-18,0.01,1.0,4666.17921646,1.0,1.0,0.01,500,222.647053606,100,500.0,1.0,,3951.3,2,0.3,4666.18,0.01,14.8466,100.0,4666.17921646,4666.17921646
500.0,98.202152533,2.1793e-19,0.005,1.0,4667.03818339,1.0,1.0,0.005,500,98.202152533,100,500.0,1.0,,4161.11,2,0.3,4666.61,0.005,12.6097,200.000000102,4667.03818339,4667.03818339
500.0,121.134590608,5.43914e-20,0.00333333,1.0,4668.09226633,1.0,1.0,0.00333333,500,121.134590608,100,500.0,1.0,,4254.37,2,0.3,4667.1,0.00333333,12.1024,299.999969474,4668.09226633,4668.09226633
500.0,122.159576201,5.4346e-20,0.0025,1.0,4665.87976706,1.0,1.0,0.0025,500,122.159576201,100,500.0,1.0,,4309.36,2,0.3,4666.8,0.0025,11.8476,400.0,4665.87976706,4665.87976706
499.733113724,94.9992333767,2.39554e-09,0.00179025,0.893879,4667.56498582,0.998606,1.04364,0.002,500,94.9992333767,100,500.0,1.00053,0.000597218,4347.34,1,0.3,4667.13,0.00209019,11.0382,499.701179737,4667.56498582,4667.56498582
500.0,263.184854683,3.50449e-18,0.01,1.0,4665.76688523,1.0,1.0,0.01,500,263.184854683,100,500.0,1.0,,3950.91,2,0.3,4665.77,0.01,16.1416,100.0,4665.76688523,4665.76688523
500.0,6483.74341497,2.1793e-19,0.005,1.0,4659.24083139,1.0,1.0,0.005,500,6483.74341497,100,499.16,1.0,,4157.02,2,0.3,4662.5,0.005,57.8824,200.000000102,4659.24083139,4659.24083139
500.0,119.970751964,5.43914e-20,0.00333333,1.0,4668.37315229,1.0,1.0,0.00333333,500,119.970751964,100,500.0,1.0,,4251.73,2,0.3,4664.46,0.00333333,47.758,299.999969474,4668.37315229,4668.37315229
500.0,77.0915279898,5.4346e-20,0.0025,1.0,4667.95652987,1.0,1.0,0.0025,500,77.0915279898,100,500.0,1.0,,4307.9,2,0.3,4665.33,0.0025,41.6172,400.0,4667.95652987,4667.95652987
499.326779142,139.338448211,5.88556e-09,0.00163241,0.814684,4669.12861865,0.998136,1.08064,0.002,500,139.338448211,100,500.0,1.00135,0.00146591,4346.64,1,0.3,4666.55,0.00216531,31.3863,499.266877873,4669.12861865,4669.12861865
500.0,118.735608775,3.50449e-18,0.01,1.0,4667.60007863,1.0,1.0,0.01,500,118.735608775,100,500.0,1.0,,3952.72,2,0.3,4667.6,0.01,10.842,100.0,4667.60007863,4667.60007863
500.0,84.8242750337,2.1793e-19,0.005,1.0,4668.24094917,1.0,1.0,0.005,500,84.8242750337,100,500.0,1.0,,4162.43,2,0.3,4667.92,0.005,10.0431,200.000000102,4668.24094917,4668.24094917
500.0,119.012768809,5.43914e-20,0.00333333,1.0,4668.10795708,1.0,1.0,0.00333333,500,119.012768809,100,500.0,1.0,,4255.25,2,0.3,4667.98,0.00333333,10.3211,299.999969474,4668.10795708,4668.10795708
500.0,97.8978636712,5.4346e-20,0.0025,1.0,4668.70390132,1.0,1.0,0.0025,500,97.8978636712,100,500.0,1.0,,4310.72,2,0.3,4668.16,0.0025,10.2089,400.0,4668.70390132,4668.70390132
499.85585793,119.152066286,1.08945e-09,0.00187177,0.936597,4668.63584598,1.00076,1.03781,0.002,500,119.152066286,100,500.0,1.00029,0.000272778,4348.61,1,0.3,4668.36,0.00207404,10.1549,499.863972095,4668.63584598,4668.63584598
500.0,120.667425205,3.50449e-18,0.01,1.0,4666.19791751,1.0,1.0,0.01,500,120.667425205,100,500.0,1.0,,3951.33,2,0.3,4666.2,0.01,10.9298,100.0,4666.19791751,4666.19791751
500.0,114.016723859,2.1793e-19,0.005,1.0,4668.72444516,1.0,1.0,0.005,500,114.016723859,100,500.0,1.0,,4161.97,2,0.3,4667.46,0.005,10.8519,200.000000102,4668.72444516,4668.72444516
500.0,93.979408669,5.43914e-20,0.00333333,1.0,4667.03789249,1.0,1.0,0.00333333,500,93.979408669,100,500.0,1.0,,4254.58,2,0.3,4667.32,0.00333333,10.4672,299.999969474,4667.03789249,4667.03789249
500.0,100.732525342,5.4346e-20,0.0025,1.0,4668.85200717,1.0,1.0,0.0025,500,100.732525342,100,500.0,1.0,,4310.26,2,0.3,4667.7,0.0025,10.3703,400.0,4668.85200717,4668.85200717
499.837927918,87.1395172753,1.18731e-09,0.00183221,0.917221,4668.72255734,1.00122,1.04002,0.002,500,87.1395172753,100,500.0,1.00032,0.000297551,4348.25,1,0.3,4668.01,0.00207752,9.97157,499.851983148,4668.72255734,4668.72255734
500.0,94.5256465508,3.50449e-18,0.01,1.0,4668.41133619,1.0,1.0,0.01,500,94.5256465508,100,500.0,1.0,,3953.55,2,0.3,4668.41,0.01,9.67371,100.0,4668.41133619,4668.41133619
500.0,132.49197867,2.1793e-19,0.005,1.0,4665.59917022,1.0,1.0,0.005,500,132.49197867,100,500.0,1.0,,4161.52,2,0.3,4667.01,0.005,10.6935,200.000000102,4665.59917022,4665.59917022
500.0,117.47506228,5.43914e-20,0.00333333,1.0,4667.00431221,1.0,1.0,0.00333333,500,117.47506228,100,500.0,1.0,,4254.28,2,0.3,4667.01,0.00333333,10.7238,299.999969474,4667.00431221,4667.00431221
500.0,91.8146981498,5.4346e-20,0.0025,1.0,4668.48374158,1.0,1.0,0.0025,500,91.8146981498,100,500.0,1.0,,4309.94,2,0.3,4667.37,0.0025,10.4587,400.0,4668.48374158,4668.48374158
499.784443365,132.004857896,1.8617e-09,0.00180392,0.902616,4666.83952567,1.00073,1.03516,0.002,500,132.004857896,100,500.0,1.00043,0.000466103,4347.64,1,0.3,4667.41,0.00206882,10.4492,499.768287341,4666.83952567,4666.83952567
500.0,115.164947056,3.50449e-18,0.01,1.0,4667.57105868,1.0,1.0,0.01,500,115.164947056,100,500.0,1.0,,3952.71,2,0.3,4667.57,0.01,10.6777,100.0,4667.57105868,4667.57105868
500.0,83.0053717455,2.1793e-19,0.005,1.0,4668.33133744,1.0,1.0,0.005,500,83.0053717455,100,500.0,1.0,,4162.47,2,0.3,4667.95,0.005,9.91155,200.000000102,4668.33133744,4668.33133744
500.0,84.5719287012,5.43914e-20,0.00333333,1.0,4668.17951527,1.0,1.0,0.00333333,500,84.5719287012,100,500.0,1.0,,4255.3,2,0.3,4668.03,0.00333333,9.66503,299.999969474,4668.17951527,4668.17951527
500.0,88.4454512326,5.4346e-20,0.0025,1.0,4669.00781756,1.0,1.0,0.0025,500,88.4454512326,100,500.0,1.0,,4310.84,2,0.3,4668.27,0.0025,9.59845,400.0,4669.00781756,4669.00781756
499.782835432,67.387219066,2.06326e-09,0.00167832,0.838712,4669.38148495,0.999466,1.03166,0.002,500,67.387219066,100,500.0,1.00043,0.000515266,4348.85,1,0.3,4668.62,0.00206442,9.12481,499.742962724,4669.38148495,4669.38148495
500.0,174.064833563,3.50449e-18,0.01,1.0,4665.70943873,1.0,1.0,0.01,500,174.064833563,100,500.0,1.0,,3950.89,2,0.3,4665.71,0.01,13.1272,100.0,4665.70943873,4665.70943873
500.0,64.3632208493,2.1793e-19,0.005,1.0,4669.26859436,1.0,1.0,0.005,500,64.3632208493,100,500.0,1.0,,4162.01,2,0.3,4667.49,0.005,11.0086,200.000000102,4669.26859436,4669.26859436
500.0,118.803267367,5.43914e-20,0.00333333,1.0,4666.79133161,1.0,1.0,0.00333333,500,118.803267367,100,500.0,1.0,,4254.54,2,0.3,4667.26,0.00333333,10.9593,299.999969474,4666.79133161,4666.79133161
500.0,99.6056971812,5.4346e-20,0.0025,1.0,4668.49567489,1.0,1.0,0.0025,500,99.6056971812,100,500.0,1.0,,4310.14,2,0.3,4667.57,0.0025,10.7247,400.0,4668.49567489,4668.49567489
499.770746489,129.330432468,2.02339e-09,0.00176437,0.88153,4666.26439513,0.999258,1.0359,0.002,500,129.330432468,100,500.0,1.00046,0.000505096,4347.68,1,0.3,4667.46,0.00207334,10.5487,499.747868375,4666.26439513,4666.26439513
500.0,79.2556683307,3.50449e-18,0.01,1.0,4669.38283793,1.0,1.0,0.01,500,79.2556683307,100,500.0,1.0,,3954.51,2,0.3,4669.38,0.01,8.85794,100.0,4669.38283793,4669.38283793
500.0,130.535793906,2.1793e-19,0.005,1.0,4665.74306128,1.0,1.0,0.005,500,130.535793906,100,500.0,1.0,,4162.07,2,0.3,4667.56,0.005,10.3517,200.000000102,4665.74306128,4665.74306128
500.0,88.2496211088,5.43914e-20,0.00333333,1.0,4668.38898442,1.0,1.0,0.00333333,500,88.2496211088,100,500.0,1.0,,4255.1,2,0.3,4667.84,0.00333333,10.0356,299.999969474,4668.38898442,4668.38898442
500.0,83.4140227396,5.4346e-20,0.0025,1.0,4668.73927482,1.0,1.0,0.0025,500,83.4140227396,100,500.0,1.0,,4310.63,2,0.3,4668.06,0.0025,9.81489,400.0,4668.73927482,4668.73927482
499.842812379,82.9040513437,1.44999e-09,0.00184729,0.922863,4668.04401718,0.999153,1.03976,0.002,500,82.9040513437,100,500.0,1.00031,0.000361883,4348.41,1,0.3,4668.16,0.00208129,9.48406,499.819018408,4668.04401718,4668.04401718
500.0,105.036509618,3.50449e-18,0.01,1.0,4668.92007452,1.0,1.0,0.01,500,105.036509618,100,500.0,1.0,,3954.05,2,0.3,4668.92,0.01,10.1974,100.0,4668.92007452,4668.92007452
500.0,105.475697957,2.1793e-19,0.005,1.0,4668.24623632,1.0,1.0,0.005,500,105.475697957,100,500.0,1.0,,4163.09,2,0.3,4668.58,0.005,10.2136,200.000000102,4668.24623632,4668.24623632
500.0,1980.81078092,5.43914e-20,0.00333333,1.0,4663.77758936,1.0,1.0,0.00333333,500,1980.81078092,100,499.59,1.0,,4254.25,2,0.3,4666.98,0.00333333,26.9878,299.999969474,4663.77758936,4663.77758936
500.0,93.7040738074,5.4346e-20,0.0025,1.0,4669.58532308,1.0,1.0,0.0025,500,93.7040738074,100,500.0,1.0,,4310.19,2,0.3,4667.63,0.0025,23.8898,400.0,4669.58532308,4669.58532308
499.738948813,79.429216668,2.04599e-09,0.00175338,0.876863,4669.94838604,1.0002,1.04295,0.002,500,79.429216668,100,500.0,1.00052,0.0005117,4348.48,1,0.3,4668.27,0.00208549,19.5477,499.744846024,4669.94838604,4669.94838604
500.0,92.416921584,3.50449e-18,0.01,1.0,4668.94829672,1.0,1.0,0.01,500,92.416921584,100,500.0,1.0,,3954.07,2,0.3,4668.95,0.01,9.56518,100.0,4668.94829672,4668.94829672
500.0,82.5064198616,2.1793e-19,0.005,1.0,4668.13604712,1.0,1.0,0.005,500,82.5064198616,100,500.0,1.0,,4163.05,2,0.3,4668.54,0.005,9.31407,200.000000102,4668.13604712,4668.13604712
500.0,112.29706847,5.43914e-20,0.00333333,1.0,4667.62649387,1.0,1.0,0.00333333,500,112.29706847,100,500.0,1.0,,4255.5,2,0.3,4668.24,0.00333333,9.75084,299.999969474,4667.62649387,4667.62649387
500.0,128.848416729,5.4346e-20,0.0025,1.0,4669.19917313,1.0,1.0,0.0025,500,128.848416729,100,500.0,1.0,,4311.04,2,0.3,4668.48,0.0025,10.1672,400.0,4669.19917313,4669.19917313
499.781406167,75.4609801137,2.20137e-09,0.00172881,0.863448,4669.38298209,0.998893,1.03813,0.002,500,75.4609801137,100,500.0,1.00044,0.000549125,4349.01,1,0.3,4668.78,0.00207856,9.62451,499.72559658,4669.38298209,4669.38298209
500.0,98.3413936764,3.50449e-18,0.01,1.0,4667.39482325,1.0,1.0,0.01,500,98.3413936764,100,500.0,1.0,,3952.53,2,0.3,4667.39,0.01,9.86702,100.0,4667.39482325,4667.39482325
500.0,74.7179296837,2.1793e-19,0.005,1.0,4668.50600585,1.0,1.0,0.005,500,74.7179296837,100,500.0,1.0,,4162.45,2,0.3,4667.95,0.005,9.27217,200.000000102,4668.50600585,4668.50600585
500.0,98.2610703735,5.43914e-20,0.00333333,1.0,4668.61849283,1.0,1.0,0.00333333,500,98.2610703735,100,500.0,1.0,,4255.44,2,0.3,4668.17,0.00333333,9.47843,299.999969474,4668.61849283,4668.61849283
500.0,87.8646799176,5.4346e-20,0.0025,1.0,4667.71725837,1.0,1.0,0.0025,500,87.8646799176,100,500.0,1.0,,4310.62,2,0.3,4668.06,0.0025,9.44277,400.0,4667.71725837,4667.71725837
499.873848803,120.889959563,1.06107e-09,0.00188719,0.943219,4667.68027901,0.9996,1.03441,0.002,500,120.889959563,100,500.0,1.00025,0.000265055,4348.32,1,0.3,4668.06,0.00206964,9.64733,499.867880419,4667.68027901,4667.68027901
500.0,3921.22003095,3.50449e-18,0.01,1.0,4661.98765803,1.0,1.0,0.01,500,3921.22003095,100,499.35,1.0,,3947.14,2,0.3,4661.99,0.01,62.3058,100.0,4661.98765803,4661.98765803
500.0,140.634308212,2.1793e-19,0.005,1.0,4666.4573361,1.0,1.0,0.005,500,140.634308212,100,500.0,1.0,,4158.75,2,0.3,4664.22,0.005,44.8956,200.000000102,4666.4573361,4666.4573361
500.0,84.92655963,5.43914e-20,0.00333333,1.0,4668.8959298,1.0,1.0,0.00333333,500,84.92655963,100,500.0,1.0,,4253.04,2,0.3,4665.78,0.00333333,37.1028,299.999969474,4668.8959298,4668.8959298
500.0,52161.9384133,5.4346e-20,0.0025,1.0,4638.94445443,1.0,1.0,0.0025,500,52161.9384133,100,496.75,1.0,,4301.63,2,0.3,4659.07,0.0025,118.649,400.0,4638.94445443,4638.94445443
495.8517688,96.8335367905,4.0071e-08,0.000967283,0.482576,4668.47295675,0.997797,1.15811,0.002,500,96.8335367905,100,500.0,1.00837,0.00997367,4343.24,1,0.3,4664.27,0.00232133,60.8304,495.050662428,4668.47295675,4668.47295675
500.0,77.8780117233,3.50449e-18,0.01,1.0,4669.55155818,1.0,1.0,0.01,500,77.8780117233,100,500.0,1.0,,3954.71,2,0.3,4669.55,0.01,8.78061,100.0,4669.55155818,4669.55155818
500.0,95.3387928654,2.1793e-19,0.005,1.0,4669.40753074,1.0,1.0,0.005,500,95.3387928654,100,500.0,1.0,,4163.99,2,0.3,4669.48,0.005,9.26,200.000000102,4669.40753074,4669.40753074
500.0,74.4377636102,5.43914e-20,0.00333333,1.0,4669.50602261,1.0,1.0,0.00333333,500,74.4377636102,100,500.0,1.0,,4256.76,2,0.3,4669.49,0.00333333,9.04045,299.999969474,4669.50602261,4669.50602261
500.0,118.74088412,5.4346e-20,0.0025,1.0,4667.96478011,1.0,1.0,0.0025,500,118.74088412,100,500.0,1.0,,4311.67,2,0.3,4669.11,0.0025,9.54572,400.0,4667.96478011,4667.96478011
499.88939825,80.6815339434,9.11392e-10,0.0018727,0.936535,4668.91125456,1.0002,1.02811,0.002,500,80.6815339434,100,500.0,1.00022,0.000227939,4349.41,1,0.3,4669.15,0.00205581,9.28367,499.886158325,4668.91125456,4668.91125456
500.0,75.1749654179,3.50449e-18,0.01,1.0,4669.35549763,1.0,1.0,0.01,500,75.1749654179,100,500.0,1.0,,3954.49,2,0.3,4669.36,0.01,8.62687,100.0,4669.35549763,4669.35549763
500.0,79.3537852059,2.1793e-19,0.005,1.0,4669.1141832,1.0,1.0,0.005,500,79.3537852059,100,500.0,1.0,,4163.75,2,0.3,4669.23,0.005,8.74678,200.000000102,4669.1141832,4669.1141832
500.0,85.8966220823,5.43914e-20,0.00333333,1.0,4668.91864683,1.0,1.0,0.00333333,500,85.8966220823,100,500.0,1.0,,4256.4,2,0.3,4669.13,0.00333333,8.90911,299.999969474,4668.91864683,4668.91864683
500.0,136.014666217,5.4346e-20,0.0025,1.0,4667.80393579,1.0,1.0,0.0025,500,136.014666217,100,500.0,1.0,,4311.36,2,0.3,4668.8,0.0025,9.67068,400.0,4667.80393579,4667.80393579
499.873312633,102.884845926,1.05328e-09,0.00186243,0.931279,4669.02612016,1.00007,1.03873,0.002,500,102.884845926,100,500.0,1.00025,0.000263356,4349.19,1,0.3,4668.93,0.00207732,9.52989,499.868864061,4669.02612016,4669.02612016
500.0,68.3000890819,3.50449e-18,0.01,1.0,4669.26630993,1.0,1.0,0.01,500,68.3000890819,100,500.0,1.0,,3954.4,2,0.3,4669.27,0.01,8.22294,100.0,4669.26630993,4669.26630993
500.0,86.5964637685,2.1793e-19,0.005,1.0,4668.24900753,1.0,1.0,0.005,500,86.5964637685,100,500.0,1.0,,4163.27,2,0.3,4668.76,0.005,8.77111,200.000000102,4668.24900753,4668.24900753
500.0,87.707969003,5.43914e-20,0.00333333,1.0,4668.66004494,1.0,1.0,0.00333333,500,87.707969003,100,500.0,1.0,,4255.99,2,0.3,4668.73,0.00333333,8.95734,299.999969474,4668.66004494,4668.66004494
500.0,82.4847076789,5.4346e-20,0.0025,1.0,4668.62692698,1.0,1.0,0.0025,500,82.4847076789,100,500.0,1.0,,4311.26,2,0.3,4668.7,0.0025,8.97732,400.0,4668.62692698,4668.62692698
499.865568075,112.02941004,1.20629e-09,0.00181919,0.909615,4667.46356525,1.00002,1.02893,0.002,500,112.02941004,100,500.0,1.00027,0.000301585,4348.8,1,0.3,4668.54,0.00205781,9.19413,499.849600114,4667.46356525,4667.46356525
500.0,60.1146119838,3.50449e-18,0.01,1.0,4669.49060375,1.0,1.0,0.01,500,60.1146119838,100,500.0,1.0,,3954.64,2,0.3,4669.49,0.01,7.7145,100.0,4669.49060375,4669.49060375
500.0,51.5721067473,2.1793e-19,0.005,1.0,4670.0972104,1.0,1.0,0.005,500,51.5721067473,100,500.0,1.0,,4164.31,2,0.3,4669.79,0.005,7.44157,200.000000102,4670.0972104,4670.0972104
500.0,60.8254081421,5.43914e-20,0.00333333,1.0,4670.64378531,1.0,1.0,0.00333333,500,60.8254081421,100,500.0,1.0,,4257.35,2,0.3,4670.08,0.00333333,7.55982,299.999969474,4670.64378531,4670.64378531
500.0,63.6458297567,5.4346e-20,0.0025,1.0,4668.44198273,1.0,1.0,0.0025,500,63.6458297567,100,500.0,1.0,,4312.23,2,0.3,4669.67,0.0025,7.68875,400.0,4668.44198273,4668.44198273
499.939568195,68.7024073335,5.29645e-10,0.00187424,0.93735,4670.22177523,1.00024,1.02079,0.002,500,68.7024073335,100,500.0,1.00012,0.000132476,4350.09,1,0.3,4669.82,0.00204108,7.75358,499.9337677,4670.22177523,4670.22177523
500.0,51.6885703589,3.50449e-18,0.01,1.0,4669.92107016,1.0,1.0,0.01,500,51.6885703589,100,500.0,1.0,,3955.08,2,0.3,4669.92,0.01,7.15342,100.0,4669.92107016,4669.92107016
500.0,61.009346603,2.1793e-19,0.005,1.0,4667.52335636,1.0,1.0,0.005,500,61.009346603,100,500.0,1.0,,4163.25,2,0.3,4668.72,0.005,7.56456,200.000000102,4667.52335636,4667.52335636
500.0,72.9938428817,5.43914e-20,0.00333333,1.0,4669.91943635,1.0,1.0,0.00333333,500,72.9938428817,100,500.0,1.0,,4256.39,2,0.3,4669.12,0.00333333,7.90917,299.999969474,4669.91943635,4669.91943635
