ESSRenyi,VarRet,VarNormIw,MinNormIw,MinVanillaIw,AvgRet,AvgVanillaIw,MaxVanillaIw,AvgNormIw,BatchSize,VarDiscRet,EpsThisIter,AvgEpLen,eRenyi2,VarVanillaIw,Bound,IterType,Delta,J,MaxNormIw,VarJ,ESSClassic,AvgDiscRet,VanillaAvgRet
500.0,144.549759321,5.4346e-20,0.0025,1.0,4668.71076963,1.0,1.0,0.0025,500,144.549759321,100,500.0,1.0,,4311.59,2,0.3,4669.02,0.0025,9.09527,400.0,4668.71076963,4668.71076963
499.919487092,59.8564848563,6.82026e-10,0.00187734,0.938782,4668.7844428,1.00012,1.02815,0.002,500,59.8564848563,100,500.0,1.00016,0.000170547,4349.31,1,0.3,4669.03,0.00205605,8.69168,499.914828926,4668.7844428,4668.7844428
500.0,53745.8175414,3.50449e-18,0.01,1.0,4646.81975514,1.0,1.0,0.01,500,53745.8175414,100,497.53,1.0,,3931.97,2,0.3,4646.82,0.01,230.669,100.0,4646.81975514,4646.81975514
500.0,92.8713661043,2.1793e-19,0.005,1.0,4669.05137458,1.0,1.0,0.005,500,92.8713661043,100,500.0,1.0,,4152.45,2,0.3,4657.94,0.005,163.627,200.000000102,4669.05137458,4669.05137458
500.0,89.4156924588,5.43914e-20,0.00333333,1.0,4668.99066123,1.0,1.0,0.00333333,500,89.4156924588,100,500.0,1.0,,4248.88,2,0.3,4661.62,0.00333333,133.813,299.999969474,4668.99066123,4668.99066123
500.0,72.1036078981,5.4346e-20,0.0025,1.0,4669.15505375,1.0,1.0,0.0025,500,72.1036078981,100,500.0,1.0,,4306.06,2,0.3,4663.5,0.0025,116.008,400.0,4669.15505375,4669.15505375
497.147771028,58.0327616333,2.77658e-08,0.000938491,0.467707,4669.66318917,0.996721,1.14387,0.002,500,58.0327616333,100,500.0,1.00574,0.00689601,4346.66,1,0.3,4667.28,0.00229526,49.3446,496.559964839,4669.66318917,4669.66318917
500.0,91.5082129171,3.50449e-18,0.01,1.0,4670.6585528,1.0,1.0,0.01,500,91.5082129171,100,500.0,1.0,,3955.79,2,0.3,4670.66,0.01,9.51804,100.0,4670.6585528,4670.6585528
500.0,1775.88708726,2.1793e-19,0.005,1.0,4665.25049644,1.0,1.0,0.005,500,1775.88708726,100,499.61,1.0,,4162.46,2,0.3,4667.95,0.005,30.5233,200.000000102,4665.25049644,4665.25049644
500.0,67.4069356114,5.43914e-20,0.00333333,1.0,4668.79081019,1.0,1.0,0.00333333,500,67.4069356114,100,500.0,1.0,,4255.5,2,0.3,4668.23,0.00333333,25.3676,299.999969474,4668.79081019,4668.79081019
500.0,114.789941793,5.4346e-20,0.0025,1.0,4666.95248803,1.0,1.0,0.0025,500,114.789941793,100,500.0,1.0,,4310.47,2,0.3,4667.91,0.0025,22.6131,400.0,4666.95248803,4666.95248803
499.702273373,79.4568653971,2.39841e-09,0.0017259,0.863252,4669.0852233,1.00035,1.04977,0.002,500,79.4568653971,100,500.0,1.0006,0.000600027,4348.55,1,0.3,4668.35,0.0020988,18.2729,499.70090541,4669.0852233,4669.0852233
500.0,82.298899714,3.50449e-18,0.01,1.0,4668.00866062,1.0,1.0,0.01,500,82.298899714,100,500.0,1.0,,3953.17,2,0.3,4668.01,0.01,9.02641,100.0,4668.00866062,4668.00866062
500.0,67.451513174,2.1793e-19,0.005,1.0,4668.88662155,1.0,1.0,0.005,500,67.451513174,100,500.0,1.0,,4162.95,2,0.3,4668.45,0.005,8.62085,200.000000102,4668.88662155,4668.88662155
500.0,62.7644325992,5.43914e-20,0.00333333,1.0,4669.68286515,1.0,1.0,0.00333333,500,62.7644325992,100,500.0,1.0,,4256.12,2,0.3,4668.86,0.00333333,8.40222,299.999969474,4669.68286515,4669.68286515
500.0,122.314912133,5.4346e-20,0.0025,1.0,4669.09010551,1.0,1.0,0.0025,500,122.314912133,100,500.0,1.0,,4311.48,2,0.3,4668.92,0.0025,9.12309,400.0,4669.09010551,4669.09010551
499.890172769,62.5076213257,9.5737e-10,0.00186479,0.932105,4668.97136711,0.999689,1.03018,0.002,500,62.5076213257,100,500.0,1.00022,0.000239194,4349.26,1,0.3,4669.0,0.00206099,8.75381,499.880514336,4668.97136711,4668.97136711
500.0,65.8993826135,3.50449e-18,0.01,1.0,4670.25937251,1.0,1.0,0.01,500,65.8993826135,100,500.0,1.0,,3955.41,2,0.3,4670.26,0.01,8.07716,100.0,4670.25937251,4670.25937251
500.0,84.1949929241,2.1793e-19,0.005,1.0,4669.31906071,1.0,1.0,0.005,500,84.1949929241,100,500.0,1.0,,4164.3,2,0.3,4669.79,0.005,8.63237,200.000000102,4669.31906071,4669.31906071
500.0,30651.6899565,5.43914e-20,0.00333333,1.0,4652.19341186,1.0,1.0,0.00333333,500,30651.6899565,100,498.16,1.0,,4251.19,2,0.3,4663.92,0.00333333,101.161,299.999969474,4652.19341186,4652.19341186
500.0,1960.73715405,5.4346e-20,0.0025,1.0,4666.1581876,1.0,1.0,0.0025,500,1960.73715405,100,499.59,1.0,,4307.04,2,0.3,4664.48,0.0025,90.3403,400.0,4666.1581876,4666.1581876
497.367192485,68.3061769966,2.51902e-08,0.000989217,0.497017,4670.99266551,1.00487,1.11868,0.002,500,68.3061769966,100,500.0,1.00529,0.00635903,4347.45,1,0.3,4668.0,0.00222652,41.1805,496.877107353,4670.99266551,4670.99266551
500.0,86.8997314766,3.50449e-18,0.01,1.0,4669.06629372,1.0,1.0,0.01,500,86.8997314766,100,500.0,1.0,,3954.21,2,0.3,4669.07,0.01,9.27527,100.0,4669.06629372,4669.06629372
500.0,70.314515714,2.1793e-19,0.005,1.0,4668.84189223,1.0,1.0,0.005,500,70.314515714,100,500.0,1.0,,4163.46,2,0.3,4668.95,0.005,8.82233,200.000000102,4668.84189223,4668.84189223
500.0,61.7723214107,5.43914e-20,0.00333333,1.0,4670.13121979,1.0,1.0,0.00333333,500,61.7723214107,100,500.0,1.0,,4256.61,2,0.3,4669.35,0.00333333,8.5195,299.999969474,4670.13121979,4670.13121979
500.0,70.2820485436,5.4346e-20,0.0025,1.0,4670.16470522,1.0,1.0,0.0025,500,70.2820485436,100,500.0,1.0,,4312.11,2,0.3,4669.55,0.0025,8.48273,400.0,4670.16470522,4670.16470522
499.884632033,61.0899505346,1.17393e-09,0.00181673,0.907727,4669.80755523,0.999299,1.04553,0.002,500,61.0899505346,100,500.0,1.00023,0.000293072,4349.93,1,0.3,4669.67,0.00209252,8.24077,499.853391472,4669.80755523,4669.80755523
500.0,127.694384854,3.50449e-18,0.01,1.0,4668.81580054,1.0,1.0,0.01,500,127.694384854,100,500.0,1.0,,3953.94,2,0.3,4668.82,0.01,11.2436,100.0,4668.81580054,4668.81580054
500.0,55.8824700242,2.1793e-19,0.005,1.0,4669.75989257,1.0,1.0,0.005,500,55.8824700242,100,500.0,1.0,,4163.79,2,0.3,4669.29,0.005,9.54428,200.000000102,4669.75989257,4669.75989257
500.0,70.7974313634,5.43914e-20,0.00333333,1.0,4670.09060702,1.0,1.0,0.00333333,500,70.7974313634,100,500.0,1.0,,4256.82,2,0.3,4669.56,0.00333333,9.17798,299.999969474,4670.09060702,4670.09060702
500.0,81.5109584912,5.4346e-20,0.0025,1.0,4670.19230267,1.0,1.0,0.0025,500,81.5109584912,100,500.0,1.0,,4312.27,2,0.3,4669.71,0.0025,9.13381,400.0,4670.19230267,4670.19230267
499.822143424,159.677653799,1.55488e-09,0.00181379,0.907467,4667.29775446,1.00063,1.03556,0.002,500,159.677653799,100,500.0,1.00036,0.000389212,4349.58,1,0.3,4669.34,0.00206981,9.66646,499.805997358,4667.29775446,4667.29775446
500.0,104.721602218,3.50449e-18,0.01,1.0,4669.31350729,1.0,1.0,0.01,500,104.721602218,100,500.0,1.0,,3954.44,2,0.3,4669.31,0.01,10.1821,100.0,4669.31350729,4669.31350729
500.0,87.7908662205,2.1793e-19,0.005,1.0,4669.45119823,1.0,1.0,0.005,500,87.7908662205,100,500.0,1.0,,4163.88,2,0.3,4669.38,0.005,9.76209,200.000000102,4669.45119823,4669.45119823
500.0,70.3834293931,5.43914e-20,0.00333333,1.0,4668.70886234,1.0,1.0,0.00333333,500,70.3834293931,100,500.0,1.0,,4256.42,2,0.3,4669.16,0.00333333,9.31985,299.999969474,4668.70886234,4668.70886234
500.0,99.0206539917,5.4346e-20,0.0025,1.0,4669.54052951,1.0,1.0,0.0025,500,99.0206539917,100,500.0,1.0,,4311.81,2,0.3,4669.25,0.0025,9.46995,400.0,4669.54052951,4669.54052951
499.823334672,65.0364258133,1.60445e-09,0.00172581,0.861934,4669.73742375,0.998872,1.03389,0.002,500,65.0364258133,100,500.0,1.00035,0.000400209,4349.7,1,0.3,4669.46,0.00207011,8.93184,499.80001539,4669.73742375,4669.73742375
500.0,74.3508019452,3.50449e-18,0.01,1.0,4670.05911376,1.0,1.0,0.01,500,74.3508019452,100,500.0,1.0,,3955.18,2,0.3,4670.06,0.01,8.57947,100.0,4670.05911376,4670.05911376
500.0,62.539504907,2.1793e-19,0.005,1.0,4669.18213659,1.0,1.0,0.005,500,62.539504907,100,500.0,1.0,,4164.12,2,0.3,4669.62,0.005,8.24336,200.000000102,4669.18213659,4669.18213659
500.0,85.5538608206,5.43914e-20,0.00333333,1.0,4668.65227943,1.0,1.0,0.00333333,500,85.5538608206,100,500.0,1.0,,4256.56,2,0.3,4669.3,0.00333333,8.58738,299.999969474,4668.65227943,4668.65227943
500.0,58.1107908785,5.4346e-20,0.0025,1.0,4670.74717695,1.0,1.0,0.0025,500,58.1107908785,100,500.0,1.0,,4312.22,2,0.3,4669.66,0.0025,8.37159,400.0,4670.74717695,4670.74717695
499.935933217,68.4737964142,5.45335e-10,0.00188572,0.94261,4669.8235369,0.999737,1.02645,0.002,500,68.4737964142,100,500.0,1.00013,0.000136262,4350.01,1,0.3,4669.74,0.00205345,8.26463,499.931891406,4669.8235369,4669.8235369
500.0,71.767403222,3.50449e-18,0.01,1.0,4669.585294,1.0,1.0,0.01,500,71.767403222,100,500.0,1.0,,3954.7,2,0.3,4669.58,0.01,8.42912,100.0,4669.585294,4669.585294
500.0,52.0217627859,2.1793e-19,0.005,1.0,4669.67810972,1.0,1.0,0.005,500,52.0217627859,100,500.0,1.0,,4164.13,2,0.3,4669.63,0.005,7.82802,200.000000102,4669.67810972,4669.67810972
500.0,79.4842912487,5.43914e-20,0.00333333,1.0,4668.75413447,1.0,1.0,0.00333333,500,79.4842912487,100,500.0,1.0,,4256.6,2,0.3,4669.34,0.00333333,8.20078,299.999969474,4668.75413447,4668.75413447
500.0,675.564112514,5.4346e-20,0.0025,1.0,4667.83491955,1.0,1.0,0.0025,500,675.564112514,100,499.79,1.0,,4311.52,2,0.3,4668.96,0.0025,14.7671,400.0,4667.83491955,4667.83491955
499.792423629,127.02298148,1.84757e-09,0.00181856,0.908648,4667.86554224,0.999306,1.04167,0.002,500,127.02298148,100,500.0,1.00042,0.000461251,4349.11,1,0.3,4668.88,0.00208478,13.2554,499.76970341,4667.86554224,4667.86554224
500.0,80.4202251555,3.50449e-18,0.01,1.0,4669.15403658,1.0,1.0,0.01,500,80.4202251555,100,500.0,1.0,,3954.29,2,0.3,4669.15,0.01,8.92278,100.0,4669.15403658,4669.15403658
500.0,63.4003475371,2.1793e-19,0.005,1.0,4670.06318192,1.0,1.0,0.005,500,63.4003475371,100,500.0,1.0,,4164.12,2,0.3,4669.61,0.005,8.44973,200.000000102,4670.06318192,4670.06318192
500.0,59.8830861848,5.43914e-20,0.00333333,1.0,4669.42113024,1.0,1.0,0.00333333,500,59.8830861848,100,500.0,1.0,,4256.82,2,0.3,4669.55,0.00333333,8.2078,299.999969474,4669.42113024,4669.42113024
500.0,55.2657867809,5.4346e-20,0.0025,1.0,4671.00586329,1.0,1.0,0.0025,500,55.2657867809,100,500.0,1.0,,4312.48,2,0.3,4669.91,0.0025,8.03765,400.0,4671.00586329,4671.00586329
499.919189165,57.1717051719,7.51801e-10,0.00185983,0.929895,4669.9533884,0.99998,1.02274,0.002,500,57.1717051719,100,500.0,1.00016,0.000187943,4350.25,1,0.3,4669.98,0.00204553,7.84919,499.906299088,4669.9533884,4669.9533884
500.0,81.0109028587,3.50449e-18,0.01,1.0,4668.78356723,1.0,1.0,0.01,500,81.0109028587,100,500.0,1.0,,3953.93,2,0.3,4668.78,0.01,8.95548,100.0,4668.78356723,4668.78356723
500.0,51.2571267911,2.1793e-19,0.005,1.0,4670.14015675,1.0,1.0,0.005,500,51.2571267911,100,500.0,1.0,,4163.98,2,0.3,4669.46,0.005,8.11989,200.000000102,4670.14015675,4670.14015675
500.0,36.9856564232,5.43914e-20,0.00333333,1.0,4671.45532159,1.0,1.0,0.00333333,500,36.9856564232,100,500.0,1.0,,4257.39,2,0.3,4670.13,0.00333333,7.5527,299.999969474,4671.45532159,4671.45532159
500.0,62.381549163,5.4346e-20,0.0025,1.0,4670.37583184,1.0,1.0,0.0025,500,62.381549163,100,500.0,1.0,,4312.75,2,0.3,4670.19,0.0025,7.6311,400.0,4670.37583184,4670.37583184
499.887908798,94.2730837934,1.04878e-09,0.00178574,0.892293,4667.99319408,0.999356,1.02473,0.002,500,94.2730837934,100,500.0,1.00022,0.000261858,4350.08,1,0.3,4669.82,0.00205078,7.98603,499.869041727,4667.99319408,4667.99319408
500.0,107.004370114,3.50449e-18,0.01,1.0,4668.45928611,1.0,1.0,0.01,500,107.004370114,100,500.0,1.0,,3953.58,2,0.3,4668.46,0.01,10.2924,100.0,4668.45928611,4668.45928611
500.0,48.3172319786,2.1793e-19,0.005,1.0,4670.82638123,1.0,1.0,0.005,500,48.3172319786,100,500.0,1.0,,4164.15,2,0.3,4669.64,0.005,8.84788,200.000000102,4670.82638123,4670.82638123
500.0,67.9694226186,5.43914e-20,0.00333333,1.0,4670.52385263,1.0,1.0,0.00333333,500,67.9694226186,100,500.0,1.0,,4257.2,2,0.3,4669.94,0.00333333,8.64826,299.999969474,4670.52385263,4670.52385263
500.0,168.36132514,5.4346e-20,0.0025,1.0,4668.49295531,1.0,1.0,0.0025,500,168.36132514,100,500.0,1.0,,4312.14,2,0.3,4669.58,0.0025,9.9073,400.0,4668.49295531,4668.49295531
499.816485074,55.4588889723,1.89082e-09,0.00175034,0.875624,4670.91155736,1.00052,1.04006,0.002,500,55.4588889723,100,500.0,1.00037,0.000473196,4350.19,1,0.3,4669.95,0.00207904,9.18728,499.763978772,4670.91155736,4670.91155736
500.0,37.9249251065,3.50449e-18,0.01,1.0,4671.07559909,1.0,1.0,0.01,500,37.9249251065,100,500.0,1.0,,3956.23,2,0.3,4671.08,0.01,6.12745,100.0,4671.07559909,4671.07559909
500.0,55.2075753231,2.1793e-19,0.005,1.0,4671.0416942,1.0,1.0,0.005,500,55.2075753231,100,500.0,1.0,,4165.56,2,0.3,4671.06,0.005,6.78977,200.000000102,4671.0416942,4671.0416942
500.0,65.7241175177,5.43914e-20,0.00333333,1.0,4670.17580985,1.0,1.0,0.00333333,500,65.7241175177,100,500.0,1.0,,4258.03,2,0.3,4670.76,0.00333333,7.25232,299.999969474,4670.17580985,4670.17580985
500.0,87.7105266749,5.4346e-20,0.0025,1.0,4668.79662455,1.0,1.0,0.0025,500,87.7105266749,100,500.0,1.0,,4312.83,2,0.3,4670.27,0.0025,7.86647,400.0,4668.79662455,4668.79662455
499.883857532,71.1914338773,9.81699e-10,0.00184621,0.923608,4668.98513386,1.00055,1.02623,0.002,500,71.1914338773,100,500.0,1.00023,0.000245693,4350.34,1,0.3,4670.08,0.00205135,7.86287,499.877457591,4668.98513386,4668.98513386
500.0,42.7254757136,3.50449e-18,0.01,1.0,4670.78127358,1.0,1.0,0.01,500,42.7254757136,100,500.0,1.0,,3955.94,2,0.3,4670.78,0.01,6.50371,100.0,4670.78127358,4670.78127358
500.0,63.7542537656,2.1793e-19,0.005,1.0,4670.78719217,1.0,1.0,0.005,500,63.7542537656,100,500.0,1.0,,4165.3,2,0.3,4670.78,0.005,7.25999,200.000000102,4670.78719217,4670.78719217
500.0,80.1207487046,5.43914e-20,0.00333333,1.0,4669.56287752,1.0,1.0,0.00333333,500,80.1207487046,100,500.0,1.0,,4257.65,2,0.3,4670.38,0.00333333,7.86826,299.999969474,4669.56287752,4669.56287752
500.0,75.6545988485,5.4346e-20,0.0025,1.0,4669.43921334,1.0,1.0,0.0025,500,75.6545988485,100,500.0,1.0,,4312.71,2,0.3,4670.14,0.0025,8.08218,400.0,4669.43921334,4669.43921334
499.901075866,98.9020661989,8.46991e-10,0.00189884,0.948986,4668.66822725,0.999545,1.03208,0.002,500,98.9020661989,100,500.0,1.0002,0.000211555,4350.17,1,0.3,4669.91,0.00206509,8.40805,499.894598977,4668.66822725,4668.66822725
500.0,37.9089790652,3.50449e-18,0.01,1.0,4670.40071063,1.0,1.0,0.01,500,37.9089790652,100,500.0,1.0,,3955.53,2,0.3,4670.4,0.01,6.12618,100.0,4670.40071063,4670.40071063
500.0,95.1833629487,2.1793e-19,0.005,1.0,4669.28396792,1.0,1.0,0.005,500,95.1833629487,100,500.0,1.0,,4164.35,2,0.3,4669.84,0.005,8.13587,200.000000102,4669.28396792,4669.28396792
500.0,58.8094004064,5.43914e-20,0.00333333,1.0,4669.65100851,1.0,1.0,0.00333333,500,58.8094004064,100,500.0,1.0,,4257.04,2,0.3,4669.78,0.00333333,7.97141,299.999969474,4669.65100851,4669.65100851
500.0,54.063228496,5.4346e-20,0.0025,1.0,4670.88328952,1.0,1.0,0.0025,500,54.063228496,100,500.0,1.0,,4312.61,2,0.3,4670.05,0.0025,7.82733,400.0,4670.88328952,4670.88328952
499.950771411,48.6433276499,4.48689e-10,0.00191621,0.957514,4669.4302087,0.999381,1.02334,0.002,500,48.6433276499,100,500.0,1.0001,0.000112034,4350.25,1,0.3,4669.97,0.00204795,7.61015,499.943909475,4669.4302087,4669.4302087
500.0,41.3551675864,3.50449e-18,0.01,1.0,4671.77073064,1.0,1.0,0.01,500,41.3551675864,100,500.0,1.0,,3956.89,2,0.3,4671.77,0.01,6.39857,100.0,4671.77073064,4671.77073064
500.0,88.1825564866,2.1793e-19,0.005,1.0,4669.70448931,1.0,1.0,0.005,500,88.1825564866,100,500.0,1.0,,4165.24,2,0.3,4670.74,0.005,8.07395,200.000000102,4669.70448931,4669.70448931
500.0,66.5313165848,5.43914e-20,0.00333333,1.0,4669.7455432,1.0,1.0,0.00333333,500,66.5313165848,100,500.0,1.0,,4257.67,2,0.3,4670.41,0.00333333,8.10142,299.999969474,4669.7455432,4669.7455432
500.0,42.5656438161,5.4346e-20,0.0025,1.0,4670.52681734,1.0,1.0,0.0025,500,42.5656438161,100,500.0,1.0,,4313.0,2,0.3,4670.44,0.0025,7.73062,400.0,4670.52681734,4670.52681734
499.920500046,79.3137358123,6.85691e-10,0.00188708,0.943706,4669.75076086,1.00018,1.02541,0.002,500,79.3137358123,100,500.0,1.00016,0.000171483,4350.62,1,0.3,4670.35,0.00205047,7.88383,499.914154376,4669.75076086,4669.75076086
500.0,47.6496723087,3.50449e-18,0.01,1.0,4671.10754581,1.0,1.0,0.01,500,47.6496723087,100,500.0,1.0,,3956.25,2,0.3,4671.11,0.01,6.86829,100.0,4671.10754581,4671.10754581
500.0,81.6337352916,2.1793e-19,0.005,1.0,4668.90723528,1.0,1.0,0.005,500,81.6337352916,100,500.0,1.0,,4164.52,2,0.3,4670.01,0.005,8.07502,200.000000102,4668.90723528,4668.90723528
500.0,64.056357485,5.43914e-20,0.00333333,1.0,4671.49455729,1.0,1.0,0.00333333,500,64.056357485,100,500.0,1.0,,4257.77,2,0.3,4670.5,0.00333333,8.0685,299.999969474,4671.49455729,4671.49455729
500.0,75.9952626573,5.4346e-20,0.0025,1.0,4670.23290066,1.0,1.0,0.0025,500,75.9952626573,100,500.0,1.0,,4313.0,2,0.3,4670.44,0.0025,8.22484,400.0,4670.23290066,4670.23290066
498.437771097,31445.0676252,1.35686e-08,0.00137303,0.686015,4651.71750682,0.999272,1.1152,0.002,500,31445.0676252,100,498.12,1.00313,0.0033872,4347.68,1,0.3,4667.89,0.00223203,55.0059,498.313072351,4651.71750682,4651.71750682
500.0,64.155930933,3.50449e-18,0.01,1.0,4670.5202242,1.0,1.0,0.01,500,64.155930933,100,500.0,1.0,,3955.64,2,0.3,4670.52,0.01,7.96958,100.0,4670.5202242,4670.5202242
500.0,36.6917545551,2.1793e-19,0.005,1.0,4669.9070537,1.0,1.0,0.005,500,36.6917545551,100,500.0,1.0,,4164.72,2,0.3,4670.21,0.005,7.07203,200.000000102,4669.9070537,4669.9070537
500.0,84.5631299784,5.43914e-20,0.00333333,1.0,4668.31745386,1.0,1.0,0.00333333,500,84.5631299784,100,500.0,1.0,,4256.85,2,0.3,4669.58,0.00333333,7.87701,299.999969474,4668.31745386,4668.31745386
500.0,62.4570766514,5.4346e-20,0.0025,1.0,4669.68464552,1.0,1.0,0.0025,500,62.4570766514,100,500.0,1.0,,4312.17,2,0.3,4669.61,0.0025,7.87373,400.0,4669.68464552,4669.68464552
499.936409932,42.1929351385,5.96082e-10,0.00189779,0.948759,4669.62579094,0.999855,1.02557,0.002,500,42.1929351385,100,500.0,1.00013,0.000148977,4349.93,1,0.3,4669.65,0.00205143,7.52729,499.925478573,4669.62579094,4669.62579094
500.0,44.3831577158,3.50449e-18,0.01,1.0,4669.93289828,1.0,1.0,0.01,500,44.3831577158,100,500.0,1.0,,3955.06,2,0.3,4669.93,0.01,6.62869,100.0,4669.93289828,4669.93289828
500.0,41.3990107048,2.1793e-19,0.005,1.0,4671.05834584,1.0,1.0,0.005,500,41.3990107048,100,500.0,1.0,,4165.0,2,0.3,4670.5,0.005,6.54056,200.000000102,4671.05834584,4671.05834584
500.0,100.103581333,5.43914e-20,0.00333333,1.0,4669.30761082,1.0,1.0,0.00333333,500,100.103581333,100,500.0,1.0,,4257.37,2,0.3,4670.1,0.00333333,7.86556,299.999969474,4669.30761082,4669.30761082
500.0,56.9206860365,5.4346e-20,0.0025,1.0,4669.35996078,1.0,1.0,0.0025,500,56.9206860365,100,500.0,1.0,,4312.47,2,0.3,4669.91,0.0025,7.78401,400.0,4669.35996078,4669.35996078
499.932655823,71.0342760311,5.68278e-10,0.00190132,0.95134,4670.8185798,1.00072,1.03397,0.002,500,71.0342760311,100,500.0,1.00013,0.000142273,4350.42,1,0.3,4670.14,0.00206646,7.83577,499.928854582,4670.8185798,4670.8185798
500.0,43.8605854079,3.50449e-18,0.01,1.0,4671.10203634,1.0,1.0,0.01,500,43.8605854079,100,500.0,1.0,,3956.24,2,0.3,4671.1,0.01,6.58955,100.0,4671.10203634,4671.10203634
500.0,60.9779829799,2.1793e-19,0.005,1.0,4670.58834698,1.0,1.0,0.005,500,60.9779829799,100,500.0,1.0,,4165.35,2,0.3,4670.84,0.005,7.2084,200.000000102,4670.58834698,4670.58834698
500.0,35.9482727454,5.43914e-20,0.00333333,1.0,4671.23142158,1.0,1.0,0.00333333,500,35.9482727454,100,500.0,1.0,,4258.24,2,0.3,4670.97,0.00333333,6.82179,299.999969474,4671.23142158,4671.23142158
500.0,61.1403929174,5.4346e-20,0.0025,1.0,4670.04999371,1.0,1.0,0.0025,500,61.1403929174,100,500.0,1.0,,4313.3,2,0.3,4670.74,0.0025,7.08483,400.0,4670.04999371,4670.04999371
499.943679955,57.722150497,4.79529e-10,0.00184844,0.924225,4671.34532772,1.00001,1.02083,0.002,500,57.722150497,100,500.0,1.00011,0.000119884,4351.18,1,0.3,4670.9,0.00204164,7.11252,499.940228103,4671.34532772,4671.34532772
500.0,295.66076243,3.50449e-18,0.01,1.0,4668.90615613,1.0,1.0,0.01,500,295.66076243,100,499.85,1.0,,3954.03,2,0.3,4668.91,0.01,17.1086,100.0,4668.90615613,4668.90615613
500.0,76.011657826,2.1793e-19,0.005,1.0,4670.10259414,1.0,1.0,0.005,500,76.011657826,100,500.0,1.0,,4164.01,2,0.3,4669.5,0.005,13.577,200.000000102,4670.10259414,4670.10259414
500.0,56.9477249097,5.43914e-20,0.00333333,1.0,4670.82795331,1.0,1.0,0.00333333,500,56.9477249097,100,500.0,1.0,,4257.21,2,0.3,4669.95,0.00333333,11.9194,299.999969474,4670.82795331,4670.82795331
500.0,47.4162232695,5.4346e-20,0.0025,1.0,4670.34119879,1.0,1.0,0.0025,500,47.4162232695,100,500.0,1.0,,4312.6,2,0.3,4670.04,0.0025,10.8775,400.0,4670.34119879,4670.34119879
499.877959483,83.8275921281,1.23232e-09,0.00178589,0.891928,4669.89057039,0.998863,1.02724,0.002,500,83.8275921281,100,500.0,1.00024,0.00030738,4350.35,1,0.3,4670.1,0.00205682,10.0079,499.846099916,4669.89057039,4669.89057039
500.0,101.101250206,3.50449e-18,0.01,1.0,4669.94279574,1.0,1.0,0.01,500,101.101250206,100,500.0,1.0,,3955.12,2,0.3,4669.94,0.01,10.0045,100.0,4669.94279574,4669.94279574
500.0,49.1841948856,2.1793e-19,0.005,1.0,4669.25903511,1.0,1.0,0.005,500,49.1841948856,100,500.0,1.0,,4164.13,2,0.3,4669.6,0.005,8.63182,200.000000102,4669.25903511,4669.25903511
500.0,66.3838646555,5.43914e-20,0.00333333,1.0,4670.346022,1.0,1.0,0.00333333,500,66.3838646555,100,500.0,1.0,,4257.12,2,0.3,4669.85,0.00333333,8.46772,299.999969474,4670.346022,4670.346022
500.0,35.8466791318,5.4346e-20,0.0025,1.0,4671.81603772,1.0,1.0,0.0025,500,35.8466791318,100,500.0,1.0,,4312.9,2,0.3,4670.34,0.0025,7.96078,400.0,4671.81603772,4671.81603772
499.931642819,41.991448212,5.25452e-10,0.00186757,0.934327,4670.7821088,1.00058,1.02489,0.002,500,41.991448212,100,500.0,1.00014,0.000131515,4350.74,1,0.3,4670.47,0.0020486,7.57517,499.934312514,4670.7821088,4670.7821088
500.0,43.5998962365,3.50449e-18,0.01,1.0,4670.26144674,1.0,1.0,0.01,500,43.5998962365,100,500.0,1.0,,3955.4,2,0.3,4670.26,0.01,6.56991,100.0,4670.26144674,4670.26144674
500.0,54.4853520087,2.1793e-19,0.005,1.0,4670.10397145,1.0,1.0,0.005,500,54.4853520087,100,500.0,1.0,,4164.69,2,0.3,4670.18,0.005,6.96838,200.000000102,4670.10397145,4670.10397145
500.0,65.2083082801,5.43914e-20,0.00333333,1.0,4669.51992275,1.0,1.0,0.00333333,500,65.2083082801,100,500.0,1.0,,4257.23,2,0.3,4669.96,0.00333333,7.34768,299.999969474,4669.51992275,4669.51992275
500.0,71.1651494197,5.4346e-20,0.0025,1.0,4670.47942067,1.0,1.0,0.0025,500,71.1651494197,100,500.0,1.0,,4312.65,2,0.3,4670.09,0.0025,7.62594,400.0,4670.47942067,4670.47942067
499.951844085,43.8318512036,4.40109e-10,0.00190565,0.953291,4671.61819839,1.00049,1.02097,0.002,500,43.8318512036,100,500.0,1.0001,0.000110135,4350.72,1,0.3,4670.44,0.00204094,7.39208,499.945053137,4671.61819839,4671.61819839
500.0,46.9070763649,3.50449e-18,0.01,1.0,4670.16849287,1.0,1.0,0.01,500,46.9070763649,100,500.0,1.0,,3955.36,2,0.3,4670.17,0.01,6.81455,100.0,4670.16849287,4670.16849287
500.0,38.6477705137,2.1793e-19,0.005,1.0,4671.63646263,1.0,1.0,0.005,500,38.6477705137,100,500.0,1.0,,4165.41,2,0.3,4670.9,0.005,6.54892,200.000000102,4671.63646263,4671.63646263
500.0,71.5673741203,5.43914e-20,0.00333333,1.0,4670.78110029,1.0,1.0,0.00333333,500,71.5673741203,100,500.0,1.0,,4258.13,2,0.3,4670.86,0.00333333,7.22583,299.999969474,4670.78110029,4670.78110029
