VarVanillaIw,MinNormIw,VarDiscRet,delta,MinVanillaIw,Bound,AvgVanillaIw,AvgEpLen,J,VarNormIw,VanillaAvgRet,SamplesThisIter,MaxNormIw,MaxVanillaIw,AvgRet,AvgNormIw,BatchSize,renyi2,AvgDiscRet,EpsThisIter,VarRet,ESSRenyi,ESSClassic,VarJ,IterType
0.00245943,4.81014e-05,3.38614722465,0.7,0.853799,-437.114,0.986109,500.0,-73830.7,7.8062e-12,-410.232135643,50000,9.2194e-05,1.63644,-410.232135643,5.55556e-05,100,40.8328,-410.232135643,100,3.38614722465,1.84725236473e-16,0.581424432767,31.6849,1
0.000107914,5.40875e-05,0.144516607172,0.7,0.971958,-437.272,0.99834,500.0,-73867.2,3.34178e-13,-410.376399506,50000,5.8101e-05,1.04408,-410.376399506,5.55556e-05,100,40.8281,-410.376399506,100,0.144516607172,1.8559472287e-16,0.565348913464,5.08558,1
0.000167732,5.34513e-05,0.238153600795,0.7,0.959799,-437.021,0.997585,500.0,-73822.7,5.20199e-13,-410.130276616,50000,6.1054e-05,1.09632,-410.130276616,5.55556e-05,100,40.8317,-410.130276616,100,0.238153600795,1.84930412136e-16,0.56527041117,6.55728,1
0.000494518,5.11997e-05,0.5963011034,0.7,0.922656,-436.68,1.00115,500.0,-73761.7,1.52278e-12,-409.800138287,50000,5.93819e-05,1.0701,-409.800138287,5.55556e-05,100,40.8276,-409.800138287,100,0.5963011034,1.85686077538e-16,0.569567762299,10.4669,1
0.000393562,5.19641e-05,0.498047212229,0.7,0.936008,-436.608,1.0007,500.0,-73749.7,1.213e-12,-409.731249957,50000,6.19662e-05,1.11617,-409.731249957,5.55556e-05,100,40.8196,-409.731249957,100,0.498047212229,1.87187417778e-16,0.565945000805,9.55433,1
0.000469045,5.14175e-05,0.571733441537,0.7,0.924205,-436.761,0.998586,500.0,-73777.7,1.45177e-12,-409.88872901,50000,6.15417e-05,1.10618,-409.88872901,5.55556e-05,100,40.8147,-409.88872901,100,0.571733441537,1.88110112902e-16,0.567982550959,10.3097,1
0.000319053,5.32583e-05,0.399137996901,0.7,0.958683,-436.862,1.00004,500.0,-73795.1,9.84663e-13,-409.981002183,50000,5.97068e-05,1.07476,-409.981002183,5.55556e-05,100,40.8154,-409.981002183,100,0.399137996901,1.87973819512e-16,0.564052632787,8.65135,1
0.000182103,5.36207e-05,0.233579900966,0.7,0.964425,-436.913,0.999225,500.0,-73806.8,5.6292e-13,-410.042303937,50000,5.90568e-05,1.0622,-410.042303937,5.55556e-05,100,40.8157,-410.042303937,100,0.233579900966,1.87926494747e-16,0.563620663874,6.52059,1
0.000317515,5.25464e-05,0.420796264205,0.7,0.945546,-436.793,0.999694,500.0,-73785.3,9.80584e-13,-409.927202994,50000,6.17804e-05,1.11171,-409.927202994,5.55556e-05,100,40.816,-409.927202994,100,0.420796264205,1.878555462e-16,0.564277369185,8.8651,1
0.000208004,5.3633e-05,0.284109587499,0.7,0.962542,-437.113,0.997046,500.0,-73838.3,6.45799e-13,-410.218329139,50000,6.08609e-05,1.09226,-410.218329139,5.55556e-05,100,40.8178,-410.218329139,100,0.284109587499,1.87520463984e-16,0.568055457482,7.18525,1
0.0084238,3.35812e-05,8.84466268699,0.7,0.613774,-435.496,1.01541,500.0,-73544.0,2.52164e-11,-408.784815335,50000,7.55927e-05,1.38163,-408.784815335,5.55556e-05,100,40.8211,-408.784815335,100,8.84466268699,1.86902003266e-16,0.631115279233,46.3712,1
0.0264581,1.64457e-05,26.5859218931,0.7,0.299409,-434.64,1.01144,500.0,-73372.5,7.98246e-11,-408.256551229,50000,9.27288e-05,1.68821,-408.256551229,5.55556e-05,100,40.821,-408.256551229,100,26.5859218931,1.86925543461e-16,0.651319696889,90.5656,1
0.000479837,5.20956e-05,0.59563833181,0.7,0.936729,-436.6,0.998942,500.0,-73751.7,1.48412e-12,-409.744302074,50000,6.06099e-05,1.08982,-409.744302074,5.55556e-05,100,40.8412,-409.744302074,100,0.59563833181,1.83192635296e-16,0.566297088681,10.5163,1
0.000439461,5.31948e-05,0.554913269609,0.7,0.956136,-437.114,0.998569,500.0,-73839.4,1.36025e-12,-410.230754165,50000,6.0711e-05,1.09123,-410.230754165,5.55556e-05,100,40.8529,-410.230754165,100,0.554913269609,1.8105837684e-16,0.566849523305,10.2806,1
9.60681e-05,5.0361e-05,0.147853699695,0.7,0.905909,-437.054,0.999351,500.0,-73815.8,2.96891e-13,-410.090394147,50000,5.77326e-05,1.03851,-410.090394147,5.55556e-05,100,40.8598,-410.090394147,100,0.147853699695,1.79805687492e-16,0.562379574194,5.11528,1
0.0001521,5.34341e-05,0.190350218871,0.7,0.962241,-436.904,1.00044,500.0,-73803.4,4.69028e-13,-410.022557836,50000,5.99944e-05,1.08038,-410.022557836,5.55556e-05,100,40.8612,-410.022557836,100,0.190350218871,1.7955755473e-16,0.560743744407,5.84637,1
0.000705555,4.47728e-05,0.908363188303,0.7,0.812994,-437.198,1.00879,500.0,-73805.4,2.13986e-12,-410.046555691,50000,6.14852e-05,1.11646,-410.046555691,5.55556e-05,100,40.865,-410.046555691,100,0.908363188303,1.78879367197e-16,0.592569536439,12.4267,1
7.73069e-05,5.32492e-05,0.114967539524,0.7,0.958193,-436.945,0.999696,500.0,-73808.9,2.38747e-13,-410.051340048,50000,5.76468e-05,1.03733,-410.051340048,5.55556e-05,100,40.8704,-410.051340048,100,0.114967539524,1.77922516669e-16,0.560730377091,4.53147,1
0.000675501,5.12458e-05,0.831072575817,0.7,0.923043,-436.603,1.00067,500.0,-73744.7,2.08208e-12,-409.71071418,50000,6.06892e-05,1.09314,-409.71071418,5.55556e-05,100,40.8741,-409.71071418,100,0.831072575817,1.7725657946e-16,0.572077481315,12.3403,1
0.000501239,5.18571e-05,0.621710796768,0.7,0.935247,-436.554,1.00195,500.0,-73738.8,1.54102e-12,-409.673219521,50000,6.02691e-05,1.08696,-409.673219521,5.55556e-05,100,40.8857,-409.673219521,100,0.621710796768,1.75211532294e-16,0.569725865037,10.6722,1
9.40745e-05,5.39282e-05,0.123570991686,0.7,0.970891,-436.75,1.00019,500.0,-73778.0,2.90244e-13,-409.880320632,50000,5.76738e-05,1.03833,-409.880320632,5.55556e-05,100,40.8785,-409.880320632,100,0.123570991686,1.76475966268e-16,0.559446110685,4.69688,1
0.0697925,6.00472e-07,56.3457794131,0.7,0.0111964,-431.862,1.03589,500.0,-72828.0,2.00741e-10,-406.036653789,50000,0.00010769,2.00799,-406.036653789,5.55556e-05,100,nan,-406.036653789,100,56.3457794131,nan,0.711681348816,125.333,1
9.50422e-05,5.34736e-05,0.128250210556,0.7,0.960474,-437.043,0.99787,500.0,-73826.4,2.94593e-13,-410.149231717,50000,5.82295e-05,1.0459,-410.149231717,5.55556e-05,100,40.9104,-410.149231717,100,0.128250210556,1.70930260099e-16,0.564915059081,4.76915,1
0.0121911,2.78852e-05,32.916140425,0.7,0.485997,-435.522,0.968251,500.0,-73609.2,4.01348e-11,-409.253233029,50000,0.000170218,2.96665,-409.253233029,5.55556e-05,100,40.9279,-409.253233029,100,32.916140425,1.67980089169e-16,0.623436394438,125.431,1
0.00292982,4.74911e-05,4.22612531344,0.7,0.844915,-436.352,0.98839,500.0,-73703.0,9.25634e-12,-409.536771299,50000,9.85776e-05,1.7538,-409.536771299,5.55556e-05,100,40.8733,-409.536771299,100,4.22612531344,1.77397965902e-16,0.583534646692,37.3981,1
0.00025341,5.22963e-05,0.342882614975,0.7,0.938854,-437.211,0.997366,500.0,-73848.6,7.86266e-13,-410.277000789,50000,6.09859e-05,1.09486,-410.277000789,5.55556e-05,100,40.8529,-410.277000789,100,0.342882614975,1.81054231836e-16,0.568838064158,7.7889,1
0.0444474,1.66029e-05,39.0551089045,0.7,0.309682,-432.855,1.03624,500.0,-73030.6,1.27756e-10,-406.645966739,50000,9.70745e-05,1.81066,-406.645966739,5.55556e-05,100,nan,-406.645966739,100,39.0551089045,nan,0.771171660549,99.7079,1
0.0393256,2.38107e-05,38.4625053724,0.7,0.436963,-434.068,1.01953,500.0,-73251.7,1.1677e-10,-407.885595563,50000,0.000103283,1.89541,-407.885595563,5.55555e-05,100,40.8737,-407.885595563,100,38.4625053724,1.77326239694e-16,0.680682543637,114.653,1
1.36556e+11,,997.92866287,0.7,,-375.826,6329.65,495.04950495,-51371.7,1.03125e-05,-405.904731943,50000,0.261173,3.0054e+07,-405.904731943,5.50055e-05,100,nan,-405.904731943,101,997.92866287,nan,0.897935605458,2141.46,1
2.84326e+22,,13505.5162575,0.7,,-92.2255,3.92443e+09,454.545454545,-27183.4,4.70905e-06,-367.380371323,50000,0.0965434,7.50177e+12,-367.380371323,5.0505e-05,100,nan,-367.380371323,110,13505.5162575,nan,9.99154742653,2276.68,1
2.83042e+16,,1093.19180723,0.7,,nan,4.64736e+06,495.04950495,nan,3.96507e-06,-403.087821466,50000,0.182856,1.54493e+10,-403.087821466,5.50055e-05,100,nan,-403.087821466,101,1093.19180723,nan,0.463518353807,nan,1
1.54599e+31,,10422.6410571,0.7,,-137.018,1.20876e+14,454.545454545,-32208.5,2.69894e-06,-363.13023376,50000,0.0639818,1.53131e+17,-363.13023376,5.05051e-05,100,nan,-363.13023376,110,10422.6410571,nan,7.65359200866,1914.92,1
4.54244e+09,,17632.6901293,0.7,,nan,2168.82,413.223140496,nan,2.03576e-06,-335.866919346,50000,0.0474602,2.24187e+06,-335.866919346,4.59137e-05,100,nan,-335.866919346,121,17632.6901293,nan,19.9961749237,nan,1
1.69899e+08,,17534.6708889,0.7,,-132.764,409.38,403.225806452,-27612.5,2.03492e-06,-313.834268015,50000,0.0667807,610199.0,-313.834268015,4.48029e-05,100,nan,-313.834268015,124,17534.6708889,nan,9.82245859966,1745.93,1
990.39,,24741.5082782,0.7,,-102.397,9.84701,340.136054422,-22753.1,1.45887e-08,-267.210088929,50000,0.00296165,771.665,-267.210088929,3.77929e-05,100,nan,-267.210088929,147,24741.5082782,nan,2.63740711731,1688.89,1
290.211,,26325.9876615,0.7,,-91.6221,6.19086,287.356321839,-18604.2,7.71913e-09,-222.198972077,50000,0.00302873,587.264,-222.198972077,3.19285e-05,100,nan,-222.198972077,174,26325.9876615,nan,4.99921589803,1477.65,1
250.449,,19409.0427087,0.7,,-121.631,6.14036,326.797385621,-22848.5,8.75799e-09,-243.558566574,50000,0.00118406,200.231,-243.558566574,3.63108e-05,100,nan,-243.558566574,153,19409.0427087,nan,2.11597119785,1610.78,1
240.331,,27077.2791645,0.7,,-87.5919,6.13013,285.714285714,-18333.3,6.4454e-09,-221.800115555,50000,0.00304327,587.653,-221.800115555,3.1746e-05,100,nan,-221.800115555,175,27077.2791645,nan,3.69811447272,1690.3,1
715.481,,25227.8169923,0.7,,-94.5765,5.07596,279.329608939,-18235.5,2.67492e-08,-214.874215792,50000,0.0083034,1358.0,-214.874215792,3.10366e-05,100,nan,-214.874215792,179,25227.8169923,nan,10.4761389832,1426.85,1
2.02107e+07,,22706.4989999,0.7,,nan,91.6102,255.102040816,nan,1.9348e-06,-187.732719249,50000,0.0817669,264271.0,-187.732719249,2.83447e-05,100,nan,-187.732719249,196,22706.4989999,nan,10.0002561376,nan,1
103451.0,,20497.2380188,0.7,,-89.5846,8.03744,231.481481481,-16369.4,1.05936e-06,-173.55460769,50000,0.0613882,19183.6,-173.55460769,2.57202e-05,100,nan,-173.55460769,216,20497.2380188,nan,11.0015443812,1212.61,1
13.4998,,17529.7893248,0.7,,-80.4096,1.7211,187.969924812,-14013.3,1.98796e-09,-139.717148263,50000,0.00162391,133.821,-139.717148263,2.08855e-05,100,nan,-139.717148263,266,17529.7893248,nan,14.7230176452,1077.45,1
8.09903e+10,,3855.02192041,0.7,,-221.464,3346.7,485.436893204,-40883.9,2.10368e-05,-397.239235716,50000,0.442492,2.74556e+07,-397.239235716,5.39374e-05,100,nan,-397.239235716,103,3855.02192041,nan,2.00324022084,2655.42,1
1374.37,,24425.4386364,0.7,,-118.893,10.9896,370.37037037,-26622.4,1.92721e-08,-296.38898951,50000,0.00302244,807.133,-296.38898951,4.11523e-05,100,nan,-296.38898951,135,24425.4386364,nan,2.52949681356,2053.44,1
50.9514,,23874.9121926,0.7,,-83.5897,2.63114,218.340611354,-15663.3,4.33165e-09,-167.772362937,50000,0.00322191,349.434,-167.772362937,2.42601e-05,100,nan,-167.772362937,229,23874.9121926,nan,9.65672919343,1316.21,1
4.35413,,11801.4641463,0.7,,-79.6069,1.44847,166.666666667,-13687.3,7.11694e-10,-117.516369705,50000,0.000477601,37.3568,-117.516369705,1.85185e-05,100,nan,-117.516369705,300,11801.4641463,nan,4.96354747049,850.391,1
0.877253,2.76466e-40,5000.65786596,0.7,2.33353e-35,-70.6678,1.05851,112.866817156,-11308.6,1.23136e-10,-79.1446666956,50000,0.000156687,13.2253,-79.1446666956,1.25408e-05,100,nan,-79.1446666956,443,5000.65786596,nan,5.14008713594,486.581,1
0.498984,1.07467e-14,3111.87711106,0.7,9.9465e-10,-69.6258,1.04087,101.214574899,-10938.8,5.82503e-11,-70.8398674062,50000,0.000100387,9.29117,-70.8398674062,1.12461e-05,100,nan,-70.8398674062,494,3111.87711106,nan,4.62879039762,386.148,1
0.632863,,3027.71661451,0.7,,-69.6282,1.06728,101.83299389,-10882.9,7.11286e-11,-70.8470649391,50000,0.000120871,11.4013,-70.8470649391,1.13148e-05,100,nan,-70.8470649391,491,3027.71661451,nan,6.18724308564,372.067,1
0.58741,3.51179e-26,2313.61591506,0.7,3.45471e-21,-69.2915,1.08223,99.0099009901,-10809.9,6.06981e-11,-69.2113315808,50000,6.36759e-05,6.26409,-69.2113315808,1.10011e-05,100,nan,-69.2113315808,505,2313.61591506,nan,4.710606167,334.369,1
0.410858,1.03006e-22,2634.17054849,0.7,9.51062e-18,-69.1116,1.00185,97.65625,-10713.4,4.81951e-11,-67.9143794407,50000,5.57202e-05,5.14467,-67.9143794407,1.08507e-05,100,nan,-67.9143794407,512,2634.17054849,nan,4.18042140281,306.644,1
0.647917,7.39822e-19,2701.74755304,0.7,7.26167e-14,-68.4248,1.06504,97.65625,-10588.1,6.72513e-11,-68.1510174824,50000,8.59738e-05,8.4387,-68.1510174824,1.08507e-05,100,nan,-68.1510174824,512,2701.74755304,nan,5.34159133429,388.043,1
1.08746,,8072.91450045,0.7,,-70.1223,1.03924,121.359223301,-11431.2,1.83082e-10,-86.7991614979,50000,0.000137431,10.5917,-86.7991614979,1.34844e-05,100,nan,-86.7991614979,412,8072.91450045,nan,7.55221027791,600.5,1
0.876005,2.32525e-09,299.408354952,0.7,0.000253465,-65.4092,1.09707,90.5797101449,-10207.7,7.37245e-11,-61.729832542,50000,0.000133597,14.5627,-61.729832542,1.00644e-05,100,nan,-61.729832542,552,299.408354952,nan,4.54749871017,312.167,1
1.03631,2.96959e-14,1478.07286047,0.7,3.29324e-09,-63.2005,1.14945,93.2835820896,-9997.27,8.4263e-11,-63.5439450354,50000,8.7234e-05,9.67413,-63.5439450354,1.03648e-05,100,nan,-63.5439450354,536,1478.07286047,nan,4.93572668714,264.071,1
0.91847,9.21859e-33,4559.50615618,0.7,8.76115e-28,-67.4448,1.08416,102.669404517,-10468.2,1.01688e-10,-72.49138662,50000,8.76635e-05,8.33135,-72.49138662,1.14077e-05,100,nan,-72.49138662,487,4559.50615618,nan,3.71055800522,462.072,1
0.641702,4.85896e-16,2328.76506982,0.7,5.19989e-11,-64.7092,1.08294,91.0746812386,-9985.24,5.60314e-11,-63.6938011944,50000,0.000103816,11.1101,-63.6938011944,1.01194e-05,100,nan,-63.6938011944,549,2328.76506982,nan,4.92547782042,336.406,1
inf,,148.745254776,0.7,,-29.8227,2.7567e+15,89.605734767,-6001.28,9.95496e-07,-60.6494307594,50000,0.0999983,2.76878e+19,-60.6494307594,9.95619e-06,100,nan,-60.6494307594,558,148.745254776,nan,10.0000004151,377.338,1
0.511263,2.16141e-21,4366.14928496,0.7,1.85043e-16,-69.721,1.00555,105.708245243,-11049.3,6.97546e-11,-73.7758849679,50000,0.000104865,8.97772,-73.7758849679,1.17454e-05,100,nan,-73.7758849679,473,4366.14928496,nan,4.39492882301,429.272,1
0.47106,2.20763e-08,455.842906997,0.7,0.00242439,-66.0426,1.07036,87.7192982456,-10097.9,3.90594e-11,-60.0689025399,50000,0.000118961,13.0641,-60.0689025399,9.74659e-06,100,nan,-60.0689025399,570,455.842906997,nan,4.58678886755,301.848,1
1.09158e+29,,88.2492636023,0.7,,-41.0976,4.27228e+12,86.8055555556,-6918.16,5.56349e-07,-58.9506295513,50000,0.0696465,3.08499e+16,-58.9506295513,9.64506e-06,100,nan,-58.9506295513,576,88.2492636023,nan,8.40790433377,269.195,1
0.191145,4.10687e-08,272.73845704,0.7,0.00441899,-66.8746,1.02359,85.6164383562,-10186.3,1.65097e-11,-58.7872644504,50000,3.44478e-05,3.70657,-58.7872644504,9.51294e-06,100,inf,-58.7872644504,584,272.73845704,,4.51179499365,161.678,1
