AvgRet,MaxVanillaIw,MaxNormIw,VanillaAvgRet,J,AvgDiscRet,eRenyi2,VarNormIw,VarVanillaIw,MinVanillaIw,AvgVanillaIw,ESSClassic,VarJ,AvgNormIw,AvgEpLen,VarDiscRet,BatchSize,VarRet,MinNormIw,Bound,ESSRenyi
72.25414295235169,344.01324,0.9882197,72.25414295235169,385.78738,72.25414295235169,75.575806,0.009763793,1183.21,,3.4811413,1.0239445169508954,45.97789,0.01,8.23,3264.8257332480625,100,3264.8257332480625,,344.0108,1.3231747795650903
128.22180912920305,257.3576,0.938028,128.22180912920305,573.3994,128.22180912920305,42.969055,0.00880156,662.5248,5.7900485e-32,2.7436025,1.1346171950720203,174.00981,0.010000003,13.83,16804.81701262545,100,16804.81701262545,2.1103815e-34,501.93228,2.3272561984644997
149.11477601912986,105.03469,0.9734969,149.11477601912986,835.4599,149.11477601912986,45.83642,0.009473147,110.27841,,1.0789422,1.0550288309359235,150.42311,0.01,15.92,29421.461420959622,100,29421.461420959622,,737.79266,2.18167134414171
442.1294936822025,97.781746,0.9895979,442.1294936822025,1984.5349,442.1294936822025,33.819695,0.009791144,95.594185,,0.9880957,1.0211133994738084,162.56967,0.010000002,45.23,84562.74125574678,100,84562.74125574678,,1842.3066,2.9568569859107585
658.078677482733,117.83869,0.8311921,658.078677482733,1297.9633,658.078677482733,36.088345,0.006926941,139.22408,4.2552008e-32,1.4177071,1.437262803354139,561.7233,0.01,66.83,133485.18832336745,100,133485.18832336745,3.0014669e-34,1113.3718,2.770977754189251
673.2839421327309,118.923225,0.977884,673.2839421327309,1691.3328,673.2839421327309,58.139412,0.009559249,141.37814,,1.2161281,1.045625406969347,196.89705,0.01,68.35,106507.7632458543,100,106507.7632458543,,1482.0481,1.720003637580935
663.7801074628082,420.71432,0.7461322,663.7801074628082,1061.644,663.7801074628082,33.234966,0.0056153866,1785.347,5.284896e-06,5.6386027,1.7670241030962597,850.2086,0.009999998,67.4,85452.94428510463,100,85452.94428510463,9.372704e-09,919.9105,3.00887923770713
759.0693169922328,161.04489,0.9607929,759.0693169922328,1824.3081,759.0693169922328,58.978317,0.009227301,259.24405,,1.6761665,1.0828339355788648,377.1242,0.009999998,76.93,113556.7094326079,100,113556.7094326079,,1606.6554,1.6955383714645778
688.5676493661038,99.436165,0.96247476,688.5676493661038,1704.71,688.5676493661038,42.987732,0.009259717,98.83431,,1.0331302,1.079084151466868,261.55197,0.01,69.88,109196.20337357107,100,109196.20337357107,,1522.4935,2.326245082073118
647.0831799784053,39.01573,0.6669438,647.0831799784053,1290.8687,647.0831799784053,25.450535,0.0049298885,16.870895,,0.5849928,2.00779476819258,157.47487,0.01,65.73,88890.24964473389,100,88890.24964473389,,1164.3696,3.9291905142688415
671.7725594006334,182.50204,0.95839053,671.7725594006334,1613.5641,671.7725594006334,80.70361,0.009180605,332.906,,1.9042555,1.0882819609360979,380.36603,0.01,68.2,105959.12632308535,100,105959.12632308535,,1367.6252,1.2391018931395623
618.6607713814842,10.702167,0.98924214,618.6607713814842,1805.3771,618.6607713814842,54.456734,0.009784164,1.1451485,,0.10818551,1.0218344629429539,162.91724,0.01,62.89,79587.16353943011,100,79587.16353943011,,1630.2881,1.836320197686863
646.1697392117578,233.00975,0.9596232,646.1697392117578,1458.2823,646.1697392117578,76.058586,0.009203186,542.6062,1.1005465e-36,2.428138,1.085640625824872,323.65756,0.010000002,65.64,73053.63357303999,100,73053.63357303999,4.532472e-39,1260.0354,1.3147759523353593
674.7768387103231,138.18372,0.9507418,674.7768387103231,1194.6527,674.7768387103231,52.22874,0.009037298,190.90935,,1.4534305,1.1053481483996357,272.8505,0.01,68.5,102690.73678996498,100,102690.73678996498,,999.8783,1.9146546264526674
705.9780362903984,125.253525,0.69447905,705.9780362903984,1344.8796,705.9780362903984,44.81155,0.0051890756,168.7919,3.0379144e-16,1.803561,1.9094232440292644,3160.0847,0.010000002,71.62,144659.30612206913,100,144659.30612206913,1.6843979e-18,1130.7485,2.231567524147918
683.5795022015935,1.0,0.01,683.5795022015935,683.57947,683.5795022015935,1.0,3.5044917e-18,,1.0,1.0,100.0,335.04483,0.009999998,69.38,113388.91063425287,100,113388.91063425287,0.01,655.2592,100.0
746.2827613244929,1.0,0.01,746.2827613244929,746.2827,746.2827613244929,1.0,3.5044917e-18,,1.0,1.0,100.0,338.6238,0.009999998,75.65,115824.3260679224,100,115824.3260679224,0.01,717.66,100.0
651.6767834285496,1.0,0.01,651.6767834285496,651.67676,651.6767834285496,1.0,3.5044917e-18,,1.0,1.0,100.0,276.65894,0.009999998,66.19,77313.3060582484,100,77313.3060582484,0.01,628.2917,100.0
685.4878452888744,1.0,0.01,685.4878452888744,685.4878,685.4878452888744,1.0,3.5044917e-18,,1.0,1.0,100.0,289.53018,0.009999998,69.57,84674.48223074079,100,84674.48223074079,0.01,661.0148,100.0
635.1717726828551,1.0,0.01,635.1717726828551,635.17175,635.1717726828551,1.0,3.5044917e-18,,1.0,1.0,100.0,292.22122,0.009999998,64.54,86255.79351079314,100,86255.79351079314,0.01,610.47125,100.0
728.1799471796982,1.0,0.01,728.1799471796982,728.18,728.1799471796982,1.0,3.5044917e-18,,1.0,1.0,100.0,310.51,0.009999998,73.84,97390.37472907301,100,97390.37472907301,0.01,701.9336,100.0
646.7883298596837,1.0,0.01,646.7883298596837,646.7883,646.7883298596837,1.0,3.5044917e-18,,1.0,1.0,100.0,309.44156,0.009999998,65.7,96721.29719383342,100,96721.29719383342,0.01,620.63226,100.0
