MinVanillaIw,VarVanillaIw,AvgNormIw,VarNormIw,VarDiscRet,AvgEpLen,MaxVanillaIw,SamplesThisIter,Bound,BatchSize,ESSRenyi,VanillaAvgRet,EpsThisIter,VarJ,AvgVanillaIw,J,AvgRet,MinNormIw,VarRet,delta,MaxNormIw,AvgDiscRet,IterType,renyi2,ESSClassic
,4516.49,2.42601e-05,9.26831e-08,3570782.5946,218.340611354,5784.65,50000,4379.49,100,nan,2175.38263212,229,16734.2,5.3554,851583.0,2175.38263212,,3570782.5946,0.6,0.0262046,2175.38263212,1,nan,5.0948551168
,603.225,2.53678e-05,1.16241e-08,3339227.03395,228.310502283,700.6,50000,4338.21,100,nan,2274.82180113,219,17530.6,5.77888,848859.0,2274.82180113,,3339227.03395,0.6,0.00307546,2274.82180113,1,nan,3.43423189764
,32.4396,3.30688e-05,8.6593e-09,3774984.3368,297.619047619,212.792,50000,nan,100,nan,2970.01479221,168,nan,2.02402,nan,2970.01479221,,3774984.3368,0.6,0.00347663,2970.01479221,1,nan,3.24242451438
,2628.68,3.003e-05,3.06829e-07,4602069.69635,270.27027027,4159.24,50000,4512.01,100,nan,2696.38101357,185,14362.7,2.77956,863215.0,2696.38101357,,4602069.69635,0.6,0.044936,2696.38101357,1,nan,5.11199034859
,15.8856,3.32668e-05,5.35026e-09,4438745.23954,299.401197605,72.5724,50000,4503.4,100,nan,2987.80813274,167,10371.9,1.8127,871746.0,2987.80813274,,4438745.23954,0.6,0.00133185,2987.80813274,1,nan,2.43002026732
,220.419,2.79174e-05,1.73625e-08,4442800.12969,251.256281407,863.028,50000,4465.07,100,nan,2505.69437203,199,15591.0,3.14552,856366.0,2505.69437203,,4442800.12969,0.6,0.00765961,2505.69437203,1,nan,6.60358465875
,1.93095,4.08497e-05,2.9613e-09,3633839.58284,367.647058824,11.8833,50000,4554.86,100,nan,3672.38846188,136,8266.2,1.04312,873888.0,3672.38846188,,3633839.58284,0.6,0.000465365,3672.38846188,1,nan,2.70778727265
,14.006,3.1211e-05,4.33009e-09,5049891.61616,280.898876404,83.1402,50000,4538.53,100,nan,2803.56092996,178,13675.6,1.77507,858743.0,2803.56092996,,5049891.61616,0.6,0.00146185,2803.56092996,1,nan,3.74947926318
,5.25155,3.83142e-05,3.64317e-09,4082610.24593,344.827586207,19.7376,50000,4545.1,100,nan,3443.87331648,145,9552.28,1.45467,872280.0,3443.87331648,,4082610.24593,0.6,0.000519865,3443.87331648,1,nan,3.22921616084
,8.94622,3.40832e-05,4.18904e-09,4543483.27516,306.748466258,61.6734,50000,4533.33,100,nan,3062.29955915,163,13594.1,1.57508,854064.0,3062.29955915,,4543483.27516,0.6,0.00133455,3062.29955915,1,nan,2.77154556143
,2.25956,3.96825e-05,2.97612e-09,3843600.1699,357.142857143,15.7825,50000,4558.26,100,nan,3567.50785751,140,9568.85,1.09342,872136.0,3567.50785751,,3843600.1699,0.6,0.000572782,3567.50785751,1,nan,2.592926591
9.83693e-31,1.26386,4.40917e-05,2.22451e-09,3420939.63522,396.825396825,7.89579,50000,4568.95,100,nan,3965.31422563,126,7126.81,1.05097,880176.0,3965.31422563,4.12694e-35,3420939.63522,0.6,0.000331256,3965.31422563,1,nan,2.51835480162
,1.43859,4.44444e-05,2.52371e-09,3001352.21506,400.0,10.6815,50000,4560.39,100,nan,3996.92948344,125,7808.47,1.06112,875357.0,3996.92948344,,3001352.21506,0.6,0.000447386,3996.92948344,1,nan,2.4441941081
4.96796e-20,0.884854,4.55373e-05,2.00014e-09,2957242.00292,409.836065574,8.18563,50000,4563.53,100,nan,4095.42357217,122,7369.11,0.957797,877342.0,4095.42357217,2.36196e-24,2957242.00292,0.6,0.000389176,4095.42357217,1,nan,2.01495848973
,2.66634,4.14594e-05,2.92782e-09,3498133.9202,373.134328358,17.5545,50000,4536.99,100,nan,3727.12086601,134,9168.69,1.25115,866658.0,3727.12086601,,3498133.9202,0.6,0.000581707,3727.12086601,1,nan,2.3600672836
3.7638e-21,0.873495,4.83092e-05,1.86139e-09,2312158.2781,434.782608696,9.51114,50000,4573.22,100,nan,4345.80175166,115,5586.93,1.0465,885296.0,4345.80175166,1.73746e-25,2312158.2781,0.6,0.000439058,4345.80175166,1,nan,2.13384114111
,3.1768,3.9968e-05,3.09599e-09,3927100.68138,359.712230216,31.477,50000,4546.44,100,nan,3592.97236858,139,9663.63,1.28029,867735.0,3592.97236858,,3927100.68138,0.6,0.000982649,3592.97236858,1,nan,2.17225961536
,3.20028,3.96825e-05,3.13212e-09,4026594.51666,357.142857143,22.2645,50000,4546.64,100,nan,3567.23578158,140,10053.8,1.26845,866167.0,3567.23578158,,4026594.51666,0.6,0.000696527,3567.23578158,1,nan,2.7520430212
2.10371e-24,1.51941,4.34028e-05,2.46382e-09,3296199.63944,390.625,12.0045,50000,4562.53,100,nan,3903.00813307,128,8406.67,1.07783,872957.0,3903.00813307,8.47133e-29,3296199.63944,0.6,0.000483406,3903.00813307,1,nan,2.83356256857
,3.93701,3.83142e-05,3.01175e-09,4855124.53662,344.827586207,14.3334,50000,4554.12,100,nan,3443.90399358,145,11504.5,1.38527,861844.0,3443.90399358,,4855124.53662,0.6,0.000396437,3443.90399358,1,nan,3.44163781885
8.55398e-38,1.30785,4.34028e-05,2.25625e-09,3600477.98972,390.625,8.85738,50000,4572.77,100,nan,3903.43238353,128,9375.48,1.04497,869872.0,3903.43238353,3.55229e-42,3600477.98972,0.6,0.000367892,3903.43238353,1,nan,3.8349004071
,2.5611,3.75375e-05,2.75644e-09,5063051.67564,337.837837838,22.5982,50000,4571.55,100,nan,3374.44457777,148,12735.3,1.14421,852167.0,3374.44457777,,5063051.67564,0.6,0.000741372,3374.44457777,1,nan,3.75313349451
,0.820366,4.7081e-05,1.71816e-09,2802605.35667,423.728813559,9.91855,50000,4574.64,100,nan,4235.0878616,118,7889.01,1.02877,877553.0,4235.0878616,,2802605.35667,0.6,0.000453917,4235.0878616,1,nan,1.86962567889
8.64582e-26,1.47212,4.30663e-05,2.34987e-09,3196340.46992,387.596899225,10.769,50000,4555.65,100,nan,3872.5568901,129,9362.26,1.07792,867048.0,3872.5568901,3.45427e-30,3196340.46992,0.6,0.000430253,3872.5568901,1,nan,2.10643877994
5.87208e-07,0.337031,5.09684e-05,8.78052e-10,1716871.70951,458.71559633,3.46732,50000,4585.36,100,nan,4585.65326901,109,5604.29,0.998564,887640.0,4585.65326901,2.99721e-11,1716871.70951,0.6,0.000176978,4585.65326901,1,nan,1.47236203777
,0.910643,4.62963e-05,1.72325e-09,3105262.48766,416.666666667,6.92489,50000,4573.82,100,nan,4164.35203905,120,8481.19,1.06426,874662.0,4164.35203905,,3105262.48766,0.6,0.00030124,4164.35203905,1,nan,2.89633674091
,1.50064,4.2735e-05,2.18016e-09,4073204.54079,384.615384615,9.82793,50000,4565.86,100,nan,3842.95435791,130,9962.98,1.12119,866053.0,3842.95435791,,4073204.54079,0.6,0.0003746,3842.95435791,1,nan,2.8648886204
2.47704e-30,0.997145,4.37445e-05,2.03956e-09,3480056.84205,393.700787402,16.0384,50000,4573.61,100,nan,3934.27556809,127,8234.79,0.967241,874772.0,3934.27556809,1.12027e-34,3480056.84205,0.6,0.000725353,3934.27556809,1,nan,3.12913303287
7.62989e-06,0.187218,5.34188e-05,4.95713e-10,873445.786638,480.769230769,2.97107,50000,4586.83,100,nan,4806.62304305,104,4072.43,1.03813,892714.0,4806.62304305,3.92608e-10,873445.786638,0.6,0.000152881,4806.62304305,1,nan,1.28236156132
0.987679,5.95658e-07,5.55556e-05,1.83846e-15,0.0138345247831,500.0,1.0081,50000,4591.06,100,,4999.25716321,100,1.57053,0.999996,899866.0,4999.25716321,5.48712e-05,0.0138345247831,0.6,5.60056e-05,4999.25716321,1,inf,0.55585872147
6.40915e-15,0.653878,4.66853e-05,1.56208e-09,2812879.08765,420.168067227,7.70599,50000,4574.34,100,nan,4199.46016402,119,9170.11,0.955164,870226.0,4199.46016402,3.13259e-19,2812879.08765,0.6,0.000376644,4199.46016402,1,nan,1.89439404384
2.44992e-25,0.955633,4.59137e-05,1.8248e-09,3120590.7903,413.223140496,7.96151,50000,4569.57,100,nan,4129.74184552,121,8495.35,1.0507,873490.0,4129.74184552,1.07057e-29,3120590.7903,0.6,0.000347903,4129.74184552,1,nan,2.37428265103
3.10817e-30,0.752522,4.78927e-05,1.7032e-09,2159529.40993,431.034482759,6.92938,50000,4562.66,100,nan,4307.90100019,116,6997.52,1.00669,877716.0,4307.90100019,1.47869e-34,2159529.40993,0.6,0.00032966,4307.90100019,1,nan,1.51565245318
8.40828e-34,0.993416,4.62963e-05,1.79538e-09,2975290.05776,416.666666667,6.62918,50000,4564.85,100,nan,4163.77790974,120,8899.24,1.08902,871396.0,4163.77790974,3.57453e-38,2975290.05776,0.6,0.00028182,4163.77790974,1,nan,2.36851592821
8.69493e-08,0.307994,5.09684e-05,8.22434e-10,1889910.49736,458.71559633,4.15449,50000,4587.75,100,nan,4585.6501121,109,5935.73,0.986329,887668.0,4585.6501121,4.49309e-12,1889910.49736,0.6,0.000214683,4585.6501121,1,nan,1.43671420188
0.000724741,0.0773122,5.44662e-05,2.2604e-10,463923.098013,490.196078431,2.05805,50000,4588.87,100,nan,4901.07635561,102,3190.48,1.0073,895718.0,4901.07635561,3.91878e-08,463923.098013,0.6,0.000111282,4901.07635561,1,nan,1.01808025457
6.60052e-24,1.12009,4.44444e-05,2.04895e-09,3564261.17242,400.0,8.72093,50000,4574.97,100,nan,3997.43087752,125,8961.7,1.03915,872918.0,3997.43087752,2.82304e-28,3564261.17242,0.6,0.000372994,3997.43087752,1,nan,2.62365089465
9.02213e-15,0.329665,5.09684e-05,8.47254e-10,1677041.6001,458.71559633,3.71387,50000,4585.26,100,nan,4585.71389181,109,6203.64,1.00538,885784.0,4585.71389181,4.57382e-19,1677041.6001,0.6,0.000188277,4585.71389181,1,nan,1.44467611226
3.86676e-25,1.05864,4.40917e-05,1.88814e-09,3376824.03159,396.825396825,8.90295,50000,4574.19,100,nan,3965.58696469,126,9715.2,1.04403,867451.0,3965.58696469,1.63301e-29,3376824.03159,0.6,0.000375989,3965.58696469,1,nan,2.00644695468
2.60653e-09,0.393458,5.09684e-05,1.07039e-09,1333430.76594,458.71559633,4.94901,50000,4578.22,100,nan,4585.67836227,109,5605.62,0.977191,885597.0,4585.67836227,1.35951e-13,1333430.76594,0.6,0.000258131,4585.67836227,1,nan,1.27730713946
3.98429e-36,0.682768,4.83092e-05,1.40387e-09,2695079.93207,434.782608696,5.8636,50000,4581.8,100,nan,4345.92957123,115,7465.44,1.06537,880349.0,4345.92957123,1.80667e-40,2695079.93207,0.6,0.000265884,4345.92957123,1,nan,2.05499287633
4.905e-07,0.14156,5.29101e-05,4.4712e-10,1139365.84778,476.19047619,2.84049,50000,4589.94,100,nan,4760.76213914,105,4839.19,0.941447,892398.0,4760.76213914,2.75665e-11,1139365.84778,0.6,0.000159638,4760.76213914,1,nan,1.23121905723
5.04207e-17,0.538063,4.74834e-05,1.40312e-09,2702203.5751,427.35042735,6.18514,50000,4579.49,100,nan,4271.47801176,117,7556.02,0.929846,879392.0,4271.47801176,2.57477e-21,2702203.5751,0.6,0.000315849,4271.47801176,1,nan,1.75379547478
8.86486e-13,0.441461,4.96032e-05,1.15477e-09,1874772.32236,446.428571429,4.76428,50000,4578.29,100,nan,4462.58458003,112,6627.31,0.969856,882553.0,4462.58458003,4.53393e-17,1874772.32236,0.6,0.000243668,4462.58458003,1,nan,1.93207306512
8.08761e-10,0.442,5.00501e-05,1.09821e-09,1982179.91691,450.45045045,5.103,50000,4585.36,100,nan,4502.86767553,111,6715.44,1.00409,883618.0,4502.86767553,4.03136e-14,1982179.91691,0.6,0.000254365,4502.86767553,1,nan,2.43420755126
1.29823e-38,0.919264,4.40917e-05,1.78849e-09,3685221.26433,396.825396825,9.83583,50000,4576.75,100,nan,3965.61907315,126,11546.3,0.999618,859153.0,3965.61907315,5.73131e-43,3685221.26433,0.6,0.000433844,3965.61907315,1,nan,2.50629757891
2.23212e-08,0.36123,5.09684e-05,9.70074e-10,1473660.92534,458.71559633,3.69291,50000,4578.63,100,nan,4585.65180992,109,6201.57,0.983537,884347.0,4585.65180992,1.15672e-12,1473660.92534,0.6,0.000191372,4585.65180992,1,nan,1.36186188489
5.37655e-12,0.568944,4.87329e-05,1.383e-09,2242402.9017,438.596491228,5.1418,50000,4574.95,100,nan,4384.12620722,114,7359.75,0.988433,878847.0,4384.12620722,2.65081e-16,2242402.9017,0.6,0.000253508,4384.12620722,1,nan,2.13186819083
,4.03875,3.9968e-05,3.25374e-09,3384244.51492,359.712230216,22.129,50000,4522.46,100,nan,3592.48776103,139,12058.1,1.40814,849374.0,3592.48776103,,3384244.51492,0.6,0.000628101,3592.48776103,1,nan,2.77539573877
1.89815e-20,0.578682,4.74834e-05,1.477e-09,2562246.11078,427.35042735,7.27605,50000,4577.52,100,nan,4271.39829148,117,7151.36,0.939876,879745.0,4271.39829148,9.58964e-25,2562246.11078,0.6,0.000367593,4271.39829148,1,nan,1.68575931977
2.26954e-09,0.451443,4.96032e-05,1.12967e-09,1739444.47752,446.428571429,5.78512,50000,4570.4,100,nan,4461.91391687,112,7055.99,0.991595,878005.0,4461.91391687,1.1353e-13,1739444.47752,0.6,0.000289393,4461.91391687,1,nan,1.6082739486
1.44844e-05,0.146507,5.29101e-05,4.2881e-10,1139346.41243,476.19047619,2.36126,50000,4589.88,100,nan,4760.7233526,105,4769.89,0.97799,892700.0,4760.7233526,7.83618e-10,1139346.41243,0.6,0.000127746,4760.7233526,1,nan,0.982196071028
1.68328e-28,0.588492,4.66853e-05,1.32574e-09,3124260.20326,420.168067227,6.07212,50000,4579.19,100,nan,4199.4754313,119,9094.1,0.983606,872958.0,4199.4754313,7.98944e-33,3124260.20326,0.6,0.000288204,4199.4754313,1,nan,1.52208259491
,0.970769,4.7081e-05,1.79829e-09,2195488.59206,423.728813559,6.433,50000,4558.03,100,nan,4234.55857575,118,8649.76,1.09389,869951.0,4234.55857575,,2195488.59206,0.6,0.000276876,4234.55857575,1,nan,1.80342792201
0.988123,9.62326e-07,5.55556e-05,2.97036e-15,0.0814941323445,500.0,1.00794,50000,4591.04,100,,4999.23457576,100,3.80531,0.999963,899862.0,4999.23457576,5.48978e-05,0.0814941323445,0.6,5.59985e-05,4999.23457576,1,inf,0.555877752214
8.54397e-22,0.919826,4.51671e-05,1.55515e-09,3349744.82231,406.504065041,8.23906,50000,4573.29,100,nan,4062.55302456,123,11113.4,1.09847,862215.0,4062.55302456,3.51312e-26,3349744.82231,0.6,0.000338775,4062.55302456,1,nan,2.34109742974
3.75493e-19,0.75528,4.55373e-05,1.66403e-09,3441301.71996,409.836065574,10.8922,50000,4573.36,100,nan,4095.74712514,122,10451.5,0.970156,865437.0,4095.74712514,1.76249e-23,3441301.71996,0.6,0.000511258,4095.74712514,1,nan,2.26131002465
1.57687e-07,0.312179,5.09684e-05,7.88856e-10,1832930.35487,458.71559633,4.85441,50000,4584.99,100,nan,4585.68062574,109,7196.34,1.01392,883677.0,4585.68062574,7.92671e-12,1832930.35487,0.6,0.000244024,4585.68062574,1,nan,1.17617687806
2.81838e-12,0.393528,5.14403e-05,9.30011e-10,1450268.26473,462.962962963,4.86433,50000,4586.4,100,nan,4628.1644976,108,6409.07,1.05815,884631.0,4628.1644976,1.37011e-16,1450268.26473,0.6,0.000236472,4628.1644976,1,nan,1.53822507217
7.68341e-12,0.408553,4.83092e-05,1.04313e-09,2314256.85327,434.782608696,4.61744,50000,4579.4,100,nan,4345.90864614,115,9113.06,0.95606,871764.0,4345.90864614,3.88239e-16,2314256.85327,0.6,0.000233317,4345.90864614,1,nan,1.6346152991
8.91034e-26,0.975023,4.37445e-05,1.95907e-09,3564960.65552,393.700787402,11.1897,50000,4574.28,100,nan,3934.29450465,127,9847.59,0.975901,867958.0,3934.29450465,3.99404e-30,3564960.65552,0.6,0.000501573,3934.29450465,1,nan,1.79559286717
6.91096e-16,0.780145,4.7081e-05,1.5444e-09,2889471.44488,423.728813559,7.34964,50000,4574.33,100,nan,4235.13971859,118,9072.84,1.05817,873039.0,4235.13971859,3.07489e-20,2889471.44488,0.6,0.000327008,4235.13971859,1,nan,1.56055006175
3.23643e-13,0.390917,5.00501e-05,9.71653e-10,2216486.73687,450.45045045,5.09752,50000,4586.23,100,nan,4502.87795588,111,7727.78,1.0039,881718.0,4502.87795588,1.61354e-17,2216486.73687,0.6,0.000254139,4502.87795588,1,nan,1.72519342674
1.4559e-15,0.635059,4.7081e-05,1.28927e-09,3047243.07996,423.728813559,7.21273,50000,4575.42,100,nan,4235.15351833,118,10674.2,1.04491,865793.0,4235.15351833,6.55988e-20,3047243.07996,0.6,0.000324986,4235.15351833,1,nan,1.78742563179
2.47044e-21,0.492742,4.74834e-05,1.18504e-09,2700265.2342,427.35042735,5.57483,50000,4574.83,100,nan,4271.41982937,117,10163.8,0.968244,866561.0,4271.41982937,1.21152e-25,2700265.2342,0.6,0.000273394,4271.41982937,1,nan,1.70391977843
5.88281e-09,0.420341,5.09684e-05,1.01932e-09,1174495.14076,458.71559633,5.03688,50000,4575.33,100,nan,4585.66549499,109,6128.54,1.03502,882609.0,4585.66549499,2.89694e-13,1174495.14076,0.6,0.000248037,4585.66549499,1,nan,1.86038943676
2.70673e-32,0.752744,4.55373e-05,1.57684e-09,3292667.51812,409.836065574,7.93141,50000,4575.03,100,nan,4095.9555731,122,10134.6,0.994942,866213.0,4095.9555731,1.23884e-36,3292667.51812,0.6,0.000363011,4095.9555731,1,nan,1.53979176568
2.20718e-07,0.231615,5.24109e-05,6.02709e-10,1155665.64214,471.698113208,3.78231,50000,4586.54,100,nan,4715.75233777,106,5788.21,1.02743,887521.0,4715.75233777,1.12592e-11,1155665.64214,0.6,0.000192942,4715.75233777,1,nan,1.23968313438
0.988223,1.31478e-06,5.55556e-05,4.05795e-15,0.0725495222176,500.0,1.01012,50000,4591.04,100,,4999.23305493,100,3.59154,1.0,899862.0,4999.23305493,5.49011e-05,0.0725495222176,0.6,5.61177e-05,4999.23305493,1,inf,0.556959556376
8.53872e-07,0.216518,5.19211e-05,6.27036e-10,1537385.82076,467.289719626,3.79614,50000,4589.56,100,nan,4671.58112653,107,5684.69,0.964817,889588.0,4671.58112653,4.59507e-11,1537385.82076,0.6,0.000204287,4671.58112653,1,nan,1.08659709667
2.63933e-07,0.266715,5.24109e-05,6.72083e-10,1110771.98647,471.698113208,3.38507,50000,4586.45,100,nan,4715.75415491,106,5710.29,1.04408,887519.0,4715.75415491,1.3249e-11,1110771.98647,0.6,0.000169924,4715.75415491,1,nan,1.33287677226
0.00183072,0.0716887,5.44662e-05,2.05163e-10,450906.395107,490.196078431,1.9661,50000,4588.0,100,nan,4901.06125199,102,3163.35,1.01813,895634.0,4901.06125199,9.79366e-08,450906.395107,0.6,0.000105179,4901.06125199,1,nan,0.869525620027
0.000105292,0.165987,5.34188e-05,4.4059e-10,854023.733544,480.769230769,2.70319,50000,4586.56,100,nan,4806.62669693,104,4727.02,1.03685,891533.0,4806.62669693,5.42472e-09,854023.733544,0.6,0.00013927,4806.62669693,1,nan,1.39177976498
5.77716e-07,0.308344,4.96032e-05,8.77366e-10,2400570.30158,446.428571429,4.23624,50000,4588.29,100,nan,4462.56627841,112,8360.4,0.929902,880020.0,4462.56627841,3.08168e-11,2400570.30158,0.6,0.000225971,4462.56627841,1,nan,1.34885890154
4.11069e-08,0.289216,5.24109e-05,7.14161e-10,1107138.3906,471.698113208,3.93055,50000,4586.4,100,nan,4715.70373792,106,5425.53,1.05471,888272.0,4715.70373792,2.04269e-12,1107138.3906,0.6,0.000195317,4715.70373792,1,nan,1.66410292576
4.70256e-08,0.245575,5.24109e-05,6.42461e-10,1345121.88086,471.698113208,4.08882,50000,4589.92,100,nan,4715.72377851,106,5844.4,1.02468,888800.0,4715.72377851,2.40528e-12,1345121.88086,0.6,0.000209136,4715.72377851,1,nan,1.38965168767
3.56896e-05,0.234569,5.19211e-05,6.52455e-10,1442335.85435,467.289719626,3.08985,50000,4585.47,100,nan,4671.5671261,107,6256.85,0.984472,886996.0,4671.5671261,1.88227e-09,1442335.85435,0.6,0.000162959,4671.5671261,1,nan,1.08387592521
7.3327e-15,0.348336,4.83092e-05,9.56844e-10,2857892.74574,434.782608696,5.92666,50000,4589.16,100,nan,4345.88252836,115,9327.79,0.921739,875255.0,4345.88252836,3.84313e-19,2857892.74574,0.6,0.000310622,4345.88252836,1,nan,1.48909901528
0.00213564,0.0684616,5.44662e-05,2.02372e-10,483194.30819,490.196078431,1.99366,50000,4590.47,100,nan,4901.04024354,102,3450.43,1.00179,895821.0,4901.04024354,1.16113e-07,483194.30819,0.6,0.000108393,4901.04024354,1,nan,1.03690492447
4.25028e-14,0.36007,5.05051e-05,1.01362e-09,1517718.25763,454.545454545,3.9086,50000,4579.77,100,nan,4543.86347985,110,6130.94,0.951897,883818.0,4543.86347985,2.25509e-18,1517718.25763,0.6,0.000207379,4543.86347985,1,nan,1.31279234123
1.95406e-31,0.533864,4.55373e-05,1.1948e-09,3639099.05723,409.836065574,9.42051,50000,4580.58,100,nan,4095.96839193,122,11984.9,0.962575,860042.0,4095.96839193,9.24424e-36,3639099.05723,0.6,0.000445664,4095.96839193,1,nan,1.44844967092
9.91105e-06,0.146981,5.29101e-05,4.58637e-10,1139348.21573,476.19047619,2.93077,50000,4589.9,100,nan,4760.72357004,105,4664.19,0.947184,892527.0,4760.72357004,5.53635e-10,1139348.21573,0.6,0.000163714,4760.72357004,1,nan,0.978475525093
2.28738e-14,0.288087,4.96032e-05,8.3572e-10,2358454.88714,446.428571429,4.25948,50000,4584.24,100,nan,4462.54624915,112,8943.4,0.920961,877062.0,4462.54624915,1.23199e-18,2358454.88714,0.6,0.000229416,4462.54624915,1,nan,1.52682125186
3.47403e-16,0.455605,4.87329e-05,1.15284e-09,2513048.72602,438.596491228,5.52217,50000,4578.94,100,nan,4384.10376957,114,8541.04,0.968794,877182.0,4384.10376957,1.74753e-20,2513048.72602,0.6,0.00027778,4384.10376957,1,nan,1.5298679277
4.42406e-10,0.244041,5.05051e-05,7.32803e-10,2074544.50668,454.545454545,4.13886,50000,4588.84,100,nan,4543.86983637,110,7368.27,0.921665,884227.0,4543.86983637,2.42428e-14,2074544.50668,0.6,0.0002268,4543.86983637,1,nan,1.23233174948
2.91834e-09,0.281543,5.09684e-05,7.61083e-10,1910083.73898,458.71559633,4.16205,50000,4589.51,100,nan,4585.66461704,109,7420.66,0.980297,884230.0,4585.66461704,1.51733e-13,1910083.73898,0.6,0.000216397,4585.66461704,1,nan,1.63807174922
