eRenyi2,VarVanillaIw,ESSClassic,MaxVanillaIw,VarNormIw,Bound,MaxNormIw,ESSRenyi,VarRet,VarDiscRet,VarJ,AvgVanillaIw,AvgDiscRet,MinNormIw,AvgNormIw,AvgEpLen,MinVanillaIw,AvgRet,BatchSize,J
3.0141985,2.0120249,37.94637078495166,4.2253184,0.00016518163,-341.1728,0.03828456,33.17631490377865,4553425.762000742,4553425.762000742,51.016315,1.1036613,-1704.5819581729843,4.641066e-21,0.01,200.0,5.122165e-19,-1704.5819581729843,100,-26.815248
16.893631,4.099194,3.0254172453631996,15.258275,0.0032377066,-4.5079327,0.42881986,5.919390574461609,126.45208207419331,126.45208207419331,5.5206175,0.35582015,-11.589550782591232,,0.010000002,200.0,,-11.589550782591232,100,-1.7445333
30.601511,0.9999424,1.4891058585559687,9.920153,0.0066822628,-3.7496812,0.8109472,3.267812494448861,53.658551753288606,53.658551753288606,13.462706,0.122327976,-8.40800197965603,,0.01,200.0,,-8.40800197965603,100,-2.7929711
16.561563,8.993926,3.2144737153950835,22.366001,0.0030413421,-3.1032617,0.41128826,6.038077265433525,42.985838188389444,42.985838188389444,5.452402,0.5438035,-7.257750696364721,,0.01,200.0,,-7.257750696364721,100,-1.5800761
27.71574,2.5856388,1.424743962542033,15.807879,0.0069886935,-3.6853938,0.8218408,3.608058066083409,50.1553484135111,50.1553484135111,13.3188,0.19234723,-8.466008355077559,,0.01,200.0,,-8.466008355077559,100,-2.857862
47.698532,0.28970775,2.749960442397204,3.6667717,0.0035721369,-4.7696924,0.40716258,2.09650057534123,52.650981041883405,52.650981041883405,34.17919,0.090056695,-8.555965558461311,,0.01,200.0,,-8.555965558461311,100,-6.1626425
6.15333,4.7766085,14.016457084460459,8.638665,0.0006196434,-7.08395,0.098391555,16.25136348123766,52.679534668527246,52.679534668527246,11.435996,0.8779885,-7.918531781942006,,0.01,200.0,,-7.918531781942006,100,-6.343746
3.563812,0.81996053,41.68419444233364,6.921261,0.0001413122,-7.764183,0.09086123,28.059841403141927,55.768470023840855,55.768470023840855,10.667907,0.76173973,-9.126326069436898,0.0004763165,0.01,200.0,0.03628292,-9.126326069436898,100,-8.636171
3.1723802,2.4175036,30.82790768626262,3.8014677,0.00022664794,-7.328228,0.03680812,31.522072832655702,50.92825012500719,50.92825012500719,10.13682,1.0327797,-7.621030017137635,1.2916885e-17,0.009999999,200.0,1.3340297e-15,-7.621030017137635,100,-6.060551
1.0149924,0.042155508,95.73521857943658,1.0984674,4.499747e-06,-8.444908,0.011348907,98.52290943795862,49.34879739011596,49.34879739011596,7.2212954,0.9679059,-7.9553993414854824,0.0066975094,0.010000002,200.0,0.6482559,-7.9553993414854824,100,-8.109965
1.0001831,0.0005020838,99.9504074080277,1.0498596,5.0148472e-08,-9.254468,0.010492334,99.98169280527247,57.19510498278643,57.19510498278643,7.510292,1.0005969,-8.619714560707443,0.009899159,0.009999999,200.0,0.9905067,-8.619714560707443,100,-8.613221
1.0788229,0.2577367,75.81971103635703,1.2651364,3.2213993e-05,-7.1402745,0.0141439745,92.69362425028912,58.20097976685789,58.20097976685789,7.8671355,0.8944702,-7.904063484993768,0.0023040439,0.009999999,200.0,0.20608985,-7.904063484993768,100,-7.2376356
1.0101371,0.049992956,95.08460173571058,1.0791521,5.221733e-06,-8.607196,0.011028987,98.99646480310005,50.96502822009524,50.96502822009524,7.5297074,0.97846895,-8.224319125258154,0.0049761157,0.01,200.0,0.48689744,-8.224319125258154,100,-8.179873
1.007086,0.03160005,96.9833201022986,1.065057,3.1419117e-06,-8.331249,0.010620036,99.29638200531484,52.3669895658228,52.3669895658228,7.129225,1.0028751,-7.893050422584335,0.0049833576,0.010000003,200.0,0.49976856,-7.893050422584335,100,-7.698351
1.0309526,0.1933749,83.55308569977434,3.129681,1.9883191e-05,-8.225982,0.03173533,96.99767247897466,52.063712207723675,52.063712207723675,6.8038707,0.986182,-7.908283028318136,0.009094363,0.010000003,200.0,0.89686966,-7.908283028318136,100,-7.7164397
1.0068363,0.027043087,97.42402853190693,1.0637841,2.6707655e-06,-8.132028,0.0105716605,99.32101224787488,51.70794538040971,51.70794538040971,7.060797,1.0062603,-7.664803349434669,0.0053747636,0.010000002,200.0,0.5408411,-7.664803349434669,100,-7.4783773
1.4560075,2.5056598,32.082132075503104,8.798334,0.00021383836,-7.528822,0.081279725,68.6809658129819,45.3183568903276,45.3183568903276,8.605801,1.0824759,-8.097842829075566,0.0070300126,0.010000002,200.0,0.7609819,-8.097842829075566,100,-6.324066
1.0151551,0.05480114,94.56706631350524,1.0990752,5.8030823e-06,-8.415665,0.011309982,98.50711705785218,52.61193011387281,52.61193011387281,7.4315343,0.97177446,-7.993692708663272,0.0056144064,0.01,200.0,0.5455937,-7.993692708663272,100,-8.02761
1.0003357,0.001038184,99.89691965440043,1.0941515,1.0424048e-07,-8.952906,0.010963733,99.96644192928399,50.31142436621975,50.31142436621975,7.082826,0.9979735,-8.359900866365528,0.009892918,0.01,200.0,0.987287,-8.359900866365528,100,-8.373228
1.0000992,0.00037402057,99.96294178424002,1.0071167,3.7450548e-08,-7.534726,0.01007769,99.99008277072129,51.94553752379254,51.94553752379254,7.166419,0.9993527,-6.929542771419815,0.009522766,0.010000003,200.0,0.9516602,-6.929542771419815,100,-6.9330263
1.0246129,0.100625835,90.30188297672001,1.1307368,1.08481345e-05,-8.944761,0.0117404405,97.59783392258544,52.82102155335264,52.82102155335264,7.6203003,0.9631128,-8.863776443157327,0.0038293467,0.01,200.0,0.36880928,-8.863776443157327,100,-8.644929
1.0045459,0.01902911,98.16159120266154,1.0512041,1.8917316e-06,-9.374919,0.010481116,99.54746448864816,49.81022040314771,49.81022040314771,7.0431933,1.0029505,-8.882127759949249,0.0061073457,0.010000003,200.0,0.61253655,-8.882127759949249,100,-8.754172
