AvgDiscRet,ESSClassic,BatchSize,eRenyi2,MaxNormIw,Delta,AvgRet,VarNormIw,MaxVanillaIw,ESSRenyi,MinVanillaIw,VanillaAvgRet,IterType,EpsThisIter,MinNormIw,AvgVanillaIw,AvgEpLen,VarDiscRet,J,AvgNormIw,VarJ,Bound,VarVanillaIw,VarRet
-551.256775764,95.8561574171,100,1.04602,0.0162474,0.2,-551.256775764,4.36663e-06,1.6274,95.6001259533,0.444977,-551.256775764,1,100,0.00444251,1.00164,500.0,2763.9549704,-544.922,0.01,51.8014,-690.207,0.0438092,2763.9549704
-546.217724592,95.6669587299,100,1.04108,0.0153645,0.2,-546.217724592,4.57501e-06,1.51149,96.0539328704,0.465874,-546.217724592,1,100,0.00473567,0.983756,500.0,2067.92642193,-540.867,0.01,46.2832,-673.186,0.0442759,2067.92642193
-542.052037694,97.0655775911,100,1.0259,0.0147856,0.2,-542.052037694,3.05366e-06,1.43806,97.4753981932,0.612727,-542.052037694,1,100,0.00629982,0.97261,500.0,2137.36741407,-538.67,0.01,46.7175,-676.355,0.0288867,2137.36741407
-538.089570693,95.4307665944,100,1.03964,0.0186781,0.2,-538.089570693,4.8364e-06,1.82323,96.1873448736,0.570266,-538.089570693,1,100,0.00584211,0.976131,500.0,2710.65935911,-533.253,0.01,55.8731,-668.023,0.0460827,2710.65935911
-535.832411046,96.4876021968,100,1.03699,0.0152199,0.2,-535.832411046,3.67701e-06,1.48855,96.4331183978,0.5513,-535.832411046,1,100,0.00563686,0.978026,500.0,1978.26486536,-531.13,0.01,45.6678,-658.772,0.0351718,1978.26486536
-528.016144865,95.5943155488,100,1.04937,0.0188276,0.2,-528.016144865,4.65526e-06,1.90657,95.2948564501,0.518227,-528.016144865,1,100,0.00511756,1.01265,500.0,2910.32815415,-521.273,0.01,58.587,-668.995,0.0477374,2910.32815415
-528.665981324,58.834221037,100,1.17553,0.0828993,0.2,-528.665981324,7.06759e-05,8.58792,85.0676958152,0.247214,-528.665981324,1,100,0.00238636,1.03595,500.0,2546.62222523,-511.238,0.01,98.3632,-657.436,0.758483,2546.62222523
-530.737625748,91.0963987141,100,1.04753,0.0314983,0.2,-530.737625748,9.87253e-06,3.12448,95.4630241309,0.374056,-530.737625748,1,100,0.00377091,0.991951,500.0,2050.57255252,-525.036,0.01,49.1869,-653.845,0.0971424,2050.57255252
-522.277965443,97.3742598219,100,1.02595,0.0189395,0.2,-522.277965443,2.72379e-06,1.9392,97.4705506431,0.758728,-522.277965443,1,100,0.00741024,1.02389,500.0,1580.34026126,-519.384,0.01,40.6409,-642.251,0.0285549,1580.34026126
-525.295484915,94.057334229,100,1.05526,0.0203892,0.2,-525.295484915,6.38196e-06,2.07449,94.7637342384,0.573481,-525.295484915,1,100,0.00563647,1.01745,500.0,2175.59964702,-518.963,0.01,50.0746,-649.971,0.0660659,2175.59964702
-520.066118635,98.3163943275,100,1.01748,0.0137712,0.2,-520.066118635,1.7297e-06,1.37602,98.2823510087,0.675343,-520.066118635,1,100,0.00675885,0.999198,500.0,1507.92137812,-517.884,0.01,38.7641,-648.289,0.0172693,1507.92137812
-521.639426826,94.8070250486,100,1.0475,0.0158046,0.2,-521.639426826,5.53274e-06,1.59214,95.465588049,0.418958,-521.639426826,1,100,0.00415885,1.00739,500.0,2037.40126422,-516.178,0.01,49.2277,-643.028,0.0561481,2037.40126422
-516.278169918,37.5342116111,100,1.25213,0.132589,0.2,-516.278169918,0.000168105,14.8156,79.8638642588,0.434901,-516.278169918,1,100,0.00389206,1.11741,500.0,1994.34343822,-497.867,0.01,153.739,-635.953,2.09895,1994.34343822
-509.075462019,95.8270593527,100,1.03119,0.0136791,0.2,-509.075462019,4.3986e-06,1.29879,96.9754813626,0.4007,-509.075462019,1,100,0.00422023,0.949474,500.0,1775.59193202,-504.979,0.01,40.8763,-631.803,0.0396534,1775.59193202
-506.964625853,97.5023563076,100,1.01865,0.015553,0.2,-506.964625853,2.58751e-06,1.53599,98.1688414459,0.62081,-506.964625853,1,100,0.00628615,0.987585,500.0,1637.18520164,-504.799,0.01,40.9712,-625.24,0.0252366,1637.18520164
-510.528512068,92.9988815561,100,1.0589,0.0189457,0.2,-510.528512068,7.6042e-06,1.83688,94.4373689098,0.36599,-510.528512068,1,100,0.00377485,0.969549,500.0,2454.83104051,-502.572,0.01,52.3888,-638.268,0.0714814,2454.83104051
-505.56651061,95.4742597697,100,1.04201,0.0140735,0.2,-505.56651061,4.78815e-06,1.41267,95.9681428993,0.385857,-505.56651061,1,100,0.00384407,1.00377,500.0,2426.59129391,-499.891,0.01,45.1459,-635.393,0.0482437,2426.59129391
-498.2950918,91.6564891365,100,1.05913,0.0217285,0.2,-498.2950918,9.19501e-06,2.23732,94.4172051066,0.524535,-498.2950918,1,100,0.0050942,1.02967,500.0,1963.70288267,-491.22,0.01,46.9805,-618.182,0.0974878,1963.70288267
-503.84502878,94.5701685838,100,1.0476,0.0146096,0.2,-503.84502878,5.79959e-06,1.42157,95.455887169,0.484421,-503.84502878,1,100,0.00497846,0.973035,500.0,2182.12870043,-498.056,0.01,46.7668,-626.129,0.0549104,2182.12870043
-493.823694209,97.4759305204,100,1.02653,0.0157105,0.2,-493.823694209,2.61559e-06,1.55129,97.4152343922,0.642052,-493.823694209,1,100,0.00650232,0.98742,500.0,1557.14705203,-490.798,0.01,41.6313,-608.016,0.0255019,1557.14705203
-494.385849145,95.0781627263,100,1.03465,0.019819,0.2,-494.385849145,5.22887e-06,1.96693,96.6514118748,0.348245,-494.385849145,1,100,0.00350895,0.992448,500.0,2306.91889711,-489.38,0.01,46.2645,-625.413,0.051502,2306.91889711
-478.15585486,96.8180620713,100,1.03064,0.0141158,0.2,-478.15585486,3.31973e-06,1.43885,97.0272016193,0.388762,-478.15585486,1,100,0.00381393,1.01932,500.0,1778.9513521,-474.573,0.01,41.8171,-594.631,0.0344926,1778.9513521
-485.653255124,95.5772526483,100,1.04405,0.0159976,0.2,-485.653255124,4.67412e-06,1.59892,95.7804398273,0.381541,-485.653255124,1,100,0.00381743,0.99947,500.0,1938.95983737,-480.327,0.01,43.5835,-601.03,0.0466917,1938.95983737
-480.155019362,97.3139637313,100,1.02668,0.0137384,0.2,-480.155019362,2.78805e-06,1.38822,97.4016498096,0.543086,-480.155019362,1,100,0.0053746,1.01047,500.0,2244.31636941,-476.911,0.01,46.8431,-604.686,0.0284673,2244.31636941
-486.315178626,96.9522741436,100,1.03073,0.0139485,0.2,-486.315178626,3.17523e-06,1.36691,97.0183589426,0.62433,-486.315178626,1,100,0.0063709,0.97997,500.0,2219.63487586,-482.492,0.01,45.9718,-605.075,0.030493,2219.63487586
-481.856544465,93.2620611546,100,1.05917,0.0150583,0.2,-481.856544465,7.29772e-06,1.49017,94.4132095081,0.386215,-481.856544465,1,100,0.00390272,0.989604,500.0,2234.21118527,-474.889,0.01,48.6208,-602.927,0.0714678,2234.21118527
-472.150247345,97.1114976144,100,1.02264,0.0153076,0.2,-472.150247345,3.00445e-06,1.52234,97.786088967,0.567913,-472.150247345,1,100,0.00571052,0.994503,500.0,1449.04373894,-469.505,0.01,37.7483,-587.67,0.0297151,1449.04373894
-474.611388162,96.8398115515,100,1.02914,0.0142478,0.2,-474.611388162,3.29625e-06,1.4594,97.168903988,0.627539,-474.611388162,1,100,0.00612651,1.0243,500.0,2015.77398833,-471.226,0.01,43.8374,-591.664,0.034584,2015.77398833
-473.148089171,97.327423208,100,1.02282,0.0134233,0.2,-473.148089171,2.77371e-06,1.34299,97.7687542613,0.481675,-473.148089171,1,100,0.00481436,1.0005,500.0,1269.01057013,-470.616,0.01,35.4976,-583.257,0.0277646,1269.01057013
-469.188213525,95.0428263537,100,1.03984,0.0148773,0.2,-469.188213525,5.2684e-06,1.51177,96.168620853,0.471674,-469.188213525,1,100,0.00464171,1.01616,500.0,1765.78118849,-464.396,0.01,39.0875,-586.53,0.054401,1765.78118849
-468.044247981,98.502768967,100,1.01613,0.0130797,0.2,-468.044247981,1.53533e-06,1.31964,98.4127691754,0.658681,-468.044247981,1,100,0.00652855,1.00892,500.0,2312.64292436,-465.966,0.01,46.8297,-595.612,0.0156286,2312.64292436
-460.973717747,97.8662638033,100,1.0184,0.0140311,0.2,-460.973717747,2.20228e-06,1.41652,98.1935476017,0.544967,-460.973717747,1,100,0.00539806,1.00956,500.0,1895.74687203,-458.869,0.01,44.2879,-575.329,0.0224459,1895.74687203
-466.00798644,96.5684552329,100,1.03509,0.0139004,0.2,-466.00798644,3.58937e-06,1.40313,96.6098593189,0.475812,-466.00798644,1,100,0.00471371,1.00942,500.0,1604.78752023,-462.222,0.01,40.5366,-575.071,0.0365732,1604.78752023
-460.083094163,96.9417007724,100,1.03083,0.0146581,0.2,-460.083094163,3.18665e-06,1.44415,97.0096412823,0.582521,-460.083094163,1,100,0.0059126,0.985219,500.0,1604.58358459,-456.538,0.01,39.0982,-575.006,0.0309314,1604.58358459
-463.267409503,98.7873972184,100,1.01316,0.0132056,0.2,-463.267409503,1.23991e-06,1.32398,98.7015010177,0.61864,-463.267409503,1,100,0.00617042,1.00259,500.0,1686.2966402,-461.68,0.01,41.2264,-584.655,0.0124634,1686.2966402
-459.854946342,93.3146982056,100,1.05652,0.0171145,0.2,-459.854946342,7.23663e-06,1.72229,94.6505017253,0.321631,-459.854946342,1,100,0.00319607,1.00633,500.0,1833.00231661,-453.383,0.01,42.52,-576.544,0.0732858,1833.00231661
-454.517080972,98.1135533111,100,1.01679,0.014827,0.2,-454.517080972,1.94215e-06,1.50484,98.3487678981,0.661338,-454.517080972,1,100,0.00651606,1.01494,500.0,1430.4229323,-452.578,0.01,36.9467,-566.661,0.020006,1430.4229323
-454.18210841,97.7385970636,100,1.02285,0.0135072,0.2,-454.18210841,2.33708e-06,1.34394,97.7665209133,0.561105,-454.18210841,1,100,0.00563938,0.994976,500.0,1691.88662745,-451.724,0.01,40.1892,-566.424,0.0231365,1691.88662745
-451.289573553,96.0809496873,100,1.0388,0.0152325,0.2,-451.289573553,4.1201e-06,1.53836,96.2645011707,0.556688,-451.289573553,1,100,0.00551221,1.00992,500.0,1883.52462177,-446.952,0.01,43.2931,-565.106,0.0420224,1883.52462177
-444.769819611,95.0392179865,100,1.04932,0.0187731,0.2,-444.769819611,5.27246e-06,1.84174,95.2993709084,0.484015,-444.769819611,1,100,0.00493363,0.981053,500.0,1708.88984631,-439.412,0.01,43.1218,-554.316,0.0507456,1708.88984631
-447.713461151,97.4567976219,100,1.02353,0.0148731,0.2,-447.713461151,2.63593e-06,1.49327,97.7011268009,0.406497,-447.713461151,1,100,0.00404874,1.00401,500.0,2153.99029685,-444.88,0.01,45.722,-564.204,0.026571,2153.99029685
-440.583931411,95.9379954299,100,1.029,0.0165971,0.2,-440.583931411,4.27678e-06,1.65622,97.1812640967,0.536597,-440.583931411,1,100,0.00537727,0.997899,500.0,1808.85672022,-437.204,0.01,41.2018,-552.871,0.0425883,1808.85672022
-442.208722035,97.2917335993,100,1.02503,0.0135832,0.2,-442.208722035,2.81174e-06,1.37895,97.557971146,0.664474,-442.208722035,1,100,0.00654535,1.01518,500.0,1443.51832339,-439.598,0.01,37.7565,-547.388,0.0289778,1443.51832339
-446.853388443,97.6135337853,100,1.02513,0.0136104,0.2,-446.853388443,2.46949e-06,1.37447,97.5482033791,0.657018,-446.853388443,1,100,0.00650597,1.00987,500.0,1269.84626471,-444.127,0.01,34.965,-553.854,0.0251848,1269.84626471
-452.906802979,95.2774542212,100,1.04294,0.0164362,0.2,-452.906802979,5.00669e-06,1.65324,95.8825060371,0.417081,-452.906802979,1,100,0.00414655,1.00585,500.0,1695.26489481,-447.95,0.01,40.2097,-565.171,0.0506543,1695.26489481
-438.623225739,95.8139877701,100,1.04059,0.0143236,0.2,-438.623225739,4.41301e-06,1.40687,96.0992247664,0.443446,-438.623225739,1,100,0.00451482,0.982202,500.0,1738.01535803,-434.3,0.01,40.5417,-549.529,0.0425732,1738.01535803
-435.615599567,94.2129566694,100,1.04765,0.0143232,0.2,-435.615599567,6.20456e-06,1.4079,95.4521181541,0.220652,-435.615599567,1,100,0.00224479,0.982952,500.0,1898.50699779,-430.335,0.01,43.091,-545.442,0.0599481,1898.50699779
-438.296251911,96.2345435743,100,1.02484,0.0172984,0.2,-438.296251911,3.95229e-06,1.74941,97.5763207762,0.314871,-438.296251911,1,100,0.0031135,1.01131,500.0,1693.42538995,-435.33,0.01,42.1545,-548.019,0.0404219,1693.42538995
-444.977818382,95.6219270133,100,1.03948,0.0146069,0.2,-444.977818382,4.62474e-06,1.38868,96.2020270459,0.495896,-444.977818382,1,100,0.0052161,0.950703,500.0,1974.61914275,-440.807,0.01,43.6245,-556.662,0.0418001,1974.61914275
-433.164575852,97.4980051467,100,1.02417,0.0136208,0.2,-433.164575852,2.59217e-06,1.37519,97.6397635538,0.535804,-433.164575852,1,100,0.00530694,1.00963,500.0,1862.20381156,-429.915,0.01,39.6881,-562.52,0.0264234,1862.20381156
-429.481133857,93.3557956546,100,1.0592,0.0181632,0.2,-429.481133857,7.18895e-06,1.77603,94.4107124307,0.353178,-429.481133857,1,100,0.00361189,0.977822,500.0,2059.63460369,-422.952,0.01,47.8261,-544.289,0.0687362,2059.63460369
-429.754134005,98.8597712859,100,1.01574,0.012741,0.2,-429.754134005,1.16504e-06,1.27695,98.450445037,0.741894,-429.754134005,1,100,0.00740236,1.00224,500.0,1213.3661329,-428.131,0.01,34.7509,-537.346,0.0117026,1213.3661329
-425.472009425,98.7704652639,100,1.01431,0.0120424,0.2,-425.472009425,1.25745e-06,1.20022,98.5891421357,0.664265,-425.472009425,1,100,0.00666488,0.996664,500.0,1269.10021899,-424.012,0.01,36.0614,-529.047,0.0124908,1269.10021899
-425.400087018,97.7803487111,100,1.02101,0.0134437,0.2,-425.400087018,2.29296e-06,1.34075,97.9420581847,0.616093,-425.400087018,1,100,0.00617755,0.99731,500.0,1085.05679834,-423.168,0.01,33.6892,-532.225,0.0228064,1085.05679834
-422.805289614,98.19910887,100,1.01559,0.0127883,0.2,-422.805289614,1.85246e-06,1.30533,98.4645433609,0.625042,-422.805289614,1,100,0.00612355,1.02072,500.0,1692.11021506,-421.15,0.01,39.9438,-531.907,0.0193002,1692.11021506
-426.874625254,97.2749395383,100,1.02452,0.0143849,0.2,-426.874625254,2.82971e-06,1.42553,97.6063396238,0.323783,-426.874625254,1,100,0.00326726,0.990991,500.0,1468.11298306,-423.859,0.01,35.8104,-542.047,0.0277896,1468.11298306
-430.750568961,96.4849146759,100,1.02863,0.0168875,0.2,-430.750568961,3.67994e-06,1.65048,97.2163916188,0.573408,-430.750568961,1,100,0.00586706,0.977335,500.0,1724.15852135,-427.555,0.01,41.3746,-541.085,0.0351502,1724.15852135
-423.706418784,97.9527924591,100,1.01796,0.012601,0.2,-423.706418784,2.1111e-06,1.25534,98.2358757226,0.583939,-423.706418784,1,100,0.00586153,0.996224,500.0,1440.40525709,-421.956,0.01,38.5786,-523.433,0.0209519,1440.40525709
