VarVanillaIw,VarDiscRet,AvgNormIw,VanillaAvgRet,AvgRet,MinVanillaIw,AvgDiscRet,VarJ,IterType,VarNormIw,eRenyi2,Delta,MinNormIw,MaxNormIw,VarRet,J,ESSClassic,AvgVanillaIw,BatchSize,Bound,AvgEpLen,ESSRenyi,EpsThisIter,MaxVanillaIw
0.00518312,9712.36309979,0.01,-1137.88006324,-1137.88006324,0.746618,-1137.88006324,88.9381,1,5.22116e-07,1.0051,0.1,0.00749353,0.0121469,9712.36309979,-1134.67,99.4857569415,0.99635,100,-1724.34,500.0,99.4927636358,100,1.21026
0.0196612,10548.3034604,0.01,-1149.10967453,-1149.10967453,0.364416,-1149.10967453,65.3024,1,1.97167e-06,1.01189,0.1,0.00364929,0.0119381,10548.3034604,-1141.5,98.0854086585,0.998593,100,-1644.94,500.0,98.8246980693,100,1.19213
0.000328843,270.741058436,0.01,-1135.19434312,-1135.19434312,0.922865,-1135.19434312,15.1647,1,3.26724e-08,1.00036,0.1,0.00919885,0.0102674,270.741058436,-1135.06,99.9676495755,1.00324,100,-1521.69,500.0,99.9639045397,100,1.03007
0.337808,4602.85919838,0.01,-1124.88658194,-1124.88658194,0.549618,-1124.88658194,274.36,1,3.17824e-05,1.09265,0.1,0.00533114,0.0581026,4602.85919838,-1100.19,76.0661098291,1.03096,100,-1502.07,500.0,91.5204905178,100,5.99014
0.00986414,3724.18967391,0.01,-1120.59788595,-1120.59788595,0.799174,-1120.59788595,75.1112,1,9.93998e-07,1.01077,0.1,0.0080224,0.0133552,3724.18967391,-1116.93,99.0255685388,0.996178,100,-1474.16,500.0,98.9342692645,100,1.33041
0.0871113,11803.6174115,0.01,-1111.62227337,-1111.62227337,0.586221,-1111.62227337,166.728,1,8.30944e-06,1.04168,0.1,0.00572545,0.0288271,11803.6174115,-1096.73,92.398921029,1.02389,100,-1529.8,500.0,95.99913575,100,2.95157
0.0553863,19263.5253127,0.01,-1126.52705052,-1126.52705052,0.498342,-1126.52705052,139.564,1,5.38072e-06,1.0312,0.1,0.00491187,0.0270992,19263.5253127,-1109.15,94.9425041012,1.01457,100,-1706.16,500.0,96.9739903581,100,2.74939
0.0174903,18448.5697831,0.01,-1113.76623012,-1113.76623012,0.748046,-1113.76623012,150.803,1,1.6777e-06,1.01369,0.1,0.00732633,0.0158839,18448.5697831,-1106.45,98.3662265945,1.02104,100,-1696.35,500.0,98.6491989802,100,1.62181
0.0226084,6525.24635124,0.01,-1113.97691822,-1113.97691822,0.520056,-1113.97691822,108.676,1,2.36397e-06,1.02296,0.1,0.00531785,0.0154117,6525.24635124,-1105.92,97.7132138036,0.977943,100,-1477.66,500.0,97.7556291065,100,1.50718
0.0735557,51243.4017574,0.01,-1127.61274014,-1127.61274014,0.368041,-1127.61274014,213.615,1,7.16347e-06,1.05368,0.1,0.00363203,0.021262,51243.4017574,-1097.2,93.3777896704,1.01332,100,-1701.15,500.0,94.9052537926,100,2.15452
0.0251893,37108.9955526,0.01,-1120.91146287,-1120.91146287,0.46597,-1120.91146287,187.494,1,2.58587e-06,1.02126,0.1,0.00472122,0.0152005,37108.9955526,-1107.73,97.5039083652,0.986971,100,-1701.75,500.0,97.9177870036,100,1.50024
0.00495788,28351.6050758,0.01,-1125.62358883,-1125.62358883,0.784726,-1125.62358883,160.256,1,4.97998e-07,1.00439,0.1,0.00786474,0.0117011,28351.6050758,-1123.01,99.5094008756,0.997778,100,-1712.49,500.0,99.5633086188,100,1.16751
0.019522,22999.048618,0.01,-1093.93476534,-1093.93476534,0.740964,-1093.93476534,170.46,1,1.98201e-06,1.02119,0.1,0.007466,0.015641,22999.048618,-1082.02,98.0755765346,0.992451,100,-1676.69,500.0,97.9246109857,100,1.5523
0.0254378,38778.7959013,0.01,-1086.45414577,-1086.45414577,0.707424,-1086.45414577,235.736,1,2.63532e-06,1.02561,0.1,0.0072004,0.0162206,38778.7959013,-1072.75,97.4573343875,0.982479,100,-1668.39,500.0,97.5034169635,100,1.59364
0.0817073,48069.5297443,0.01,-1082.92105451,-1082.92105451,0.330096,-1082.92105451,219.719,1,8.5469e-06,1.06226,0.1,0.00337609,0.0194301,48069.5297443,-1047.71,92.1986494946,0.977746,100,-1654.23,500.0,94.1390459069,100,1.89977
0.075962,62012.5901549,0.01,-1084.82561459,-1084.82561459,0.294656,-1084.82561459,227.82,1,7.61969e-06,1.06096,0.1,0.00295111,0.0168018,62012.5901549,-1048.31,92.9856222458,0.998457,100,-1653.78,500.0,94.2539801106,100,1.67759
0.0645861,65041.010577,0.01,-1081.96310059,-1081.96310059,0.579481,-1081.96310059,283.503,1,6.84389e-06,1.06871,0.1,0.00596515,0.0175289,65041.010577,-1047.75,93.6544664065,0.971444,100,-1656.77,500.0,93.5709127545,100,1.70283
0.166787,36167.7267863,0.01,-1010.14186571,-1010.14186571,0.327987,-1010.14186571,235.371,1,1.57497e-05,1.16394,0.1,0.00318722,0.0200537,36167.7267863,-954.495,86.5109903828,1.02907,100,-1369.13,500.0,85.915173007,100,2.06366
0.161551,106884.381949,0.01,-1090.20000228,-1090.20000228,0.187056,-1090.20000228,320.268,1,1.65458e-05,1.11621,0.1,0.00189305,0.0208317,106884.381949,-1025.09,85.9251784514,0.988121,100,-1646.76,500.0,89.5888683753,100,2.05842
0.238254,65438.9745231,0.01,-1000.911627,-1000.911627,0.13125,-1000.911627,310.603,1,2.28109e-05,1.15167,0.1,0.00128425,0.0271984,65438.9745231,-927.47,81.5775213631,1.022,100,-1558.93,500.0,86.8301787736,100,2.77967
0.177112,64490.0257164,0.01,-961.343283771,-961.343283771,0.164924,-961.343283771,264.419,1,1.96097e-05,1.1514,0.1,0.00173538,0.0197244,64490.0257164,-885.819,83.7425796032,0.950361,100,-1517.71,500.0,86.851098331,100,1.87453
0.128262,106203.706857,0.01,-897.197007815,-897.197007815,0.260615,-897.197007815,283.457,1,1.29468e-05,1.11068,0.1,0.00261837,0.0178053,106203.706857,-833.391,88.6388415353,0.995331,100,-1453.4,500.0,90.0350218148,100,1.77222
0.169054,76084.5061893,0.01,-842.267756614,-842.267756614,0.226132,-842.267756614,220.78,1,1.65107e-05,1.13723,0.1,0.00223476,0.0252759,76084.5061893,-768.404,85.9508122985,1.01188,100,-1395.36,500.0,87.9333164076,100,2.55762
0.121702,99443.0808542,0.01,-833.080506029,-833.080506029,0.100485,-833.080506029,250.312,1,1.24105e-05,1.10941,0.1,0.00101472,0.0168432,99443.0808542,-771.153,89.0579306754,0.990269,100,-1392.32,500.0,90.1381911303,100,1.66793
0.0659593,101964.331503,0.01,-809.164751856,-809.164751856,0.271491,-809.164751856,231.629,1,7.38268e-06,1.06636,0.1,0.00287227,0.0158149,101964.331503,-763.935,93.1889341971,0.945216,100,-1371.11,500.0,93.7773804962,100,1.49485
0.104113,147300.344939,0.01,-800.413757966,-800.413757966,0.22877,-800.413757966,267.145,1,1.11459e-05,1.09213,0.1,0.00236703,0.0168121,147300.344939,-736.883,90.0622207113,0.966484,100,-1352.13,500.0,91.5638358231,100,1.62487
0.0471797,48914.0058145,0.01,-743.595431125,-743.595431125,0.456706,-743.595431125,173.948,1,4.70059e-06,1.04687,0.1,0.00455863,0.0140184,48914.0058145,-716.334,95.5533330494,1.00185,100,-1317.9,500.0,95.5227905209,100,1.40443
0.0311048,34229.6438008,0.01,-703.782068254,-703.782068254,0.488531,-703.782068254,159.137,1,3.07826e-06,1.02727,0.1,0.00485995,0.012981,34229.6438008,-687.623,97.0426353843,1.00522,100,-1283.59,500.0,97.345135208,100,1.30488
0.0197926,44606.7357685,0.01,-690.026316422,-690.026316422,0.513783,-690.026316422,160.747,1,1.89978e-06,1.02595,0.1,0.00503362,0.0121175,44606.7357685,-675.093,98.1539712889,1.0207,100,-1271.16,500.0,97.4707431768,100,1.23683
0.0466801,11243.5229088,0.01,-664.55005045,-664.55005045,0.387213,-664.55005045,92.174,1,4.69133e-06,1.04491,0.1,0.00388179,0.0145304,11243.5229088,-650.171,95.5617552354,0.997511,100,-987.094,500.0,95.7017097626,100,1.44943
0.0440624,44984.1548526,0.01,-694.300829969,-694.300829969,0.394438,-694.300829969,161.621,1,4.6576e-06,1.03153,0.1,0.00405532,0.0140563,44984.1548526,-675.248,95.5922341519,0.972642,100,-1272.53,500.0,96.9437877727,100,1.36717
0.020781,56727.9905184,0.01,-675.264031457,-675.264031457,0.615711,-675.264031457,186.682,1,2.0709e-06,1.01946,0.1,0.00614644,0.0138743,56727.9905184,-663.008,97.9910467644,1.00174,100,-1256.81,500.0,98.091608677,100,1.38984
0.0363165,7232.59269865,0.01,-647.928619136,-647.928619136,0.463392,-647.928619136,76.7911,1,3.62972e-06,1.03995,0.1,0.00463268,0.0142013,7232.59269865,-637.506,96.5312557597,1.00027,100,-908.681,500.0,96.1580160146,100,1.42051
0.0526705,4972.06672293,0.01,-624.080773255,-624.080773255,0.36582,-624.080773255,62.5082,1,5.41618e-06,1.03607,0.1,0.00370963,0.0155909,4972.06672293,-614.586,94.9108710478,0.986137,100,-865.479,500.0,96.5188980614,100,1.53747
0.0357498,14319.6816369,0.01,-641.295265296,-641.295265296,0.52103,-641.295265296,92.8596,1,3.69085e-06,1.02705,0.1,0.00529406,0.0139825,14319.6816369,-628.364,96.4748485376,0.984179,100,-1091.67,500.0,97.3658119416,100,1.37612
0.0156303,9394.37405252,0.01,-635.157214514,-635.157214514,0.541835,-635.157214514,88.7952,1,1.60803e-06,1.01241,0.1,0.00549579,0.0130024,9394.37405252,-630.853,98.433021775,0.985908,100,-975.776,500.0,98.7741495182,100,1.28191
0.0299569,4752.74867425,0.01,-606.577045101,-606.577045101,0.389021,-606.577045101,61.03,1,2.86011e-06,1.02514,0.1,0.00380116,0.012775,4752.74867425,-599.453,97.2464801438,1.02343,100,-869.335,500.0,97.5474660545,100,1.30742
0.00993063,4022.37450884,0.01,-607.620127595,-607.620127595,0.788939,-607.620127595,61.5271,1,9.83644e-07,1.00989,0.1,0.00785189,0.0132827,4022.37450884,-605.264,99.0355829029,1.00478,100,-841.185,500.0,99.0202451506,100,1.33461
0.0134257,28100.2597028,0.01,-625.958351996,-625.958351996,0.676557,-625.958351996,128.157,1,1.30729e-06,1.01561,0.1,0.00667609,0.012397,28100.2597028,-616.361,98.7223274917,1.0134,100,-1209.34,500.0,98.4627172848,100,1.25632
0.0341586,42564.9729943,0.01,-631.249565148,-631.249565148,0.380795,-631.249565148,122.423,1,3.48734e-06,1.02738,0.1,0.00384758,0.0130752,42564.9729943,-612.226,96.6627802429,0.989699,100,-1207.9,500.0,97.3349582498,100,1.29405
0.0145779,6490.42859607,0.01,-603.336570395,-603.336570395,0.68649,-603.336570395,72.4969,1,1.41105e-06,1.01494,0.1,0.00675394,0.0130505,6490.42859607,-598.275,98.6223224559,1.01643,100,-933.277,500.0,98.5282209804,100,1.32649
0.0176916,3981.77748056,0.01,-595.747589612,-595.747589612,0.587434,-595.747589612,59.4202,1,1.8147e-06,1.0166,0.1,0.00594945,0.0130557,3981.77748056,-591.527,98.2351408502,0.987375,100,-847.055,500.0,98.3673931739,100,1.28909
0.0235968,2982.87204029,0.01,-598.233608863,-598.233608863,0.559382,-598.233608863,54.6735,1,2.36901e-06,1.01964,0.1,0.00560486,0.0150922,2982.87204029,-593.939,97.708452065,0.99803,100,-818.478,500.0,98.0737412444,100,1.50625
0.080432,3767.65785228,0.01,-600.657610325,-600.657610325,0.571563,-600.657610325,62.0304,1,7.38446e-06,1.0335,0.1,0.00547658,0.0223205,3767.65785228,-592.671,93.1874576394,1.04365,100,-835.881,500.0,96.7581784898,100,2.32948
0.0174068,2766.95235388,0.01,-592.262069747,-592.262069747,0.697935,-592.262069747,50.903,1,1.81869e-06,1.01941,0.1,0.00713404,0.0136875,2766.95235388,-588.045,98.2313210547,0.978316,100,-812.4,500.0,98.0963690719,100,1.33907
0.0298027,4685.92275392,0.01,-589.705653745,-589.705653745,0.483622,-589.705653745,62.0617,1,3.10327e-06,1.02294,0.1,0.00493501,0.0131414,4685.92275392,-583.273,97.0193436855,0.979982,100,-844.805,500.0,97.7576796796,100,1.28784
0.0442321,5345.88405803,0.01,-586.955973915,-586.955973915,0.246835,-586.955973915,62.9603,1,4.86067e-06,1.03025,0.1,0.00258753,0.0139866,5345.88405803,-577.573,95.4088417414,0.953939,100,-873.486,500.0,97.0635543166,100,1.33424
0.0281907,5976.48592349,0.01,-576.177795324,-576.177795324,0.523312,-576.177795324,61.072,1,2.817e-06,1.01946,0.1,0.0052312,0.0140732,5976.48592349,-569.038,97.2868417095,1.00037,100,-917.794,500.0,98.0907140037,100,1.40783
0.0244848,3885.49202123,0.01,-585.4536351,-585.4536351,0.620209,-585.4536351,56.1843,1,2.52475e-06,1.01916,0.1,0.00629796,0.0121615,3885.49202123,-580.317,97.5614627179,0.984779,100,-849.963,500.0,98.1199025329,100,1.19764
0.0125062,2294.93858882,0.01,-568.586918825,-568.586918825,0.73184,-568.586918825,46.9868,1,1.27827e-06,1.01128,0.1,0.00739886,0.0123462,2294.93858882,-566.022,98.7503254473,0.989125,100,-793.582,500.0,98.8849957021,100,1.22119
0.0255506,3131.94705973,0.01,-574.811034753,-574.811034753,0.662173,-574.811034753,54.8784,1,2.55061e-06,1.01838,0.1,0.00661596,0.0141833,3131.94705973,-570.583,97.5370877379,1.00087,100,-799.024,500.0,98.1947544999,100,1.41957
0.0122195,3205.41697792,0.01,-575.626769517,-575.626769517,0.692919,-575.626769517,53.5677,1,1.2406e-06,1.00895,0.1,0.00698187,0.0141004,3205.41697792,-573.249,98.7867122928,0.992455,100,-832.394,500.0,99.1131153373,100,1.3994
0.0118252,4559.06461558,0.01,-571.390441099,-571.390441099,0.699417,-571.390441099,66.2285,1,1.22188e-06,1.01014,0.1,0.00710963,0.0136124,4559.06461558,-568.479,98.8047776301,0.98376,100,-864.936,500.0,98.9964531202,100,1.33913
0.0242567,3048.57003928,0.01,-567.680595987,-567.680595987,0.567401,-567.680595987,51.4232,1,2.44045e-06,1.01627,0.1,0.00569126,0.0142919,3048.57003928,-563.739,97.6409499685,0.996968,100,-797.193,500.0,98.3991704477,100,1.42486
0.0290508,2543.85752353,0.01,-570.813238178,-570.813238178,0.438326,-570.813238178,47.2315,1,2.87307e-06,1.01693,0.1,0.00435905,0.0137284,2543.85752353,-566.619,97.234342695,1.00555,100,-788.333,500.0,98.3355672536,100,1.38046
0.0128399,2172.51119585,0.01,-564.320284618,-564.320284618,0.699138,-564.320284618,45.0313,1,1.25626e-06,1.01167,0.1,0.00691548,0.0124424,2172.51119585,-561.896,98.7716011679,1.01098,100,-770.016,500.0,98.8464973782,100,1.2579
0.0194503,2126.16018638,0.01,-560.181159691,-560.181159691,0.469609,-560.181159691,43.8883,1,1.92017e-06,1.0118,0.1,0.00466598,0.01224,2126.16018638,-557.544,98.1344888569,1.00645,100,-764.007,500.0,98.8338731022,100,1.2319
0.0185358,3398.51660068,0.01,-562.321059056,-562.321059056,0.414566,-562.321059056,48.6536,1,1.8441e-06,1.01263,0.1,0.00413504,0.0128261,3398.51660068,-558.22,98.2070715249,1.00257,100,-836.902,500.0,98.7531145061,100,1.2859
0.0218269,2262.1377704,0.01,-564.510617038,-564.510617038,0.479632,-564.510617038,46.6405,1,2.24386e-06,1.01615,0.1,0.00486307,0.0135956,2262.1377704,-561.002,97.826865485,0.986275,100,-774.759,500.0,98.4105293981,100,1.3409
0.0245431,2435.76222325,0.01,-555.750827486,-555.750827486,0.559747,-555.750827486,47.998,1,2.435e-06,1.01649,0.1,0.0055754,0.0125938,2435.76222325,-552.311,97.6460974898,1.00396,100,-753.765,500.0,98.3773256934,100,1.26437
0.0310579,2333.3503601,0.01,-558.32674993,-558.32674993,0.651335,-558.32674993,50.74,1,3.04324e-06,1.01897,0.1,0.00644742,0.0197253,2333.3503601,-554.633,97.075292681,1.01023,100,-762.247,500.0,98.1384067727,100,1.9927
0.0113937,2455.7287163,0.01,-551.385443499,-551.385443499,0.716017,-551.385443499,48.3375,1,1.15038e-06,1.01267,0.1,0.00719467,0.0122806,2455.7287163,-548.82,98.8739402893,0.995205,100,-753.711,500.0,98.7486970131,100,1.22217
0.018598,4351.10481786,0.01,-554.227467146,-554.227467146,0.569904,-554.227467146,62.6969,1,1.84809e-06,1.01354,0.1,0.00568107,0.0136966,4351.10481786,-550.24,98.2032422092,1.00316,100,-833.373,500.0,98.6642130212,100,1.37399
0.0260727,2345.72507261,0.01,-556.343483998,-556.343483998,0.614968,-556.343483998,48.5339,1,2.66072e-06,1.02079,0.1,0.0062124,0.0138371,2345.72507261,-552.259,97.4335142975,0.989905,100,-755.196,500.0,97.9631723473,100,1.36974
0.118486,3168.13577137,0.01,-553.642574424,-553.642574424,0.520263,-553.642574424,71.8905,1,1.13378e-05,1.05585,0.1,0.00508925,0.0319194,3168.13577137,-543.507,89.9083117375,1.02228,100,-758.778,500.0,94.7100567158,100,3.26305
0.0121173,3030.0068246,0.01,-551.036220583,-551.036220583,0.676743,-551.036220583,50.9588,1,1.21273e-06,1.01222,0.1,0.00677022,0.0119769,3030.0068246,-547.955,98.8136280971,0.999588,100,-798.816,500.0,98.7926337693,100,1.19719
0.024213,2002.37921677,0.01,-545.901662464,-545.901662464,0.499548,-545.901662464,45.8219,1,2.37012e-06,1.01771,0.1,0.00494241,0.0164306,2002.37921677,-542.347,97.7073887364,1.01074,100,-746.574,500.0,98.2599480694,100,1.6607
0.0121471,2329.22587259,0.01,-538.387387099,-538.387387099,0.681594,-538.387387099,47.8886,1,1.22425e-06,1.01305,0.1,0.00684263,0.0123891,2329.22587259,-535.879,98.8025245339,0.996099,100,-732.616,500.0,98.7121516113,100,1.23408
0.0748037,2554.11715058,0.01,-539.625018692,-539.625018692,0.720099,-539.625018692,52.6884,1,7.28584e-06,1.02603,0.1,0.00710674,0.0317107,2554.11715058,-534.986,93.2722916616,1.01326,100,-736.689,500.0,97.4626460933,100,3.21312
0.0213894,2235.89530524,0.01,-532.462278136,-532.462278136,0.597149,-532.462278136,47.2958,1,2.1609e-06,1.01669,0.1,0.00600207,0.0130337,2235.89530524,-529.279,97.9055050061,0.994906,100,-725.217,500.0,98.3580277573,100,1.29673
0.0185086,2209.18252961,0.01,-535.568317455,-535.568317455,0.675842,-535.568317455,48.2255,1,1.85826e-06,1.0167,0.1,0.00677192,0.0147967,2209.18252961,-532.203,98.1935494412,0.998006,100,-736.015,500.0,98.3576241156,100,1.47672
0.015342,2101.61450265,0.01,-539.101532277,-539.101532277,0.755725,-539.101532277,45.1413,1,1.52872e-06,1.01037,0.1,0.00754375,0.016065,2101.61450265,-536.981,98.509155517,1.00179,100,-744.536,500.0,98.9734665799,100,1.60937
0.0247775,2010.75915368,0.01,-531.049292959,-531.049292959,0.651255,-531.049292959,45.7663,1,2.49747e-06,1.01873,0.1,0.00653842,0.0139316,2010.75915368,-527.586,97.5871007261,0.996043,100,-720.566,500.0,98.1611563454,100,1.38765
0.00566189,1692.18468075,0.01,-524.766139609,-524.766139609,0.795391,-524.766139609,41.2894,1,5.58356e-07,1.00581,0.1,0.0078987,0.0124384,1692.18468075,-523.713,99.4502505807,1.00699,100,-711.464,500.0,99.422165364,100,1.25254
0.0169808,2287.68479723,0.01,-532.385612038,-532.385612038,0.762856,-532.385612038,46.9259,1,1.73001e-06,1.01544,0.1,0.00769994,0.0140549,2287.68479723,-529.359,98.3161419654,0.99073,100,-729.208,500.0,98.4792700196,100,1.39246
0.0103559,1982.00331997,0.01,-530.456136179,-530.456136179,0.712739,-530.456136179,43.9762,1,1.05929e-06,1.01063,0.1,0.00720851,0.0122073,1982.00331997,-528.37,98.9621678808,0.988747,100,-725.885,500.0,98.9477245206,100,1.20699
0.0172489,2453.46844351,0.01,-526.329281811,-526.329281811,0.598763,-526.329281811,46.9671,1,1.74286e-06,1.0147,0.1,0.00601873,0.0124117,2453.46844351,-523.211,98.3038303637,0.994833,100,-727.706,500.0,98.5512211277,100,1.23475
0.0155849,1878.23812107,0.01,-526.030904268,-526.030904268,0.731981,-526.030904268,44.7618,1,1.54887e-06,1.01189,0.1,0.00729718,0.0158553,1878.23812107,-523.78,98.489773337,1.0031,100,-719.891,500.0,98.8245700035,100,1.59045
0.0191069,1795.05515462,0.01,-526.972418598,-526.972418598,0.687818,-526.972418598,42.3352,1,1.88494e-06,1.01311,0.1,0.00683166,0.015294,1795.05515462,-524.375,98.1681152825,1.00681,100,-724.535,500.0,98.7057284591,100,1.53981
0.00775038,2487.7648251,0.01,-520.234189902,-520.234189902,0.782214,-520.234189902,50.052,1,7.90995e-07,1.00805,0.1,0.00790226,0.0126751,2487.7648251,-518.711,99.2230209773,0.989862,100,-710.594,500.0,99.2014671482,100,1.25466
0.0154132,2183.93326717,0.01,-512.175873858,-512.175873858,0.710241,-512.175873858,46.6716,1,1.51351e-06,1.01369,0.1,0.00703806,0.012714,2183.93326717,-509.662,98.5237439562,1.00914,100,-695.836,500.0,98.6497674349,100,1.28303
0.0436195,1920.44470215,0.01,-512.439179326,-512.439179326,0.708327,-512.439179326,46.1768,1,4.31818e-06,1.02393,0.1,0.00704764,0.0188412,1920.44470215,-508.351,95.900296844,1.00505,100,-694.552,500.0,97.6633513053,100,1.89365
0.056215,2051.11882886,0.01,-519.842841435,-519.842841435,0.385615,-519.842841435,48.4578,1,5.36564e-06,1.02961,0.1,0.00376737,0.0192274,2051.11882886,-514.187,94.9559460482,1.02356,100,-707.418,500.0,97.1237791518,100,1.96805
0.0151272,1694.49748197,0.01,-521.189138729,-521.189138729,0.608314,-521.189138729,41.2006,1,1.57425e-06,1.01087,0.1,0.00620563,0.0138585,1694.49748197,-519.178,98.465409288,0.980262,100,-707.957,500.0,98.9249472568,100,1.35849
0.0377351,1777.43749248,0.01,-508.980380837,-508.980380837,0.49365,-508.980380837,42.8884,1,3.80079e-06,1.0279,0.1,0.00495432,0.0144722,1777.43749248,-504.048,96.3736836481,0.996405,100,-689.411,500.0,97.2860008076,100,1.44201
0.00992251,2196.66683171,0.01,-522.06997283,-522.06997283,0.665641,-522.06997283,46.0094,1,9.94723e-07,1.00989,0.1,0.0066647,0.0124175,2196.66683171,-520.09,99.0247805189,0.998757,100,-720.927,500.0,99.0209230872,100,1.24021
0.013844,1749.86543809,0.01,-512.67862235,-512.67862235,0.559687,-512.67862235,41.3394,1,1.36526e-06,1.01392,0.1,0.00555804,0.0125047,1749.86543809,-510.144,98.6663956765,1.00699,100,-691.95,500.0,98.6273242552,100,1.25921
0.00943332,1880.93505187,0.01,-504.008329942,-504.008329942,0.797485,-504.008329942,43.5079,1,9.15984e-07,1.00919,0.1,0.0078584,0.0124005,1880.93505187,-502.319,99.1013610817,1.01482,100,-684.37,500.0,99.0895946929,100,1.25843
0.0262712,2012.41639861,0.01,-501.743563432,-501.743563432,0.386829,-501.743563432,45.0625,1,2.79588e-06,1.01739,0.1,0.00399061,0.0128192,2012.41639861,-498.487,97.3066056843,0.969349,100,-693.038,500.0,98.2910800983,100,1.24263
0.0292903,2126.04416199,0.01,-505.952962835,-505.952962835,0.596048,-505.952962835,44.4715,1,3.02101e-06,1.02154,0.1,0.00605334,0.0154136,2126.04416199,-501.906,97.0960662444,0.98466,100,-690.804,500.0,97.8914258788,100,1.51772
0.0107872,1438.12247181,0.01,-500.474752066,-500.474752066,0.573168,-500.474752066,36.5619,1,1.06335e-06,1.00974,0.1,0.00569069,0.0125996,1438.12247181,-498.657,98.9582554351,1.0072,100,-677.45,500.0,99.0349514442,100,1.26903
7.93937,1894.56401146,0.01,-504.815563402,-504.815563402,0.631691,-504.815563402,98.4037,1,0.000475702,1.12748,0.1,0.00488967,0.224563,1894.56401146,-490.103,17.5148297728,1.29189,100,-687.449,500.0,88.6930855915,100,29.011
0.0211879,1903.19875105,0.01,-493.823101563,-493.823101563,0.575357,-493.823101563,43.558,1,2.17136e-06,1.01892,0.1,0.00582451,0.0131091,1903.19875105,-490.283,97.8955925352,0.98782,100,-682.071,500.0,98.1435161824,100,1.29494
0.0151233,2079.32098573,0.01,-503.174813947,-503.174813947,0.660296,-503.174813947,44.8093,1,1.57699e-06,1.01304,0.1,0.00674263,0.0124509,2079.32098573,-500.777,98.4627738864,0.979285,100,-693.275,500.0,98.7128485677,100,1.2193
