eRenyi2,VarDiscRet,BatchSize,MaxVanillaIw,MaxNormIw,AvgEpLen,MinVanillaIw,ESSClassic,VarVanillaIw,Bound,VarJ,AvgVanillaIw,VarNormIw,ESSRenyi,MinNormIw,AvgNormIw,VarRet,J,AvgDiscRet,VanillaAvgRet,AvgRet
18.674097,10125.743307710829,100,182.09747,0.8143615,8.88,7.815564e-13,1.5032998062349505,330.9133,401.0065,1060.8695,2.2360766,0.006618215,5.355011258241958,3.4952128e-15,0.010000002,10125.743307710829,702.7664,78.74893765960705,78.74893765960705,78.74893765960705
12.956587,426193.8526660406,100,62.94162,0.3594376,48.11,3.366725e-06,5.30118630709317,55.330563,962.6349,9644.567,1.7511139,0.0018044146,7.718082026703144,1.922619e-08,0.010000002,426193.8526660406,2477.3535,471.0054534442053,471.0054534442053,471.0054534442053
22.849966,500709.10305672645,100,106.53791,0.7938113,78.96,9.456869e-13,1.5697976319804243,114.08359,2209.5635,6644.7695,1.3421062,0.006333584,4.37637411734911,7.0462896e-15,0.01,500709.10305672645,4220.8804,779.4351525012538,779.4351525012538,779.4351525012538
6.972847,2374465.6838367353,100,24.133327,0.1324213,198.24,1.7822469e-08,14.219448648547337,20.239023,3126.376,2291.0337,1.8224657,0.00060935563,14.34134439162094,9.779317e-11,0.01,2374465.6838367353,4237.5747,1972.8675221714104,1972.8675221714104,1972.8675221714104
3.0633974,2062974.3923557368,100,6.9890776,0.06650074,369.95,1.0507467e-12,29.560880911961103,2.6585705,4071.628,580.063,1.0509775,0.00024069186,32.64349566730641,9.997804e-15,0.01,2062974.3923557368,4808.1543,3693.0450139118198,3693.0450139118198,3693.0450139118198
1.4312207,979497.4578078537,100,3.329748,0.03349495,460.45,0.009532216,64.60471574614141,0.5469025,4407.479,329.1781,0.99410444,5.5340854e-05,69.87042840178648,9.5887466e-05,0.010000002,979497.4578078537,4910.9097,4601.400148114189,4601.400148114189,4601.400148114189
1.2737838,806063.6822712027,100,1.9150971,0.017744692,475.82,0.0063498155,79.7116996909262,0.29945567,4470.496,244.49501,1.0792507,2.570916e-05,78.50625809934851,5.8835412e-05,0.01,806063.6822712027,4945.431,4756.569780185863,4756.569780185863,4756.569780185863
1.0924335,324862.87720811967,100,1.657473,0.015909972,491.46,0.34632617,93.08872472459731,0.081391685,4518.6143,244.43591,1.0417825,7.499388e-06,91.53875667339881,0.0033243615,0.010000002,324862.87720811967,4958.4434,4913.336764095729,4913.336764095729,4913.336764095729
1.0169276,22406.478178307436,100,1.2549486,0.012336363,497.73,0.5585633,98.46735010267957,0.016270071,4560.1323,92.781456,1.017276,1.5722146e-06,98.33541739761309,0.0054907743,0.01,22406.478178307436,4984.4897,4976.274814676941,4976.274814676941,4976.274814676941
1.0148803,11809.330303472316,100,1.1949592,0.012019247,498.39,0.51133,98.07022727055721,0.019646449,4566.0396,58.513145,0.9942047,1.9876156e-06,98.53378772112261,0.005143106,0.01,11809.330303472316,4989.969,4982.776433907421,4982.776433907421,4982.776433907421
1.1066766,493754.6651272689,100,1.5880936,0.0154575035,490.0,0.23276049,90.8084836881051,0.10791907,4515.447,316.0474,1.0273933,1.0224092e-05,90.3606364684952,0.0022655441,0.010000002,493754.6651272689,4958.134,4898.976225737422,4898.976225737422,4898.976225737422
1.0089256,6475.1488159964565,100,1.1263297,0.011265173,498.91,0.504173,99.04694071209123,0.009716062,4570.05,46.930424,0.99983346,9.719298e-07,99.11534036645206,0.0050425697,0.010000002,6475.1488159964565,4992.734,4988.273166633133,4988.273166633133,4988.273166633133
1.0053709,7067.889863106391,100,1.152067,0.01155875,498.66,0.6867006,99.43161850323041,0.0057361247,4566.142,69.71427,0.9967055,5.7741073e-07,99.46578366550615,0.006889704,0.01,7067.889863106391,4988.081,4985.636148942932,4985.636148942932,4985.636148942932
1.0159838,11777.605040867606,100,1.1526891,0.011870976,498.5,0.2952857,97.169663941928,0.027740724,4569.8516,38.03006,0.9710146,2.9421597e-06,98.42676431971596,0.0030410015,0.010000002,11777.605040867606,4994.0117,4984.080332257414,4984.080332257414,4984.080332257414
1.0000012,0.5181385016257071,100,1.002318,0.010022942,500.0,0.99707216,99.9998779327049,1.0735483e-06,4578.538,0.71554756,1.0000238,1.07350184e-10,99.99988079085256,0.009970484,0.010000002,0.5181385016257071,4999.349,4999.348129354576,4999.348129354576,4999.348129354576
1.0433445,250979.59395448462,100,1.4123797,0.013897066,494.64,0.43894756,96.49856633736144,0.03785688,4534.5884,307.79092,1.0163151,3.6651186e-06,95.84561975675167,0.004319011,0.01,250979.59395448462,4964.422,4945.386004753437,4945.386004753437,4945.386004753437
1.0864141,318745.1979492821,100,1.6733171,0.016246242,491.35,0.3918117,93.31612280970472,0.076751366,4515.179,323.50922,1.0299717,7.234949e-06,92.04593360488646,0.0038041014,0.010000002,318745.1979492821,4953.795,4912.594346455978,4912.594346455978,4912.594346455978
1.0104548,8826.325241719207,100,1.1217848,0.011312565,498.91,0.42440385,98.61971323969412,0.01390174,4571.2417,41.37045,0.9916273,1.4137487e-06,98.9653397487043,0.004279873,0.01,8826.325241719207,4994.246,4988.2854238181035,4988.2854238181035,4988.2854238181035
1.0093616,10652.216691128517,100,1.1170895,0.011195939,498.98,0.5366946,98.96323404538326,0.01053474,4571.1094,55.502895,0.99776316,1.0582031e-06,99.07252024562251,0.005378978,0.01,10652.216691128517,4993.8853,4989.098036583787,4989.098036583787,4989.098036583787
1.0000001,0.31991680102737935,100,1.0014971,0.010014343,500.0,0.9974312,99.99997329879902,3.2473804e-07,4578.6196,0.56248784,1.0000627,3.2468927e-11,99.99998807907247,0.009973687,0.01,0.31991680102737935,4999.43,4999.429481108612,4999.429481108612,4999.429481108612
1.0228841,249948.57720632124,100,1.5740147,0.015807081,495.01,0.67549425,97.64813203462221,0.024122762,4534.4604,393.2589,0.9957655,2.4328358e-06,97.76278370188288,0.006783668,0.010000002,249948.57720632124,4960.0586,4949.487984980905,4949.487984980905,4949.487984980905
1.0000072,0.4295890406111799,100,1.0047529,0.01004861,500.0,0.9869438,99.9990462299042,9.635584e-06,4578.514,0.6502636,0.9998924,9.637681e-10,99.99928474937856,0.009870499,0.01,0.4295890406111799,4999.326,4999.324956424283,4999.324956424283,4999.324956424283
1.0011455,2030.3405860172372,100,1.0563258,0.010614719,499.56,0.86058664,99.8376094180289,0.0016270855,4574.232,40.080875,0.9951519,1.6429773e-07,99.88558285645632,0.008647792,0.010000002,2030.3405860172372,4995.283,4994.799324254282,4994.799324254282,4994.799324254282
1.0013238,1795.2259275998122,100,1.0676469,0.010735536,499.48,0.8278024,99.8349429211045,0.0016514104,4573.4917,36.61005,0.994498,1.6697336e-07,99.8677931019786,0.008323822,0.01,1795.2259275998122,4994.5806,4993.995246111976,4993.995246111976,4993.995246111976
1.0316385,87092.28979706431,100,1.2318236,0.012566819,497.06,0.19861375,96.28713896931977,0.037424117,4562.649,94.61308,0.9802191,3.8949797e-06,96.93317930841549,0.0020262178,0.01,87092.28979706431,4990.0645,4969.982922778963,4969.982922778963,4969.982922778963
1.0100728,11027.245546941484,100,1.0930605,0.01113422,498.96,0.4624415,98.61506291102276,0.013671566,4571.554,49.485573,0.98171264,1.4185657e-06,99.00276226955762,0.004710559,0.01,11027.245546941484,4994.4785,4988.93248548757,4988.93248548757,4988.93248548757
1.0000011,0.4189496354072698,100,1.0031214,0.010031203,500.0,0.99678093,99.99987030055767,1.2897818e-06,4578.547,0.6436658,1.0000011,1.2897729e-10,99.99989271175451,0.009967798,0.01,0.4189496354072698,4999.3574,4999.356656888242,4999.356656888242,4999.356656888242
1.0636076,251859.85780428816,100,1.4389431,0.014603712,494.36,0.17819567,93.28587570615579,0.07058261,4543.7114,174.81885,0.985327,7.270043e-06,94.01963890691823,0.0018084927,0.01,251859.85780428816,4977.6987,4942.757832069398,4942.757832069398,4942.757832069398
1.0000961,25.610302230330458,100,1.0107388,0.010129532,499.96,0.9396403,99.98347498433962,0.0001663532,4578.1567,4.7488904,0.997814,1.6708281e-08,99.9903926543618,0.009416988,0.009999999,25.610302230330458,4998.9873,4998.955531598945,4998.955531598945,4998.955531598945
1.000001,0.3645781885589806,100,1.0028284,0.0100285765,500.0,0.9973112,99.99991607426063,9.2896124e-07,4578.528,0.6004413,0.9999708,9.290201e-11,99.99990463265931,0.009973403,0.01,0.3645781885589806,4999.3384,4999.337774046491,4999.337774046491,4999.337774046491
1.0000024,0.388974460050818,100,1.003229,0.010032481,500.0,0.99332213,99.99953841445996,4.777103e-06,4578.555,0.61928,0.999981,4.777283e-10,99.99976158198933,0.00993341,0.01,0.388974460050818,4999.366,4999.365351314423,4999.365351314423,4999.365351314423
1.0359973,249949.88255289875,100,1.4519092,0.014569128,495.01,0.45490098,96.17311813869718,0.03991782,4537.3213,338.07654,0.99656564,4.0193418e-06,96.52535073916283,0.0045646867,0.010000002,249949.88255289875,4965.6387,4949.501011898435,4949.501011898435,4949.501011898435
1.1359805,493842.14612052497,100,1.5595368,0.015729476,490.03,0.0114035215,86.64904013433298,0.1529946,4523.8916,203.29387,0.9914741,1.5563715e-05,88.02968110442588,0.000115015835,0.010000002,493842.14612052497,4972.4014,4899.50173945454,4899.50173945454,4899.50173945454
1.0000007,0.3283587233197136,100,1.00179,0.010019353,500.0,0.9962147,99.99986646637258,1.4698469e-06,4578.674,0.5694527,0.99985504,1.4702693e-10,99.99992847447743,0.009963592,0.01,0.3283587233197136,4999.4844,4999.483960712652,4999.483960712652,4999.483960712652
1.0,0.2810064185310659,100,1.0001956,0.010001828,500.0,0.9997384,99.99998855605587,8.3491e-09,4578.6865,0.5274177,1.0000129,8.3491954e-13,100.0,0.009997256,0.01,0.2810064185310659,4999.497,4999.496033617823,4999.496033617823,4999.496033617823
1.003263,1787.17596020126,100,1.0758295,0.010810879,499.59,0.60508716,99.51422568502323,0.0048827943,4575.2817,25.683266,0.995136,4.930642e-07,99.67476158450947,0.0060804468,0.01,1787.17596020126,4996.7783,4995.11124909807,4995.11124909807,4995.11124909807
1.0000013,0.5114018631213181,100,1.0024675,0.010023685,500.0,0.99667126,99.99987031322236,1.3696085e-06,4578.5605,0.710922,1.0000987,1.369342e-10,99.99986886995345,0.009965729,0.01,0.5114018631213181,4999.371,4999.370398076859,4999.370398076859,4999.370398076859
1.0,0.3859467450772079,100,1.0,0.01,500.0,1.0,100.0,,4578.587,0.6181267,1.0,3.5044917e-18,100.0,0.01,0.009999998,0.3859467450772079,4999.397,4999.397087885251,4999.397087885251,4999.397087885251
1.0000018,0.5267939640301234,100,1.0031497,0.010032285,500.0,0.99213713,99.99971006087615,2.9217044e-06,4578.5405,0.72107464,0.9999215,2.9221625e-10,99.99982118638542,0.0099221505,0.01,0.5267939640301234,4999.3516,4999.350175983075,4999.350175983075,4999.350175983075
1.0,0.4795912962384405,100,1.0,0.01,500.0,1.0,100.0,,4578.5796,0.6890635,1.0,3.5044917e-18,100.0,0.01,0.009999998,0.4795912962384405,4999.39,4999.390128815703,4999.390128815703,4999.390128815703
1.0152558,23160.64508536909,100,1.1497838,0.011544776,498.49,0.3771578,98.38839459400725,0.016411224,4569.6,57.717945,0.9959343,1.6545488e-06,98.49734335942009,0.0037869748,0.01,23160.64508536909,4993.6084,4984.120908918285,4984.120908918285,4984.120908918285
1.0,0.465333671876374,100,1.0000372,0.0100004105,500.0,0.999861,99.99998474115331,1.0170023e-09,4578.6484,0.6786776,0.9999961,1.0166942e-13,100.0,0.009998649,0.01,0.465333671876374,4999.459,4999.458314540191,4999.458314540191,4999.458314540191
1.0000004,494834.93872333237,100,4.6758122,0.095607854,490.02,0.0041562645,24.80197714683407,0.7325073,4572.981,42.445583,0.4890615,0.00030625623,99.99996423722592,8.4984495e-05,0.009999999,494834.93872333237,4993.7915,4899.431517697576,4899.431517697576,4899.431517697576
1.3543084,1474103.5317201645,100,1.9538404,0.02139272,454.41,0.0041384995,70.5196655426352,0.35223538,4473.218,227.00223,0.91332024,4.2226664e-05,73.83842738717702,4.531269e-05,0.01,1474103.5317201645,4962.9346,4541.849603465477,4541.849603465477,4541.849603465477
1.0005603,288.9750133279297,100,1.0290388,0.010276239,499.84,0.8614156,99.94367819167857,0.0005707866,4576.8003,14.576204,1.0013767,5.6921795e-08,99.94400300811074,0.008602313,0.01,288.9750133279297,4997.7285,4997.492434079905,4997.492434079905,4997.492434079905
1.0129541,13151.753199589792,100,1.1919727,0.0119223595,498.41,0.56033456,98.72793270097638,0.013008786,4566.1006,69.338486,0.9997792,1.301453e-06,98.72115472313183,0.0056045833,0.010000002,13151.753199589792,4989.628,4983.330863745006,4983.330863745006,4983.330863745006
1.0021279,3257.417188508765,100,1.0564247,0.010596891,499.44,0.83251977,99.80456606784654,0.0019657137,4573.4277,47.50249,0.9969196,1.9778808e-07,99.78766324651833,0.008350922,0.01,3257.417188508765,4994.6855,4993.749429349612,4993.749429349612,4993.749429349612
1.000001,0.2960939777789444,100,1.0026551,0.010026721,500.0,0.995138,99.99987411297691,1.2800884e-06,4578.598,0.54101473,0.9999831,1.2801314e-10,99.99990463265931,0.009951549,0.01,0.2960939777789444,4999.4087,4999.407609968548,4999.407609968548,4999.407609968548
1.0484253,214067.94482058595,100,1.2887377,0.0137141505,493.94,0.08346168,93.11862509394015,0.06591661,4561.583,49.607597,0.93971384,7.464551e-06,95.38113816652944,0.0008881606,0.01,214067.94482058595,4992.462,4938.545113484062,4938.545113484062,4938.545113484062
1.0008479,361.6665115535619,100,1.0335553,0.0103427265,499.82,0.80264056,99.86866396831472,0.0013264249,4576.894,15.232631,0.99930644,1.328267e-07,99.9152782709192,0.008031976,0.010000002,361.6665115535619,4997.883,4997.5114847251325,4997.5114847251325,4997.5114847251325
1.1575111,521331.0763786675,100,1.6855186,0.01653796,488.3,0.033490244,85.8287721662137,0.17323764,4509.5933,233.11166,1.0191817,1.667781e-05,86.39225895778405,0.00032859936,0.01,521331.0763786675,4962.3335,4882.157761935734,4882.157761935734,4882.157761935734
1.0,0.32581936155387264,100,1.0001336,0.010001314,500.0,0.9999205,99.99996185312557,1.5684777e-09,4578.6113,0.5679286,1.0000023,1.568232e-13,100.0,0.009999182,0.010000002,0.32581936155387264,4999.422,4999.421316347332,4999.421316347332,4999.421316347332
1.0664862,259136.0012397455,100,1.4020139,0.014726861,494.01,0.116677016,91.33839468375045,0.08681472,4540.0605,236.53601,0.95201135,9.578759e-06,93.76586054512826,0.0012255843,0.01,259136.0012397455,4974.635,4939.368445199595,4939.368445199595,4939.368445199595
1.121601,493846.6110483144,100,1.5791795,0.014982384,490.03,0.08610607,89.79759932742955,0.12749806,4517.336,261.43134,1.0540242,1.1476313e-05,89.15826687956248,0.0008169269,0.01,493846.6110483144,4962.998,4899.523855231506,4899.523855231506,4899.523855231506
1.0,0.28801499191425217,100,1.0,0.01,500.0,1.0,100.0,,4578.683,0.5339956,1.0,3.5044917e-18,100.0,0.01,0.009999998,0.28801499191425217,4999.4937,4999.493318702036,4999.493318702036,4999.493318702036
1.0000006,0.3122354901337719,100,1.0032408,0.01003208,500.0,0.99815893,99.99988937749177,1.012388e-06,4578.642,0.5557674,1.0000328,1.0123291e-10,99.99994039539075,0.0099812625,0.01,0.3122354901337719,4999.4526,4999.45220613736,4999.45220613736,4999.45220613736
1.0000005,0.2784570280985679,100,1.0024775,0.010026026,500.0,0.99773425,99.99991988141763,7.521506e-07,4578.672,0.52485806,0.9998753,7.523393e-11,99.99995231630692,0.009978587,0.01,0.2784570280985679,4999.4824,4999.481515294385,4999.481515294385,4999.481515294385
1.0000002,0.2873470440437354,100,1.0015216,0.010014727,500.0,0.99903643,99.99996185490082,2.5461006e-07,4578.5483,0.53329474,1.0000489,2.5458736e-11,99.99997615814777,0.009989876,0.01,0.2873470440437354,4999.359,4999.35824078941,4999.35824078941,4999.35824078941
1.0,0.35047173472019005,100,1.0001408,0.0100014275,500.0,0.9991542,100.00000381470494,2.1749306e-08,4578.5215,0.588985,0.99999803,2.1749453e-12,100.0,0.009991562,0.01,0.35047173472019005,4999.332,4999.331487652793,4999.331487652793,4999.331487652793
