AvgNormIw,AvgRet,J,BatchSize,MinNormIw,Bound,ESSRenyi,AvgEpLen,AvgVanillaIw,VarNormIw,MinVanillaIw,AvgDiscRet,VanillaAvgRet,VarDiscRet,MaxVanillaIw,VarVanillaIw,MaxNormIw,ESSClassic,VarRet,VarJ,eRenyi2
0.01,113.6349957747497,478.40305,100,5.16698e-40,413.81805,1.8229362970883254,12.37,1.6387569,0.009589782,8.4674244e-38,8.526512829121202e-15,113.6349957747497,10750.08109230406,160.5097,257.53586,0.9794601,1.042330791501672,10750.081092304059,80.54229,54.856552
0.01,574.3882993813596,4303.001,100,,3672.46,0.8910327188312918,58.45,4.338494,0.009276099,,6.8212102632969615e-15,574.3882993813596,500838.07443043106,417.96793,1745.9966,0.9633941,1.0771988522063887,500838.07443043106,1256.2899,112.229324
0.01,2076.7730859791604,2827.1746,100,5.673941e-36,2287.016,7.253183612465552,208.53,1.32336,0.0011567771,7.5086662e-34,-1.659827830735594e-13,2076.7730859791604,2991906.0536467987,23.832485,20.258425,0.18009073,8.030778122491625,2991906.053646799,503.84427,13.787049
0.010000002,4580.031298619385,404.46106,100,5.0250433e-06,289.043,51.02777192628469,458.26,0.9837156,8.7992266e-05,0.00049432134,-1.9099388737231492e-13,4580.031298619385,961016.9477726016,4.104163,0.85149807,0.041721035,53.44383195833684,961016.9477726015,67.94231,1.9597172
0.01,4948.967409774718,49.785,100,5.4715543e-05,16.818356,83.76633602265561,494.97,1.0232134,2.0830186e-05,0.0055985674,6.411937647499144e-13,4948.967409774718,128705.10846812822,1.6241221,0.21808487,0.015872762,82.90369330866767,128705.10846812822,6.854176,1.193797
0.010000002,4962.6307094894855,36.25683,100,3.8438837e-05,9.878529,81.08252206748152,496.33,1.0377921,2.0713642e-05,0.003989152,-1.0913936421275138e-12,4962.6307094894855,79762.3209431546,1.577157,0.22308855,0.015197234,82.9830587507976,79762.32094315461,4.518176,1.2333114
0.01,4892.384664981491,104.462265,100,5.2193445e-07,51.675694,71.94740775244887,489.32,0.93018425,4.8456244e-05,4.8549522e-05,-6.411937647499144e-13,4892.384664981491,283425.5566792836,2.3280833,0.4192642,0.025028195,67.58049033694937,283425.55667928356,18.654001,1.3899041
0.01,4999.705927862689,0.2640008,100,8.377003e-22,0.14050955,5.603479003252614,500.0,0.7801294,0.0039197085,6.535146e-20,-5.002220859751106e-13,4999.705927862689,0.12081114512371471,45.195328,23.855427,0.57933116,2.512239756019003,0.12081114512371476,0.18462376,17.846056
0.01,4999.794536734415,0.045471676,100,0.003202705,0.023353541,52.58984654444614,500.0,1.2528741,0.00049976533,0.40125862,4.4565240386873483e-13,4999.794536734415,0.03637272702927156,28.30198,7.8447847,0.22589642,16.813287567126196,0.03637272702927156,0.21254918,1.9015077
0.01,4999.813186849916,0.16698718,100,1.2451962e-24,0.08410261,3.8477444311192848,500.0,0.9045996,0.0041274303,1.126404e-22,-4.911271389573813e-13,4999.813186849916,0.037370642597314624,55.133526,33.774788,0.6094799,2.3888260159337658,0.037370642597314624,0.12667467,25.989252
