optimgain,EpLenMean,EpisodesSoFar,EpRewMean,entloss,Step_size,TimeElapsed,SampleRenyi2,entropy,Var_J,TimestepsSoFar,surrgain,ev_tdlam_before,DiscEpRewMean,meankl,J_hat,EpThisIter
0.0230742,200.0,1200,-104.501034362,,1.0,186.62723326683044,24.2477,0.532238,8.810606956481934,240000,0.0230742,-0.000435829162598,-69.1380985578,0.0101591,-56.42523956298828,100
0.0207321,200.0,1300,-89.0295055751,,1.0,202.18484711647034,24.39,0.434696,5.023395538330078,260000,0.0207321,0.000185906887054,-59.1310977975,0.0101724,-45.739112854003906,100
0.0172248,200.0,1400,-75.0213022815,,1.0,218.2221109867096,24.0013,0.337782,1.8784370422363281,280000,0.0172248,-0.00249934196472,-50.4779972325,0.0101302,-43.17661666870117,100
0.014143,200.0,1500,-64.4977994936,,1.0,234.1006805896759,24.1856,0.240576,10.651999473571777,300000,0.014143,-0.000775218009949,-43.8616246969,0.0101449,-40.996273040771484,100
0.0132363,200.0,1600,-53.4688242432,,1.0,251.39581489562988,21.1617,0.148132,1.628038763999939,320000,0.0132363,-0.000128507614136,-36.4174230484,0.00977794,-30.297021865844727,100
0.0111216,200.0,1700,-46.4527630798,,1.0,267.2817199230194,24.1464,0.051559,3.1201231479644775,340000,0.0111216,0.000165820121765,-32.0921956718,0.0100867,-26.874046325683594,100
0.0111615,200.0,1800,-39.3937327608,,1.0,283.6855561733246,23.736,-0.0442064,3.3967247009277344,360000,0.0111615,0.000620901584625,-27.4256388143,0.0100051,-24.615633010864258,100
0.00972196,200.0,1900,-36.0489191116,,1.0,299.83958649635315,16.2635,-0.132202,2.1308746337890625,380000,0.00972196,0.000174582004547,-26.0471657797,0.00915614,-19.914020538330078,100
0.00732469,200.0,2000,-33.5653578791,,1.0,317.2741508483887,10.4741,-0.207971,3.6795523166656494,400000,0.00732469,-0.000316262245178,-24.8042953282,0.00779176,-23.38147735595703,100
0.00761464,200.0,2100,-29.4999689223,,1.0,333.2817521095276,15.6113,-0.294267,2.9570260047912598,420000,0.00761464,-0.000987529754639,-21.7462572966,0.0089102,-19.816587448120117,100
0.00490263,200.0,2200,-28.285690639,,1.0,349.88153290748596,19.3741,-0.386837,3.098496675491333,440000,0.00490263,-0.000155687332153,-21.4725058182,0.00954375,-16.851696014404297,100
0.00446363,200.0,2300,-27.4639543698,,1.0,366.44533371925354,24.265,-0.484256,4.363517761230469,460000,0.00446363,-0.000352382659912,-21.5666179215,0.0101542,-23.784954071044922,100
0.00313642,200.0,2400,-23.6006181469,,1.0,383.7539987564087,6.2718,-0.540893,4.33687162399292,480000,0.00313642,-1.19209289551e-07,-18.6354182489,0.00568171,-17.815309524536133,100
0.00522752,200.0,2500,-24.7348215283,,1.0,401.84824442863464,18.4297,-0.630822,4.405811786651611,500000,0.00522752,4.19616699219e-05,-20.0864857464,0.00913814,-17.036821365356445,100
0.00362117,200.0,2600,-23.0853116414,,1.0,419.0344660282135,24.1644,-0.728183,7.88450288772583,520000,0.00362117,-7.15255737305e-07,-19.0131643671,0.0101473,-17.115535736083984,100
0.00442728,200.0,2700,-20.9981990822,,1.0,437.93584656715393,4.07454,-0.782709,11.232419967651367,540000,0.00442728,-0.000287175178528,-17.5510059969,0.00524314,-16.693117141723633,100
0.00467599,200.0,2800,-22.4331415843,,1.0,455.49066138267517,9.93031,-0.862327,19.27387237548828,560000,0.00467599,-3.46899032593e-05,-19.0168870589,0.00778555,-17.593183517456055,100
0.00526388,200.0,2900,-22.1542856982,,1.0,473.7101995944977,12.7155,-0.946131,19.35275650024414,580000,0.00526388,0.000118970870972,-19.0862272537,0.0082899,-25.75961685180664,100
0.00434235,200.0,3000,-20.2396957355,,1.0,491.7903137207031,23.6358,-1.04299,2.100673198699951,600000,0.00434235,-0.000216960906982,-17.3979943132,0.0100733,-11.141867637634277,100
0.00533643,200.0,3100,-20.0805572073,,1.0,510.6377580165863,23.0401,-1.13956,5.239996910095215,620000,0.00533643,3.14116477966e-05,-17.6347535007,0.0100177,-16.742002487182617,100
0.00935374,200.0,3200,-19.3473271355,,1.0,529.1198978424072,2.61389,-1.1574,0.887323260307312,640000,0.00935374,-6.5803527832e-05,-17.2435918742,0.00294765,-11.056756973266602,100
0.00374993,200.0,3300,-21.1113332035,,1.0,547.3935050964355,22.357,-1.25334,10.064725875854492,660000,0.00374993,-0.000203967094421,-18.8713023136,0.00992947,-20.916820526123047,100
0.00498742,200.0,3400,-19.9754350073,,1.0,565.488851070404,21.5473,-1.34813,6.090051174163818,680000,0.00498742,2.32458114624e-06,-18.0258684488,0.00976299,-20.167827606201172,100
0.00355936,200.0,3500,-20.6923505541,,1.0,584.9309210777283,20.6929,-1.44263,12.512409210205078,700000,0.00355936,-0.00018835067749,-18.9052486882,0.00972991,-17.145645141601562,100
0.00214608,200.0,3600,-20.4598764286,,1.0,603.9860618114471,23.4407,-1.53907,5.077370643615723,720000,0.00214608,-0.00014865398407,-18.8841446078,0.010007,-18.465768814086914,100
0.00417994,200.0,3700,-19.4716164979,,1.0,623.3639459609985,24.2181,-1.63623,9.935480117797852,740000,0.00417994,-5.97238540649e-05,-18.104955245,0.0101079,-16.573205947875977,100
0.00395355,200.0,3800,-19.3628417586,,1.0,642.8307573795319,23.8874,-1.73334,2.864461898803711,760000,0.00395355,3.62396240234e-05,-18.1063905067,0.0100989,-7.111917018890381,100
0.00262007,200.0,3900,-23.0325960669,,1.0,663.3171300888062,24.2736,-1.83074,18.7321720123291,780000,0.00262007,-0.000102162361145,-21.88985634,0.0101526,-17.623435974121094,100
0.00485642,200.0,4000,-20.7723197001,,1.0,683.9112379550934,24.2722,-1.92818,19.315486907958984,800000,0.00485642,3.6358833313e-06,-19.7259180564,0.0101481,-18.884769439697266,100
0.00559722,200.0,4100,-21.6596226434,,1.0,705.0856440067291,24.2246,-2.02559,16.817951202392578,820000,0.00559722,0.000203967094421,-20.7233334882,0.0101554,-14.373856544494629,100
0.00657711,200.0,4200,-20.1886356207,,1.0,725.6301646232605,24.007,-2.12259,19.92628288269043,840000,0.00657711,0.000366628170013,-19.3523626224,0.0100909,-17.18410873413086,100
0.00465103,200.0,4300,-22.5492184571,,1.0,746.0544199943542,24.1788,-2.21974,4.946841239929199,860000,0.00465103,-0.000471591949463,-21.7314227917,0.0101123,-14.438384056091309,100
0.00676716,200.0,4400,-23.5225625563,,1.0,766.514767408371,23.8636,-2.31694,11.923175811767578,880000,0.00676716,0.000239372253418,-22.7565651827,0.010121,-21.426393508911133,100
0.015651,200.0,4500,-23.5707277611,,1.0,788.0731818675995,2.46691,-2.34273,2.3196709156036377,900000,0.015651,-0.000604510307312,-22.824211949,0.0036487,-7.713267803192139,100
0.0120287,200.0,4600,-25.3370378342,,1.0,809.1655044555664,17.4697,-2.43454,14.002717971801758,920000,0.0120287,0.000256836414337,-24.5534279318,0.00939561,-12.378169059753418,100
0.0153935,200.0,4700,-27.4099808068,,1.0,830.4723749160767,6.20992,-2.48206,4.906630039215088,940000,0.0153935,9.03010368347e-05,-26.6411063497,0.0049572,-13.253734588623047,100
0.00789903,200.0,4800,-30.0132688186,,1.0,852.5802721977234,24.1704,-2.57944,5.143376350402832,960000,0.00789903,-0.000195026397705,-29.1711631567,0.0101305,-26.024309158325195,100
0.00780175,200.0,4900,-31.5443108282,,1.0,874.6252961158752,24.364,-2.67687,14.888669967651367,980000,0.00780175,-0.000264406204224,-30.6740736462,0.0101695,-31.366315841674805,100
0.0086814,200.0,5000,-32.3857240968,,1.0,896.9786951541901,24.3836,-2.77442,19.800233840942383,1000000,0.0086814,-5.71012496948e-05,-31.5067610549,0.010172,-18.362577438354492,100
0.011768,200.0,5100,-36.4909983356,,1.0,919.6921217441559,24.3896,-2.87207,3.8818962574005127,1020000,0.011768,1.29342079163e-05,-35.554959096,0.010173,-32.48472213745117,100
0.0268867,200.0,5200,-36.6763639958,,1.0,941.8292310237885,10.5476,-2.92239,0.9266241192817688,1040000,0.0268867,-1.03712081909e-05,-35.5928905648,0.00597986,-5.521111011505127,100
0.0110615,200.0,5300,-44.6233776481,,1.0,964.3313987255096,24.385,-3.02002,7.815301895141602,1060000,0.0110615,8.64267349243e-06,-43.2956104513,0.010174,-20.892005920410156,100
0.0152895,200.0,5400,-49.1655954781,,1.0,987.4385192394257,24.3929,-3.11764,15.58846664428711,1080000,0.0152895,-3.1590461731e-05,-47.4961373776,0.0101705,-16.871538162231445,100
0.0190353,200.0,5500,-58.2623649185,,1.0,1009.2867834568024,24.4154,-3.21496,20.771364212036133,1100000,0.0190353,-4.17232513428e-06,-56.0076827606,0.0101642,-18.235815048217773,100
0.0272039,200.0,5600,-78.5281990146,,1.0,1032.3489260673523,24.3797,-3.31259,15.06982707977295,1120000,0.0272039,-2.74181365967e-06,-74.6193428516,0.0101737,-13.323128700256348,100
0.0582488,200.0,5700,-102.796869152,,1.0,1055.611632347107,7.57491,-3.35315,17.81923484802246,1140000,0.0582488,6.55651092529e-07,-95.5935103133,0.00697026,-21.947982788085938,100
0.0258521,200.0,5800,-201.39608418,,1.0,1079.3146028518677,24.5659,-3.45063,15.184378623962402,1160000,0.0258521,-1.19209289551e-07,-176.204498043,0.0101659,-37.859230041503906,100
2.68223e-05,200.0,5900,-385.13236364,,0.03125,1102.9370131492615,1.0037,-3.45364,590.6467895507812,1180000,2.68223e-05,,-302.657845481,9.35801e-06,-303.2969055175781,100
1.36421e-05,200.0,6000,-370.514326573,,0.03125,1126.062067270279,1.0037,-3.45666,624.0968017578125,1200000,1.36421e-05,7.15255737305e-07,-289.837371256,9.29838e-06,-292.15850830078125,100
inf,200.0,6100,-444.057580883,,0.0009765625,1149.5629596710205,0.999988,-3.45651,884.773681640625,1220000,inf,8.34465026855e-07,-337.345206927,,-337.3452453613281,100
0.000553027,200.0,6200,-379.701302327,,1.0,1173.8330574035645,24.4001,-3.55426,2534.291748046875,1240000,0.000553027,1.13248825073e-06,-299.667740129,0.0101748,-200.85235595703125,100
0.00155788,200.0,6300,-382.541675326,,1.0,1197.6375052928925,24.1913,-3.65093,3937.575927734375,1260000,0.00155788,1.07288360596e-06,-298.65980388,0.0101651,-365.22625732421875,100
0.00323798,200.0,6400,-429.905400322,,1.0,1222.3642251491547,24.38,-3.74847,1861.602294921875,1280000,0.00323798,-1.19209289551e-07,-329.540138381,0.0101748,-218.61082458496094,100
inf,200.0,6500,-375.861313821,,0.0009765625,1247.2890467643738,1.0,-3.74837,574.0209350585938,1300000,inf,-1.66893005371e-06,-295.3479493,1.19209e-07,-295.34796142578125,100
0.00111353,200.0,6600,-367.045392317,,1.0,1272.0892083644867,24.3935,-3.84609,590.1396484375,1320000,0.00111353,,-284.527370129,0.0101749,-182.66668701171875,100
inf,200.0,6700,-441.398336293,,0.0009765625,1296.7123730182648,1.0,-3.8458,915.72998046875,1340000,inf,-3.57627868652e-07,-333.615797422,,-333.61578369140625,100
0.00275229,200.0,6800,-365.597158798,,1.0,1322.0717334747314,24.3934,-3.94368,7810.12158203125,1360000,0.00275229,8.34465026855e-07,-286.026651731,0.0101747,-277.68121337890625,100
0.0330535,200.0,6900,-499.504968165,,1.0,1346.9903674125671,24.75,-4.04062,17.344507217407227,1380000,0.0330535,4.76837158203e-07,-380.247690559,0.0101784,-32.146697998046875,100
0.0097727,200.0,7000,-333.032789927,,1.0,1372.8579816818237,24.3942,-4.13808,798.6790161132812,1400000,0.0097727,-3.57627868652e-07,-271.688536815,0.0101749,-87.69807434082031,100
inf,200.0,7100,-391.999633314,,0.0009765625,1398.713399887085,1.00001,-4.13799,627.6369018554688,1420000,inf,-2.38418579102e-07,-307.374479059,,-307.3744812011719,100
inf,200.0,7200,-455.732242872,,0.0009765625,1424.8143088817596,1.00001,-4.13799,725.5072631835938,1440000,inf,-1.90734863281e-06,-355.55102265,,-355.551025390625,100
0.0681607,200.0,7300,-283.067621148,,1.0,1451.0315794944763,35.4844,-4.17781,15.392596244812012,1460000,0.0681607,-2.74181365967e-06,-229.629117172,0.00867869,-18.223033905029297,100
inf,200.0,7400,-565.161632381,,0.0009765625,1477.399787902832,1.0,-4.17773,1232.3487548828125,1480000,inf,-1.78813934326e-06,-415.24942497,,-415.24945068359375,100
4.31048e+22,200.0,7500,-314.056174282,,0.00390625,1503.6000304222107,1.00006,-4.17764,1.4551918697813804e-11,1500000,4.31048e+22,5.96046447754e-08,-257.800456261,1.40628e-07,-41.919525146484375,100
5.90067e-06,200.0,7600,-391.124452988,,0.03125,1530.1955573558807,1.0037,-4.18064,674.5662231445312,1520000,5.90067e-06,-1.19209289551e-07,-306.167353315,9.29832e-06,-307.5466613769531,100
7.50152e+16,200.0,7700,-374.786690147,,0.001953125,1556.8209824562073,1.00001,-4.18038,,1540000,7.50152e+16,-2.38418579102e-07,-292.351635066,,-50.25399398803711,100
0.0631202,200.0,7800,-479.048541415,,1.0,1583.4675602912903,64.4719,-4.21378,37.47123336791992,1560000,0.0631202,-2.38418579102e-07,-367.607782613,0.00932803,-24.624408721923828,100
0.0286295,200.0,7900,-289.376336956,,1.0,1610.7356870174408,24.3996,-4.31124,80.45664978027344,1580000,0.0286295,-2.14576721191e-06,-235.996758148,0.0101748,-38.42869186401367,100
inf,200.0,8000,-487.03988014,,0.0009765625,1638.5378968715668,1.0,-4.31115,768.8694458007812,1600000,inf,1.78813934326e-07,-371.840720654,,-371.8407287597656,100
inf,200.0,8100,-312.587520758,,0.0009765625,1667.3510644435883,1.0,-4.31115,546.8473510742188,1620000,inf,-1.19209289551e-06,-252.018765961,,-252.01876831054688,100
inf,200.0,8200,-456.997650589,,0.0009765625,1695.480516910553,1.0,-4.31115,818.8696899414062,1640000,inf,-8.34465026855e-07,-350.298475846,,-350.29852294921875,100
0.00540145,200.0,8300,-360.123171977,,1.0,1723.443289756775,24.3992,-4.40889,642.7593383789062,1660000,0.00540145,-3.57627868652e-07,-285.822115716,0.0101748,-134.9832763671875,100
inf,200.0,8400,-402.749196768,,0.0009765625,1751.7122509479523,1.0,-4.40856,740.2067260742188,1680000,inf,-2.38418579102e-07,-313.240599532,,-313.2406005859375,100
0.000898262,200.0,8500,-411.997674915,,1.0,1779.9861812591553,24.3982,-4.5065,5558.37109375,1700000,0.000898262,-9.53674316406e-07,-321.12739088,0.0101748,-447.3509826660156,100
inf,200.0,8600,-392.76655874,,0.0009765625,1808.959989786148,1.0,-4.50619,709.1576538085938,1720000,inf,-3.57627868652e-07,-308.711183581,,-308.711181640625,100
0.000574135,200.0,8700,-410.946806395,,1.0,1837.6666295528412,24.3957,-4.60415,3853.09423828125,1740000,0.000574135,-1.19209289551e-07,-321.830721665,0.0101747,-389.0210266113281,100
0.00883418,200.0,8800,-350.700580895,,1.0,1866.7121138572693,24.3905,-4.7015,1014.6861572265625,1760000,0.00883418,5.96046447754e-08,-276.254858655,0.0101747,-104.79022216796875,100
6.06603e+14,200.0,8900,-445.094609446,,0.25,1895.5992078781128,1.17394,-4.69822,5.820767479125522e-11,1780000,6.06603e+14,-3.57627868652e-07,-341.187384458,0.000538211,-99.52180480957031,100
inf,200.0,9000,-304.624245481,,0.0009765625,1924.2907950878143,1.0,-4.69798,532.267578125,1800000,inf,,-241.401349733,,-241.4013214111328,100
3.48531e+31,200.0,9100,-493.116735711,,0.00390625,1953.6474735736847,1.00005,-4.6979,1.45519117589199e-11,1820000,3.48531e+31,2.98023223877e-07,-369.289337846,1.19233e-07,-38.3653450012207,100
0.0388391,200.0,9200,-314.279193479,,1.0,1982.7283375263214,24.1473,-4.79491,54.86771774291992,1840000,0.0388391,2.98023223877e-06,-248.823683876,0.0101658,-40.777587890625,100
0.05346,200.0,9300,-479.482839125,,1.0,2013.1051156520844,24.2941,-4.8925,74.15776062011719,1860000,0.05346,-1.19209289551e-07,-361.381804295,0.0101749,-12.110047340393066,100
0.0370048,200.0,9400,-322.596549443,,1.0,2043.5954542160034,24.3956,-4.98999,40.57304763793945,1880000,0.0370048,3.09944152832e-06,-255.08980553,0.0101749,-33.484493255615234,100
inf,200.0,9500,-407.100545981,,0.0009765625,2074.481863975525,1.0,-4.98991,796.482421875,1900000,inf,1.66893005371e-06,-309.468799115,,-309.4688415527344,100
inf,200.0,9600,-385.62938981,,0.0009765625,2104.201027870178,1.0,-4.98991,724.2190551757812,1920000,inf,8.34465026855e-07,-295.224177858,,-295.2242126464844,100
0.0257497,200.0,9700,-444.698592885,,1.0,2133.6889259815216,24.4062,-5.08764,69.93331146240234,1940000,0.0257497,2.32458114624e-06,-337.55631705,0.0101747,-30.762170791625977,100
inf,200.0,9800,-378.874669592,,0.0009765625,2165.2189989089966,1.0,-5.08722,700.7725830078125,1960000,inf,,-295.171811501,,-295.1718444824219,100
inf,200.0,9900,-399.712451733,,0.0009765625,2195.956373691559,1.0,-5.08722,679.8236083984375,1980000,inf,6.73532485962e-06,-308.008133675,,-308.0081787109375,100
inf,200.0,10000,-460.098008085,,0.0009765625,2227.777029275894,1.0,-5.08722,865.09130859375,2000000,inf,7.7486038208e-07,-354.629951725,,-354.6299743652344,100
inf,200.0,10100,-360.823328764,,0.0009765625,2261.6207098960876,1.0,-5.08722,513.4632568359375,2020000,inf,7.80820846558e-06,-286.556415841,,-286.5564270019531,100
0.00838189,200.0,10200,-423.792785075,,1.0,2293.647858142853,24.3979,-5.18525,496.8677978515625,2040000,0.00838189,-4.76837158203e-07,-330.726513126,0.0101751,-92.35435485839844,100
0.0248797,200.0,10300,-348.510475413,,1.0,2324.9777030944824,24.3982,-5.2829,36.727699279785156,2060000,0.0248797,8.34465026855e-06,-276.014960367,0.0101751,-36.106903076171875,100
0.0581964,200.0,10400,-434.839700254,,1.0,2356.718765735626,5.1081,-5.34151,28.19812774658203,2080000,0.0581964,8.40425491333e-06,-335.949231322,0.00966597,-38.720638275146484,100
inf,200.0,10500,-373.485347517,,0.0009765625,2388.7835376262665,1.00001,-5.34106,630.5855102539062,2100000,inf,-2.02655792236e-05,-294.958221924,1.19209e-07,-294.958251953125,100
0.0231966,200.0,10600,-437.582096463,,1.0,2422.1049563884735,24.398,-5.43877,198.8206329345703,2120000,0.0231966,-6.91413879395e-06,-341.263601537,0.0101751,-26.634389877319336,100
0.0159886,200.0,10700,-368.711848068,,1.0,2455.756718635559,24.3981,-5.53641,38.154720306396484,2140000,0.0159886,7.15255737305e-07,-292.859289134,0.0101751,-42.11355972290039,100
inf,200.0,10800,-353.06820974,,0.0009765625,2489.23175907135,1.0,-5.5362,724.8214721679688,2160000,inf,-4.05311584473e-06,-277.113131183,,-277.1131591796875,100
0.0247042,200.0,10900,-428.543092006,,1.0,2522.4956500530243,24.4002,-5.63402,25.823837280273438,2180000,0.0247042,-7.15255737305e-07,-329.462812763,0.0101748,-48.39912414550781,100
0.144438,200.0,11000,-491.695003713,,1.0,2555.9348134994507,24.3982,-5.73166,42.77810287475586,2200000,0.144438,3.57627868652e-07,-383.090434177,0.0101747,-9.146149635314941,100
0.150955,200.0,11100,-289.814168395,,1.0,2589.97784614563,24.3977,-5.82917,19.27007293701172,2220000,0.150955,4.47034835815e-06,-234.869874745,0.0101751,-22.594884872436523,100
inf,200.0,11200,-447.196233498,,0.0009765625,2624.362246274948,1.0,-5.8291,805.7593383789062,2240000,inf,7.09295272827e-06,-346.771771851,,-346.7717590332031,100
0.0607347,200.0,11300,-354.688112155,,1.0,2659.429678916931,24.3977,-5.92681,54.15327835083008,2260000,0.0607347,-1.19209289551e-07,-280.908918201,0.0101751,-25.961050033569336,100
0.00817883,200.0,11400,-386.365005485,,1.0,2693.253389596939,24.3969,-6.02443,571.1481323242188,2280000,0.00817883,4.52995300293e-06,-300.220006206,0.0101749,-201.6353759765625,100
0.0594913,200.0,11500,-429.860244296,,1.0,2727.0470826625824,24.3982,-6.12207,120.23258209228516,2300000,0.0594913,5.96046447754e-07,-332.618634653,0.0101748,-58.923194885253906,100
inf,200.0,11600,-368.384788295,,0.0009765625,2762.027188062668,1.0,-6.12202,763.8406372070312,2320000,inf,-7.2717666626e-06,-288.980297761,,-288.98028564453125,100
0.010426,200.0,11700,-383.618284482,,1.0,2797.6065216064453,24.3978,-6.21972,196.87831115722656,2340000,0.010426,-1.19209289551e-07,-297.265524948,0.0101751,-94.8396987915039,100
0.0147429,200.0,11800,-410.274301165,,1.0,2834.245585203171,24.3977,-6.31737,269.0536193847656,2360000,0.0147429,-2.38418579102e-07,-315.995185248,0.0101751,-43.07841873168945,100
9.12967e-06,200.0,11900,-398.305593504,,0.0078125,2869.4045617580414,1.00024,-6.31816,859.3781127929688,2380000,9.12967e-06,4.64916229248e-06,-308.437954672,5.96046e-07,-309.86395263671875,100
0.1183,200.0,12000,-439.846551766,,1.0,2904.8244071006775,24.3977,-6.41578,40.73881149291992,2400000,0.1183,2.32458114624e-06,-340.537634028,0.0101751,-15.272160530090332,100
inf,200.0,12100,-363.78605531,,0.0009765625,2940.83154296875,1.0,-6.41527,642.0455322265625,2420000,inf,-3.81469726562e-06,-286.722299837,,-286.7222900390625,100
inf,200.0,12200,-446.036799302,,0.0009765625,2977.122985601425,1.0,-6.41527,730.869384765625,2440000,inf,2.56299972534e-06,-346.249907318,5.96046e-08,-346.2499084472656,100
inf,200.0,12300,-383.45887059,,0.0009765625,3013.2124366760254,1.0,-6.41527,654.1107177734375,2460000,inf,2.02655792236e-06,-303.828618693,5.96046e-08,-303.8286437988281,100
0.0559218,200.0,12400,-372.993891645,,1.0,3050.9659168720245,24.3978,-6.51343,51.30227279663086,2480000,0.0559218,1.25169754028e-06,-293.846359934,0.0101751,-12.681482315063477,100
inf,200.0,12500,-384.088530185,,0.0009765625,3086.5460336208344,1.0,-6.51289,770.7703857421875,2500000,inf,-1.54972076416e-06,-299.292399158,1.19209e-07,-299.2923889160156,100
inf,200.0,12600,-390.084236207,,0.0009765625,3124.7082965373993,1.0,-6.51289,635.5015869140625,2520000,inf,3.03983688354e-06,-302.435262807,1.19209e-07,-302.4352722167969,100
inf,200.0,12700,-432.192117653,,0.0009765625,3162.6565918922424,1.0,-6.51289,769.1290283203125,2540000,inf,-4.41074371338e-06,-333.746687143,1.19209e-07,-333.7467041015625,100
inf,200.0,12800,-370.31606204,,0.0009765625,3200.1190247535706,1.0,-6.51289,736.2955932617188,2560000,inf,1.66893005371e-06,-289.604274963,1.19209e-07,-289.60430908203125,100
0.0881927,200.0,12900,-427.091873917,,1.0,3238.1008236408234,24.3975,-6.6106,14.615291595458984,2580000,0.0881927,-2.62260437012e-06,-330.555612667,0.0101751,-26.41472816467285,100
inf,200.0,13000,-335.589193388,,0.0009765625,3276.2410871982574,0.999988,-6.61054,638.96875,2600000,inf,1.07288360596e-06,-262.945782144,5.96046e-08,-262.9457702636719,100
inf,200.0,13100,-447.03468294,,0.0009765625,3314.3166410923004,0.999988,-6.61054,726.088134765625,2620000,inf,4.94718551636e-06,-341.846714379,5.96046e-08,-341.8467102050781,100
0.193784,200.0,13200,-479.572691317,,1.0,3353.232669353485,24.3969,-6.70825,53.50790786743164,2640000,0.193784,4.76837158203e-07,-373.18629,0.0101744,-14.091455459594727,100
inf,200.0,13300,-358.415620275,,0.0009765625,3391.459722518921,1.0,-6.70809,508.4588623046875,2660000,inf,3.1590461731e-06,-286.972590939,1.19209e-07,-286.9726257324219,100
inf,200.0,13400,-312.513546464,,0.0009765625,3430.8953433036804,1.0,-6.70809,581.838134765625,2680000,inf,4.76837158203e-07,-247.431551667,1.19209e-07,-247.43154907226562,100
0.177682,200.0,13500,-443.473107511,,1.0,3470.4808473587036,24.3971,-6.80589,2.1736598014831543,2700000,0.177682,2.68220901489e-06,-340.191415576,0.0101744,-1.9994479417800903,100
inf,200.0,13600,-360.647705397,,0.0009765625,3508.49547624588,1.0,-6.80571,675.671630859375,2720000,inf,5.72204589844e-06,-281.652251955,1.19209e-07,-281.65228271484375,100
0.195961,200.0,13700,-455.519905974,,1.0,3548.4650342464447,24.3985,-6.90354,4.155574321746826,2740000,0.195961,-1.43051147461e-06,-349.960542028,0.0101752,-3.4721174240112305,100
inf,200.0,13800,-326.462057013,,0.0009765625,3587.542916536331,1.0,-6.90337,555.5195922851562,2760000,inf,-3.57627868652e-07,-256.340543869,5.96046e-08,-256.3405456542969,100
inf,200.0,13900,-425.460501258,,0.0009765625,3627.766113758087,1.0,-6.90337,564.6663818359375,2780000,inf,-7.15255737305e-07,-325.208800355,5.96046e-08,-325.2088317871094,100
0.0844601,200.0,14000,-418.494626858,,1.0,3668.363623857498,24.3987,-7.00109,6.4594011306762695,2800000,0.0844601,5.24520874023e-06,-323.406507382,0.0101752,-10.80737018585205,100
inf,200.0,14100,-434.732136316,,0.0009765625,3707.623551130295,1.00001,-7.00091,818.0463256835938,2820000,inf,-3.69548797607e-06,-338.101592766,,-338.1015930175781,100
inf,200.0,14200,-346.60044871,,0.0009765625,3748.967899084091,1.00001,-7.00091,575.778564453125,2840000,inf,2.98023223877e-06,-273.404303958,,-273.4043273925781,100
0.127699,200.0,14300,-367.576388846,,1.0,3789.7805352211,24.3971,-7.09872,22.985023498535156,2860000,0.127699,6.02006912231e-06,-285.30665232,0.0101744,-8.902637481689453,100
0.193018,200.0,14400,-458.398680334,,1.0,3831.7427113056183,19.6697,-7.19123,33.19159698486328,2880000,0.193018,-4.64916229248e-06,-351.20857341,0.0101739,-16.923009872436523,100
0.178329,200.0,14500,-349.410667094,,1.0,3873.927544593811,24.3987,-7.28886,34.438636779785156,2900000,0.178329,-4.76837158203e-06,-274.01093057,0.0101752,-7.068826198577881,100
