BatchSize,VarVanillaIw,VarRet,AvgVanillaIw,MaxNormIw,VanillaAvgRet,ESSRenyi,AvgEpLen,ESSClassic,EpsThisIter,VarJ,Bound,AvgNormIw,eRenyi2,VarNormIw,MinVanillaIw,J,MaxVanillaIw,AvgDiscRet,Delta,MinNormIw,IterType,AvgRet,VarDiscRet
300,,51628.2392338,1.0,0.005,393.75478958,300.0,42.56,200.000000102,100,217.311,289.95,0.005,1.0,2.1793e-19,1.0,384.187,1.0,393.75478958,0.5,0.005,2,393.75478958,51628.2392338
400,7.75173e+26,29532.6360796,1.71454e+12,0.935836,287.985725177,1022.74560102,31.16,1.13715794402,100,361.527,-inf,0.00333333,0.391104,0.00292994,0.00171613,532.287,4.8136e+14,365.280189161,0.5,3.33642e-18,,287.985725177,35956.0770134
400,2653.61,18268.3472839,3.13767,0.820525,289.383309244,8.13739048107,31.33,1.48221550645,100,2475.5,638.251,0.0025,49.1558,0.00168463,6.27685e-16,1062.6,1029.81,289.383309244,0.5,5.00121e-19,1,289.383309244,18268.3472839
400,,51403.399832,1.0,0.01,374.761508725,400.0,40.52,100.0,100,225.587,216.308,0.01,1.0,3.50449e-18,1.0,374.761,1.0,374.761508725,0.5,0.01,2,374.761508725,51403.399832
400,,62899.979921,1.0,0.005,434.37643627,400.0,46.91,200.000000102,100,239.726,291.205,0.005,1.0,2.1793e-19,1.0,404.569,1.0,434.37643627,0.5,0.005,2,434.37643627,62899.979921
400,,55194.757068,1.0,0.00333333,422.832361549,400.0,45.68,299.999969474,100,237.909,318.096,0.00333333,1.0,5.43914e-20,1.0,410.657,1.0,422.832361549,0.5,0.00333333,2,422.832361549,55194.757068
500,9.17811e+27,18268.3472839,6.7064e+12,0.593894,289.383309244,49556.9002007,31.33,1.95543820108,100,1691.92,-inf,0.0025,0.0100894,0.00127542,0.00097105,455.211,1.59316e+15,385.038788752,0.5,3.61986e-19,,289.383309244,50370.6608416
500,0.670045,128735.990217,0.980568,0.0117992,292.387897078,312.095232001,31.68,294.903446312,100,628.341,158.444,0.002,1.60208,2.78746e-06,0.00035989,352.876,5.78496,292.387897078,0.5,7.34044e-07,1,292.387897078,128735.990217
500,,28631.6685542,1.0,0.01,340.001464419,500.0,36.77,100.0,100,168.361,231.635,0.01,1.0,3.50449e-18,1.0,340.001,1.0,340.001464419,0.5,0.01,2,340.001464419,28631.6685542
500,,43823.9163688,1.0,0.005,350.499649917,500.0,37.89,200.000000102,100,189.455,243.383,0.005,1.0,2.1793e-19,1.0,345.251,1.0,350.499649917,0.5,0.005,2,350.499649917,43823.9163688
500,,24084.7199727,1.0,0.00333333,304.622729347,500.0,32.94,299.999969474,100,179.565,248.533,0.00333333,1.0,5.43914e-20,1.0,331.708,1.0,304.622729347,0.5,0.00333333,2,304.622729347,24084.7199727
500,,43060.0090657,1.0,0.0025,364.280297896,500.0,39.36,400.0,100,187.187,267.539,0.0025,1.0,5.4346e-20,1.0,339.851,1.0,364.280297896,0.5,0.0025,2,364.280297896,43060.0090657
500,2818.52,15690.4053751,3.19644,0.742487,306.294827765,22.5725241275,33.1,1.80957171116,100,2370.5,616.495,0.002,22.1508,0.00110344,8.64398e-09,920.898,1186.66,306.294827765,0.5,5.40851e-12,1,306.294827765,15690.4053751
500,,80225.1239952,1.0,0.01,531.584303296,500.0,57.39,100.0,100,281.821,384.396,0.01,1.0,3.50449e-18,1.0,531.584,1.0,531.584303296,0.5,0.01,2,531.584303296,80225.1239952
500,,81405.6591164,1.0,0.005,498.118827143,500.0,53.86,200.000000102,100,283.35,404.773,0.005,1.0,2.1793e-19,1.0,514.852,1.0,498.118827143,0.5,0.005,2,498.118827143,81405.6591164
500,,112325.376567,1.0,0.00333333,497.832547441,500.0,53.72,299.999969474,100,301.092,384.415,0.00333333,1.0,5.43914e-20,1.0,509.179,1.0,497.832547441,0.5,0.00333333,2,497.832547441,112325.376567
500,,67188.8867807,1.0,0.0025,497.693658127,500.0,53.8,400.0,100,290.941,398.259,0.0025,1.0,5.4346e-20,1.0,506.307,1.0,497.693658127,0.5,0.0025,2,497.693658127,67188.8867807
500,1725.07,63224.3466241,2.95077,0.627029,485.826623632,25.8498167693,52.48,2.51601893954,100,3880.94,828.956,0.002,19.3425,0.000792492,4.47428e-11,1253.99,925.109,485.826623632,0.5,3.03262e-14,1,485.826623632,63224.3466241
500,,87525.1157399,1.0,0.01,694.174312995,500.0,75.07,100.0,100,294.363,498.446,0.01,1.0,3.50449e-18,1.0,694.174,1.0,694.174312995,0.5,0.01,2,694.174312995,87525.1157399
500,,113676.416708,1.0,0.005,669.540006296,500.0,72.45,200.000000102,100,315.827,542.385,0.005,1.0,2.1793e-19,1.0,681.857,1.0,669.540006296,0.5,0.005,2,669.540006296,113676.416708
500,,103921.272022,1.0,0.00333333,661.304999866,500.0,71.46,299.999969474,100,317.625,561.128,0.00333333,1.0,5.43914e-20,1.0,675.006,1.0,661.304999866,0.5,0.00333333,2,661.304999866,103921.272022
500,,86150.6382872,1.0,0.0025,664.990993956,500.0,71.92,400.0,100,311.457,573.881,0.0025,1.0,5.4346e-20,1.0,672.503,1.0,664.990993956,0.5,0.0025,2,664.990993956,86150.6382872
500,2931.57,156937.748901,3.42452,0.707166,753.101731979,55.5736636072,81.34,1.99619082097,100,3210.99,1045.87,0.002,8.99707,0.000999909,4.60804e-06,1407.0,1210.85,753.101731979,0.5,2.6912e-09,1,753.101731979,156937.748901
500,,185341.358186,1.0,0.01,911.164398181,500.0,98.48,100.0,100,428.355,687.114,0.01,1.0,3.50449e-18,1.0,911.164,1.0,911.164398181,0.5,0.01,2,911.164398181,185341.358186
500,,195334.793922,1.0,0.005,913.629088875,500.0,98.79,200.000000102,100,434.092,730.968,0.005,1.0,2.1793e-19,1.0,912.397,1.0,913.629088875,0.5,0.005,2,913.629088875,195334.793922
500,,310485.36436,1.0,0.00333333,924.970279968,500.0,100.1,299.999969474,100,477.619,647.422,0.00333333,1.0,5.43914e-20,1.0,916.588,1.0,924.970279968,0.5,0.00333333,2,924.970279968,310485.36436
500,,137058.73999,1.0,0.0025,892.755155701,500.0,96.71,400.0,100,452.9,677.525,0.0025,1.0,5.4346e-20,1.0,910.63,1.0,892.755155701,0.5,0.0025,2,892.755155701,137058.73999
500,2058.59,282895.657493,2.42987,0.834518,877.485280557,8.34750674662,94.88,1.43280900662,100,9312.84,2560.78,0.002,59.8981,0.00139465,5.03642e-21,4174.4,1013.89,877.485280557,0.5,4.14543e-24,1,877.485280557,282895.657493
500,,731913.165327,1.0,0.01,1468.49638807,500.0,158.99,100.0,100,851.231,1000.79,0.01,1.0,3.50449e-18,1.0,1468.5,1.0,1468.49638807,0.5,0.01,2,1468.49638807,731913.165327
500,,585253.368709,1.0,0.005,1456.89955445,500.0,157.89,200.000000102,100,807.484,1131.98,0.005,1.0,2.1793e-19,1.0,1462.7,1.0,1456.89955445,0.5,0.005,2,1456.89955445,585253.368709
500,,504950.134094,1.0,0.00333333,1462.16094685,500.0,158.45,299.999969474,100,775.449,1192.49,0.00333333,1.0,5.43914e-20,1.0,1462.52,1.0,1462.16094685,0.5,0.00333333,2,1462.16094685,504950.134094
500,,525862.503258,1.0,0.0025,1436.25714151,500.0,155.63,400.0,100,762.411,1222.1,0.0025,1.0,5.4346e-20,1.0,1455.95,1.0,1436.25714151,0.5,0.0025,2,1436.25714151,525862.503258
500,1679.05,523272.078899,2.82233,0.63896,1470.81625589,15.2326921801,159.23,2.365551146,100,7178.61,2991.67,0.002,32.8241,0.000843156,1.63296e-21,4190.03,901.678,1470.81625589,0.5,1.15717e-24,1,1470.81625589,523272.078899
500,,1598610.16297,1.0,0.01,2970.99968707,500.0,320.71,100.0,100,1258.02,2503.04,0.01,1.0,3.50449e-18,1.0,2971.0,1.0,2970.99968707,0.5,0.01,2,2970.99968707,1598610.16297
500,,1323122.41382,1.0,0.005,2772.29199527,500.0,299.5,200.000000102,100,1206.7,2540.75,0.005,1.0,2.1793e-19,1.0,2871.65,1.0,2772.29199527,0.5,0.005,2,2772.29199527,1323122.41382
500,,1537610.1098,1.0,0.00333333,2697.92634185,500.0,291.7,299.999969474,100,1218.55,2543.56,0.00333333,1.0,5.43914e-20,1.0,2813.74,1.0,2697.92634185,0.5,0.00333333,2,2697.92634185,1537610.1098
500,,1474113.90029,1.0,0.0025,2638.74109716,500.0,285.17,400.0,100,1218.29,2536.01,0.0025,1.0,5.4346e-20,1.0,2769.99,1.0,2638.74109716,0.5,0.0025,2,2638.74109716,1474113.90029
500,8800.39,1296323.44739,5.09698,0.823261,2541.70463556,51.383439884,274.24,1.47462330967,100,1963.65,3916.35,0.002,9.73076,0.00135499,8.10876e-14,4569.18,2098.07,2541.70463556,0.5,3.18179e-17,1,2541.70463556,1296323.44739
500,,778828.284783,1.0,0.01,4058.08122505,500.0,436.78,100.0,100,878.089,3590.13,0.01,1.0,3.50449e-18,1.0,4058.08,1.0,4058.08122505,0.5,0.01,2,4058.08122505,778828.284783
500,,1166728.50567,1.0,0.005,4009.00184518,500.0,431.32,200.000000102,100,981.658,3702.65,0.005,1.0,2.1793e-19,1.0,4033.54,1.0,4009.00184518,0.5,0.005,2,4009.00184518,1166728.50567
500,,1326140.87392,1.0,0.00333333,3790.60772327,500.0,408.17,299.999969474,100,1045.55,3682.39,0.00333333,1.0,5.43914e-20,1.0,3952.56,1.0,3790.60772327,0.5,0.00333333,2,3790.60772327,1326140.87392
500,,968331.340755,1.0,0.0025,4024.39433887,500.0,433.55,400.0,100,1029.81,3736.54,0.0025,1.0,5.4346e-20,1.0,3970.52,1.0,4024.39433887,0.5,0.0025,2,4024.39433887,968331.340755
500,2.39925,1054312.55052,1.06463,0.0175365,3930.08788396,172.473838224,422.88,160.639128385,100,380.923,4174.84,0.002,2.89899,8.4672e-06,3.7949e-06,4531.19,9.33495,3930.08788396,0.5,7.12907e-09,1,3930.08788396,1054312.55052
500,,202822.572719,1.0,0.01,4540.67156886,500.0,487.5,100.0,100,448.101,4072.73,0.01,1.0,3.50449e-18,1.0,4540.67,1.0,4540.67156886,0.5,0.01,2,4540.67156886,202822.572719
500,,141735.156084,1.0,0.005,4560.40269124,500.0,489.62,200.000000102,100,413.102,4219.62,0.005,1.0,2.1793e-19,1.0,4550.54,1.0,4560.40269124,0.5,0.005,2,4560.40269124,141735.156084
500,,279100.413175,1.0,0.00333333,4481.38265532,500.0,481.61,299.999969474,100,454.901,4257.29,0.00333333,1.0,5.43914e-20,1.0,4527.49,1.0,4481.38265532,0.5,0.00333333,2,4481.38265532,279100.413175
500,,250027.717646,1.0,0.0025,4520.36447985,500.0,485.76,400.0,100,465.932,4291.71,0.0025,1.0,5.4346e-20,1.0,4525.71,1.0,4520.36447985,0.5,0.0025,2,4520.36447985,250027.717646
500,0.331246,137942.393593,0.970546,0.00544216,4546.93558236,378.802608112,488.72,370.108898576,100,140.619,4379.43,0.002,1.31995,1.40662e-06,0.0217914,4619.89,2.64094,4546.93558236,0.5,4.49054e-05,1,4546.93558236,137942.393593
500,,119244.177819,1.0,0.01,4590.84180988,500.0,492.96,100.0,100,343.587,4122.84,0.01,1.0,3.50449e-18,1.0,4590.84,1.0,4590.84180988,0.5,0.01,2,4590.84180988,119244.177819
500,,85043.6869238,1.0,0.005,4578.40549297,500.0,492.29,200.000000102,100,318.058,4253.7,0.005,1.0,2.1793e-19,1.0,4584.62,1.0,4578.40549297,0.5,0.005,2,4578.40549297,85043.6869238
500,,36241.4626154,1.0,0.00333333,4626.9659622,500.0,496.55,299.999969474,100,282.487,4328.54,0.00333333,1.0,5.43914e-20,1.0,4598.74,1.0,4626.9659622,0.5,0.00333333,2,4626.9659622,36241.4626154
500,,218652.130667,1.0,0.0025,4579.60057612,500.0,491.55,400.0,100,337.69,4359.95,0.0025,1.0,5.4346e-20,1.0,4593.95,1.0,4579.60057612,0.5,0.0025,2,4579.60057612,218652.130667
500,0.142767,107464.021992,0.98791,0.00375165,4591.11754212,442.804265984,492.85,436.303927999,100,113.403,4414.73,0.002,1.12917,5.85131e-07,0.0465019,4637.13,1.85315,4591.11754212,0.5,9.4142e-05,1,4591.11754212,107464.021992
500,,42488.5829786,1.0,0.01,4631.12697668,500.0,497.62,100.0,100,205.094,4163.13,0.01,1.0,3.50449e-18,1.0,4631.13,1.0,4631.12697668,0.5,0.01,2,4631.12697668,42488.5829786
500,,64660.8186348,1.0,0.005,4617.36488599,500.0,495.62,200.000000102,100,230.405,4293.32,0.005,1.0,2.1793e-19,1.0,4624.25,1.0,4617.36488599,0.5,0.005,2,4617.36488599,64660.8186348
500,,35539.4293488,1.0,0.00333333,4625.73083658,500.0,496.52,299.999969474,100,217.07,4354.54,0.00333333,1.0,5.43914e-20,1.0,4624.74,1.0,4625.73083658,0.5,0.00333333,2,4625.73083658,35539.4293488
500,,30870.9459087,1.0,0.0025,4639.13421671,500.0,497.85,400.0,100,207.41,4394.34,0.0025,1.0,5.4346e-20,1.0,4628.34,1.0,4639.13421671,0.5,0.0025,2,4639.13421671,30870.9459087
500,0.0633208,10964.4588609,1.00208,0.00308296,4642.24475326,472.115995693,498.22,470.397045558,100,83.6239,4432.1,0.002,1.05906,2.52233e-07,0.245647,4647.48,1.54469,4642.24475326,0.5,0.000490275,1,4642.24475326,10964.4588609
500,,54708.7120772,1.0,0.01,4630.05295023,500.0,496.74,100.0,100,232.727,4162.11,0.01,1.0,3.50449e-18,1.0,4630.05,1.0,4630.05295023,0.5,0.01,2,4630.05295023,54708.7120772
500,,328.986885053,1.0,0.005,4660.6533456,500.0,499.98,200.000000102,100,165.764,4314.44,0.005,1.0,2.1793e-19,1.0,4645.35,1.0,4660.6533456,0.5,0.005,2,4660.6533456,328.986885053
500,,218.16783592,1.0,0.00333333,4661.24761945,500.0,500.0,299.999969474,100,135.818,4380.46,0.00333333,1.0,5.43914e-20,1.0,4650.65,1.0,4661.24761945,0.5,0.00333333,2,4661.24761945,218.16783592
500,,271.881662217,1.0,0.0025,4662.00421392,500.0,500.0,400.0,100,118.01,4419.5,0.0025,1.0,5.4346e-20,1.0,4653.49,1.0,4662.00421392,0.5,0.0025,2,4662.00421392,271.881662217
500,0.0272651,38529.5166098,0.993775,0.00278347,4626.54192813,488.295324381,496.5,486.593062315,100,71.1932,4443.07,0.002,1.02397,1.10431e-07,0.321493,4654.86,1.38307,4626.54192813,0.5,0.000647013,1,4626.54192813,38529.5166098
500,,6763.60851877,1.0,0.01,4654.42066683,500.0,499.17,100.0,100,81.8289,4186.47,0.01,1.0,3.50449e-18,1.0,4654.42,1.0,4654.42066683,0.5,0.01,2,4654.42066683,6763.60851877
500,,264.997630335,1.0,0.005,4660.75816049,500.0,500.0,200.000000102,100,59.0695,4326.7,0.005,1.0,2.1793e-19,1.0,4657.59,1.0,4660.75816049,0.5,0.005,2,4660.75816049,264.997630335
500,,203.994600424,1.0,0.00333333,4662.57152104,500.0,500.0,299.999969474,100,48.9793,4389.05,0.00333333,1.0,5.43914e-20,1.0,4659.25,1.0,4662.57152104,0.5,0.00333333,2,4662.57152104,203.994600424
500,,58822.6745751,1.0,0.0025,4628.49927824,500.0,496.52,400.0,100,128.589,4417.57,0.0025,1.0,5.4346e-20,1.0,4651.56,1.0,4628.49927824,0.5,0.0025,2,4628.49927824,58822.6745751
500,0.0219398,18004.7534721,0.999996,0.00258388,4651.22969073,490.352596886,498.58,489.286524291,100,64.7343,4445.76,0.002,1.01967,8.77597e-08,0.369472,4657.1,1.29194,4651.22969073,0.5,0.000738946,1,4651.22969073,18004.7534721
500,,136.808780529,1.0,0.01,4664.60111068,500.0,500.0,100.0,100,11.6379,4196.61,0.01,1.0,3.50449e-18,1.0,4664.6,1.0,4664.60111068,0.5,0.01,2,4664.60111068,136.808780529
500,,305.632956579,1.0,0.005,4660.77394053,500.0,500.0,200.000000102,100,14.9221,4331.77,0.005,1.0,2.1793e-19,1.0,4662.69,1.0,4660.77394053,0.5,0.005,2,4660.77394053,305.632956579
500,,5223.0807376,1.0,0.00333333,4657.33335587,500.0,499.3,299.999969474,100,43.3409,4390.71,0.00333333,1.0,5.43914e-20,1.0,4660.9,1.0,4657.33335587,0.5,0.00333333,2,4657.33335587,5223.0807376
500,,303.970420276,1.0,0.0025,4660.88991676,500.0,500.0,400.0,100,38.5235,4426.9,0.0025,1.0,5.4346e-20,1.0,4660.9,1.0,4660.88991676,0.5,0.0025,2,4660.88991676,303.970420276
500,0.0157799,70800.0766041,1.00708,0.00252495,4625.79720468,492.053166515,496.18,492.355104218,100,58.773,4447.47,0.002,1.01615,6.22347e-08,0.367689,4658.44,1.27142,4625.79720468,0.5,0.000730204,1,4625.79720468,70800.0766041
500,,20525.1587881,1.0,0.01,4648.8437023,500.0,498.49,100.0,100,142.548,4180.85,0.01,1.0,3.50449e-18,1.0,4648.84,1.0,4648.8437023,0.5,0.01,2,4648.8437023,20525.1587881
500,,238.396900605,1.0,0.005,4661.24980898,500.0,500.0,200.000000102,100,101.57,4324.12,0.005,1.0,2.1793e-19,1.0,4655.05,1.0,4661.24980898,0.5,0.005,2,4661.24980898,238.396900605
500,,16570.7157078,1.0,0.00333333,4652.442708,500.0,498.67,299.999969474,100,111.119,4383.98,0.00333333,1.0,5.43914e-20,1.0,4654.18,1.0,4652.442708,0.5,0.00333333,2,4652.442708,16570.7157078
500,,730.16844526,1.0,0.0025,4658.51400438,500.0,499.77,400.0,100,97.1846,4421.26,0.0025,1.0,5.4346e-20,1.0,4655.26,1.0,4658.51400438,0.5,0.0025,2,4658.51400438,730.16844526
500,0.0147791,10480.9300815,1.00702,0.00252333,4648.36594584,492.720216405,498.93,492.831988736,100,56.894,4446.9,0.002,1.01477,5.8295e-08,0.460133,4657.73,1.27052,4648.36594584,0.5,0.00091385,1,4648.36594584,10480.9300815
500,,234.700221962,1.0,0.01,4661.56803771,500.0,500.0,100.0,100,15.2432,4193.58,0.01,1.0,3.50449e-18,1.0,4661.57,1.0,4661.56803771,0.5,0.01,2,4661.56803771,234.700221962
500,,191.256304212,1.0,0.005,4663.22986815,500.0,500.0,200.000000102,100,14.5444,4331.48,0.005,1.0,2.1793e-19,1.0,4662.4,1.0,4663.22986815,0.5,0.005,2,4663.22986815,191.256304212
500,,412.623698055,1.0,0.00333333,4662.44867486,500.0,500.0,299.999969474,100,16.6491,4392.22,0.00333333,1.0,5.43914e-20,1.0,4662.42,1.0,4662.44867486,0.5,0.00333333,2,4662.44867486,412.623698055
500,,281.470436268,1.0,0.0025,4661.98574632,500.0,500.0,400.0,100,16.6611,4428.31,0.0025,1.0,5.4346e-20,1.0,4662.31,1.0,4661.98574632,0.5,0.0025,2,4661.98574632,281.470436268
500,0.00235458,233.161917098,0.999669,0.00223584,4663.02569117,498.915348148,500.0,498.826925025,100,15.4417,4453.39,0.002,1.00217,9.42456e-09,0.782058,4662.91,1.11755,4663.02569117,0.5,0.00156463,1,4663.02569117,233.161917098
500,,216.615408379,1.0,0.01,4662.37583408,500.0,500.0,100.0,100,14.6441,4194.38,0.01,1.0,3.50449e-18,1.0,4662.38,1.0,4662.37583408,0.5,0.01,2,4662.37583408,216.615408379
500,,220.266317492,1.0,0.005,4662.74964258,500.0,500.0,200.000000102,100,14.7069,4331.64,0.005,1.0,2.1793e-19,1.0,4662.56,1.0,4662.74964258,0.5,0.005,2,4662.74964258,220.266317492
500,,477.532842541,1.0,0.00333333,4659.62787653,500.0,499.87,299.999969474,100,17.4268,4391.39,0.00333333,1.0,5.43914e-20,1.0,4661.58,1.0,4659.62787653,0.5,0.00333333,2,4659.62787653,477.532842541
500,,199.699930122,1.0,0.0025,4663.91118272,500.0,500.0,400.0,100,16.6797,4428.17,0.0025,1.0,5.4346e-20,1.0,4662.17,1.0,4663.91118272,0.5,0.0025,2,4663.91118272,199.699930122
500,0.00148031,262.364591877,0.997923,0.0021684,4663.20504069,499.320715903,500.0,499.259158841,100,16.1348,4453.22,0.002,1.00136,5.9459e-09,0.809539,4662.66,1.08195,4663.20504069,0.5,0.00162245,1,4663.20504069,262.364591877
500,,246.700932784,1.0,0.01,4661.46806744,500.0,500.0,100.0,100,15.628,4193.56,0.01,1.0,3.50449e-18,1.0,4661.47,1.0,4661.46806744,0.5,0.01,2,4661.46806744,246.700932784
500,,270.458285942,1.0,0.005,4660.14260219,500.0,500.0,200.000000102,100,16.0135,4329.89,0.005,1.0,2.1793e-19,1.0,4660.81,1.0,4660.14260219,0.5,0.005,2,4660.14260219,270.458285942
500,,221.138224152,1.0,0.00333333,4664.61256635,500.0,500.0,299.999969474,100,15.7211,4391.88,0.00333333,1.0,5.43914e-20,1.0,4662.07,1.0,4664.61256635,0.5,0.00333333,2,4664.61256635,221.138224152
500,,27907.5403592,1.0,0.0025,4648.22679851,500.0,498.24,400.0,100,84.4301,4424.62,0.0025,1.0,5.4346e-20,1.0,4658.61,1.0,4648.22679851,0.5,0.0025,2,4648.22679851,27907.5403592
500,0.0137776,30504.9317347,1.00073,0.00254965,4644.72966685,493.42001399,498.14,493.228069332,100,64.6823,4448.69,0.002,1.01334,5.50303e-08,0.390415,4659.37,1.27575,4644.72966685,0.5,0.000780261,1,4644.72966685,30504.9317347
500,,245.525042016,1.0,0.01,4663.85774467,500.0,500.0,100.0,100,15.5907,4195.88,0.01,1.0,3.50449e-18,1.0,4663.86,1.0,4663.85774467,0.5,0.01,2,4663.85774467,245.525042016
500,,255.121374875,1.0,0.005,4663.07216025,500.0,500.0,200.000000102,100,15.7472,4332.54,0.005,1.0,2.1793e-19,1.0,4663.46,1.0,4663.07216025,0.5,0.005,2,4663.07216025,255.121374875
500,,13967.4406904,1.0,0.00333333,4654.00116309,500.0,498.79,299.999969474,100,69.2421,4390.11,0.00333333,1.0,5.43914e-20,1.0,4660.31,1.0,4654.00116309,0.5,0.00333333,2,4654.00116309,13967.4406904
500,,320.938260435,1.0,0.0025,4661.96611293,500.0,500.0,400.0,100,60.6284,4426.73,0.0025,1.0,5.4346e-20,1.0,4660.72,1.0,4661.96611293,0.5,0.0025,2,4661.96611293,320.938260435
500,0.00599831,248.094656084,1.00102,0.00230889,4659.89086209,496.910704723,500.0,497.030775265,100,35.6576,4452.06,0.002,1.00622,2.39444e-08,0.619278,4662.01,1.15562,4659.89086209,0.5,0.0012373,1,4659.89086209,248.094656084
500,,330.127460665,1.0,0.01,4663.40558025,500.0,500.0,100.0,100,18.0783,4195.42,0.01,1.0,3.50449e-18,1.0,4663.41,1.0,4663.40558025,0.5,0.01,2,4663.40558025,330.127460665
500,,142.585944409,1.0,0.005,4664.23634101,500.0,500.0,200.000000102,100,15.3025,4332.9,0.005,1.0,2.1793e-19,1.0,4663.82,1.0,4664.23634101,0.5,0.005,2,4664.23634101,142.585944409
500,,243.143707576,1.0,0.00333333,4664.33764442,500.0,500.0,299.999969474,100,15.3756,4393.79,0.00333333,1.0,5.43914e-20,1.0,4663.99,1.0,4664.33764442,0.5,0.00333333,2,4664.33764442,243.143707576
500,,230.791551303,1.0,0.0025,4664.15060749,500.0,500.0,400.0,100,15.3112,4430.03,0.0025,1.0,5.4346e-20,1.0,4664.03,1.0,4664.15060749,0.5,0.0025,2,4664.15060749,230.791551303
500,0.00117493,111.286056613,0.997917,0.00211561,4664.58624716,499.431185062,500.0,499.411781217,100,13.9034,4454.97,0.002,1.00114,4.71936e-09,0.843155,4664.39,1.0556,4664.58624716,0.5,0.00168983,1,4664.58624716,111.286056613
500,,161.766244985,1.0,0.01,4664.71219177,500.0,500.0,100.0,100,12.655,4196.74,0.01,1.0,3.50449e-18,1.0,4664.71,1.0,4664.71219177,0.5,0.01,2,4664.71219177,161.766244985
500,,146.929174719,1.0,0.005,4664.78091992,500.0,500.0,200.000000102,100,12.3615,4333.82,0.005,1.0,2.1793e-19,1.0,4664.75,1.0,4664.78091992,0.5,0.005,2,4664.78091992,146.929174719
500,,1010.06731462,1.0,0.00333333,4661.14840959,500.0,499.71,299.999969474,100,20.9301,4393.35,0.00333333,1.0,5.43914e-20,1.0,4663.55,1.0,4661.14840959,0.5,0.00333333,2,4661.14840959,1010.06731462
500,,297.656811722,1.0,0.0025,4663.7232558,500.0,500.0,400.0,100,20.0556,4429.59,0.0025,1.0,5.4346e-20,1.0,4663.59,1.0,4663.7232558,0.5,0.0025,2,4663.7232558,297.656811722
500,0.00110297,252.434328159,1.00039,0.00216467,4661.99856185,499.389143943,499.95,499.450640955,100,18.2475,4454.11,0.002,1.00122,4.40845e-09,0.899495,4663.54,1.08275,4661.99856185,0.5,0.00179829,1,4661.99856185,252.434328159
500,,16757.1376009,1.0,0.01,4652.39373935,500.0,498.64,100.0,100,128.8,4184.41,0.01,1.0,3.50449e-18,1.0,4652.39,1.0,4652.39373935,0.5,0.01,2,4652.39373935,16757.1376009
500,,9879.07430884,1.0,0.005,4653.76196641,500.0,498.99,200.000000102,100,114.828,4322.15,0.005,1.0,2.1793e-19,1.0,4653.08,1.0,4653.76196641,0.5,0.005,2,4653.76196641,9879.07430884
