EpisodesSoFar,InitialReturnMax,TimeElapsed,MinIWNorm,MinIW,ESSClassic,EpRewMean,StdIWNorm,EmpiricalD2,Bound,EpThisIter,TimestepsSoFar,MaxIWNorm,MaxIW,J_sample_variance,Iteration,ESSRenyi,InitialBound,MeanIWNorm,InitialReturnMin,Weights,InitialReturnStd,EpLenMean,ReturnMeanIW,InitialReturnMean,MeanIW,StdIW
16000,28.313448,10299.300478458405,0.0011656974,0.11656974,60.759453,-25.404324417529565,0.009082333,1.6380947,0.06295693,100,5240100,0.048502054,4.8502054,232.71297,160,61.04653,-1.0992537,0.0113015175,-32.977654,[-0.728 -0.236 -0.071 -0.226 -0.286],10.536524,472.36,1.4698724,1.6403199e-06,1.1301519,0.9082334
16100,28.544754,10394.592065095901,9.9240904e-05,0.0099240905,23.027416,-14.103211940773487,0.025407543,6.8860106,0.9586017,100,5289604,0.16500732,16.500732,2456.7266,161,14.522197,-0.9514915,0.013896879,-21.173145,[-0.736 -0.247 -0.07  -0.232 -0.295],7.9070854,495.04,3.4554315,4.1007996e-07,1.389688,2.5407546
16200,23.355988,10482.051209688187,0.00020445237,0.020445237,20.326115,-26.873103380044608,0.025155865,5.5119505,1.1322045,100,5335172,0.22075309,22.07531,591.28864,162,18.142399,-1.1696697,0.012705991,-35.090103,[-0.74  -0.232 -0.076 -0.233 -0.302],9.820492,455.68,3.8783026,3.8146973e-07,1.270599,2.5155866
16300,17.918299,10569.232543945312,9.260274e-05,0.0092602745,13.98978,-26.963416874617025,0.021808488,6.5544524,0.88015604,100,5381411,0.16810976,16.810976,669.4159,163,15.256804,-1.009392,0.008795408,-30.281738,[-0.734 -0.247 -0.074 -0.248 -0.282],8.569084,462.39,3.4643657,-5.531311e-07,0.8795408,2.1808488
16400,35.84459,10651.749066829681,3.5145553e-05,0.0035145555,8.649653,-37.465441623983345,0.046073932,17.461302,8.962994,100,5423943,0.35601684,35.601685,17244.494,164,5.7269497,-1.4703544,0.014177493,-44.11063,[-0.738 -0.253 -0.074 -0.263 -0.295],11.875181,425.32,15.107122,1.14440915e-07,1.4177495,4.607393
16500,21.524456,10737.946006059647,0.0009302482,0.09302482,64.765976,-32.328726951308774,0.006897608,1.7191297,-0.5339775,100,5469251,0.043636944,4.3636947,137.56277,165,58.16897,-1.1061205,0.009351706,-33.1836,[-0.75  -0.256 -0.066 -0.273 -0.327],9.49157,453.08,0.9163183,-2.479553e-07,0.93517053,0.68976074
16600,23.443665,10823.68025302887,8.144418e-08,8.144418e-06,1.2640482,-35.47585489697353,0.53976077,225.45802,45.797577,100,5512686,5.425995,542.5995,495329.8,166,0.44354156,-1.6630961,0.061072454,-49.89284,[-0.737 -0.249 -0.063 -0.266 -0.324],12.428827,434.35,70.76938,-1.4781951e-06,6.1072474,53.976074
16700,21.991198,10908.128261089325,3.1387644e-05,0.0031387645,3.644284,-45.935325732244,0.091794476,39.264175,5.7570095,100,5554705,0.89109737,89.10974,19051.998,167,2.546851,-1.6758249,0.017851882,-50.274742,[-0.729 -0.252 -0.045 -0.276 -0.325],12.98862,420.19,16.257917,6.67572e-08,1.785188,9.179448
16800,25.880074,10986.456898927689,4.516684e-05,0.004516684,13.543936,-42.88123179872033,0.028030707,8.90139,3.0663927,100,5595301,0.18271467,18.271467,953.94586,168,11.2342005,-1.18612,0.0110945245,-35.58362,[-0.723 -0.261 -0.031 -0.285 -0.341],13.560819,405.96,6.605207,5.340576e-07,1.1094526,2.8030708
16900,27.010845,11077.557075500488,1.8124849e-06,0.0001812485,1.4443377,-23.223615235099686,0.29704967,217.44066,19.424421,100,5641370,2.985211,298.5211,113160.05,169,0.45989558,-1.0917412,0.035960235,-32.752235,[-0.709 -0.273 -0.035 -0.281 -0.345],9.786698,460.69,35.523094,2.1457672e-07,3.5960243,29.704962
17000,22.28666,11157.768174171448,0.00023214375,0.023214376,20.33589,-45.851765717807645,0.02659825,5.0796437,3.7559917,100,5682232,0.18840826,18.840826,1891.2202,170,19.68642,-1.6307265,0.013438579,-48.92178,[-0.681 -0.264 -0.021 -0.286 -0.346],11.920076,408.62,7.4313326,-1.6212464e-07,1.3438579,2.659825
17100,22.740807,11244.216410398483,2.7702562e-08,2.7702563e-06,1.0135019,-22.826348320703833,6.5581703,18096.605,1166.0251,100,5726691,65.91644,6591.6445,193408540.0,171,0.005525898,-1.6548712,0.66360086,-49.64612,[-0.669 -0.28  -0.023 -0.289 -0.341],13.848359,444.59,1388.6443,-3.0517577e-07,66.360085,655.8171
17200,21.42794,11330.423299074173,7.217286e-05,0.0072172857,10.576029,-32.9436024274653,0.033148218,7.934342,2.3855853,100,5768787,0.30296615,30.296616,1698.7737,172,12.603439,-1.4885538,0.011399729,-44.65661,[-0.691 -0.235 -0.02  -0.268 -0.377],14.970941,420.96,6.5785384,3.8146972e-08,1.1399728,3.3148215
17300,24.48528,11423.315887928009,0.0001049247,0.01049247,12.954402,-26.37648592247118,0.037830323,10.631771,2.2979598,100,5814902,0.3543268,35.432682,2237.2148,173,9.40577,-1.3119621,0.014594036,-39.358887,[-0.695 -0.251 -0.013 -0.272 -0.368],9.206049,461.15,6.5757985,9.63211e-07,1.4594034,3.7830322
17400,20.426739,11502.230372905731,1.13845645e-05,0.0011384565,5.691708,-47.06938441700477,0.066092595,25.299072,5.1366796,100,5855045,0.63116956,63.11696,9465.1455,174,3.9527142,-1.1327746,0.01623675,-33.98327,[-0.687 -0.259 -0.005 -0.286 -0.366],12.041819,401.43,10.834335,1.0490418e-06,1.6236752,6.609259
17500,26.347057,11589.628429412842,0.00071481866,0.07148187,51.363033,-27.60906895113935,0.010146924,1.9872789,0.20854199,100,5899999,0.05459155,5.459155,211.00377,175,50.32006,-1.1274426,0.010427412,-33.82325,[-0.676 -0.282  0.001 -0.29  -0.366],11.800028,449.54,1.7979065,-7.6293946e-07,1.0427413,1.0146924
17600,23.484009,11679.95084309578,0.00018422156,0.018422157,11.131408,-26.07483987468236,0.032146376,5.356855,1.0689733,100,5946344,0.2838076,28.38076,322.4778,176,18.66767,-1.0860305,0.011377134,-32.580917,[-0.675 -0.285 -0.004 -0.291 -0.376],8.611652,463.45,3.5825782,2.002716e-07,1.1377134,3.2146375
17700,24.921268,11770.66979265213,2.146671e-05,0.002146671,8.114741,-29.084999292038734,0.035881735,18.463404,3.339664,100,5992981,0.34923893,34.923893,8025.894,177,5.4161196,-1.128899,0.010663208,-33.866962,[-0.69  -0.28   0.002 -0.289 -0.374],10.656435,466.37,8.190436,-2.193451e-07,1.0663208,3.5881734
17800,21.449427,11851.154885530472,0.00040979782,0.040979784,20.275442,-42.89973889418509,0.020796051,4.576839,2.7407146,100,6033745,0.16907613,16.907614,494.88522,178,21.84914,-1.1467832,0.010487451,-34.40349,[-0.675 -0.262  0.004 -0.289 -0.361],12.326642,407.64,5.1940904,-4.7683717e-08,1.0487453,2.0796053
17900,31.446026,11938.620062112808,0.00034979786,0.034979787,47.149734,-30.12118293761411,0.012398902,2.3052135,0.006418705,100,6077779,0.06036556,6.0365562,326.39435,179,43.379932,-1.7331582,0.011711141,-51.994774,[-0.676 -0.266  0.012 -0.288 -0.37 ],12.108702,440.34,2.637862,8.9645386e-07,1.1711141,1.2398902
18000,27.541555,12018.326179027557,5.3241292e-05,0.0053241295,23.326773,-45.03387247423438,0.02077936,4.606337,4.0855455,100,6118561,0.17204885,17.204885,2295.185,180,21.709223,-1.6484497,0.0114613995,-49.45347,[-0.681 -0.271  0.006 -0.291 -0.367],14.61708,407.82,7.6235094,-8.010864e-07,1.14614,2.0779362
18100,21.236877,12100.476059675217,8.719156e-06,0.0008719156,4.427102,-31.47813013047801,0.10058629,29.306265,5.427127,100,6162270,0.8550073,85.50073,25791.172,181,3.4122398,-1.5486181,0.02164867,-46.4585,[-0.668 -0.287  0.004 -0.297 -0.38 ],11.332149,437.09,13.810604,-1.2207031e-06,2.1648667,10.058629
18200,23.147621,12191.185075998306,0.0020772452,0.20772453,73.22349,-19.645788190134887,0.005897133,1.5104939,-0.3758527,100,6209166,0.03306904,3.3069043,176.19502,182,66.203514,-1.4337488,0.0097519,-43.01242,[-0.657 -0.303 -0.004 -0.299 -0.384],10.828209,468.96,1.3862536,-1.411438e-06,0.97519,0.58971334
18300,20.034065,12283.712733745575,0.0005569937,0.055699375,41.14405,-23.337147078804527,0.013951432,2.1265085,-0.11081874,100,6256076,0.117995076,11.799508,136.28963,183,47.02544,-1.1613123,0.011664795,-34.839363,[-0.658 -0.293 -0.006 -0.295 -0.378],10.327104,469.1,1.5826708,-9.536743e-08,1.1664795,1.3951433
18400,17.767567,12378.820867300034,0.0002521623,0.025216233,19.947931,-14.411798996211978,0.023459854,5.59557,0.7125094,100,6304077,0.15423249,15.423249,1072.9744,184,17.87128,-1.0418735,0.011710838,-31.256218,[-0.662 -0.296 -0.001 -0.293 -0.381],9.621145,480.01,3.1770577,4.196167e-07,1.1710838,2.3459854
18500,17.45124,12475.357188224792,0.000110738256,0.011073826,10.708087,-14.708409529750654,0.036779523,17.02241,5.419447,100,6352038,0.27395284,27.395285,1517.2574,185,5.874609,-0.8254869,0.012736673,-24.764559,[-0.653 -0.292 -0.009 -0.289 -0.393],8.561213,479.61,8.825253,-1.5258789e-06,1.2736673,3.6779525
18600,21.66478,12568.899816274643,0.0015932404,0.15932405,58.234055,-15.301136451923185,0.008062839,1.9185472,-0.5548637,100,6399803,0.047112282,4.7112284,103.31519,186,52.122776,-1.14818,0.009520621,-34.445396,[-0.659 -0.294 -0.018 -0.289 -0.362],9.411811,477.65,1.035499,-2.3841858e-07,0.95206225,0.80628395
18700,16.950989,12666.384925365448,0.0012471369,0.12471369,59.039394,-11.358272496109498,0.007565997,1.6997555,-0.5581809,100,6448191,0.050181,5.0181003,65.107956,187,58.83199,-1.0111837,0.009083517,-30.335484,[-0.656 -0.305 -0.018 -0.291 -0.362],8.502344,483.88,0.7601454,-1.3160706e-06,0.9083516,0.7565997
18800,21.109713,12761.950043916702,2.299642e-07,2.299642e-05,2.459202,-12.332018855308847,0.10534285,43.534786,6.4777646,100,6497248,1.0465025,104.650246,12232.711,188,2.2970138,-0.79742616,0.01672665,-23.92275,[-0.658 -0.31  -0.019 -0.288 -0.366],8.8571415,490.57,11.739246,-9.918213e-07,1.6726651,10.534284
18900,18.451174,12858.239423036575,2.6404844e-06,0.00026404843,1.7896733,-11.536715606872878,1.036843,721.5698,49.03951,100,6545483,9.9898205,998.9821,805338.94,189,0.13858673,-1.7378007,0.13996558,-52.134052,[-0.641 -0.318 -0.029 -0.292 -0.38 ],10.585729,482.35,95.72043,9.536743e-07,13.99656,103.684296
19000,16.710922,12959.699832677841,2.0642108e-05,0.0020642108,4.17727,-9.089671532091883,0.13341488,53.37347,13.411277,100,6595258,1.2122455,121.22455,31690.756,190,1.87359,-0.9111718,0.02785584,-27.335133,[-0.635 -0.338 -0.036 -0.285 -0.369],7.6384435,497.75,20.068033,-8.5830686e-07,2.7855842,13.341489
19100,29.67926,13062.339893102646,0.0001536002,0.01536002,26.314587,-10.68445601502727,0.016370432,4.2755666,0.54311776,100,6644178,0.102364935,10.236494,449.4654,191,23.388714,-1.1786368,0.009782901,-35.359108,[-0.651 -0.32  -0.033 -0.289 -0.36 ],10.717153,489.2,2.9802375,2.0980835e-07,0.9782901,1.6370434
19200,22.146948,13162.222670793533,0.000679842,0.0679842,55.86082,-10.031548897911511,0.0085463375,2.040531,-0.548473,100,6692216,0.04299145,4.2991447,169.44893,192,49.006855,-1.080508,0.009614384,-32.415245,[-0.641 -0.322 -0.025 -0.296 -0.356],9.725161,480.38,0.99500215,3.4332277e-07,0.9614384,0.8546337
19300,25.660984,13262.972249746323,0.0022096375,0.22096376,79.91376,-13.493731970975025,0.004710097,1.2890272,-0.5526521,100,6741358,0.025387153,2.5387154,78.630905,193,77.57788,-0.93007565,0.009394877,-27.90223,[-0.639 -0.326 -0.019 -0.298 -0.363],8.725161,491.42,0.5033109,-1.2969971e-06,0.93948776,0.4710097
19400,20.609385,13363.775501966476,6.5137535e-09,6.513754e-07,1.0427873,-14.152319889590718,1.3084024,8683.634,181.9877,100,6789610,13.152189,1315.219,7347416.5,194,0.011515916,-0.95336175,0.1343122,-28.600859,[-0.648 -0.324 -0.021 -0.299 -0.368],8.468526,482.52,270.8277,7.6293944e-08,13.431221,130.84024
19500,15.521862,13467.071332454681,0.0005502135,0.055021353,34.217056,-13.81415264133711,0.016766813,2.4972632,0.05792594,100,6838573,0.13655299,13.655299,233.24292,195,40.04384,-1.322335,0.012092474,-39.670055,[-0.661 -0.328 -0.038 -0.284 -0.399],8.925789,489.63,2.1475768,1.335144e-07,1.2092475,1.676681
19600,30.480917,13572.712394714355,3.4432156e-05,0.0034432155,10.235396,-13.965061588343017,0.037869047,14.648299,4.553189,100,6888226,0.35742182,35.742184,6856.6484,196,6.826731,-1.1280558,0.012787456,-33.8417,[-0.676 -0.341 -0.041 -0.293 -0.404],10.07455,496.53,8.870611,9.155273e-07,1.2787457,3.7869053
19700,22.778843,13674.370522022247,4.5003817e-05,0.0045003816,6.2570953,-18.175250597447715,0.06544739,11.080858,2.5160139,100,6937497,0.5668964,56.68964,1728.7689,197,9.024571,-0.75929403,0.016908672,-18.0854,[-0.678 -0.344 -0.033 -0.303 -0.381],8.702248,492.71,5.0435486,8.487701e-07,1.6908672,6.544739
19800,20.013988,13776.73597741127,0.00024906837,0.024906838,35.82298,-13.847350395949222,0.016430318,2.5406802,0.11888087,100,6987124,0.11436023,11.436023,217.9898,198,39.35954,-0.9477329,0.012275441,-28.431984,[-0.67  -0.333 -0.027 -0.288 -0.388],8.92139,496.27,1.6295207,-8.583069e-08,1.2275441,1.6430321
19900,17.522709,13880.19794511795,0.0006149222,0.061492223,43.84093,-13.956409180623433,0.010101487,2.8611474,0.8474953,100,7036906,0.06290692,6.2906923,99.558716,199,34.95101,-0.6281454,0.008925144,-18.84438,[-0.67  -0.328 -0.025 -0.293 -0.399],7.3735747,497.82,1.9099996,5.626678e-07,0.89251435,1.0101486
20000,14.649096,13978.436332941055,0.00237501,0.237501,82.26387,-16.923223662304178,0.0045516524,1.2022829,-1.5933393,100,7084602,0.024294682,2.4294682,86.04641,200,83.1751,-1.6891428,0.00980266,-50.674294,[-0.665 -0.323 -0.022 -0.298 -0.398],8.89636,476.96,0.25878346,5.340576e-07,0.9802661,0.45516524
20100,22.318354,14077.261223316193,7.048538e-05,0.007048538,13.58985,-9.237139635139597,0.033081423,13.318516,2.788444,100,7134057,0.21769755,21.769754,862.64197,201,7.508344,-0.75085914,0.013119253,-22.525787,[-0.668 -0.324 -0.025 -0.297 -0.397],9.039439,494.55,5.5286717,3.5762787e-07,1.3119254,3.308142
20200,29.264782,14178.363793849945,0.0011595429,0.1159543,60.338943,-12.924123096875551,0.00766543,1.6463389,-0.42991728,100,7183767,0.046782415,4.6782417,78.82477,202,60.740833,-0.97549343,0.0094548175,-15.497197,[-0.672 -0.325 -0.016 -0.292 -0.393],7.4357276,497.1,0.82173496,-5.8174135e-07,0.9454818,0.766543
20300,19.623075,14278.898105621338,0.0003160368,0.031603683,16.843163,-12.89354223103085,0.027850796,5.947299,0.14699578,100,7233717,0.24107839,24.10784,293.0205,203,16.814356,-0.97260034,0.012534311,-29.178036,[-0.672 -0.328 -0.02  -0.29  -0.394],8.581415,499.5,2.5188866,7.8201293e-07,1.253431,2.7850795
20400,19.479784,14379.368932008743,0.0027657966,0.27657968,75.64469,-17.56207873994272,0.00558824,1.303554,-0.23394847,100,7283173,0.029119467,2.9119468,66.70529,204,76.71335,-1.0193377,0.009848443,-30.580162,[-0.67  -0.325 -0.029 -0.282 -0.393],8.216822,494.56,0.92986405,1.2207031e-06,0.9848444,0.55882394
20500,25.317543,14479.120910167694,0.0008020654,0.08020654,51.157352,-18.181091048665138,0.009669107,2.0669286,-0.39399517,100,7332614,0.06754486,6.754486,113.87807,205,48.380966,-1.1988357,0.009895571,-35.965073,[-0.671 -0.32  -0.029 -0.28  -0.407],8.550487,494.41,1.3295491,3.8146972e-08,0.989557,0.96691066
20600,19.878345,14580.742584943771,5.1021663e-05,0.0051021664,27.324203,-20.167857962658317,0.018250171,7.389363,2.106613,100,7382306,0.1407196,14.0719595,482.16595,206,13.532967,-0.66261303,0.011190405,-16.548431,[-0.665 -0.332 -0.025 -0.285 -0.403],7.933551,496.92,3.9078152,-1.4686584e-06,1.1190406,1.8250171
20700,22.056652,14680.364503622055,0.0031811409,0.3181141,81.12463,-19.089098048402803,0.0048456267,1.2512264,-0.9823191,100,7431206,0.03025206,3.025206,94.72054,207,79.921585,-1.2473928,0.010045661,-37.421753,[-0.667 -0.325 -0.033 -0.287 -0.409],9.246893,489.0,0.41299132,-1.0681152e-06,1.0045662,0.48456264
20800,21.952549,14779.845607042313,3.730371e-05,0.0037303711,8.809172,-12.579512721001997,0.030799696,9.089129,3.8382313,100,7480590,0.2979342,29.79342,2243.8276,208,11.002153,-0.73175263,0.009572786,-20.16758,[-0.666 -0.325 -0.035 -0.289 -0.409],8.451522,493.84,6.0443296,-1.1062622e-06,0.9572787,3.0799696
20900,22.700678,14880.539893865585,7.0691975e-05,0.007069198,11.80325,-17.340752661648693,0.035487067,19.006481,3.3861759,100,7530013,0.23191148,23.191149,1095.0928,209,5.261363,-0.7566885,0.012982089,-21.529621,[-0.657 -0.339 -0.027 -0.304 -0.426],8.51501,494.23,6.6850705,8.9645386e-07,1.298209,3.5487068
21000,21.551392,14977.619605779648,3.68061e-05,0.00368061,43.809193,-20.933093064694372,0.01374997,3.9584353,1.2160771,100,7577440,0.0781689,7.8168902,413.82593,210,25.262506,-1.2014015,0.012140925,-36.042053,[-0.655 -0.336 -0.023 -0.316 -0.42 ],8.304135,474.27,3.606364,2.861023e-07,1.2140925,1.3749971
21100,23.713884,15079.358571767807,0.00012710202,0.0127102025,11.73639,-9.529917484154552,0.029114889,10.674273,3.7957442,100,7627293,0.21991332,21.991333,1900.3131,211,9.3683195,-0.7904617,0.0106167495,-21.163498,[-0.673 -0.347 -0.023 -0.32  -0.433],8.139785,498.53,6.3783054,1.0871887e-06,1.061675,2.9114888
21200,25.583645,15181.888314962387,0.00023178864,0.023178864,19.263098,-13.279845511416465,0.024531463,5.320239,1.6045437,100,7677293,0.1791042,17.91042,663.99335,212,18.796148,-0.8527893,0.011982584,-22.689411,[-0.682 -0.341 -0.031 -0.308 -0.453],8.525568,500.0,3.5715544,-1.2683869e-06,1.1982584,2.4531465
21300,18.3456,15280.442991733551,2.623669e-06,0.0002623669,3.4062443,-16.514569692697197,0.16313797,142.02872,16.957066,100,7726266,1.4722219,147.22218,49487.875,213,0.70408297,-0.6115195,0.030635037,-16.129787,[-0.686 -0.353 -0.026 -0.313 -0.43 ],6.803775,489.73,24.244904,6.1035155e-07,3.0635037,16.313797
21400,19.828997,15380.625114917755,7.5749795e-06,0.00075749797,1.3106831,-13.417427624303627,0.99912614,429.1468,71.80565,100,7774516,10.037527,1003.7527,1031494.1,214,0.2330205,-1.7274439,0.11514208,-51.823288,[-0.691 -0.357 -0.024 -0.333 -0.421],10.515207,482.5,107.59111,-1.0967254e-06,11.514208,99.912605
21500,17.794731,15477.104351043701,9.824583e-05,0.009824583,4.272984,-24.852152778517084,0.068252675,18.725624,1.5071764,100,7820982,0.66374874,66.37488,2743.362,215,5.340276,-0.95199066,0.014420091,-28.55976,[-0.701 -0.365 -0.038 -0.34  -0.402],8.715983,464.66,5.6267424,1.3780594e-06,1.4420093,6.825268
21600,17.06908,15575.675828933716,7.902974e-05,0.007902974,6.169793,-21.68906388376144,0.073178254,24.189846,8.838909,100,7869097,0.5962459,59.624588,5968.224,216,4.133966,-0.7971345,0.018764889,-23.914066,[-0.693 -0.372 -0.044 -0.332 -0.405],7.742146,481.15,12.759475,1.1444092e-06,1.8764889,7.317825
21700,17.615343,15672.94866657257,0.0016338448,0.16338448,73.111496,-13.22866380304497,0.0058982386,1.4189659,-1.3072524,100,7916343,0.03383472,3.3834717,150.11218,217,70.473854,-1.7814157,0.009725949,-53.442474,[-0.66  -0.372 -0.037 -0.33  -0.377],9.439759,472.46,0.8147764,1.9073487e-07,0.9725949,0.5898239
21800,20.396282,15767.135188102722,0.0005989693,0.05989693,31.086065,-22.89259441660015,0.01746246,2.334298,-0.7639873,100,7962460,0.12057357,12.057358,254.48352,218,42.839436,-1.7146127,0.011728291,-51.438385,[-0.658 -0.377 -0.034 -0.337 -0.375],12.098541,461.17,1.8556683,2.670288e-07,1.1728292,1.7462461
21900,24.09715,15862.07839846611,0.00064287055,0.06428706,27.36304,-26.70037661494159,0.017862603,4.0690694,0.24620724,100,8008616,0.10124365,10.124366,368.48535,219,24.575644,-1.7322268,0.010963471,-51.966805,[-0.662 -0.38  -0.038 -0.331 -0.376],10.238715,461.56,3.740444,-5.7220458e-08,1.0963472,1.7862604
22000,20.068586,15962.977560520172,8.029993e-05,0.008029993,14.01375,-14.044886052742957,0.03255419,9.692087,0.8920057,100,8057845,0.20453614,20.453615,287.51852,220,10.317695,-0.67344016,0.013142249,-20.203156,[-0.678 -0.382 -0.036 -0.327 -0.376],8.423868,492.29,2.9885623,-1.4877319e-06,1.3142247,3.255419
22100,22.53103,16066.369522809982,5.7165663e-09,5.7165664e-07,1.0585613,-18.445817373148635,1.9437091,4247.294,73.85747,100,8107845,19.5385,1953.8501,1670428.0,221,0.023544403,-0.86179054,0.20104817,-25.853779,[-0.669 -0.384 -0.031 -0.317 -0.385],7.4928184,500.0,130.02159,2.0837783e-06,20.10482,194.37093
22200,24.750595,16162.430782079697,0.0019783184,0.19783185,73.69069,-27.167771501395052,0.0058989963,1.4502745,-0.77241814,100,8153972,0.029278105,2.9278107,98.041824,222,68.95247,-1.6448358,0.0098725585,-49.34512,[-0.685 -0.374 -0.046 -0.327 -0.385],11.422951,461.27,1.2084157,1.6784668e-06,0.9872559,0.58989966
22300,19.076292,16263.088153362274,0.00013657166,0.013657167,12.951454,-16.778919396177983,0.035448704,9.194508,1.5266454,100,8202778,0.2577548,25.775482,501.9609,223,10.876059,-1.1097565,0.013673472,-33.292725,[-0.686 -0.369 -0.043 -0.323 -0.39 ],9.312541,488.06,4.8917017,1.0204316e-06,1.3673474,3.5448704
22400,23.817139,16358.786740064621,0.0007289371,0.07289371,50.011555,-25.477798602070575,0.009962533,2.02199,-0.39399314,100,8249525,0.053667765,5.3667765,180.23676,224,49.456226,-1.7900516,0.009964836,-53.70154,[-0.698 -0.353 -0.049 -0.322 -0.387],10.080833,467.47,2.1514008,-1.335144e-07,0.99648356,0.9962532
22500,18.717237,16456.489456176758,0.0012965192,0.12965192,50.464397,-15.462282071288502,0.010180977,1.7165499,-1.2671912,100,8296985,0.066337556,6.6337557,182.30878,225,58.25639,-1.7969773,0.010275981,-53.909283,[-0.698 -0.345 -0.049 -0.311 -0.385],11.430537,474.6,1.0871563,-1.1920929e-06,1.0275981,1.0180978
22600,29.528496,16555.799837350845,3.82994e-06,0.000382994,3.8374176,-20.770772123706575,0.15825365,40.116604,5.920759,100,8344985,1.3355802,133.55803,10846.428,226,2.4927335,-1.7489711,0.031613328,-52.469177,[-0.7   -0.345 -0.054 -0.306 -0.382],10.807565,480.0,16.998344,1.6784668e-06,3.161333,15.825366
22700,27.081533,16652.195380449295,0.00015160092,0.015160092,24.38452,-21.1741986847397,0.025346871,4.0153847,-1.0117302,100,8392150,0.16194102,16.194103,523.13074,227,24.904215,-1.755779,0.01439382,-52.673386,[-0.697 -0.352 -0.066 -0.308 -0.391],10.129715,471.65,2.506575,4.720688e-07,1.4393822,2.5346873
22800,21.15803,16750.200002908707,0.0018444266,0.18444267,76.17681,-22.218251114254777,0.0052621206,1.4681866,-0.15622497,100,8439128,0.02466775,2.466775,79.89045,228,68.11123,-0.998222,0.009409628,-29.946657,[-0.7   -0.348 -0.06  -0.312 -0.389],9.428208,469.78,1.0533081,1.9073486e-08,0.94096273,0.5262121
22900,27.876171,16846.925264835358,5.3175558e-05,0.0053175557,2.0055912,-22.378654345364804,0.18679723,74.77085,4.9753265,100,8486016,1.8759401,187.59401,42232.367,229,1.3374196,-1.8049498,0.026723357,-54.148476,[-0.699 -0.341 -0.059 -0.304 -0.394],10.721542,468.88,20.582747,-2.670288e-07,2.6723356,18.679726
23000,18.690386,16946.9260160923,0.00048809013,0.048809014,27.94935,-18.68152914152974,0.018613448,3.1436777,0.24624562,100,8534724,0.11284178,11.284178,547.3648,230,31.809877,-1.10224,0.011592945,-33.0672,[-0.707 -0.351 -0.062 -0.294 -0.384],8.400022,487.08,2.2005634,3.194809e-07,1.1592945,1.8613449
23100,19.31778,17049.144053459167,0.002894576,0.2894576,69.62168,-16.62649062471456,0.0067741624,1.5005492,-0.7482797,100,8584088,0.030591905,3.0591905,123.59867,231,66.642265,-1.390352,0.010255243,-41.710564,[-0.682 -0.347 -0.059 -0.286 -0.385],8.463169,493.64,0.95485866,2.670288e-07,1.0255244,0.67741627
23200,19.68148,17151.26514863968,1.2653202e-05,0.0012653202,4.3029203,-17.73260391328798,0.06623749,59.49451,6.3888526,100,8633686,0.6231877,62.31877,7915.5156,232,1.6808274,-0.6560496,0.014045466,-16.580029,[-0.677 -0.336 -0.061 -0.28  -0.384],7.7240376,495.98,11.449138,-2.193451e-07,1.4045466,6.6237493
23300,16.620766,17250.77010154724,8.220815e-05,0.008220815,13.787815,-14.994805839097603,0.026692517,8.505409,2.273453,100,8681866,0.24212438,24.212439,1769.9742,233,11.757224,-1.1758139,0.010674631,-35.274418,[-0.673 -0.326 -0.072 -0.281 -0.37 ],8.027261,481.8,5.702601,5.7220458e-08,1.0674633,2.6692517
23400,20.945751,17341.993482351303,1.8550129e-05,0.001855013,4.232274,-33.6920032564966,0.072169,21.775867,4.5746646,100,8727009,0.71136445,71.136444,15573.327,234,4.5922394,-1.6984625,0.01517148,-50.95386,[-0.691 -0.318 -0.081 -0.283 -0.386],11.31347,451.43,12.500474,-4.386902e-07,1.5171481,7.2169003
23500,23.216097,17425.127833366394,0.0007256743,0.07256743,48.74181,-40.47993006427279,0.010279471,2.0742192,-0.5171788,100,8767516,0.06941115,6.9411154,175.94646,235,48.21091,-1.6679822,0.010023976,-50.03946,[-0.681 -0.322 -0.076 -0.3   -0.388],13.771167,405.07,1.8850739,-1.04904174e-07,1.0023975,1.0279471
23600,27.726858,17512.957237005234,0.0032208401,0.322084,85.18705,-38.39645012435668,0.0038252978,1.2427999,-1.6875668,100,8810932,0.027497768,2.7497768,165.16287,236,80.46348,-2.0611272,0.009173427,-61.833805,[-0.681 -0.324 -0.071 -0.296 -0.388],13.949433,434.16,0.6101966,-3.33786e-07,0.9173426,0.3825298
23700,23.225029,17601.76988863945,1.1713771e-06,0.000117137715,5.217511,-31.9214494876279,0.1086669,44.858135,10.386779,100,8854633,0.6828271,68.282715,16389.96,237,2.22925,-1.5215417,0.025495581,-45.646217,[-0.679 -0.327 -0.071 -0.295 -0.39 ],12.071824,437.01,20.577482,-1.1444092e-06,2.5495582,10.86669
23800,30.676817,17699.484184265137,7.0662386e-06,0.0007066239,2.4526844,-23.689162162389998,0.16095047,92.25303,13.162669,100,8901919,1.5802574,158.02574,43091.016,238,1.0839752,-1.0424666,0.025521452,-31.273972,[-0.697 -0.313 -0.064 -0.286 -0.405],9.628998,472.86,23.17539,-6.67572e-07,2.5521455,16.095045
23900,21.674059,17793.373312711716,0.0003791516,0.037915163,39.506046,-27.645826656503772,0.012493103,3.3949835,1.0945584,100,8947650,0.062612444,6.2612443,390.93155,239,29.455223,-1.0698738,0.010095927,-32.096233,[-0.697 -0.315 -0.052 -0.295 -0.449],9.665825,457.31,3.0658536,9.3460085e-07,1.0095925,1.2493104
