InitialReturnMin,MaxIWNorm,EpisodesSoFar,Bound,StdIW,InitialReturnMax,Iteration,MeanIW,MaxIW,TimestepsSoFar,EpThisIter,StdIWNorm,EmpiricalD2,MinIW,MinIWNorm,ReturnMeanIW,InitialReturnMean,J_sample_variance,EpRewMean,InitialReturnStd,ESSClassic,InitialBound,EpLenMean,MeanIWNorm,Weights,ESSRenyi,TimeElapsed
-3.9468842,0.010000276,8100,-0.22122863,8.279718e-06,6.6365433,81,0.9999995,1.0000277,136058,100,8.284673e-08,1.0,0.9999759,0.009999759,-1.0505319e-05,-1.3122559e-05,5.7013507,-108.20432994634284,2.3757806,100.0,-0.22123124,16.34,0.009999994,[-0.573  0.302 -0.852  0.477 -0.796],100.0,463.3069677352905
-3.803093,0.01,8200,-0.22717726,,6.815529,82,1.0,1.0,137631,100,9.313226e-10,1.0,1.0,0.01,7.0482492e-06,7.095337e-06,6.468805,-107.88964216490173,2.5306356,100.0,-0.22717726,15.73,0.009999999,[-0.573  0.302 -0.852  0.477 -0.796],100.0,467.1963999271393
-4.578125,0.01,8300,-0.30445543,,9.133568,83,1.0,1.0,139284,100,9.313226e-10,1.0,1.0,0.01,-3.1664968e-06,-3.1280517e-06,8.642764,-107.86631476532033,2.9251215,100.0,-0.30445543,16.53,0.009999999,[-0.573  0.302 -0.852  0.477 -0.796],100.0,471.39435267448425
-4.0937653,0.03298274,8400,-0.20864084,0.45592934,8.870819,84,0.93902755,3.298274,140957,100,0.0045592934,1.2822341,0.34075415,0.0034075414,0.12619048,4.9591063e-06,9.998701,-107.87889721064519,2.6932576,80.92298,-0.29568902,16.73,0.009390275,[-0.573  0.302 -0.852  0.477 -0.796],77.988884,475.31856417655945
-4.6569214,0.1131982,8500,0.30386728,1.9193829,8.961166,85,1.2325479,11.31982,142605,100,0.019193828,2.986308,0.029437827,0.00029437826,0.8200585,-6.942749e-06,44.64856,-107.95954705162764,2.8333373,29.1969,-0.2987125,16.48,0.012325479,[-0.575  0.296 -0.847  0.482 -0.795],33.486164,480.4897677898407
-4.0591125,0.01,8600,-0.314863,,9.445862,86,1.0,1.0,144233,100,9.313226e-10,1.0,1.0,0.01,-9.313226e-07,-9.155273e-07,7.905766,-108.1544851224382,2.7976255,100.0,-0.314863,16.28,0.009999999,[-0.564  0.295 -0.838  0.512 -0.79 ],100.0,486.1108727455139
-4.0904694,0.031415757,8700,-0.040534496,0.60496587,8.905434,87,0.97466576,3.1415758,145902,100,0.0060496586,1.4216324,0.25928843,0.0025928842,0.31340373,-7.476807e-06,13.1061325,-108.13937846322311,2.8396168,72.18879,-0.29685527,16.69,0.009746658,[-0.564  0.295 -0.838  0.512 -0.79 ],70.341675,491.0183696746826
-3.890091,0.05967098,8800,0.22274628,1.0690243,9.552376,88,1.0893232,5.967098,147520,100,0.010690243,2.3283606,0.07498357,0.0007498356,0.7086109,-8.31604e-06,37.00003,-108.1489522565882,2.859758,50.94039,-0.31842083,16.18,0.010893231,[-0.559  0.303 -0.847  0.514 -0.786],42.948673,496.69462490081787
-4.0230255,0.01,8900,-0.2831636,,8.49482,89,1.0,1.0,149203,100,9.313226e-10,1.0,1.0,0.01,-2.9541552e-06,-2.9754638e-06,8.721224,-108.39412903268125,2.9383688,100.0,-0.2831636,16.83,0.009999999,[-0.591  0.284 -0.847  0.507 -0.822],100.0,504.4269280433655
-3.88591,0.010001672,9000,-0.2858106,9.324036e-05,8.574959,90,0.9999935,1.0001673,150858,100,9.3237054e-07,1.0,0.9997428,0.009997427,2.1383166e-05,-3.8146973e-06,8.680914,-108.20471114122651,2.9315844,100.0,-0.28583583,16.55,0.009999935,[-0.591  0.284 -0.847  0.507 -0.822],100.0,508.97112560272217
-4.230591,0.01,9100,-0.24195087,,7.258789,91,1.0,1.0,152545,100,9.313226e-10,1.0,1.0,0.01,8.7842345e-06,8.7738035e-06,8.599917,-108.28967832420332,2.917862,100.0,-0.24195087,16.87,0.009999999,[-0.591  0.284 -0.847  0.507 -0.822],100.0,513.6217393875122
-3.8263702,0.14241385,9200,-0.15093108,1.4909612,8.168083,92,1.1941981,14.241386,154175,100,0.014909611,1.5538787,0.13977441,0.001397744,0.18846549,-3.0517579e-06,12.022942,-107.98031419620084,2.4488213,39.081394,-0.27227253,16.3,0.011941979,[-0.591  0.284 -0.847  0.507 -0.822],64.35509,517.752783536911
-4.289963,0.061334595,9300,0.03641495,0.9111248,7.060211,93,0.8603191,6.1334596,155875,100,0.009111249,2.904965,0.0027221483,2.7221482e-05,0.43752807,-9.002685e-06,16.086044,-108.64253778547064,2.9247382,47.13431,-0.23534939,17.0,0.00860319,[-0.594  0.274 -0.839  0.508 -0.825],34.423824,522.3802709579468
-4.361664,0.022994265,9400,-0.2208869,0.3309363,8.426971,94,1.043362,2.2994266,157516,100,0.003309363,1.1008891,0.48295632,0.004829563,0.07384156,4.7302246e-06,9.807536,-107.76032426086705,2.6762695,90.859146,-0.28089425,16.41,0.01043362,[-0.516  0.27  -0.801  0.462 -0.911],90.83567,527.671942949295
-4.173813,0.01,9500,-0.24338141,,7.301529,95,1.0,1.0,159174,100,9.313226e-10,1.0,1.0,0.01,2.9094517e-06,2.8991699e-06,7.665851,-107.95458069745189,2.754849,100.0,-0.24338141,16.58,0.009999999,[-0.517  0.266 -0.797  0.46  -0.912],100.0,532.1575319766998
-4.34935,0.028554518,9600,-0.12002863,0.5619841,7.526001,96,1.0098027,2.8554518,160833,100,0.005619841,1.3013829,0.21457492,0.002145749,0.1661555,-1.7547608e-06,9.646743,-108.0485224543176,2.668563,76.35194,-0.25086847,16.59,0.010098027,[-0.517  0.266 -0.797  0.46  -0.912],76.84134,536.3916323184967
-4.643532,1.6900424,9700,7.574885,21.687668,9.5103,97,3.7010672,169.00424,162488,100,0.21687667,102.217735,9.636717e-05,9.636717e-07,10.779944,-2.3651123e-06,15813.824,-108.02136204225204,3.1239297,2.8298352,-0.3170124,16.55,0.037010666,[-0.519  0.26  -0.79   0.462 -0.911],0.9783038,540.9677798748016
-3.9411087,0.023608185,9800,-0.13308634,0.4638252,9.1907425,98,0.877746,2.3608186,164140,100,0.0046382514,1.4692769,0.2757935,0.0027579349,0.23826174,2.5939942e-06,10.24584,-108.39503683279716,2.6873343,78.17168,-0.3063555,16.52,0.00877746,[-0.507  0.282 -0.817  0.454 -0.927],68.06069,547.8578345775604
-3.818962,0.010001502,9900,-0.26138517,5.4965363e-05,7.8421326,99,1.0000098,1.0001502,165758,100,5.496941e-07,1.0,0.9998717,0.009998716,1.9241124e-05,7.6293945e-06,6.352642,-107.91081367146857,2.5077798,100.00001,-0.26139677,16.18,0.010000097,[-0.508  0.276 -0.81   0.458 -0.926],100.0,552.5097560882568
-4.420288,0.020135023,10000,-0.2343665,0.35640118,8.540756,100,0.93279785,2.0135024,167439,100,0.0035640115,1.1863838,0.38451996,0.0038451995,0.07572348,-3.8146973e-07,7.7988243,-108.42715287005701,2.8699298,87.261314,-0.28469223,16.81,0.009327977,[-0.508  0.276 -0.81   0.458 -0.926],84.28975,556.7409560680389
-4.357231,0.02590595,10100,-0.16020533,0.3827618,6.3359833,101,1.0405006,2.590595,169093,100,0.003827618,1.1495643,0.41692594,0.004169259,0.06623794,-6.408691e-06,9.957912,-107.96073292983354,2.6610038,88.08065,-0.21120584,16.54,0.010405007,[-0.508  0.28  -0.816  0.458 -0.927],86.98948,561.6445112228394
-4.300064,0.028794596,10200,-0.15246062,0.5531255,7.938225,102,1.079406,2.8794596,170747,100,0.0055312547,1.3233349,0.18182562,0.0018182562,0.15193404,3.4332274e-06,9.263771,-108.31299285744274,2.5012805,79.202286,-0.2646041,16.54,0.01079406,[-0.51   0.274 -0.814  0.459 -0.927],75.56666,566.5465190410614
-4.2080994,0.02291355,10300,-0.24052325,0.36963832,9.11422,103,0.9423374,2.291355,172422,100,0.003696383,1.1809587,0.26961848,0.0026961847,0.089630015,2.822876e-06,8.372919,-108.49036160189922,2.7901895,86.66521,-0.3038045,16.75,0.009423374,[-0.509  0.28  -0.819  0.455 -0.928],84.67696,570.7434270381927
-4.5271454,0.01,10400,-0.24774407,,7.4325867,104,1.0,1.0,174143,100,9.313226e-10,1.0,1.0,0.01,8.830801e-06,8.850097e-06,9.4459715,-107.84151970265181,3.0580242,100.0,-0.24774407,17.21,0.009999999,[-0.507  0.285 -0.824  0.454 -0.929],100.0,575.9235575199127
-4.172371,0.02200109,10500,-0.23716831,0.2982801,8.193535,105,1.0012815,2.200109,175800,100,0.0029828008,1.0821291,0.38838127,0.0038838126,0.046943717,3.3569336e-06,9.338291,-108.03936668164786,3.048999,91.849,-0.2731145,16.57,0.010012815,[-0.507  0.285 -0.824  0.454 -0.929],92.410416,580.6443774700165
-3.9442062,0.19296077,10600,1.1436781,2.5537896,10.83918,106,1.276781,19.296078,177436,100,0.025537893,5.7597413,0.007855402,7.855402e-05,2.010793,-1.9836425e-06,344.71628,-108.05839755665596,2.9232051,19.997147,-0.36130798,16.36,0.012767809,[-0.506  0.287 -0.828  0.452 -0.93 ],17.36189,585.7221729755402
-4.250145,0.01,10700,-0.30144244,,9.042923,107,1.0,1.0,179063,100,9.313226e-10,1.0,1.0,0.01,-1.1650845e-05,-1.1672973e-05,8.189478,-107.89777991762674,2.8473818,100.0,-0.30144244,16.27,0.009999999,[-0.528  0.295 -0.8    0.412 -0.943],100.0,593.0529923439026
-4.162277,0.05980234,10800,0.2425305,0.9317822,7.5221786,108,0.9199597,5.980234,180725,100,0.009317822,2.8416216,0.03441419,0.0003441419,0.66520447,-8.163453e-06,11.208961,-108.4732389455915,2.7443683,49.36158,-0.25074747,16.62,0.009199596,[-0.528  0.295 -0.8    0.412 -0.943],35.191174,597.5857877731323
-3.526123,0.06181212,10900,0.21550909,1.0647806,6.550354,109,1.0402497,6.1812124,182306,100,0.010647806,2.3289552,0.10828996,0.0010828995,0.54872376,-6.8664554e-07,25.036572,-107.93976687968083,2.200922,48.83481,-0.21834584,15.81,0.010402496,[-0.533  0.287 -0.782  0.383 -0.949],42.93771,602.3317942619324
-3.8139572,0.03463407,11000,0.067489356,0.6551461,6.777771,110,0.97107786,3.463407,183931,100,0.0065514613,1.5889924,0.16554986,0.0016554985,0.35228053,-9.384155e-06,8.740332,-108.17170124500895,2.6046255,68.72075,-0.22593509,16.25,0.009710779,[-0.531  0.296 -0.792  0.375 -0.948],62.932964,607.4596745967865
-4.3633804,1.4468621,11100,2.625175,16.152641,8.647751,111,3.2725952,144.68622,185608,100,0.16152641,39.994514,0.00089525915,8.952591e-06,4.448156,2.5939942e-06,512.64813,-108.22115838997455,2.8713496,3.9429975,-0.2882558,16.77,0.032725953,[-0.533  0.29  -0.783  0.378 -0.949],2.5003428,612.308224439621
-3.8569183,0.02855138,11200,-0.15948224,0.49583054,8.371819,112,0.9287269,2.855138,187246,100,0.004958305,1.4433982,0.25936574,0.0025936572,0.17578539,1.5258789e-06,6.512576,-108.56684112444432,2.3499982,77.81919,-0.2790591,16.38,0.009287268,[-0.488  0.316 -0.769  0.433 -0.961],69.28095,619.0808410644531
-4.5643387,0.16060095,11300,0.0008533001,2.0655105,8.625931,113,1.0807962,16.060095,188878,100,0.020655103,3.1682267,0.040141456,0.00040141455,0.5126445,-4.8828124e-06,20.250656,-107.53201856108716,2.7267005,21.49472,-0.2875359,16.32,0.010807962,[-0.487  0.321 -0.778  0.431 -0.961],31.563398,623.5807974338531
-4.390213,0.02593068,11400,-0.12169266,0.46459648,10.239037,114,0.8914714,2.5930681,190511,100,0.0046459646,1.332466,0.20164225,0.0020164223,0.27227986,4.8065185e-06,11.545873,-107.59517683193671,2.6559026,78.6408,-0.34129643,16.33,0.008914715,[-0.494  0.308 -0.766  0.429 -0.958],75.04882,628.666898727417
-3.907135,0.025559068,11500,-0.27022636,0.42611575,9.812805,115,0.9813652,2.5559068,192099,100,0.0042611575,1.2083703,0.38059467,0.0038059466,0.089334115,-8.087158e-06,5.9361386,-107.97465869634034,2.4333227,84.13712,-0.32710162,15.88,0.009813652,[-0.486  0.319 -0.768  0.436 -0.958],82.75609,634.0217907428741
-4.1105804,0.4710749,11600,0.4067523,4.7898207,6.0427246,116,1.411037,47.10749,193768,100,0.04789821,12.126272,0.0011935655,1.19356555e-05,1.1081675,-5.7983398e-06,254.389,-108.45497680067548,2.468215,7.985372,-0.20142998,16.69,0.014110369,[-0.483  0.324 -0.773  0.436 -0.957],8.246557,638.6784613132477
-4.3078995,0.030861238,11700,0.102247596,0.60671407,8.265099,117,0.98600215,3.086124,195437,100,0.006067141,1.4305989,0.13670443,0.0013670443,0.4317706,-6.2561035e-06,13.468856,-108.0460342957124,2.719821,72.5359,-0.27550957,16.69,0.009860021,[-0.489  0.308 -0.768  0.462 -0.973],69.900795,644.7671937942505
-3.9791336,0.010004819,11800,-0.2790836,0.00020744679,8.373474,118,1.0000017,1.000482,197115,100,2.0744599e-06,1.0,0.9994007,0.009994007,3.222376e-05,-1.1901855e-05,7.145413,-108.5314502834243,2.659655,99.99999,-0.27912772,16.78,0.010000017,[-0.484  0.331 -0.758  0.462 -0.979],100.0,651.2749581336975
-4.6000443,0.040211253,11900,0.11204964,0.8375632,9.900185,119,1.0732921,4.0211253,198785,100,0.008375632,1.9636154,0.15605284,0.0015605284,0.57448417,7.095337e-06,25.174171,-107.78707911080909,3.4107542,62.151386,-0.32999906,16.7,0.01073292,[-0.484  0.331 -0.758  0.462 -0.979],50.926468,655.998770236969
-3.9421463,0.01,12000,-0.21015634,,6.3046036,120,1.0,1.0,200450,100,9.313226e-10,1.0,1.0,0.01,-2.8796494e-06,-2.8991699e-06,6.4754233,-108.05029321068263,2.53193,100.0,-0.21015634,16.65,0.009999999,[-0.475  0.346 -0.759  0.457 -0.989],100.0,661.8722817897797
-3.8993454,0.01,12100,-0.25407204,,7.6221237,121,1.0,1.0,202090,100,9.313226e-10,1.0,1.0,0.01,-1.2349337e-06,-1.2207031e-06,6.862026,-108.4799565920166,2.6064162,100.0,-0.25407204,16.4,0.009999999,[-0.475  0.346 -0.759  0.457 -0.989],100.0,667.0524730682373
-3.7942123,0.20279865,12200,0.7307716,2.7955613,9.501175,122,1.220904,20.279865,203712,100,0.027955616,9.39989,0.0019417449,1.9417448e-05,1.7017677,5.1116945e-06,99.10454,-108.27935755536386,2.7221148,16.018091,-0.3167008,16.22,0.012209041,[-0.475  0.346 -0.759  0.457 -0.989],10.638422,671.2449605464935
-3.7393036,0.01,12300,-0.2789238,,8.36792,123,1.0,1.0,205328,100,9.313226e-10,1.0,1.0,0.01,6.839633e-06,6.866455e-06,6.561136,-107.8333128200936,2.548632,100.0,-0.2789238,16.16,0.009999999,[-0.495  0.343 -0.736  0.411 -0.982],100.0,678.4440157413483
-3.7397919,0.96391547,12400,5.0891547,9.711089,7.7200623,124,1.784034,96.39155,206968,100,0.09711088,59.396534,0.00012079776,1.2079776e-06,7.072417,7.019043e-06,4627.8477,-108.16639025804365,2.5859215,3.2647884,-0.2573284,16.4,0.01784034,[-0.495  0.343 -0.736  0.411 -0.982],1.6836,683.097225189209
-3.8298264,0.01,12500,-0.28990465,,8.69722,125,1.0,1.0,208620,100,9.313226e-10,1.0,1.0,0.01,2.682209e-06,2.670288e-06,6.571122,-108.41667465071149,2.5505707,100.0,-0.28990465,16.52,0.009999999,[-0.478  0.385 -0.743  0.444 -0.965],100.0,690.0732717514038
-4.090721,0.021778125,12600,-0.15766475,0.2709405,8.549644,126,0.9930558,2.1778126,210289,100,0.002709405,1.0857145,0.32583863,0.0032583862,0.13928616,-2.670288e-06,11.823925,-108.33622368919228,2.7641084,93.07181,-0.28499082,16.69,0.0099305585,[-0.478  0.385 -0.743  0.444 -0.965],92.10525,694.350323677063
-4.0944366,0.01,12700,-0.29937088,,8.9809265,127,1.0,1.0,211919,100,9.313226e-10,1.0,1.0,0.01,-6.6310167e-06,-6.6375733e-06,7.807846,-108.03797299108837,2.780246,100.0,-0.29937088,16.3,0.009999999,[-0.476  0.383 -0.742  0.452 -0.974],100.0,699.4534063339233
-4.407715,0.15833627,12800,0.2754988,1.8242235,10.851616,128,1.0567383,15.833627,213575,100,0.018242234,4.600205,0.015840625,0.00015840626,1.0513202,5.0354006e-06,115.80887,-108.03618333470804,2.8144338,25.125414,-0.36171553,16.56,0.010567383,[-0.476  0.383 -0.742  0.452 -0.974],21.738161,703.0868775844574
-4.4124527,0.55905914,12900,2.0657988,6.3036456,8.816849,129,1.622135,55.905914,215271,100,0.06303645,18.226341,0.0006497075,6.497075e-06,3.3205044,8.087158e-06,696.34045,-108.22363579389888,3.0117946,6.2107434,-0.29388687,16.96,0.016221348,[-0.475  0.379 -0.722  0.461 -0.976],5.4865646,708.9095268249512
-4.3060837,0.047993224,13000,-0.24857628,0.72995734,11.236038,130,1.0584738,4.7993226,216936,100,0.0072995736,1.4888587,0.18891121,0.001889112,0.20842633,4.8065185e-06,15.716688,-108.42157844926167,2.9598372,67.769394,-0.3745298,16.65,0.010584738,[-0.487  0.359 -0.717  0.484 -0.983],67.16554,716.3641324043274
-4.2487946,0.01,13100,-0.21784319,,6.5355377,131,1.0,1.0,218614,100,9.313226e-10,1.0,1.0,0.01,8.072704e-06,8.087158e-06,7.939498,-108.25834292799766,2.8035874,100.0,-0.21784319,16.78,0.009999999,[-0.488  0.363 -0.72   0.469 -0.986],100.0,721.0706443786621
-4.5946655,0.01,13200,-0.31046474,,9.313896,132,1.0,1.0,220260,100,9.313226e-10,1.0,1.0,0.01,-1.5199184e-06,-1.5258789e-06,7.368359,-107.66836761406343,2.7008657,100.0,-0.31046474,16.46,0.009999999,[-0.488  0.363 -0.72   0.469 -0.986],100.0,725.58567070961
-4.451912,0.06792437,13300,0.09738907,0.92967784,9.284775,133,0.9323859,6.7924376,222003,100,0.009296779,2.2875602,0.04893201,0.0004893201,0.56548667,9.689331e-06,28.461998,-108.81621822199091,3.2645261,50.145435,-0.3094828,17.43,0.00932386,[-0.488  0.363 -0.72   0.469 -0.986],43.714695,730.0404152870178
-4.1000366,0.086349025,13400,0.096984595,1.3180441,6.679657,134,1.0439333,8.634903,223680,100,0.013180441,3.0593858,0.027158886,0.00027158885,0.48643312,7.6293946e-07,15.337875,-108.63866317677969,2.6955323,38.549076,-0.22265452,16.77,0.010439333,[-0.477  0.391 -0.713  0.483 -0.988],32.6863,735.5758936405182
-3.992157,0.049765114,13500,0.10048446,0.7556953,5.716957,135,0.82126164,4.9765115,225376,100,0.0075569535,2.254126,0.03479023,0.00034790227,0.3865943,2.2125244e-06,7.3906612,-108.56620240635725,2.4992592,54.150608,-0.19056305,16.96,0.008212616,[-0.474  0.401 -0.725  0.478 -0.988],44.36309,740.5387122631073
-3.738449,0.01,13600,-0.2943616,,8.83065,136,1.0,1.0,227027,100,9.313226e-10,1.0,1.0,0.01,-6.5490603e-06,-6.5612794e-06,7.307721,-108.97435684183834,2.6897295,100.0,-0.2943616,16.51,0.009999999,[-0.486  0.391 -0.717  0.449 -0.988],100.0,744.8915333747864
-4.166313,0.030869182,13700,-0.04860592,0.46527335,7.722206,137,0.9463133,3.0869184,228671,100,0.0046527334,1.3961248,0.15080793,0.0015080792,0.2555402,5.1116945e-06,8.385183,-108.37217839062907,2.392762,80.532234,-0.2574018,16.44,0.009463133,[-0.486  0.391 -0.717  0.449 -0.988],71.62683,749.5441570281982
-4.50795,0.043387752,13800,0.12392089,0.71855545,9.000305,138,0.8856244,4.338775,230331,100,0.007185555,1.8723227,0.15136841,0.001513684,0.53443336,-1.5258789e-06,14.248489,-107.78837603283976,2.7649364,60.302856,-0.3000117,16.6,0.008856243,[-0.486  0.401 -0.694  0.442 -0.989],53.409595,755.6309411525726
-4.380348,1.435812,13900,0.9014493,14.254149,8.147026,139,1.9754539,143.5812,231995,100,0.14254148,47.74679,0.00032220263,3.2220262e-06,2.7779553,-8.392334e-07,786.85785,-108.17352590971024,2.8171043,1.8844689,-0.2715684,16.64,0.019754536,[-0.488  0.404 -0.707  0.436 -0.997],2.0943816,761.7676219940186
-4.411888,0.028997127,14000,-0.22082485,0.3620125,7.990143,140,0.98913145,2.8997128,233665,100,0.003620125,1.0831218,0.541497,0.0054149698,0.05636157,-2.3651123e-06,6.9739566,-108.05016098499127,2.4693007,88.187386,-0.2663405,16.7,0.009891314,[-0.471  0.379 -0.765  0.43  -1.026],92.32572,768.9511497020721
-4.1105804,0.010001219,14100,-0.28565863,4.3748998e-05,8.570221,141,1.0000013,1.000122,235325,100,4.3749955e-07,1.0,0.9999131,0.009999131,1.5418977e-05,5.9509275e-06,7.7091293,-108.6323928798102,2.7625618,100.0,-0.28566805,16.6,0.010000013,[-0.469  0.382 -0.769  0.432 -1.027],100.0,774.7412803173065
-3.8382263,0.04933076,14200,0.17628103,0.8448412,6.6309586,142,1.0052886,4.933076,236938,100,0.008448412,1.8982947,0.11477013,0.0011477013,0.4808158,-7.6293946e-07,22.750483,-108.33394413688421,2.5772104,58.607483,-0.22103274,16.13,0.010052886,[-0.469  0.382 -0.769  0.432 -1.027],52.67886,779.277496099472
-4.019615,0.010000234,14300,-0.35442603,1.0811867e-05,10.633064,143,0.9999989,1.0000234,238558,100,1.08102846e-07,1.0,0.9999615,0.009999615,9.480864e-06,8.010864e-06,8.426997,-107.89403730231082,2.8883808,100.000015,-0.35442752,16.2,0.009999989,[-0.469  0.389 -0.777  0.425 -1.027],100.0,783.8595719337463
-3.9062195,0.01,14400,-0.2647052,,7.941269,144,1.0,1.0,240186,100,9.313226e-10,1.0,1.0,0.01,3.7429854e-06,3.7384034e-06,5.6791873,-108.17854172026428,2.371159,100.0,-0.2647052,16.28,0.009999999,[-0.469  0.389 -0.777  0.425 -1.027],100.0,788.7342104911804
-4.0744095,0.087673135,14500,0.15603197,1.192466,9.627754,145,1.0713551,8.767314,241817,100,0.01192466,2.3349028,0.071964845,0.00071964844,0.64641804,1.1444092e-06,45.95617,-108.07305540379892,2.9211984,44.66542,-0.32092398,16.31,0.010713551,[-0.469  0.389 -0.777  0.425 -1.027],42.828335,793.4608664512634
-3.8414536,0.040570755,14600,-0.18377593,0.67892987,8.21756,146,0.978656,4.0570755,243468,100,0.0067892987,1.3944801,0.101716466,0.0010171647,0.13968948,1.0604858e-05,9.872577,-108.3905523028562,2.6285806,67.509605,-0.27390805,16.51,0.009786559,[-0.457  0.389 -0.788  0.456 -1.036],71.71131,801.3502202033997
-4.737129,0.021242976,14700,-0.18181638,0.299045,9.816574,147,1.0040532,2.1242976,245132,100,0.0029904502,1.1218781,0.41775006,0.0041775005,0.16477005,6.027222e-06,10.879058,-107.73061146345702,3.2304559,91.852036,-0.32721314,16.64,0.010040533,[-0.459  0.386 -0.78   0.458 -1.036],89.13624,806.165625333786
-4.214882,0.010000163,14800,-0.29315603,5.3966896e-06,8.794838,148,1.0000007,1.0000163,246807,100,5.3979363e-08,1.0,0.9999873,0.009999873,5.239621e-06,4.653931e-06,7.070231,-108.22393155497137,2.6456604,99.999985,-0.29315662,16.75,0.010000007,[-0.455  0.383 -0.789  0.469 -1.042],100.0,811.4506237506866
-4.2213974,0.56303376,14900,0.95525134,5.692248,7.263199,149,1.2428821,56.30338,248452,100,0.056922473,23.443995,8.2930186e-05,8.293018e-07,2.1275074,-3.6621093e-06,300.2525,-108.46160842333687,2.4373984,4.5505676,-0.24211031,16.45,0.012428819,[-0.455  0.383 -0.789  0.469 -1.042],4.265485,815.7675888538361
-3.7139053,0.087056674,15000,0.8514669,1.4815142,7.238014,150,1.1191319,8.7056675,250079,100,0.014815141,3.739664,0.017216414,0.00017216413,1.3180344,1.2969971e-06,51.229153,-108.43526856944086,2.7042246,36.33109,-0.24126585,16.27,0.01119132,[-0.439  0.401 -0.813  0.49  -1.057],26.74037,823.7581429481506
-3.3184967,4.6251087,15100,6.670611,45.979218,7.19088,151,5.2319517,462.5109,251706,100,0.4597922,486.04337,0.00021269887,2.1269886e-06,11.955043,-2.2888183e-07,15285.656,-108.50549746705609,2.320493,1.2782539,-0.23969626,16.27,0.052319515,[-0.457  0.385 -0.853  0.516 -1.067],0.20574296,829.8981878757477
-3.9930878,0.27528563,15200,0.7979735,3.071272,7.2373505,152,0.90428454,27.528564,253349,100,0.030712718,17.709368,0.0072195577,7.219557e-05,1.8131928,-3.890991e-06,227.63948,-108.30278473958562,2.5386302,7.9775143,-0.24124889,16.43,0.009042845,[-0.458  0.375 -0.911  0.513 -1.066],5.646729,836.9309887886047
-4.08696,0.39675662,15300,2.8618178,4.343001,9.141945,153,1.378965,39.675663,255029,100,0.04343001,15.352063,0.0021020733,2.1020733e-05,4.055808,-3.5858154e-06,1418.9403,-108.41962443325119,2.786018,9.158244,-0.30473515,16.8,0.013789648,[-0.456  0.37  -0.878  0.512 -1.061],6.5137825,844.4751212596893
-4.2907867,0.09597789,15400,0.43050545,1.512301,11.460381,154,1.164849,9.597789,256663,100,0.01512301,4.3405223,0.03682909,0.0003682909,1.2263876,8.163453e-06,135.17355,-107.81788974664298,2.7951348,37.236557,-0.38200456,16.34,0.011648489,[-0.464  0.359 -0.881  0.464 -1.072],23.038702,852.3142054080963
-3.8624878,0.0100035835,15500,-0.31006303,0.00013854014,9.302765,155,0.9999802,1.0003583,258278,100,1.3854359e-06,1.0,0.9996596,0.009996596,2.9141083e-05,-6.713867e-06,6.1499906,-107.79900321954943,2.467395,100.000015,-0.31009895,16.15,0.009999801,[-0.454  0.387 -0.85   0.434 -1.066],100.0,859.8737230300903
-3.8060455,0.39217559,15600,1.4297324,5.1143284,7.0286255,156,1.526344,39.21756,259892,100,0.05114328,21.926502,0.0035592073,3.559207e-05,2.526801,-9.155273e-07,308.35538,-107.80668680656053,2.3983808,8.178471,-0.23428844,16.14,0.015263439,[-0.454  0.387 -0.85   0.434 -1.066],4.560691,864.130268573761
-3.6950378,0.010008448,15700,-0.27958083,0.0003483206,8.39035,157,1.0000501,1.0008448,261521,100,3.4832178e-06,1.0,0.99923104,0.00999231,9.750575e-05,5.264282e-06,6.4024377,-108.10932295384998,2.5173206,99.99999,-0.2796731,16.29,0.0100005,[-0.432  0.403 -0.831  0.475 -1.047],100.0,871.4712331295013
-4.416443,0.033758137,15800,0.03541884,0.55553097,6.689781,158,1.0717613,3.3758137,263189,100,0.0055553094,1.4051517,0.28613582,0.0028613582,0.29975238,3.4332274e-06,11.983098,-107.92310756589137,2.843779,78.822655,-0.22298928,16.68,0.010717613,[-0.432  0.403 -0.831  0.475 -1.047],71.166695,875.9144206047058
-3.636078,0.01,15900,-0.28785983,,8.636047,159,1.0,1.0,264835,100,9.313226e-10,1.0,1.0,0.01,8.430332e-06,8.468628e-06,7.4369063,-108.22113205757421,2.7133996,100.0,-0.28785983,16.46,0.009999999,[-0.431  0.407 -0.838  0.471 -1.047],100.0,880.7553889751434
-4.297287,0.015253837,16000,-0.19535124,0.23502289,8.86618,160,0.91507226,1.5253837,266460,100,0.0023502288,1.077531,0.42000818,0.004200082,0.111431,7.019043e-06,8.9914665,-107.97539807073477,2.9639006,93.81178,-0.29553235,16.25,0.009150721,[-0.431  0.407 -0.838  0.471 -1.047],92.804756,885.084374666214
-4.221367,0.010000097,16100,-0.21895826,4.129729e-06,6.5687485,161,0.9999995,1.0000097,268105,100,4.130203e-08,1.0,0.9999871,0.009999871,3.3527613e-08,-1.4495849e-06,6.5456285,-108.12802142352868,2.5456192,100.0,-0.21895972,16.45,0.009999995,[-0.437  0.409 -0.846  0.48  -1.051],100.0,889.7029364109039
-4.27861,0.03361217,16200,-0.1621617,0.5221314,8.179344,162,1.1015276,3.361217,269744,100,0.005221314,1.2700065,0.30411953,0.0030411952,0.14509417,6.713867e-06,12.158832,-108.18696775064278,2.8264956,81.65383,-0.27263814,16.39,0.011015275,[-0.437  0.409 -0.846  0.48  -1.051],78.73975,894.4344985485077
