Iteration,InitialBound,EpThisIter,ESSRenyi,ESSClassic,InitialReturnStd,StdIW,EpLenMean,EpisodesSoFar,MinIWNorm,Bound,EmpiricalD2,StdIWNorm,InitialReturnMin,MaxIW,MeanIW,Weights,ReturnMeanIW,EpRewMean,J_sample_variance,InitialReturnMean,MaxIWNorm,MeanIWNorm,InitialReturnMax,MinIW,TimeElapsed,TimestepsSoFar
78,-1.457914,100,1.7962323,2.0640335,13.084576,17.170572,368.89,7800,1.1909675e-05,7.85713,55.672085,0.17170571,-43.73738,172.8314,2.4927115,[-0.403 -0.534 -0.158 -0.326 -0.6  ],18.73516,-75.61733952559926,43790.867,-1.1920929e-06,1.728314,0.024927111,26.715382,0.0011909675,5416.7730877399445,2662712
79,-1.3978435,100,26.075216,17.461678,12.118087,2.8534465,439.93,7900,0.0004918195,1.766875,3.8350592,0.028534463,-41.935287,26.240192,1.3124564,[-0.405 -0.528 -0.144 -0.32  -0.6  ],4.504314,-59.84734372347326,1555.1267,-7.1525574e-07,0.2624019,0.013124564,24.377197,0.049181953,5497.509690523148,2706705
80,-1.2524043,100,0.04470084,1.4620267,11.792013,211.62071,417.39,8000,1.853051e-08,142.88348,2237.0945,2.116207,-37.572163,2084.1812,25.777094,[-0.405 -0.513 -0.141 -0.306 -0.612],202.11967,-71.79730789136514,3892341.8,1.2397766e-06,20.84181,0.25777093,22.450878,1.853051e-06,5573.775192737579,2748444
81,-1.4869612,100,40.71958,34.74833,12.728133,1.6145724,419.34,8100,0.0013114394,-0.47450066,2.4558208,0.016145723,-44.60875,12.098605,1.1782261,[-0.393 -0.518 -0.157 -0.31  -0.645],1.8557205,-65.01949018590511,242.25537,-2.784729e-06,0.12098605,0.0117822625,29.941034,0.13114394,5650.894047021866,2790378
82,-1.2930977,100,7.608046,5.516432,10.57932,6.238798,431.08,8200,0.00012391622,1.1411586,13.143979,0.06238798,-38.79297,60.1984,1.5074813,[-0.397 -0.509 -0.154 -0.302 -0.628],5.8292403,-68.02318726444942,1814.6501,1.2969971e-06,0.60198396,0.015074814,21.860748,0.012391622,5730.73117017746,2833486
83,-1.6623001,100,37.692715,41.99534,10.497278,1.3615153,456.33,8300,0.0013635495,-0.17476535,2.6530325,0.013615153,-49.868988,10.384684,1.1584883,[-0.386 -0.503 -0.139 -0.296 -0.622],2.5328102,-60.79064719278081,417.49838,-4.863739e-07,0.10384683,0.011584883,26.29353,0.13635495,5814.482563734055,2879119
84,-1.2134738,100,11.203043,11.288134,9.962877,3.5017145,451.57,8400,6.972581e-05,1.4123001,8.9261465,0.035017144,-36.404198,30.286043,1.2491107,[-0.383 -0.503 -0.131 -0.299 -0.617],5.0377526,-69.49301185966064,917.4819,-4.959106e-07,0.30286044,0.012491108,18.47135,0.006972581,5897.569616317749,2924276
85,-1.4142655,100,8.898565,9.844778,11.993402,3.7434406,410.6,8500,0.00015397984,1.2288518,11.237767,0.03743441,-42.427986,34.916813,1.237025,[-0.383 -0.506 -0.127 -0.309 -0.61 ],5.969865,-68.01260106614197,2704.1047,7.2479247e-07,0.34916812,0.012370251,17.709558,0.015397985,5971.723176956177,2965336
86,-1.1913192,100,26.46982,31.768095,9.872522,1.6629727,458.41,8600,0.00029963593,0.9297755,3.7778873,0.016629728,-35.739563,10.587448,1.1347156,[-0.384 -0.516 -0.126 -0.303 -0.609],3.2453165,-67.91989205444155,415.53473,-2.2888183e-07,0.10587448,0.011347156,21.09391,0.029963592,6056.29079413414,3011177
87,-0.91206574,100,5.5994453,7.897654,9.396979,5.8832507,449.87,8700,4.0236442e-05,4.444672,17.858912,0.05883251,-27.362007,45.81648,1.722785,[-0.386 -0.517 -0.129 -0.31  -0.627],8.299049,-66.0145095735317,2729.1365,1.0681152e-06,0.45816478,0.01722785,22.686352,0.004023644,6139.235273838043,3056164
88,-1.3982005,100,27.501585,25.21649,10.562291,2.3025618,421.02,8800,0.000106008956,0.82711244,3.6361542,0.023025617,-38.21958,18.00521,1.3370594,[-0.376 -0.495 -0.128 -0.309 -0.62 ],3.4932983,-66.97290741366076,1727.5972,-6.389618e-07,0.1800521,0.013370592,41.946,0.010600896,6215.660264015198,3098266
89,-1.4470048,100,19.751972,16.565401,11.973326,2.840697,391.92,8900,0.0003653595,1.1991298,5.0627856,0.02840697,-43.41022,18.996,1.2657642,[-0.378 -0.493 -0.134 -0.314 -0.629],4.4549885,-63.625869665136605,852.2696,2.6512146e-06,0.18996,0.012657642,21.278454,0.036535952,6288.289833307266,3137458
90,-1.161759,100,1.655681,1.8869169,11.22929,20.989874,392.9,9000,2.2850856e-05,23.68083,60.398106,0.20989875,-34.85279,211.0784,2.9108698,[-0.38  -0.496 -0.135 -0.305 -0.62 ],32.709587,-74.78091431910086,105092.86,7.724762e-07,2.110784,0.029108701,20.91083,0.0022850856,6360.210161447525,3176748
91,-1.4415138,100,25.998312,16.42326,13.283351,2.8051932,404.22,9100,0.00021256383,0.21791792,3.8464036,0.028051931,-43.245438,25.410543,1.2435113,[-0.389 -0.503 -0.129 -0.318 -0.605],3.0450523,-62.631187018200215,501.45703,7.5340273e-07,0.25410542,0.012435114,22.36301,0.021256384,6434.523293972015,3217170
92,-1.4020162,100,75.40699,81.32302,11.807079,0.45465204,436.91,9200,0.0024812894,-0.5352149,1.3261371,0.0045465203,-42.060524,2.4721687,0.9487078,[-0.393 -0.519 -0.132 -0.319 -0.623],1.0793208,-65.72951094751785,139.31538,1.4877319e-06,0.024721686,0.009487078,21.33544,0.24812895,6513.122046947479,3260861
93,-1.3353283,100,0.64994675,4.3482995,11.025082,18.22084,409.32,9300,4.58058e-06,15.614126,153.85876,0.18220842,-40.059772,153.66484,3.8849175,[-0.398 -0.514 -0.137 -0.316 -0.619],32.177483,-65.91489495587932,97879.69,-2.5367738e-06,1.5366484,0.03884917,20.202995,0.00045805803,6588.282782077789,3301793
94,-1.4237407,100,50.715065,53.905518,14.1571045,1.0026765,356.43,9400,0.0005171446,-0.47715247,1.9718007,0.010026765,-42.7123,5.2983603,1.0843089,[-0.395 -0.514 -0.146 -0.329 -0.612],1.5220797,-70.82635637334161,367.42636,2.861023e-06,0.0529836,0.010843089,27.91812,0.051714465,6653.5918600559235,3337436
95,-1.463391,100,22.713833,29.20065,14.255341,1.8619134,388.43,9500,0.00021689173,1.2086122,4.4026036,0.018619135,-43.901787,12.355134,1.1957521,[-0.398 -0.517 -0.141 -0.329 -0.62 ],4.279159,-60.5105409683531,2076.7136,2.002716e-06,0.12355134,0.011957521,32.04103,0.021689173,6725.331267356873,3376279
96,-1.4998891,100,90.61472,89.90703,14.726219,0.33393154,352.26,9600,0.0042601074,-1.020797,1.1035734,0.0033393155,-44.99662,3.0145383,0.9966539,[-0.398 -0.512 -0.142 -0.335 -0.626],0.55485123,-73.26863282038993,208.36597,-1.4877319e-06,0.030145383,0.009966538,28.51918,0.42601073,6789.213730096817,3411505
97,-1.2705346,100,82.82858,87.85543,13.45863,0.36608458,375.47,9700,0.0032778005,-0.57037115,1.2073127,0.0036608456,-38.116074,2.4563186,0.98463386,[-0.387 -0.511 -0.137 -0.334 -0.628],0.8256655,-66.80043300370953,180.6455,1.1825562e-06,0.024563186,0.009846338,26.075743,0.32778007,6859.074961185455,3449052
98,-1.4136536,100,76.33091,77.218956,12.092712,0.56126237,396.84,9800,0.0023613118,-0.9352883,1.3100853,0.005612624,-42.409546,2.5440598,1.0333346,[-0.393 -0.505 -0.141 -0.328 -0.627],0.6827626,-58.51506163435958,160.53922,-2.0599366e-06,0.025440596,0.010333345,25.715252,0.23613119,6932.274521589279,3488736
99,-1.2369695,100,0.781035,3.4845345,14.267817,26.47257,364.24,9900,2.955037e-06,53.14173,128.03523,0.26472571,-37.109177,215.99692,5.030024,[-0.395 -0.499 -0.138 -0.323 -0.634],67.138405,-66.3861908038459,395480.94,3.0899048e-06,2.159969,0.050300237,28.988823,0.0002955037,6999.860193729401,3525160
100,-1.2525244,100,74.11099,80.205444,12.967933,0.454905,397.09,10000,0.0021950544,-0.1831336,1.3493276,0.0045490502,-37.575752,2.4413977,0.91569257,[-0.399 -0.471 -0.125 -0.302 -0.662],1.2718066,-61.43678998395836,227.18893,8.773804e-07,0.024413977,0.009156926,24.61317,0.21950546,7072.582420349121,3564869
101,-1.1439174,100,0.60517263,2.9012718,12.404523,19.814077,391.46,10100,1.4254781e-06,15.226199,165.24211,0.19814076,-34.3175,174.67259,3.4250054,[-0.399 -0.467 -0.128 -0.299 -0.672],29.930851,-66.65865114262405,78180.695,-7.2479247e-07,1.7467259,0.034250055,22.100893,0.00014254781,7145.064628601074,3604015
102,-1.3802977,100,7.5561543,10.642085,14.505634,5.2001615,345.65,10200,3.5526384e-05,3.568418,13.234245,0.052001614,-41.408936,44.549347,1.7945834,[-0.398 -0.464 -0.127 -0.314 -0.682],8.58979,-59.39049125271717,2862.7488,3.7193297e-07,0.44549346,0.017945834,26.186575,0.0035526385,7208.954359769821,3638580
103,-1.2752942,100,59.935814,55.568275,14.783982,0.88917536,367.46,10300,0.0012195158,-0.99084216,1.6684515,0.008891753,-38.258778,5.978196,0.99438447,[-0.404 -0.482 -0.138 -0.314 -0.686],0.65643483,-66.406228575742,235.94116,-1.4686584e-06,0.05978196,0.009943845,22.801178,0.12195158,7275.8270008563995,3675326
104,-1.5485674,100,34.143833,45.336475,14.989865,1.4184595,348.73,10400,0.00036469765,0.98093295,2.9287865,0.014184595,-46.457,7.6687546,1.2917901,[-0.403 -0.484 -0.141 -0.311 -0.684],3.6311033,-72.17661259535855,738.6745,-5.531311e-07,0.076687545,0.012917901,25.425535,0.036469765,7338.956437587738,3710199
105,-1.4588124,100,2.353086,1.9244825,14.333069,23.71084,363.13,10500,2.9304292e-05,5.167886,42.497383,0.2371084,-43.764374,237.3947,3.3214185,[-0.395 -0.491 -0.141 -0.323 -0.686],14.677887,-67.48329064297303,13432.063,2.7656554e-07,2.373947,0.03321418,29.802011,0.0029304293,7405.874641418457,3746512
106,-1.3039118,100,5.1777477,8.084351,12.717105,4.3592577,363.93,10600,1.9896164e-05,3.696557,19.313417,0.043592576,-39.117374,35.2974,1.2928269,[-0.4   -0.501 -0.131 -0.325 -0.687],9.426866,-70.05137541491243,7844.0645,8.106232e-07,0.352974,0.012928268,28.519745,0.0019896165,7473.0981640815735,3782905
107,-1.2089376,100,7.9456015,7.617419,12.597079,4.7372265,410.9,10700,6.778112e-05,3.0110598,12.58558,0.047372263,-36.26815,44.720467,1.3602947,[-0.406 -0.513 -0.125 -0.337 -0.698],7.299909,-59.46838042968902,3771.0908,7.2479247e-07,0.44720465,0.013602947,22.929659,0.0067781117,7548.018529653549,3823995
108,-1.34632,100,27.116016,26.35433,11.567145,1.9124581,384.94,10800,0.0001725031,-0.5017631,3.6878574,0.01912458,-40.38971,15.864114,1.1440481,[-0.404 -0.509 -0.116 -0.343 -0.701],2.0836895,-66.10104771253968,355.36072,3.6621093e-06,0.15864113,0.011440481,21.25621,0.01725031,7618.502851963043,3862489
109,-1.4761795,100,79.33881,79.35348,14.85925,0.5573594,371.92,10900,0.0038586028,-0.8945252,1.2604171,0.005573594,-44.285385,3.6141095,1.0926849,[-0.407 -0.514 -0.11  -0.345 -0.703],0.7627566,-71.25906469767692,230.42194,1.9073486e-08,0.036141094,0.010926848,22.992853,0.3858603,7688.232321500778,3899681
110,-1.4619607,100,3.485342,3.05813,11.721569,11.709867,380.58,11000,3.9637194e-05,7.203441,28.69159,0.11709865,-43.85878,117.49783,2.0798125,[-0.41  -0.519 -0.114 -0.345 -0.708],15.034358,-74.59267695199549,27379.773,-1.3923645e-06,1.1749783,0.020798123,23.451138,0.0039637196,7759.091272115707,3937739
111,-1.4686621,100,22.095755,15.960556,14.440905,2.3815315,384.72,11100,0.00053601334,0.12050724,4.5257564,0.023815311,-44.05992,22.982695,1.0378599,[-0.414 -0.523 -0.104 -0.352 -0.7  ],3.2449174,-70.34283172716165,1046.444,1.8119812e-06,0.22982694,0.010378599,23.592625,0.053601332,7831.082461833954,3976211
112,-1.5505147,100,11.642257,15.302569,12.679159,2.5680723,395.77,11200,3.312104e-05,1.4173069,8.5894,0.025680723,-46.51536,21.232372,1.0915769,[-0.413 -0.522 -0.096 -0.349 -0.705],5.961498,-69.06896423814669,4227.7554,-2.5367738e-06,0.21232373,0.010915768,30.070797,0.003312104,7904.159902572632,4015788
113,-0.9894248,100,65.03155,61.94372,9.720137,0.88684845,448.95,11300,0.0010960274,-0.10691142,1.5377152,0.008868484,-25.185904,6.0828485,1.1314486,[-0.411 -0.531 -0.098 -0.345 -0.706],1.1200217,-65.9090300205836,115.19829,4.5776366e-07,0.060828485,0.011314485,29.682753,0.10960274,7985.9956040382385,4060683
114,-1.1363155,100,72.80897,76.50813,11.582848,0.5099515,429.09,11400,0.0020064092,-0.78152835,1.3734572,0.0050995145,-33.682343,2.991164,0.9202879,[-0.411 -0.54  -0.102 -0.351 -0.697],0.55016863,-74.46810804833761,165.21053,-2.7465821e-06,0.02991164,0.009202879,34.08938,0.20064092,8066.373295068741,4103592
115,-1.2611746,100,87.61384,88.85408,11.1835985,0.3741462,418.46,11500,0.0047900793,-0.9443299,1.1413722,0.0037414618,-37.83524,2.3416421,1.0563846,[-0.412 -0.538 -0.099 -0.353 -0.698],0.4030463,-74.75736119173179,119.50304,,0.02341642,0.010563846,24.740257,0.47900796,8142.813816547394,4145438
116,-1.0130665,100,92.448555,91.014206,9.306515,0.33012587,423.03,11600,0.00521381,-0.65339994,1.0816827,0.0033012584,-30.392038,2.0475674,1.050644,[-0.408 -0.54  -0.1   -0.352 -0.692],0.400231,-73.31820002658912,113.27764,1.3923645e-06,0.020475673,0.010506439,23.256935,0.521381,8221.330077409744,4187741
117,-1.4503981,100,0.024272462,1.0902237,10.875413,193.60738,422.61,11700,3.2151704e-07,97.64839,4119.895,1.9360737,-43.512024,1946.5186,20.326382,[-0.405 -0.535 -0.098 -0.35  -0.687],190.74442,-69.7664092554557,3853682.0,2.7656556e-06,19.465185,0.20326382,20.669817,3.2151704e-05,8298.839027643204,4230002
118,-1.5477384,100,64.43001,61.97614,15.773127,0.76572996,355.18,11800,0.00050391,-0.23031867,1.5520718,0.007657299,-46.43212,6.389297,0.9775969,[-0.404 -0.535 -0.109 -0.366 -0.692],1.6978861,-71.1993367581967,397.9211,-7.8201293e-07,0.06389297,0.009775969,27.647999,0.050391,8366.221707820892,4265520
119,-1.4050219,100,0.0014708978,1.0013824,14.2496605,3551.2043,366.52,11900,9.1457303e-10,4513.6567,67985.69,35.512043,-42.150673,35691.195,357.15857,[-0.414 -0.534 -0.108 -0.367 -0.701],4880.0034,-64.77941396194772,2386104800.0,7.6293946e-07,356.91196,3.5715857,24.83446,9.14573e-08,8433.086334466934,4302172
120,-1.3927829,100,22.392252,23.208906,13.995415,1.8718188,369.75,12000,0.00021149397,1.6742179,4.4658303,0.018718185,-41.783463,13.61827,1.0290482,[-0.405 -0.549 -0.089 -0.38  -0.767],4.6175165,-72.66149837390131,994.1993,-8.773804e-07,0.1361827,0.010290483,26.98582,0.021149397,8502.635402917862,4339147
121,-1.4263061,100,49.361732,49.260548,12.7184105,1.1994709,400.56,12100,0.0009656057,0.30654693,2.0258608,0.011994707,-42.789223,7.7006707,1.1818612,[-0.403 -0.549 -0.08  -0.379 -0.773],2.3366494,-68.21825301980351,411.3299,1.4877319e-06,0.077006705,0.011818612,25.340199,0.096560575,8576.15103173256,4379203
122,-1.2242916,100,54.230824,44.327293,11.198756,1.065591,405.62,12200,0.0011127454,-0.26558495,1.8439698,0.01065591,-36.728745,9.582827,0.95083463,[-0.406 -0.565 -0.08  -0.387 -0.766],1.3969154,-71.66709767461792,285.30118,,0.095828265,0.009508345,25.01543,0.11127454,8649.214528560638,4419765
123,-1.1505462,100,30.264044,16.896784,12.1302595,2.3352864,410.97,12300,7.147529e-05,0.39527988,3.3042512,0.023352867,-34.51635,17.168385,1.0530119,[-0.412 -0.57  -0.085 -0.385 -0.774],2.4866946,-79.03208632297562,287.36148,-1.2207031e-06,0.17168385,0.010530119,19.76807,0.007147529,8720.090437173843,4460862
124,-1.1608378,100,4.6871123,5.844534,10.660506,5.566956,443.54,12400,3.536934e-05,3.170576,21.335098,0.05566956,-34.825134,53.659378,1.3869792,[-0.403 -0.588 -0.087 -0.391 -0.783],8.532478,-73.95492837398965,4638.1226,1.8119812e-07,0.5365938,0.013869791,31.225222,0.003536934,8794.475664615631,4505216
125,-1.0873481,100,22.598043,32.879097,10.233914,1.4351468,440.65,12500,0.0002333419,1.308933,4.425162,0.0143514685,-32.620415,10.094082,1.0044478,[-0.394 -0.584 -0.093 -0.384 -0.78 ],3.596284,-71.10976361641336,379.826,-9.727478e-07,0.100940816,0.010044478,21.032103,0.02333419,8869.388511419296,4549281
126,-1.0532382,100,53.933666,66.14132,9.789649,0.6432778,445.38,12600,0.00058337185,-0.3679396,1.8541294,0.0064327777,-31.597158,3.0873563,0.8990834,[-0.397 -0.584 -0.1   -0.387 -0.781],1.0662179,-65.26327684294719,145.47102,3.6239624e-07,0.030873563,0.0089908345,20.214249,0.058337186,8946.361875772476,4593819
127,-1.2211318,100,22.045282,29.796083,11.381725,1.7951636,411.47,12700,0.00030608577,0.76905346,4.536118,0.017951636,-36.633995,12.988464,1.1695074,[-0.397 -0.582 -0.103 -0.39  -0.783],3.3698428,-72.76016000916648,1392.8597,1.3923645e-06,0.12988465,0.011695073,24.473358,0.030608578,9016.047298431396,4634966
128,-1.4558808,100,79.9153,69.96307,11.87553,0.700146,395.05,12800,0.002804314,-0.51941204,1.2513249,0.00700146,-43.6764,5.077915,1.0685511,[-0.394 -0.58  -0.098 -0.396 -0.781],1.1091737,-69.9012028656447,226.61308,-7.05719e-07,0.05077915,0.010685509,21.65515,0.28043142,9085.364205598831,4674471
129,-1.2575511,100,2.578159,4.9421954,12.875013,10.806573,398.12,12900,5.8263875e-05,13.019678,38.787365,0.10806573,-37.726562,82.69039,2.4640756,[-0.395 -0.571 -0.097 -0.389 -0.776],20.85165,-69.6487809960055,25763.549,8.773804e-07,0.8269039,0.024640758,19.851004,0.0058263876,9168.354593992233,4714283
130,-1.3476737,100,77.697296,74.581795,13.399123,0.61069375,384.92,13000,0.0025351553,-0.48452055,1.2870461,0.0061069373,-40.4302,4.172832,1.0460864,[-0.371 -0.538 -0.085 -0.374 -0.783],1.0443885,-70.3016853102539,248.62105,-2.861023e-07,0.041728318,0.010460865,24.080507,0.25351554,9243.621863365173,4752775
131,-1.3651617,100,2.0899785,2.53006,11.462946,14.037567,388.27,13100,4.638866e-05,5.9455643,47.84738,0.14037564,-40.954895,139.69296,2.2616315,[-0.38  -0.544 -0.087 -0.376 -0.782],15.388644,-71.78799441129993,23023.154,1.6021728e-06,1.3969296,0.022616312,20.74404,0.004638866,9324.010757684708,4791602
132,-1.2355932,100,35.8071,31.155104,11.245595,1.654978,413.22,13200,0.0002787578,-0.53592145,2.7927423,0.01654978,-37.067772,11.680271,1.1133224,[-0.382 -0.547 -0.085 -0.366 -0.775],1.5289387,-73.3620184082431,303.115,-8.9645386e-07,0.11680271,0.011133223,18.186909,0.027875781,9406.53024983406,4832924
133,-1.3269296,100,24.478638,19.491766,13.216619,2.188413,411.76,13300,0.0005988852,-0.104498625,4.0851946,0.021884128,-39.8079,17.555,1.0767992,[-0.382 -0.544 -0.091 -0.361 -0.777],2.5774744,-66.00166337812087,497.44275,4.196167e-07,0.17555,0.010767991,30.848051,0.05988852,9487.879064321518,4874100
134,-1.44393,100,85.67772,78.22948,10.813987,0.5282029,433.21,13400,0.00300671,-0.87747705,1.1671646,0.0052820286,-43.317917,5.131837,1.0012708,[-0.381 -0.547 -0.098 -0.361 -0.771],0.6824789,-65.1446553463649,139.6439,6.580353e-07,0.051318366,0.010012708,24.739159,0.300671,9572.062283992767,4917421
135,-1.3780535,100,90.98624,93.04004,10.453436,0.27151904,434.14,13500,0.0049109263,-1.163763,1.0990673,0.0027151904,-41.341576,1.807874,0.9927318,[-0.388 -0.541 -0.098 -0.358 -0.764],0.28093788,-68.4698662959837,109.36927,-8.9645386e-07,0.018078739,0.009927318,19.235947,0.49109265,9653.517090559006,4960835
136,-1.2423216,100,11.152892,12.092427,12.488863,3.0414762,419.09,13600,7.963887e-05,1.3509014,8.966284,0.03041476,-37.269665,29.362093,1.1280494,[-0.393 -0.541 -0.098 -0.358 -0.762],5.0708804,-70.64033146967724,2841.3718,6.294251e-07,0.2936209,0.011280494,27.749264,0.007963887,9734.807393550873,5002744
137,-1.1591731,100,45.688473,45.992786,10.631514,1.1570395,430.71,13700,0.0003764622,0.31810224,2.188736,0.011570396,-34.775208,8.801914,1.067744,[-0.392 -0.53  -0.103 -0.346 -0.759],2.0330274,-68.757815470398,408.05685,6.4849854e-07,0.08801914,0.010677439,22.749067,0.037646223,9816.758380651474,5045815
138,-1.1616446,100,58.25327,61.438522,12.224073,0.87430525,408.97,13800,0.00094597426,-0.18552577,1.7166419,0.008743051,-34.84931,5.6732783,1.1035872,[-0.384 -0.522 -0.104 -0.345 -0.754],1.3364677,-70.0793206226343,310.80118,-5.912781e-07,0.05673278,0.011035872,28.94213,0.09459743,9894.997823953629,5086712
139,-1.2166877,100,17.222527,13.47841,11.72326,2.5795472,387.8,13900,0.00035627052,1.349376,5.8063493,0.025795465,-36.50056,24.98959,1.0181235,[-0.38  -0.518 -0.105 -0.346 -0.759],4.2811456,-71.07272671042898,1023.6032,-2.4223327e-06,0.24989589,0.010181234,20.716717,0.035627052,9970.52726149559,5125492
140,-1.2819363,100,10.052486,6.2339935,13.106609,8.693088,369.68,14000,9.767875e-05,2.5917473,9.947787,0.086930886,-38.458122,80.13913,2.2414782,[-0.387 -0.52  -0.113 -0.353 -0.75 ],6.6349926,-66.61085792118364,3347.444,1.4305115e-06,0.8013913,0.022414781,28.695465,0.009767875,10043.466904640198,5162460
141,-1.3997943,100,3.3371723,6.1115937,14.454626,6.642754,369.43,14100,1.905517e-05,3.2663684,29.96549,0.06642754,-41.993835,58.355442,1.694804,[-0.388 -0.53  -0.123 -0.357 -0.739],10.928947,-76.17893920721646,7401.5493,4.005432e-07,0.5835544,0.01694804,23.236898,0.001905517,10114.885637998581,5199403
142,-1.5884938,100,69.626175,65.92403,13.831022,0.7273545,381.5,14200,0.0021417178,-0.56981826,1.4362415,0.0072735455,-47.654854,4.4576554,1.0116816,[-0.393 -0.529 -0.113 -0.356 -0.735],1.3338865,-71.65252718463077,343.02225,1.707077e-06,0.04457655,0.0101168165,26.81607,0.2141718,10189.423105716705,5237553
143,-1.3088231,100,25.820671,19.264296,13.530015,2.2372766,395.29,14300,0.00010716914,2.3337293,3.8728662,0.022372767,-39.264618,19.048882,1.0928572,[-0.395 -0.528 -0.115 -0.351 -0.727],4.9094357,-63.11232494954898,2337.0854,-2.4032593e-06,0.19048882,0.010928572,26.419426,0.010716914,10267.106030225754,5277082
144,-1.2161058,100,92.04012,92.91855,12.1103,0.29264468,355.91,14400,0.0031926208,-0.8863036,1.0864826,0.0029264465,-36.483246,1.8004615,1.0600604,[-0.394 -0.531 -0.119 -0.358 -0.748],0.3813005,-69.52840746121784,181.58646,2.412796e-06,0.018004615,0.010600604,22.487751,0.3192621,10336.568699359894,5312673
145,-1.2548568,100,0.29711074,1.2744957,13.416195,59.07967,396.19,14500,2.7416504e-06,22.966696,336.57483,0.5907967,-37.64574,594.23804,6.7126274,[-0.399 -0.527 -0.119 -0.356 -0.749],45.988293,-58.172311430898105,207701.4,1.5258789e-06,5.9423804,0.067126274,21.938467,0.00027416504,10415.72145652771,5352292
146,-1.4191312,100,25.770037,35.644367,17.287882,1.3890362,306.02,14600,0.00050397246,2.69276,3.8804758,0.013890362,-42.573936,10.728636,1.0337507,[-0.414 -0.514 -0.132 -0.358 -0.747],5.4882956,-77.68886160896358,1519.1741,2.479553e-07,0.10728636,0.010337506,31.706514,0.050397247,10475.90732383728,5382894
147,-1.3826112,100,2.7501664,1.8721585,15.104606,25.295006,329.75,14700,3.3298682e-05,3.8479567,36.361435,0.25295004,-41.478325,252.51491,3.4938958,[-0.418 -0.511 -0.126 -0.352 -0.749],12.185162,-77.76404437252235,10235.741,-3.8146973e-07,2.525149,0.03493896,37.571587,0.0033298682,10541.256638288498,5415869
148,-1.3782182,100,35.11592,38.89954,15.04217,1.2783321,352.9,14800,0.00031177388,0.24756336,2.847711,0.012783322,-41.346558,11.125166,1.0199847,[-0.411 -0.51  -0.111 -0.356 -0.759],2.57333,-63.36323074946144,1320.0831,7.2479247e-07,0.11125166,0.010199846,26.114418,0.031177389,10610.145533800125,5451159
149,-1.4375831,100,51.419853,46.537796,15.986589,1.1605488,331.61,14900,0.0011277031,0.517401,1.9447742,0.011605488,-43.127495,8.827972,1.0827867,[-0.407 -0.5   -0.11  -0.357 -0.763],2.5221848,-67.25113595560941,353.6131,1.5258789e-07,0.088279724,0.010827865,27.644482,0.11277032,10675.549656391144,5484320
150,-1.3809108,100,4.661892,2.3809774,16.356472,17.978083,354.08,15000,5.7692378e-05,3.0271902,21.450518,0.17978083,-41.42733,179.48337,2.8077204,[-0.407 -0.504 -0.11  -0.353 -0.763],9.422839,-69.52957081643422,7364.134,5.7220458e-08,1.7948337,0.028077202,29.291145,0.005769238,10743.610306024551,5519728
151,-1.3322747,100,49.419777,54.159813,13.321212,0.9281997,382.14,15100,0.00035661284,-0.5906633,2.0234814,0.009281997,-39.968178,4.7927794,1.0089203,[-0.413 -0.506 -0.107 -0.345 -0.753],1.3044829,-66.62447011391832,357.34106,-1.6975403e-06,0.047927793,0.010089205,19.24378,0.035661284,10818.466520786285,5557942
152,-1.3164406,100,49.800644,47.489838,13.1782255,1.1676409,402.11,15200,0.00065652124,0.42134464,2.008006,0.011676408,-39.493256,7.9435406,1.1104218,[-0.413 -0.511 -0.103 -0.351 -0.759],2.2867973,-60.87629510609806,281.42392,1.2016296e-06,0.0794354,0.011104218,24.730852,0.065652125,10898.226251602173,5598153
153,-1.4229436,100,65.39277,65.41854,14.266927,0.75337434,374.44,15300,0.0008989924,-0.7570956,1.529221,0.007533743,-42.688282,4.6669607,1.0361902,[-0.405 -0.526 -0.104 -0.363 -0.76 ],1.0025394,-67.0125620306144,274.74207,-9.918213e-07,0.046669606,0.010361901,41.91738,0.08989924,10970.84458732605,5635597
154,-1.2775637,100,23.723307,25.903275,12.040801,2.3320167,381.23,15400,0.00019431028,0.4470153,4.215264,0.023320166,-38.326912,12.252157,1.378826,[-0.407 -0.537 -0.108 -0.371 -0.764],3.0699952,-75.67416760138639,682.59216,1.2397766e-07,0.12252157,0.013788259,18.978329,0.019431029,11045.784350633621,5673720
155,-1.2935959,100,68.36779,67.81207,15.131372,0.68106866,321.71,15500,0.0019193789,0.7354033,1.462677,0.006810687,-38.807957,4.45134,0.9885485,[-0.409 -0.527 -0.114 -0.369 -0.762],2.2998967,-76.28270077572498,271.70187,2.5367738e-06,0.0445134,0.009885486,26.458801,0.1919379,11108.125461101532,5705891
156,-1.3499973,100,0.07412696,1.057892,16.837168,116.94131,335.9,15600,9.2795986e-08,75.31799,1349.0369,1.1694133,-40.49994,1175.6077,12.091998,[-0.417 -0.525 -0.112 -0.367 -0.773],124.90239,-71.02643476854064,1637614.2,6.8664554e-07,11.756077,0.12091997,32.195652,9.279599e-06,11176.099569797516,5739481
157,-1.4308004,100,0.6140762,1.239338,15.499212,37.240353,384.21,15700,1.8301653e-06,80.86147,162.84624,0.3724035,-42.924,374.61456,4.1717343,[-0.424 -0.53  -0.099 -0.365 -0.78 ],99.12009,-68.02236171071144,1014513.3,-4.5776366e-07,3.7461455,0.041717343,26.879923,0.00018301653,11250.572224140167,5777902
