J,IterType,Bound,AvgNormIw,Delta,VarNormIw,MaxNormIw,eRenyi2,VarVanillaIw,ESSRenyi,VarRet,EpsThisIter,BatchSize,ESSClassic,AvgDiscRet,MinVanillaIw,VarJ,VanillaAvgRet,AvgRet,MinNormIw,VarDiscRet,AvgEpLen,AvgVanillaIw,MaxVanillaIw
4667.02,2,4556.71,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,144.143582983,100,500,200.000000102,4666.14402626,1.0,11.4809,4666.14402626,4666.14402626,0.005,144.143582983,500.0,1.0,1.0
4666.69,2,4576.62,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,134.905578549,100,500,299.999969474,4666.0345912,1.0,11.5155,4666.0345912,4666.0345912,0.00333333,134.905578549,500.0,1.0,1.0
4666.56,2,4588.56,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,143.348309187,100,500,400.0,4666.16585354,1.0,11.6183,4666.16585354,4666.16585354,0.0025,143.348309187,500.0,1.0,1.0
4666.93,1,4597.1,0.002,0.9,6.95737e-09,0.00223805,1.00168,0.00173331,499.160390721,126.037075741,100,500,499.13336812,4667.81331416,0.823799,11.3879,4667.81331416,4667.81331416,0.00165046,126.037075741,500.0,0.998265,1.11708
4665.09,2,4509.09,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,151.949148998,100,500,100.0,4665.08839061,1.0,12.265,4665.08839061,4665.08839061,0.01,151.949148998,500.0,1.0,1.0
4665.55,2,4555.24,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,113.425499024,100,500,200.000000102,4666.00718747,1.0,11.4705,4666.00718747,4666.00718747,0.005,113.425499024,500.0,1.0,1.0
4665.54,2,4575.47,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,169.061707831,100,500,299.999969474,4665.51423197,1.0,11.9794,4665.51423197,4665.51423197,0.00333333,169.061707831,500.0,1.0,1.0
4665.82,2,4587.82,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,116.605220307,100,500,400.0,4666.68998896,1.0,11.6935,4666.68998896,4666.68998896,0.0025,116.605220307,500.0,1.0,1.0
4666.24,1,4596.41,0.002,0.9,7.12342e-09,0.0022448,1.00174,0.00179053,499.130393184,130.352569852,100,500,499.113012513,4667.25679537,0.850969,11.5445,4667.25679537,4667.25679537,0.00169733,130.352569852,500.0,1.00271,1.12545
4666.86,2,4510.86,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,137.367756331,100,500,100.0,4666.85968379,1.0,11.6616,4666.85968379,4666.85968379,0.01,137.367756331,500.0,1.0,1.0
4666.58,2,4556.27,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,155.443982602,100,500,200.000000102,4666.29605154,1.0,12.0425,4666.29605154,4666.29605154,0.005,155.443982602,500.0,1.0,1.0
4666.48,2,4576.41,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,143.2456654,100,500,299.999969474,4666.2734876,1.0,11.9988,4666.2734876,4666.2734876,0.00333333,143.2456654,500.0,1.0,1.0
4666.22,2,4588.22,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,165.869630461,100,500,400.0,4665.44115194,1.0,12.2161,4665.44115194,4665.44115194,0.0025,165.869630461,500.0,1.0,1.0
4666.78,1,4596.94,0.002,0.9,9.6246e-09,0.00231067,1.00219,0.00239183,498.904962757,122.834799282,100,500,498.802347084,4668.20725041,0.812766,11.8397,4668.20725041,4668.20725041,0.00163039,122.834799282,500.0,0.99702,1.15189
4666.19,2,4510.2,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,117.03354484,100,500,100.0,4666.19409123,1.0,10.764,4666.19409123,4666.19409123,0.01,117.03354484,500.0,1.0,1.0
4666.71,2,4556.4,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,125.969070513,100,500,200.000000102,4667.2199404,1.0,10.9795,4667.2199404,4667.2199404,0.005,125.969070513,500.0,1.0,1.0
4666.54,2,4576.47,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,125.388061061,100,500,299.999969474,4666.19524069,1.0,11.0364,4666.19524069,4666.19524069,0.00333333,125.388061061,500.0,1.0,1.0
4666.77,2,4588.77,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,138.512432604,100,500,400.0,4667.46545942,1.0,11.2159,4667.46545942,4667.46545942,0.0025,138.512432604,500.0,1.0,1.0
4666.91,1,4597.08,0.002,0.9,7.91789e-09,0.00235782,1.00188,0.0019873,499.059601412,108.997605353,100,500,499.013895249,4666.77359298,0.841645,10.961,4666.77359298,4666.77359298,0.00167997,108.997605353,500.0,1.00198,1.18124
4651.93,2,4495.94,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,22082.6482935,100,500,100.0,4651.93365855,1.0,147.857,4651.93365855,4651.93365855,0.01,22082.6482935,498.43,1.0,1.0
4659.32,2,4549.02,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,134.127387898,100,500,200.000000102,4666.71579765,1.0,105.128,4666.71579765,4666.71579765,0.005,134.127387898,500.0,1.0,1.0
4661.22,2,4571.15,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,157.484085634,100,500,299.999969474,4665.01044715,1.0,86.1807,4665.01044715,4665.01044715,0.00333333,157.484085634,500.0,1.0,1.0
4662.82,2,4584.82,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,128.042305417,100,500,400.0,4667.63047288,1.0,74.8981,4667.63047288,4667.63047288,0.0025,128.042305417,500.0,1.0,1.0
4665.89,1,4595.55,0.002,0.9,5.90845e-08,0.00235804,1.01642,0.0150011,491.924069505,161.490975885,100,500,492.736334138,4666.803124,0.234215,19.3558,4666.803124,4666.803124,0.000464824,161.490975885,500.0,1.00776,1.18816
4664.66,2,4508.66,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,402.358417623,100,500,100.0,4664.65627267,1.0,19.9583,4664.65627267,4664.65627267,0.01,402.358417623,499.84,1.0,1.0
4665.35,2,4555.04,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,118.562429299,100,500,200.000000102,4666.03574114,1.0,16.0727,4666.03574114,4666.03574114,0.005,118.562429299,500.0,1.0,1.0
4665.87,2,4575.8,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,135.146412894,100,500,299.999969474,4666.90829961,1.0,14.7432,4666.90829961,4666.90829961,0.00333333,135.146412894,500.0,1.0,1.0
4665.92,2,4587.92,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,140.839725918,100,500,400.0,4666.07743479,1.0,14.0672,4666.07743479,4666.07743479,0.0025,140.839725918,500.0,1.0,1.0
4666.26,1,4596.45,0.002,0.9,5.53455e-09,0.00222235,1.00128,0.00138358,499.360724113,105.096372291,100,500,499.310719318,4667.17732145,0.826004,12.9259,4667.17732145,4667.17732145,0.00165204,105.096372291,500.0,0.999979,1.11115
4665.81,2,4509.81,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,120.068223337,100,500,100.0,4665.81241935,1.0,10.9026,4665.81241935,4665.81241935,0.01,120.068223337,500.0,1.0,1.0
4666.32,2,4556.01,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,115.967130273,100,500,200.000000102,4666.83411327,1.0,10.8212,4666.83411327,4666.83411327,0.005,115.967130273,500.0,1.0,1.0
4667.28,2,4577.21,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,126.485171238,100,500,299.999969474,4669.1920033,1.0,11.0288,4669.1920033,4669.1920033,0.00333333,126.485171238,500.0,1.0,1.0
4666.77,2,4588.77,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,158.563559479,100,500,400.0,4665.25844253,1.0,11.4558,4665.25844253,4665.25844253,0.0025,158.563559479,500.0,1.0,1.0
4666.62,1,4596.78,0.002,0.9,8.83484e-09,0.00231207,1.00216,0.00221103,498.919917857,140.667556703,100,500,498.900149805,4665.25573844,0.819788,11.4359,4665.25573844,4665.25573844,0.00163872,140.667556703,500.0,1.00053,1.15664
4665.89,2,4509.89,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,150.138676613,100,500,100.0,4665.8929483,1.0,12.1917,4665.8929483,4665.8929483,0.01,150.138676613,500.0,1.0,1.0
4666.08,2,4555.77,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,122.381088459,100,500,200.000000102,4666.26379386,1.0,11.616,4666.26379386,4666.26379386,0.005,122.381088459,500.0,1.0,1.0
4665.91,2,4575.84,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,132.737390033,100,500,299.999969474,4665.56201314,1.0,11.5679,4665.56201314,4665.56201314,0.00333333,132.737390033,500.0,1.0,1.0
4665.85,2,4587.85,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,199.039197411,100,500,400.0,4665.68424741,1.0,12.2325,4665.68424741,4665.68424741,0.0025,199.039197411,500.0,1.0,1.0
4666.07,1,4596.24,0.002,0.9,8.67629e-09,0.00219503,1.00195,0.00216331,499.028606639,127.390828238,100,500,498.919901981,4666.29273996,0.81884,11.8753,4666.29273996,4666.29273996,0.00163986,127.390828238,500.0,0.99867,1.09606
4667.35,2,4511.35,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,97.4452686666,100,500,100.0,4667.3504533,1.0,9.82196,4667.3504533,4667.3504533,0.01,97.4452686666,500.0,1.0,1.0
4667.42,2,4557.12,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,123.82636336,100,500,200.000000102,4667.49982476,1.0,10.4659,4667.49982476,4667.49982476,0.005,123.82636336,500.0,1.0,1.0
4667.09,2,4577.03,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,113.35813182,100,500,299.999969474,4666.42907029,1.0,10.5191,4666.42907029,4666.42907029,0.00333333,113.35813182,500.0,1.0,1.0
4667.19,2,4589.19,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,131.608234547,100,500,400.0,4667.49228144,1.0,10.7514,4667.49228144,4667.49228144,0.0025,131.608234547,500.0,1.0,1.0
4667.0,1,4597.2,0.002,0.9,4.03555e-09,0.0022366,1.00099,0.00100994,499.506127379,139.476196919,100,500,499.49673835,4665.87501812,0.91495,10.9223,4665.87501812,4665.87501812,0.00182895,139.476196919,500.0,1.00052,1.11888
4667.41,2,4511.41,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,150.720123848,100,500,100.0,4667.40717218,1.0,12.2153,4667.40717218,4667.40717218,0.01,150.720123848,500.0,1.0,1.0
4666.94,2,4556.63,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,128.856178086,100,500,200.000000102,4666.47710017,1.0,11.7731,4666.47710017,4666.47710017,0.005,128.856178086,500.0,1.0,1.0
4666.85,2,4576.78,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,157.952093518,100,500,299.999969474,4666.65594302,1.0,12.0228,4666.65594302,4666.65594302,0.00333333,157.952093518,500.0,1.0,1.0
4667.04,2,4589.04,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,116.282620635,100,500,400.0,4667.61303833,1.0,11.7175,4667.61303833,4667.61303833,0.0025,116.282620635,500.0,1.0,1.0
4666.97,1,4597.17,0.002,0.9,4.38227e-09,0.00231726,1.00118,0.00109486,499.411144777,135.119212081,100,500,499.453867592,4666.27739547,0.870163,11.5638,4666.27739547,4666.27739547,0.00174089,135.119212081,500.0,0.999676,1.15825
4665.1,2,4509.11,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,480.256645462,100,500,100.0,4665.1013846,1.0,21.8049,4665.1013846,4665.1013846,0.01,480.256645462,499.83,1.0,1.0
4666.86,2,4556.56,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,102.542509389,100,500,200.000000102,4668.62683201,1.0,17.0761,4668.62683201,4668.62683201,0.005,102.542509389,500.0,1.0,1.0
4667.04,2,4576.98,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,106.3868562,100,500,299.999969474,4667.39836376,1.0,15.1514,4667.39836376,4667.39836376,0.00333333,106.3868562,500.0,1.0,1.0
4666.43,2,4588.43,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,167.785853707,100,500,400.0,4664.60401411,1.0,14.6566,4664.60401411,4664.60401411,0.0025,167.785853707,500.0,1.0,1.0
4666.29,1,4596.42,0.002,0.9,1.43156e-08,0.00223378,1.00326,0.00356716,498.376828036,153.758729654,100,500,498.220651497,4664.58670863,0.73052,13.4836,4664.58670863,4664.58670863,0.00146344,153.758729654,500.0,0.998358,1.11505
4666.23,2,4510.24,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,129.234576616,100,500,100.0,4666.23463349,1.0,11.3111,4666.23463349,4666.23463349,0.01,129.234576616,500.0,1.0,1.0
4665.88,2,4555.58,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,128.820296155,100,500,200.000000102,4665.53367198,1.0,11.3075,4665.53367198,4665.53367198,0.005,128.820296155,500.0,1.0,1.0
4659.77,2,4569.7,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,38743.6024692,100,500,299.999969474,4647.54023473,1.0,113.778,4647.54023473,4647.54023473,0.00333333,38743.6024692,497.92,1.0,1.0
4661.54,2,4583.54,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,129.66427889,100,500,400.0,4666.84339479,1.0,98.7448,4666.84339479,4666.84339479,0.0025,129.66427889,500.0,1.0,1.0
4665.32,1,4594.62,0.002,0.9,1.20384e-07,0.00290631,1.02681,0.0293472,486.945941773,158.217977904,100,500,485.419985174,4666.66057559,0.339826,32.3746,4666.66057559,4666.66057559,0.000688269,158.217977904,500.0,0.98748,1.43496
4665.05,2,4509.06,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,128.263759411,100,500,100.0,4665.0541778,1.0,11.2686,4665.0541778,4665.0541778,0.01,128.263759411,500.0,1.0,1.0
4666.69,2,4556.38,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,135.172774001,100,500,200.000000102,4668.32662946,1.0,11.536,4668.32662946,4668.32662946,0.005,135.172774001,500.0,1.0,1.0
4666.96,2,4576.89,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,144.376062758,100,500,299.999969474,4667.49770564,1.0,11.6837,4667.49770564,4667.49770564,0.00333333,144.376062758,500.0,1.0,1.0
4667.09,2,4589.09,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,133.17723733,100,500,400.0,4667.4971261,1.0,11.636,4667.4971261,4667.4971261,0.0025,133.17723733,500.0,1.0,1.0
4666.81,1,4597.0,0.002,0.9,5.69443e-09,0.00229866,1.00116,0.0014217,499.418221133,145.137542045,100,500,499.290493345,4665.20323653,0.84163,11.6761,4665.20323653,4665.20323653,0.00168439,145.137542045,500.0,0.99933,1.14856
4665.37,2,4509.38,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,129.679293485,100,500,100.0,4665.37077374,1.0,11.3306,4665.37077374,4665.37077374,0.01,129.679293485,500.0,1.0,1.0
4663.46,2,4553.15,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,1748.26039712,100,500,200.000000102,4661.53950946,1.0,30.5492,4661.53950946,4661.53950946,0.005,1748.26039712,499.59,1.0,1.0
4664.15,2,4574.08,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,161.387697669,100,500,299.999969474,4665.54190262,1.0,26.0076,4665.54190262,4665.54190262,0.00333333,161.387697669,500.0,1.0,1.0
4664.66,2,4586.66,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,128.716124779,100,500,400.0,4666.2017753,1.0,23.2366,4666.2017753,4666.2017753,0.0025,128.716124779,500.0,1.0,1.0
4665.53,1,4595.6,0.002,0.9,2.08353e-08,0.00236881,1.00478,0.00519309,497.62146114,113.354382201,100,500,497.414126136,4666.98879418,0.607053,15.739,4666.98879418,4666.98879418,0.00121594,113.354382201,500.0,0.998489,1.18261
4666.3,2,4510.3,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,132.187753232,100,500,100.0,4666.30125001,1.0,11.4396,4666.30125001,4666.30125001,0.01,132.187753232,500.0,1.0,1.0
4666.21,2,4555.9,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,129.652733059,100,500,200.000000102,4666.11392815,1.0,11.3851,4666.11392815,4666.11392815,0.005,129.652733059,500.0,1.0,1.0
4666.24,2,4576.18,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,130.146371003,100,500,299.999969474,4666.31119274,1.0,11.3738,4666.31119274,4666.31119274,0.00333333,130.146371003,500.0,1.0,1.0
4666.27,2,4588.27,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,127.997572185,100,500,400.0,4666.33731193,1.0,11.3448,4666.33731193,4666.33731193,0.0025,127.997572185,500.0,1.0,1.0
4666.32,1,4596.5,0.002,0.9,5.70784e-09,0.00216502,1.00136,0.00143121,499.321726433,149.392859035,100,500,499.289091198,4666.03766868,0.847805,11.3632,4666.03766868,4666.03766868,0.00169309,149.392859035,500.0,1.00149,1.08412
4667.06,2,4511.06,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,129.175853279,100,500,100.0,4667.05634351,1.0,11.3086,4667.05634351,4667.05634351,0.01,129.175853279,500.0,1.0,1.0
4667.12,2,4556.81,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,136.278569879,100,500,200.000000102,4667.18429929,1.0,11.4632,4667.18429929,4667.18429929,0.005,136.278569879,500.0,1.0,1.0
4666.83,2,4576.76,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,131.847351157,100,500,299.999969474,4666.24766255,1.0,11.4578,4666.24766255,4666.24766255,0.00333333,131.847351157,500.0,1.0,1.0
4666.45,2,4588.45,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,162.701888202,100,500,400.0,4665.32809036,1.0,11.7963,4665.32809036,4665.32809036,0.0025,162.701888202,500.0,1.0,1.0
4666.63,1,4596.8,0.002,0.9,8.09371e-09,0.00233694,1.00187,0.00201971,499.064767582,150.491789393,100,500,498.992059087,4666.61920981,0.790799,11.7512,4666.61920981,4666.61920981,0.00158305,150.491789393,500.0,0.999081,1.16739
4667.53,2,4511.53,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,130.49454047,100,500,100.0,4667.52850032,1.0,11.3662,4667.52850032,4667.52850032,0.01,130.49454047,500.0,1.0,1.0
4666.94,2,4556.63,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,120.106428211,100,500,200.000000102,4666.34383242,1.0,11.1534,4666.34383242,4666.34383242,0.005,120.106428211,500.0,1.0,1.0
4666.37,2,4576.31,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,141.696802209,100,500,299.999969474,4665.2479273,1.0,11.416,4665.2479273,4665.2479273,0.00333333,141.696802209,500.0,1.0,1.0
4666.63,2,4588.63,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,118.138297148,100,500,400.0,4667.40298954,1.0,11.2775,4667.40298954,4667.40298954,0.0025,118.138297148,500.0,1.0,1.0
4666.47,1,4596.64,0.002,0.9,7.24206e-09,0.00221806,1.00204,0.00181071,498.983724483,153.851569033,100,500,499.098499142,4665.21949078,0.815249,11.3742,4665.21949078,4665.21949078,0.00163041,153.851569033,500.0,1.00005,1.10909
4666.96,2,4510.97,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,118.741786674,100,500,100.0,4666.96443354,1.0,10.8422,4666.96443354,4666.96443354,0.01,118.741786674,500.0,1.0,1.0
4666.34,2,4556.03,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,146.636775873,100,500,200.000000102,4665.71241206,1.0,11.4784,4665.71241206,4665.71241206,0.005,146.636775873,500.0,1.0,1.0
4666.85,2,4576.78,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,106.995965803,100,500,299.999969474,4667.87553241,1.0,11.1207,4667.87553241,4667.87553241,0.00333333,106.995965803,500.0,1.0,1.0
4666.35,2,4588.35,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,164.626937485,100,500,400.0,4664.85358004,1.0,11.5864,4664.85358004,4664.85358004,0.0025,164.626937485,500.0,1.0,1.0
4671.52,1,4601.75,0.002,0.9,7.83631e-05,0.0987618,1.00001,1.35557,499.996423747,156.457749996,100,500,24.329019699,4666.27195425,,49.3502,4666.27195425,4666.27195425,,156.457749996,500.0,0.263048,12.9896
4548.66,2,4392.67,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,297022.404142,100,500,100.0,4548.66396652,1.0,542.266,4548.66396652,4548.66396652,0.01,297022.404142,487.36,1.0,1.0
4533.79,2,4423.48,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,483389.278823,100,500,200.000000102,4518.90999998,1.0,621.711,4518.90999998,4518.90999998,0.005,483389.278823,484.05,1.0,1.0
4510.63,2,4420.56,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,430368.149809,100,500,299.999969474,4464.31192839,1.0,633.07,4464.31192839,4464.31192839,0.00333333,430368.149809,478.35,1.0,1.0
4532.46,2,4454.46,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,177967.116343,100,500,400.0,4597.96829484,1.0,588.269,4597.96829484,4597.96829484,0.0025,177967.116343,492.38,1.0,1.0
4652.84,1,4560.87,0.002,0.9,3.17112e-06,0.00955595,1.73793,0.912068,287.698712247,684266.61082,100,500,279.143221671,4420.6976023,0.000697189,81.2744,4420.6976023,4420.6976023,1.3e-06,684266.61082,473.62,1.0726,5.12485
4665.43,2,4509.44,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,400.414167322,100,500,100.0,4665.43461458,1.0,19.9101,4665.43461458,4665.43461458,0.01,400.414167322,499.83,1.0,1.0
4666.53,2,4556.22,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,139.473593708,100,500,200.000000102,4667.62496345,1.0,16.3843,4667.62496345,4667.62496345,0.005,139.473593708,500.0,1.0,1.0
4666.68,2,4576.61,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,118.33810453,100,500,299.999969474,4666.96703742,1.0,14.7667,4666.96703742,4666.96703742,0.00333333,118.33810453,500.0,1.0,1.0
4660.94,2,4582.94,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,32597.4468971,100,500,400.0,4643.72232737,1.0,91.2699,4643.72232737,4643.72232737,0.0025,32597.4468971,497.35,1.0,1.0
4662.51,1,4590.0,0.002,0.9,3.43039e-07,0.00339754,1.0801,0.0830208,462.918490642,64707.2483177,100,500,460.579636751,4625.65970209,0.143505,56.8507,4625.65970209,4625.65970209,0.000291706,64707.2483177,495.67,0.983901,1.67142
4643.38,2,4487.38,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,25959.0578369,100,500,100.0,4643.37632873,1.0,160.311,4643.37632873,4643.37632873,0.01,25959.0578369,497.61,1.0,1.0
4656.06,2,4545.75,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,73.0528133239,100,500,200.000000102,4668.7395318,1.0,114.222,4668.7395318,4668.7395318,0.005,73.0528133239,500.0,1.0,1.0
4659.76,2,4569.69,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,119.289702901,100,500,299.999969474,4667.15957278,1.0,93.6193,4667.15957278,4667.15957278,0.00333333,119.289702901,500.0,1.0,1.0
4657.97,2,4579.97,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,19244.4591355,100,500,400.0,4652.62048737,1.0,106.518,4652.62048737,4652.62048737,0.0025,19244.4591355,498.41,1.0,1.0
4664.09,1,4592.57,0.002,0.9,2.07889e-07,0.00319769,1.05103,0.0532681,475.72557637,1415.43502631,100,500,475.344550347,4662.92109972,0.2822,37.7879,4662.92109972,4662.92109972,0.000557492,1415.43502631,499.51,1.01239,1.61866
4667.81,2,4511.81,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,131.995090989,100,500,100.0,4667.8053461,1.0,11.4313,4667.8053461,4667.8053461,0.01,131.995090989,500.0,1.0,1.0
4666.18,2,4555.87,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,403.657525243,100,500,200.000000102,4664.5585242,1.0,16.3641,4664.5585242,4664.5585242,0.005,403.657525243,499.84,1.0,1.0
4664.79,2,4574.72,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,298.015219864,100,500,299.999969474,4662.00844777,1.0,16.7552,4662.00844777,4662.00844777,0.00333333,298.015219864,499.91,1.0,1.0
4664.68,2,4586.68,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,743.545701572,100,500,400.0,4664.3525938,1.0,19.865,4664.3525938,4664.3525938,0.0025,743.545701572,499.76,1.0,1.0
4664.3,1,4594.15,0.002,0.9,4.82634e-08,0.00261168,1.01108,0.0121286,494.519531398,2524.60923198,100,500,494.050736587,4658.67976838,0.607958,23.1365,4658.67976838,4658.67976838,0.00121277,2524.60923198,499.31,1.0026,1.30923
4666.14,2,4510.14,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,469.397416073,100,500,100.0,4666.13839208,1.0,21.557,4666.13839208,4666.13839208,0.01,469.397416073,499.82,1.0,1.0
4666.52,2,4556.21,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,110.16294429,100,500,200.000000102,4666.89522303,1.0,16.9419,4666.89522303,4666.89522303,0.005,110.16294429,500.0,1.0,1.0
4666.26,2,4576.2,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,127.979636252,100,500,299.999969474,4665.74500343,1.0,15.2878,4665.74500343,4665.74500343,0.00333333,127.979636252,500.0,1.0,1.0
4667.02,2,4589.02,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,103.395234184,100,500,400.0,4669.30812932,1.0,14.2345,4669.30812932,4669.30812932,0.0025,103.395234184,500.0,1.0,1.0
4665.02,1,4594.36,0.002,0.9,1.20609e-07,0.00275861,1.02577,0.0303103,487.438388953,40118.261736,100,500,485.393615006,4644.08012432,0.383591,36.5021,4644.08012432,4644.08012432,0.000765179,40118.261736,497.87,1.00262,1.38292
4667.77,2,4511.77,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,118.575479377,100,500,100.0,4667.76772837,1.0,10.8346,4667.76772837,4667.76772837,0.01,118.575479377,500.0,1.0,1.0
4652.54,2,4542.23,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,89114.4545997,100,500,200.000000102,4637.31220736,1.0,210.718,4637.31220736,4637.31220736,0.005,89114.4545997,496.62,1.0,1.0
4656.72,2,4566.65,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,117.463388799,100,500,299.999969474,4665.07849784,1.0,172.265,4665.07849784,4665.07849784,0.00333333,117.463388799,500.0,1.0,1.0
4659.12,2,4581.13,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,133.691378324,100,500,400.0,4666.34008839,1.0,149.355,4666.34008839,4666.34008839,0.0025,133.691378324,500.0,1.0,1.0
4665.14,1,4594.29,0.002,0.9,1.16571e-07,0.00279124,1.03156,0.0293957,484.703758724,130.22978479,100,500,485.86889409,4665.86424142,0.202016,30.9675,4665.86424142,4665.86424142,0.000402289,130.22978479,500.0,1.00433,1.40166
4669.12,2,4513.12,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,74.1696067953,100,500,100.0,4669.11919732,1.0,8.56901,4669.11919732,4669.11919732,0.01,74.1696067953,500.0,1.0,1.0
4666.14,2,4555.83,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,1946.04813897,100,500,200.000000102,4663.16629543,1.0,31.7627,4663.16629543,4663.16629543,0.005,1946.04813897,499.56,1.0,1.0
4665.67,2,4575.61,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,142.884627994,100,500,299.999969474,4664.72873713,1.0,26.8361,4664.72873713,4664.72873713,0.00333333,142.884627994,500.0,1.0,1.0
