MaxNormIw,AvgVanillaIw,ESSClassic,BatchSize,AvgEpLen,eRenyi2,VarDiscRet,J,VarNormIw,AvgRet,VarJ,MaxVanillaIw,AvgDiscRet,VarRet,MinVanillaIw,Bound,AvgNormIw,MinNormIw,VarVanillaIw,ESSRenyi
0.38412786,1.6418746,3.9434785226923132,100,77.72,19.167284,48060.716549030214,845.026,0.002460437,767.6510452428844,122.21004,63.068974,480.2043922670448,278879.6132693077,9.290449e-15,1600.7141,0.01,5.65844e-17,66.32726,5.217223261168551
0.060174193,1.7269378,28.043323526852568,100,147.39,4.5932913,21772.68759075686,857.0059,0.000259183,1466.4713485455768,25.674883,10.391708,736.9841065908361,262790.8863039615,1.5727528e-16,1794.2826,0.01,9.107177e-19,7.7296505,21.770881454359728
0.026480673,1.0727061,64.87674665239417,100,192.97,1.5494038,1306.8286345342522,862.6066,5.4685268e-05,1927.7418103343762,10.968406,2.8405979,852.9449744760865,33694.352692130575,0.00030842613,1889.2479,0.01,2.8752156e-06,0.6292625,64.54095495378631
0.02350068,1.0055647,72.11575948614122,100,194.42,1.3643552,1478.4843601546547,864.124,3.905647e-05,1942.7104527974502,7.1610274,2.3631454,854.9241603906376,34604.899095164685,0.026773587,1904.628,0.010000002,0.00026625427,0.39492354,73.29469592987915
0.016257081,0.94607264,84.19438565810772,100,197.86,1.1385169,311.56879686702,865.1189,1.8962384e-05,1977.5766628313368,3.69535,1.5380379,862.1701509902348,9432.55767032162,0.029117845,1916.7114,0.01,0.000307776,0.16972347,87.83356640837847
0.012756685,0.97954035,97.25661840430703,100,199.49,1.024024,41.27167059989083,865.4618,2.849258e-06,1994.4764510399102,3.6299722,1.2495687,865.1347054382389,1563.8686976407096,0.52972794,1922.7505,0.01,0.005407924,0.027338611,97.65396030982512
0.011540645,0.98944646,99.31022503129796,100,199.69,1.0076534,7.2664732963235625,865.55096,7.0155255e-07,1996.275170225734,2.252302,1.141885,865.4695443576406,351.72642112072714,0.77262807,1923.6776,0.010000002,0.00780869,0.006868229,99.24047733717869
0.012203943,0.99993986,98.21693299624485,100,199.67,1.0155964,29.931480549116337,865.637,1.8337611e-06,1996.504603905175,3.5283875,1.2203209,865.4411197231749,1158.9950370662723,0.34938598,1924.2676,0.01,0.00349407,0.018335406,98.46431220831415
0.01504408,0.9867317,91.6188900365611,100,198.62,1.0748458,246.7758037066119,865.4359,9.240185e-06,1985.709832820501,3.4988241,1.4844471,863.467147458521,7194.26340037526,0.11954219,1921.0839,0.010000002,0.0012114964,0.08996609,93.03660194799289
0.01237577,0.963312,97.5695468447372,100,199.62,1.020059,41.55907156789573,865.6232,2.5161673e-06,1995.9957407494635,3.6348245,1.1921728,865.340838949275,1524.8743107657017,0.5346856,1924.0903,0.01,0.0055504926,0.023349276,98.03354612519173
0.011005717,1.0152025,99.04398302250411,100,199.84,1.0091556,4.409921595165842,865.87164,9.749853e-07,1998.1408724870719,0.9453438,1.1173033,865.7406214598064,211.7546076760203,0.4180456,1925.8296,0.01,0.0041178544,0.010048552,99.09274340017278
0.010541016,0.9974053,99.79635981265028,100,199.94,1.001438,0.9688947069464956,865.91425,2.0610986e-07,1999.2378153378982,0.8310204,1.0513666,865.8992780266558,49.48992263614754,0.75008476,1926.4066,0.010000002,0.0075203604,0.0020504165,99.85640432770192
0.010019688,0.9999343,99.99987029189873,100,200.0,1.0000012,0.0008422712271006265,865.9943,1.3313456e-10,1999.9291689014435,0.028853206,1.0019029,865.9943013596097,0.007784945093375005,0.99696666,1927.0433,0.01,0.009970321,1.3311679e-06,99.99988079085256
0.011412699,1.0032736,99.71141556075055,100,199.9,1.002075,2.5090886462669104,865.8621,2.9231433e-07,1998.8349341870098,1.3623675,1.145006,865.8398730735928,122.47177208825245,0.78332704,1926.0269,0.01,0.007807711,0.0029423127,99.79293396370741
0.010251001,0.99915487,99.98584464144528,100,199.98,1.0001621,0.17340852259212564,865.9584,1.43174885e-08,1999.6399036635737,0.3957185,1.0242338,865.9564355688337,9.166150637793116,0.95366454,1926.762,0.01,0.009544712,0.00014293309,99.98379016463471
0.010020975,0.9999479,99.99989699788608,100,200.0,1.000001,0.0006296052329533442,865.9928,1.2663282e-10,1999.927876405716,0.024950301,1.0020453,865.9927191999882,0.005833748453962122,0.9975264,1927.0421,0.009999999,0.0099757835,1.2661867e-06,99.99990463265931
