eRenyi2,AvgRet,ESSRenyi,VarVanillaIw,IterType,AvgDiscRet,EpsThisIter,VarRet,VarNormIw,BatchSize,AvgEpLen,Bound,MinVanillaIw,VanillaAvgRet,VarDiscRet,VarJ,AvgVanillaIw,MaxVanillaIw,ESSClassic,MaxNormIw,AvgNormIw,J,MinNormIw
6.323325,116.23211570150396,15.81446430707126,25.308924,1,116.23211570150396,100,20225.951056314894,0.0013099996,100,12.63,266.59546,0.00078480865,116.23211570150396,20225.951056314894,1215.9817,1.3899568,47.315468,7.158711821126659,0.34040964,0.01,431.61136,5.646281e-06
18.454605,299.28242416798435,5.41870169772647,48.937763,1,299.28242416798435,100,489530.5964629833,0.0041478407,100,30.93,2706.7947,1.2587178e-25,299.28242416798435,489530.5964629833,2857.34,1.0862031,53.903248,2.3773515152205835,0.49625388,0.01,4514.535,1.1588237e-27
0.00030110736,299.28242416798435,664214.9236465986,inf,,1489.064326736226,100,489530.5964629833,0.010000002,200,30.93,-inf,0.018551758,299.28242416798435,2930514.7450752053,3.9413512e-09,7.944592e+22,7.944592e+24,,1.0,0.01,1469.94,2.3351429e-27
46.945934,295.7871939201074,4.260219825223793,95.123085,1,295.7871939201074,100,405002.34494360577,0.0027553437,200,30.58,2405.2935,,295.7871939201074,405002.34494360577,6375.997,0.9290199,135.37434,1.8072938619117584,0.72858685,0.005,4444.0664,
1.0,2070.5777924231184,200.0,,2,2070.5777924231184,100,2434828.719634663,3.5044917e-18,200,207.96,1649.7671,1.0,2070.5777924231184,2434828.719634663,1552.5723,1.0,1.0,100.0,0.01,0.009999998,2070.5776,0.01
2.7506108e-05,295.7871939201074,10906668.287725084,nan,,2039.0755793254984,100,405002.34494360577,nan,300,30.58,nan,0.0073869242,295.7871939201074,2486403.6756181926,nan,inf,inf,nan,nan,nan,nan,nan
65.0258,289.68914960316664,4.613553204235755,186.68712,1,289.68914960316664,100,302228.41058214067,0.0016556619,300,29.973333333333333,2331.812,,289.68914960316664,302228.41058214067,9492.604,1.1193093,231.86981,2.0065161724319056,0.69051456,0.0033333334,4290.9595,
1.0,2310.15216438562,300.0,,2,2310.15216438562,100,3422099.196523424,3.5044917e-18,300,231.8,1889.3418,1.0,2310.15216438562,3422099.196523424,1840.6189,1.0,1.0,100.0,0.01,0.009999998,2310.1523,0.01
1.0,2221.9594267929792,300.0,,2,2221.9594267929792,100,3481055.011807904,2.179301e-19,300,222.99,1924.4015,1.0,2221.9594267929792,3481055.011807904,1861.0884,1.0,1.0,200.00000010221265,0.005,0.0049999994,2221.9595,0.005
1.6433109e-05,289.68914960316664,24341103.648193635,nan,,2182.2636271016813,100,302228.41058214067,nan,400,29.973333333333333,nan,0.004312765,289.68914960316664,3446182.6855868283,nan,inf,inf,nan,nan,nan,nan,nan
75.02236,319.83448776942646,5.331743638040863,234.56822,1,319.83448776942646,100,398236.4180550605,0.00049950345,400,32.985,2229.3406,,319.83448776942646,398236.4180550605,9152.313,1.7131894,235.11324,4.955355200808895,0.3430929,0.0025000004,4051.768,
1.0,3443.9823620315296,400.0,,2,3443.9823620315296,100,4143197.632017742,3.5044917e-18,400,344.82,3023.1716,1.0,3443.9823620315296,4143197.632017742,2025.2816,1.0,1.0,100.0,0.01,0.009999998,3443.9822,0.01
1.0,3489.037782230857,400.0,,2,3489.037782230857,100,3923529.648369691,2.179301e-19,400,349.33,3191.4795,1.0,3489.037782230857,3923529.648369691,1975.8319,1.0,1.0,200.00000010221265,0.005,0.0049999994,3489.0376,0.005
1.0,3387.7065894583748,400.0,,2,3387.7065894583748,100,4090175.8343233042,5.4391416e-20,400,339.22333333333336,3144.7517,1.0,3387.7065894583748,4090175.8343233042,2019.0448,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,3387.7068,0.0033333334
4.1084547,3386.1880588550457,97.36020688821124,3.3571925,1,3386.1880588550457,100,4190995.814139598,1.6754644e-05,400,339.065,4477.991,1.0580041e-09,3386.1880588550457,4190995.814139598,362.49835,1.1190785,10.264399,108.87194568258754,0.02293047,0.0024999997,4904.4683,2.363561e-12
1.0,4920.625565673595,400.0,,2,4920.625565673595,100,236017.10578638935,3.5044917e-18,400,492.1,4499.815,1.0,4920.625565673595,236017.10578638935,483.38074,1.0,1.0,100.0,0.01,0.009999998,4920.6255,0.01
1.0,4921.983164817762,400.0,,2,4921.983164817762,100,196064.69088347076,2.179301e-19,400,492.245,4624.4253,1.0,4921.983164817762,196064.69088347076,441.68356,1.0,1.0,200.00000010221265,0.005,0.0049999994,4921.9834,0.005
1.0,4939.862760850322,400.0,,2,4939.862760850322,100,146287.39479316844,5.4391416e-20,400,494.02666666666664,4696.908,1.0,4939.862760850322,146287.39479316844,381.83734,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4939.8633,0.0033333334
1.1416961,4931.249446648144,350.355932360896,0.13575196,1,4931.249446648144,100,209270.0857590322,8.4405485e-07,400,493.165,4761.4033,0.06639627,4931.249446648144,209270.0857590322,94.392494,1.0026001,1.6918468,352.5125434207299,0.004218648,0.0025000004,4986.2217,0.00016556021
1.0,4952.716164024438,400.0,,2,4952.716164024438,100,222791.26764606358,3.5044917e-18,400,495.29,4531.9053,1.0,4952.716164024438,222791.26764606358,469.64172,1.0,1.0,100.0,0.01,0.009999998,4952.716,0.01
1.0,4970.262867218796,400.0,,2,4970.262867218796,100,118461.26717749168,2.179301e-19,400,497.045,4672.7046,1.0,4970.262867218796,118461.26717749168,343.3205,1.0,1.0,200.00000010221265,0.005,0.0049999994,4970.2627,0.005
1.0,4968.241182752233,400.0,,2,4968.241182752233,100,112950.48755075062,5.4391416e-20,400,496.8466666666667,4725.2866,1.0,4968.241182752233,112950.48755075062,335.52048,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4968.2417,0.0033333334
1.060468,4971.339313302229,377.1919715372899,0.05579876,1,4971.339313302229,100,93912.96631033883,3.4603252e-07,400,497.155,4774.496,0.20156729,4971.339313302229,93912.96631033883,91.12245,1.0039078,1.369511,379.06541480956656,0.0034104502,0.0025,4991.1694,0.0005019567
1.0,4971.910457831273,400.0,,2,4971.910457831273,100,54477.00474707739,3.5044917e-18,400,497.22,4551.0996,1.0,4971.910457831273,54477.00474707739,232.23314,1.0,1.0,100.0,0.01,0.009999998,4971.91,0.01
1.0,4985.920267121333,400.0,,2,4985.920267121333,100,27298.89003811648,2.179301e-19,400,498.61,4688.362,1.0,4985.920267121333,27298.89003811648,164.8102,1.0,1.0,200.00000010221265,0.005,0.0049999994,4985.92,0.005
1.0,4990.584707244627,400.0,,2,4990.584707244627,100,18212.489659270694,5.4391416e-20,400,499.0733333333333,4747.63,1.0,4990.584707244627,18212.489659270694,134.72855,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4990.585,0.0033333334
1.0123062,4991.548471271018,395.1373553905867,0.012681666,1,4991.548471271018,100,14401.312849924116,8.089416e-08,400,499.17,4782.7476,0.5193371,4991.548471271018,14401.312849924116,73.32909,0.98985046,1.1880741,394.90152646350833,0.0030006403,0.0025,4994.4434,0.0013116555
1.0,4973.804014713195,400.0,,2,4973.804014713195,100,68173.0146189085,3.5044917e-18,400,497.4,4552.9937,1.0,4973.804014713195,68173.0146189085,259.79083,1.0,1.0,100.0,0.01,0.009999998,4973.804,0.01
1.0,4962.563417675692,400.0,,2,4962.563417675692,100,151549.25484622412,2.179301e-19,400,496.275,4665.0054,1.0,4962.563417675692,151549.25484622412,388.31885,1.0,1.0,200.00000010221265,0.005,0.0049999994,4962.5635,0.005
1.0,4958.7899733712775,400.0,,2,4958.7899733712775,100,179421.01752066016,5.4391416e-20,400,495.89666666666665,4715.835,1.0,4958.7899733712775,179421.01752066016,422.8746,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4958.79,0.0033333334
1.0599682,4969.075037544018,377.3697998730945,0.06251657,1,4969.075037544018,100,134771.48868371506,3.9810124e-07,400,496.9225,4776.9087,0.072212584,4969.075037544018,134771.48868371506,78.468735,0.99069697,1.3252146,376.1036078725999,0.0033441472,0.0025,4993.531,0.00018222672
1.0,4999.92199314273,400.0,,2,4999.92199314273,100,0.013746196513443582,3.5044917e-18,400,500.0,4579.112,1.0,4999.92199314273,0.013746196513443582,0.1166533,1.0,1.0,100.0,0.01,0.009999998,4999.9224,0.01
1.0,4999.926576909558,400.0,,2,4999.926576909558,100,0.009064110630502045,2.179301e-19,400,500.0,4702.3687,1.0,4999.926576909558,0.009064110630502045,0.09496417,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.927,0.005
1.0,4991.122099873798,400.0,,2,4991.122099873798,100,23245.329402543157,5.4391416e-20,400,499.12333333333333,4748.167,1.0,4991.122099873798,23245.329402543157,152.20987,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4991.122,0.0033333334
1.0130978,4993.222174089877,394.8286281782154,0.013965566,1,4993.222174089877,100,17436.66572934818,8.796926e-08,400,499.335,4785.977,0.31231943,4993.222174089877,17436.66572934818,41.466618,0.996102,1.1483285,394.4618266470613,0.0028820557,0.0025,4997.756,0.00078385405
1.0,4999.9462427914295,400.0,,2,4999.9462427914295,100,0.003155157317481589,3.5044917e-18,400,500.0,4579.1353,1.0,4999.9462427914295,0.003155157317481589,0.055883974,1.0,1.0,100.0,0.01,0.009999998,4999.946,0.01
1.0,4999.932563462145,400.0,,2,4999.932563462145,100,0.008707836510323603,2.179301e-19,400,500.0,4702.3745,1.0,4999.932563462145,0.008707836510323603,0.09307813,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9326,0.005
1.0,4999.929398375874,400.0,,2,4999.929398375874,100,0.007743684255557099,5.4391416e-20,400,500.0,4756.974,1.0,4999.929398375874,0.007743684255557099,0.087847605,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.929,0.0033333334
1.0000023,4999.932121032933,399.99909401145146,2.804743e-06,1,4999.932121032933,100,0.007174262387625205,1.7525086e-11,400,500.0,4789.5273,0.993446,4999.932121032933,0.007174262387625205,0.08434249,1.0001317,1.003193,399.998840487241,0.0025076524,0.0025,4999.9326,0.002483288
1.0,4999.921070209694,400.0,,2,4999.921070209694,100,0.009168036098724233,3.5044917e-18,400,500.0,4579.1104,1.0,4999.921070209694,0.009168036098724233,0.09527857,1.0,1.0,100.0,0.01,0.009999998,4999.921,0.01
1.0,4990.631305486651,400.0,,2,4990.631305486651,100,17298.13138671423,2.179301e-19,400,499.075,4693.0728,1.0,4990.631305486651,17298.13138671423,131.19315,1.0,1.0,200.00000010221265,0.005,0.0049999994,4990.631,0.005
1.0,4988.629879521081,400.0,,2,4988.629879521081,100,19279.950878275857,5.4391416e-20,400,498.87666666666667,4745.6753,1.0,4988.629879521081,19279.950878275857,138.62065,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4988.6304,0.0033333334
1.0246907,4988.007682397043,390.36167845682434,0.027871007,1,4988.007682397043,100,19173.98398954502,1.7271701e-07,400,498.815,4783.1953,0.21051805,4988.007682397043,19173.98398954502,45.333763,1.004266,1.1993976,389.26953764500524,0.0029857566,0.0025,4996.182,0.00052405946
1.0,4999.9519445200285,400.0,,2,4999.9519445200285,100,0.0028698931961431383,3.5044917e-18,400,500.0,4579.1416,1.0,4999.9519445200285,0.0028698931961431383,0.05328862,1.0,1.0,100.0,0.01,0.009999998,4999.952,0.01
1.0,4999.946935954467,400.0,,2,4999.946935954467,100,0.004513956115624437,2.179301e-19,400,500.0,4702.389,1.0,4999.946935954467,0.004513956115624437,0.067019,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9473,0.005
1.0,4999.935815298266,400.0,,2,4999.935815298266,100,0.02172353790827199,5.4391416e-20,400,500.0,4756.9814,1.0,4999.935815298266,0.02172353790827199,0.14714666,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.9365,0.0033333334
1.0000029,4999.934793780386,399.9988555940945,3.46553e-06,1,4999.934793780386,100,0.017450675666864444,2.1655011e-11,400,500.0,4789.53,0.984466,4999.934793780386,0.017450675666864444,0.1303461,1.0001045,1.0031942,399.99862685604484,0.0025077234,0.0025,4999.9355,0.002460908
1.0,4999.940110063988,400.0,,2,4999.940110063988,100,0.003626797143347799,3.5044917e-18,400,500.0,4579.13,1.0,4999.940110063988,0.003626797143347799,0.059916005,1.0,1.0,100.0,0.01,0.009999998,4999.9404,0.01
1.0,4999.943137648435,400.0,,2,4999.943137648435,100,0.0037122597657970337,2.179301e-19,400,500.0,4702.3853,1.0,4999.943137648435,0.0037122597657970337,0.06078821,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9434,0.005
1.0,4999.939112434657,400.0,,2,4999.939112434657,100,0.003853315010298049,5.4391416e-20,400,500.0,4756.9844,1.0,4999.939112434657,0.003853315010298049,0.061981432,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.9395,0.0033333334
1.0,4999.93857593349,400.0,,1,4999.93857593349,100,0.00406683265937709,5.434597e-20,400,500.0,4789.5337,1.0,4999.93857593349,0.00406683265937709,0.06369778,1.0,1.0,400.0,0.0025,0.0024999997,4999.939,0.0025
1.0,4999.931561917114,400.0,,2,4999.931561917114,100,0.005254441590192578,3.5044917e-18,400,500.0,4579.121,1.0,4999.931561917114,0.005254441590192578,0.07213599,1.0,1.0,100.0,0.01,0.009999998,4999.9316,0.01
1.0,4999.935993401133,400.0,,2,4999.935993401133,100,0.005038860574923374,2.179301e-19,400,500.0,4702.3774,1.0,4999.935993401133,0.005038860574923374,0.070816986,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9355,0.005
1.0,4999.94084779865,400.0,,2,4999.94084779865,100,0.0044003948414873175,5.4391416e-20,400,500.0,4756.986,1.0,4999.94084779865,0.0044003948414873175,0.06623249,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.941,0.0033333334
1.0,4999.941411208253,400.0,,1,4999.941411208253,100,0.0042208470467886726,5.434597e-20,400,500.0,4789.536,1.0,4999.941411208253,0.0042208470467886726,0.064892784,1.0,1.0,400.0,0.0025,0.0024999997,4999.9414,0.0025
