eRenyi2,AvgRet,ESSRenyi,VarVanillaIw,IterType,AvgDiscRet,EpsThisIter,VarRet,VarNormIw,BatchSize,AvgEpLen,Bound,MinVanillaIw,VanillaAvgRet,VarDiscRet,VarJ,AvgVanillaIw,MaxVanillaIw,ESSClassic,MaxNormIw,AvgNormIw,J,MinNormIw
1.0,4999.923173930649,400.0,,2,4999.923173930649,100,0.0048977196722836056,3.5044917e-18,400,500.0,4579.113,1.0,4999.923173930649,0.0048977196722836056,0.069643326,1.0,1.0,100.0,0.01,0.009999998,4999.9233,0.01
1.0,4999.93117690842,400.0,,2,4999.93117690842,100,0.0043328468935956935,2.179301e-19,400,500.0,4702.3735,1.0,4999.93117690842,0.0043328468935956935,0.06567001,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9316,0.005
1.0,4988.658815349204,400.0,,2,4988.658815349204,100,38106.50924664869,5.4391416e-20,400,498.87666666666667,4745.7036,1.0,4988.658815349204,38106.50924664869,194.88326,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4988.6587,0.0033333334
1.0142955,4991.478944799296,394.36240844037985,0.01459937,1,4991.478944799296,100,28579.925741280913,9.2456794e-08,400,499.1575,4783.3403,0.5511912,4991.478944799296,28579.925741280913,93.787346,0.9934308,1.1859275,394.1834345018005,0.0029844241,0.0025,4995.244,0.0013870901
1.0,4999.954005975149,400.0,,2,4999.954005975149,100,0.0028617677902030183,3.5044917e-18,400,500.0,4579.1436,1.0,4999.954005975149,0.0028617677902030183,0.053226173,1.0,1.0,100.0,0.01,0.009999998,4999.954,0.01
1.0,4999.944563622773,400.0,,2,4999.944563622773,100,0.00455017028541541,2.179301e-19,400,500.0,4702.386,1.0,4999.944563622773,0.00455017028541541,0.067289196,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9443,0.005
1.0,4999.941236411777,400.0,,2,4999.941236411777,100,0.005975660731747131,5.4391416e-20,400,500.0,4756.9863,1.0,4999.941236411777,0.005975660731747131,0.077166006,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.9414,0.0033333334
1.0,4999.942251987874,400.0,,1,4999.942251987874,100,0.005275035137019126,5.434597e-20,400,500.0,4789.537,1.0,4999.942251987874,0.005275035137019126,0.07253346,1.0,1.0,400.0,0.0025,0.0024999997,4999.9424,0.0025
1.0,4999.944892818991,400.0,,2,4999.944892818991,100,0.0033242444229873505,3.5044917e-18,400,500.0,4579.134,1.0,4999.944892818991,0.0033242444229873505,0.05738568,1.0,1.0,100.0,0.01,0.009999998,4999.9443,0.01
1.0,4999.945991201383,400.0,,2,4999.945991201383,100,0.0029811119028516136,2.179301e-19,400,500.0,4702.3877,1.0,4999.945991201383,0.0029811119028516136,0.05447324,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.946,0.005
1.0,4999.9431000235445,400.0,,2,4999.9431000235445,100,0.003151614679247715,5.4391416e-20,400,500.0,4756.9883,1.0,4999.9431000235445,0.003151614679247715,0.056051187,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.9434,0.0033333334
1.0000001,4999.935026051972,399.99995231628986,6.167719e-07,1,4999.935026051972,100,0.027901770525224905,3.855084e-12,400,500.0,4789.531,0.9926047,4999.935026051972,0.027901770525224905,0.16574976,0.9999667,1.0007787,399.99972533278077,0.00250203,0.0025,4999.936,0.0024815944
1.0,4994.6345451613315,400.0,,2,4994.6345451613315,100,2809.4788448890235,3.5044917e-18,400,499.48,4573.8237,1.0,4994.6345451613315,2809.4788448890235,52.73883,1.0,1.0,100.0,0.01,0.009999998,4994.6343,0.01
1.0,4997.288109052233,400.0,,2,4997.288109052233,100,1404.7588677753681,2.179301e-19,400,499.74,4699.73,1.0,4997.288109052233,1404.7588677753681,37.386295,1.0,1.0,200.00000010221265,0.005,0.0049999994,4997.288,0.005
1.0,4998.172029057002,400.0,,2,4998.172029057002,100,936.5087783232087,5.4391416e-20,400,499.82666666666665,4755.2163,1.0,4998.172029057002,936.5087783232087,30.551388,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4998.1714,0.0033333334
1.0211871,4987.536227033344,391.7010045599415,0.020737387,1,4987.536227033344,100,49743.51931959685,1.308892e-07,400,498.765,4784.7646,0.17356241,4987.536227033344,49743.51931959685,40.623474,0.99509627,1.2448003,391.81507232131406,0.0031273365,0.0025,4997.387,0.00043604427
1.0,4999.936703250734,400.0,,2,4999.936703250734,100,0.004561508449375085,3.5044917e-18,400,500.0,4579.126,1.0,4999.936703250734,0.004561508449375085,0.06720639,1.0,1.0,100.0,0.01,0.009999998,4999.9365,0.01
1.0,4999.944235577756,400.0,,2,4999.944235577756,100,0.0037061830231328954,2.179301e-19,400,500.0,4702.386,1.0,4999.944235577756,0.0037061830231328954,0.060736895,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9443,0.005
1.0,4999.94377443982,400.0,,2,4999.94377443982,100,0.0038483859512210873,5.4391416e-20,400,500.0,4756.989,1.0,4999.94377443982,0.0038483859512210873,0.061943475,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.944,0.0033333334
1.0,4999.942762041596,400.0,,1,4999.942762041596,100,0.0037696593008151418,5.434597e-20,400,500.0,4789.538,1.0,4999.942762041596,0.0037696593008151418,0.06133717,1.0,1.0,400.0,0.0025,0.0024999997,4999.9434,0.0025
1.0,4973.530002110614,400.0,,2,4973.530002110614,100,69728.11484659233,3.5044917e-18,400,497.37,4552.7197,1.0,4973.530002110614,69728.11484659233,262.7372,1.0,1.0,100.0,0.01,0.009999998,4973.5303,0.01
1.0,4986.73649929213,400.0,,2,4986.73649929213,100,34864.15087908495,2.179301e-19,400,498.685,4689.178,1.0,4986.73649929213,34864.15087908495,186.25204,1.0,1.0,200.00000010221265,0.005,0.0049999994,4986.7363,0.005
1.0,4991.139538476583,400.0,,2,4991.139538476583,100,23242.804135409504,5.4391416e-20,400,499.12333333333333,4748.1846,1.0,4991.139538476583,23242.804135409504,152.20158,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4991.1396,0.0033333334
1.0131199,4993.341400724263,394.8199870426723,0.0135757215,1,4993.341400724263,100,17432.121766260712,8.466793e-08,400,499.3425,4786.3164,0.27994552,4993.341400724263,17432.121766260712,36.943127,1.0010643,1.1321654,394.66682566307594,0.0028274043,0.0025,4998.0977,0.00069911976
1.0,4999.939074399774,400.0,,2,4999.939074399774,100,0.003334677544617167,3.5044917e-18,400,500.0,4579.1284,1.0,4999.939074399774,0.003334677544617167,0.057481796,1.0,1.0,100.0,0.01,0.009999998,4999.939,0.01
1.0,4999.944998512229,400.0,,2,4999.944998512229,100,0.003162117877808477,2.179301e-19,400,500.0,4702.3867,1.0,4999.944998512229,0.003162117877808477,0.05611438,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.945,0.005
1.0,4999.944498611376,400.0,,2,4999.944498611376,100,0.0029769599166342186,5.4391416e-20,400,500.0,4756.9893,1.0,4999.944498611376,0.0029769599166342186,0.054481674,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.9443,0.0033333334
1.0000006,4999.945958858082,399.999761581563,6.923997e-07,1,4999.945958858082,100,0.0029292903166984307,4.327795e-12,400,500.0,4789.541,0.99616855,4999.945958858082,0.0029292903166984307,0.05403388,0.99996567,1.0014725,399.99969481391565,0.0025037671,0.0025,4999.9463,0.002490507
1.0,4999.9427737478245,400.0,,2,4999.9427737478245,100,0.004619291649397886,3.5044917e-18,400,500.0,4579.1323,1.0,4999.9427737478245,0.004619291649397886,0.06764802,1.0,1.0,100.0,0.01,0.009999998,4999.943,0.01
1.0,4999.941743292313,400.0,,2,4999.941743292313,100,0.0037936049326010176,2.179301e-19,400,500.0,4702.3833,1.0,4999.941743292313,0.0037936049326010176,0.06145183,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9414,0.005
1.0,4999.940902304305,400.0,,2,4999.940902304305,100,0.0038649242930238357,5.4391416e-20,400,500.0,4756.986,1.0,4999.940902304305,0.0038649242930238357,0.06207937,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.941,0.0033333334
1.0,4999.941691347515,400.0,,1,4999.941691347515,100,0.0038134812395764286,5.434597e-20,400,500.0,4789.5366,1.0,4999.941691347515,0.0038134812395764286,0.061686754,1.0,1.0,400.0,0.0025,0.0024999997,4999.942,0.0025
1.0,4999.946332786539,400.0,,2,4999.946332786539,100,0.0034092703421389533,3.5044917e-18,400,500.0,4579.1357,1.0,4999.946332786539,0.0034092703421389533,0.058076657,1.0,1.0,100.0,0.01,0.009999998,4999.9463,0.01
1.0,4999.946794760247,400.0,,2,4999.946794760247,100,0.0029539787479851425,2.179301e-19,400,500.0,4702.388,1.0,4999.946794760247,0.0029539787479851425,0.054205585,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9463,0.005
1.0,4999.948511391127,400.0,,2,4999.948511391127,100,0.0027849193921565285,5.4391416e-20,400,500.0,4756.9937,1.0,4999.948511391127,0.0027849193921565285,0.052671637,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.9487,0.0033333334
1.0,4999.946739054131,400.0,,1,4999.946739054131,100,0.003141602259931755,5.434597e-20,400,500.0,4789.542,1.0,4999.946739054131,0.003141602259931755,0.055982806,1.0,1.0,400.0,0.0025,0.0024999997,4999.9473,0.0025
1.0,4999.938729728309,400.0,,2,4999.938729728309,100,0.004174036967937296,3.5044917e-18,400,500.0,4579.128,1.0,4999.938729728309,0.004174036967937296,0.06429893,1.0,1.0,100.0,0.01,0.009999998,4999.9385,0.01
1.0,4999.940041356253,400.0,,2,4999.940041356253,100,0.003685754411151525,2.179301e-19,400,500.0,4702.382,1.0,4999.940041356253,0.003685754411151525,0.060559776,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.94,0.005
1.0,4999.940984869593,400.0,,2,4999.940984869593,100,0.003728739128203999,5.4391416e-20,400,500.0,4756.986,1.0,4999.940984869593,0.003728739128203999,0.060955063,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.941,0.0033333334
1.0,4999.939515387011,400.0,,1,4999.939515387011,100,0.003829659033709304,5.434597e-20,400,500.0,4789.534,1.0,4999.939515387011,0.003829659033709304,0.061809685,1.0,1.0,400.0,0.0025,0.0024999997,4999.9395,0.0025
1.0,4999.942850199749,400.0,,2,4999.942850199749,100,0.002765818103416381,3.5044917e-18,400,500.0,4579.1323,1.0,4999.942850199749,0.002765818103416381,0.05233079,1.0,1.0,100.0,0.01,0.009999998,4999.943,0.01
1.0,4999.948978414045,400.0,,2,4999.948978414045,100,0.0026403749084458234,2.179301e-19,400,500.0,4702.391,1.0,4999.948978414045,0.0026403749084458234,0.051255576,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.949,0.005
1.0,4999.9454252921705,400.0,,2,4999.9454252921705,100,0.002941004091529811,5.4391416e-20,400,500.0,4756.99,1.0,4999.9454252921705,0.002941004091529811,0.054133758,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.9453,0.0033333334
1.0,4999.945056857121,400.0,,1,4999.945056857121,100,0.0029511103330867967,5.434597e-20,400,500.0,4789.54,1.0,4999.945056857121,0.0029511103330867967,0.054249037,1.0,1.0,400.0,0.0025,0.0024999997,4999.9453,0.0025
1.0,4999.945963683062,400.0,,2,4999.945963683062,100,0.0032829754702950577,3.5044917e-18,400,500.0,4579.1353,1.0,4999.945963683062,0.0032829754702950577,0.05703516,1.0,1.0,100.0,0.01,0.009999998,4999.946,0.01
1.0,4999.945481840368,400.0,,2,4999.945481840368,100,0.003302514288245388,2.179301e-19,400,500.0,4702.387,1.0,4999.945481840368,0.003302514288245388,0.05733736,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9453,0.005
1.0,4999.943503524576,400.0,,2,4999.943503524576,100,0.0033446327023989087,5.4391416e-20,400,500.0,4756.9883,1.0,4999.943503524576,0.0033446327023989087,0.057751607,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.9434,0.0033333334
1.0,4999.94208536355,400.0,,1,4999.94208536355,100,0.004562518827863232,5.434597e-20,400,500.0,4789.537,1.0,4999.94208536355,0.004562518827863232,0.06747526,1.0,1.0,400.0,0.0025,0.0024999997,4999.9424,0.0025
1.0,4999.94429731095,400.0,,2,4999.94429731095,100,0.005368554590325186,3.5044917e-18,400,500.0,4579.1333,1.0,4999.94429731095,0.005368554590325186,0.07290132,1.0,1.0,100.0,0.01,0.009999998,4999.944,0.01
1.0,4999.946486544475,400.0,,2,4999.946486544475,100,0.003890713918873843,2.179301e-19,400,500.0,4702.388,1.0,4999.946486544475,0.003890713918873843,0.062221378,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9463,0.005
1.0,4999.9429021722535,400.0,,2,4999.9429021722535,100,0.0038788686111095555,5.4391416e-20,400,500.0,4756.9873,1.0,4999.9429021722535,0.0038788686111095555,0.062181346,1.0,1.0,299.999969473632,0.0033333334,0.0033333336,4999.9424,0.0033333334
1.0000001,4999.943510685934,399.99995231628986,1.3023492e-07,1,4999.943510685934,100,0.0036289265125824905,8.140062e-13,400,500.0,4789.539,0.9985492,4999.943510685934,0.0036289265125824905,0.060148228,0.999976,1.0006361,399.999923704232,0.0025016505,0.0025,4999.9443,0.002496433
1.0,4999.9342652611285,400.0,,2,4999.9342652611285,100,0.003241471252660212,3.5044917e-18,400,500.0,4579.1235,1.0,4999.9342652611285,0.003241471252660212,0.056651402,1.0,1.0,100.0,0.01,0.009999998,4999.934,0.01
1.0,4999.935684184831,400.0,,2,4999.935684184831,100,0.0053887121152648015,2.179301e-19,400,500.0,4702.3774,1.0,4999.935684184831,0.0053887121152648015,0.073226474,1.0,1.0,200.00000010221265,0.005,0.0049999994,4999.9355,0.005
