Bound,VarRet,IterType,AvgEpLen,MinVanillaIw,AvgVanillaIw,BatchSize,VarVanillaIw,AvgDiscRet,SamplesThisIter,J,delta,renyi2,AvgNormIw,AvgRet,EpsThisIter,MaxNormIw,VarNormIw,ESSRenyi,MaxVanillaIw,ESSClassic,VarDiscRet,VarJ,MinNormIw,VanillaAvgRet
14.4247,72.4077300872,1,500.0,,3.98993e+06,100,9.25033e+16,-3.81629594252,50000,4513.39,0.6,nan,5.52486e-05,-3.81629594252,100,0.327138,1.77366e-05,nan,2.36252e+10,2.99989191835,72.4077300872,76.7492,,-3.81629594252
4.63606,70.372801657,1,500.0,,451.858,100,6.79235e+08,-4.68429295841,50000,2258.95,0.6,nan,5.52486e-05,-4.68429295841,100,0.246934,1.01545e-05,nan,2.01958e+06,2.98708969787,70.372801657,96.6055,,-4.68429295841
17.9873,78.4949246227,1,500.0,,1.46436e+15,100,1.29183e+34,-2.12914023368,50000,5441.33,0.6,nan,5.52486e-05,-2.12914023368,100,0.333103,1.83887e-05,nan,8.82886e+18,2.99999908715,78.4949246227,43.723,,-2.12914023368
10.627,96.7796255073,1,500.0,,4.5728e+06,100,1.89199e+17,-2.84651451478,50000,3877.6,0.6,nan,5.52486e-05,-2.84651451478,100,0.499959,2.76183e-05,nan,4.13805e+10,2.00018009528,96.7796255073,173.68,,-2.84651451478
0.902606,56.786637288,1,500.0,1.67597e-20,4.53927,100,293.722,-5.43761688952,50000,1032.49,0.6,nan,5.52486e-05,-5.43761688952,100,0.00259631,4.35118e-08,nan,213.315,0.343130919454,56.786637288,75.4484,2.03987e-25,-5.43761688952
nan,50.6931859489,1,500.0,,5.85561e+19,100,inf,-4.78792114662,50000,nan,0.6,nan,5.52486e-05,-4.78792114662,100,0.19241,8.04027e-06,nan,2.03929e+23,1.01724664616,50.6931859489,nan,,-4.78792114662
2.9888,42.6301070615,1,500.0,9.2289e-22,6.80012,100,900.788,-3.26348354106,50000,1480.69,0.6,nan,5.52486e-05,-3.26348354106,100,0.00439887,5.9461e-08,nan,541.422,0.444737042985,42.6301070615,122.328,7.49816e-27,-3.26348354106
7.76938,62.9262225307,1,500.0,,85.185,100,4.5603e+06,-2.48501319571,50000,2372.03,0.6,nan,5.52486e-05,-2.48501319571,100,0.0645836,1.91827e-06,nan,99578.1,1.55937397439,62.9262225307,77.0483,,-2.48501319571
9.96869,57.046969897,1,500.0,,3.51051e+12,100,1.08307e+29,-2.28848029053,50000,3831.75,0.6,nan,5.52486e-05,-2.28848029053,100,0.492686,2.68261e-05,nan,3.13054e+16,1.99958081675,57.046969897,114.427,,-2.28848029053
0.413941,34.7114321449,1,500.0,1.27228e-22,3.81698,100,165.905,-4.79259225423,50000,685.282,0.6,nan,5.52486e-05,-4.79259225423,100,0.00338216,3.47587e-08,nan,233.664,0.677085165064,34.7114321449,65.5595,1.84156e-27,-4.79259225423
12.3755,77.9882616365,1,500.0,,1.79645e+17,100,inf,-1.81799734506,50000,3746.67,0.6,nan,5.52486e-05,-1.81799734506,100,0.333333,1.84142e-05,nan,1.08386e+21,2.99999952046,77.9882616365,81.4449,,-1.81799734506
11.9718,51.4810316898,1,500.0,,1.29195e+17,100,inf,-2.79477971859,50000,4779.59,0.6,nan,5.52486e-05,-2.79477971859,100,0.498727,2.74824e-05,nan,1.16624e+21,1.99999357945,51.4810316898,45.6622,,-2.79477971859
20.7034,96.2857310123,1,500.0,,6.12892e+11,100,1.21114e+27,-0.671633908442,50000,6055.75,0.6,nan,5.52486e-05,-0.671633908442,100,0.214218,9.84166e-06,nan,2.37639e+15,2.31790070037,96.2857310123,52.7178,,-0.671633908442
10.3859,72.0430754878,1,500.0,,536314.0,100,1.526e+15,-2.05069403122,50000,3162.08,0.6,nan,5.52486e-05,-2.05069403122,100,0.312043,1.61942e-05,nan,3.02909e+09,2.98934345251,72.0430754878,58.3208,,-2.05069403122
17.623,120.251097445,1,500.0,,147.981,100,2.4585e+07,0.523085160897,50000,4813.09,0.6,nan,5.52486e-05,0.523085160897,100,0.153135,3.42691e-06,nan,410164.0,3.05210387082,120.251097445,216.123,,0.523085160897
13.5239,97.0530690863,1,500.0,,31.0775,100,2.35794e+06,1.57296170262,50000,6545.95,0.6,nan,5.52486e-05,1.57296170262,100,0.330179,7.45218e-06,nan,185726.0,0.811132907634,97.0530690863,985.011,,1.57296170262
18.1641,151.734454915,1,500.0,,21.1718,100,31787.3,1.49946385602,50000,4351.97,0.6,nan,5.52486e-05,1.49946385602,100,0.0207052,2.16461e-07,nan,7934.42,1.57333041203,151.734454915,70.4459,,1.49946385602
14.4374,78.7042119871,1,500.0,,5.43286e+06,100,2.67062e+17,0.97937966214,50000,4770.85,0.6,nan,5.52486e-05,0.97937966214,100,0.499959,2.76183e-05,nan,4.91634e+10,2.00000009528,78.7042119871,201.429,,0.97937966214
27.922,228.059066521,1,500.0,,3.65377e+10,100,8.00516e+24,0.870981034323,50000,8974.74,0.6,nan,5.52486e-05,0.870981034323,100,0.332327,1.83033e-05,nan,2.19779e+14,2.99997363764,228.059066521,113.182,,0.870981034323
16.1097,103.564177672,1,500.0,,128.472,100,9.17987e+06,2.54175797014,50000,4303.76,0.6,nan,5.52486e-05,2.54175797014,100,0.0668674,1.69772e-06,nan,155489.0,2.65744803617,103.564177672,139.036,,2.54175797014
18.7467,194.476028072,1,500.0,8.19362e-30,6.87449,100,3198.17,2.43719913065,50000,5311.29,0.6,nan,5.52486e-05,2.43719913065,100,0.0342063,2.06568e-07,nan,4256.23,1.72876861709,194.476028072,238.28,6.58502e-35,2.43719913065
22.4543,194.275106586,1,500.0,6.42381e-31,4.67555,100,668.333,6.65530455152,50000,5802.22,0.6,nan,5.52486e-05,6.65530455152,100,0.0206277,9.33188e-08,nan,1745.67,0.432533101783,194.275106586,293.406,7.59069e-36,6.65530455152
27.7633,233.880665797,1,500.0,5.52607e-36,11.9145,100,28334.6,11.8954348481,50000,6622.52,0.6,nan,5.52486e-05,11.8954348481,100,0.0456424,6.0927e-07,nan,9842.88,2.42023327025,233.880665797,140.112,2.56255e-41,11.8954348481
30.8446,248.727344218,1,500.0,,36.6224,100,287627.0,9.74634475783,50000,8712.85,0.6,nan,5.52486e-05,9.74634475783,100,0.0507591,6.54604e-07,nan,33646.5,1.18855777091,248.727344218,310.02,,9.74634475783
30.7129,252.614342985,1,500.0,1.46016e-30,8.94834,100,3757.81,8.33718591114,50000,7894.46,0.6,nan,5.52486e-05,8.33718591114,100,0.0139991,1.43249e-07,nan,2267.36,1.49888867656,252.614342985,274.106,9.0153e-36,8.33718591114
28.845,263.447459536,1,500.0,3.81345e-19,6.3177,100,17073.8,14.1006724318,50000,7378.84,0.6,nan,5.52486e-05,14.1006724318,100,0.10636,1.30574e-06,nan,12162.3,1.92848757282,263.447459536,378.732,3.33488e-24,14.1006724318
30.3353,222.362545127,1,500.0,1.7385e-31,5.68941,100,847.727,14.6485167284,50000,7285.16,0.6,nan,5.52486e-05,14.6485167284,100,0.0141647,7.99401e-08,nan,1458.66,0.879308413918,222.362545127,212.843,1.68821e-36,14.6485167284
31.8096,300.291920333,1,500.0,3.40061e-33,3.54007,100,186.358,16.4548423436,50000,7647.4,0.6,nan,5.52486e-05,16.4548423436,100,0.00314396,4.53908e-08,nan,201.45,0.576457782097,300.291920333,258.779,5.30722e-38,16.4548423436
