AvgNormIw,eRenyi2,Bound,IterType,AvgDiscRet,VarDiscRet,VarRet,MinNormIw,Delta,ESSClassic,VarVanillaIw,J,ESSRenyi,AvgEpLen,VanillaAvgRet,MaxVanillaIw,VarNormIw,AvgRet,VarJ,BatchSize,EpsThisIter,MaxNormIw,MinVanillaIw,AvgVanillaIw
0.01,1.26316,-111.878,1,-81.9610753225,6091.39207575,6091.39207575,0.000831837,0.6,78.3726498746,0.315404,-73.5985,79.166385905,113.26,-81.9610753225,2.39583,2.78743e-05,-81.9610753225,53.0356,100,100,0.0225229,0.088485,1.06373
0.01,1.11697,-101.893,1,-69.9483054148,2588.55425,2588.55425,0.0025322,0.6,89.0162993182,0.127107,-65.8968,89.5277040839,99.35,-69.9483054148,1.56026,1.24636e-05,-69.9483054148,25.9811,100,100,0.0154502,0.255718,1.00986
0.01,1.16735,-111.228,1,-79.8187596576,6141.86185067,6141.86185067,0.00317795,0.6,85.0978554494,0.207069,-74.4283,85.6642295455,110.39,-79.8187596576,2.63373,1.76887e-05,-79.8187596576,58.2861,100,100,0.0243422,0.343841,1.08196
0.01,1.20967,-112.638,1,-79.495122356,6162.09228159,6162.09228159,0.000694467,0.6,85.2104943287,0.192325,-75.178,82.6672831772,110.06,-79.495122356,1.60259,1.75318e-05,-79.495122356,63.5425,100,100,0.0153009,0.0727372,1.04738
0.01,1.07369,-120.551,1,-88.0097680357,8332.03472516,8332.03472516,0.0042516,0.6,95.0719432172,0.0571806,-85.2588,93.1363961825,120.38,-88.0097680357,1.85812,5.23586e-06,-88.0097680357,84.9624,100,100,0.0177805,0.444306,1.04503
0.01,1.04092,-103.374,1,-69.968359244,2608.1620647,2608.1620647,0.00548632,0.6,95.9932607821,0.0424528,-68.6253,96.0689264056,99.14,-69.968359244,1.53162,4.21613e-06,-69.968359244,42.7285,100,100,0.0152636,0.550525,1.00345
0.01,1.1913,-118.308,1,-87.5023164225,8367.79204948,8367.79204948,0.000987313,0.6,79.796934504,0.226249,-81.1332,83.9416997703,119.78,-87.5023164225,3.55514,2.55738e-05,-87.5023164225,79.7784,100,100,0.0377974,0.0928646,0.940579
0.01,1.02171,-100.975,1,-67.270967688,1346.40764288,1346.40764288,0.00681392,0.6,97.7423638102,0.0226766,-66.551,97.8747161425,96.45,-67.270967688,1.29385,2.33311e-06,-67.270967688,32.09,100,100,0.0131239,0.671767,0.985875
0.01,1.19628,-109.234,1,-77.1331862645,4985.04885006,4985.04885006,0.00107491,0.6,84.3636880639,0.20175,-71.9818,83.5923115396,107.55,-77.1331862645,1.67186,1.87216e-05,-77.1331862645,54.3391,100,100,0.0161051,0.111585,1.03809
0.01,1.03238,-68.9268,1,-61.6086243764,77.1929201803,77.1929201803,0.00380717,0.6,96.627396359,0.0343016,-61.3057,96.8637271865,89.37,-61.6086243764,1.21276,3.52555e-06,-61.6086243764,8.40701,100,100,0.0122951,0.375531,0.986378
0.01,1.0485,-106.394,,-71.510946019,2564.34115347,77.1929201803,0.00775938,0.6,93.5433899915,0.0787325,-71.5187,190.749089556,89.37,-61.6086243764,2.6629,6.97199e-06,-61.6086243764,49.5565,200,100,0.0250585,0.824566,1.06267
0.005,1.13637,-96.3462,1,-86.4052051587,7153.44630029,7153.44630029,0.000510709,0.6,178.453278083,0.130273,-70.6727,175.999392397,118.75,-86.4052051587,1.50806,3.0337e-06,-86.4052051587,46.8154,200,100,0.00727742,0.105831,1.03612
0.01,1.0,-101.371,2,-67.3127513719,1388.30567231,1388.30567231,0.01,0.6,100.0,,-67.3128,200.0,96.14,-67.3127513719,1.0,3.50449e-18,-67.3127513719,37.0732,200,100,0.01,1.0,1.0
0.005,1.07285,-94.6618,1,-75.6815154982,5014.62699916,5014.62699916,0.00103674,0.6,187.034162892,0.0714259,-69.7165,186.419849386,105.72,-75.6815154982,2.25636,1.7418e-06,-75.6815154982,49.2206,200,100,0.0111424,0.209941,1.01251
0.01,1.0,-108.901,2,-74.841411857,3768.18793304,3768.18793304,0.01,0.6,100.0,,-74.8414,200.0,105.7,-74.841411857,1.0,3.50449e-18,-74.841411857,61.0779,200,100,0.01,1.0,1.0
0.005,1.06828,-95.5172,1,-70.1473284295,2576.77199749,2576.77199749,0.00124426,0.6,184.299738479,0.0905278,-70.6249,187.216211017,100.09,-70.1473284295,2.64239,2.14043e-06,-70.1473284295,47.2747,200,100,0.0128486,0.255889,1.02828
0.01,1.0,-111.996,2,-77.9364296304,4970.63677486,4970.63677486,0.01,0.6,100.0,,-77.9364,200.0,108.86,-77.9364296304,1.0,3.50449e-18,-77.9364296304,70.1493,200,100,0.01,1.0,1.0
0.005,1.12997,-104.018,1,-83.8627121966,7262.45416988,7262.45416988,0.000677951,0.6,178.290520784,0.124283,-78.417,176.996136666,114.77,-83.8627121966,1.75864,3.05941e-06,-83.8627121966,71.1087,200,100,0.00872549,0.136642,1.00776
0.01,1.0,-125.941,2,-91.8814603746,9371.43682669,9371.43682669,0.01,0.6,100.0,,-91.8815,200.0,124.93,-91.8814603746,1.0,3.50449e-18,-91.8814603746,96.3209,200,100,0.01,1.0,1.0
0.005,1.4588,-104.056,1,-76.0375611551,3778.76591389,3778.76591389,7.77334e-07,0.6,139.91164243,0.485856,-74.9675,137.098563666,106.71,-76.0375611551,2.11364,1.07908e-05,-76.0375611551,58.6189,200,100,0.009961,0.000164943,1.06096
0.01,1.0,-111.327,2,-77.267804347,4967.8753072,4967.8753072,0.01,0.6,100.0,,-77.2678,200.0,107.59,-77.267804347,1.0,3.50449e-18,-77.267804347,70.1299,200,100,0.01,1.0,1.0
0.005,1.05688,-98.8433,1,-73.8097824144,3792.59740264,3792.59740264,0.00337529,0.6,190.286370437,0.0527971,-74.0843,189.235645369,103.58,-73.8097824144,1.82104,1.28259e-06,-73.8097824144,58.8805,200,100,0.00897552,0.684813,1.01445
0.01,1.0,-118.387,2,-84.3276545003,7246.63416435,7246.63416435,0.01,0.6,100.0,,-84.3277,200.0,115.87,-84.3276545003,1.0,3.50449e-18,-84.3276545003,84.7005,200,100,0.01,1.0,1.0
0.005,1.26796,-102.437,1,-78.5701877391,4962.66068155,4962.66068155,0.000780666,0.6,136.911086071,0.534457,-75.3181,157.734296393,109.3,-78.5701877391,8.16097,1.15779e-05,-78.5701877391,59.8166,200,100,0.037984,0.167728,1.07426
0.01,1.0,-111.164,2,-77.1045044029,4959.33811558,4959.33811558,0.01,0.6,100.0,,-77.1045,200.0,107.73,-77.1045044029,1.0,3.50449e-18,-77.1045044029,70.0696,200,100,0.01,1.0,1.0
0.005,1.03293,-98.5939,1,-72.8989424378,3785.63647335,3785.63647335,0.00430104,0.6,196.193744035,0.0183023,-74.1168,193.624317341,102.8,-72.8989424378,1.68218,4.87448e-07,-72.8989424378,61.0597,200,100,0.00868128,0.833415,0.968854
0.01,1.0,-114.895,2,-80.8349803561,6129.55188603,6129.55188603,0.01,0.6,100.0,,-80.835,200.0,112.15,-80.8349803561,1.0,3.50449e-18,-80.8349803561,77.899,200,100,0.01,1.0,1.0
0.005,1.2039,-93.7616,1,-67.6400004189,1358.16568074,1358.16568074,0.000156703,0.6,168.549300164,0.191004,-67.3363,166.126675281,96.96,-67.6400004189,1.70424,4.68835e-06,-67.6400004189,34.2555,200,100,0.00844343,0.0316293,1.00921
0.01,1.0,-107.957,2,-73.8974451232,3798.84594956,3798.84594956,0.01,0.6,100.0,,-73.8974,200.0,103.85,-73.8974451232,1.0,3.50449e-18,-73.8974451232,61.3258,200,100,0.01,1.0,1.0
0.005,1.1434,-95.371,1,-73.6902357335,3807.04939868,3807.04939868,0.000822927,0.6,178.071761183,0.125933,-69.6184,174.916793871,103.23,-73.6902357335,1.78403,3.09405e-06,-73.6902357335,46.3536,200,100,0.00884292,0.166023,1.00873
0.01,1.0,-112.387,2,-78.3280343604,4953.55444041,4953.55444041,0.01,0.6,100.0,,-78.328,200.0,109.38,-78.3280343604,1.0,3.50449e-18,-78.3280343604,70.0287,200,100,0.01,1.0,1.0
0.005,1.03347,-101.277,1,-77.3800473082,4965.00262102,4965.00262102,0.00222102,0.6,194.515871028,0.0272027,-76.7939,193.523254443,107.31,-77.3800473082,1.64579,7.08391e-07,-77.3800473082,66.8308,200,100,0.00839856,0.435232,0.979805
0.01,1.0,-114.198,2,-80.1389313462,6134.31873581,6134.31873581,0.01,0.6,100.0,,-80.1389,200.0,110.33,-80.1389313462,1.0,3.50449e-18,-80.1389313462,77.9293,200,100,0.01,1.0,1.0
0.005,1.06958,-109.117,1,-91.4095194323,9414.31081046,9414.31081046,0.00364806,0.6,179.424015823,0.121364,-84.2091,186.990063808,124.02,-91.4095194323,3.90686,2.88135e-06,-91.4095194323,83.0945,200,100,0.0190362,0.748702,1.02616
0.01,1.0,-103.876,2,-69.8169375078,2596.20184766,2596.20184766,0.01,0.6,100.0,,-69.8169,200.0,98.68,-69.8169375078,1.0,3.50449e-18,-69.8169375078,50.6975,200,100,0.01,1.0,1.0
0.005,1.17327,-92.9486,1,-72.808894646,3808.95102825,3808.95102825,0.00115402,0.6,164.226469708,0.249601,-66.8617,170.463575298,102.41,-72.808894646,3.62026,5.47312e-06,-72.808894646,37.4304,200,100,0.0169525,0.246443,1.06776
0.01,1.0,-107.348,2,-73.2885456903,3816.19995412,3816.19995412,0.01,0.6,100.0,,-73.2885,200.0,103.23,-73.2885456903,1.0,3.50449e-18,-73.2885456903,61.4657,200,100,0.01,1.0,1.0
0.005,1.41606,-95.3373,1,-79.7277276082,6146.96883717,6146.96883717,9.36357e-06,0.6,139.531965062,0.479305,-66.6781,141.23727717,110.69,-79.7277276082,2.29312,1.08885e-05,-79.7277276082,33.087,200,100,0.0109296,0.00196455,1.04904
0.01,1.0,-115.946,2,-81.8868949579,6109.83801388,6109.83801388,0.01,0.6,100.0,,-81.8869,200.0,113.58,-81.8868949579,1.0,3.50449e-18,-81.8868949579,77.7737,200,100,0.01,1.0,1.0
0.005,1.0439,-103.069,1,-77.3308669312,4971.55590271,4971.55590271,0.00403849,0.6,192.969253958,0.0361115,-78.4622,191.589383456,107.93,-77.3308669312,1.89717,9.1545e-07,-77.3308669312,69.178,200,100,0.00955217,0.802092,0.99306
0.01,1.0,-110.46,2,-76.4009800325,5014.40573271,5014.40573271,0.01,0.6,100.0,,-76.401,200.0,106.57,-76.4009800325,1.0,3.50449e-18,-76.4009800325,70.4575,200,100,0.01,1.0,1.0
0.005,1.03183,-99.416,1,-75.0601068097,3781.13360736,3781.13360736,0.00261458,0.6,194.187213324,0.0302359,-74.952,193.829760809,106.08,-75.0601068097,1.75259,7.52111e-07,-75.0601068097,64.346,200,100,0.00874097,0.52423,1.00251
0.01,1.0,-117.065,2,-83.0054180811,6018.88861279,6018.88861279,0.01,0.6,100.0,,-83.0054,200.0,115.34,-83.0054180811,1.0,3.50449e-18,-83.0054180811,77.1926,200,100,0.01,1.0,1.0
0.005,1.48454,-99.0686,1,-74.4080700442,3787.81016009,3787.81016009,3.98379e-07,0.6,131.432908071,0.505416,-69.7246,134.72197619,104.58,-74.4080700442,2.19113,1.31078e-05,-74.4080700442,34.1599,200,100,0.0111586,7.82269e-05,0.981816
0.01,1.0,-109.419,2,-75.3604436438,3749.78617725,3749.78617725,0.01,0.6,100.0,,-75.3604,200.0,105.78,-75.3604436438,1.0,3.50449e-18,-75.3604436438,60.9286,200,100,0.01,1.0,1.0
0.005,1.1723,-103.876,1,-88.7564843629,8322.94808038,8322.94808038,0.000936709,0.6,155.858000814,0.304476,-77.8003,170.604692652,121.07,-88.7564843629,4.46618,7.11606e-06,-88.7564843629,62.3329,200,100,0.0215913,0.193759,1.03425
0.01,1.0,-114.837,2,-80.7771263699,6126.4406762,6126.4406762,0.01,0.6,100.0,,-80.7771,200.0,112.59,-80.7771263699,1.0,3.50449e-18,-80.7771263699,77.8792,200,100,0.01,1.0,1.0
0.005,1.21972,-96.7024,1,-75.2287518586,5016.19902302,5016.19902302,7.21971e-05,0.6,162.691562771,0.207151,-70.1041,163.972539131,104.95,-75.2287518586,1.82471,5.76182e-06,-75.2287518586,52.5367,200,100,0.00962346,0.0136894,0.948056
0.01,1.0,-115.458,2,-81.3987510517,6094.1950814,6094.1950814,0.01,0.6,100.0,,-81.3988,200.0,112.47,-81.3987510517,1.0,3.50449e-18,-81.3987510517,77.674,200,100,0.01,1.0,1.0
0.005,1.20301,-105.21,1,-86.3780349322,7138.0419953,7138.0419953,7.77816e-05,0.6,167.762836256,0.171874,-78.7941,166.249728115,118.87,-86.3780349322,2.42297,4.82813e-06,-86.3780349322,67.8861,200,100,0.012842,0.0146755,0.943378
0.01,1.0,-108.447,2,-74.3875496636,3762.38361117,3762.38361117,0.01,0.6,100.0,,-74.3876,200.0,104.73,-74.3875496636,1.0,3.50449e-18,-74.3875496636,61.0308,200,100,0.01,1.0,1.0
0.005,1.12214,-103.938,1,-88.897439668,8279.51653474,8279.51653474,0.000272592,0.6,176.267520037,0.126578,-78.426,178.230701944,121.92,-88.897439668,3.50073,3.38289e-06,-88.897439668,69.6233,200,100,0.0180977,0.0527289,0.967175
0.01,1.0,-115.934,2,-81.8741741484,6081.64644471,6081.64644471,0.01,0.6,100.0,,-81.8742,200.0,112.87,-81.8741741484,1.0,3.50449e-18,-81.8741741484,77.594,200,100,0.01,1.0,1.0
0.005,1.18468,-109.076,1,-93.4295286304,9340.15628518,9340.15628518,0.00291435,0.6,148.027064281,0.397853,-82.862,168.822115382,126.43,-93.4295286304,7.10946,8.82172e-06,-93.4295286304,75.079,200,100,0.0334774,0.618908,1.06183
0.01,1.0,-114.393,2,-80.3339162174,6134.69049716,6134.69049716,0.01,0.6,100.0,,-80.3339,200.0,111.01,-80.3339162174,1.0,3.50449e-18,-80.3339162174,77.9317,200,100,0.01,1.0,1.0
0.005,1.23777,-103.933,1,-84.2372747655,7243.82965076,7243.82965076,0.000814606,0.6,161.472863206,0.238079,-77.1384,161.58043023,115.93,-84.2372747655,2.17712,5.99492e-06,-84.2372747655,71.8983,200,100,0.0109248,0.162336,0.996411
0.01,1.0,-106.837,2,-72.7775835407,2571.52830085,2571.52830085,0.01,0.6,100.0,,-72.7776,200.0,103.35,-72.7775835407,1.0,3.50449e-18,-72.7775835407,50.456,200,100,0.01,1.0,1.0
0.005,1.02894,-97.0034,1,-74.03300082,3782.29667988,3782.29667988,0.00430613,0.6,196.066625264,0.0197408,-72.5739,194.375723889,104.1,-74.03300082,1.65097,5.04061e-07,-74.03300082,50.169,200,100,0.00834255,0.852172,0.989487
0.01,1.0,-108.318,2,-74.2597151361,3771.15247328,3771.15247328,0.01,0.6,100.0,,-74.2597,200.0,104.43,-74.2597151361,1.0,3.50449e-18,-74.2597151361,61.1019,200,100,0.01,1.0,1.0
0.005,1.24761,-97.9487,1,-79.0453613774,4903.74961174,4903.74961174,0.000103225,0.6,161.348289493,0.248703,-71.0484,160.306693323,109.94,-79.0453613774,2.86156,6.01896e-06,-79.0453613774,44.2971,200,100,0.0140774,0.0209828,1.01637
0.01,1.0,-111.782,2,-77.7246623765,4972.66954734,4972.66954734,0.01,0.6,100.0,,-77.7247,200.0,108.43,-77.7246623765,1.0,3.50449e-18,-77.7246623765,70.1637,200,100,0.01,1.0,1.0
0.005,1.19456,-104.723,1,-85.1410613763,7233.14985683,7233.14985683,4.23152e-05,0.6,170.376845586,0.182865,-78.4008,167.426040147,116.99,-85.1410613763,1.86891,4.36856e-06,-85.1410613763,71.0376,200,100,0.00913465,0.00865751,1.02298
0.01,1.0,-109.184,2,-75.1247445688,3768.35741327,3768.35741327,0.01,0.6,100.0,,-75.1247,200.0,106.06,-75.1247445688,1.0,3.50449e-18,-75.1247445688,61.0792,200,100,0.01,1.0,1.0
0.005,1.16426,-99.5341,1,-82.60969751,7345.95139595,7345.95139595,0.000159502,0.6,167.466361775,0.174003,-73.5478,171.783071399,113.59,-82.60969751,1.59151,4.88114e-06,-82.60969751,61.7526,200,100,0.00842932,0.0301151,0.944035
0.01,1.0,-107.31,2,-73.2503344092,2574.19661758,2574.19661758,0.01,0.6,100.0,,-73.2503,200.0,103.92,-73.2503344092,1.0,3.50449e-18,-73.2503344092,50.4822,200,100,0.01,1.0,1.0
0.005,1.04591,-91.9062,1,-63.5362835455,128.679132219,128.679132219,0.00179447,0.6,190.563485714,0.048338,-67.276,191.221652071,92.02,-63.5362835455,1.54983,1.24419e-06,-63.5362835455,29.3727,200,100,0.00786291,0.353701,0.985532
0.01,1.0,-113.212,2,-79.1521236472,4934.80890971,4934.80890971,0.01,0.6,100.0,,-79.1521,200.0,110.29,-79.1521236472,1.0,3.50449e-18,-79.1521236472,69.8961,200,100,0.01,1.0,1.0
0.005,1.02116,-103.988,1,-81.2182302596,6158.33852228,6158.33852228,0.00384806,0.6,196.671303037,0.0174751,-79.6509,195.85589805,112.42,-81.2182302596,1.74954,4.25258e-07,-81.2182302596,71.9118,200,100,0.0086306,0.780056,1.01357
0.01,1.0,-110.12,2,-76.0622846845,3740.49374263,3740.49374263,0.01,0.6,100.0,,-76.0623,200.0,107.25,-76.0622846845,1.0,3.50449e-18,-76.0622846845,60.853,200,100,0.01,1.0,1.0
0.005,1.12407,-99.2272,1,-77.0584427063,4956.2109693,4956.2109693,0.000232399,0.6,179.118525422,0.117723,-73.6933,177.925156588,107.54,-77.0584427063,1.78577,2.92912e-06,-77.0584427063,55.6155,200,100,0.00890762,0.0465904,1.00238
0.01,1.0,-100.059,2,-66.008170443,1369.17241717,1369.17241717,0.01,0.6,100.0,,-66.0082,200.0,94.5,-66.008170443,1.0,3.50449e-18,-66.008170443,36.8169,200,100,0.01,1.0,1.0
0.005,1.04385,-96.5841,1,-80.4449632065,6133.52833603,6133.52833603,0.00419039,0.6,194.488261458,0.0278331,-71.978,191.597960319,111.46,-80.4449632065,1.79057,7.12054e-07,-80.4449632065,54.8215,200,100,0.00905665,0.828474,0.98854
0.01,1.0,-111.86,2,-77.8010182495,4920.74960525,4920.74960525,0.01,0.6,100.0,,-77.801,200.0,108.97,-77.8010182495,1.0,3.50449e-18,-77.8010182495,69.7964,200,100,0.01,1.0,1.0
0.005,1.04509,-100.545,1,-76.8515760249,4972.29542934,4972.29542934,0.0042932,0.6,194.686859672,0.0272989,-75.9241,191.371019909,107.7,-76.8515760249,1.87415,6.85693e-07,-76.8515760249,63.3654,200,100,0.00939284,0.856622,0.997649
0.01,1.0,-119.319,2,-85.2596192338,7207.79778791,7207.79778791,0.01,0.6,100.0,,-85.2596,200.0,117.39,-85.2596192338,1.0,3.50449e-18,-85.2596192338,84.4732,200,100,0.01,1.0,1.0
0.005,1.64938,-101.772,1,-78.4810753068,4958.7411038,4958.7411038,3.14721e-06,0.6,116.113133532,0.708004,-70.8421,121.257476677,109.56,-78.4810753068,2.67122,1.81522e-05,-78.4810753068,49.1706,200,100,0.0135256,0.000621555,0.987468
0.01,1.0,-105.838,2,-71.7788165557,2579.4166378,2579.4166378,0.01,0.6,100.0,,-71.7788,200.0,101.61,-71.7788165557,1.0,3.50449e-18,-71.7788165557,50.5334,200,100,0.01,1.0,1.0
0.005,1.07669,-92.6467,1,-66.9361891116,1338.01932942,1338.01932942,0.00103749,0.6,185.521719202,0.0779552,-67.6565,185.753981281,96.07,-66.9361891116,1.54209,1.96081e-06,-66.9361891116,33.128,200,100,0.00773403,0.206866,0.996953
0.01,1.0,-107.283,2,-73.2235725754,3797.75988351,3797.75988351,0.01,0.6,100.0,,-73.2236,200.0,102.5,-73.2235725754,1.0,3.50449e-18,-73.2235725754,61.3171,200,100,0.01,1.0,1.0
0.005,1.03419,-96.4722,1,-72.3676611735,3819.67323762,3819.67323762,0.00277515,0.6,193.929884724,0.0308814,-71.9803,193.388898258,101.51,-72.3676611735,1.83592,7.86456e-07,-72.3676611735,58.4879,200,100,0.00926493,0.549917,0.990789
0.01,1.0,-115.736,2,-81.6760999122,6117.55059937,6117.55059937,0.01,0.6,100.0,,-81.6761,200.0,112.93,-81.6760999122,1.0,3.50449e-18,-81.6760999122,77.8227,200,100,0.01,1.0,1.0
0.005,1.09399,-102.339,1,-77.6259780334,4936.34093858,4936.34093858,0.00371118,0.6,182.27851494,0.0940097,-77.1488,182.817092639,108.37,-77.6259780334,3.18741,2.44276e-06,-77.6259780334,63.2668,200,100,0.0162477,0.728045,0.98088
0.01,1.0,-105.762,2,-71.702326902,3825.90489182,3825.90489182,0.01,0.6,100.0,,-71.7023,200.0,100.59,-71.702326902,1.0,3.50449e-18,-71.702326902,61.5439,200,100,0.01,1.0,1.0
0.005,1.29523,-95.2757,1,-75.1923824097,3783.55047151,3783.55047151,7.39817e-06,0.6,152.05617649,0.313517,-67.8664,154.412527124,106.04,-75.1923824097,1.88639,7.9222e-06,-75.1923824097,43.0611,200,100,0.00948251,0.00147174,0.994666
0.01,1.0,-107.937,2,-73.8785939895,3816.89289474,3816.89289474,0.01,0.6,100.0,,-73.8786,200.0,103.7,-73.8785939895,1.0,3.50449e-18,-73.8785939895,61.4713,200,100,0.01,1.0,1.0
0.005,1.07105,-99.5782,1,-78.9942429036,6155.98584973,6155.98584973,0.00321137,0.6,187.13934919,0.0679169,-74.6538,186.732013682,109.66,-78.9942429036,2.5365,1.72669e-06,-78.9942429036,63.6621,200,100,0.0127895,0.636901,0.991636
0.01,1.0,-102.975,2,-68.9161171469,1370.75955927,1370.75955927,0.01,0.6,100.0,,-68.9161,200.0,98.66,-68.9161171469,1.0,3.50449e-18,-68.9161171469,36.8382,200,100,0.01,1.0,1.0
0.005,1.04793,-102.432,1,-89.1483346581,8287.18975487,8287.18975487,0.00301889,0.6,192.263946071,0.041546,-77.7777,190.852029527,121.93,-89.1483346581,1.71952,1.01097e-06,-89.1483346581,65.0124,200,100,0.00848224,0.611989,1.0136
0.01,1.0,-106.277,2,-72.2185314085,3827.74447583,3827.74447583,0.01,0.6,100.0,,-72.2185,200.0,101.78,-72.2185314085,1.0,3.50449e-18,-72.2185314085,61.5586,200,100,0.01,1.0,1.0
0.005,1.07813,-94.9774,1,-71.7455957529,2575.081816,2575.081816,0.00107131,0.6,178.760349965,0.125557,-69.9708,185.505584943,101.62,-71.7455957529,4.12132,2.98534e-06,-71.7455957529,46.415,200,100,0.0200961,0.219704,1.0254
0.01,1.0,-117.842,2,-83.782058153,6057.29127569,6057.29127569,0.01,0.6,100.0,,-83.7821,200.0,115.57,-83.782058153,1.0,3.50449e-18,-83.782058153,77.4385,200,100,0.01,1.0,1.0
0.005,1.03812,-100.775,1,-70.9287359132,2619.18514865,2619.18514865,0.00200087,0.6,193.797109894,0.0315634,-76.2368,192.655595208,100.84,-70.9287359132,1.99158,8.04193e-07,-70.9287359132,62.7853,200,100,0.0100528,0.396397,0.990562
0.01,1.0,-102.124,2,-68.0678922568,1340.93731357,1340.93731357,0.01,0.6,100.0,,-68.0679,200.0,97.69,-68.0678922568,1.0,3.50449e-18,-68.0678922568,36.4353,200,100,0.01,1.0,1.0
0.005,1.15301,-95.0151,1,-79.1675635953,6155.6838566,6155.6838566,0.000507487,0.6,177.512485972,0.133939,-69.1546,173.458637156,109.66,-79.1675635953,2.19138,3.18296e-06,-79.1675635953,42.7859,200,100,0.0106827,0.104103,1.02567
0.01,1.0,-120.863,2,-86.8036692104,8387.43215935,8387.43215935,0.01,0.6,100.0,,-86.8037,200.0,118.69,-86.8036692104,1.0,3.50449e-18,-86.8036692104,91.1239,200,100,0.01,1.0,1.0
0.005,1.22263,-104.374,1,-77.0293299672,4954.15172513,4954.15172513,0.00010539,0.6,165.060243891,0.213803,-77.7447,163.582453485,107.48,-77.0293299672,1.83102,5.31856e-06,-77.0293299672,76.309,200,100,0.00913238,0.0211304,1.00249
0.01,1.0,-117.872,2,-83.8123794726,7285.5717445,7285.5717445,0.01,0.6,100.0,,-83.8124,200.0,114.67,-83.8123794726,1.0,3.50449e-18,-83.8123794726,84.9277,200,100,0.01,1.0,1.0
0.005,1.44233,-100.536,1,-84.3227781925,7272.00798168,7272.00798168,1.0278e-05,0.6,135.727524583,0.482434,-71.6124,138.664934307,115.25,-84.3227781925,3.62793,1.1898e-05,-84.3227781925,48.597,200,100,0.0180168,0.00206961,1.00682
0.01,1.0,-107.28,2,-73.2208194835,3808.35128757,3808.35128757,0.01,0.6,100.0,,-73.2208,200.0,102.76,-73.2208194835,1.0,3.50449e-18,-73.2208194835,61.4025,200,100,0.01,1.0,1.0
0.005,1.20976,-98.5737,1,-80.9627473305,6128.11086944,6128.11086944,0.000166745,0.6,163.217128043,0.244335,-72.0846,165.322217002,112.48,-80.9627473305,2.27856,5.66234e-06,-80.9627473305,52.4785,200,100,0.0109689,0.0346376,1.03864
0.01,1.0,-121.528,2,-87.4685661972,8365.29065275,8365.29065275,0.01,0.6,100.0,,-87.4686,200.0,119.43,-87.4685661972,1.0,3.50449e-18,-87.4685661972,91.0035,200,100,0.01,1.0,1.0
0.005,1.41689,-109.914,1,-89.1989180605,8289.63664757,8289.63664757,2.56806e-07,0.6,142.281907725,0.424513,-81.2438,141.154654947,122.2,-89.1989180605,1.90745,1.01925e-05,-89.1989180605,82.3897,200,100,0.00934646,5.24096e-05,1.02041
0.01,1.0,-116.568,2,-82.508799673,6041.81370925,6041.81370925,0.01,0.6,100.0,,-82.5088,200.0,114.15,-82.508799673,1.0,3.50449e-18,-82.508799673,77.3395,200,100,0.01,1.0,1.0
0.005,1.2441,-101.837,1,-79.5601120737,4933.60676519,4933.60676519,3.92811e-05,0.6,155.67559671,0.265661,-74.9742,160.758676899,111.33,-79.5601120737,2.62333,7.15383e-06,-79.5601120737,58.1225,200,100,0.0136131,0.00756969,0.963529
0.01,1.0,-108.219,2,-74.159553555,3774.74452755,3774.74452755,0.01,0.6,100.0,,-74.1595,200.0,104.14,-74.159553555,1.0,3.50449e-18,-74.159553555,61.131,200,100,0.01,1.0,1.0
0.005,1.20156,-91.5778,1,-65.4783332206,1348.55282575,1348.55282575,3.98135e-05,0.6,169.976579005,0.190718,-65.1782,166.450509663,93.97,-65.4783332206,2.01203,4.438e-06,-65.4783332206,21.6949,200,100,0.00970581,0.00825339,1.03651
0.01,1.0,-70.733,2,-62.4238445254,128.805384566,128.805384566,0.01,0.6,100.0,,-62.4238,200.0,90.37,-62.4238445254,1.0,3.50449e-18,-62.4238445254,11.2924,200,100,0.01,1.0,1.0
0.005,1.05787,-100.988,1,-93.3341611445,9284.15215789,9284.15215789,0.00401065,0.6,191.299062514,0.0436524,-76.2176,189.058992588,126.93,-93.3341611445,2.08503,1.14279e-06,-93.3341611445,61.9568,200,100,0.0106682,0.783853,0.977215
0.01,1.0,-113.056,2,-78.9970824753,4907.41709735,4907.41709735,0.01,0.6,100.0,,-78.9971,200.0,110.91,-78.9970824753,1.0,3.50449e-18,-78.9970824753,69.7018,200,100,0.01,1.0,1.0
0.005,1.04993,-99.6853,1,-73.434191049,3798.45664244,3798.45664244,0.00360613,0.6,191.094101338,0.0452607,-75.0077,190.488288419,103.03,-73.434191049,1.9394,1.17096e-06,-73.434191049,60.09,200,100,0.00986459,0.708974,0.983012
0.01,1.0,-103.992,2,-69.9320604745,2591.34441992,2591.34441992,0.01,0.6,100.0,,-69.9321,200.0,99.08,-69.9320604745,1.0,3.50449e-18,-69.9320604745,50.6501,200,100,0.01,1.0,1.0
0.005,1.03028,-94.4562,1,-71.5889907897,2628.95670662,2628.95670662,0.00267161,0.6,194.258796358,0.0289413,-70.0106,194.122773524,101.85,-71.5889907897,1.43539,7.42568e-07,-71.5889907897,46.7718,200,100,0.00727074,0.52743,0.9871
0.01,1.0,-104.42,2,-70.3606214961,2575.70784861,2575.70784861,0.01,0.6,100.0,,-70.3606,200.0,99.57,-70.3606214961,1.0,3.50449e-18,-70.3606214961,50.497,200,100,0.01,1.0,1.0
