ESSRenyi,VarDiscRet,VanillaAvgRet,MaxVanillaIw,MaxNormIw,IterType,ESSClassic,VarVanillaIw,VarNormIw,eRenyi2,EpsThisIter,AvgVanillaIw,MinVanillaIw,Bound,AvgEpLen,MinNormIw,VarRet,VarJ,AvgNormIw,J,AvgDiscRet,Delta,AvgRet,BatchSize
,156831.227873,-1486.51658804,25.0078,0.219998,1,13.8263322415,8.13483,0.000629553,inf,100,1.13673,0.00156167,-1162.45,500.0,1.37382e-05,156831.227873,111.356,0.01,-1162.45,-1486.51658804,1.0,-1486.51658804,100
6.1210527471,35523.7012531,-1486.51658804,640.341,0.225518,,8.74373892588,8499.44,0.00105422,32.6741,100,28.3942,0.0399875,-1151.18,500.0,1.4083e-05,156831.227873,66.2318,0.01,-1151.18,-1185.28418804,1.0,-1486.51658804,200
,147932.667906,-1489.8947461,23.0342,0.219675,1,8.23619068669,6.43195,0.000585002,inf,100,0.524279,2.59411e-14,-1134.25,500.0,2.47398e-16,147932.667906,5.57555,0.005,-1134.25,-1489.8947461,1.0,-1489.8947461,200
200.0,2.69735443727,-1133.64597224,1.0,0.01,2,100.0,,3.50449e-18,1.0,100,1.0,1.0,-1133.65,500.0,0.01,2.69735443727,1.63413,0.01,-1133.65,-1133.64597224,1.0,-1133.64597224,200
,0.610719844715,-1133.78321765,104.445,0.315043,1,9.49437744625,55.411,0.000504148,inf,100,1.65763,0.297306,-1129.08,500.0,0.000896779,0.610719844715,45.5044,0.005,-1129.08,-1133.78321765,1.0,-1133.78321765,200
200.0,0.430858283247,-1133.81807314,1.0,0.01,2,100.0,,3.50449e-18,1.0,100,1.0,1.0,-1133.82,500.0,0.01,0.430858283247,0.653105,0.01,-1133.82,-1133.81807314,1.0,-1133.81807314,200
206.589076873,0.42781678134,-1133.78321765,3.36353,0.0120988,,161.189005746,0.467571,6.04974e-06,1.45216,100,1.39003,0.00957441,-1133.77,500.0,3.44395e-05,0.610719844715,0.674357,0.005,-1133.77,-1133.83035133,1.0,-1133.78321765,300
,0.566719342191,-1133.80747265,97.3717,0.22483,1,17.4718814224,33.8131,0.000180272,inf,100,1.44363,0.0813104,-1130.39,500.0,0.000187745,0.566719342191,44.8483,0.00333333,-1130.39,-1133.80747265,1.0,-1133.80747265,300
300.0,0.349009971161,-1133.70760466,1.0,0.01,2,100.0,,3.50449e-18,1.0,100,1.0,1.0,-1133.71,500.0,0.01,0.349009971161,0.58781,0.01,-1133.71,-1133.70760466,1.0,-1133.70760466,300
300.0,0.536434076904,-1133.80366596,1.0,0.005,2,200.000000102,,2.1793e-19,1.0,100,1.0,1.0,-1133.76,500.0,0.005,0.536434076904,0.663778,0.005,-1133.76,-1133.80366596,1.0,-1133.80366596,300
247.91959393,1.73983005024,-1133.80747265,12.2985,0.0254222,,198.013198242,1.34382,5.74192e-06,1.61343,100,1.61258,0.0102699,-1133.79,500.0,2.12288e-05,0.566719342191,0.909474,0.00333333,-1133.79,-1133.90602936,1.0,-1133.80747265,400
,0.404147720054,-1133.79886589,88.3582,0.16058,1,27.1850882794,26.0161,8.5927e-05,inf,100,1.37561,0.0389826,-1131.31,500.0,7.08459e-05,0.404147720054,40.0839,0.0025,-1131.31,-1133.79886589,1.0,-1133.79886589,400
400.0,0.30104407298,-1133.64411938,1.0,0.01,2,100.0,,3.50449e-18,1.0,100,1.0,1.0,-1133.64,500.0,0.01,0.30104407298,0.545919,0.01,-1133.64,-1133.64411938,1.0,-1133.64411938,400
400.0,749.699316039,-1136.51640456,1.0,0.005,2,200.000000102,,2.1793e-19,1.0,100,1.0,1.0,-1135.08,500.0,0.005,749.699316039,19.3213,0.005,-1135.08,-1136.51640456,1.0,-1136.51640456,400
400.0,278.294695504,-1135.42473681,1.0,0.00333333,2,299.999969474,,5.43914e-20,1.0,100,1.0,1.0,-1135.2,500.0,0.00333333,278.294695504,18.4591,0.00333333,-1135.2,-1135.42473681,1.0,-1135.42473681,400
