AvgEpLen,StepSize,J,VarJ,NatGradInftyNorm,AvgRet,NatGrad2Norm,BatchSize
46.75,0.0036142755304956115,457.4299988486175,1251.0462113117626,246.9306889439059,457.4299988486175,263.56889635148394,100
64.38,0.0028430967747741765,633.7641858237703,1648.8086906824642,350.05969572915933,633.7641858237703,370.6967455057261,100
98.35,0.0025197782032876257,973.8852513831528,2215.9471341889034,300.73550038749596,973.8852513831528,380.2886990818213,100
134.97,0.0027235201032240882,1341.445701729598,2551.8858166794453,246.38766688158336,1341.445701729598,322.4543211333646,100
166.42,0.003821654472528416,1658.0414565589983,1633.3796744587285,89.41116472835961,1658.0414565589983,184.04751681472518,100
187.59,0.005379209169473635,1872.6765897815674,684.9571980710289,78.65787477725553,1872.6765897815674,117.18886225813331,100
194.51,0.008436364171456146,1943.8096224184283,371.0627535484413,48.925482469406276,1943.8096224184283,75.28662170287517,100
198.97,0.024087071703996193,1988.856169419433,34.86924162057414,21.74840480055486,1988.856169419433,25.747590872080174,100
200.0,12.00879132191739,1999.9054496002198,0.00017707868931938348,0.03218113103611484,1999.9054496002198,0.038997484229488136,100
200.0,1.6246130971792156,1999.857884637178,0.010293815008920853,0.36292009547141596,1999.857884637178,0.404334157132244,100
200.0,54.05969359350264,1999.9634915065765,1.7888769383249255e-05,0.005146952472314346,1999.9634915065765,0.00627025462199062,100
200.0,104.5452283577946,1999.9782275104524,5.7038136588606445e-06,0.0037523969017936483,1999.9782275104524,0.004600423540306476,100
200.0,91.76479921422094,1999.981919965744,3.6677464257880983e-06,0.005396838082272003,1999.981919965744,0.006492600882545389,100
200.0,198.81607342460845,1999.9836016082763,1.75063104680069e-06,0.0015473404191319149,1999.9836016082763,0.0023890820528579743,100
198.22,0.006741259202544315,1982.0876672874206,320.44128150294387,78.10179164690608,1982.0876672874206,98.47402888205575,100
200.0,256.3535782323883,1999.9863894557952,1.4391879812486728e-06,0.0010802220977206847,1999.9863894557952,0.0017968053024908684,100
200.0,240.62343513955756,1999.9897073936463,1.0244890735750707e-06,0.0009012797891356688,1999.9897073936463,0.0017753817614070489,100
200.0,399.49685495878754,1999.9905818653106,6.610445344008579e-07,0.0010108662143092097,1999.9905818653106,0.0014350568429338005,100
199.88,0.12519788768347295,1998.686370233614,1.700725761092464,4.643961335570123,1998.686370233614,5.053471160619656,100
200.0,654.4845735890254,1999.9917987060546,4.6730353688054493e-07,0.0004395810971794003,1999.9917987060546,0.0006385493989538441,100
200.0,610.705414133276,1999.9932707309722,3.3734368527821247e-07,0.0005987457231978978,1999.9932707309722,0.000985547698424626,100
198.23,0.011089940158598747,1982.189445793219,316.88119995948085,48.73937592968342,1982.189445793219,63.19378415967778,100
200.0,183.09557517877562,1999.989226255417,1.1913072550770369e-06,0.0025935607495641277,1999.989226255417,0.0031900940530533804,100
200.0,367.163947549731,1999.992012462616,4.2767134036694204e-07,0.00102525946062696,1999.992012462616,0.0015603446953161618,100
200.0,849.1870957377371,1999.9934434986114,2.8073393528812284e-07,0.0005833059251154243,1999.9934434986114,0.0006935661945202556,100
200.0,490.4929970752766,1999.994661064148,2.2766255063499853e-07,0.0008012475751563347,1999.994661064148,0.0012384630972397557,100
199.05,0.021654858851746443,1990.3908457864634,92.2298800634537,26.3606766689612,1990.3908457864634,31.68834946892931,100
200.0,1141.4243778119812,1999.9950871658325,1.6807762230834647e-07,0.00046210969846787554,1999.9950871658325,0.000570992288904644,100
200.0,670.6306788992073,1999.9952199840545,1.8074106637868682e-07,0.0005511956064339509,1999.9952199840545,0.0008890635735317213,100
200.0,892.426995410556,1999.9956835556031,1.3059565413512783e-07,0.000418775433104488,1999.9956835556031,0.0006241175956680029,100
200.0,1201.9726240027162,1999.9966484451295,7.747815234140926e-08,0.0002784764677202535,1999.9966484451295,0.0003952483346191521,100
200.0,1175.202046835615,1999.9969349098205,7.612414889503856e-08,0.0003621027514716047,1999.9969349098205,0.0004190394899668227,100
200.0,1814.8415300368083,1999.9967301750182,7.470172807216211e-08,0.00013532093131594054,1999.9967301750182,0.00020057996403570748,100
200.0,1511.2747199396895,1999.99725356102,6.173158603034075e-08,0.00027261124291135013,1999.99725356102,0.00037317299124662375,100
200.0,874.2592147099626,1999.9966362953187,7.321366985082142e-08,0.0005442242240601638,1999.9966362953187,0.0008318956543753213,100
200.0,2582.761308413962,1999.997354154587,5.735535370526254e-08,0.00014294069127111154,1999.997354154587,0.00017035668162586185,100
200.0,1195.0755915884522,1999.9973367118835,4.7243723637427945e-08,0.0003325994235483126,1999.9973367118835,0.0004205124985512774,100
200.0,1412.0113672580183,1999.9971911239625,5.073563955404391e-08,0.0002298089776987838,1999.9971911239625,0.00029078738424843464,100
200.0,1411.3454461697013,1999.997278623581,4.598276325832374e-08,0.00024078215233287156,1999.997278623581,0.00030929678292456294,100
200.0,1760.5872407950724,1999.9974051475524,5.081502404025723e-08,0.0001355566987386911,1999.9974051475524,0.00021286122968927667,100
200.0,3058.702678502838,1999.9979846572876,4.2162125368985936e-08,0.0001514672558177946,1999.9979846572876,0.00018101148962100446,100
