TimestepsSoFar,ReturnStepMaxmin,MaxIW,InitialReturnStd,InitialReturnMean,RewardCompression,EmpiricalD2,InitialReturnMax,EpThisIter,EpRewMean,StdIW,Bound,TimeElapsed,EpLenMean,ReturnStepMax,Iteration,Weights,ReturnMeanIW,MinIW,MeanEntropy,MeanIW,ESSRenyi,ESSClassic,InitialBound,EpisodesSoFar,InitialReturnMin
5000000,1.0,0.18908521478811327,1.52587890625e-05,-86.60204315185547,0.99,15.379792213439941,-86.6020278930664,100,-200.0,,-27.69609260559082,2559.3540046215057,200.0,1.0,250,[-0.07  -0.052  0.041  0.411  0.692  1.03   0.062  0.011 -0.073],-16.375164031982422,0.18908521478811327,1.0978683233261108,0.18908521478811327,6.502038478851318,1.0,-89.48876,25000,-86.6020278930664
5020000,1.0,0.44311868721870606,1.52587890625e-05,-86.60204315185547,0.99,11.465801239013672,-86.6020278930664,100,-200.0,,-48.149803161621094,2577.4068734645844,200.0,1.0,251,[-0.024 -0.032 -0.025  0.41   0.693  1.03  -0.023 -0.028  0.052],-38.374977111816406,0.44311868721870606,1.0956746339797974,0.44311868721870606,8.721588134765625,1.0,-89.48876,25100,-86.6020278930664
5040000,1.0,0.22991214354140063,1.52587890625e-05,-86.60204315185547,0.99,17.36339569091797,-86.6020278930664,100,-200.0,,-31.939708709716797,2595.226881980896,200.0,1.0,252,[-0.047 -0.074  0.04   0.41   0.696  1.028  0.05   0.026 -0.076],-19.910858154296875,0.22991214354140063,1.0977084636688232,0.22991214354140063,5.759242057800293,1.0,-89.48876,25200,-86.6020278930664
5060000,1.0,0.29450909130265274,1.52587890625e-05,-86.60204315185547,0.99,22.105836868286133,-86.6020278930664,100,-200.0,,-39.077598571777344,2610.4628970623016,200.0,1.0,253,[-0.008 -0.045 -0.028  0.41   0.695  1.028 -0.029 -0.025  0.054],-25.505083084106445,0.29450909130265274,1.0947757959365845,0.29450909130265274,4.5236921310424805,1.0,-89.48876,25300,-86.6020278930664
5080000,1.0,0.15640658842644786,1.52587890625e-05,-86.60204315185547,0.99,11.145678520202637,-86.6020278930664,100,-200.0,,-23.182531356811523,2629.311858177185,200.0,1.0,254,[-0.046 -0.077  0.042  0.41   0.696  1.027  0.064  0.025 -0.089],-13.545126914978027,0.15640658842644786,1.0984501838684082,0.15640658842644786,8.972086906433105,1.0,-89.48876,25400,-86.6020278930664
5100000,1.0,0.6036367622380843,1.52587890625e-05,-86.60204315185547,0.99,15.81845474243164,-86.6020278930664,100,-200.0,,-63.757408142089844,2648.5549623966217,200.0,1.0,255,[ 0.015 -0.053 -0.043  0.409  0.697  1.028 -0.006 -0.012  0.017],-52.27616500854492,0.6036367622380843,1.0938026905059814,0.6036367622380843,6.321730136871338,1.0,-89.48876,25500,-86.6020278930664
5120000,1.0,0.10861398084066426,1.52587890625e-05,-86.60204315185547,0.99,10.771679878234863,-86.6020278930664,100,-200.0,,-18.880521774291992,2667.2749152183533,200.0,1.0,256,[ 0.014 -0.051 -0.044  0.405  0.697  1.031  0.155 -0.105 -0.05 ],-9.406190872192383,0.10861398084066426,1.098525881767273,0.10861398084066426,9.283602714538574,1.0,-89.48876,25600,-86.6020278930664
5140000,1.0,0.41812885053400756,1.52587890625e-05,-86.60204315185547,0.99,38.33816146850586,-86.6020278930664,100,-200.0,,-54.084835052490234,2682.8787529468536,200.0,1.0,257,[ 0.077 -0.09  -0.068  0.404  0.697  1.031  0.035 -0.032 -0.003],-36.21080780029297,0.41812885053400756,1.090493083000183,0.41812885053400756,2.6083672046661377,1.0,-89.48876,25700,-86.6020278930664
5160000,1.0,0.06644789741375456,1.52587890625e-05,-86.60204315185547,0.99,6.790958881378174,-86.6020278930664,100,-200.0,,-13.277198791503906,2702.011527776718,200.0,1.0,258,[ 0.033 -0.156  0.042  0.406  0.704  1.024  0.072  0.068 -0.14 ],-5.754522800445557,0.06644789741375456,1.0979238748550415,0.06644789741375456,14.72546100616455,1.0,-89.48876,25800,-86.6020278930664
5180000,1.0,0.47412962776159495,1.52587890625e-05,-86.60204315185547,0.99,14.7900972366333,-86.6020278930664,100,-200.0,,-52.162357330322266,2719.710734128952,200.0,1.0,259,[ 0.04  -0.107 -0.014  0.406  0.704  1.024  0.058 -0.017 -0.041],-41.060585021972656,0.47412962776159495,1.0952712297439575,0.47412962776159495,6.761280536651611,1.0,-89.48876,25900,-86.6020278930664
5200000,1.0,0.1702965821183231,1.52587890625e-05,-86.60204315185547,0.99,14.549324035644531,-86.6020278930664,100,-200.0,,-25.75906753540039,2738.059750318527,200.0,1.0,260,[ 0.087 -0.097 -0.071  0.406  0.706  1.021 -0.015 -0.074  0.088],-14.748028755187988,0.1702965821183231,1.0976663827896118,0.1702965821183231,6.873171329498291,1.0,-89.48876,26000,-86.6020278930664
5220000,1.0,0.27429371388933116,1.52587890625e-05,-86.60204315185547,0.99,23.118501663208008,-86.6020278930664,100,-200.0,,-37.63430404663086,2759.5828046798706,200.0,1.0,261,[ 0.051 -0.125 -0.006  0.407  0.705  1.021  0.048 -0.004 -0.044],-23.754392623901367,0.27429371388933116,1.0951820611953735,0.27429371388933116,4.325540065765381,1.0,-89.48876,26100,-86.6020278930664
5240000,1.0,0.145069400458841,1.52587890625e-05,-86.60204315185547,0.99,10.909074783325195,-86.6020278930664,100,-200.0,,-22.09786605834961,2777.515926361084,200.0,1.0,262,[ 0.06  -0.067 -0.074  0.407  0.705  1.022  0.012 -0.099  0.087],-12.563304901123047,0.145069400458841,1.0982205867767334,0.145069400458841,9.166680335998535,1.0,-89.48876,26200,-86.6020278930664
5260000,1.0,0.33013259266620726,1.52587890625e-05,-86.60204315185547,0.99,26.61797332763672,-86.6020278930664,100,-200.0,,-43.48357009887695,2796.9949197769165,200.0,1.0,263,[ 0.035 -0.112 -0.004  0.408  0.704  1.022  0.042 -0.014 -0.028],-28.590152740478516,0.33013259266620726,1.0928947925567627,0.33013259266620726,3.7568600177764893,1.0,-89.48876,26300,-86.6020278930664
5280000,1.0,0.13356442834801155,1.52587890625e-05,-86.60204315185547,0.99,10.475475311279297,-86.6020278930664,100,-200.0,,-20.910106658935547,2815.4588634967804,200.0,1.0,264,[ 0.013 -0.045 -0.05   0.408  0.704  1.021  0.088 -0.163  0.075],-11.566949844360352,0.13356442834801155,1.0985502004623413,0.13356442834801155,9.546106338500977,1.0,-89.48876,26400,-86.6020278930664
5300000,1.0,0.5891474447376736,1.52587890625e-05,-86.60204315185547,0.99,40.65818786621094,-86.6020278930664,100,-200.0,,-69.42826843261719,2831.090822458267,200.0,1.0,265,[ 0.031 -0.105 -0.007  0.408  0.704  1.021  0.054 -0.045 -0.008],-51.0213623046875,0.5891474447376736,1.0910230875015259,0.5891474447376736,2.459529161453247,1.0,-89.48876,26500,-86.6020278930664
5320000,1.0,0.0877333878255879,1.52587890625e-05,-86.60204315185547,0.99,8.13656997680664,-86.6020278930664,100,-200.0,,-15.832204818725586,2848.536143541336,200.0,1.0,266,[ 0.081 -0.126 -0.036  0.405  0.706  1.022 -0.122  0.029  0.093],-7.597889423370361,0.0877333878255879,1.0984148979187012,0.0877333878255879,12.290190696716309,1.0,-89.48876,26600,-86.6020278930664
5340000,1.0,0.5105522864948587,1.52587890625e-05,-86.60204315185547,0.99,14.520939826965332,-86.6020278930664,100,-200.0,,-55.215152740478516,2868.267968416214,200.0,1.0,267,[ 0.025 -0.104 -0.002  0.405  0.706  1.022 -0.006 -0.015  0.021],-44.21486282348633,0.5105522864948587,1.094260334968567,0.5105522864948587,6.886606693267822,1.0,-89.48876,26700,-86.6020278930664
5360000,1.0,0.11508863702757642,1.52587890625e-05,-86.60204315185547,0.99,9.28762435913086,-86.6020278930664,100,-200.0,,-18.764408111572266,2887.383041858673,200.0,1.0,268,[-0.058 -0.063  0.04   0.402  0.711  1.02   0.107 -0.043 -0.064],-9.966909408569336,0.11508863702757642,1.0985954999923706,0.11508863702757642,10.767016410827637,1.0,-89.48876,26800,-86.6020278930664
5380000,1.0,0.37741909530073375,1.52587890625e-05,-86.60204315185547,0.99,40.9824333190918,-86.6020278930664,100,-200.0,,-51.16541290283203,2905.256157875061,200.0,1.0,269,[ 0.003 -0.076 -0.008  0.402  0.711  1.02  -0.003 -0.017  0.02 ],-32.68525695800781,0.37741909530073375,1.0896347761154175,0.37741909530073375,2.4400699138641357,1.0,-89.48876,26900,-86.6020278930664
5400000,1.0,0.07281046772980745,1.52587890625e-05,-86.60204315185547,0.99,7.406595230102539,-86.6020278930664,100,-200.0,,-14.161798477172852,2924.747367620468,200.0,1.0,270,[-0.044 -0.121  0.083  0.4    0.713  1.02   0.067  0.07  -0.136],-6.305534362792969,0.07281046772980745,1.0976570844650269,0.07281046772980745,13.501480102539062,1.0,-89.48876,27000,-86.6020278930664
5420000,1.0,0.42842754866365773,1.52587890625e-05,-86.60204315185547,0.99,17.76259994506836,-86.6020278930664,100,-200.0,,-49.269039154052734,2943.033195734024,200.0,1.0,271,[-0.031 -0.076  0.026  0.4    0.713  1.02   0.044 -0.014 -0.031],-37.10269546508789,0.42842754866365773,1.0954456329345703,0.42842754866365773,5.6298065185546875,1.0,-89.48876,27100,-86.6020278930664
5440000,1.0,0.21203884976197063,1.52587890625e-05,-86.60204315185547,0.99,13.4848051071167,-86.6020278930664,100,-200.0,,-28.96356201171875,2961.427146911621,200.0,1.0,272,[ 0.006 -0.041 -0.047  0.4    0.713  1.021 -0.005 -0.092  0.096],-18.362993240356445,0.21203884976197063,1.0978870391845703,0.21203884976197063,7.415754318237305,1.0,-89.48876,27200,-86.6020278930664
5460000,1.0,0.37748193451875034,1.52587890625e-05,-86.60204315185547,0.99,22.89293670654297,-86.6020278930664,100,-200.0,,-46.50273132324219,2981.7643835544586,200.0,1.0,273,[-0.006 -0.084  0.008  0.4    0.712  1.022  0.019  0.009 -0.029],-32.69070053100586,0.37748193451875034,1.0941593647003174,0.37748193451875034,4.368159770965576,1.0,-89.48876,27300,-86.6020278930664
5480000,1.0,0.1553628996352932,1.52587890625e-05,-86.60204315185547,0.99,13.333847999572754,-86.6020278930664,100,-200.0,,-23.99580955505371,3001.6445033550262,200.0,1.0,274,[ 0.028 -0.047 -0.062  0.4    0.713  1.02  -0.072 -0.034  0.105],-13.454742431640625,0.1553628996352932,1.0984755754470825,0.1553628996352932,7.499710559844971,1.0,-89.48876,27400,-86.6020278930664
5500000,1.0,0.3355032593097799,1.52587890625e-05,-86.60204315185547,0.99,39.191307067871094,-86.6020278930664,100,-200.0,,-47.1270751953125,3015.2545738220215,200.0,1.0,275,[-0.024 -0.055 -0.002  0.4    0.713  1.02   0.028 -0.014 -0.014],-29.055261611938477,0.3355032593097799,1.0910732746124268,0.3355032593097799,2.551586151123047,1.0,-89.48876,27500,-86.6020278930664
5520000,1.0,0.10720552921057705,1.52587890625e-05,-86.60204315185547,0.99,11.237565040588379,-86.6020278930664,100,-200.0,,-18.961265563964844,3034.5748097896576,200.0,1.0,276,[ 0.043 -0.098 -0.026  0.399  0.713  1.021 -0.137  0.083  0.053],-9.28421688079834,0.10720552921057705,1.0985585451126099,0.10720552921057705,8.898724555969238,1.0,-89.48876,27600,-86.6020278930664
5540000,1.0,0.8369766058673731,1.52587890625e-05,-86.60204315185547,0.99,3.806997060775757,-86.6020278930664,100,-200.0,,-78.1163330078125,3049.2028365135193,200.0,1.0,277,[-0.02  -0.052 -0.009  0.399  0.713  1.021 -0.02  -0.009  0.028],-72.48387145996094,0.8369766058673731,1.0966293811798096,0.8369766058673731,26.26742172241211,1.0,-89.48876,27700,-86.6020278930664
5560000,1.0,0.17717035702166958,1.52587890625e-05,-86.60204315185547,0.99,14.12021255493164,-86.6020278930664,100,-200.0,,-26.19075584411621,3068.626978635788,200.0,1.0,278,[-4.725e-02 -3.361e-02 -2.120e-04  4.105e-01  7.162e-01  1.007e+00
  7.365e-02 -1.877e-02 -5.494e-02],-15.343311309814453,0.17717035702166958,1.0972309112548828,0.17717035702166958,7.0820465087890625,1.0,-89.48876,27800,-86.6020278930664
5580000,1.0,0.31299156036877346,1.52587890625e-05,-86.60204315185547,0.99,10.201211929321289,-86.6020278930664,100,-200.0,,-36.325740814208984,3084.778824329376,200.0,1.0,279,[ 0.02  -0.045 -0.056  0.411  0.716  1.007 -0.044  0.002  0.042],-27.105703353881836,0.31299156036877346,1.0967183113098145,0.31299156036877346,9.802757263183594,1.0,-89.48876,27900,-86.6020278930664
5600000,1.0,0.18917457825506367,1.52587890625e-05,-86.60204315185547,0.99,16.244279861450195,-86.6020278930664,100,-200.0,,-28.01765251159668,3104.714797258377,200.0,1.0,280,[-0.035 -0.061  0.014  0.412  0.714  1.007  0.047  0.019 -0.067],-16.382902145385742,0.18917457825506367,1.0969974994659424,0.18917457825506367,6.156013011932373,1.0,-89.48876,28000,-86.6020278930664
5620000,1.0,0.2194053375407908,1.52587890625e-05,-86.60204315185547,0.99,22.088788986206055,-86.6020278930664,100,-200.0,,-32.56822967529297,3124.042777776718,200.0,1.0,281,[-0.071  0.05  -0.06   0.416  0.715  1.002 -0.044 -0.014  0.058],-19.000947952270508,0.2194053375407908,1.0960052013397217,0.2194053375407908,4.527183532714844,1.0,-89.48876,28100,-86.6020278930664
5640000,1.0,0.17375595670397975,1.52587890625e-05,-86.60204315185547,0.99,13.885275840759277,-86.6020278930664,100,-200.0,,-25.804443359375,3141.4392940998077,200.0,1.0,282,[-0.095 -0.008  0.022  0.416  0.716  1.002  0.008  0.07  -0.078],-15.04761791229248,0.17375595670397975,1.0975351333618164,0.17375595670397975,7.201873302459717,1.0,-89.48876,28200,-86.6020278930664
5660000,1.0,0.31256341041205454,1.52587890625e-05,-86.60204315185547,0.99,24.953256607055664,-86.6020278930664,100,-200.0,,-41.488800048828125,3159.442004919052,200.0,1.0,283,[-0.082  0.044 -0.043  0.415  0.716  1.002 -0.012 -0.027  0.039],-27.068626403808594,0.31256341041205454,1.0936055183410645,0.31256341041205454,4.007493019104004,1.0,-89.48876,28300,-86.6020278930664
5680000,1.0,0.08397306048295147,1.52587890625e-05,-86.60204315185547,0.99,7.7497453689575195,-86.6020278930664,100,-200.0,,-15.308433532714844,3176.7631771564484,200.0,1.0,284,[-0.125  0.013  0.031  0.416  0.717  1.     0.053  0.055 -0.108],-7.272237300872803,0.08397306048295147,1.098620057106018,0.08397306048295147,12.90364933013916,1.0,-89.48876,28400,-86.6020278930664
5700000,1.0,0.45305620615311665,1.52587890625e-05,-86.60204315185547,0.99,40.049625396728516,-86.6020278930664,100,-200.0,,-57.50421905517578,3194.062837123871,200.0,1.0,285,[-0.075  0.021 -0.027  0.417  0.717  1.    -0.032  0.038 -0.006],-39.23558807373047,0.45305620615311665,1.0901339054107666,0.45305620615311665,2.4969022274017334,1.0,-89.48876,28500,-86.6020278930664
5720000,1.0,0.06887760220464466,1.52587890625e-05,-86.60204315185547,0.99,7.132387638092041,-86.6020278930664,100,-200.0,,-13.674406051635742,3212.7711596488953,200.0,1.0,286,[-0.14   0.092 -0.033  0.417  0.717  1.     0.076 -0.119  0.042],-5.964940071105957,0.06887760220464466,1.0979293584823608,0.06887760220464466,14.020550727844238,1.0,-89.48876,28600,-86.6020278930664
5740000,1.0,0.3794752468479971,1.52587890625e-05,-86.60204315185547,0.99,18.17864990234375,-86.6020278930664,100,-200.0,,-45.17132568359375,3229.5591604709625,200.0,1.0,287,[-0.094  0.037 -0.024  0.417  0.717  1.    -0.009 -0.015  0.024],-32.86332321166992,0.3794752468479971,1.094773530960083,0.3794752468479971,5.500958442687988,1.0,-89.48876,28700,-86.6020278930664
5760000,1.0,0.14269196061390604,1.52587890625e-05,-86.60204315185547,0.99,12.502202033996582,-86.6020278930664,100,-200.0,,-22.564456939697266,3249.0552690029144,200.0,1.0,288,[-0.058 -0.039  0.016  0.419  0.714  1.    -0.116  0.105  0.011],-12.357412338256836,0.14269196061390604,1.0982295274734497,0.14269196061390604,7.99859094619751,1.0,-89.48876,28800,-86.6020278930664
5780000,1.0,0.6129638824053117,1.52587890625e-05,-86.60204315185547,0.99,16.253446578979492,-86.6020278930664,100,-200.0,,-64.7219467163086,3269.3029294013977,200.0,1.0,289,[-0.102  0.031 -0.01   0.419  0.714  1.001 -0.018 -0.01   0.028],-53.08391189575195,0.6129638824053117,1.094736933708191,0.6129638824053117,6.152541160583496,1.0,-89.48876,28900,-86.6020278930664
5800000,1.0,0.12484108313791183,1.52587890625e-05,-86.60204315185547,0.99,10.274160385131836,-86.6020278930664,100,-200.0,,-20.064435958862305,3286.9532685279846,200.0,1.0,290,[-0.066 -0.019  0.004  0.421  0.715  0.998 -0.094  0.125 -0.032],-10.811491012573242,0.12484108313791183,1.0984094142913818,0.12484108313791183,9.733155250549316,1.0,-89.48876,29000,-86.6020278930664
5820000,1.0,0.6120313572030711,1.52587890625e-05,-86.60204315185547,0.99,25.09902572631836,-86.6020278930664,100,-200.0,,-67.46538543701172,3302.499528646469,200.0,1.0,291,[-0.103  0.042 -0.02   0.421  0.715  0.998 -0.017  0.005  0.012],-53.00315475463867,0.6120313572030711,1.0930405855178833,0.6120313572030711,3.9842183589935303,1.0,-89.48876,29100,-86.6020278930664
5840000,1.0,0.14181876663445622,1.52587890625e-05,-86.60204315185547,0.99,13.433977127075195,-86.6020278930664,100,-200.0,,-22.862363815307617,3320.5989186763763,200.0,1.0,292,[-0.047 -0.05   0.015  0.42   0.715  0.999 -0.136  0.118  0.018],-12.281792640686035,0.14181876663445622,1.098575472831726,0.14181876663445622,7.443811893463135,1.0,-89.48876,29200,-86.6020278930664
5860000,1.0,0.48540169172555064,1.52587890625e-05,-86.60204315185547,0.99,41.023193359375,-86.6020278930664,100,-200.0,,-60.52611541748047,3338.83855676651,200.0,1.0,293,[-0.103  0.015  0.007  0.42   0.715  0.999 -0.037  0.002  0.035],-42.03676986694336,0.48540169172555064,1.0879430770874023,0.48540169172555064,2.437645435333252,1.0,-89.48876,29300,-86.6020278930664
5880000,1.0,0.06662107039962355,1.52587890625e-05,-86.60204315185547,0.99,7.988584995269775,-86.6020278930664,100,-200.0,,-13.928609848022461,3356.3561341762543,200.0,1.0,294,[-0.17   0.08   0.009  0.416  0.72   0.997  0.104 -0.12   0.017],-5.769519805908203,0.06662107039962355,1.0976279973983765,0.06662107039962355,12.517861366271973,1.0,-89.48876,29400,-86.6020278930664
5900000,1.0,0.3976090230363221,1.52587890625e-05,-86.60204315185547,0.99,17.089847564697266,-86.6020278930664,100,-200.0,,-46.367469787597656,3373.3787083625793,200.0,1.0,295,[-0.114  0.029  0.005  0.416  0.72   0.997  0.005 -0.026  0.021],-34.433746337890625,0.3976090230363221,1.095621943473816,0.3976090230363221,5.85142707824707,1.0,-89.48876,29500,-86.6020278930664
5920000,1.0,0.19720939461152565,1.52587890625e-05,-86.60204315185547,0.99,17.991044998168945,-86.6020278930664,100,-200.0,,-29.323062896728516,3391.3547537326813,200.0,1.0,296,[-0.044 -0.024 -0.013  0.418  0.719  0.997 -0.117  0.08   0.037],-17.078733444213867,0.19720939461152565,1.0977476835250854,0.19720939461152565,5.558320999145508,1.0,-89.48876,29600,-86.6020278930664
5940000,1.0,0.30914917725320307,1.52587890625e-05,-86.60204315185547,0.99,17.227766036987305,-86.6020278930664,100,-200.0,,-38.75472640991211,3407.6067712306976,200.0,1.0,297,[-0.102  0.024 -0.003  0.419  0.719  0.996  0.014 -0.018  0.004],-26.772945404052734,0.30914917725320307,1.0948810577392578,0.30914917725320307,5.8045830726623535,1.0,-89.48876,29700,-86.6020278930664
5960000,1.0,0.20213366711549144,1.52587890625e-05,-86.60204315185547,0.99,13.90871810913086,-86.6020278930664,100,-200.0,,-28.271087646484375,3426.094869375229,200.0,1.0,298,[-0.019 -0.005 -0.057  0.42   0.717  0.997 -0.117  0.052  0.064],-17.505186080932617,0.20213366711549144,1.0982794761657715,0.20213366711549144,7.189735412597656,1.0,-89.48876,29800,-86.6020278930664
5980000,1.0,0.31820153492603215,1.52587890625e-05,-86.60204315185547,0.99,24.48276138305664,-86.6020278930664,100,-200.0,,-41.840476989746094,3443.0192148685455,200.0,1.0,299,[-8.349e-02  2.210e-02 -1.968e-02  4.195e-01  7.167e-01  9.972e-01
  1.011e-02 -5.450e-04 -9.623e-03],-27.55689811706543,0.31820153492603215,1.0935604572296143,0.31820153492603215,4.084506511688232,1.0,-89.48876,29900,-86.6020278930664
6000000,1.0,0.13487963881312845,1.52587890625e-05,-86.60204315185547,0.99,12.038552284240723,-86.6020278930664,100,-200.0,,-21.696842193603516,3460.846910715103,200.0,1.0,300,[-0.016 -0.015 -0.051  0.42   0.717  0.997 -0.14   0.082  0.058],-11.6808500289917,0.13487963881312845,1.0986213684082031,0.13487963881312845,8.306646347045898,1.0,-89.48876,30000,-86.6020278930664
6020000,1.0,0.6672806839186479,1.52587890625e-05,-86.60204315185547,0.99,23.451814651489258,-86.6020278930664,100,-200.0,,-71.76747131347656,3478.4562482833862,200.0,1.0,301,[-0.077  0.02  -0.023  0.42   0.717  0.997 -0.015  0.017 -0.002],-57.78786087036133,0.6672806839186479,1.091036081314087,0.6672806839186479,4.264062404632568,1.0,-89.48876,30100,-86.6020278930664
6040000,1.0,0.1216412464378617,1.52587890625e-05,-86.60204315185547,0.99,14.117093086242676,-86.6020278930664,100,-200.0,,-21.380624771118164,3496.8137311935425,200.0,1.0,302,[-0.117 -0.038  0.074  0.43   0.709  0.995 -0.057  0.149 -0.091],-10.534379005432129,0.1216412464378617,1.098592758178711,0.1216412464378617,7.083611488342285,1.0,-89.48876,30200,-86.6020278930664
6060000,1.0,0.4778048548576922,1.52587890625e-05,-86.60204315185547,0.99,28.649003982543945,-86.6020278930664,100,-200.0,,-56.83005142211914,3511.5468244552612,200.0,1.0,303,[-0.125  0.025  0.019  0.43   0.709  0.994 -0.041  0.032  0.009],-41.37887191772461,0.4778048548576922,1.091060757637024,0.4778048548576922,3.490522861480713,1.0,-89.48876,30300,-86.6020278930664
6080000,1.0,0.08505089904366941,1.52587890625e-05,-86.60204315185547,0.99,9.22729778289795,-86.6020278930664,100,-200.0,,-16.134458541870117,3529.60693025589,200.0,1.0,304,[-0.047 -0.001 -0.033  0.43   0.707  0.996 -0.184  0.067  0.117],-7.365580081939697,0.08505089904366941,1.0979236364364624,0.08505089904366941,10.837409019470215,1.0,-89.48876,30400,-86.6020278930664
6100000,1.0,0.39275587031691334,1.52587890625e-05,-86.60204315185547,0.99,16.299219131469727,-86.6020278930664,100,-200.0,,-45.66786193847656,3544.28276181221,200.0,1.0,305,[-0.102  0.002  0.018  0.431  0.707  0.996 -0.077  0.059  0.017],-34.01345443725586,0.39275587031691334,1.0947084426879883,0.39275587031691334,6.135263442993164,1.0,-89.48876,30500,-86.6020278930664
6120000,1.0,0.1394818292692712,1.52587890625e-05,-86.60204315185547,0.99,10.721440315246582,-86.6020278930664,100,-200.0,,-21.531620025634766,3562.448388814926,200.0,1.0,306,[-0.133  0.067 -0.016  0.432  0.707  0.995  0.012 -0.078  0.066],-12.0794095993042,0.1394818292692712,1.0984878540039062,0.1394818292692712,9.327104568481445,1.0,-89.48876,30600,-86.6020278930664
6140000,1.0,0.6190031253434726,1.52587890625e-05,-86.60204315185547,0.99,14.892226219177246,-86.6020278930664,100,-200.0,,-64.74696350097656,3577.8108818531036,200.0,1.0,307,[-9.061e-02  2.058e-04  9.335e-03  4.318e-01  7.069e-01  9.947e-01
 -5.831e-02  3.892e-02  1.933e-02],-53.60692596435547,0.6190031253434726,1.093981146812439,0.6190031253434726,6.7149128913879395,1.0,-89.48876,30700,-86.6020278930664
6160000,1.0,0.15656331683488844,1.52587890625e-05,-86.60204315185547,0.99,13.130097389221191,-86.6020278930664,100,-200.0,,-24.0189208984375,3593.594961166382,200.0,1.0,308,[-0.179  0.109 -0.011  0.429  0.703  1.001  0.033 -0.055  0.022],-13.558700561523438,0.15656331683488844,1.0984748601913452,0.15656331683488844,7.616089820861816,1.0,-89.48876,30800,-86.6020278930664
6180000,1.0,0.4281427201637202,1.52587890625e-05,-86.60204315185547,0.99,35.2983512878418,-86.6020278930664,100,-200.0,,-54.22881317138672,3609.76126909256,200.0,1.0,309,[-0.115  0.051 -0.017  0.429  0.703  1.001 -0.077  0.051  0.026],-37.07802963256836,0.4281427201637202,1.0920660495758057,0.4281427201637202,2.832993507385254,1.0,-89.48876,30900,-86.6020278930664
6200000,1.0,0.12902569256020652,1.52587890625e-05,-86.60204315185547,0.99,11.924808502197266,-86.6020278930664,100,-200.0,,-21.14244842529297,3626.3370039463043,200.0,1.0,310,[-0.204  0.055  0.069  0.431  0.702  1.     0.036  0.065 -0.101],-11.173887252807617,0.12902569256020652,1.098612666130066,0.12902569256020652,8.385878562927246,1.0,-89.48876,31000,-86.6020278930664
6220000,1.0,0.4856355608664326,1.52587890625e-05,-86.60204315185547,0.99,33.525611877441406,-86.6020278930664,100,-200.0,,-58.77159118652344,3644.0828759670258,200.0,1.0,311,[-0.134  0.04   0.012  0.429  0.704  1.001 -0.058  0.049  0.009],-42.05702209472656,0.4856355608664326,1.0909119844436646,0.4856355608664326,2.9827942848205566,1.0,-89.48876,31100,-86.6020278930664
6240000,1.0,0.07278489011456894,1.52587890625e-05,-86.60204315185547,0.99,6.902504920959473,-86.6020278930664,100,-200.0,,-13.887526512145996,3660.3148119449615,200.0,1.0,312,[-0.144  0.107 -0.044  0.428  0.702  1.003 -0.044 -0.091  0.134],-6.303319454193115,0.07278489011456894,1.0981106758117676,0.07278489011456894,14.487494468688965,1.0,-89.48876,31200,-86.6020278930664
6260000,1.0,0.5347792315560663,1.52587890625e-05,-86.60204315185547,0.99,32.41984939575195,-86.6020278930664,100,-200.0,,-62.74958038330078,3678.11518406868,200.0,1.0,313,[-0.147  0.061  0.005  0.428  0.702  1.004 -0.037  0.002  0.035],-46.31296920776367,0.5347792315560663,1.093191385269165,0.5347792315560663,3.0845301151275635,1.0,-89.48876,31300,-86.6020278930664
6280000,1.0,0.09955667617505073,1.52587890625e-05,-86.60204315185547,0.99,8.422364234924316,-86.6020278930664,100,-200.0,,-16.99949073791504,3696.4948828220367,200.0,1.0,314,[-0.123 -0.024  0.066  0.427  0.703  1.004 -0.054  0.131 -0.076],-8.621809959411621,0.09955667617505073,1.0985773801803589,0.09955667617505073,11.873150825500488,1.0,-89.48876,31400,-86.6020278930664
6300000,1.0,0.42890559740249384,1.52587890625e-05,-86.60204315185547,0.99,33.54019546508789,-86.6020278930664,100,-200.0,,-53.862300872802734,3715.250899553299,200.0,1.0,315,[-0.131  0.03   0.02   0.427  0.703  1.004 -0.039  0.024  0.015],-37.14409637451172,0.42890559740249384,1.0902210474014282,0.42890559740249384,2.981497287750244,1.0,-89.48876,31500,-86.6020278930664
6320000,1.0,0.07420495860889627,1.52587890625e-05,-86.60204315185547,0.99,7.739871025085449,-86.6020278930664,100,-200.0,,-14.457374572753906,3733.7367770671844,200.0,1.0,316,[-0.112  0.091 -0.06   0.427  0.703  1.003 -0.067 -0.082  0.149],-6.426300048828125,0.07420495860889627,1.0983190536499023,0.07420495860889627,12.920111656188965,1.0,-89.48876,31600,-86.6020278930664
6340000,1.0,0.29192091918404584,1.52587890625e-05,-86.60204315185547,0.99,30.786781311035156,-86.6020278930664,100,-200.0,,-41.29823303222656,3750.7341022491455,200.0,1.0,317,[-0.121  0.048 -0.008  0.427  0.704  1.003 -0.044  0.004  0.04 ],-25.28094482421875,0.29192091918404584,1.089808702468872,0.29192091918404584,3.2481472492218018,1.0,-89.48876,31700,-86.6020278930664
