EmpiricalD2,MinIW,StdIW,InitialReturnStd,ReturnStepMax,MeanEntropy,EpisodesSoFar,EpRewMean,ESSClassic,MeanIWNorm,InitialReturnMin,EpLenMean,MaxIWNorm,InitialBound,TimestepsSoFar,TimeElapsed,ESSRenyi,MinIWNorm,ReturnStepMaxmin,Iteration,InitialReturnMax,ReturnMeanIW,InitialReturnMean,J_sample_variance,MeanIW,EpThisIter,Weights,Bound,StdIWNorm,MaxIW
7.0369787,0.010558846,1.6492403,1.3880132,1.9071648,1.3769997,100,-68.70691528196632,16.710869,0.0073873606,-17.334892,500.0,0.13191034,-13.901245,50000,12.904975175857544,14.210644,0.000105588464,1.9071648,1,-10.6689005,-9.000759,-13.323416,378.64435,0.7387361,100,[ 0.956 -1.354  0.   ],-10.533586,0.016492404,13.191034
20.344019,0.001984203,1.3774474,1.0896804,2.4132595,1.3201156,200,-62.009655383144064,16.456453,0.0061134547,-15.630032,500.0,0.083236255,-12.71626,100000,36.30768656730652,4.9154496,1.984203e-05,2.4132595,2,-9.617636,-7.168149,-12.195259,264.08002,0.61134547,100,[ 0.913 -1.355 -0.042],-9.51809,0.013774473,8.323626
