InitialReturnMean,EpLenMean,ESSRenyi,MaxIW,ReturnMeanIW,Bound,InitialBound,EpRewMean,Weights,InitialReturnMax,InitialReturnStd,MaxIWNorm,MeanEntropy,Iteration,MinIW,ESSClassic,MeanIW,J_sample_variance,MeanIWNorm,StdIW,ReturnStepMaxmin,EpThisIter,EmpiricalD2,EpisodesSoFar,StdIWNorm,TimeElapsed,ReturnStepMax,InitialReturnMin,TimestepsSoFar,MinIWNorm
-2.4640305,500.0,100.0,1.0,-2.4640305,-2.5737057,-2.5737057,-12.569564523962145,[ 0.235 -1.354 -0.723],-2.0099254,0.23490699,0.01,0.69593734,75,1.0,100.0,1.0,0.05573868,0.010000002,,0.50006187,100,1.0,7500,1.8626451e-09,912.6582713127136,0.50006187,-3.2902567,3750000,0.01
-2.4787486,500.0,100.0,1.0,-2.4787483,-2.5876117,-2.5876117,-12.572278566271846,[ 0.235 -1.354 -0.723],-1.8327816,0.25393602,0.01,0.69593734,76,1.0,100.0,1.0,0.065134846,0.010000002,,0.5821207,100,1.0,7600,1.8626451e-09,923.9656748771667,0.5821207,-3.2659028,3800000,0.01
-2.4711719,500.0,4.926338,6.1357136,-1.3191617,-1.779664,-2.5733817,-12.496377961132055,[ 0.235 -1.354 -0.723],-1.6648662,0.2460337,0.061357133,0.7469849,77,0.007139882,23.989346,0.505657,5.616815,0.0050565707,0.9000861,0.49737528,100,20.299053,7700,0.009000861,935.7683756351471,0.49737528,-3.0663044,3850000,7.139882e-05
-2.7641418,500.0,5.129671,6.7784395,-1.7687557,-2.3189635,-2.888757,-13.952872998498185,[ 0.248 -1.354 -0.672],-2.133635,0.32353672,0.06778439,0.74023956,78,0.00074157293,24.18655,0.6759372,9.128521,0.006759371,1.1967201,0.6921406,100,19.494427,7800,0.0119672,947.9001731872559,0.6921406,-3.7384605,3900000,7.415729e-06
-2.6383965,500.0,5.365556,3.6311212,-1.567913,-2.0354483,-2.746695,-13.250262215294935,[ 0.178 -1.354 -0.679],-2.063716,0.26399755,0.03631121,0.7887387,79,0.014743432,31.247694,0.5595778,6.058595,0.005595778,0.83003265,0.46111062,100,18.637398,7900,0.008300327,959.4796674251556,0.46111062,-3.248949,3950000,0.00014743432
-2.923532,500.0,6.7460294,9.426317,-1.8607712,-2.310783,-3.0404143,-14.653706519844555,[ 0.156 -1.353 -0.63 ],-2.093329,0.28301507,0.09426317,0.739155,80,0.00055179175,15.087869,0.68671495,18.517584,0.006867149,1.6290985,0.6870027,100,14.823535,8000,0.016290987,971.9545011520386,0.6870027,-3.5064616,4000000,5.5179175e-06
-2.6223109,500.0,5.4922023,9.167799,-1.6636401,-2.2016628,-2.7483985,-13.305749613546885,[ 0.186 -1.353 -0.68 ],-1.8912871,0.28523955,0.091677986,0.69715226,81,0.00018456067,19.449684,0.67274773,10.677062,0.0067274775,1.3690825,0.49250048,100,18.207632,8100,0.013690824,984.634072303772,0.49250048,-3.7826402,4050000,1.8456067e-06
-2.5206022,500.0,3.9428983,7.1752224,-1.2310936,-1.786845,-2.6309562,-12.748534433564956,[ 0.234 -1.354 -0.722],-1.8763776,0.25147125,0.07175222,0.65524906,82,0.00025483294,18.329554,0.53746843,5.861142,0.0053746835,1.134513,0.51873535,100,25.362055,8200,0.011345129,996.1179487705231,0.51873535,-3.3106217,4100000,2.5483293e-06
-2.256066,500.0,6.0161853,9.79673,-1.3762848,-1.7636286,-2.3510733,-11.439649361481042,[ 0.183 -1.353 -0.764],-1.8485857,0.21267809,0.0979673,0.6054439,83,0.0024108388,15.727911,0.63930136,9.550336,0.006393013,1.4798304,0.52078223,100,16.621828,8300,0.014798303,1008.3056700229645,0.52078223,-2.8502202,4150000,2.4108387e-05
-2.0665858,500.0,100.0,1.0,-2.0665855,-2.1566162,-2.1566162,-10.454152784826993,[ 0.212 -1.353 -0.814],-1.643373,0.22509235,0.01,0.6054439,84,1.0,100.0,1.0,0.051178344,0.010000002,,0.4197343,100,1.0,8400,1.8626451e-09,1019.6802663803101,0.4197343,-2.7009192,4200000,0.01
-2.0621624,500.0,86.055595,3.216541,-2.0031133,-2.0991604,-2.1512616,-10.524806514282572,[ 0.212 -1.353 -0.814],-1.5513947,0.22603106,0.032165408,0.59361684,85,0.31689954,82.671814,1.0032762,0.5856153,0.010032762,0.45932302,0.36388287,100,1.1620395,8500,0.0045932303,1030.2942683696747,0.36388287,-2.6729774,4250000,0.0031689953
-2.0496953,500.0,4.037647,2.5141,-0.5501286,-0.9862552,-2.13733,-10.469501346056484,[ 0.216 -1.353 -0.825],-1.6490408,0.20161667,0.025141,0.5346605,86,0.0015186449,28.354826,0.2887742,0.7308312,0.002887742,0.45902705,0.40318644,100,24.766901,8600,0.0045902706,1041.558723449707,0.40318644,-2.629045,4300000,1.5186448e-05
-1.8222232,500.0,80.12683,3.9861624,-1.734797,-1.816351,-1.8952254,-9.22510328284999,[ 0.204 -1.353 -0.884],-1.3486624,0.17993043,0.039861623,0.5195311,87,0.20285872,73.30729,0.98267883,0.867128,0.009826789,0.5929724,0.37817553,100,1.2480214,8700,0.005929724,1054.331309556961,0.37817553,-2.1900597,4350000,0.002028587
-1.7540509,500.0,12.786069,11.257446,-1.1974732,-1.4097378,-1.8299515,-9.028999271662522,[ 0.204 -1.353 -0.899],-1.3696092,0.16492401,0.11257446,0.48436674,88,0.0047848145,17.673899,0.74016553,6.3596697,0.007401656,1.5974654,0.31854108,100,7.821012,8800,0.015974654,1066.3027272224426,0.31854108,-2.2770226,4400000,4.7848145e-05
-1.6216993,500.0,4.120039,6.2595024,-0.88110197,-1.215311,-1.6895368,-8.199834639893277,[ 0.172 -1.353 -0.935],-1.2927468,0.15290847,0.062595025,0.43198997,89,0.0023748174,21.078207,0.575438,2.8850532,0.00575438,1.1134744,0.31560382,100,24.271616,8900,0.011134744,1077.6554026603699,0.31560382,-2.035121,4450000,2.3748173e-05
-1.4262553,500.0,100.0,1.0,-1.4262552,-1.4858052,-1.4858052,-7.243360843607217,[ 0.143 -1.353 -0.987],-1.1262499,0.13210268,0.01,0.43198997,90,1.0,100.0,1.0,0.017627394,0.010000002,,0.26981115,100,1.0,9000,1.8626451e-09,1089.5170681476593,0.26981115,-1.786497,4500000,0.01
-1.4440783,500.0,3.0223181,5.277721,-0.6493902,-0.998685,-1.5048025,-7.248122082758807,[ 0.143 -1.353 -0.987],-1.0619217,0.14325887,0.05277721,0.3889577,91,0.0008020912,18.651688,0.46240714,1.8828253,0.0046240715,0.9656945,0.25118774,100,33.087185,9100,0.009656944,1101.2380073070526,0.25118774,-1.8217274,4550000,8.020912e-06
-1.3853917,500.0,3.187546,3.6844394,-0.47959217,-0.81597024,-1.4454477,-6.952993473167293,[ 0.186 -1.353 -1.03 ],-1.0665538,0.13978957,0.036844395,0.3276215,92,0.0008072442,25.485838,0.36751953,0.65185887,0.003675195,0.62842053,0.25795275,100,31.372097,9200,0.0062842052,1113.22682762146,0.25795275,-1.8016778,4600000,8.072442e-06
-1.2058289,500.0,70.175964,3.6371963,-1.1310498,-1.1941118,-1.2586564,-6.138327407026671,[ 0.177 -1.353 -1.091],-0.8840458,0.12797691,0.03637196,0.31913903,93,0.107207984,67.24341,0.97126985,0.5436146,0.009712699,0.67789793,0.23741351,100,1.4249893,9300,0.0067789787,1124.5158915519714,0.23741351,-1.5848324,4650000,0.0010720798
-1.1714444,500.0,100.0,1.0000916,-1.1714004,-1.2203233,-1.2203673,-5.963713092776799,[ 0.162 -1.353 -1.1  ],-0.8624512,0.11308252,0.010000915,0.31913903,94,0.9998418,99.99997,0.9999655,0.012907163,0.009999655,5.015151e-05,0.20248882,100,1.0,9400,5.0148884e-07,1135.7490231990814,0.20248882,-1.4676871,4700000,0.009998417
-1.1919698,500.0,100.0,1.0,-1.1919696,-1.2398012,-1.2398012,-5.962956084514758,[ 0.162 -1.353 -1.1  ],-0.96578455,0.11012954,0.01,0.31913903,95,1.0,100.0,1.0,0.012251025,0.010000002,,0.20595707,100,1.0,9500,1.8626451e-09,1146.160807132721,0.20595707,-1.4349452,4750000,0.01
-1.1762831,500.0,3.6001058,3.8268635,-0.5587843,-0.82043445,-1.2259284,-5.8787152861731276,[ 0.162 -1.353 -1.1  ],-0.89274365,0.12102594,0.038268633,0.3239246,96,0.0010482643,31.145899,0.4580156,0.72716224,0.0045801564,0.6809963,0.2180477,100,27.776962,9600,0.006809963,1156.9280889034271,0.2180477,-1.4893607,4800000,1.0482643e-05
-1.2456878,500.0,100.0,1.0,-1.2456878,-1.2996042,-1.2996042,-6.252166545870601,[ 0.211 -1.352 -1.095],-0.9254191,0.13621418,0.01,0.3239246,97,1.0,100.0,1.0,0.018741718,0.010000002,,0.21320604,100,1.0,9700,1.8626451e-09,1167.9471933841705,0.21320604,-1.6174898,4850000,0.01
-1.2362854,500.0,100.0,1.0,-1.2362856,-1.2862444,-1.2862444,-6.251472965128064,[ 0.211 -1.352 -1.095],-0.94375026,0.12306199,0.01,0.3239246,98,1.0,100.0,1.0,0.015297228,0.010000002,,0.22772409,100,1.0,9800,1.8626451e-09,1178.3588836193085,0.22772409,-1.4987631,4900000,0.01
-1.231539,500.0,100.0,1.0,-1.2315388,-1.2807081,-1.2807081,-6.212424278559341,[ 0.211 -1.352 -1.095],-0.9275313,0.12061062,0.01,0.3239246,99,1.0,100.0,1.0,0.014693859,0.010000002,,0.22835614,100,1.0,9900,1.8626451e-09,1188.7329058647156,0.22835614,-1.4750805,4950000,0.01
-1.260897,500.0,21.133526,8.413662,-0.91384,-1.0608717,-1.3284892,-6.3260991457038305,[ 0.211 -1.352 -1.095],-0.98045886,0.14098091,0.08413662,0.283709,100,0.010675605,29.564774,0.77218854,1.8245138,0.0077218856,1.1918758,0.27829024,100,4.731818,10000,0.011918758,1199.3733999729156,0.27829024,-2.0277686,5000000,0.00010675605
-1.1706578,500.0,100.0,1.0,-1.1706576,-1.2187847,-1.2187847,-5.807027394530218,[ 0.204 -1.352 -1.135],-0.92876613,0.113964126,0.01,0.283709,101,1.0,100.0,1.0,0.013119012,0.010000002,,0.182852,100,1.0,10100,1.8626451e-09,1212.4124999046326,0.182852,-1.4438119,5050000,0.01
-1.1434584,500.0,100.0,1.0000024,-1.1434577,-1.1934272,-1.1934279,-5.81810459156143,[ 0.204 -1.352 -1.135],-0.78201556,0.12806837,0.010000024,0.283709,102,0.99999565,100.0,0.9999992,0.016567096,0.009999993,1.471933e-06,0.24467064,100,1.0,10200,1.4792792e-08,1224.8441014289856,0.24467064,-1.4990863,5100000,0.009999956
-1.162085,500.0,100.0,1.0,-1.162085,-1.2122126,-1.2122126,-5.805915481409037,[ 0.204 -1.352 -1.135],-0.80475533,0.121664904,0.01,0.283709,103,1.0,100.0,1.0,0.014951869,0.010000002,,0.26422277,100,1.0,10300,1.8626451e-09,1235.687730550766,0.26422277,-1.5038234,5150000,0.01
-1.1471393,500.0,100.0,1.0,-1.1471393,-1.196025,-1.196025,-5.770003388334864,[ 0.204 -1.352 -1.135],-0.8705249,0.12037645,0.01,0.283709,104,1.0,100.0,1.0,0.014636859,0.010000002,,0.1984671,100,1.0,10400,1.8626451e-09,1247.4840061664581,0.1984671,-1.4665693,5200000,0.01
-1.1497993,500.0,100.0,1.0,-1.1497993,-1.1991045,-1.1991045,-5.820860454027659,[ 0.204 -1.352 -1.135],-0.9272257,0.11160725,0.01,0.283709,105,1.0,100.0,1.0,0.012581999,0.010000002,,0.23442377,100,1.0,10500,1.8626451e-09,1258.2104761600494,0.23442377,-1.4791565,5250000,0.01
-1.1625557,500.0,100.0,1.0,-1.1625557,-1.2100235,-1.2100235,-5.83726244233208,[ 0.204 -1.352 -1.135],-0.9022188,0.108213335,0.01,0.283709,106,1.0,100.0,1.0,0.01182841,0.010000002,,0.23938775,100,1.0,10600,1.8626451e-09,1269.1142573356628,0.23938775,-1.424034,5300000,0.01
-1.1529198,500.0,99.999985,1.0012436,-1.1528882,-1.2022647,-1.2022963,-5.7949443629901065,[ 0.204 -1.352 -1.135],-0.8906195,0.1175844,0.010012436,0.28370818,107,0.9990534,99.99998,0.9999722,0.013963066,0.009999721,0.00047623055,0.19598627,100,1.0000001,10700,4.7623125e-06,1280.3683907985687,0.19598627,-1.4812948,5350000,0.009990534
-1.1450546,500.0,100.0,1.0,-1.1450545,-1.1921138,-1.1921138,-5.80301478173138,[ 0.204 -1.352 -1.135],-0.92164636,0.09734424,0.01,0.28370818,108,1.0,100.0,1.0,0.009571617,0.010000002,,0.21219894,100,1.0,10800,1.8626451e-09,1291.3887226581573,0.21219894,-1.4117789,5400000,0.01
-1.1476902,500.0,100.0,1.0,-1.1476902,-1.1971523,-1.1971523,-5.7820672763371705,[ 0.204 -1.352 -1.135],-0.8713654,0.11613612,0.01,0.28370818,109,1.0,100.0,1.0,0.013623836,0.010000002,,0.20944194,100,1.0,10900,1.8626451e-09,1301.9620542526245,0.20944194,-1.4838607,5450000,0.01
-1.1525071,500.0,100.0,1.0,-1.152507,-1.1998594,-1.1998594,-5.779152805547177,[ 0.204 -1.352 -1.135],-0.9651246,0.10170912,0.01,0.28370818,110,1.0,100.0,1.0,0.010449238,0.010000002,,0.20441169,100,1.0,11000,1.8626451e-09,1312.9070172309875,0.20441169,-1.4205745,5500000,0.01
-1.1352892,500.0,100.0,1.0,-1.135289,-1.1864233,-1.1864233,-5.779017811437248,[ 0.204 -1.352 -1.135],-0.8936293,0.11461481,0.01,0.28370818,111,1.0,100.0,1.0,0.013269245,0.010000002,,0.24377789,100,1.0,11100,1.8626451e-09,1323.3082456588745,0.24377789,-1.534032,5550000,0.01
-1.1487775,500.0,100.0,1.0,-1.1487775,-1.1978098,-1.1978098,-5.757571650066527,[ 0.204 -1.352 -1.135],-0.8853754,0.11596765,0.01,0.28370818,112,1.0,100.0,1.0,0.01358434,0.010000002,,0.24511114,100,1.0,11200,1.8626451e-09,1335.4323251247406,0.24511114,-1.4709697,5600000,0.01
-1.1535594,500.0,100.0,1.0000058,-1.153559,-1.2037474,-1.2037479,-5.793708005641596,[ 0.204 -1.352 -1.135],-0.8941675,0.108435154,0.010000058,0.28370818,113,0.9999919,100.000015,0.9999997,0.011876956,0.009999996,2.9707521e-06,0.28052637,100,1.0,11300,2.9753387e-08,1345.7855341434479,0.28052637,-1.5056527,5650000,0.009999919
-1.144314,500.0,4.400477,8.905802,-0.7077055,-0.9279463,-1.1905146,-5.846374325776108,[ 0.204 -1.352 -1.135],-0.8647923,0.10686953,0.08905802,0.2485955,114,0.0006413441,20.61517,0.66366714,2.041844,0.006636672,1.3023438,0.18884817,100,22.72481,11400,0.013023439,1357.1970372200012,0.18884817,-1.3860183,5700000,6.413441e-06
-1.0458685,500.0,100.0,1.0,-1.0458685,-1.0912602,-1.0912602,-5.228337326777418,[ 0.167 -1.352 -1.17 ],-0.7549585,0.10606352,0.01,0.2485955,115,1.0,100.0,1.0,0.011363102,0.010000002,,0.18814139,100,1.0,11500,1.8626451e-09,1368.7208256721497,0.18814139,-1.36175,5750000,0.01
-1.0484495,500.0,8.62798,3.8513865,-0.5197482,-0.6668638,-1.0916624,-5.261797681643339,[ 0.167 -1.352 -1.17 ],-0.86753213,0.09507626,0.038513865,0.24365748,116,0.002423788,35.439636,0.51545095,0.48847365,0.0051545096,0.6957059,0.27588764,100,11.590198,11600,0.0069570583,1379.0824534893036,0.27588764,-1.2963862,5800000,2.423788e-05
-0.9975951,500.0,100.0,1.0,-0.99759495,-1.0394788,-1.0394788,-5.017579211637938,[ 0.127 -1.352 -1.175],-0.7051283,0.10539273,0.01,0.24365748,117,1.0,100.0,1.0,0.0112198265,0.010000002,,0.18317154,100,1.0,11700,1.8626451e-09,1390.974169254303,0.18317154,-1.2565159,5850000,0.01
-0.9923404,500.0,100.0,1.0,-0.9923403,-1.0347958,-1.0347958,-4.969481882413731,[ 0.127 -1.352 -1.175],-0.7645432,0.11100646,0.01,0.24365748,118,1.0,100.0,1.0,0.012446905,0.010000002,,0.16659972,100,1.0,11800,1.8626451e-09,1401.868973493576,0.16659972,-1.2736614,5900000,0.01
-1.0154333,500.0,10.748595,7.9667215,-0.6108856,-0.74173963,-1.0583339,-5.037215495169609,[ 0.127 -1.352 -1.175],-0.79666334,0.10864943,0.07966721,0.19482936,119,0.005266871,25.444933,0.6442759,1.0396818,0.006442759,1.102833,0.206715,100,9.303541,11900,0.011028331,1413.3126511573792,0.206715,-1.2870167,5950000,5.2668707e-05
-0.8992595,500.0,100.0,1.0,-0.89925945,-0.93920153,-0.93920153,-4.512416431252221,[ 0.121 -1.352 -1.224],-0.6784284,0.08726415,0.01,0.19482936,120,1.0,100.0,1.0,0.007691952,0.010000002,,0.1560657,100,1.0,12000,1.8626451e-09,1424.8182246685028,0.1560657,-1.198262,6000000,0.01
-0.910548,500.0,100.0,1.0003002,-0.9105191,-0.9488603,-0.948889,-4.567917261062928,[ 0.121 -1.352 -1.224],-0.6547018,0.0918158,0.010003001,0.19482914,121,0.9996628,100.000015,0.99997497,0.0085044755,0.009999748,0.0001239411,0.18311156,100,1.0,12100,1.2394053e-06,1436.0774965286255,0.18311156,-1.1502345,6050000,0.009996628
-0.8989866,500.0,100.0,1.0,-0.89898664,-0.9370875,-0.9370875,-4.545383760533294,[ 0.121 -1.352 -1.224],-0.7226053,0.09467336,0.01,0.19482914,122,1.0,100.0,1.0,0.00905358,0.010000002,,0.20584032,100,1.0,12200,1.8626451e-09,1446.656248807907,0.20584032,-1.1430254,6100000,0.01
-0.9172902,500.0,99.98811,1.0007892,-0.91721725,-0.95478255,-0.9548533,-4.57145275653611,[ 0.121 -1.352 -1.224],-0.677027,0.08952982,0.010007892,0.1948246,123,0.9989508,99.99997,0.99993914,0.008064613,0.009999393,0.00037631998,0.16518016,100,1.0001189,12300,3.763181e-06,1456.8703286647797,0.16518016,-1.1268921,6150000,0.0099895075
-0.8984681,500.0,100.01189,1.0002295,-0.8984517,-0.9419519,-0.9419708,-4.5704418205236825,[ 0.121 -1.352 -1.224],-0.6940376,0.099804014,0.010002295,0.19482453,124,0.99972427,100.0,0.9999881,0.0100499205,0.009999881,0.00010371755,0.16479799,100,0.99988115,12400,1.0371626e-06,1469.1660296916962,0.16479799,-1.305083,6200000,0.009997242
-0.90285957,500.0,7.226785,5.397332,-0.41484588,-0.5608123,-0.94209915,-4.58892988455018,[ 0.121 -1.352 -1.224],-0.72503936,0.0904355,0.05397332,0.140878,125,0.0012038082,23.557005,0.49091628,0.53582656,0.0049091633,0.8843339,0.20250314,100,13.837412,12500,0.008843339,1479.5749084949493,0.20250314,-1.1771907,6250000,1.2038082e-05
-0.8276619,500.0,100.0,1.0,-0.82766175,-0.86723566,-0.86723566,-4.106026632372975,[ 0.121 -1.352 -1.278],-0.6461947,0.09783757,0.01,0.140878,126,1.0,100.0,1.0,0.009668877,0.010000002,,0.14456421,100,1.0,12600,1.8626451e-09,1491.026861190796,0.14456421,-1.1872168,6300000,0.01
-0.81025374,500.0,100.0,1.0,-0.8102536,-0.8434649,-0.8434649,-4.117334115196895,[ 0.121 -1.352 -1.278],-0.6294618,0.079162195,0.01,0.140878,127,1.0,100.0,1.0,0.006329953,0.010000002,,0.1378596,100,1.0,12700,1.8626451e-09,1503.044581413269,0.1378596,-0.996338,6350000,0.01
-0.8242526,500.0,100.0,1.0,-0.8242526,-0.858843,-0.858843,-4.122105603648381,[ 0.121 -1.352 -1.278],-0.6350509,0.07726796,0.01,0.140878,128,1.0,100.0,1.0,0.006030644,0.010000002,,0.14620943,100,1.0,12800,1.8626451e-09,1513.1886758804321,0.14620943,-1.0377121,6400000,0.01
-0.8080164,500.0,100.0,1.0,-0.80801636,-0.843563,-0.843563,-4.090631054489285,[ 0.121 -1.352 -1.278],-0.6235036,0.092708744,0.01,0.140878,129,1.0,100.0,1.0,0.0086817285,0.010000002,,0.13856804,100,1.0,12900,1.8626451e-09,1523.8834075927734,0.13856804,-1.0664,6450000,0.01
-0.81356156,500.0,100.0,1.0,-0.81356144,-0.84571445,-0.84571445,-4.080462573599919,[ 0.121 -1.352 -1.278],-0.60876405,0.07135894,0.01,0.140878,130,1.0,100.0,1.0,0.0051435335,0.010000002,,0.13496272,100,1.0,13000,1.8626451e-09,1534.9091181755066,0.13496272,-0.9645896,6500000,0.01
-0.8161218,500.0,100.0,1.0,-0.8161218,-0.8496066,-0.8496066,-4.113519388753917,[ 0.121 -1.352 -1.278],-0.5904141,0.08193581,0.01,0.140878,131,1.0,100.0,1.0,0.00678129,0.010000002,,0.15278423,100,1.0,13100,1.8626451e-09,1545.5228462219238,0.15278423,-1.0045421,6550000,0.01
-0.8062733,500.0,100.0,1.0,-0.8062732,-0.83957136,-0.83957136,-4.094316012384903,[ 0.121 -1.352 -1.278],-0.6102114,0.07491879,0.01,0.140878,132,1.0,100.0,1.0,0.0056695202,0.010000002,,0.17128482,100,1.0,13200,1.8626451e-09,1556.124168395996,0.17128482,-0.9989438,6600000,0.01
-0.801943,500.0,100.0,1.0,-0.8019429,-0.83526903,-0.83526903,-4.076465775075546,[ 0.121 -1.352 -1.278],-0.5738994,0.080625795,0.01,0.140878,133,1.0,100.0,1.0,0.00656618,0.010000002,,0.14303176,100,1.0,13300,1.8626451e-09,1568.938709974289,0.14303176,-0.9997841,6650000,0.01
-0.8196597,500.0,100.0,1.0,-0.8196598,-0.8538474,-0.8538474,-4.116606170859352,[ 0.121 -1.352 -1.278],-0.6180461,0.08117411,0.01,0.140878,134,1.0,100.0,1.0,0.006655794,0.010000002,,0.15561818,100,1.0,13400,1.8626451e-09,1580.7582337856293,0.15561818,-1.0256271,6700000,0.01
-0.8069548,500.0,100.0,1.0,-0.8069547,-0.84085816,-0.84085816,-4.102497224431979,[ 0.121 -1.352 -1.278],-0.6004568,0.081280366,0.01,0.140878,135,1.0,100.0,1.0,0.006673231,0.010000002,,0.17432478,100,1.0,13500,1.8626451e-09,1591.6877129077911,0.17432478,-1.0171049,6750000,0.01
-0.8003421,500.0,100.0,1.0,-0.8003421,-0.83593595,-0.83593595,-4.061977242682306,[ 0.121 -1.352 -1.278],-0.6679425,0.07874629,0.01,0.140878,136,1.0,100.0,1.0,0.006263615,0.010000002,,0.13601457,100,1.0,13600,1.8626451e-09,1603.2710254192352,0.13601457,-1.0678155,6800000,0.01
-0.8123807,500.0,100.0,1.0,-0.81238073,-0.84897506,-0.84897506,-4.102583384792855,[ 0.121 -1.352 -1.278],-0.6340024,0.07717389,0.01,0.140878,137,1.0,100.0,1.0,0.006015969,0.010000002,,0.1405518,100,1.0,13700,1.8626451e-09,1613.9372119903564,0.1405518,-1.0978295,6850000,0.01
-0.80622834,500.0,100.0,1.0,-0.8062283,-0.84127647,-0.84127647,-4.109104924004401,[ 0.121 -1.352 -1.278],-0.6308042,0.08118206,0.01,0.140878,138,1.0,100.0,1.0,0.0066570984,0.010000002,,0.16428976,100,1.0,13800,1.8626451e-09,1625.201572418213,0.16428976,-1.0514455,6900000,0.01
-0.82028174,500.0,100.0,1.0,-0.8202816,-0.8551413,-0.8551413,-4.1045554650748715,[ 0.121 -1.352 -1.278],-0.6504528,0.086702816,0.01,0.140878,139,1.0,100.0,1.0,0.007593312,0.010000002,,0.15482825,100,1.0,13900,1.8626451e-09,1635.994844675064,0.15482825,-1.0457897,6950000,0.01
-0.7967099,500.0,100.0,1.0,-0.7967099,-0.83034575,-0.83034575,-4.078721595639504,[ 0.121 -1.352 -1.278],-0.64855707,0.07132071,0.01,0.140878,140,1.0,100.0,1.0,0.0051380238,0.010000002,,0.13662896,100,1.0,14000,1.8626451e-09,1647.26291847229,0.13662896,-1.0090752,7000000,0.01
-0.8182852,500.0,100.0,1.0,-0.8182851,-0.8526407,-0.8526407,-4.0911266033809115,[ 0.121 -1.352 -1.278],-0.64334434,0.07165549,0.01,0.140878,141,1.0,100.0,1.0,0.0051863734,0.010000002,,0.15029666,100,1.0,14100,1.8626451e-09,1659.469512462616,0.15029666,-1.0306678,7050000,0.01
-0.8195209,500.0,100.0,1.0,-0.81952083,-0.8529227,-0.8529227,-4.099365741467089,[ 0.121 -1.352 -1.278],-0.65832746,0.07924076,0.01,0.140878,142,1.0,100.0,1.0,0.006342524,0.010000002,,0.15147346,100,1.0,14200,1.8626451e-09,1671.859909772873,0.15147346,-1.0020556,7100000,0.01
-0.803436,500.0,100.0,1.0,-0.803436,-0.84086525,-0.84086525,-4.049734733766387,[ 0.121 -1.352 -1.278],-0.61249846,0.078131035,0.01,0.140878,143,1.0,100.0,1.0,0.0061661205,0.010000002,,0.15001665,100,1.0,14300,1.8626451e-09,1682.9725105762482,0.15001665,-1.1228786,7150000,0.01
-0.79702246,500.0,100.0,1.0,-0.79702234,-0.8307201,-0.8307201,-4.088759795741209,[ 0.121 -1.352 -1.278],-0.6271035,0.070070125,0.01,0.140878,144,1.0,100.0,1.0,0.0049594175,0.010000002,,0.13988784,100,1.0,14400,1.8626451e-09,1693.342366695404,0.13988784,-1.0109335,7200000,0.01
-0.810936,500.0,100.0,1.0,-0.810936,-0.84552664,-0.84552664,-4.06177942750012,[ 0.121 -1.352 -1.278],-0.53400564,0.08921089,0.01,0.140878,145,1.0,100.0,1.0,0.0080389725,0.010000002,,0.15558338,100,1.0,14500,1.8626451e-09,1703.9750430583954,0.15558338,-1.0377192,7250000,0.01
-0.82109755,500.0,100.0,1.0,-0.82109755,-0.85770863,-0.85770863,-4.101151206591571,[ 0.121 -1.352 -1.278],-0.636575,0.09046134,0.01,0.140878,146,1.0,100.0,1.0,0.008265913,0.010000002,,0.13205896,100,1.0,14600,1.8626451e-09,1717.1194834709167,0.13205896,-1.0983329,7300000,0.01
-0.814664,500.0,100.0,1.0,-0.8146639,-0.8498518,-0.8498518,-4.096267342677092,[ 0.121 -1.352 -1.278],-0.65166366,0.08526095,0.01,0.140878,147,1.0,100.0,1.0,0.007342857,0.010000002,,0.15882285,100,1.0,14700,1.8626451e-09,1728.1893665790558,0.15882285,-1.0556364,7350000,0.01
-0.8055777,500.0,100.0,1.0,-0.80557764,-0.840786,-0.840786,-4.0581825809741225,[ 0.121 -1.352 -1.278],-0.60421693,0.08859217,0.01,0.140878,148,1.0,100.0,1.0,0.007927853,0.010000002,,0.13790458,100,1.0,14800,1.8626451e-09,1740.5265860557556,0.13790458,-1.0562502,7400000,0.01
-0.82565665,500.0,100.0,1.0,-0.82565653,-0.85917276,-0.85917276,-4.112198106917017,[ 0.121 -1.352 -1.278],-0.5926709,0.0854051,0.01,0.140878,149,1.0,100.0,1.0,0.0073677083,0.010000002,,0.14264876,100,1.0,14900,1.8626451e-09,1751.6229376792908,0.14264876,-1.0054868,7450000,0.01
-0.80394226,500.0,100.0,1.0,-0.8039422,-0.83939356,-0.83939356,-4.088179799998096,[ 0.121 -1.352 -1.278],-0.6508506,0.07968964,0.01,0.140878,150,1.0,100.0,1.0,0.0064145843,0.010000002,,0.16787457,100,1.0,15000,1.8626451e-09,1762.597398519516,0.16787457,-1.0635397,7500000,0.01
-0.821574,500.0,100.0,1.0000874,-0.82156026,-0.85591704,-0.85593075,-4.134504526982246,[ 0.121 -1.352 -1.278],-0.6796402,0.07789493,0.010000873,0.14087798,151,0.9998925,99.999985,0.99998504,0.006126346,0.00999985,3.9880368e-05,0.17534618,100,1.0,15100,3.9878555e-07,1772.8341562747955,0.17534618,-1.0307028,7550000,0.009998924
-0.8089341,500.0,100.0,1.0,-0.8089341,-0.8426823,-0.8426823,-4.102838510925654,[ 0.121 -1.352 -1.278],-0.6385473,0.07787252,0.01,0.14087798,152,1.0,100.0,1.0,0.006125384,0.010000002,,0.17189416,100,1.0,15200,1.8626451e-09,1784.1611230373383,0.17189416,-1.0124454,7600000,0.01
