ESSClassic,Bound,Weights,InitialBound,ESSRenyi,MinIW,InitialReturnMean,MeanIWNorm,MaxIWNorm,EpRewMean,EmpiricalD2,InitialReturnMin,EpisodesSoFar,EpThisIter,EpLenMean,ReturnMeanIW,InitialReturnMax,MeanIW,MinIWNorm,ReturnStepMaxmin,MaxIW,StdIWNorm,Iteration,InitialReturnStd,TimeElapsed,MeanEntropy,ReturnStepMax,J_sample_variance,TimestepsSoFar,StdIW
17.319756,-70.76902,[ 0.865  0.619  0.341  0.65   0.246 -0.009  0.     0.     0.   ],-89.48876,3.107266,0.0037724255,-86.60204,0.0062807593,0.08587058,-200.0,32.182632,-86.60203,100,100,200.0,-54.39265,-86.60203,0.62807596,3.7724254e-05,1.0,8.587058,0.013722782,1,1.5258789e-05,7.3780927658081055,1.0763545,1.0,14266.101,20000,1.372278
17.116318,-64.05995,[ 0.798  0.754  0.274  0.646  0.249 -0.009 -0.003 -0.108  0.111],-89.48876,3.4288127,0.00658709,-86.60204,0.0055969083,0.08871145,-200.0,29.164614,-86.60203,200,100,200.0,-48.470352,-86.60203,0.5596907,6.5870896e-05,1.0,8.871145,0.01231622,2,1.5258789e-05,21.161969423294067,1.0944194,1.0,11491.476,40000,1.2316221
18.852556,-68.63345,[ 0.821  0.683  0.322  0.645  0.25  -0.009  0.019  0.007 -0.026],-89.48876,3.130986,0.004816321,-86.60204,0.0060413396,0.06716383,-200.0,31.93882,-86.60203,300,100,200.0,-52.319237,-86.60203,0.6041341,4.8163212e-05,1.0,6.7163835,0.012533884,3,1.5258789e-05,33.69087481498718,1.0924269,1.0,11901.24,60000,1.2533883
26.121248,-52.412483,[ 0.826  0.62   0.38   0.644  0.252 -0.01  -0.017  0.146 -0.129],-89.48876,2.363884,0.00071857584,-86.60204,0.0038840764,0.043481965,-200.0,42.30326,-86.60203,400,100,200.0,-33.636887,-86.60203,0.38840768,7.1857585e-06,1.0,4.3481965,0.0065320665,4,1.5258789e-05,45.87264847755432,1.0739106,1.0,3232.378,80000,0.65320665
22.680069,-55.603058,[ 0.818  0.551  0.458  0.645  0.251 -0.01  -0.009  0.27  -0.261],-89.48876,2.5102808,0.0009558054,-86.60204,0.0043166624,0.05118905,-200.0,39.83618,-86.60203,500,100,200.0,-37.38317,-86.60203,0.43166623,9.5580535e-06,1.0,5.118905,0.007970244,5,1.5258789e-05,59.29691672325134,1.0579957,1.0,4812.4253,100000,0.7970243
16.325817,-72.32232,[ 0.72   0.559  0.547  0.643  0.255 -0.011  0.109  0.309 -0.418],-89.48876,2.431582,0.0016239845,-86.60204,0.006213473,0.07636675,-200.0,41.12549,-86.60203,600,100,200.0,-53.809933,-86.60203,0.6213473,1.6239845e-05,1.0,7.6366754,0.014066715,6,1.5258789e-05,70.48033452033997,1.0195944,1.0,14990.164,120000,1.4066716
49.76941,-87.60582,[ 0.695  0.446  0.684  0.642  0.256 -0.011  0.253  0.331 -0.584],-89.48876,46.290607,0.09336175,-86.60204,0.009625981,0.07220786,-200.0,2.1602654,-86.60203,700,100,200.0,-83.362946,-86.60203,0.962598,0.00093361747,1.0,7.2207866,0.009670477,7,1.5258789e-05,82.91496253013611,1.0393586,1.0,7084.6235,140000,0.96704775
23.375103,-59.173187,[ 0.706  0.511  0.609  0.642  0.254 -0.01   0.205  0.315 -0.52 ],-89.48876,1.6659254,0.00043239706,-86.60204,0.004250208,0.05364877,-200.0,60.0267,-86.60203,800,100,200.0,-36.807663,-86.60203,0.4250209,4.3239706e-06,1.0,5.364877,0.0076951752,8,1.5258789e-05,94.04182028770447,0.98652214,1.0,4485.987,160000,0.7695176
26.38345,-52.564728,[ 0.553  0.493  0.781  0.642  0.251 -0.007  0.282  0.424 -0.706],-89.48876,2.7231505,0.000925071,-86.60204,0.004049727,0.04245976,-200.0,36.72217,-86.60203,900,100,200.0,-35.07146,-86.60203,0.40497276,9.25071e-06,1.0,4.245976,0.0067646876,9,1.5258789e-05,105.82306027412415,0.94282204,1.0,3466.702,180000,0.6764688
15.381884,-55.445816,[ 0.598  0.403  0.826  0.643  0.25  -0.006  0.231  0.558 -0.789],-89.48876,1.9161377,8.389189e-05,-86.60204,0.0039943196,0.05531281,-200.0,52.188316,-86.60203,1000,100,200.0,-34.59162,-86.60203,0.399432,8.3891894e-07,1.0,5.531281,0.009368493,10,1.5258789e-05,117.4478747844696,0.8757461,1.0,6649.063,200000,0.93684936
