ReturnMeanIW,J_sample_variance,EpLenMean,InitialReturnMin,MaxIWNorm,StdIW,EmpiricalD2,MeanIWNorm,MinIWNorm,MeanIW,Weights,EpThisIter,MeanEntropy,ReturnStepMax,EpisodesSoFar,StdIWNorm,EpRewMean,TimeElapsed,InitialReturnMax,ESSRenyi,Bound,ESSClassic,MaxIW,MinIW,Iteration,InitialReturnMean,ReturnStepMaxmin,TimestepsSoFar,InitialReturnStd,InitialBound
-51.249435,11978.189,200.0,-86.60203,0.076418735,1.2574338,31.878765,0.0059178094,6.1056144e-06,0.591781,[ 0.911 -0.288 -0.586 -0.882  0.24   0.971  0.     0.     0.   ],100,1.0164567,1.0,100,0.012574337,-200.0,5.778404474258423,-86.60203,3.1368845,-67.54831,18.132694,7.6418734,0.00061056146,1,-86.60204,1.0,20000,1.5258789e-05,-89.48876
-80.661606,10612.07,200.0,-86.60203,0.07413225,1.1835581,2.666925,0.009314055,0.00062649604,0.9314055,[ 0.973 -0.373 -0.563 -0.877  0.243  0.963 -0.124 -0.068  0.192],100,1.016907,1.0,200,0.011835582,-200.0,16.402734518051147,-86.60203,37.49637,-85.375854,38.244778,7.413225,0.06264961,2,-86.60204,1.0,40000,1.5258789e-05,-89.48876
-35.552483,2287.764,200.0,-86.60203,0.027214829,0.54953474,40.026016,0.004105271,4.1660205e-05,0.4105271,[ 0.94  -0.412 -0.491 -0.864  0.233  0.96  -0.07  -0.191  0.261],100,1.0605899,1.0,300,0.005495347,-200.0,27.369277238845825,-86.60203,2.498375,-53.81573,35.81828,2.721483,0.0041660205,3,-86.60204,1.0,60000,1.5258789e-05,-89.48876
-33.058006,3035.643,200.0,-86.60203,0.03920109,0.63301635,42.07016,0.0038172326,2.3994974e-06,0.38172325,[ 0.876 -0.42  -0.418 -0.866  0.234  0.96   0.1   -0.253  0.153],100,1.0828022,1.0,400,0.006330163,-200.0,39.17799496650696,-86.60203,2.3769817,-51.781803,26.666676,3.9201088,0.00023994973,4,-86.60204,1.0,80000,1.5258789e-05,-89.48876
-43.52191,10976.4795,200.0,-86.60203,0.08041623,1.2037078,36.41269,0.005025508,4.827926e-06,0.50255084,[ 0.836 -0.463 -0.335 -0.868  0.235  0.961  0.167 -0.175  0.008],100,1.0476458,1.0,500,0.012037078,-200.0,51.53642702102661,-86.60203,2.7462955,-60.941315,14.843477,8.041623,0.00048279262,5,-86.60204,1.0,100000,1.5258789e-05,-89.48876
-49.48737,12792.096,200.0,-86.60203,0.101061046,1.2994524,29.274511,0.005714342,1.7895716e-05,0.57143426,[ 0.95  -0.514 -0.398 -0.86   0.24   0.948  0.002 -0.104  0.102],100,1.069889,1.0,600,0.012994524,-200.0,62.37139320373535,-86.60203,3.4159408,-65.106316,16.204401,10.106105,0.0017895717,6,-86.60204,1.0,120000,1.5258789e-05,-89.48876
-49.527794,11013.863,200.0,-86.60203,0.07732277,1.2057558,30.93124,0.0057190107,2.5752192e-05,0.5719011,[ 0.886 -0.474 -0.374 -0.866  0.245  0.95   0.146 -0.258  0.113],100,1.0903587,1.0,700,0.012057558,-200.0,72.01791214942932,-86.60203,3.2329774,-65.58261,18.365294,7.732278,0.0025752191,7,-86.60204,1.0,140000,1.5258789e-05,-89.48876
-28.514278,2370.002,200.0,-86.60203,0.036214236,0.5593245,35.105244,0.0032925648,9.806133e-06,0.3292565,[ 0.797 -0.48  -0.28  -0.865  0.242  0.951  0.276 -0.29   0.014],100,1.0755309,1.0,800,0.005593245,-200.0,83.21667671203613,-86.60203,2.8485773,-45.618088,25.73505,3.6214237,0.0009806133,8,-86.60204,1.0,160000,1.5258789e-05,-89.48876
-67.04917,17575.115,200.0,-86.60203,0.07139509,1.5231358,14.723057,0.007742218,3.0656047e-05,0.7742218,[ 0.879 -0.554 -0.288 -0.865  0.242  0.952  0.128 -0.166  0.037],100,1.0506293,1.0,900,0.015231357,-200.0,93.83730912208557,-86.60203,6.792068,-78.125755,20.532543,7.1395097,0.0030656047,9,-86.60204,1.0,180000,1.5258789e-05,-89.48876
-31.4318,3178.622,200.0,-86.60203,0.03844927,0.64775234,36.035946,0.0036294532,1.774697e-05,0.36294532,[ 0.926 -0.515 -0.375 -0.862  0.241  0.949  0.027 -0.177  0.151],100,1.0649676,1.0,1000,0.006477523,-200.0,104.19211840629578,-86.60203,2.775007,-48.76085,23.893766,3.8449268,0.0017746971,10,-86.60204,1.0,200000,1.5258789e-05,-89.48876
-63.26149,16876.32,200.0,-86.60203,0.09584033,1.4925483,19.238104,0.007304851,4.0645526e-05,0.7304851,[ 0.922 -0.579 -0.305 -0.863  0.242  0.95   0.043 -0.067  0.025],100,1.0866551,1.0,1100,0.014925482,-200.0,116.00362348556519,-86.60203,5.1980176,-75.92307,19.324476,9.584033,0.0040645525,11,-86.60204,1.0,220000,1.5258789e-05,-89.48876
-45.832924,12542.319,200.0,-86.60203,0.115494974,1.2867035,25.216772,0.005292362,4.4970566e-05,0.52923614,[ 0.865 -0.555 -0.273 -0.863  0.24   0.951  0.196 -0.172 -0.023],100,1.0635571,1.0,1200,0.012867034,-200.0,126.26104164123535,-86.60203,3.9656146,-60.329037,14.469772,11.549498,0.004497057,12,-86.60204,1.0,240000,1.5258789e-05,-89.48876
-50.320797,11826.621,200.0,-86.60203,0.091815144,1.249453,35.3132,0.0058105793,1.1564595e-05,0.58105797,[ 0.823 -0.684 -0.102 -0.857  0.236  0.949  0.034 -0.267  0.234],100,1.0563699,1.0,1300,0.01249453,-200.0,137.31310534477234,-86.60203,2.8318021,-67.47519,17.781507,9.181515,0.0011564596,13,-86.60204,1.0,260000,1.5258789e-05,-89.48876
-85.66232,551.28064,200.0,-86.60203,0.019389143,0.26975894,1.0562779,0.009891492,0.004649028,0.98914915,[ 0.859 -0.757 -0.065 -0.859  0.237  0.95  -0.029 -0.124  0.153],100,1.0500631,1.0,1400,0.0026975896,-200.0,147.609441280365,-86.60203,94.67206,-88.62917,93.077354,1.9389143,0.46490285,14,-86.60204,1.0,280000,1.5258789e-05,-89.48876
-47.630432,16204.463,200.0,-86.60203,0.09169725,1.462537,26.453302,0.0054999213,4.058775e-05,0.5499921,[ 0.884 -0.767 -0.079 -0.863  0.241  0.95  -0.044 -0.116  0.16 ],100,1.056787,1.0,1500,0.01462537,-200.0,158.4835422039032,-86.60203,3.7802463,-62.477707,12.389539,9.169725,0.004058775,15,-86.60204,1.0,300000,1.5258789e-05,-89.48876
-40.622513,6255.9746,200.0,-86.60203,0.06724124,0.90873444,30.237709,0.0046907123,2.6126243e-05,0.46907127,[ 0.871 -0.775 -0.059 -0.854  0.237  0.945  0.058 -0.044 -0.015],100,1.0771315,1.0,1600,0.009087344,-200.0,169.905287027359,-86.60203,3.307129,-56.496326,21.038664,6.724124,0.0026126243,16,-86.60204,1.0,320000,1.5258789e-05,-89.48876
