RewardCompression,EmpiricalD2,InitialReturnStd,Bound,InitialBound,StdIW,MeanIW,ESSRenyi,ReturnMeanIW,EpisodesSoFar,TimeElapsed,InitialReturnMax,ReturnStepMax,ReturnStepMaxmin,EpRewMean,EpLenMean,MinIW,Weights,InitialReturnMean,MaxIW,Iteration,InitialReturnMin,EpThisIter,ESSClassic,TimestepsSoFar,MeanEntropy
0.99,8.174764633178711,1.52587890625e-05,-15.98699951171875,-89.48876,,0.08929790862952788,12.232768058776855,-7.73337984085083,1100,129.53842115402222,-86.6020278930664,1.0,1.0,-200.0,200.0,0.08929790862952788,[ 0.441 -0.339 -0.369  0.491 -0.761  0.703  0.192  0.023 -0.215],-86.60204315185547,0.08929790862952788,11,-86.6020278930664,100,1.0,220000,1.0979769229888916
0.99,17.835399627685547,1.52587890625e-05,-61.14596939086914,-89.48876,,0.5652837815378116,5.6068267822265625,-48.95471954345703,1200,142.93276715278625,-86.6020278930664,1.0,1.0,-200.0,200.0,0.5652837815378116,[ 0.395 -0.264 -0.399  0.492 -0.761  0.7    0.234 -0.082 -0.152],-86.60204315185547,0.5652837815378116,12,-86.6020278930664,100,1.0,240000,1.0922797918319702
0.99,11.983266830444336,1.52587890625e-05,-20.76645278930664,-89.48876,,0.12440225707916468,8.344969749450684,-10.773487091064453,1300,154.6339771747589,-86.6020278930664,1.0,1.0,-200.0,200.0,0.12440225707916468,[ 0.301 -0.207 -0.361  0.493 -0.76   0.699  0.343 -0.181 -0.162],-86.60204315185547,0.12440225707916468,13,-86.6020278930664,100,1.0,260000,1.0981084108352661
0.99,31.76552963256836,1.52587890625e-05,-58.375389099121094,-89.48876,,0.4861952237651853,3.148066520690918,-42.105491638183594,1400,168.44492411613464,-86.6020278930664,1.0,1.0,-200.0,200.0,0.4861952237651853,[ 0.351 -0.256 -0.362  0.493 -0.76   0.699  0.219 -0.089 -0.129],-86.60204315185547,0.4861952237651853,14,-86.6020278930664,100,1.0,280000,1.0907288789749146
0.99,15.366804122924805,1.52587890625e-05,-24.493967056274414,-89.48876,,0.15216526323670573,6.507534027099609,-13.177820205688477,1500,180.88136911392212,-86.6020278930664,1.0,1.0,-200.0,200.0,0.15216526323670573,[ 0.261 -0.273 -0.256  0.489 -0.757  0.7    0.294 -0.028 -0.266],-86.60204315185547,0.15216526323670573,15,-86.6020278930664,100,1.0,300000,1.0983048677444458
0.99,45.34843826293945,1.52587890625e-05,-56.912261962890625,-89.48876,,0.4326992576637021,2.2051475048065186,-37.472633361816406,1600,193.7183632850647,-86.6020278930664,1.0,1.0,-200.0,200.0,0.4326992576637021,[ 0.29  -0.234 -0.322  0.489 -0.757  0.7    0.216 -0.079 -0.137],-86.60204315185547,0.4326992576637021,16,-86.6020278930664,100,1.0,320000,1.0880415439605713
0.99,9.128410339355469,1.52587890625e-05,-15.607422828674316,-89.48876,,0.07950919470169163,10.95481014251709,-6.88565731048584,1700,206.0575225353241,-86.6020278930664,1.0,1.0,-200.0,200.0,0.07950919470169163,[ 0.174 -0.266 -0.176  0.487 -0.756  0.701  0.177  0.066 -0.243],-86.60204315185547,0.07950919470169163,17,-86.6020278930664,100,1.0,340000,1.0975663661956787
0.99,19.199426651000977,1.52587890625e-05,-42.23385238647461,-89.48876,,0.3416202227337064,5.208488941192627,-29.585004806518555,1800,215.939190864563,-86.6020278930664,1.0,1.0,-200.0,200.0,0.3416202227337064,[ 0.179 -0.214 -0.232  0.487 -0.755  0.701  0.163 -0.027 -0.136],-86.60204315185547,0.3416202227337064,18,-86.6020278930664,100,1.0,360000,1.095213532447815
0.99,14.235823631286621,1.52587890625e-05,-26.350784301757812,-89.48876,,0.1785064710358234,7.024532318115234,-15.45902156829834,1900,228.19710516929626,-86.6020278930664,1.0,1.0,-200.0,200.0,0.1785064710358234,[ 0.167 -0.144 -0.29   0.488 -0.756  0.7    0.142 -0.131 -0.011],-86.60204315185547,0.1785064710358234,19,-86.6020278930664,100,1.0,380000,1.097635269165039
0.99,26.146249771118164,1.52587890625e-05,-54.264556884765625,-89.48876,,0.45615220323146183,3.8246402740478516,-39.50370407104492,2000,240.8136968612671,-86.6020278930664,1.0,1.0,-200.0,200.0,0.45615220323146183,[ 0.146 -0.194 -0.219  0.489 -0.756  0.7    0.154 -0.027 -0.127],-86.60204315185547,0.45615220323146183,20,-86.6020278930664,100,1.0,400000,1.093945026397705
0.99,12.187248229980469,1.52587890625e-05,-22.96808433532715,-89.48876,,0.1488466870340786,8.205297470092773,-12.890424728393555,2100,252.12321710586548,-86.6020278930664,1.0,1.0,-200.0,200.0,0.1488466870340786,[ 0.175 -0.176 -0.266  0.487 -0.754  0.699  0.01  -0.016  0.006],-86.60204315185547,0.1488466870340786,21,-86.6020278930664,100,1.0,420000,1.098281741142273
0.99,15.0441255569458,1.52587890625e-05,-50.239845275878906,-89.48876,,0.4508340121118243,6.647112846374512,-39.04314041137695,2200,265.6059739589691,-86.6020278930664,1.0,1.0,-200.0,200.0,0.4508340121118243,[ 0.114 -0.17  -0.212  0.486 -0.754  0.699  0.121 -0.024 -0.098],-86.60204315185547,0.4508340121118243,22,-86.6020278930664,100,1.0,440000,1.093851923942566
0.99,17.60088539123535,1.52587890625e-05,-28.002731323242188,-89.48876,,0.18350490330340086,5.681532382965088,-15.891897201538086,2300,278.2703552246094,-86.6020278930664,1.0,1.0,-200.0,200.0,0.18350490330340086,[ 0.106 -0.106 -0.268  0.489 -0.752  0.695  0.109 -0.128  0.019],-86.60204315185547,0.18350490330340086,23,-86.6020278930664,100,1.0,460000,1.097906470298767
0.99,18.84926986694336,1.52587890625e-05,-51.072593688964844,-89.48876,,0.4450198822770532,5.305245399475098,-38.53962326049805,2400,291.6996099948883,-86.6020278930664,1.0,1.0,-200.0,200.0,0.4450198822770532,[ 0.094 -0.162 -0.199  0.489 -0.752  0.695  0.129 -0.024 -0.105],-86.60204315185547,0.4450198822770532,24,-86.6020278930664,100,1.0,480000,1.094569206237793
0.99,13.4824800491333,1.52587890625e-05,-23.153297424316406,-89.48876,,0.1449578360033369,7.4170331954956055,-12.553643226623535,2500,304.60238242149353,-86.6020278930664,1.0,1.0,-200.0,200.0,0.1449578360033369,[ 0.114 -0.117 -0.265  0.488 -0.751  0.695  0.071 -0.098  0.027],-86.60204315185547,0.1449578360033369,25,-86.6020278930664,100,1.0,500000,1.0979923009872437
0.99,19.297225952148438,1.52587890625e-05,-56.849361419677734,-89.48876,,0.5100150752153562,5.182092189788818,-44.168338775634766,2600,317.8977265357971,-86.6020278930664,1.0,1.0,-200.0,200.0,0.5100150752153562,[ 0.081 -0.153 -0.196  0.488 -0.751  0.695  0.122 -0.022 -0.1  ],-86.60204315185547,0.5100150752153562,26,-86.6020278930664,100,1.0,520000,1.0942307710647583
0.99,11.039012908935547,1.52587890625e-05,-22.007213592529297,-89.48876,,0.14336888849157992,9.058780670166016,-12.416036605834961,2700,328.49415946006775,-86.6020278930664,1.0,1.0,-200.0,200.0,0.14336888849157992,[ 0.007 -0.194 -0.08   0.497 -0.756  0.691 -0.079 -0.022  0.1  ],-86.60204315185547,0.14336888849157992,27,-86.6020278930664,100,1.0,540000,1.0984066724777222
0.99,15.802846908569336,1.52587890625e-05,-50.459136962890625,-89.48876,,0.4501460453698668,6.32797384262085,-38.98356246948242,2800,338.9500162601471,-86.6020278930664,1.0,1.0,-200.0,200.0,0.4501460453698668,[-0.05  -0.189 -0.029  0.497 -0.756  0.692  0.032 -0.03  -0.002],-86.60204315185547,0.4501460453698668,28,-86.6020278930664,100,1.0,560000,1.0942130088806152
0.99,13.004115104675293,1.52587890625e-05,-23.784130096435547,-89.48876,,0.1544330205791043,7.689873695373535,-13.374213218688965,2900,350.9637095928192,-86.6020278930664,1.0,1.0,-200.0,200.0,0.1544330205791043,[-0.016 -0.154 -0.097  0.497 -0.756  0.691 -0.046 -0.077  0.123],-86.60204315185547,0.1544330205791043,29,-86.6020278930664,100,1.0,580000,1.0984008312225342
0.99,24.511302947998047,1.52587890625e-05,-43.64308166503906,-89.48876,,0.3389202423469581,4.0797505378723145,-29.351179122924805,3000,361.93190741539,-86.6020278930664,1.0,1.0,-200.0,200.0,0.3389202423469581,[-0.057 -0.179 -0.031  0.496 -0.756  0.691  0.029 -0.026 -0.003],-86.60204315185547,0.3389202423469581,30,-86.6020278930664,100,1.0,600000,1.0934102535247803
0.99,8.109579086303711,1.52587890625e-05,-15.923184394836426,-89.48876,,0.08894176682261902,12.331096649169922,-7.702537536621094,3100,372.8090672492981,-86.6020278930664,1.0,1.0,-200.0,200.0,0.08894176682261902,[-0.045 -0.144 -0.079  0.496 -0.754  0.69   0.002 -0.14   0.138],-86.60204315185547,0.08894176682261902,31,-86.6020278930664,100,1.0,620000,1.0985971689224243
0.99,36.606781005859375,1.52587890625e-05,-77.63973236083984,-89.48876,,0.6948332422272144,2.731734275817871,-60.17396545410156,3200,382.81120204925537,-86.6020278930664,1.0,1.0,-200.0,200.0,0.6948332422272144,[-0.057 -0.186 -0.024  0.496 -0.754  0.69   0.03  -0.057  0.027],-86.60204315185547,0.6948332422272144,32,-86.6020278930664,100,1.0,640000,1.0883663892745972
0.99,11.828266143798828,1.52587890625e-05,-19.07065200805664,-89.48876,,0.1055693893462315,8.454324722290039,-9.142523765563965,3300,393.5809874534607,-86.6020278930664,1.0,1.0,-200.0,200.0,0.1055693893462315,[-0.035 -0.255  0.023  0.494 -0.75   0.688  0.171 -0.026 -0.145],-86.60204315185547,0.1055693893462315,33,-86.6020278930664,100,1.0,660000,1.0977730751037598
0.99,21.79596519470215,1.52587890625e-05,-53.21747589111328,-89.48876,,0.45888565226360933,4.588005065917969,-39.74042510986328,3400,403.97124695777893,-86.6020278930664,1.0,1.0,-200.0,200.0,0.45888565226360933,[ 0.014 -0.243 -0.038  0.494 -0.75   0.687  0.08  -0.054 -0.026],-86.60204315185547,0.45888565226360933,34,-86.6020278930664,100,1.0,680000,1.0924686193466187
0.99,12.359077453613281,1.52587890625e-05,-21.5981388092041,-89.48876,,0.13221037376418202,8.091218948364258,-11.449686050415039,3500,414.7955267429352,-86.6020278930664,1.0,1.0,-200.0,200.0,0.13221037376418202,[ 0.079 -0.248 -0.099  0.495 -0.753  0.69  -0.068  0.017  0.051],-86.60204315185547,0.13221037376418202,35,-86.6020278930664,100,1.0,700000,1.098615288734436
0.99,33.35822677612305,1.52587890625e-05,-59.11981201171875,-89.48876,,0.49013889216143075,2.9977612495422363,-42.447021484375,3600,426.43325424194336,-86.6020278930664,1.0,1.0,-200.0,200.0,0.49013889216143075,[ 0.014 -0.2   -0.081  0.495 -0.753  0.69   0.055 -0.056  0.002],-86.60204315185547,0.49013889216143075,36,-86.6020278930664,100,1.0,720000,1.0897008180618286
0.99,6.720999240875244,1.52587890625e-05,-13.028533935546875,-89.48876,,0.06402513674968818,14.878740310668945,-5.544706344604492,3700,438.40246963500977,-86.6020278930664,1.0,1.0,-200.0,200.0,0.06402513674968818,[ 0.093 -0.208 -0.152  0.492 -0.75   0.69  -0.089 -0.02   0.109],-86.60204315185547,0.06402513674968818,37,-86.6020278930664,100,1.0,740000,1.0977492332458496
0.99,23.11511993408203,1.52587890625e-05,-40.875667572021484,-89.48876,,0.31173371262065125,4.326172828674316,-26.99677276611328,3800,447.84390783309937,-86.6020278930664,1.0,1.0,-200.0,200.0,0.31173371262065125,[ 0.042 -0.204 -0.105  0.492 -0.75   0.69   0.011 -0.029  0.017],-86.60204315185547,0.31173371262065125,38,-86.6020278930664,100,1.0,760000,1.0950480699539185
0.99,10.250782012939453,1.52587890625e-05,-19.864240646362305,-89.48876,,0.12265104296342987,9.755352973937988,-10.62182903289795,3900,459.21654510498047,-86.6020278930664,1.0,1.0,-200.0,200.0,0.12265104296342987,[-0.063 -0.16  -0.044  0.491 -0.748  0.689  0.129 -0.093 -0.036],-86.60204315185547,0.12265104296342987,39,-86.6020278930664,100,1.0,780000,1.0982630252838135
0.99,19.845012664794922,1.52587890625e-05,-52.37144088745117,-89.48876,,0.4562444485356219,5.0390496253967285,-39.51169204711914,4000,470.682413816452,-86.6020278930664,1.0,1.0,-200.0,200.0,0.4562444485356219,[ 0.001 -0.186 -0.082  0.491 -0.748  0.689  0.01  -0.039  0.029],-86.60204315185547,0.4562444485356219,40,-86.6020278930664,100,1.0,800000,1.0934985876083374
0.99,15.974065780639648,1.52587890625e-05,-27.6617431640625,-89.48876,,0.1861869329467134,6.2601470947265625,-16.12416648864746,4100,482.87862157821655,-86.6020278930664,1.0,1.0,-200.0,200.0,0.1861869329467134,[-0.048 -0.221  0.001  0.491 -0.75   0.691  0.121 -0.026 -0.094],-86.60204315185547,0.1861869329467134,41,-86.6020278930664,100,1.0,820000,1.0985383987426758
0.99,37.90046691894531,1.52587890625e-05,-55.410987854003906,-89.48876,,0.43462358401329887,2.6384899616241455,-37.6392822265625,4200,494.41365218162537,-86.6020278930664,1.0,1.0,-200.0,200.0,0.43462358401329887,[-0.005 -0.198 -0.064  0.491 -0.749  0.69   0.026 -0.058  0.031],-86.60204315185547,0.43462358401329887,42,-86.6020278930664,100,1.0,840000,1.0891942977905273
0.99,11.244266510009766,1.52587890625e-05,-18.488117218017578,-89.48876,,0.1017087326093462,8.893421173095703,-8.808182716369629,4300,505.207603931427,-86.6020278930664,1.0,1.0,-200.0,200.0,0.1017087326093462,[-0.048 -0.128 -0.091  0.491 -0.749  0.69   0.128 -0.221  0.093],-86.60204315185547,0.1017087326093462,43,-86.6020278930664,100,1.0,860000,1.098065972328186
0.99,9.503192901611328,1.52587890625e-05,-63.41265869140625,-89.48876,,0.6294731305397288,10.52277946472168,-54.51365280151367,4400,518.207284450531,-86.6020278930664,1.0,1.0,-200.0,200.0,0.6294731305397288,[-0.017 -0.192 -0.059  0.491 -0.749  0.689  0.064 -0.097  0.034],-86.60204315185547,0.6294731305397288,44,-86.6020278930664,100,1.0,880000,1.0958133935928345
0.99,11.992048263549805,1.52587890625e-05,-26.538312911987305,-89.48876,,0.19100804746025327,8.338858604431152,-16.541685104370117,4500,530.2623343467712,-86.6020278930664,1.0,1.0,-200.0,200.0,0.19100804746025327,[ 0.015 -0.22  -0.062  0.488 -0.747  0.69  -0.016  0.033 -0.017],-86.60204315185547,0.19100804746025327,45,-86.6020278930664,100,1.0,900000,1.0977609157562256
0.99,20.016279220581055,1.52587890625e-05,-37.22339630126953,-89.48876,,0.28068942302411615,4.995933532714844,-24.308273315429688,4600,542.9441802501678,-86.6020278930664,1.0,1.0,-200.0,200.0,0.28068942302411615,[-0.046 -0.153 -0.068  0.488 -0.747  0.691  0.058 -0.088  0.031],-86.60204315185547,0.28068942302411615,46,-86.6020278930664,100,1.0,920000,1.0948961973190308
0.99,10.695374488830566,1.52587890625e-05,-21.22540283203125,-89.48876,,0.13607865056869767,9.349836349487305,-11.784687995910645,4700,554.1382431983948,-86.6020278930664,1.0,1.0,-200.0,200.0,0.13607865056869767,[ 0.005 -0.21  -0.062  0.488 -0.747  0.691 -0.059  0.037  0.023],-86.60204315185547,0.13607865056869767,47,-86.6020278930664,100,1.0,940000,1.0983389616012573
0.99,34.85639190673828,1.52587890625e-05,-59.047386169433594,-89.48876,,0.4850268786218819,2.8689143657684326,-42.004310607910156,4800,564.5640125274658,-86.6020278930664,1.0,1.0,-200.0,200.0,0.4850268786218819,[-0.05  -0.156 -0.062  0.488 -0.746  0.691  0.046 -0.068  0.022],-86.60204315185547,0.4850268786218819,48,-86.6020278930664,100,1.0,960000,1.092374563217163
0.99,9.66734504699707,1.52587890625e-05,-17.45281982421875,-89.48876,,0.09788783112307183,10.344101905822754,-8.47728443145752,4900,575.6401739120483,-86.6020278930664,1.0,1.0,-200.0,200.0,0.09788783112307183,[-0.048 -0.213 -0.007  0.488 -0.746  0.69  -0.005  0.082 -0.076],-86.60204315185547,0.09788783112307183,49,-86.6020278930664,100,1.0,980000,1.098620057106018
0.99,35.34007263183594,1.52587890625e-05,-60.64469909667969,-89.48876,,0.5021104476369534,2.829648971557617,-43.48377990722656,5000,585.9756042957306,-86.6020278930664,1.0,1.0,-200.0,200.0,0.5021104476369534,[-0.058 -0.155 -0.055  0.488 -0.746  0.69   0.012 -0.027  0.015],-86.60204315185547,0.5021104476369534,50,-86.6020278930664,100,1.0,1000000,1.0901262760162354
0.99,10.094886779785156,1.52587890625e-05,-16.545055389404297,-89.48876,,0.08513880512418882,9.906004905700684,-7.373193264007568,5100,598.1531829833984,-86.6020278930664,1.0,1.0,-200.0,200.0,0.08513880512418882,[-0.148 -0.111 -0.009  0.486 -0.742  0.688  0.147 -0.092 -0.056],-86.60204315185547,0.08513880512418882,51,-86.6020278930664,100,1.0,1020000,1.0984896421432495
0.99,17.331315994262695,1.52587890625e-05,-69.35394287109375,-89.48876,,0.6620654707911825,5.769902229309082,-57.336212158203125,5200,606.2935743331909,-86.6020278930664,1.0,1.0,-200.0,200.0,0.6620654707911825,[-0.085 -0.141 -0.041  0.486 -0.742  0.688  0.03  -0.035  0.006],-86.60204315185547,0.6620654707911825,52,-86.6020278930664,100,1.0,1040000,1.0930886268615723
0.99,12.031854629516602,1.52587890625e-05,-21.727596282958984,-89.48876,,0.13526696540415956,8.311270713806152,-11.71439266204834,5300,617.3915951251984,-86.6020278930664,1.0,1.0,-200.0,200.0,0.13526696540415956,[-0.031 -0.171 -0.065  0.488 -0.748  0.692 -0.1    0.085  0.015],-86.60204315185547,0.13526696540415956,53,-86.6020278930664,100,1.0,1060000,1.098616600036621
0.99,28.531038284301758,1.52587890625e-05,-62.86601638793945,-89.48876,,0.5478703153481829,3.5049548149108887,-47.44668197631836,5400,628.8774583339691,-86.6020278930664,1.0,1.0,-200.0,200.0,0.5478703153481829,[-0.087 -0.113 -0.067  0.487 -0.748  0.693  0.005 -0.025  0.02 ],-86.60204315185547,0.5478703153481829,54,-86.6020278930664,100,1.0,1080000,1.0904815196990967
0.99,6.626926898956299,1.52587890625e-05,-12.972960472106934,-89.48876,,0.06399033582534834,15.089950561523438,-5.541692733764648,5500,640.8043553829193,-86.6020278930664,1.0,1.0,-200.0,200.0,0.06399033582534834,[-0.021 -0.142 -0.105  0.49  -0.749  0.691 -0.149  0.085  0.065],-86.60204315185547,0.06399033582534834,55,-86.6020278930664,100,1.0,1100000,1.097893476486206
0.99,13.710980415344238,1.52587890625e-05,-47.63914489746094,-89.48876,,0.42666491295273523,7.293424606323242,-36.95004653930664,5600,652.1998567581177,-86.6020278930664,1.0,1.0,-200.0,200.0,0.42666491295273523,[-0.072 -0.109 -0.086  0.49  -0.749  0.691 -0.04   0.006  0.034],-86.60204315185547,0.42666491295273523,56,-86.6020278930664,100,1.0,1120000,1.0955108404159546
0.99,14.703317642211914,1.52587890625e-05,-25.49578094482422,-89.48876,,0.16658531217929598,6.8011860847473145,-14.426626205444336,5700,663.2195072174072,-86.6020278930664,1.0,1.0,-200.0,200.0,0.16658531217929598,[-0.108 -0.085 -0.074  0.491 -0.748  0.69   0.1   -0.058 -0.042],-86.60204315185547,0.16658531217929598,57,-86.6020278930664,100,1.0,1140000,1.09771728515625
0.99,18.746286392211914,1.52587890625e-05,-43.823081970214844,-89.48876,,0.3617050608218913,5.334389686584473,-31.324392318725586,5800,675.748391866684,-86.6020278930664,1.0,1.0,-200.0,200.0,0.3617050608218913,[-0.042 -0.124 -0.101  0.491 -0.748  0.69  -0.029  0.026  0.003],-86.60204315185547,0.3617050608218913,58,-86.6020278930664,100,1.0,1160000,1.0951541662216187
0.99,11.842546463012695,1.52587890625e-05,-24.612327575683594,-89.48876,,0.16949033716796733,8.444129943847656,-14.678207397460938,5900,686.9746475219727,-86.6020278930664,1.0,1.0,-200.0,200.0,0.16949033716796733,[-0.097 -0.061 -0.11   0.49  -0.748  0.689  0.086 -0.096  0.01 ],-86.60204315185547,0.16949033716796733,59,-86.6020278930664,100,1.0,1180000,1.098237156867981
0.99,27.851242065429688,1.52587890625e-05,-58.55827331542969,-89.48876,,0.5002624561107865,3.5905041694641113,-43.3237419128418,6000,698.3190701007843,-86.6020278930664,1.0,1.0,-200.0,200.0,0.5002624561107865,[-4.618e-02 -1.205e-01 -1.006e-01  4.906e-01 -7.478e-01  6.893e-01
 -1.492e-02  1.534e-02 -4.223e-04],-86.60204315185547,0.5002624561107865,60,-86.6020278930664,100,1.0,1200000,1.0936086177825928
0.99,11.285198211669922,1.52587890625e-05,-20.72761344909668,-89.48876,,0.12736511559732358,8.861165046691895,-11.03007698059082,6100,708.6715149879456,-86.6020278930664,1.0,1.0,-200.0,200.0,0.12736511559732358,[-0.104 -0.087 -0.076  0.49  -0.748  0.69   0.13  -0.082 -0.048],-86.60204315185547,0.12736511559732358,61,-86.6020278930664,100,1.0,1220000,1.0985981225967407
0.99,38.467803955078125,1.52587890625e-05,-53.56593704223633,-89.48876,,0.4117883897478978,2.599576473236084,-35.661712646484375,6200,718.0953602790833,-86.6020278930664,1.0,1.0,-200.0,200.0,0.4117883897478978,[-3.671e-02 -1.228e-01 -1.078e-01  4.905e-01 -7.486e-01  6.901e-01
  1.012e-02 -1.030e-02  1.745e-04],-86.60204315185547,0.4117883897478978,62,-86.6020278930664,100,1.0,1240000,1.0907580852508545
0.99,6.676239013671875,1.52587890625e-05,-12.846010208129883,-89.48876,,0.062205753147528575,14.978492736816406,-5.387144565582275,6300,729.5862619876862,-86.6020278930664,1.0,1.0,-200.0,200.0,0.062205753147528575,[-0.118 -0.118 -0.031  0.491 -0.749  0.689  0.131  0.001 -0.132],-86.60204315185547,0.062205753147528575,63,-86.6020278930664,100,1.0,1260000,1.0980292558670044
0.99,31.171716690063477,1.52587890625e-05,-47.95124816894531,-89.48876,,0.3675911804448676,3.208036422729492,-31.83414077758789,6400,740.5111472606659,-86.6020278930664,1.0,1.0,-200.0,200.0,0.3675911804448676,[-0.065 -0.121 -0.081  0.491 -0.749  0.69   0.036  0.007 -0.043],-86.60204315185547,0.3675911804448676,64,-86.6020278930664,100,1.0,1280000,1.0906763076782227
0.99,10.271198272705078,1.52587890625e-05,-17.95738410949707,-89.48876,,0.10052618941487201,9.7359619140625,-8.705772399902344,6500,751.2594954967499,-86.6020278930664,1.0,1.0,-200.0,200.0,0.10052618941487201,[-0.121 -0.043 -0.103  0.491 -0.749  0.69   0.124 -0.144  0.02 ],-86.60204315185547,0.10052618941487201,65,-86.6020278930664,100,1.0,1300000,1.098323941230774
0.99,27.22858428955078,1.52587890625e-05,-52.84725570678711,-89.48876,,0.4362944467801215,3.6726109981536865,-37.78398132324219,6600,760.7055439949036,-86.6020278930664,1.0,1.0,-200.0,200.0,0.4362944467801215,[-0.067 -0.097 -0.104  0.491 -0.749  0.69   0.02  -0.038  0.018],-86.60204315185547,0.4362944467801215,66,-86.6020278930664,100,1.0,1320000,1.0934267044067383
0.99,8.833017349243164,1.52587890625e-05,-17.056827545166016,-89.48876,,0.09788847275240378,11.321159362792969,-8.477339744567871,6700,772.1870584487915,-86.6020278930664,1.0,1.0,-200.0,200.0,0.09788847275240378,[-0.041 -0.163 -0.064  0.491 -0.748  0.689 -0.06   0.103 -0.043],-86.60204315185547,0.09788847275240378,67,-86.6020278930664,100,1.0,1340000,1.098622441291809
