Iteration,InitialReturnMin,EpThisIter,MaxIWNorm,TimestepsSoFar,ReturnMeanIW,EmpiricalD2,InitialReturnMean,EpRewMean,TimeElapsed,ESSRenyi,MinIWNorm,InitialBound,InitialReturnStd,MeanIW,MinIW,MaxIW,StdIW,MeanIWNorm,J_sample_variance,EpLenMean,Weights,InitialReturnMax,ESSClassic,EpisodesSoFar,ReturnStepMaxmin,Bound,ReturnStepMax,StdIWNorm,MeanEntropy
68,-86.60203,100,0.063018486,1360000,-48.458977,44.32553,-86.60204,-200.0,777.9838740825653,2.256036,1.6060569e-05,-89.48876,1.5258789e-05,0.55955935,0.0016060568,6.3018484,1.1681234,0.0055955932,10337.091,200.0,[ 0.903  0.64  -1.81   0.467 -0.778  0.743  1.717 -1.21  -0.508],-86.60203,18.663754,6800,1.0,-67.67811,1.0,0.0116812335,0.7096941
69,-86.60203,100,0.050326195,1380000,-47.690296,34.819103,-86.60204,-200.0,788.7612679004669,2.8719866,2.2067125e-05,-89.48876,1.5258789e-05,0.5506834,0.0022067125,5.0326195,0.8788837,0.005506834,5851.722,200.0,[ 0.799  0.63  -1.697  0.468 -0.774  0.739  1.793 -1.17  -0.624],-86.60203,28.191444,6900,1.0,-64.72426,1.0,0.008788836,0.7980766
70,-86.60203,100,0.1135016,1400000,-62.154335,18.85073,-86.60204,-200.0,800.6020274162292,5.304834,5.974656e-05,-89.48876,1.5258789e-05,0.71770066,0.005974656,11.350161,1.4893198,0.0071770065,16803.387,200.0,[ 0.885  0.508 -1.66   0.466 -0.773  0.739  1.616 -0.975 -0.641],-86.60203,18.846052,7000,1.0,-74.68779,1.0,0.014893197,0.8621421
71,-86.60203,100,0.13846509,1420000,-58.687885,13.434775,-86.60204,-200.0,812.2142822742462,7.44337,1.4285573e-05,-89.48876,1.5258789e-05,0.67767334,0.0014285573,13.84651,1.6949881,0.0067767333,21764.777,200.0,[ 0.965  0.426 -1.658  0.467 -0.781  0.746  1.481 -0.776 -0.705],-86.60203,13.781815,7100,1.0,-69.26877,1.0,0.016949879,0.86668146
72,-86.60203,100,0.19541188,1440000,-62.931084,17.042805,-86.60204,-200.0,823.7157936096191,5.867579,9.678228e-05,-89.48876,1.5258789e-05,0.72666985,0.009678228,19.541187,2.0560575,0.0072666984,32025.164,200.0,[ 0.955  0.489 -1.711  0.461 -0.777  0.749  1.425 -0.867 -0.559],-86.60203,11.104149,7200,1.0,-74.84837,1.0,0.020560574,0.9148186
73,-86.60203,100,0.053805284,1460000,-33.14293,32.792465,-86.60204,-200.0,834.6353597640991,3.049481,2.8152786e-05,-89.48876,1.5258789e-05,0.38270387,0.0028152787,5.3805285,0.712623,0.0038270385,3847.1626,200.0,[ 0.974  0.406 -1.647  0.463 -0.785  0.754  1.262 -0.785 -0.477],-86.60203,22.384785,7300,1.0,-49.67373,1.0,0.00712623,0.93893987
74,-86.60203,100,0.054088563,1480000,-45.371777,43.35376,-86.60204,-200.0,845.9238350391388,2.306605,1.2894787e-05,-89.48876,1.5258789e-05,0.5239113,0.0012894787,5.4088564,0.9623591,0.0052391123,7016.0923,200.0,[ 0.96   0.335 -1.562  0.465 -0.785  0.752  1.245 -0.608 -0.637],-86.60203,22.861809,7400,1.0,-64.37907,1.0,0.009623591,0.88036263
75,-86.60203,100,0.16924988,1500000,-68.83382,7.906337,-86.60204,-200.0,857.1954984664917,12.648083,8.937876e-05,-89.48876,1.5258789e-05,0.79482913,0.008937876,16.924988,1.8398932,0.0079482915,25645.201,200.0,[ 0.834  0.398 -1.5    0.463 -0.783  0.751  1.364 -0.67  -0.694],-86.60203,15.727154,7500,1.0,-76.9508,1.0,0.01839893,0.91656893
76,-86.60203,100,0.08550101,1520000,-44.647335,48.434605,-86.60204,-200.0,868.049646615982,2.0646396,1.5972175e-05,-89.48876,1.5258789e-05,0.5155461,0.0015972175,8.550101,1.1114864,0.005155461,9358.994,200.0,[ 0.892  0.371 -1.531  0.461 -0.788  0.759  1.284 -0.681 -0.603],-86.60203,17.70514,7600,1.0,-64.73756,1.0,0.011114864,0.9023976
77,-86.60203,100,0.0485331,1540000,-42.106693,41.468487,-86.60204,-200.0,879.1998243331909,2.4114697,2.2229426e-05,-89.48876,1.5258789e-05,0.48620906,0.0022229427,4.85331,0.8123085,0.0048620906,4998.7666,200.0,[ 0.784  0.357 -1.408  0.446 -0.775  0.761  1.296 -0.538 -0.758],-86.60203,26.376654,7700,1.0,-60.696117,1.0,0.008123084,0.905113
78,-86.60203,100,0.09771877,1560000,-37.771694,41.82699,-86.60204,-200.0,890.3638308048248,2.390801,3.8607827e-06,-89.48876,1.5258789e-05,0.43615258,0.0003860783,9.771877,1.109906,0.0043615256,9332.4,200.0,[ 0.784  0.254 -1.305  0.442 -0.773  0.763  1.315 -0.387 -0.928],-86.60203,13.376439,7800,1.0,-56.4413,1.0,0.011099059,0.8680577
79,-86.60203,100,0.08732299,1580000,-48.943848,49.434483,-86.60204,-200.0,901.8552377223969,2.0228794,4.2976926e-06,-89.48876,1.5258789e-05,0.56515825,0.00042976925,8.732299,1.4081888,0.0056515825,15022.519,200.0,[ 0.715  0.411 -1.393  0.437 -0.775  0.77   1.367 -0.587 -0.78 ],-86.60203,13.872648,7900,1.0,-69.24038,1.0,0.014081887,0.7778778
80,-86.60203,100,0.1707407,1600000,-49.45148,29.895414,-86.60204,-200.0,913.0512619018555,3.3449945,4.369149e-06,-89.48876,1.5258789e-05,0.5710199,0.00043691488,17.07407,1.824872,0.005710199,25228.17,200.0,[ 0.536  0.417 -1.22   0.447 -0.78   0.765  1.461 -0.673 -0.788],-86.60203,8.918051,8000,1.0,-65.23519,1.0,0.01824872,0.75304425
81,-86.60203,100,0.065197386,1620000,-48.587906,25.051691,-86.60204,-200.0,924.8163075447083,3.9917464,9.4837225e-05,-89.48876,1.5258789e-05,0.56104815,0.009483723,6.5197387,1.0064178,0.0056104814,7673.2173,200.0,[ 0.422  0.345 -1.035  0.448 -0.787  0.771  1.461 -0.53  -0.931],-86.60203,23.709156,8100,1.0,-63.03649,1.0,0.010064177,0.81665915
82,-86.60203,100,0.08076599,1640000,-49.765823,50.4825,-86.60204,-200.0,936.4557633399963,1.9808846,4.8427905e-06,-89.48876,1.5258789e-05,0.5746496,0.00048427907,8.076599,1.3506266,0.005746496,13819.476,200.0,[ 0.413  0.267 -0.948  0.446 -0.788  0.774  1.338 -0.335 -1.003],-86.60203,15.327699,8200,1.0,-70.27637,1.0,0.013506265,0.7131288
83,-86.60203,100,0.0438256,1660000,-39.317326,35.281166,-86.60204,-200.0,947.5078966617584,2.8343735,2.7285016e-05,-89.48876,1.5258789e-05,0.4540001,0.0027285016,4.3825603,0.7448493,0.004540001,4202.985,200.0,[ 0.319  0.292 -0.878  0.45  -0.792  0.774  1.49  -0.329 -1.161],-86.60203,27.087872,8300,1.0,-56.463936,1.0,0.007448493,0.817578
84,-86.60203,100,0.076834135,1680000,-47.700592,46.298203,-86.60204,-200.0,959.3039786815643,2.1599112,4.7126858e-07,-89.48876,1.5258789e-05,0.5508023,4.7126858e-05,7.6834135,1.302956,0.0055080224,12861.169,200.0,[ 0.411  0.251 -0.929  0.453 -0.793  0.772  1.355 -0.239 -1.116],-86.60203,15.160989,8400,1.0,-67.342735,1.0,0.01302956,0.7377078
85,-86.60203,100,0.048125427,1700000,-38.2351,31.634233,-86.60204,-200.0,970.7638959884644,3.1611323,3.768991e-05,-89.48876,1.5258789e-05,0.4415035,0.0037689912,4.812543,0.79053843,0.004415035,4734.4214,200.0,[ 0.372  0.349 -0.988  0.453 -0.792  0.771  1.478 -0.477 -1.001],-86.60203,23.77497,8500,1.0,-54.47134,1.0,0.0079053845,0.817163
86,-86.60203,100,0.09090008,1720000,-39.272625,43.06784,-86.60204,-200.0,980.7256984710693,2.3219182,1.3421698e-05,-89.48876,1.5258789e-05,0.45348394,0.0013421698,9.090008,1.0821003,0.004534839,8870.659,200.0,[ 0.421  0.25  -0.938  0.456 -0.792  0.769  1.352 -0.319 -1.034],-86.60203,14.938935,8600,1.0,-58.217133,1.0,0.010821003,0.77711296
87,-86.60203,100,0.12016339,1740000,-58.772785,23.488642,-86.60204,-200.0,992.2462949752808,4.2573767,2.0839143e-05,-89.48876,1.5258789e-05,0.6786537,0.0020839144,12.016339,1.4846569,0.0067865374,16698.338,200.0,[ 0.404  0.182 -0.854  0.449 -0.791  0.774  1.417 -0.133 -1.284],-86.60203,17.283655,8700,1.0,-72.76337,1.0,0.014846569,0.85146916
88,-86.60203,100,0.047641557,1760000,-45.388924,38.014267,-86.60204,-200.0,1003.2885608673096,2.6305914,3.078007e-05,-89.48876,1.5258789e-05,0.52410924,0.003078007,4.764156,0.82631296,0.0052410923,5172.6147,200.0,[ 0.467  0.093 -0.827  0.454 -0.792  0.77   1.309 -0.031 -1.278],-86.60203,28.688795,8800,1.0,-63.187286,1.0,0.008263131,0.89796275
89,-86.60203,100,0.07448811,1780000,-41.999123,38.574184,-86.60204,-200.0,1014.1984639167786,2.5924075,5.160077e-06,-89.48876,1.5258789e-05,0.48496696,0.0005160077,7.4488115,0.99614817,0.00484967,7517.4185,200.0,[ 0.513  0.013 -0.793  0.452 -0.791  0.771  1.206  0.1   -1.306],-86.60203,19.160261,8900,1.0,-59.928085,1.0,0.00996148,0.8669297
90,-86.60203,100,0.09491138,1800000,-70.70921,11.379862,-86.60204,-200.0,1025.513750076294,8.787453,9.314684e-05,-89.48876,1.5258789e-05,0.8164845,0.009314684,9.491138,1.4217877,0.008164845,15314.063,200.0,[ 0.485 -0.063 -0.689  0.454 -0.791  0.769  1.242  0.287 -1.529],-86.60203,24.799673,9000,1.0,-80.447334,1.0,0.014217879,0.92278594
91,-86.60203,100,0.0922023,1820000,-66.81203,19.502853,-86.60204,-200.0,1036.0998556613922,5.1274548,8.314725e-05,-89.48876,1.5258789e-05,0.7714835,0.008314725,9.22023,1.3804095,0.007714834,14435.665,200.0,[ 0.444  0.148 -0.859  0.473 -0.799  0.758  1.074  0.336 -1.41 ],-86.60203,23.800642,9100,1.0,-79.56043,1.0,0.013804094,0.97603834
92,-86.60203,100,0.037012808,1840000,-35.494858,43.396366,-86.60204,-200.0,1045.9557893276215,2.3043404,7.841914e-06,-89.48876,1.5258789e-05,0.40986174,0.0007841914,3.701281,0.6808656,0.0040986175,3511.9126,200.0,[ 0.566  0.13  -0.963  0.477 -0.805  0.76   0.991  0.272 -1.262],-86.60203,26.598492,9200,1.0,-54.511486,1.0,0.006808656,0.94209903
93,-86.60203,100,0.055712756,1860000,-37.944466,36.448082,-86.60204,-200.0,1056.194111585617,2.7436285,9.625521e-06,-89.48876,1.5258789e-05,0.43814757,0.0009625521,5.5712757,0.90914786,0.0043814755,6261.6665,200.0,[ 0.549  0.174 -0.99   0.478 -0.805  0.76   1.106  0.105 -1.211],-86.60203,18.848204,9300,1.0,-55.37233,1.0,0.009091479,0.91597515
94,-86.60203,100,0.05004236,1880000,-44.82895,34.52884,-86.60204,-200.0,1067.993290424347,2.8961298,6.300512e-06,-89.48876,1.5258789e-05,0.51764315,0.0006300512,5.004236,0.95041275,0.005176431,6842.983,200.0,[ 0.538  0.254 -1.059  0.481 -0.806  0.756  1.183 -0.076 -1.108],-86.60203,22.877865,9400,1.0,-61.79176,1.0,0.009504126,0.9832667
95,-86.60203,100,0.06711759,1900000,-44.11588,45.891968,-86.60204,-200.0,1079.1160774230957,2.1790307,3.2466974e-07,-89.48876,1.5258789e-05,0.5094093,3.2466975e-05,6.7117586,1.127948,0.0050940923,9638.2705,200.0,[ 6.307e-01  2.031e-01 -1.101e+00  4.827e-01 -8.045e-01  7.538e-01
  1.062e+00 -8.957e-04 -1.061e+00],-86.60203,16.941105,9500,1.0,-63.67166,1.0,0.011279481,0.9111858
96,-86.60203,100,0.07407806,1920000,-44.431736,31.406532,-86.60204,-200.0,1090.320167541504,3.184051,2.3024235e-05,-89.48876,1.5258789e-05,0.5130565,0.0023024236,7.4078064,1.0521324,0.0051305653,8386.131,200.0,[ 0.53   0.19  -0.987  0.479 -0.799  0.753  1.17   0.073 -1.242],-86.60203,19.210712,9600,1.0,-60.609436,1.0,0.010521323,0.9754129
97,-86.60203,100,0.05768742,1940000,-79.9147,2.1796532,-86.60204,-200.0,1101.8450372219086,45.87886,0.0006258201,-89.48876,1.5258789e-05,0.92278105,0.06258201,5.768742,0.98892057,0.0092278095,7408.73,200.0,[ 0.587  0.164 -1.018  0.476 -0.798  0.753  1.037  0.173 -1.21 ],-86.60203,46.54442,9700,1.0,-84.176575,1.0,0.009889206,0.9664493
98,-86.60203,100,0.09084402,1960000,-45.750786,55.44125,-86.60204,-200.0,1112.2195637226105,1.8037112,7.4781087e-06,-89.48876,1.5258789e-05,0.52828765,0.0007478109,9.084402,1.2304292,0.0052828765,11469.229,200.0,[ 0.627  0.169 -1.064  0.478 -0.803  0.757  1.093  0.078 -1.172],-86.60203,15.565029,9800,1.0,-67.24509,1.0,0.012304292,0.8988822
99,-86.60203,100,0.075816445,1980000,-50.116577,44.901142,-86.60204,-200.0,1123.0950882434845,2.227115,1.2871744e-05,-89.48876,1.5258789e-05,0.5786998,0.0012871744,7.5816445,1.1944132,0.0057869977,10807.62,200.0,[ 0.65   0.032 -0.949  0.469 -0.796  0.759  1.267  0.136 -1.403],-86.60203,19.01166,9900,1.0,-69.4601,1.0,0.011944132,0.81537646
100,-86.60203,100,0.07526773,2000000,-53.59395,34.33569,-86.60204,-200.0,1134.7026970386505,2.9124215,1.7391625e-05,-89.48876,1.5258789e-05,0.61885333,0.0017391626,7.5267735,1.1947639,0.0061885323,10813.969,200.0,[ 0.521  0.053 -0.842  0.474 -0.796  0.754  1.407  0.146 -1.552],-86.60203,21.153938,10000,1.0,-70.50925,1.0,0.011947639,0.8516938
101,-86.60203,100,0.06791092,2020000,-48.61308,53.18105,-86.60204,-200.0,1146.0663843154907,1.8803691,1.5760708e-06,-89.48876,1.5258789e-05,0.5613389,0.00015760708,6.791092,1.187302,0.005613389,10679.312,200.0,[ 0.545 -0.018 -0.795  0.474 -0.796  0.754  1.333  0.299 -1.631],-86.60203,18.268997,10100,1.0,-69.66469,1.0,0.011873019,0.75653374
102,-86.60203,100,0.12740222,2040000,-69.72536,14.896113,-86.60204,-200.0,1157.4894444942474,6.7131605,6.726961e-05,-89.48876,1.5258789e-05,0.8051238,0.0067269616,12.740222,1.7795901,0.008051237,23991.695,200.0,[ 0.431 -0.04  -0.658  0.476 -0.8    0.756  1.525  0.343 -1.868],-86.60203,16.990728,10200,1.0,-80.86685,1.0,0.017795902,0.79301846
103,-86.60203,100,0.055480428,2060000,-30.049065,68.7482,-86.60204,-200.0,1167.5853736400604,1.4545835,1.0355576e-07,-89.48876,1.5258789e-05,0.34697878,1.0355577e-05,5.548043,1.013359,0.0034697878,7779.427,200.0,[ 0.459 -0.118 -0.608  0.49  -0.814  0.756  1.462  0.461 -1.922],-86.60203,10.493792,10300,1.0,-53.984287,1.0,0.010133591,0.7231053
104,-86.60203,100,0.090982035,2080000,-48.077705,27.857996,-86.60204,-200.0,1179.0719079971313,3.5896337,2.2670056e-05,-89.48876,1.5258789e-05,0.55515677,0.0022670056,9.098204,1.255785,0.005551568,11946.797,200.0,[ 0.191 -0.194 -0.264  0.468 -0.794  0.759  1.617  0.84  -2.456],-86.60203,16.34839,10400,1.0,-63.314083,1.0,0.012557849,0.6850623
105,-86.60203,100,0.08892369,2100000,-45.018105,30.332714,-86.60204,-200.0,1188.8229200839996,3.2967706,1.2362543e-05,-89.48876,1.5258789e-05,0.51982737,0.0012362543,8.892369,1.3097849,0.005198274,12996.336,200.0,[ 0.161 -0.126 -0.303  0.468 -0.795  0.759  1.701  0.702 -2.403],-86.60203,13.60793,10500,1.0,-60.916836,1.0,0.01309785,0.6332278
106,-86.60203,100,0.09644823,2120000,-37.840286,48.35779,-86.60204,-200.0,1199.255816936493,2.067919,4.1700673e-06,-89.48876,1.5258789e-05,0.4369446,0.00041700673,9.644823,1.0755156,0.004369446,8763.031,200.0,[ 0.137 -0.052 -0.352  0.479 -0.804  0.758  1.786  0.543 -2.328],-86.60203,14.166883,10600,1.0,-57.91457,1.0,0.010755156,0.55621123
107,-86.60203,100,0.14569868,2140000,-68.460556,23.31299,-86.60204,-200.0,1210.5524044036865,4.289454,3.8957456e-05,-89.48876,1.5258789e-05,0.79051894,0.0038957458,14.569868,1.7353227,0.00790519,22812.95,200.0,[ 0.1    0.018 -0.385  0.476 -0.802  0.758  1.906  0.369 -2.275],-86.60203,17.18577,10700,1.0,-82.39873,1.0,0.017353227,0.62470245
108,-86.60203,100,0.03836441,2160000,-45.82771,23.375721,-86.60204,-200.0,1222.6262030601501,4.277943,0.0003095078,-89.48876,1.5258789e-05,0.52917594,0.030950781,3.836441,0.6564478,0.0052917586,3264.5354,200.0,[ 0.147 -0.023 -0.392  0.472 -0.796  0.755  1.807  0.513 -2.32 ],-86.60203,39.387688,10800,1.0,-59.784622,1.0,0.0065644784,0.6857372
109,-86.60203,100,0.0686671,2180000,-80.36885,2.3880439,-86.60204,-200.0,1234.0807342529297,41.87528,0.00030287894,-89.48876,1.5258789e-05,0.92802507,0.030287895,6.8667097,0.9685803,0.00928025,7107.095,200.0,[ 0.2    0.094 -0.562  0.478 -0.798  0.752  1.594  0.393 -1.987],-86.60203,47.86267,10900,1.0,-84.8298,1.0,0.009685802,0.63692486
110,-86.60203,100,0.04522196,2200000,-34.372177,34.37096,-86.60204,-200.0,1244.6472222805023,2.909433,1.9811832e-05,-89.48876,1.5258789e-05,0.39689812,0.0019811832,4.522196,0.6609572,0.00396898,3309.5398,200.0,[ 0.237 -0.008 -0.497  0.484 -0.808  0.755  1.764  0.364 -2.127],-86.60203,26.502373,11000,1.0,-51.296165,1.0,0.006609572,0.7145378
111,-86.60203,100,0.104863614,2220000,-55.279156,35.178665,-86.60204,-200.0,1256.149197101593,2.842632,3.0497151e-06,-89.48876,1.5258789e-05,0.6383125,0.00030497153,10.4863615,1.549653,0.0063831247,18192.393,200.0,[ 0.341 -0.072 -0.536  0.484 -0.809  0.756  1.641  0.426 -2.067],-86.60203,14.505593,11100,1.0,-72.40084,1.0,0.015496531,0.6156029
112,-86.60203,100,0.0872331,2240000,-69.80976,3.6496363,-86.60204,-200.0,1268.2674641609192,27.39999,0.0006088816,-89.48876,1.5258789e-05,0.80609846,0.06088816,8.7233095,1.17338,0.008060984,10430.338,200.0,[-0.012  0.188 -0.443  0.488 -0.802  0.746  1.701  0.603 -2.304],-86.60203,32.063053,11200,1.0,-75.324585,1.0,0.0117338,0.6697068
113,-86.60203,100,0.0909617,2260000,-66.890915,28.368633,-86.60204,-200.0,1278.906459569931,3.5250201,4.3445057e-06,-89.48876,1.5258789e-05,0.77239436,0.00043445057,9.09617,1.367458,0.007723943,14166.057,200.0,[ 0.073  0.199 -0.54   0.488 -0.801  0.746  1.583  0.577 -2.161],-86.60203,24.187498,11300,1.0,-82.266304,1.0,0.0136745805,0.72365344
114,-86.60203,100,0.028649658,2280000,-79.01486,1.4198779,-86.60204,-200.0,1289.0423786640167,70.42859,0.0011340033,-89.48876,1.5258789e-05,0.91239053,0.113400325,2.864966,0.59179544,0.009123906,2653.1646,200.0,[ 0.192  0.122 -0.581  0.481 -0.801  0.752  1.535  0.689 -2.224],-86.60203,70.38738,11400,1.0,-82.45466,1.0,0.0059179543,0.71748704
115,-86.60203,100,0.067322604,2300000,-50.68579,34.784996,-86.60204,-200.0,1299.4739644527435,2.8748026,1.3376431e-05,-89.48876,1.5258789e-05,0.5852726,0.0013376431,6.7322607,1.1770015,0.0058527254,10494.817,200.0,[ 0.256  0.007 -0.53   0.476 -0.796  0.752  1.624  0.724 -2.348],-86.60203,19.824568,11500,1.0,-67.7114,1.0,0.011770014,0.64684474
116,-86.60203,100,0.047126822,2320000,-35.802483,32.501915,-86.60204,-200.0,1310.0081527233124,3.0767417,1.030205e-05,-89.48876,1.5258789e-05,0.4134139,0.001030205,4.7126822,0.86581284,0.0041341395,5678.9614,200.0,[ 0.14   0.069 -0.476  0.477 -0.796  0.752  1.763  0.677 -2.44 ],-86.60203,18.566334,11600,1.0,-52.259884,1.0,0.008658128,0.6110618
117,-86.60203,100,0.050411973,2340000,-35.381676,46.9508,-86.60204,-200.0,1321.4490780830383,2.129889,9.838834e-06,-89.48876,1.5258789e-05,0.4085548,0.0009838834,5.0411973,0.7901069,0.0040855478,4729.2524,200.0,[ 0.091  0.264 -0.622  0.474 -0.791  0.748  1.722  0.497 -2.219],-86.60203,21.097069,11700,1.0,-55.16177,1.0,0.007901068,0.53880847
118,-86.60203,100,0.17140841,2360000,-54.96717,19.714258,-86.60204,-200.0,1332.7508800029755,5.0724707,2.4823396e-06,-89.48876,1.5258789e-05,0.6347101,0.00024823396,17.140842,1.9608036,0.0063470993,29126.55,200.0,[ 0.035  0.427 -0.729  0.479 -0.796  0.749  1.785  0.314 -2.1  ],-86.60203,9.484325,11800,1.0,-67.784485,1.0,0.019608034,0.43282753
119,-86.60203,100,0.049113195,2380000,-31.608889,50.43712,-86.60204,-200.0,1344.0128135681152,1.9826669,1.7436897e-06,-89.48876,1.5258789e-05,0.36499014,0.00017436898,4.9113197,0.69577616,0.0036499018,3667.4148,200.0,[-0.122  0.322 -0.466  0.506 -0.829  0.755  2.075  0.435 -2.51 ],-86.60203,21.579945,11900,1.0,-52.110214,1.0,0.0069577615,0.3300974
120,-86.60203,100,0.054690637,2400000,-50.303894,21.466328,-86.60204,-200.0,1355.3539335727692,4.6584587,0.00018375702,-89.48876,1.5258789e-05,0.5808628,0.018375702,5.4690638,0.99024576,0.005808628,7428.5986,200.0,[-0.228  0.5   -0.539  0.506 -0.829  0.755  2.185  0.213 -2.398],-86.60203,25.599747,12000,1.0,-63.678642,1.0,0.009902457,0.40524694
121,-86.60203,100,0.08877875,2420000,-36.108276,56.637157,-86.60204,-200.0,1365.8087322711945,1.7656254,4.7180683e-07,-89.48876,1.5258789e-05,0.41694495,4.7180685e-05,8.877875,1.0805495,0.004169449,8845.252,200.0,[-0.486  0.772 -0.553  0.521 -0.848  0.759  1.77   0.508 -2.278],-86.60203,12.959534,12100,1.0,-57.833164,1.0,0.010805494,0.31660563
122,-86.60203,100,0.04435589,2440000,-55.36389,34.190315,-86.60204,-200.0,1376.730084657669,2.924805,6.525331e-05,-89.48876,1.5258789e-05,0.6392909,0.0065253316,4.4355893,0.87260246,0.006392909,5768.3794,200.0,[-0.507  1.044 -0.805  0.538 -0.854  0.749  1.901  0.266 -2.167],-86.60203,34.927197,12200,1.0,-72.24335,1.0,0.008726024,0.4175751
123,-86.60203,100,0.07513461,2460000,-19.344086,95.519714,-86.60204,-200.0,1388.2818822860718,1.0469043,4.2749884e-10,-89.48876,1.5258789e-05,0.2233676,4.2749885e-08,7.513461,0.8308377,0.0022336761,5229.4185,200.0,[-0.313  0.991 -0.945  0.554 -0.865  0.743  1.732  0.218 -1.95 ],-86.60203,6.740628,12300,1.0,-47.55735,1.0,0.008308377,0.30108163
124,-86.60203,100,0.061266545,2480000,-79.27339,2.0862424,-86.60204,-200.0,1400.435762643814,47.933067,0.0016890818,-89.48876,1.5258789e-05,0.91537565,0.16890818,6.1266546,0.97743416,0.009153756,7237.6235,200.0,[-0.752  0.821 -0.336  0.542 -0.857  0.747  2.026  0.622 -2.648],-86.60203,46.724876,12400,1.0,-83.44294,1.0,0.009774341,0.33095855
125,-86.60203,100,0.10649712,2500000,-58.00912,27.00161,-86.60204,-200.0,1411.4930112361908,3.7034829,0.00010196736,-89.48876,1.5258789e-05,0.6698357,0.010196736,10.649712,1.4115287,0.0066983555,15093.861,200.0,[-0.755  0.747 -0.259  0.541 -0.857  0.748  1.952  0.707 -2.66 ],-86.60203,18.380285,12500,1.0,-73.009476,1.0,0.014115288,0.420803
126,-86.60203,100,0.12120714,2520000,-49.545807,32.575375,-86.60204,-200.0,1421.87651014328,3.0698035,8.29152e-06,-89.48876,1.5258789e-05,0.57210904,0.000829152,12.120714,1.6347955,0.00572109,20246.4,200.0,[-0.654  0.694 -0.308  0.542 -0.857  0.748  1.781  0.805 -2.586],-86.60203,10.910783,12600,1.0,-66.0218,1.0,0.016347956,0.32206607
127,-86.60203,100,0.07156904,2540000,-52.126423,24.17628,-86.60204,-200.0,1432.998584985733,4.136286,0.0001493733,-89.48876,1.5258789e-05,0.6019077,0.014937331,7.156904,1.1320422,0.006019077,9708.365,200.0,[-0.73   0.773 -0.31   0.527 -0.839  0.745  2.02   0.698 -2.719],-86.60203,22.0398,12700,1.0,-66.32031,1.0,0.011320421,0.37792727
128,-86.60203,100,0.15588164,2560000,-58.946766,29.980806,-86.60204,-200.0,1444.723066329956,3.3354673,8.104605e-06,-89.48876,1.5258789e-05,0.6806627,0.0008104605,15.588164,1.8623799,0.0068066265,26275.898,200.0,[-0.747  0.558 -0.079  0.515 -0.829  0.746  2.07   0.985 -3.054],-86.60203,11.783567,12800,1.0,-74.753006,1.0,0.0186238,0.30722433
129,-86.60203,100,0.054857463,2580000,-74.44841,1.7563487,-86.60204,-200.0,1455.751139640808,56.936302,0.00037687953,-89.48876,1.5258789e-05,0.85966134,0.037687954,5.4857464,0.74702054,0.008596612,4227.5234,200.0,[-0.89   0.936 -0.314  0.494 -0.806  0.744  1.91   0.739 -2.649],-86.60203,56.976486,12900,1.0,-78.274124,1.0,0.007470205,0.28364268
130,-86.60203,100,0.06487703,2600000,-80.701,2.7275066,-86.60204,-200.0,1466.4958970546722,36.66352,0.0003607879,-89.48876,1.5258789e-05,0.9318603,0.036078792,6.4877033,1.2201132,0.009318603,11277.719,200.0,[-0.506  0.423 -0.185  0.468 -0.779  0.743  2.351  0.471 -2.822],-86.60203,36.841286,13000,1.0,-85.46848,1.0,0.012201132,0.24599746
131,-86.60203,100,0.049056467,2620000,-46.867714,36.076187,-86.60204,-200.0,1478.3122382164001,2.7719116,0.00010504113,-89.48876,1.5258789e-05,0.541185,0.0105041135,4.905647,0.82066935,0.00541185,5102.199,200.0,[-0.303  0.346 -0.311  0.38  -0.692  0.744  2.51   0.156 -2.667],-86.60203,30.307062,13100,1.0,-64.206436,1.0,0.008206693,0.32697004
132,-86.60203,100,0.083814,2640000,-36.463493,50.078323,-86.60204,-200.0,1489.1504085063934,1.996872,2.261578e-06,-89.48876,1.5258789e-05,0.42104664,0.0002261578,8.3814,1.2008094,0.0042104665,10923.683,200.0,[-0.281  0.292 -0.279  0.379 -0.692  0.745  2.323  0.386 -2.709],-86.60203,10.948474,13200,1.0,-56.89177,1.0,0.012008094,0.2271047
133,-86.60203,100,0.021359548,2660000,-84.71182,1.0898819,-86.60204,-200.0,1500.3055474758148,91.75306,0.0051117293,-89.48876,1.5258789e-05,0.9781736,0.51117295,2.1359549,0.34366754,0.009781736,894.74225,200.0,[-0.325  0.465 -0.407  0.394 -0.709  0.747  2.493  0.06  -2.553],-86.60203,89.01255,13300,1.0,-87.725494,1.0,0.0034366755,0.23880805
134,-86.60203,100,0.17112957,2680000,-45.62844,39.15848,-86.60204,-200.0,1511.0451302528381,2.5537252,3.6084998e-07,-89.48876,1.5258789e-05,0.526875,3.6085e-05,17.112957,1.8159487,0.0052687502,24982.043,200.0,[-0.273  0.406 -0.4    0.39  -0.703  0.745  2.503  0.087 -2.59 ],-86.60203,7.7643814,13400,1.0,-63.69268,1.0,0.018159484,0.17916887
135,-86.60203,100,0.0653006,2700000,-67.02251,17.671782,-86.60204,-200.0,1522.9104688167572,5.658739,0.00039282575,-89.48876,1.5258789e-05,0.77391386,0.039282575,6.53006,1.1304915,0.007739139,9681.786,200.0,[-0.158  0.617 -0.726  0.364 -0.691  0.759  2.64  -0.45  -2.19 ],-86.60203,31.910358,13500,1.0,-79.15771,1.0,0.011304916,0.21263914
