Weights,InitialReturnMin,ReturnStepMaxmin,InitialReturnMax,Iteration,EpLenMean,TimeElapsed,InitialBound,EpThisIter,TimestepsSoFar,RewardCompression,InitialReturnMean,ESSClassic,MeanEntropy,EpisodesSoFar,MinIW,ReturnMeanIW,MaxIW,MeanIW,StdIW,Bound,EmpiricalD2,EpRewMean,ESSRenyi,InitialReturnStd,ReturnStepMax
[ 1.027 -0.24  -0.118],-82.75202178955078,0.8422682285308838,-81.79913330078125,11,500.0,388.7066490650177,-85.2515,100,550000,,-82.49310302734375,22.247888565063477,1.3522757291793823,1100,0.010886152491100441,-55.29914474487305,8.220980356822515,0.670078546340757,1.2524661988085783,-67.98922729492188,21.164794921875,-415.4596913701296,4.724827289581299,0.19783659279346466,0.8422682285308838
[ 1.024 -0.304 -0.067],-82.71897888183594,0.8419573903083801,-81.89520263671875,12,500.0,422.04624128341675,-85.292885,100,600000,,-82.53558349609375,37.24528503417969,1.3798331022262573,1200,0.01706059362008893,-71.55459594726562,8.971848828221324,0.8667394431809444,1.1243203805800766,-77.42211151123047,4.528353214263916,-415.5180304452777,22.08308219909668,0.1367938071489334,0.8419573903083801
[ 1.01  -0.445 -0.039],-82.79951477050781,0.8421295285224915,-82.17780303955078,13,500.0,454.83472514152527,-85.35841,100,650000,,-82.59842681884766,14.536089897155762,1.3240363597869873,1300,0.00047348255840993375,-44.88276290893555,9.40299096464837,0.5431933185363689,1.3168751988000433,-63.27586364746094,44.41163635253906,-415.77866519257424,2.251662254333496,0.10110732167959213,0.8421295285224915
[ 0.989 -0.65  -0.095],-82.77964782714844,0.8420477509498596,-82.36614990234375,14,500.0,493.2476580142975,-85.400345,100,700000,,-82.64102172851562,8.807336807250977,1.2619210481643677,1400,0.00017552922124512037,-47.704559326171875,16.380335918543633,0.5771303472708171,1.8568974583420843,-63.19699478149414,31.52352523803711,-416.0365365582704,3.172234058380127,0.08593085408210754,0.8420477509498596
[ 0.987 -0.606 -0.157],-82.76094055175781,0.8421270251274109,-82.32646179199219,15,500.0,527.8305153846741,-85.395515,100,750000,,-82.6368179321289,22.4805850982666,1.218733549118042,1500,0.0018965853676927453,-35.131805419921875,5.898984611017619,0.42521368908499896,0.7895746503349351,-51.31947708129883,34.431854248046875,-416.0616997924447,2.904287338256836,0.08877288550138474,0.8421270251274109
[ 0.946 -0.317 -0.2  ],-82.73184204101562,0.8421261310577393,-82.12503814697266,16,500.0,564.0894255638123,-85.33103,100,800000,0.020000000000000018,-82.57443237304688,12.196372985839844,1.1572438478469849,1600,0.0011522344839306191,-60.20575714111328,12.705731598893198,0.7288159108381443,1.932399320624376,-75.15422058105469,29.382593154907227,-415.7532482293248,3.4033756256103516,0.11771500110626221,0.8421261310577393
[ 0.868 -0.341 -0.262],-82.77749633789062,0.8419869542121887,-82.007080078125,17,500.0,594.3629145622253,-85.34413,100,850000,,-82.58488464355469,13.494513511657715,1.0944890975952148,1700,0.0011469720119430139,-60.103729248046875,12.468348892843983,0.7272762893084203,1.8401065210108103,-76.20735931396484,34.061649322509766,-415.8666763453186,2.9358532428741455,0.14211338758468628,0.8419869542121887
[ 0.875 -0.348 -0.325],-82.76568603515625,0.8418658971786499,-82.29169464111328,18,500.0,633.4507336616516,-85.36144,100,900000,,-82.60258483886719,27.91176986694336,1.1228187084197998,1800,0.049683856795998536,-71.74152374267578,13.162773462797052,0.8683198282431492,1.3953644882878038,-76.44947052001953,2.9120893478393555,-415.95201741978525,34.33960723876953,0.09600841253995895,0.8418658971786499
[ 0.904 -0.424 -0.296],-82.79650115966797,0.8420225977897644,-82.29744720458984,19,500.0,667.8587334156036,-85.39045,100,950000,,-82.63056945800781,78.28832244873047,1.1335731744766235,1900,0.25855130846483226,-80.74987030029297,3.275073658994347,0.977191087762874,0.5144208335663207,-83.87794494628906,1.2846142053604126,-416.0332272271812,77.8443832397461,0.09070586413145065,0.8420225977897644
[ 1.082 -0.477 -0.285],-82.77229309082031,0.8419737219810486,-82.43386840820312,20,500.0,701.726601600647,-85.38259,100,1000000,0.010000000000000009,-82.62324523925781,11.15449047088623,1.0751252174377441,2000,0.0011516719667835813,-42.32461166381836,10.87508734731493,0.5121167967952956,1.4364647350736548,-55.11107635498047,21.477001190185547,-415.9992727038264,4.656143665313721,0.0897732749581337,0.8419737219810486
[ 1.075 -0.472 -0.344],-82.77982330322266,0.8418683409690857,-82.18562316894531,21,500.0,740.5870473384857,-85.39789,100,1050000,,-82.63855743408203,16.830995559692383,1.1220871210098267,2100,0.006829032222536924,-65.19674682617188,14.372019394673446,0.788859824796971,1.7528339586466235,-74.69775390625,11.85586166381836,-416.10022666811943,8.434646606445312,0.09560216963291168,0.8418683409690857
[ 1.074 -0.492 -0.297],-82.83148956298828,0.8414680361747742,-82.3320541381836,22,500.0,774.674679517746,-85.413704,100,1100000,,-82.65265655517578,65.52427673339844,1.1032289266586304,2200,0.07062793079763972,-78.50613403320312,3.825211407966628,0.9496616073552266,0.6885228831497296,-81.82772827148438,1.447250485420227,-416.07218693375586,69.09654235839844,0.09373489767313004,0.8414680361747742
[ 1.111 -0.517 -0.316],-82.77923583984375,0.8417701721191406,-82.32706451416016,23,500.0,813.2386615276337,-85.41566,100,1150000,,-82.6563491821289,18.64718246459961,1.1552726030349731,2300,0.004858495991012642,-55.23094177246094,9.325830979978571,0.6682125690528458,1.3955090757269528,-69.75173950195312,27.693687438964844,-416.13222372740506,3.610931158065796,0.08261390775442123,0.8417701721191406
[ 1.102 -0.423 -0.264],-82.80675506591797,0.8423208594322205,-82.14817810058594,24,500.0,846.153603553772,-85.4004,100,1200000,0.010000000000000009,-82.64118957519531,27.66314125061035,1.210677146911621,2400,0.00566423172341908,-44.85167694091797,5.0691284405284485,0.5428325579872934,0.8719205101740265,-60.39500045776367,31.710182189941406,-415.9961841981113,3.1535611152648926,0.09611241519451141,0.8423208594322205
[ 1.106 -0.398 -0.208],-82.77998352050781,0.8419042229652405,-82.274169921875,25,500.0,880.3025522232056,-85.36672,100,1250000,,-82.60739135742188,21.511293411254883,1.2636206150054932,2500,0.002945028645773312,-45.42766189575195,6.60453347076145,0.5498139605063816,1.049722362563068,-59.19483947753906,24.893247604370117,-415.9080890227854,4.017153739929199,0.10131816565990448,0.8419042229652405
[ 1.121 -0.443 -0.155],-82.74864196777344,0.8421422243118286,-82.26860809326172,26,500.0,915.9187021255493,-85.36727,100,1300000,,-82.6089859008789,25.776945114135742,1.2697824239730835,2600,0.02750510270004027,-46.53372573852539,7.796305177790964,0.5636563699666982,0.9575196442083698,-53.97728729248047,7.282530307769775,-415.91585880815984,13.731491088867188,0.09869048744440079,0.8421422243118286
[ 1.125 -0.183 -0.149],-82.788818359375,0.8421033024787903,-81.38308715820312,27,500.0,951.7586717605591,-85.26726,100,1350000,,-82.50762939453125,14.714057922363281,1.2245932817459106,2700,0.0005854942757456962,-35.934059143066406,6.590842055079554,0.4367041417551134,1.053307204999475,-54.24121856689453,44.00896072387695,-415.4296916219592,2.2722644805908203,0.2064807265996933,0.8421033024787903
[ 1.41   0.017 -0.194],-82.74512481689453,0.8429622054100037,-81.25836944580078,28,500.0,988.3323886394501,-85.04313,100,1400000,,-82.28495788574219,26.004222869873047,1.178724765777588,2800,0.0003997356847581631,-41.26529312133789,4.8204918227518245,0.500818305697833,0.8448655933885679,-57.40711212158203,34.25017166137695,-414.1731535843015,2.9196934700012207,0.3419042229652405,0.8429622054100037
[ 1.393 -0.128 -0.24 ],-82.73609161376953,0.842278778553009,-81.7643051147461,29,500.0,1023.4866778850555,-85.243805,100,1450000,,-82.48593139648438,14.83885383605957,1.1213113069534302,2900,0.00023092603240802378,-62.21061706542969,10.7588898694357,0.7538042421031821,1.8053199967792737,-77.20183563232422,29.547893524169922,-415.2875797496736,3.384335994720459,0.17787055671215057,0.842278778553009
[ 1.369 -0.225 -0.298],-82.73495483398438,0.8420325517654419,-81.89555358886719,30,500.0,1059.5064635276794,-85.32045,100,1500000,,-82.56261444091797,16.50191307067871,1.0666885375976562,3000,0.0007353161590397803,-48.19133377075195,7.880024383147407,0.5836319319838688,1.3125383887626587,-60.67967224121094,20.505661010742188,-415.67922644570467,4.876702308654785,0.12616410851478577,0.8420325517654419
[ 1.364 -0.131 -0.352],-82.75566864013672,0.8421815633773804,-81.286376953125,31,500.0,1096.5223293304443,-85.284134,100,1550000,,-82.5256118774414,20.780040740966797,1.0165265798568726,3100,0.0019269225173533754,-38.129798889160156,5.173684909337363,0.4622278972519507,0.9018934418534574,-55.964752197265625,41.80141067504883,-415.52343471229074,2.392263650894165,0.19352757930755615,0.8421815633773804
[ 1.355  0.031 -0.403],-82.74616241455078,0.8423077464103699,-81.705078125,32,500.0,1131.0554451942444,-85.1521,100,1600000,,-82.39389038085938,23.782468795776367,0.9729655385017395,3200,0.0003857617700990614,-35.914398193359375,3.471010802278837,0.4365316379005013,0.78185433382257,-57.5568962097168,61.568931579589844,-414.849994507581,1.6241958141326904,0.24209193885326385,0.8423077464103699
[ 1.349  0.193 -0.446],-82.73993682861328,0.8439449071884155,-80.2795181274414,33,500.0,1167.9211270809174,-84.82862,100,1650000,,-82.07062530517578,26.220680236816406,1.0168412923812866,3300,0.0051253340894640296,-53.475223541259766,6.71017802853676,0.6507618666349376,1.0898136843285,-66.60188293457031,22.65273666381836,-412.27299784973263,4.414477825164795,0.5120798945426941,0.8439449071884155
[ 1.35   0.127 -0.402],-82.6988296508789,0.8420703411102295,-80.37019348144531,34,500.0,1201.2958970069885,-84.9646,100,1700000,,-82.20796966552734,27.613346099853516,1.069634199142456,3400,0.00831771511634076,-52.47021484375,6.968543331883835,0.6382263985151512,1.0344243246158573,-67.0977783203125,28.157094955444336,-413.8538017052412,3.5515027046203613,0.43808451294898987,0.8420703411102295
[ 1.378  0.088 -0.349],-82.74591064453125,0.842070460319519,-80.94313049316406,35,500.0,1235.067147731781,-85.02393,100,1750000,,-82.26573944091797,17.651151657104492,1.1194095611572266,3500,0.0008660176633493577,-65.5462417602539,11.424852537627183,0.7971970141756287,1.7215354635091964,-77.94708251953125,20.213960647583008,-414.1004514685273,4.947075843811035,0.3610949218273163,0.842070460319519
[ 1.372  0.136 -0.299],-82.69581604003906,0.8431495428085327,-80.27265167236328,36,500.0,1268.5968837738037,-84.898476,100,1800000,,-82.1419448852539,21.86147689819336,1.0759477615356445,3600,1.1018955818510091e-05,-59.94108581542969,8.608680079640404,0.7277388511765386,1.3737345887483345,-72.49989318847656,20.757360458374023,-413.2820406959951,4.817568302154541,0.4361405074596405,0.8431495428085327
[ 1.381  0.032 -0.343],-82.72186279296875,0.8421579599380493,-81.68966674804688,37,500.0,1299.8197331428528,-85.15388,100,1850000,,-82.396484375,60.564056396484375,1.0549159049987793,3700,0.12582340172402998,-75.5621109008789,4.160091544489818,0.9170403203661331,0.7393118501430046,-78.99003601074219,1.5454822778701782,-414.62665845274927,64.70471954345703,0.24857975542545319,0.8421579599380493
[ 1.341  0.043 -0.364],-82.75495910644531,0.8424514532089233,-81.19820404052734,38,500.0,1334.1187009811401,-85.12925,100,1900000,,-82.3707504272461,34.075462341308594,1.0476222038269043,3800,0.015679588094774682,-24.472949981689453,3.2845823133510326,0.297540310875469,0.41436856762494056,-39.792022705078125,30.840364456176758,-414.7780229611695,3.2425038814544678,0.29600998759269714,0.8424514532089233
[ 1.315  0.232 -0.371],-82.71784973144531,0.8435357809066772,-80.58210754394531,39,500.0,1368.174483537674,-84.76954,100,1950000,,-82.01227569580078,18.001007080078125,1.0136669874191284,3900,0.0066545711609940425,-38.14078903198242,6.868886165658237,0.4665609194826867,0.9972287057189232,-56.655052185058594,45.087589263916016,-411.5774595853686,2.217905282974243,0.5083605647087097,0.8435357809066772
[ 1.28   0.343 -0.405],-82.7239990234375,0.8460607528686523,-78.68565368652344,40,500.0,1404.7491836547852,-84.172195,100,2000000,,-81.41472625732422,25.312480926513672,1.0295311212539673,4000,0.016903564828610645,-46.475440979003906,5.631256252827889,0.571759130478137,0.9831835243579844,-63.36937713623047,37.53541564941406,-406.6785219049454,2.6641507148742676,0.8599522113800049,0.8460607528686523
[ 1.343  0.426 -0.389],-82.66134643554688,0.8493676781654358,-76.60116577148438,41,500.0,1441.2989089488983,-83.53589,100,2050000,,-80.78050994873047,20.530858993530273,0.9688276648521423,4100,0.000650738759133663,-48.55120086669922,7.31278399594136,0.6016252092347966,1.1797964189372685,-65.1287841796875,36.197628021240234,-399.90530975058675,2.7626118659973145,1.2712122201919556,0.8493676781654358
[ 1.424  0.44  -0.45 ],-82.52658081054688,0.8504745960235596,-76.6465072631836,42,500.0,1478.5297074317932,-83.239395,100,2100000,,-80.48851013183594,8.835588455200195,0.9091849327087402,4200,0.00010049694614705271,-46.84933090209961,16.70850528181275,0.5785903731908811,1.8491765754544343,-61.06071090698242,26.68868637084961,-397.65923935204745,3.746906042098999,1.3479993343353271,0.8504745960235596
[ 1.475  0.438 -0.51 ],-82.47216796875,0.8499597311019897,-77.64239501953125,43,500.0,1513.504076719284,-83.27377,100,2150000,,-80.52470397949219,16.027830123901367,0.8430595397949219,4300,0.00032447741200638207,-46.502079010009766,8.382100896004113,0.5768012906941089,1.3183323830890548,-65.56834411621094,48.10152816772461,-396.58709028199314,2.0789361000061035,1.1992852687835693,0.8499597311019897
[ 1.476  0.439 -0.576],-82.68392944335938,0.8521580696105957,-76.72911071777344,44,500.0,1544.2986600399017,-83.226006,100,2200000,,-80.4698715209961,22.81321144104004,0.8636289238929749,4400,0.010187345529480602,-32.001895904541016,5.032750787487775,0.3993654784040558,0.7411403463477033,-47.097557067871094,29.998838424682617,-396.1252131941915,3.3334624767303467,1.2711845636367798,0.8521580696105957
[ 1.468  0.493 -0.555],-82.45454406738281,0.8517723083496094,-74.54290771484375,45,500.0,1581.2071385383606,-82.45649,100,2250000,,-79.7080078125,37.677589416503906,0.882880449295044,4500,0.008102997725673916,-62.24919891357422,5.966334888024709,0.7748424012292487,0.9855401969706887,-68.8522720336914,5.771719455718994,-386.71982429280877,17.32585906982422,1.6869388818740845,0.8517723083496094
[ 1.543  0.463 -0.536],-82.28213500976562,0.852364182472229,-74.8140640258789,46,500.0,1614.7709183692932,-82.59654,100,2300000,,-79.85380554199219,20.158946990966797,0.9264134168624878,4600,0.0045275107129396286,-59.76058578491211,11.717578205689588,0.7449280366208783,1.4771260141255196,-71.80473327636719,19.28339385986328,-391.2821557816863,5.185809135437012,1.4589868783950806,0.852364182472229
[ 1.582  0.436 -0.493],-82.45077514648438,0.8492067456245422,-77.36969757080078,47,500.0,1649.1985929012299,-83.34514,100,2350000,,-80.5967788696289,26.821853637695312,0.9716140627861023,4700,0.001411833307615924,-37.99522018432617,5.009765682109807,0.4694507749436756,0.7746504977094315,-52.665374755859375,28.491960525512695,-396.5979127447307,3.5097620487213135,1.2493813037872314,0.8492067456245422
[ 1.591  0.4   -0.447],-82.61941528320312,0.8506426811218262,-77.22138977050781,48,500.0,1684.0909934043884,-83.63567,100,2400000,,-80.8816909790039,37.69704818725586,0.9756484627723694,4800,0.003361686458413271,-64.17802429199219,5.339218905939529,0.7893686441715385,1.0131983130564302,-73.04179382324219,10.358930587768555,-400.9328731314838,9.6535062789917,0.9947792887687683,0.8506426811218262
[ 1.548  0.34  -0.443],-82.64218139648438,0.8497316837310791,-77.85493469238281,49,500.0,1719.1985766887665,-84.112206,100,2450000,,-81.35746765136719,17.222896575927734,0.9137946367263794,4900,0.0002781082846062708,-50.7955322265625,7.389958481471241,0.6243326832021132,1.3661437112009862,-66.24474334716797,31.452241897583008,-405.8208721975982,3.1794235706329346,0.8052437901496887,0.8497316837310791
[ 1.581  0.335 -0.505],-82.72669982910156,0.8500111699104309,-79.19218444824219,50,500.0,1752.7846765518188,-84.34413,100,2500000,,-81.5865707397461,24.498605728149414,0.9266878962516785,5000,0.01969063090880333,-41.746700286865234,5.210604026826349,0.5132059164454778,0.9021144065190808,-59.19617462158203,40.0419921875,-406.81504352495074,2.497378349304199,0.8081665635108948,0.8500111699104309
[ 1.539  0.418 -0.492],-82.58126831054688,0.8495825529098511,-78.25697326660156,51,500.0,1787.1705343723297,-83.48229,100,2550000,,-80.72958374023438,12.213674545288086,0.8668887615203857,5100,0.001321285206350925,-53.24005889892578,13.980091107859478,0.6600772429102668,1.7707554172187092,-67.23746490478516,25.856786727905273,-399.3561586479843,3.8674566745758057,1.1534314155578613,0.8495825529098511
[ 1.501  0.415 -0.552],-82.58403778076172,0.8500616550445557,-77.81893920898438,52,500.0,1821.062968492508,-83.26824,100,2600000,,-80.51544189453125,19.986064910888672,0.9176376461982727,5200,0.010210066998288725,-42.893531799316406,8.785974963506256,0.5320883495147867,1.0739641316180324,-57.18354034423828,26.947301864624023,-398.23044914200904,3.710946559906006,1.2408684492111206,0.8500616550445557
[ 1.504  0.393 -0.501],-82.45996856689453,0.8495930433273315,-78.33883666992188,53,500.0,1859.2508609294891,-83.713066,100,2650000,,-80.96440124511719,33.89265441894531,0.937414824962616,5300,0.012014621679964699,-36.059776306152344,3.7515688007907215,0.44625874576189345,0.6225105887118811,-51.38583755493164,31.089750289916992,-401.7099162095785,3.216494083404541,0.9872174859046936,0.8495930433273315
[ 1.556  0.457 -0.482],-82.36764526367188,0.8518773317337036,-77.02516174316406,54,500.0,1892.8987188339233,-83.06823,100,2700000,,-80.32263946533203,26.666812896728516,0.9892578721046448,5400,0.006623976887784869,-50.64650344848633,5.360279687202973,0.6291143605730344,1.0407779309667415,-63.95265197753906,23.487348556518555,-394.68702974259855,4.257611274719238,1.2790380716323853,0.8518773317337036
[ 1.509  0.453 -0.43 ],-82.36837768554688,0.8510410785675049,-76.69943237304688,55,500.0,1927.5200860500336,-82.9853,100,2750000,,-80.23968505859375,29.16606903076172,1.0117383003234863,5500,0.0011058970794611078,-54.836612701416016,7.093851680390219,0.6777595237852746,1.0466140869575173,-65.75811004638672,15.822880744934082,-394.73815602108834,6.3199615478515625,1.1930086612701416,0.8510410785675049
[ 1.431  0.406 -0.407],-82.51051330566406,0.8503260612487793,-78.35740661621094,56,500.0,1964.3347294330597,-83.564095,100,2800000,,-80.8137435913086,46.817630767822266,1.001878023147583,5600,0.016597373883129256,-61.21345520019531,4.0600046427039596,0.7550664972778088,0.8040746523542962,-66.62620544433594,3.8731164932250977,-400.6465518948436,25.819002151489258,0.9585779905319214,0.8503260612487793
[ 1.274  0.381 -0.417],-82.6480484008789,0.8494428992271423,-77.92802429199219,57,500.0,1999.2589027881622,-83.77614,100,2850000,,-81.02120208740234,20.655221939086914,0.9628279805183411,5700,0.00025132659025343685,-24.258460998535156,3.9320901840733966,0.30060069089627645,0.59143887562966,-40.97761535644531,36.830352783203125,-403.3267607049644,2.715151786804199,1.111350655555725,0.8494428992271423
[ 1.26   0.448 -0.456],-82.46000671386719,0.8500027656555176,-75.23933410644531,58,500.0,2034.5057964324951,-83.15464,100,2900000,,-80.40597534179688,20.706079483032227,1.0029107332229614,5800,0.004455278317744301,-58.073158264160156,12.41670808839001,0.7220808997921634,1.4266052107384601,-66.43887329101562,9.263211250305176,-395.5493017886579,10.795392036437988,1.2620413303375244,0.8500027656555176
[ 1.34   0.432 -0.416],-82.49957275390625,0.84986412525177,-77.16802978515625,59,500.0,2068.98428606987,-83.48108,100,2950000,,-80.73109436035156,25.85033416748047,1.0556641817092896,5900,0.004022429784402132,-46.84629821777344,5.283299192790885,0.579784973127035,0.982246772703123,-62.128814697265625,30.883665084838867,-398.9499249844253,3.237957715988159,1.1288641691207886,0.84986412525177
[ 1.351  0.41  -0.363],-82.69938659667969,0.849753737449646,-77.00276184082031,60,500.0,2102.4686596393585,-83.66023,100,3000000,,-80.9035873413086,17.660825729370117,1.021424651145935,6000,0.0006524090228350741,-60.191680908203125,13.86833520529057,0.7400919449832274,1.596161412842696,-72.16996765136719,18.881093978881836,-401.7228509156406,5.2963032722473145,1.1847069263458252,0.849753737449646
[ 1.335  0.349 -0.398],-82.68689727783203,0.8498868346214294,-78.70332336425781,61,500.0,2140.1524827480316,-84.05976,100,3050000,,-81.30352783203125,34.93080520629883,1.048824429512024,6100,0.00392529506920241,-62.161251068115234,5.535498454850213,0.7617839573112652,1.0382361554427035,-73.83556365966797,17.940378189086914,-406.01291107565163,5.574018478393555,0.887234628200531,0.8498868346214294
[ 1.348  0.28  -0.37 ],-82.71153259277344,0.8496078848838806,-79.31315612792969,62,500.0,2174.3083691596985,-84.505516,100,3100000,,-81.74846649169922,29.8186092376709,1.0839842557907104,6200,0.0026822157987886836,-62.342830657958984,6.30170571892453,0.7608515113259939,1.1650007176236996,-73.03520965576172,15.040383338928223,-409.87045554444194,6.64876651763916,0.7191073298454285,0.8496078848838806
[ 1.326  0.212 -0.335],-82.70802307128906,0.8499281406402588,-80.42240142822266,63,500.0,2205.68266582489,-84.78933,100,3150000,,-82.03239440917969,21.79457664489746,1.0947959423065186,6300,0.04565094605661347,-40.56037139892578,7.771600174577473,0.4948189309584963,0.9355949304700059,-54.329261779785156,24.942787170410156,-412.4158073489368,4.009174823760986,0.5134879946708679,0.8499281406402588
[ 1.313  0.336 -0.324],-82.63140869140625,0.8499287962913513,-79.18948364257812,64,500.0,2240.334585428238,-84.21204,100,3200000,,-81.4576644897461,22.326766967773438,1.0302551984786987,6400,0.001590567349420011,-26.723426818847656,4.0284092860261875,0.32801553852423426,0.6114473748040817,-44.635711669921875,42.29161071777344,-407.1405212111771,2.364535093307495,0.7610289454460144,0.8499287962913513
[ 1.349  0.33  -0.389],-82.4669189453125,0.8501766324043274,-78.92068481445312,65,500.0,2272.730949640274,-84.13974,100,3250000,,-81.3908462524414,19.37212562561035,0.9699904918670654,6500,0.0001127230978148733,-47.44181823730469,7.48483119265589,0.582580391253176,1.1860978149009909,-64.63285827636719,39.109947204589844,-406.9835648585856,2.556894302368164,0.7988825440406799,0.8501766324043274
[ 1.314  0.367 -0.449],-82.65969848632812,0.850053071975708,-78.6568832397461,66,500.0,2308.433119535446,-83.74647,100,3300000,,-80.99114227294922,25.783586502075195,1.0009725093841553,6600,0.012377484565487174,-56.15248489379883,7.666070552700464,0.6911257779506786,1.1701014378812613,-63.75429153442383,7.611819267272949,-403.36025822550056,13.137463569641113,0.9044215083122253,0.850053071975708
[ 1.378  0.326 -0.418],-82.67029571533203,0.8500894904136658,-79.07511901855469,67,500.0,2339.9444918632507,-84.30896,100,3350000,,-81.55328369140625,23.430932998657227,0.9445899724960327,6700,7.211622853889117e-05,-46.437557220458984,5.066808858404663,0.5667085863191594,1.0237705045693652,-65.13128662109375,46.018802642822266,-407.17513268470765,2.173024892807007,0.8539380431175232,0.8500894904136658
[ 1.39   0.272 -0.474],-82.67058563232422,0.8498750329017639,-80.00499725341797,68,500.0,2367.804208278656,-84.50967,100,3400000,,-81.75398254394531,21.19798469543457,0.8883116245269775,6800,0.0001870952259121586,-42.459075927734375,5.602629539624525,0.5195126047720947,1.0026767307163746,-60.57154846191406,43.201210021972656,-410.15163961291313,2.3147499561309814,0.6529637575149536,0.8498750329017639
[ 1.443  0.215 -0.531],-82.72752380371094,0.8498907685279846,-80.4134521484375,69,500.0,2400.8805360794067,-84.702156,100,3450000,,-81.94457244873047,19.505449295043945,0.9394488334655762,6900,0.004573615814379634,-56.2631721496582,10.381831462441031,0.6870662509708823,1.3929545848214768,-68.43649291992188,19.487693786621094,-412.1637097543478,5.131443500518799,0.5754663348197937,0.8498907685279846
