Weights,TimeElapsed,EmpiricalD2,MinIW,ESSRenyi,InitialReturnMax,TimestepsSoFar,ESSClassic,InitialReturnMin,Iteration,StdIW,EpLenMean,ReturnStepMaxmin,EpisodesSoFar,MaxIW,EpThisIter,ReturnMeanIW,InitialReturnMean,MeanIW,InitialBound,EpRewMean,InitialReturnStd,ReturnStepMax,RewardCompression,MeanEntropy,Bound
[ 0.949 -0.652 -0.251],135.0302438735962,1.3184857368469238,0.16178739287412697,75.8445816040039,-7.215364933013916,550000,78.46562957763672,-12.33122730255127,11,0.5746061941703824,500.0,1.6157571077346802,1100,2.5638968063831014,100,-9.09135627746582,-9.585590362548828,0.9830662950199403,-9.996632,-48.962458346596534,1.0570356845855713,1.6157571077346802,,1.1672627925872803,-9.563335418701172
[ 0.921 -0.652 -0.252],146.56013417243958,3.136542320251465,0.010636571990256676,31.88224220275879,-6.281874656677246,600000,40.06478500366211,-11.805237770080566,12,1.4855645642403428,500.0,1.3841367959976196,1200,12.573043827990489,100,-8.657732963562012,-9.290972709655762,1.0183103204018682,-9.684481,-47.25705312738091,1.0101172924041748,1.3841367959976196,,1.1416188478469849,-9.354646682739258
[ 0.881 -0.65  -0.277],158.68502497673035,31.559886932373047,0.00039747312977759413,3.1685791015625,-6.1674485206604,650000,20.52832794189453,-10.913629531860352,13,0.9402354706077473,500.0,1.4769340753555298,1300,4.852076208775935,100,-4.259078502655029,-8.642563819885254,0.49143081149220125,-9.006351,-44.23106717770158,0.8490566611289978,1.4769340753555298,,1.0925500392913818,-6.30277156829834
[ 0.942 -0.652 -0.326],170.03083610534668,29.069538116455078,0.0007183264793055689,3.4400272369384766,-6.875942230224609,700000,25.784696578979492,-10.832740783691406,14,0.8779512290371938,500.0,1.40214204788208,1400,4.98749389841405,100,-3.9595813751220703,-8.87628173828125,0.4869356687448622,-9.237373,-44.63518516976416,0.8683996796607971,1.40214204788208,,1.0504813194274902,-5.906447887420654
[ 0.874 -0.652 -0.369],182.03211855888367,24.043760299682617,0.006631865257725035,4.159083366394043,-6.1102752685546875,750000,35.14863967895508,-10.159893989562988,15,0.5478428205879798,500.0,1.1727604866027832,1500,2.7565420970401253,100,-3.3085970878601074,-7.727016448974609,0.40949091180128383,-8.06568,-39.287559692716236,0.759605348110199,1.1727604866027832,,1.0859328508377075,-4.969212532043457
[ 0.936 -0.654 -0.333],195.33437824249268,22.798749923706055,0.0024632931252917857,4.386205196380615,-6.924871444702148,800000,34.1196403503418,-11.229300498962402,16,0.8456641218390442,500.0,1.308969259262085,1600,4.435698359283475,100,-5.094153881072998,-8.465758323669434,0.5962510988710238,-8.840069,-43.721144534503594,0.8248717188835144,1.308969259262085,,1.1308735609054565,-6.881410598754883
[ 0.892 -0.655 -0.288],207.24885964393616,24.28176498413086,0.0013202372096734636,4.118316650390625,-6.629107475280762,850000,15.376029014587402,-10.687775611877441,17,1.3058948912986388,500.0,1.581800103187561,1700,9.509186226942125,100,-4.626675605773926,-8.832186698913574,0.5445308880914075,-9.188446,-44.47383396573898,0.8033782243728638,1.581800103187561,,1.0719705820083618,-6.382197380065918
[ 0.878 -0.654 -0.347],219.17826652526855,23.640878677368164,0.0014982178445255379,4.229961395263672,-6.3075971603393555,900000,22.034311294555664,-10.283828735351562,18,0.8275446675490461,500.0,1.373834252357483,1800,4.957145646536036,100,-3.161592960357666,-7.940546035766602,0.42605405898234894,-8.28334,-40.87274874561518,0.8364537954330444,1.373834252357483,,1.0153839588165283,-4.8283233642578125
[ 0.85  -0.655 -0.404],231.2590913772583,18.545944213867188,0.0002450106132221301,5.392014503479004,-5.545422554016113,950000,21.578235626220703,-9.657007217407227,19,1.2682152593130704,500.0,1.616817593574524,1900,6.5813950535176176,100,-4.28756046295166,-7.290767192840576,0.6514570631523395,-7.6126676,-37.38822897144703,0.8824314475059509,1.616817593574524,,0.9785205721855164,-5.673823833465576
[ 0.787 -0.654 -0.44 ],243.26704216003418,21.142465591430664,0.00742099345924137,4.7298173904418945,-5.1650471687316895,1000000,25.05208969116211,-8.121206283569336,20,1.0514746169080413,500.0,1.5831422805786133,2000,5.932926302876638,100,-3.75224232673645,-6.55563497543335,0.5956923366041607,-6.8263416,-33.09518217687259,0.6628108620643616,1.5831422805786133,,0.9915324449539185,-4.996977806091309
[ 0.711 -0.655 -0.427],254.66859245300293,32.84584045410156,0.0004124498098624287,3.044525623321533,-4.242020606994629,1050000,20.19943618774414,-7.737053394317627,21,1.0264238457759993,500.0,0.9962179064750671,2100,5.434399121578951,100,-3.252168893814087,-6.027449131011963,0.5325408250245198,-6.285351,-30.623733097361377,0.6670863628387451,0.9962179064750671,,0.944267213344574,-4.7302374839782715
[ 0.771 -0.656 -0.475],266.57625794410706,23.282733917236328,0.0014291731901228996,4.295028209686279,-4.926339626312256,1100000,15.798505783081055,-7.836420059204102,22,1.2141762031994388,500.0,0.9135836362838745,2200,8.831136448217324,100,-2.9673585891723633,-6.135273456573486,0.5102966406778366,-6.396487,-31.22219938434468,0.600675106048584,0.9135836362838745,,0.8847869038581848,-4.227773189544678
[ 0.769 -0.656 -0.534],278.2556529045105,30.842348098754883,0.00012923767733874532,3.242295265197754,-4.466160297393799,1150000,16.232263565063477,-6.73823356628418,23,1.6105580385815979,500.0,0.8826324939727783,2300,11.289681742795947,100,-3.6542139053344727,-5.719390869140625,0.673923849014881,-5.943999,-29.01070340795887,0.5477284789085388,0.8826324939727783,,0.8232371807098389,-4.901593208312988
[ 0.778 -0.658 -0.596],290.2120716571808,1.0,0.9998474092694939,100.0,-4.171767234802246,1200000,99.0907974243164,-6.813733100891113,24,5.952673412035805e-05,500.0,0.8213391304016113,2400,1.0001220968132882,100,-5.315867900848389,-5.315944671630859,0.9999868801081905,-5.543069,-27.178439379464294,0.5092992186546326,0.8213391304016113,,0.8232364654541016,-5.54299259185791
[ 0.778 -0.658 -0.596],301.7216463088989,16.913345336914062,0.0015418188566618447,5.9124908447265625,-4.0896830558776855,1250000,21.3780517578125,-7.214170455932617,25,1.2240612690664407,500.0,0.7629865407943726,2500,5.770429863629035,100,-3.075547456741333,-5.410653591156006,0.6207280289395368,-5.651126,-27.426350826255387,0.5661278367042542,0.7629865407943726,,0.7971763014793396,-4.064510345458984
[ 0.719 -0.658 -0.622],313.1899585723877,1.0189062356948853,0.6428762913808297,98.14445495605469,-3.341987133026123,1300000,98.8619155883789,-6.00717830657959,26,0.16153221748501284,500.0,0.8236303925514221,2600,1.3776422669405768,100,-4.732234954833984,-4.753909587860107,1.00890982986351,-4.954149,-24.299883118532765,0.5307527780532837,0.8236303925514221,,0.7933672666549683,-4.9343581199646
[ 0.716 -0.658 -0.626],323.8976135253906,29.21263885498047,0.0002074117889912862,3.423175811767578,-3.832831382751465,1350000,21.61313247680664,-5.98002815246582,27,1.321551372266136,500.0,0.6732622981071472,2700,7.885076671549461,100,-2.9661712646484375,-4.724520206451416,0.6823470108303948,-4.9238544,-24.319811709405553,0.47718676924705505,0.6732622981071472,,0.7656509876251221,-4.043547630310059
[ 0.652 -0.658 -0.653],335.0555782318115,33.1144905090332,0.00017026898921497207,3.0198259353637695,-3.3187665939331055,1400000,19.31171989440918,-5.213716983795166,28,1.2934236985400387,500.0,0.6276596188545227,2800,7.954927055444783,100,-2.4568228721618652,-4.233404159545898,0.6210041022464875,-4.4071946,-21.53723889402784,0.4256168305873871,0.6276596188545227,,0.7183896899223328,-3.4569039344787598
[ 0.604 -0.659 -0.701],347.7355797290802,31.722972869873047,0.0002589565995129429,3.152289628982544,-2.805760622024536,1450000,28.923311233520508,-4.850116729736328,29,0.7820353248441383,500.0,0.591620683670044,2900,4.13818627893929,100,-1.7020213603973389,-3.7583093643188477,0.48984042393369764,-3.91998,-19.04809652020383,0.3974487781524658,0.591620683670044,,0.6591724157333374,-2.612600803375244
[ 0.583 -0.658 -0.76 ],359.8395824432373,5.703911304473877,0.006064791117184961,17.531829833984375,-2.3499770164489746,1500000,24.373058319091797,-4.377734184265137,30,1.4915915939221742,500.0,0.5646021366119385,3000,8.913175001087474,100,-2.5077309608459473,-3.44051456451416,0.7993769959447699,-3.5864391,-17.316142957721343,0.38107120990753174,0.5646021366119385,,0.6463853716850281,-2.8562402725219727
[ 0.539 -0.658 -0.773],370.61077189445496,22.001670837402344,0.0025782024226282396,4.545109272003174,-2.2176432609558105,1550000,16.94353675842285,-3.969005584716797,31,1.2712276007777616,500.0,0.4765113592147827,3100,11.088902766824013,100,-2.0151126384735107,-3.133009672164917,0.6254314247118117,-3.2653098,-15.73309789770179,0.32590803503990173,0.4765113592147827,,0.6790644526481628,-2.635679006576538
[ 0.492 -0.659 -0.74 ],382.69215416908264,1.0,1.0,100.0,-2.2254912853240967,1600000,99.09481811523438,-3.8684892654418945,32,,500.0,0.629815399646759,3200,1.0,100,-3.068141460418701,-3.068141460418701,1.0,-3.197091,-15.510884870575165,0.2932347059249878,0.629815399646759,,0.6790644526481628,-3.1970911026000977
[ 0.492 -0.659 -0.74 ],393.8220875263214,5.717772006988525,0.00692473048864723,17.489330291748047,-2.2915656566619873,1650000,25.136600494384766,-3.84293270111084,33,1.31475622856914,500.0,0.4854111671447754,3300,8.623931232913439,100,-2.6284186840057373,-3.0979461669921875,0.8138880387260161,-3.226044,-15.501547767010397,0.2972012162208557,0.4854111671447754,,0.664159893989563,-2.9347243309020996
[ 0.538 -0.659 -0.755],405.4258830547333,18.439775466918945,0.0008787164373790527,5.423059463500977,-2.6588680744171143,1700000,18.6406192779541,-4.2025957107543945,34,0.9154710471955617,500.0,0.6800190806388855,3400,6.47975636183237,100,-1.243761658668518,-3.2350974082946777,0.42085362011758576,-3.375184,-16.423451172180393,0.3193722069263458,0.6800190806388855,,0.619751513004303,-1.8453149795532227
[ 0.499 -0.659 -0.799],417.3021173477173,33.99845886230469,0.00030580594159893373,2.941309690475464,-2.193878412246704,1750000,26.86736297607422,-3.751282215118408,35,0.790915773773747,500.0,0.4508996605873108,3500,5.17858200066901,100,-1.4269026517868042,-2.8761038780212402,0.48699946138326583,-3.0011466,-14.31803291858398,0.34196916222572327,0.4508996605873108,,0.5913344025611877,-2.1560044288635254
[ 0.557 -0.658 -0.828],429.2694947719574,3.114550828933716,0.06633665046624114,32.107357025146484,-2.303830623626709,1800000,36.59748077392578,-3.7852814197540283,36,0.9915761241246809,500.0,0.45044422149658203,3600,5.573978667809307,100,-2.5472500324249268,-2.9513301849365234,0.812181726385117,-3.0775063,-14.955414863499241,0.28521493077278137,0.45044422149658203,,0.5999972224235535,-2.7699265480041504
[ 0.59  -0.658 -0.819],440.99377179145813,19.3950252532959,0.0032634331460363033,5.155961513519287,-2.6204185485839844,1850000,23.86695098876953,-3.854076385498047,37,1.2728365495224396,500.0,0.45606085658073425,3700,8.662441509061892,100,-2.0803208351135254,-3.1880853176116943,0.6777741051097196,-3.3165545,-16.073266917580884,0.2793036103248596,0.45606085658073425,,0.633782684803009,-2.6460964679718018
[ 0.549 -0.658 -0.785],452.63373041152954,17.53742218017578,0.000601706384128788,5.702092170715332,-2.402428388595581,1900000,20.37685203552246,-3.892840623855591,38,1.4422203137727962,500.0,0.5219800472259521,3800,8.306217815804663,100,-2.1359779834747314,-3.1178436279296875,0.7111884597183917,-3.247605,-15.782593406279107,0.2998512387275696,0.5219800472259521,,0.5776302218437195,-2.6793887615203857
[ 0.555 -0.658 -0.841],464.2498152256012,37.124019622802734,0.001090880332964187,2.693673849105835,-2.265437126159668,1950000,21.14593505859375,-3.664395809173584,39,1.1406313968748716,500.0,0.4912499487400055,3900,5.863805543707142,100,-1.7303473949432373,-2.9357714653015137,0.5849767447188974,-3.057918,-14.757714090921493,0.28414657711982727,0.4912499487400055,,0.5419921278953552,-2.4745798110961914
[ 0.607 -0.658 -0.877],475.8824427127838,18.952472686767578,0.0022987761933707983,5.276356220245361,-2.2399086952209473,2000000,25.317665100097656,-4.118439197540283,40,0.9288947050149298,500.0,0.6061663031578064,4000,5.652606132281962,100,-1.553858995437622,-3.100985050201416,0.5348436409214241,-3.2382665,-15.600369769699885,0.33515438437461853,0.6061663031578064,,0.5385811924934387,-2.151505470275879
[ 0.554 -0.658 -0.88 ],487.6767692565918,2.208221197128296,0.04754849280874927,45.28532028198242,-2.204174280166626,2050000,53.87586212158203,-3.721045970916748,41,0.9662802138675164,500.0,0.41395360231399536,4100,4.892071892993376,100,-2.5968639850616455,-2.7894411087036133,0.9783124659796266,-2.913476,-14.11471772208208,0.2991257905960083,0.41395360231399536,,0.5362535715103149,-2.7811808586120605
[ 0.527 -0.659 -0.883],498.7879354953766,24.3776798248291,0.003523662122505229,4.102113246917725,-1.9937320947647095,2100000,20.89265251159668,-3.1620960235595703,42,1.0123107057244465,500.0,0.4168378710746765,4200,6.327914435845,100,-1.5371365547180176,-2.6271276473999023,0.5423830640583208,-2.7325308,-13.350431872060907,0.2612804174423218,0.4168378710746765,,0.5805939435958862,-2.057551860809326
[ 0.557 -0.659 -0.838],510.999844789505,20.37108612060547,0.0028248691234378474,4.908918380737305,-2.2539210319519043,2150000,24.38214874267578,-3.6138124465942383,43,0.900913240669563,500.0,0.43599236011505127,4300,5.436058066010918,100,-1.6693618297576904,-2.881829261779785,0.5391290262470747,-3.0022898,-14.774785810967847,0.2862647771835327,0.43599236011505127,,0.6131568551063538,-2.2130520343780518
[ 0.6   -0.659 -0.806],523.0632514953613,27.905771255493164,0.0007717343958967624,3.5834882259368896,-2.5628819465637207,2200000,23.242525100708008,-4.01867151260376,44,1.0617337152428967,500.0,0.5555877685546875,4400,5.548691196520497,100,-1.7305225133895874,-3.284092426300049,0.5635453062776962,-3.4180481,-16.675744674555627,0.3425649404525757,0.5555877685546875,,0.6020573973655701,-2.4381558895111084
[ 0.54  -0.66  -0.817],534.8657264709473,1.0,1.0,100.0,-2.2201757431030273,2250000,98.94296264648438,-3.9431283473968506,45,,500.0,0.5472515821456909,4500,1.0,100,-2.9629464149475098,-2.9629464149475098,1.0,-3.094384,-14.854422495501131,0.3062518537044525,0.5472515821456909,,0.6020573973655701,-3.094383955001831
[ 0.54  -0.66  -0.817],545.7930805683136,1.0659089088439941,0.4322130262909795,93.816650390625,-2.378220558166504,2300000,94.43306732177734,-3.804842233657837,46,0.28950982046399115,500.0,0.5464432835578918,4600,1.849694979411413,100,-2.908438205718994,-2.9480042457580566,1.0048605415568133,-3.0748324,-14.947156922923993,0.32165369391441345,0.5464432835578918,,0.5975478291511536,-3.039379119873047
[ 0.533 -0.66  -0.821],556.8666741847992,12.417732238769531,0.004117442113470388,8.053000450134277,-2.204981803894043,2350000,18.862689971923828,-3.863345146179199,47,1.79630944275155,500.0,0.4747934639453888,4700,15.320894147650025,100,-2.363137722015381,-2.937648296356201,0.8402925718501603,-3.0664265,-14.686480427449606,0.2991856634616852,0.4747934639453888,,0.5473546981811523,-2.816936492919922
[ 0.55  -0.662 -0.872],568.6960995197296,19.876558303833008,0.00027356276128705996,5.031052112579346,-2.125455856323242,2400000,23.168968200683594,-3.9393272399902344,48,1.2191396991371957,500.0,0.4277845323085785,4800,6.8630192647562716,100,-1.5756824016571045,-2.80731201171875,0.6287896128288812,-2.938623,-14.300748784029103,0.3245147466659546,0.4277845323085785,,0.49154600501060486,-2.1611075401306152
[ 0.536 -0.663 -0.927],580.025949716568,1.0,1.0,100.0,-2.023947238922119,2450000,99.09420013427734,-3.2280757427215576,49,,500.0,0.554256021976471,4900,1.0,100,-2.5239620208740234,-2.5239620208740234,1.0,-2.6315646,-12.840190175368441,0.24130703508853912,0.554256021976471,,0.49154600501060486,-2.6315646171569824
[ 0.536 -0.663 -0.927],591.0116090774536,21.674232482910156,0.008983445541382336,4.613773345947266,-2.066047191619873,2500000,28.726818084716797,-3.184298276901245,50,0.8337827058854036,500.0,0.40855392813682556,5000,5.738468436632732,100,-1.3522666692733765,-2.539856433868408,0.5330307947992365,-2.6459997,-12.968375545442141,0.2390507310628891,0.40855392813682556,,0.5272013545036316,-1.8464230298995972
[ 0.498 -0.663 -0.892],602.4772715568542,1.0,1.0,100.0,-2.0077152252197266,2550000,98.7922134399414,-3.2936415672302246,51,,500.0,0.3762733042240143,5100,1.0,100,-2.501779556274414,-2.501779556274414,1.0,-2.6115675,-12.623217079498401,0.2766178846359253,0.3762733042240143,,0.5272013545036316,-2.611567497253418
[ 0.498 -0.663 -0.892],614.1787414550781,11.496042251586914,0.00227289611091279,8.69864559173584,-1.9408241510391235,2600000,22.104389190673828,-3.2888193130493164,52,1.4925232230653822,500.0,0.4308200180530548,5200,8.192929523028694,100,-1.8375858068466187,-2.5284042358398438,0.781895716798601,-2.6380315,-12.814580922266423,0.2607788145542145,0.4308200180530548,,0.4876385033130646,-2.2092862129211426
[ 0.466 -0.663 -0.931],625.6353571414948,14.888991355895996,0.0030238058269607096,6.716371536254883,-1.7007768154144287,2650000,20.11729621887207,-2.9037632942199707,53,1.5443121484273052,500.0,0.4434405267238617,5300,9.010812391587622,100,-1.5733184814453125,-2.2769935131073,0.7604061549501353,-2.3737857,-11.559805521027778,0.2432745397090912,0.4434405267238617,,0.4335562586784363,-1.946803092956543
[ 0.459 -0.663 -0.985],637.4252727031708,1.0,0.9996643780422536,100.0,-1.652249813079834,2700000,99.0898208618164,-2.5518691539764404,54,0.0001250940879800048,500.0,0.32457441091537476,5400,1.000244194144438,100,-2.078629732131958,-2.0787012577056885,0.9999714762038245,-2.1637635,-10.581561535175418,0.19934585690498352,0.32457441091537476,,0.4335504174232483,-2.163691997528076
[ 0.459 -0.663 -0.985],648.1846594810486,4.235722064971924,0.01985657685933276,23.608726501464844,-1.605987548828125,2750000,26.135055541992188,-2.6737747192382812,55,1.686581621518324,500.0,0.3705082833766937,5500,11.73941136504684,100,-1.720678687095642,-2.0994880199432373,0.8923249286056278,-2.188614,-10.611925701622853,0.22104398906230927,0.3705082833766937,,0.4368399977684021,-1.9041073322296143
[ 0.425 -0.663 -0.982],659.6750295162201,5.59640645980835,0.014913018869057628,17.868608474731445,-1.4861716032028198,2800000,30.254608154296875,-2.4568424224853516,56,1.3981195472439354,500.0,0.3076552152633667,5600,8.903523969080036,100,-1.6002612113952637,-1.9871947765350342,0.8716321895279132,-2.0690894,-10.12602556598804,0.1951015144586563,0.3076552152633667,,0.40166816115379333,-1.7939974069595337
[ 0.402 -0.663 -1.017],671.8170959949493,0.9998811483383179,0.9998779071940797,100.01188659667969,-1.3666554689407349,2850000,98.971435546875,-2.246283531188965,57,3.146721817077746e-05,500.0,0.46153369545936584,5700,1.000030492880827,100,-1.8261489868164062,-1.8262383937835693,0.9999522410256254,-1.9011145,-9.244450547648077,0.18619753420352936,0.46153369545936584,,0.40166816115379333,-1.9010206460952759
[ 0.402 -0.663 -1.017],683.5076372623444,1.0,1.0,100.0,-1.451577067375183,2900000,99.17848205566406,-2.2511987686157227,58,,500.0,0.27686765789985657,5800,1.0,100,-1.8285075426101685,-1.8285075426101685,1.0,-1.9035475,-9.220597238764356,0.1664162129163742,0.27686765789985657,,0.40166816115379333,-1.9035475254058838
[ 0.402 -0.663 -1.017],693.868705034256,1.0,1.0,100.0,-1.4296319484710693,2950000,98.95491790771484,-2.3253490924835205,59,,500.0,0.3093618154525757,5900,1.0,100,-1.8526300191879272,-1.8526300191879272,1.0,-1.9301417,-9.209825568330105,0.19039078056812286,0.3093618154525757,,0.40166816115379333,-1.9301416873931885
[ 0.402 -0.663 -1.017],705.3783082962036,1.0001188516616821,0.999694848725951,99.98811340332031,-1.330133080482483,3000000,98.8119125366211,-2.26627779006958,60,0.00014234162845222598,500.0,0.34437093138694763,6000,1.0003357676896052,100,-1.8059567213058472,-1.8059639930725098,0.9999884074224371,-1.8815066,-9.129130230756042,0.1979021430015564,0.34437093138694763,,0.4016685485839844,-1.8815038204193115
[ 0.402 -0.663 -1.017],716.1513414382935,9.697275161743164,0.0030111441776045737,10.312174797058105,-1.4432480335235596,3050000,33.8760986328125,-2.2788267135620117,61,0.9689764168058908,500.0,0.2855958342552185,6100,5.824391268688467,100,-1.0925618410110474,-1.8360987901687622,0.6321641997818142,-1.9120597,-9.25283049666678,0.18543550372123718,0.2855958342552185,,0.4082147777080536,-1.3291075229644775
[ 0.361 -0.663 -1.011],727.5566651821136,14.38244915008545,0.0031534858922385787,6.952918529510498,-1.3539149761199951,3100000,25.69035530090332,-2.3433985710144043,62,0.784905007602823,500.0,0.28866833448410034,6200,5.2956477670796245,100,-0.8917862772941589,-1.7226760387420654,0.5032881782994523,-1.8007894,-8.710920684588553,0.18328425288200378,0.28866833448410034,,0.4340929687023163,-1.188024640083313
[ 0.322 -0.663 -0.985],738.6026000976562,23.681501388549805,0.0002847686351314636,4.222705364227295,-1.3979122638702393,3150000,23.03490447998047,-2.1792337894439697,63,0.603508528840773,500.0,0.42667797207832336,6300,4.768186066475327,100,-0.5290442705154419,-1.7310190200805664,0.32251159741473356,-1.8036602,-8.773642860657823,0.15849344432353973,0.42667797207832336,,0.383955717086792,-0.8825424909591675
[ 0.293 -0.662 -1.035],750.7488164901733,23.65456771850586,0.0005282643382723803,4.227513313293457,-1.2317254543304443,3200000,16.66929817199707,-1.9153039455413818,64,1.4292628652071238,500.0,0.24831773340702057,6400,11.451031732260136,100,-0.8498873114585876,-1.5176987648010254,0.5964199366099419,-1.5815423,-7.693437837232981,0.13867422938346863,0.24831773340702057,,0.32591310143470764,-1.1603960990905762
[ 0.304 -0.662 -1.093],761.5977945327759,5.208261489868164,0.016756161165460404,19.20026397705078,-1.1971904039382935,3250000,29.65362548828125,-1.7644964456558228,65,1.291420985907505,500.0,0.24271734058856964,6500,6.4692845262357235,100,-1.0645774602890015,-1.4135022163391113,0.7965306413646929,-1.4723188,-7.143747055794442,0.12293226271867752,0.24271734058856964,,0.2925478219985962,-1.1988062858581543
[ 0.283 -0.663 -1.126],772.9502563476562,1.0,1.0,100.0,-0.9989445805549622,3300000,98.88785552978516,-1.6634653806686401,66,,500.0,0.20023517310619354,6600,1.0,100,-1.279053807258606,-1.279053807258606,1.0,-1.3345027,-6.4926897371816565,0.13564297556877136,0.20023517310619354,,0.2925478219985962,-1.3345026969909668
[ 0.283 -0.663 -1.126],783.283205986023,30.424610137939453,0.001371301179767602,3.2868127822875977,-1.040981650352478,3350000,14.116512298583984,-1.7634918689727783,67,1.0509867408381495,500.0,0.3956792950630188,6700,7.416108219980573,100,-0.5610290765762329,-1.3132553100585938,0.4355349313639423,-1.3720384,-6.546012639643983,0.14517132937908173,0.3956792950630188,,0.2376290261745453,-0.8852677345275879
[ 0.305 -0.663 -1.181],794.1316432952881,4.786544322967529,0.015021271809895119,20.89189910888672,-0.9801163673400879,3400000,31.620635986328125,-1.5451774597167969,68,0.9708501262294409,500.0,0.19374030828475952,6800,6.20376952095121,100,-0.8524253964424133,-1.2275726795196533,0.6919326084465862,-1.2790786,-6.204553529611637,0.12697674334049225,0.19374030828475952,,0.20434574782848358,-0.9651108980178833
[ 0.324 -0.663 -1.215],805.40975522995,1.0,0.9999846576735063,100.0,-0.9603138566017151,3450000,99.13220977783203,-1.4590232372283936,69,6.637772936132108e-06,500.0,0.24391068518161774,6900,1.0000152787467878,100,-1.201730489730835,-1.201731562614441,0.9999991584677167,-1.2503657,-6.047272481266978,0.11243699491024017,0.24391068518161774,,0.20434574782848358,-1.2503645420074463
