InitialReturnMean,InitialReturnMin,MeanEntropy,StdIW,MinIWNorm,InitialBound,ESSClassic,J_sample_variance,EpisodesSoFar,Weights,TimeElapsed,MinIW,EpThisIter,ReturnStepMax,ReturnMeanIW,MeanIW,MaxIWNorm,EmpiricalD2,EpRewMean,MeanIWNorm,Iteration,ReturnStepMaxmin,Bound,StdIWNorm,InitialReturnMax,EpLenMean,MaxIW,ESSRenyi,TimestepsSoFar,InitialReturnStd
-14.859513,-19.950998,1.406065,0.8972453,5.291788e-05,-15.524547,25.550991,133.3505,100,[ 1.119 -0.646  0.   ],12.352793216705322,0.005291788,100,2.3317459,-7.1734242,0.5256367,0.052524928,24.12394,-75.95091124819632,0.005256367,1,2.3317459,-10.43981,0.008972453,-11.748051,500.0,5.252493,4.14526,50000,1.6086471
-13.827933,-17.860477,1.3749446,0.77879065,4.1870335e-05,-14.423284,22.516891,90.97844,200,[ 0.998 -0.644 -0.013],32.868079662323,0.0041870335,100,3.1034107,-5.306963,0.41982797,0.050604295,22.822433,-69.50362813511622,0.004198279,2,3.1034107,-8.151114,0.0077879056,-10.717538,500.0,5.0604296,4.381654,100000,1.3964741
