EpisodesSoFar,ReturnStepMax,Weights,InitialReturnMean,EmpiricalD2,MeanIW,TimeElapsed,Iteration,InitialReturnMin,InitialReturnStd,ReturnStepMaxmin,MinIW,ReturnMeanIW,ESSClassic,EpThisIter,StdIWNorm,MinIWNorm,InitialReturnMax,InitialBound,Bound,MaxIW,MeanIWNorm,EpLenMean,EpRewMean,MeanEntropy,ESSRenyi,TimestepsSoFar,StdIW,MaxIWNorm,J_sample_variance
15300,0.8601145,[ 0.147  1.577 -1.411],-46.679012,20.539204,0.64348394,2523.5824751853943,153,-65.57345,5.637075,0.8601145,0.001463146,-28.968266,25.081083,100,0.011121423,1.4631459e-05,-36.243523,-48.8648,-38.87427,7.2549653,0.0064348388,105.79,-73.27754745826125,-0.020293286,4.868738,2855363,1.1121423,0.07254965,2248.0505
15400,0.8534336,[ 0.046  1.563 -1.439],-47.150322,14.885916,0.58422196,2533.890525341034,154,-71.13464,6.594776,0.8534336,0.008190472,-26.542446,40.661545,100,0.007057551,8.190471e-05,-36.639374,-49.521477,-35.6909,3.9600663,0.0058422196,106.46,-74.61265537083149,0.025113584,6.717759,2866009,0.7057551,0.039600663,931.2759
15500,0.85205954,[ 0.035  1.59  -1.394],-45.45803,15.389599,0.63466793,2543.836109638214,155,-58.10681,5.4010134,0.85205954,0.0001975379,-28.343458,14.132457,100,0.015644161,1.9753788e-06,-36.63601,-47.394924,-35.94181,12.070738,0.0063466793,100.51,-69.93246869012714,-0.0049514812,6.4978952,2876060,1.564416,0.12070738,4906.0527
15600,0.8577032,[ 0.037  1.557 -1.424],-46.158146,28.40592,0.503381,2552.9810893535614,156,-64.54489,5.497602,0.8577032,0.00030556018,-22.283161,25.044903,100,0.008708388,3.0556018e-06,-36.244026,-48.30964,-33.750034,5.117342,0.0050338106,102.76,-71.6450580202043,-0.094928525,3.520393,2886336,0.87083876,0.05117342,1339.0104
15700,0.86023706,[-0.061  1.552 -1.514],-46.22287,18.200878,0.6565451,2564.0658688545227,157,-71.60091,5.7365484,0.86023706,0.0001139853,-30.178669,21.918238,100,0.012391861,1.139853e-06,-36.8424,-48.609566,-40.360912,8.344284,0.0065654516,103.06,-72.04686377108096,-0.16861184,5.4942403,2896642,1.2391862,0.08344284,3331.2292
15800,0.86517894,[-0.102  1.576 -1.588],-46.094383,20.98604,0.40924782,2575.4324564933777,158,-63.02754,6.4292507,0.86517894,0.00051385385,-18.7787,31.982677,100,0.005968136,5.1385387e-06,-36.72923,-48.1953,-28.403114,2.9263191,0.0040924787,103.95,-72.08154556021094,-0.16466607,4.7650723,2907037,0.59681356,0.02926319,728.31866
15900,0.8650751,[-0.171  1.599 -1.584],-46.24299,20.989265,0.5487225,2585.7886645793915,159,-64.607376,5.97115,0.8650751,0.003620748,-24.733034,36.986214,100,0.0071622697,3.620748e-05,-36.758476,-48.396572,-34.599453,2.8490765,0.005487225,104.02,-72.25207411631942,-0.16384852,4.76434,2917439,0.716227,0.028490765,1066.5745
16000,0.86362815,[-0.164  1.626 -1.583],-45.582455,11.69656,0.73677003,2595.436784505844,160,-58.293762,5.217989,0.86362815,0.0027955526,-33.231277,26.902073,100,0.012144835,2.7955526e-05,-36.465206,-47.525578,-39.876812,6.7930775,0.0073677003,101.21,-70.2322056914866,-0.15966208,8.549522,2927560,1.2144835,0.06793077,2954.504
16100,0.86222154,[-0.146  1.65  -1.579],-45.716698,1.4476045,0.88966227,2605.256644964218,161,-61.840065,5.4513097,0.86222154,0.15973973,-40.523453,63.547863,100,0.0067380792,0.0015973973,-36.811424,-47.778034,-43.00358,4.606819,0.008896622,101.21,-70.56352727428079,-0.18978164,69.07964,2937681,0.6738079,0.04606819,1031.3143
16200,0.8591966,[-0.117  1.649 -1.609],-45.518448,14.588509,0.56293595,2614.425805568695,162,-62.422943,6.241518,0.8591966,0.012714743,-25.138779,30.266134,100,0.008544808,0.00012714742,-36.140335,-47.599213,-33.08624,5.8242702,0.00562936,101.99,-70.67561474859714,-0.17599699,6.85471,2947880,0.8544809,0.0582427,1342.914
16300,0.8594897,[-0.034  1.635 -1.595],-46.14174,4.286329,0.8669169,2624.9692511558533,163,-71.73948,6.3908486,0.8594897,0.047076575,-39.05052,31.961632,100,0.0126485275,0.00047076575,-36.145454,-48.533047,-44.001373,9.933447,0.008669169,103.94,-72.25517363801599,-0.12841801,23.329988,2958274,1.2648528,0.09933446,2711.746
16400,0.8585446,[ 0.021  1.63  -1.547],-46.22082,6.7111273,0.6683865,2635.644990682602,164,-65.679344,6.605532,0.8585446,0.0025585326,-30.899296,38.94246,100,0.0083692325,2.5585327e-05,-36.41319,-48.41013,-36.570892,4.391493,0.006683865,103.61,-72.29571750491857,-0.11800226,14.900626,2968635,0.83692324,0.04391493,1597.4996
16500,0.8573574,[-0.05   1.62  -1.537],-46.591064,15.258252,0.70681566,2644.938218832016,165,-62.315697,5.997981,0.8573574,0.006759727,-31.246552,38.885986,100,0.008860943,6.759727e-05,-36.10965,-48.668255,-39.36043,5.051132,0.007068157,105.66,-73.16656338095665,-0.05375425,6.5538306,2979201,0.88609433,0.05051132,1430.715
16600,0.8589012,[-0.12   1.615 -1.473],-45.32062,14.397762,0.6296084,2655.30606508255,166,-60.54654,5.4573107,0.8589012,0.0022713924,-27.63512,31.748621,100,0.009231319,2.2713923e-05,-36.246635,-47.33884,-35.293125,4.815355,0.006296084,99.71,-69.54529907211662,-0.053467076,6.9455237,2989172,0.92313194,0.048153546,1775.2572
16700,0.86377484,[-0.229  1.612 -1.472],-46.528717,18.552368,0.59911484,2665.844672679901,167,-73.40608,7.2460117,0.86377484,0.0029663185,-28.215807,33.557716,100,0.008430166,2.9663184e-05,-31.364,-48.97558,-38.755074,5.0074024,0.0059911488,104.67,-73.39956155315042,-0.06788857,5.3901477,2999639,0.8430166,0.050074022,1687.494
16800,0.862955,[-0.231  1.582 -1.487],-45.449444,18.216225,0.4806238,2676.1928753852844,168,-65.97392,6.3572907,0.862955,0.0022683314,-21.928062,38.75785,100,0.0060415817,2.2683313e-05,-36.07438,-47.64858,-31.314056,3.0641356,0.004806238,101.57,-70.55484866723418,-0.065997034,5.4896116,3009796,0.60415816,0.030641355,817.0851
16900,0.8622686,[-0.278  1.611 -1.485],-44.966732,16.060287,0.58272034,2686.2286336421967,169,-67.03592,6.577848,0.8622686,0.0036120412,-25.565708,24.028236,100,0.010361565,3.612041e-05,-36.374084,-47.201263,-34.520653,5.6129446,0.005827203,99.17,-69.24012044698,-0.085071124,6.2265387,3019713,1.0361565,0.056129444,1970.5188
17000,0.8618803,[-0.325  1.585 -1.504],-46.055782,13.910759,0.46828228,2697.0105006694794,170,-66.91872,6.2567325,0.8618803,0.0040432406,-21.380676,23.755636,100,0.008389349,4.0432406e-05,-36.657303,-48.286404,-29.700264,6.5742493,0.0046828226,103.54,-72.00058706477284,-0.08820019,7.18868,3030067,0.83893496,0.06574249,1526.5599
17100,0.85792893,[-0.311  1.612 -1.507],-45.53957,18.562119,0.56016964,2706.187220811844,171,-65.836525,5.9688067,0.85792893,0.00014039618,-25.210049,23.37303,100,0.010142684,1.4039617e-06,-36.513866,-47.73411,-34.665,6.7227855,0.005601696,100.74,-70.3425179798901,-0.122549,5.387316,3040141,1.0142684,0.067227855,2066.0044
17200,0.8543447,[-0.304  1.641 -1.541],-44.57869,28.514555,0.4734569,2717.8193910121918,172,-58.75555,5.6815968,0.8543447,0.0011251523,-20.88607,32.028736,100,0.0068972064,1.1251524e-05,-36.158,-46.53721,-31.344368,3.3001835,0.0047345683,97.03,-67.78139146745205,-0.1563641,3.506981,3049844,0.68972063,0.033001836,947.5887
17300,0.8681391,[-0.305  1.61  -1.575],-45.771706,1.5367823,0.9273571,2726.4693551063538,173,-70.4453,6.7590947,0.8681391,0.020126214,-42.122444,65.79264,100,0.006686796,0.00020126214,-36.44613,-48.119877,-45.03341,3.5975134,0.009273571,101.76,-71.28504122406244,-0.19547959,65.07103,3060020,0.6686796,0.035975132,953.6265
17400,0.85410756,[-0.328  1.614 -1.614],-45.275047,19.477282,0.46349803,2735.089034795761,174,-61.83757,6.1427827,0.85410756,0.00034625595,-20.066196,28.080036,100,0.007417778,3.4625596e-06,-36.408318,-47.3363,-29.163136,3.5588262,0.0046349806,99.81,-69.72715436130763,-0.26930562,5.1341867,3070001,0.74177784,0.03558826,1038.9818
17500,0.85786057,[-0.314  1.59  -1.688],-45.333614,11.715925,0.60610634,2747.6561822891235,175,-70.15823,6.0114727,0.85786057,0.010242855,-27.339825,40.065464,100,0.007413141,0.00010242855,-36.318554,-47.67222,-35.344536,4.4698772,0.0060610636,101.06,-70.14882621437312,-0.22605321,8.535391,3080107,0.7413141,0.04469877,1204.5198
17600,0.8656079,[-0.349  1.609 -1.645],-45.81198,21.381325,0.5798606,2756.288630247116,176,-65.48845,6.402147,0.8656079,0.00035651727,-26.612032,19.836933,100,0.011656642,3.5651726e-06,-36.519222,-47.99493,-36.705975,7.383366,0.0057986057,103.0,-71.41981143951416,-0.2941765,4.6769786,3090407,1.1656643,0.07383366,2993.7217
17700,0.8635719,[-0.364  1.586 -1.713],-47.046696,2.078928,0.8010959,2765.323638677597,177,-70.97627,6.71675,0.8635719,0.10403862,-37.628113,41.67154,100,0.009477745,0.0010403862,-36.236084,-49.412563,-41.03935,6.695878,0.008010959,106.23,-74.44258229851722,-0.32666087,48.101715,3101030,0.9477745,0.06695878,2118.3628
17800,0.8624865,[-0.398  1.582 -1.746],-46.422195,24.713154,0.5673664,2777.267629623413,178,-64.24394,6.6307335,0.8624865,0.00016698684,-25.810951,23.099869,100,0.010351956,1.6698683e-06,-36.32623,-48.56366,-36.456673,7.0690956,0.005673664,103.5,-72.62897287338973,-0.3854225,4.046428,3111380,1.0351956,0.07069095,2321.6108
17900,0.867767,[-0.361  1.601 -1.804],-45.731415,10.36284,0.69748884,2787.3246607780457,179,-69.23714,6.032118,0.867767,0.016019374,-30.922295,34.61441,100,0.009586273,0.00016019374,-36.02383,-48.039318,-38.351753,6.12416,0.0069748885,101.22,-70.81857917368411,-0.30442792,9.649864,3121502,0.9586273,0.061241597,1825.5123
18000,0.8626536,[-0.34   1.592 -1.723],-46.771095,8.452227,0.68654114,2797.0607748031616,180,-63.49971,6.0925837,0.8626536,0.007835803,-32.88208,24.667433,100,0.011997643,7.8358025e-05,-36.49862,-48.88775,-39.035778,6.1333637,0.0068654106,105.39,-73.52219826102257,-0.30395177,11.831202,3132041,1.1997644,0.061333638,3838.8372
18100,0.86440724,[-0.351  1.612 -1.723],-45.73645,17.706097,0.6374011,2806.971078157425,181,-66.3154,7.351085,0.86440724,0.008859399,-29.577316,33.07164,100,0.009067551,8.859399e-05,-36.103943,-47.946964,-38.87885,5.461823,0.006374011,102.31,-71.5404861703515,-0.2856973,5.6477723,3142272,0.90675515,0.05461823,2045.7032
18200,0.8635612,[-0.356  1.635 -1.705],-45.760353,9.536228,0.55252934,2817.361283302307,182,-70.77037,6.9616523,0.8635612,0.00036727067,-24.539352,23.59515,100,0.009942702,3.6727065e-06,-36.319786,-48.119358,-31.824167,8.042452,0.0055252933,102.37,-71.45718984454871,-0.3281738,10.486326,3152509,0.99427015,0.08042452,2132.8628
18300,0.86470866,[-0.284  1.625 -1.747],-44.60409,1.2559243,0.9755495,2827.3910777568817,183,-60.581493,5.4447985,0.86470866,0.163476,-43.09443,78.064445,100,0.005171268,0.0016347601,-36.000134,-46.62347,-45.357513,2.8041642,0.009755496,98.38,-68.0483372426033,-0.35916293,79.62263,3162347,0.5171268,0.02804164,503.4868
18400,0.86284804,[-0.295  1.626 -1.778],-45.205597,13.094961,0.6837959,2837.0782432556152,184,-63.37446,6.2123246,0.86284804,0.0043805246,-29.948917,20.850763,100,0.013322596,4.3805245e-05,-36.497314,-47.318085,-37.59335,9.474588,0.0068379585,100.87,-69.9457191516459,-0.3779423,7.636525,3172434,1.3322597,0.09474588,3000.7178
18500,0.85977674,[-0.328  1.609 -1.797],-46.981094,3.0784485,0.9011884,2846.3927731513977,185,-72.95871,6.514339,0.85977674,0.00474095,-42.064323,36.559322,100,0.011871358,4.74095e-05,-36.38878,-49.41305,-46.331314,7.775138,0.009011883,106.05,-74.25338488847018,-0.4528113,32.483894,3183039,1.1871358,0.077751376,3236.211
18600,0.8569481,[-0.317  1.606 -1.872],-46.29327,13.870371,0.50234425,2857.0847005844116,186,-67.66374,6.8252053,0.8569481,0.008060465,-23.883543,24.846378,100,0.008736648,8.0604645e-05,-36.597248,-48.54873,-32.283535,4.7789493,0.0050234427,103.6,-72.54669385135173,-0.45068425,7.2096124,3193399,0.87366474,0.04778949,1999.3851
18700,0.864622,[-0.323  1.587 -1.87 ],-45.55178,13.796593,0.60686445,2867.7489585876465,187,-75.40534,7.2519684,0.864622,0.0063589057,-27.303215,27.124664,100,0.009947176,6.3589054e-05,-36.21213,-48.065285,-36.639343,5.925666,0.0060686446,102.96,-71.76383661583066,-0.44938773,7.2481666,3203695,0.9947176,0.059256658,1940.5614
18800,0.86870366,[-0.302  1.605 -1.868],-46.9895,6.421947,0.568268,2878.801661491394,188,-75.44715,8.512818,0.86870366,0.021562392,-27.299885,40.102325,100,0.0069450173,0.00021562392,-36.402,-49.5044,-33.673046,3.9338949,0.0056826794,107.59,-75.83308647707105,-0.4182776,15.571602,3214454,0.6945017,0.039338946,1385.2402
18900,0.85774684,[-0.313  1.591 -1.837],-46.371593,6.7134156,0.7045196,2890.8697776794434,189,-73.77417,6.5638094,0.85774684,0.0029014419,-32.108578,38.18978,100,0.008962923,2.9014418e-05,-36.090157,-48.830727,-38.48027,4.525098,0.007045197,104.01,-72.83533756867051,-0.4016966,14.895547,3224855,0.89629227,0.04525098,1660.4069
19000,0.8627081,[-0.251  1.592 -1.821],-46.42101,4.4821205,0.9217268,2900.108742237091,190,-70.06664,6.526922,0.8627081,0.030083269,-41.173634,30.80511,100,0.013814265,0.00030083267,-36.913364,-48.756565,-46.11824,10.229002,0.00921727,104.13,-72.78749721482396,-0.40410137,22.310867,3235268,1.3814266,0.10229002,3432.7502
19100,0.8614682,[-0.246  1.576 -1.823],-45.370728,5.840642,0.7934219,2911.224717617035,191,-72.57753,6.864781,0.8614682,0.021040594,-35.2455,29.838743,100,0.012166416,0.00021040594,-36.253593,-47.789978,-41.092205,7.4898186,0.007934219,100.92,-70.62029665827751,-0.38249347,17.121405,3245360,1.2166415,0.07489818,2827.8245
19200,0.8590133,[-0.219  1.59  -1.801],-46.051937,8.843972,0.7495273,2920.729688644409,192,-70.16394,6.9272556,0.8590133,0.00454654,-34.23423,24.239069,100,0.013251106,4.5465396e-05,-36.361862,-48.39074,-41.189537,8.492179,0.007495272,103.72,-72.26125125437974,-0.37992308,11.307137,3255732,1.3251106,0.084921785,3996.121
19300,0.8668374,[-0.212  1.608 -1.799],-47.42679,10.144347,0.7667656,2931.608055114746,193,-75.53923,8.520116,0.8668374,0.005402825,-36.162685,33.771755,100,0.010737606,5.402825e-05,-36.484764,-49.944763,-44.18248,5.2161417,0.007667655,108.49,-76.79069730654359,-0.38544905,9.857707,3266581,1.0737605,0.052161414,2757.817
19400,0.8590003,[-0.222  1.628 -1.804],-46.478565,3.2337122,0.90337753,2939.8155319690704,194,-76.27617,7.0242677,0.8590003,0.04958015,-41.060272,37.438515,100,0.011677867,0.0004958015,-36.16742,-49.0211,-45.6324,7.5465646,0.009033775,104.98,-73.4519631382823,-0.39810938,30.924212,3277079,1.1677867,0.07546564,2750.6724
19500,0.8629514,[-0.217  1.614 -1.817],-44.987194,17.471924,0.58859503,2948.932699918747,195,-60.86403,5.5527406,0.8629514,0.0069090403,-27.286213,37.097095,100,0.0076644667,6.90904e-05,-36.527405,-47.015995,-35.766487,3.8761964,0.0058859508,99.0,-68.84671046763658,-0.34685624,5.7234683,3286979,0.7664467,0.038761962,1449.0842
19600,0.8563044,[-0.201  1.631 -1.766],-45.313374,12.688184,0.7142157,2958.226295232773,196,-71.937546,6.7939725,0.8563044,0.0016852419,-30.757084,31.200798,100,0.010605671,1.6852418e-05,-36.44341,-47.71129,-39.298584,5.9655666,0.0071421564,100.89,-70.3786502739787,-0.3491075,7.8813486,3297068,1.0605671,0.059655666,1865.141
19700,0.8613009,[-0.12   1.627 -1.768],-45.51508,13.946615,0.48221368,2967.8351860046387,197,-67.74407,6.11678,0.8613009,0.008435666,-22.01966,42.26037,100,0.0056365053,8.435665e-05,-31.27411,-47.773205,-30.452705,3.2279186,0.0048221364,101.58,-70.56120640486479,-0.32392755,7.1701984,3307226,0.56365055,0.032279186,766.20154
19800,0.8558499,[-0.167  1.645 -1.743],-45.021847,1.0903722,0.97587746,2977.189691543579,198,-61.934048,5.9011135,0.8558499,0.32342207,-44.250217,90.42804,100,0.0031750011,0.0032342207,-36.69512,-47.08631,-46.405952,2.2758112,0.009758774,99.17,-69.10896668374538,-0.33716512,91.7118,3317143,0.3175001,0.022758111,315.76035
19900,0.85676473,[-0.177  1.647 -1.756],-45.532852,19.79883,0.54254127,2987.300666332245,199,-64.84784,7.0269833,0.85676473,0.004617378,-24.345743,27.00547,100,0.008919737,4.617378e-05,-36.245247,-47.694447,-33.963947,5.976325,0.0054254127,102.01,-70.94748964861036,-0.344495,5.0508037,3327344,0.8919737,0.05976325,1548.6256
20000,0.8580994,[-0.186  1.625 -1.763],-45.766346,14.540052,0.60539716,2997.058148622513,200,-73.250275,6.2979274,0.8580994,0.0006914778,-28.024405,31.360376,100,0.008956477,6.9147777e-06,-36.63588,-48.208035,-37.33486,4.882828,0.006053972,102.64,-71.36833615064621,-0.3519975,6.8775544,3337608,0.8956477,0.04882828,1840.1089
20100,0.8580385,[-0.21   1.647 -1.771],-46.651093,13.901828,0.7056836,3007.3085417747498,201,-72.35039,6.770873,0.8580385,0.0051309485,-33.01541,31.231218,100,0.010471556,5.1309486e-05,-36.06349,-49.06278,-42.007397,6.639831,0.007056835,105.66,-73.68528963029385,-0.35081124,7.193299,3348174,1.0471556,0.06639831,2741.3794
20200,0.8596637,[-0.213  1.626 -1.77 ],-45.81712,7.2400026,0.5557275,3017.736639022827,202,-67.489075,6.20236,0.8596637,0.0015175331,-25.213524,22.663767,100,0.010265669,1.517533e-05,-36.330395,-48.066753,-31.266676,7.7677803,0.005557275,101.59,-71.07010864317417,-0.39404294,13.81215,3358333,1.0265671,0.0776778,2028.8921
20300,0.8614789,[-0.231  1.609 -1.813],-45.93398,9.603554,0.73176837,3027.8921360969543,203,-63.822754,6.0773225,0.8614789,0.008431299,-33.333946,27.830074,100,0.011784051,8.431298e-05,-36.381363,-48.0614,-39.92675,6.9201355,0.0073176837,102.6,-71.46997722670436,-0.41192672,10.412812,3368593,1.1784049,0.06920135,3487.998
20400,0.8585973,[-0.255  1.592 -1.831],-46.202686,6.905256,0.8162233,3037.4827370643616,204,-67.90937,6.317921,0.8585973,0.008708017,-36.65935,23.005667,100,0.014932103,8.708017e-05,-36.64739,-48.466328,-42.607727,12.957909,0.008162233,102.83,-72.10978279203177,-0.40591243,14.481723,3378876,1.4932106,0.12957908,4122.7334
20500,0.8614882,[-0.298  1.607 -1.825],-46.092823,15.902444,0.5710304,3046.953502893448,205,-69.83881,6.7528377,0.8614882,0.0053542173,-25.991987,24.5349,100,0.01001475,5.354217e-05,-36.455467,-48.42078,-35.2754,6.616744,0.0057103024,103.45,-72.21207115441561,-0.39351404,6.2883415,3389221,1.0014751,0.06616744,2184.4448
20600,0.86159956,[-0.317  1.628 -1.812],-47.564365,20.998394,0.5329919,3057.897604227066,206,-70.22778,7.1693053,0.86159956,0.003531474,-25.431448,35.01099,100,0.0072617,3.5314737e-05,-36.281334,-49.90529,-36.15851,4.1454573,0.005329919,108.4,-76.0841064709425,-0.38675773,4.762269,3400061,0.72617,0.041454572,1307.7694
20700,0.8624184,[-0.309  1.606 -1.806],-45.75889,12.343245,0.723109,3068.4808020591736,207,-72.39691,6.845933,0.8624184,0.020128008,-32.18984,34.770737,100,0.009904169,0.00020128007,-36.53292,-48.17212,-40.66823,5.623209,0.00723109,103.09,-71.65239918693901,-0.3517792,8.101598,3410370,0.9904168,0.056232087,1797.5682
20800,0.8601737,[-0.332  1.624 -1.771],-46.519432,12.927446,0.6271878,3078.809724330902,208,-70.89572,7.0053344,0.8601737,0.0017714801,-28.685604,21.772396,100,0.0118884295,1.7714801e-05,-36.337093,-48.88262,-37.1824,10.514719,0.0062718783,105.76,-73.626216635108,-0.35281387,7.73548,3420946,1.188843,0.10514719,2714.5417
20900,0.858257,[-0.263  1.632 -1.772],-47.220985,13.502903,0.5913939,3089.098972082138,209,-71.65296,6.9466405,0.858257,0.007775473,-27.018862,30.846348,100,0.008854876,7.7754725e-05,-36.53344,-49.609417,-35.795464,6.4679313,0.005913939,107.53,-75.17203840225935,-0.30224925,7.405815,3431699,0.8854877,0.06467931,1631.878
21000,0.8630171,[-0.319  1.624 -1.721],-45.298683,1.9504367,0.92497635,3099.894271850586,210,-62.62827,5.6898327,0.8630171,0.13475297,-41.651875,62.87465,100,0.007107684,0.0013475297,-36.2125,-47.38629,-44.567387,3.8779433,0.009249763,100.34,-69.73643385306,-0.30589205,51.27057,3441733,0.7107684,0.03877943,1046.8978
21100,0.8681201,[-0.358  1.632 -1.725],-45.517296,12.218043,0.5022591,3109.425700187683,211,-66.65229,5.87974,0.8681201,0.005500328,-22.357738,25.579348,100,0.00856702,5.500328e-05,-36.722076,-47.739033,-30.12369,6.287675,0.005022591,101.1,-70.42927467972041,-0.28539628,8.184617,3451843,0.8567021,0.062876746,1346.415
21200,0.8574152,[-0.404  1.616 -1.704],-46.422592,17.27499,0.6364944,3119.6015088558197,212,-68.198494,6.3618,0.8574152,0.008673249,-31.116772,18.506231,100,0.013356658,8.6732485e-05,-36.382565,-48.695877,-40.56526,10.834425,0.006364944,104.52,-72.7884756617248,-0.30585507,5.7887154,3462295,1.3356658,0.10834425,5546.5454
21300,0.860774,[-0.438  1.639 -1.725],-45.828682,1.5056121,0.9425769,3128.7447249889374,213,-61.589973,6.8653502,0.860774,0.18714637,-42.69404,52.970295,100,0.0088815065,0.0018714636,-35.9861,-47.881683,-45.21314,8.290631,0.00942577,101.93,-71.28415784269572,-0.3068717,66.41817,3472488,0.8881507,0.08290631,1684.1763
21400,0.8515922,[-0.443  1.631 -1.726],-46.853603,15.579586,0.6139376,3136.4470150470734,214,-67.95636,7.492961,0.8515922,0.0026398473,-28.274574,23.98163,100,0.010930604,2.6398473e-05,-36.43247,-49.118816,-37.21559,6.7378383,0.006139376,104.84,-74.07051742509007,-0.30345345,6.418656,3482972,1.0930604,0.06737838,2698.1667
21500,0.86139184,[-0.453  1.608 -1.722],-46.151196,8.562054,0.7760817,3147.2864379882812,215,-68.17891,6.04661,0.86139184,0.022810712,-35.64351,34.796574,100,0.010623666,0.00022810712,-36.417137,-48.42382,-42.29345,6.194002,0.0077608167,103.04,-71.92814441084862,-0.26203823,11.6794405,3493276,1.0623666,0.06194002,2673.3738
21600,0.8588816,[-0.497  1.596 -1.681],-46.791943,16.585133,0.70125365,3156.044768810272,216,-62.32302,5.9941926,0.8588816,0.0051435027,-32.55745,27.108648,100,0.0114989765,5.1435025e-05,-36.113388,-48.869366,-41.01777,5.857078,0.0070125367,104.37,-73.24509670212865,-0.26025778,6.0294967,3503713,1.1498976,0.05857078,2988.3079
21700,0.8564713,[-0.486  1.572 -1.679],-45.83048,17.673079,0.6040042,3164.3787491321564,217,-68.18619,6.585222,0.8564713,0.00047498112,-26.833035,25.666426,100,0.010278975,4.749811e-06,-36.4302,-48.103348,-36.388046,6.7949224,0.0060400427,101.62,-71.30636068105697,-0.29395828,5.658324,3513875,1.0278976,0.06794922,2022.3977
21800,0.8634905,[-0.476  1.596 -1.713],-45.543636,16.985878,0.7136972,3173.884768009186,218,-61.734627,6.3603377,0.8634905,0.00032936534,-31.560823,30.992634,100,0.01064958,3.2936534e-06,-36.00848,-47.60146,-40.041912,6.2028,0.007136972,100.51,-70.35188345611095,-0.33299652,5.8872437,3523926,1.064958,0.062028,2206.8354
21900,0.86513036,[-0.565  1.598 -1.752],-45.291138,9.740115,0.66031027,3183.580160856247,219,-71.119705,6.625521,0.86513036,0.0041044494,-28.565712,22.801966,100,0.012149686,4.104449e-05,-36.09589,-47.66179,-35.964333,10.274716,0.0066031027,100.89,-70.26012307092547,-0.37940446,10.266819,3534015,1.2149686,0.102747165,2334.8684
22000,0.85991144,[-0.639  1.599 -1.798],-45.67667,1.7897329,0.8486074,3193.23561668396,220,-69.277374,6.213793,0.85991144,0.13782375,-38.95732,70.02514,100,0.0055521145,0.0013782374,-35.969044,-47.98592,-42.04665,3.5837214,0.008486074,102.38,-71.08163121134042,-0.34669343,55.87426,3544253,0.5552114,0.035837214,712.4225
22100,0.863083,[-0.652  1.606 -1.766],-46.481155,6.5167522,0.6761686,3202.282259464264,221,-64.64749,6.174955,0.863083,0.013962143,-30.628424,50.15181,100,0.0067411866,0.00013962142,-36.20761,-48.636066,-36.12948,3.0084562,0.0067616855,104.97,-72.9309574957192,-0.32690793,15.345067,3554750,0.67411864,0.030084562,874.4809
22200,0.85834837,[-0.587  1.601 -1.746],-46.726425,2.1520457,0.8404129,3212.265129327774,222,-68.72092,6.353907,0.85834837,0.047223613,-38.508728,48.35442,100,0.008685428,0.0004722361,-36.08363,-49.01712,-41.86915,6.641321,0.008404128,105.55,-73.67553185418248,-0.33007503,46.467415,3565305,0.86854273,0.06641321,1554.498
22300,0.8586306,[-0.561  1.59  -1.749],-45.611237,6.674604,0.8061775,3221.7505350112915,223,-74.1006,6.82806,0.8586306,0.03495226,-35.92828,35.78065,100,0.010800392,0.0003495226,-36.420616,-48.081257,-42.30964,8.451788,0.008061774,101.41,-71.03621508046984,-0.27814716,14.982162,3575446,1.0800393,0.08451788,2414.475
22400,0.86335754,[-0.577  1.604 -1.697],-44.899296,15.609793,0.60027415,3230.4492049217224,224,-72.05855,6.491524,0.86335754,0.0023308762,-27.368237,22.942251,100,0.011001193,2.3308761e-05,-35.99021,-47.301243,-36.858162,7.624555,0.006002741,100.24,-69.51665267914534,-0.2846548,6.4062347,3585470,1.1001194,0.07624555,2542.5059
22500,0.8669767,[-0.558  1.581 -1.704],-44.878788,10.36954,0.6361123,3239.8838453292847,225,-63.27278,5.182767,0.8669767,0.0011386944,-28.663671,9.938742,100,0.019148603,1.1386944e-05,-36.301174,-46.987885,-35.455322,18.182676,0.0063611227,98.42,-68.56010450482368,-0.36799017,9.643629,3595312,1.9148604,0.18182676,7742.996
22600,0.8635632,[-0.586  1.567 -1.787],-45.693703,9.586903,0.637348,3248.4658393859863,226,-64.13828,6.175053,0.8635632,0.0018440471,-28.45709,19.270552,100,0.013045045,1.844047e-05,-36.433,-47.83164,-35.076744,11.297236,0.0063734795,102.11,-71.02060176566243,-0.36794987,10.430898,3605523,1.3045045,0.112972364,3263.127
22700,0.86643976,[-0.592  1.587 -1.787],-46.933983,2.1435642,0.91637284,3258.4110374450684,227,-68.82372,6.407524,0.86643976,0.09545848,-42.12896,48.18006,100,0.009503575,0.00095458474,-35.986786,-49.228115,-45.487766,6.2891693,0.009163729,104.69,-73.83001898765563,-0.34100798,46.65127,3615992,0.9503575,0.06289169,1809.2301
22800,0.8630066,[-0.576  1.595 -1.76 ],-46.35851,7.0834656,0.68291306,3267.0697133541107,228,-65.04248,6.2566814,0.8630066,0.0139295915,-31.328102,29.46681,100,0.010565636,0.00013929591,-36.107864,-48.526596,-37.098408,8.606968,0.0068291305,103.73,-72.49290650501847,-0.28663746,14.117384,3626365,1.0565636,0.08606968,2133.0352
