ReturnMeanIW,MinIW,MaxIW,EmpiricalD2,ReturnStepMaxmin,MeanIW,StdIW,MaxIWNorm,InitialReturnMax,MeanIWNorm,TimeElapsed,Bound,MinIWNorm,MeanEntropy,ESSRenyi,InitialReturnMin,Weights,InitialReturnMean,ReturnStepMax,StdIWNorm,EpThisIter,ESSClassic,InitialReturnStd,EpisodesSoFar,EpRewMean,EpLenMean,Iteration,J_sample_variance,InitialBound,TimestepsSoFar
-46.655144,0.00023486836,8.84069,32.970043,0.85015976,0.5694758,1.2555608,0.0884069,-79.577896,0.005694759,2485.548085451126,-62.487076,2.3486837e-06,1.1191951,3.0330565,-82.71712,[ 0.991  0.247 -0.241],-81.86661,0.85015976,0.012555608,100,17.061958,0.59402144,7600,-410.9381165637076,500.0,76,10710.576,-84.62384,3800000
-40.602287,0.0008855217,6.3383164,25.444595,0.85022867,0.4935451,1.0659926,0.06338316,-80.38051,0.0049354504,2514.3084745407104,-54.503433,8.855217e-06,1.0712179,3.9301076,-82.67499,[ 1.029  0.196 -0.3  ],-81.97828,0.85022867,0.010659926,100,17.65215,0.5264903,7700,-412.2837217411399,500.0,77,7797.7637,-84.734116,3850000
-44.940643,0.00074852083,8.441582,36.396275,0.8502366,0.5459805,1.3390285,0.084415816,-80.91072,0.005459805,2543.2329652309418,-61.57705,7.4852082e-06,1.0078126,2.747534,-82.72795,[ 1.041  0.108 -0.348],-82.29273,0.8502366,0.013390284,100,14.255457,0.34240583,7800,-414.00225084111094,500.0,78,12276.544,-85.05033,3900000
-72.73715,0.0069078873,3.442995,2.7777264,0.8502158,0.8820134,0.78143024,0.03442995,-80.81488,0.008820134,2570.780078649521,-77.33696,6.907887e-05,1.0145844,36.000668,-82.79731,[ 1.038  0.089 -0.411],-82.30912,0.8502158,0.007814302,100,56.024647,0.38372302,7900,-414.18594235569236,500.0,79,4210.6714,-85.06904,3950000
-75.41389,0.0047563817,4.9071026,5.24099,0.8502584,0.9137889,0.91725814,0.049071025,-81.4948,0.00913789,2593.9289486408234,-81.727776,4.7563815e-05,1.0208062,19.080364,-82.73924,[ 1.041e+00  2.294e-04 -4.045e-01],-82.427635,0.8502584,0.00917258,100,49.81053,0.24548349,8000,-415.0421762414277,500.0,80,5801.4873,-85.18561,4000000
-42.976097,0.017019115,6.7142506,32.72489,0.85017043,0.52124655,1.0742456,0.0671425,-82.054855,0.0052124653,2620.3096849918365,-58.75798,0.00017019115,1.0497859,3.0557778,-82.76391,[ 1.096 -0.136 -0.398],-82.554596,0.85017043,0.010742455,100,19.057144,0.16031724,8100,-415.6639026388526,500.0,81,7903.8433,-85.3134,4050000
-51.754715,0.0022568102,7.0007696,28.391226,0.85022974,0.6292833,1.119004,0.0700077,-81.41736,0.0062928325,2645.436048269272,-66.450294,2.2568101e-05,1.1042737,3.522215,-82.74008,[ 1.103  0.073 -0.369],-82.34496,0.85022974,0.011190039,100,24.026531,0.2793893,8200,-414.5340720333159,500.0,82,8520.379,-85.10294,4100000
-38.89116,0.0041174614,3.951563,30.690996,0.8501696,0.4721629,0.71008235,0.03951563,-80.56655,0.0047216285,2671.9787323474884,-54.164604,4.117461e-05,1.1535316,3.2582846,-82.70901,[ 1.097  0.066 -0.315],-82.28623,0.8501696,0.0071008233,100,30.658918,0.39007404,8300,-414.24896463409067,500.0,83,3459.3328,-85.04319,4150000
-64.6423,0.0011220502,6.5937576,7.4483433,0.85023177,0.7834781,0.9971179,0.06593757,-81.516075,0.00783478,2699.3813619613647,-72.168465,1.1220502e-05,1.1428539,13.425804,-82.730354,[ 1.1   -0.015 -0.265],-82.37821,0.85023177,0.009971178,100,38.17205,0.25695834,8400,-414.70054903522134,500.0,84,6839.899,-85.135895,4200000
-47.96673,0.00085014984,7.4197555,36.60021,0.85021895,0.5807564,1.2399391,0.07419755,-81.89688,0.005807563,2724.7807598114014,-64.65889,8.501498e-06,1.0859193,2.732225,-82.77364,[ 1.133 -0.172 -0.276],-82.522,0.85021895,0.01239939,100,17.990782,0.17409259,8500,-415.48150047704576,500.0,85,10595.69,-85.28113,4250000
-73.76716,0.012428263,7.7011557,4.016341,0.85023284,0.892677,1.3538412,0.077011555,-82.21126,0.008926769,2752.1693308353424,-79.29819,0.00012428263,1.0536956,24.898283,-82.79644,[ 1.136 -0.297 -0.333],-82.6001,0.85023284,0.013538411,100,30.302116,0.12357997,8600,-415.83531699240206,500.0,86,12652.185,-85.35998,4300000
-47.200573,0.028527897,4.9903255,24.382149,0.8502147,0.5715427,0.920516,0.049903255,-82.03676,0.005715426,2779.4421260356903,-60.827797,0.00028527898,1.0886295,4.1013613,-82.792816,[ 1.281 -0.401 -0.365],-82.62109,0.8502147,0.00920516,100,27.824364,0.12926549,8700,-415.9802119939029,500.0,87,5832.653,-85.38085,4350000
-51.73459,0.009443065,8.19774,25.254301,0.8502103,0.6269172,1.1735814,0.0819774,-81.891136,0.0062691714,2809.162746667862,-65.59979,9.443065e-05,1.1423144,3.9597216,-82.77131,[ 1.201 -0.175 -0.33 ],-82.55712,0.8502103,0.011735814,100,22.200817,0.15964612,8800,-415.57588332936166,500.0,88,9463.077,-85.316154,4400000
-78.002975,0.18858194,3.3872657,1.4213089,0.85021126,0.94512486,0.5525898,0.033872657,-81.57301,0.00945125,2836.782918691635,-81.2916,0.0018858194,1.1561848,70.35768,-82.75447,[ 1.192 -0.173 -0.277],-82.51081,0.85021126,0.0055258973,100,74.52434,0.20123754,8900,-415.53696309775114,500.0,89,2102.627,-85.269295,4450000
-46.146976,0.00025317533,9.320221,44.604443,0.8502367,0.55899477,1.2697995,0.09320221,-82.08283,0.0055899476,2864.1527259349823,-64.57225,2.5317531e-06,1.0907618,2.241929,-82.76491,[ 1.291 -0.228 -0.263],-82.55354,0.8502367,0.012697995,100,16.233608,0.16367416,9000,-415.62019703537226,500.0,90,11113.96,-85.31237,4500000
-73.665215,0.0044925795,4.6007457,3.40397,0.8502244,0.89196825,0.9476607,0.046007454,-81.858986,0.008919682,2890.251415491104,-78.75726,4.4925793e-05,1.1091549,29.377462,-82.79821,[ 1.284 -0.21  -0.328],-82.54576,0.8502244,0.009476606,100,46.9754,0.16929875,9100,-415.6211101229489,500.0,91,6192.063,-85.3057,4550000
-76.073395,0.132289,8.339078,1.7261615,0.85020655,0.92076474,0.9635939,0.08339078,-82.11252,0.009207647,2919.208638906479,-79.69914,0.00132289,1.0851994,57.932007,-82.79007,[ 1.294 -0.343 -0.31 ],-82.60602,0.85020655,0.009635939,100,47.72829,0.12095636,9200,-415.8604481236637,500.0,92,6414.629,-85.36567,4600000
-64.435135,0.008958084,9.566147,7.461521,0.8502127,0.7795437,1.3103628,0.09566147,-82.29881,0.0077954363,2947.1304199695587,-71.972115,8.958083e-05,1.042663,13.402093,-82.77608,[ 1.296 -0.356 -0.334],-82.6385,0.8502127,0.0131036285,100,26.140068,0.10004658,9300,-415.92940709874034,500.0,93,11855.951,-85.397675,4650000
-65.15823,0.025031574,12.413223,14.323369,0.85016525,0.78833437,1.6694381,0.12413223,-82.29733,0.007883343,2972.3296372890472,-75.6033,0.00025031573,1.0905863,6.981598,-82.79612,[ 1.318 -0.459 -0.376],-82.662384,0.85016525,0.016694382,100,18.233007,0.09213843,9400,-416.07072089150546,500.0,94,19218.588,-85.42226,4700000
-52.85523,0.0011027439,14.657072,33.978687,0.8501761,0.6393755,1.7851945,0.14657071,-82.21955,0.006393755,2998.0400624275208,-68.94224,1.1027439e-05,1.0274216,2.9430213,-82.79292,[ 1.309 -0.517 -0.328],-82.64687,0.8501761,0.017851943,100,11.369101,0.09699131,9500,-416.0284225708246,500.0,95,22015.338,-85.406624,4750000
-30.085913,0.003727105,5.860496,51.486416,0.85023105,0.36398742,0.7677321,0.05860496,-82.42935,0.0036398745,3022.968062877655,-49.887047,3.727105e-05,1.0130062,1.9422599,-82.787544,[ 1.286 -0.503 -0.391],-82.67442,0.85023105,0.0076773204,100,18.352533,0.07930198,9600,-416.1253714117408,500.0,96,4066.8918,-85.434,4800000
-58.056656,0.0010196876,9.836436,30.51208,0.8502246,0.7029582,1.8106686,0.09836436,-82.185425,0.0070295823,3049.336902141571,-73.29601,1.0196876e-05,0.9520814,3.2773905,-82.766,[ 2.302 -0.279 -0.406],-82.586365,0.8502246,0.018106684,100,13.098151,0.14161456,9700,-415.74893296539784,500.0,97,22585.406,-85.34523,4850000
-73.87256,0.119114555,3.8071415,1.3610348,0.8502256,0.89427656,0.54817426,0.038071416,-82.06781,0.008942766,3076.2844445705414,-77.09268,0.0011911455,0.9405147,73.47351,-82.80553,[ 2.325 -0.232 -0.467],-82.572365,0.8502256,0.005481743,100,72.68786,0.15286128,9800,-415.6839585225284,500.0,98,2074.5798,-85.33255,4900000
-41.327793,0.00022949022,9.366968,26.81388,0.85023606,0.50004673,1.2717223,0.09366968,-82.2108,0.0050004674,3105.1398413181305,-55.61363,2.294902e-06,0.8799511,3.7294116,-82.76505,[ 2.321 -0.295 -0.478],-82.58511,0.85023606,0.012717223,100,13.390642,0.11850641,9900,-415.8229291859269,500.0,99,11173.788,-85.34395,4950000
-51.071274,0.0018122542,13.763895,13.108345,0.850228,0.61807084,1.4851551,0.13763894,-82.02479,0.006180708,3131.03586435318,-61.060966,1.8122542e-05,0.9277293,7.628728,-82.77506,[ 2.32  -0.306 -0.539],-82.63372,0.850228,0.0148515515,100,14.762607,0.10619312,10000,-415.9822056111693,500.0,100,15224.716,-85.39288,5000000
-79.58566,0.04482644,3.0969174,1.7393925,0.85022914,0.96301377,0.6750063,0.030969173,-82.23465,0.009630138,3159.328512907028,-83.22481,0.00044826439,0.9264775,57.491337,-82.77939,[ 2.332 -0.268 -0.491],-82.61017,0.85022914,0.0067500626,100,67.05538,0.13173926,10100,-415.8354072101414,500.0,101,3146.1963,-85.369484,5050000
-80.1989,0.30341396,1.5198634,1.0714728,0.8502053,0.9704854,0.26085892,0.015198633,-81.99652,0.009704853,3186.01877617836,-83.05464,0.0030341395,0.9244758,93.32948,-82.765495,[ 2.432 -0.381 -0.493],-82.61919,0.8502053,0.0026085891,100,93.26191,0.13620433,10200,-415.9377968417108,500.0,102,471.49997,-85.378044,5100000
-79.875496,0.28246832,2.3735585,1.1930256,0.85022247,0.96640146,0.4319958,0.023735585,-82.414536,0.009664013,3210.167676448822,-82.88957,0.0028246832,0.91317344,83.820496,-82.784775,[ 2.431 -0.424 -0.495],-82.65547,0.85022247,0.004319958,100,83.34568,0.08634806,10300,-416.0102912056446,500.0,103,1287.2874,-85.41496,5150000
-58.918846,0.0071904855,19.336512,12.151301,0.8501706,0.71304,1.9956744,0.19336511,-82.33714,0.007130401,3236.0810899734497,-68.5364,7.1904855e-05,0.95792556,8.229571,-82.7703,[ 2.397 -0.381 -0.506],-82.632744,0.8501706,0.019956743,100,11.320642,0.095446,10400,-415.93550608292225,500.0,104,27499.865,-85.39177,5200000
-50.590874,0.00069660577,12.273038,24.924477,0.8502313,0.6124131,1.5553037,0.122730374,-82.22104,0.006124132,3263.070565223694,-64.366356,6.9660578e-06,0.898149,4.0121202,-82.778,[ 2.416 -0.472 -0.461],-82.63344,0.8502313,0.015553038,100,13.423304,0.10671209,10500,-415.991225925684,500.0,105,16666.998,-85.392715,5250000
-69.7829,0.08420193,16.49617,4.139335,0.8502136,0.8441767,1.7063682,0.1649617,-82.27709,0.008441768,3290.5904891490936,-75.398056,0.0008420193,0.9338718,24.158468,-82.79762,[ 2.417 -0.439 -0.521],-82.646095,0.8502136,0.017063683,100,19.662527,0.09997753,10600,-416.02378786981103,500.0,106,20123.322,-85.40601,5300000
-66.85129,0.021693252,11.715195,3.7696471,0.8502096,0.80865675,1.4398706,0.117151946,-82.29259,0.008086568,3317.692118406296,-72.20915,0.00021693252,0.8964631,26.527681,-82.78711,[ 2.42  -0.471 -0.485],-82.6568,0.8502096,0.014398706,100,23.978329,0.09261575,10700,-416.02976748615504,500.0,107,14326.32,-85.41635,5350000
-54.22074,0.0050154706,17.991497,15.054055,0.8502128,0.6556623,2.0515707,0.17991497,-82.35281,0.006556623,3344.9780237674713,-64.92887,5.0154704e-05,0.84305954,6.6427283,-82.79574,[ 2.442 -0.45  -0.523],-82.65127,0.8502128,0.020515705,100,9.267264,0.09404118,10800,-416.0358104151487,500.0,108,29117.709,-85.41112,5400000
-55.61874,0.0004591455,9.267385,31.990225,0.85021615,0.6727198,1.5447973,0.092673846,-82.39389,0.006727198,3374.3897211551666,-71.22992,4.591455e-06,0.78223175,3.1259549,-82.80344,[ 2.439 -0.519 -0.576],-82.6799,0.85021615,0.015447974,100,15.940817,0.0829945,10900,-416.10535455927254,500.0,109,16476.39,-85.44,5450000
-58.64914,0.004557745,11.64756,17.115314,0.85021114,0.7092342,1.8548709,0.1164756,-82.36884,0.0070923413,3403.142197370529,-70.06798,4.557745e-05,0.7291412,5.8427205,-82.803894,[ 2.433 -0.438 -0.637],-82.65078,0.85021114,0.01854871,100,12.755305,0.10527894,11000,-416.0796527646482,500.0,110,23769.387,-85.410904,5500000
-65.36669,0.008790982,11.342569,9.080509,0.8502051,0.79052925,1.4503318,0.113425694,-82.38981,0.007905291,3430.9675295352936,-73.684654,8.7909815e-05,0.7017139,11.012598,-82.81008,[ 2.399 -0.532 -0.69 ],-82.68758,0.8502051,0.01450332,100,22.904879,0.08319874,11100,-416.152570052892,500.0,111,14533.048,-85.447914,5550000
-40.423252,0.009241738,6.011875,22.57439,0.8502208,0.48930836,1.0132908,0.06011875,-82.34014,0.0048930836,3457.4525208473206,-53.536804,9.241738e-05,0.6668797,4.4297986,-82.800606,[ 2.368 -0.311 -0.717],-82.641014,0.8502208,0.010132907,100,18.909044,0.111127086,11200,-416.04758521437645,500.0,112,7069.0103,-85.40104,5600000
-53.221092,0.031905685,10.531227,26.89977,0.85021,0.6447928,1.4038676,0.105312265,-81.65451,0.0064479266,3483.3111684322357,-67.5329,0.00031905685,0.68909764,3.7175038,-82.78305,[ 2.347 -0.09  -0.752],-82.561386,0.85021,0.014038675,100,17.420488,0.18399072,11300,-415.80780244022606,500.0,113,13587.598,-85.320816,5650000
-37.22171,0.0042524,8.722286,23.545723,0.8502365,0.45243233,1.0364883,0.08722286,-81.45061,0.0045243227,3512.4720079898834,-50.607178,4.2523996e-05,0.74208516,4.247056,-82.755875,[ 2.298  0.091 -0.73 ],-82.37113,0.8502365,0.010364884,100,16.004263,0.3186516,11400,-414.96536576226356,500.0,114,7309.728,-85.12966,5700000
-60.874706,0.0017766801,10.131289,15.515154,0.85022354,0.7391876,1.5235988,0.10131288,-81.30095,0.0073918747,3541.951399087906,-71.735504,1.77668e-05,0.7874903,6.4453115,-82.71891,[ 2.301  0.075 -0.677],-82.36575,0.85022354,0.015235987,100,19.053198,0.33190182,11500,-414.93093181833626,500.0,115,15935.474,-85.12304,5750000
-44.926506,0.008741199,10.841505,37.244816,0.8502296,0.54732543,1.2950534,0.108415045,-81.285736,0.0054732542,3571.1803953647614,-61.75628,8.741199e-05,0.76301515,2.6849375,-82.73067,[ 2.301  0.134 -0.631],-82.3041,0.8502296,0.012950533,100,15.1545925,0.33547565,11600,-414.25276975780724,500.0,116,11335.54,-85.06179,5800000
-45.7157,0.014008777,10.627739,34.092556,0.85023403,0.56114393,1.4081922,0.106277384,-79.80513,0.005611439,3600.5841150283813,-61.81564,0.00014008777,0.75237834,2.9331915,-82.72099,[ 2.337  0.26  -0.656],-81.75052,0.85023403,0.0140819205,100,13.703129,0.7289434,11700,-410.6267369404435,500.0,117,13174.437,-84.50789,5850000
-35.53872,0.0021299513,7.4388995,27.876692,0.85023475,0.43853608,0.88040566,0.074388996,-78.34971,0.0043853605,3630.9420080184937,-50.088997,2.1299513e-05,0.7938446,3.5872262,-82.674576,[ 2.318  0.35  -0.666],-81.103905,0.85023475,0.008804057,100,19.878881,0.9212677,11800,-404.3366544891894,500.0,118,5138.362,-83.859726,5900000
-49.517227,0.015474439,10.114424,19.332216,0.8502334,0.61188424,1.4635217,0.10114423,-78.08397,0.006118841,3660.920134782791,-61.616844,0.00015474438,0.7953183,5.172713,-82.55664,[ 2.288  0.395 -0.625],-80.81169,0.8502334,0.014635216,100,14.879092,1.0622401,11900,-401.1458996500075,500.0,119,14302.121,-83.56357,5950000
-44.23072,0.0022843012,4.903096,29.842758,0.8501547,0.54891527,0.8493095,0.04903096,-76.89923,0.005489153,3689.9257605075836,-59.2772,2.284301e-05,0.84923255,3.3508966,-82.62978,[ 2.368  0.449 -0.624],-80.11108,0.8501547,0.008493095,100,29.463896,1.2669071,12000,-393.73006701141594,500.0,120,4808.231,-82.865395,6000000
-43.716064,9.506958e-05,7.3493648,40.546593,0.84975123,0.5390397,1.1430078,0.073493645,-77.15406,0.0053903963,3716.551310777664,-61.23051,9.5069583e-07,0.7999046,2.4662986,-82.51643,[ 2.353  0.439 -0.57 ],-80.54765,0.84975123,0.011430077,100,18.193998,1.1868718,12100,-397.0271782019734,500.0,121,8791.887,-83.2982,6050000
-41.534126,0.015375658,5.183952,26.069653,0.85088474,0.5161568,0.83313805,0.051839516,-77.629105,0.005161568,3742.008158683777,-55.615868,0.00015375657,0.8515613,3.8358777,-82.738945,[ 2.3    0.397 -0.619],-80.85782,0.85088474,0.00833138,100,27.736347,1.0291635,12200,-401.2715394794941,500.0,122,4489.384,-83.61578,6100000
-44.839493,0.0009818111,10.146174,24.24417,0.849724,0.5566019,1.4258455,0.10146174,-77.51998,0.0055660186,3767.276029586792,-58.397102,9.818111e-06,0.80183774,4.124703,-82.60394,[ 2.282  0.416 -0.567],-80.73459,0.849724,0.014258455,100,13.223502,1.1914486,12300,-399.50218872621656,500.0,123,13335.527,-83.48806,6150000
-40.381504,0.007290775,6.1010327,34.136,0.84954125,0.5065202,0.8930672,0.061010327,-76.502365,0.0050652013,3790.176174879074,-56.44491,7.290775e-05,0.80243385,2.9294586,-82.480736,[ 2.253  0.454 -0.617],-80.07511,0.84954125,0.008930672,100,24.33877,1.443685,12400,-393.811327406615,500.0,124,5120.9297,-82.82447,6200000
-40.664333,0.005266389,5.7332644,33.143734,0.85163057,0.51377714,0.91152036,0.057332642,-75.98354,0.0051377714,3815.309056520462,-56.42134,5.2663887e-05,0.792893,3.0171616,-82.109665,[ 2.275  0.511 -0.616],-79.38164,0.85163057,0.009115204,100,24.110174,1.4871739,12500,-385.6423503535986,500.0,125,5191.323,-82.11863,6250000
-30.019629,0.0005849295,4.3979206,39.36257,0.85321814,0.38515136,0.7575218,0.043979205,-73.52002,0.0038515134,3840.990324497223,-47.21968,5.8492947e-06,0.7549077,2.5404844,-82.24496,[ 2.169  0.557 -0.626],-78.494026,0.85321814,0.0075752176,100,20.540781,1.758817,12600,-376.4007244320214,500.0,126,3473.6843,-81.23552,6300000
-46.984406,0.0009591584,6.2518587,22.139317,0.85633695,0.6013191,1.026549,0.06251859,-73.00392,0.0060131894,3865.3695850372314,-59.8836,9.591584e-06,0.7695313,4.5168514,-82.24353,[ 2.158  0.597 -0.664],-77.672226,0.85633695,0.01026549,100,25.54669,2.1458936,12700,-363.23069824799893,496.17,127,6381.9443,-80.413666,6349617
-36.569447,0.00049724977,6.4564486,35.875175,0.85384005,0.46700633,1.0383033,0.06456448,-73.29753,0.0046700635,3890.7872183322906,-52.956482,4.9724977e-06,0.70898294,2.787443,-82.07761,[ 2.119  0.561 -0.649],-78.15942,0.85384005,0.010383031,100,16.826126,1.6884022,12800,-373.1811107464135,500.0,128,6764.7524,-80.89533,6399617
-33.81269,0.0034377065,3.4020684,36.438892,0.8520772,0.43398118,0.5568276,0.034020685,-72.58335,0.0043398114,3917.0697181224823,-50.35342,3.4377063e-05,0.75400704,2.7443206,-82.20407,[ 2.147  0.573 -0.71 ],-78.225784,0.8520772,0.0055682757,100,37.78912,1.9921486,12900,-370.365162858963,500.0,129,1902.253,-80.96592,6449617
-47.84173,0.008359054,7.3068724,32.17012,0.85748196,0.6145905,1.020392,0.07306872,-71.89412,0.0061459052,3942.598606824875,-63.351112,8.359054e-05,0.8065475,3.1084745,-82.03317,[ 2.126  0.597 -0.665],-77.4855,0.85748196,0.010203919,100,26.62033,2.0715282,13000,-361.4821384070814,495.46,130,6351.572,-80.21993,6499163
-51.013817,0.0029589585,5.3656006,22.812538,0.8526113,0.6507192,1.1157035,0.053656004,-73.22484,0.006507192,3970.778356552124,-64.06729,2.9589584e-05,0.85839814,4.3835545,-81.98994,[ 2.096  0.587 -0.612],-78.372734,0.8526113,0.011157035,100,25.382322,1.8972455,13100,-370.49239919960496,499.89,131,7669.575,-81.105736,6549152
-41.125904,0.00021557008,5.020211,45.11673,0.8521072,0.53086174,1.0812614,0.050202113,-73.35581,0.005308616,3996.5014913082123,-59.52919,2.1557007e-06,0.7929939,2.2164726,-82.19546,[ 2.121  0.59  -0.561],-77.950516,0.8521072,0.010812614,100,19.422861,2.1303675,13200,-369.53828200131653,498.21,132,7059.495,-80.69036,6598973
-48.016552,0.002852187,10.213072,12.041267,0.8565027,0.6091362,1.2557256,0.10213072,-73.555466,0.0060913623,4024.4649209976196,-57.475147,2.852187e-05,0.7818424,8.304773,-81.77335,[ 2.103  0.593 -0.626],-77.613075,0.8565027,0.012557257,100,19.048618,1.9618837,13300,-362.1770295585692,495.51,133,10141.254,-80.33886,6648524
-33.304115,0.0012296215,4.0009794,30.046612,0.8577336,0.4257627,0.66484183,0.040009793,-72.89001,0.004257627,4054.5081691741943,-48.283524,1.2296215e-05,0.7598449,3.3281622,-81.98192,[ 2.075  0.558 -0.637],-78.46226,0.8577336,0.006648418,100,29.083464,1.8623139,13400,-375.12023573189975,500.0,134,2712.7341,-81.19499,6698524
-31.918827,0.0005274705,2.9954925,53.740753,0.85963255,0.41481888,0.61133003,0.029954923,-73.00025,0.004148189,4081.044132709503,-51.901924,5.2747046e-06,0.698235,1.8607852,-81.77719,[ 2.043  0.601 -0.659],-77.425644,0.85963255,0.0061133006,100,31.527115,1.7835488,13500,-359.47020725861194,495.23,135,2216.9211,-80.15155,6748047
-33.06271,0.0005212492,6.699039,43.33742,0.85918975,0.43459907,0.8481271,0.06699039,-66.087944,0.0043459903,4106.132214546204,-50.951164,5.212492e-06,0.66297096,2.3074746,-81.51969,[ 2.065  0.618 -0.721],-76.85227,0.85918975,0.008481271,100,20.796871,2.7781177,13600,-340.268279004246,475.72,136,4065.928,-79.5696,6795619
-35.512363,0.0006215136,7.49196,37.800148,0.85872686,0.47000194,1.0411676,0.0749196,-63.175377,0.0047000195,4132.750267982483,-52.166237,6.2151357e-06,0.6205808,2.6454923,-81.26243,[ 2.089  0.652 -0.756],-74.83207,0.85872686,0.010411675,100,16.928228,3.7268195,13700,-302.2778810468316,432.96,137,6185.1064,-77.54082,6838915
-25.790777,0.00034139105,3.1382542,34.984028,0.85661316,0.33885863,0.60268956,0.031382542,-69.1257,0.0033885867,4155.701745510101,-41.812317,3.4139105e-06,0.56836647,2.8584473,-81.26259,[ 2.062  0.623 -0.798],-76.58216,0.85661316,0.006026895,100,24.019,2.725519,13800,-330.62259256973863,466.2,138,2094.9595,-79.29092,6885535
-45.544464,2.453582e-05,10.625509,38.767925,0.85616684,0.5882989,1.351748,0.10625509,-67.60756,0.005882989,4179.741135120392,-62.57309,2.453582e-07,0.5223169,2.579452,-82.04735,[ 2.043  0.602 -0.851],-76.73954,0.85616684,0.013517479,100,15.924758,2.6992683,13900,-340.17578187093136,477.47,139,11079.762,-79.47446,6933282
-46.57866,0.0034723529,13.462158,17.891321,0.8591548,0.60894656,1.6273049,0.13462158,-69.379814,0.0060894643,4203.356367349625,-58.07865,3.472353e-05,0.520383,5.589302,-81.56383,[ 2.046  0.577 -0.897],-77.41521,0.8591548,0.01627305,100,12.282993,2.2342339,14000,-356.1358683949709,493.15,140,15154.497,-80.13399,6982597
-26.382164,0.00042201544,3.595934,37.5596,0.8539751,0.34421676,0.59182084,0.035959337,-72.34859,0.0034421675,4228.553916931152,-43.101913,4.220154e-06,0.4830654,2.662435,-81.8447,[ 2.035  0.607 -0.899],-76.6904,0.8539751,0.0059182085,100,25.277534,2.3398051,14100,-336.04949710085987,475.1,141,2086.2012,-79.41854,7030107
-34.848286,0.004570712,5.1445465,25.541258,0.8562949,0.4508042,0.79062057,0.051445466,-72.06763,0.004508042,4253.340105056763,-48.73359,4.570712e-05,0.50289005,3.9152339,-82.42435,[ 2.045  0.579 -0.936],-77.03726,0.8562949,0.007906206,100,24.534964,2.3684428,14200,-352.67324317201974,492.26,142,3755.5764,-79.784744,7079333
-38.81218,0.0023408604,6.811052,26.548227,0.85346913,0.49879467,0.9557953,0.06811052,-74.12896,0.0049879467,4276.497141599655,-53.00538,2.3408604e-05,0.46467218,3.7667298,-82.638756,[ 2.041  0.552 -0.916],-78.11165,0.85346913,0.009557951,100,21.404749,2.0268478,14300,-367.6539634972811,499.19,143,5592.6235,-80.86627,7129252
-47.15365,0.0043555927,3.9713314,30.887487,0.8562821,0.60388315,0.81815946,0.039713312,-70.90211,0.0060388315,4298.052463293076,-62.300972,4.3555927e-05,0.48376262,3.237557,-81.7647,[ 2.063  0.576 -0.954],-77.01912,0.8562821,0.008181594,100,35.266327,2.363205,14400,-351.5494664272666,490.59,144,4224.868,-79.744606,7178311
-44.305946,0.0008641293,10.0086775,36.326275,0.8578739,0.57494336,1.3673689,0.10008677,-72.6465,0.0057494338,4321.136159658432,-60.769638,8.641293e-06,0.43944392,2.7528284,-81.94794,[ 2.057  0.549 -0.935],-77.83464,0.8578739,0.013673689,100,15.023689,2.1991868,14500,-366.4430890381336,498.35,145,11012.185,-80.56624,7228146
-64.2401,0.011647609,8.754101,6.607874,0.8562944,0.8314394,1.2872684,0.08754101,-67.91894,0.0083143925,4347.476923942566,-71.25244,0.00011647609,0.44789693,15.133461,-81.837776,[ 2.06   0.573 -0.98 ],-77.37833,0.8562944,0.012872683,100,29.437304,2.5596337,14600,-356.06349321097133,494.58,146,9882.123,-80.106255,7277604
-59.67379,0.0064391047,11.013691,15.7874975,0.8585674,0.7728132,1.5140275,0.110136904,-69.915955,0.007728132,4371.127105712891,-70.563255,6.4391046e-05,0.48599657,6.334126,-82.21878,[ 2.02   0.592 -0.971],-76.45627,0.8585674,0.015140274,100,20.669193,2.435131,14700,-332.1969136223197,469.4,147,13679.54,-79.19689,7324544
-46.16057,0.005021477,7.6717772,21.638027,0.8561729,0.59677863,1.3479165,0.07671777,-73.48498,0.0059677856,4393.323117256165,-58.938595,5.021477e-05,0.4926452,4.6214933,-82.4093,[ 2.024  0.574 -0.933],-77.67209,0.8561729,0.013479165,100,16.389366,2.0997097,14800,-355.79276174500586,491.86,148,10934.682,-80.41907,7373730
-38.803406,0.004949988,5.291134,23.636143,0.85643446,0.50984144,0.841793,0.052911337,-68.28875,0.005098415,4417.440664768219,-52.195583,4.949988e-05,0.5144948,4.2308087,-82.63883,[ 2.083  0.597 -0.926],-76.85178,0.85643446,0.00841793,100,26.83778,2.7695842,14900,-348.6507407833636,488.33,149,4162.478,-79.60641,7422563
-31.813263,0.0002133044,7.9715853,33.730377,0.8584173,0.41565514,0.9336082,0.07971585,-69.48712,0.004156551,4441.862389802933,-47.5465,2.133044e-06,0.4500264,2.9646866,-81.26972,[ 2.081  0.624 -0.905],-76.02901,0.8584173,0.009336081,100,16.542542,2.724362,15000,-325.0817346982658,463.31,150,5539.087,-78.738,7468894
-34.999783,0.0059460504,4.921579,26.94601,0.85474277,0.46095586,0.7700562,0.049215786,-64.29222,0.0046095587,4465.706414937973,-49.2435,5.9460504e-05,0.5008567,3.7111244,-82.318474,[ 2.079  0.621 -0.969],-75.94878,0.85474277,0.0077005615,100,26.379766,2.9831088,15100,-319.0518906891346,456.17,151,3408.9985,-78.69272,7514511
