Iteration,StdIW,TimestepsSoFar,Bound,ESSRenyi,EpRewMean,EpLenMean,MaxIWNorm,EpThisIter,MeanIW,InitialReturnStd,J_sample_variance,MinIW,InitialReturnMin,MeanIWNorm,MinIWNorm,ESSClassic,EmpiricalD2,ReturnStepMax,ReturnMeanIW,StdIWNorm,TimeElapsed,EpisodesSoFar,InitialBound,InitialReturnMean,ReturnStepMaxmin,Weights,InitialReturnMax,MeanEntropy,MaxIW
1,1.1810317,50000,-11.187382,36.28939,-60.413180807849415,500.0,0.08349713,100,0.93296903,1.1111689,148.54903,0.051343724,-14.963142,0.009329691,0.0005134372,38.42511,2.7556262,1.9160728,-10.359417,0.011810315,12.680310487747192,100,-12.433638,-11.934866,1.9160728,[-0.927  1.099  0.   ],-8.989625,1.3926214,8.349713
2,0.6640502,100000,-10.7277,67.21302,-55.665516744889004,500.0,0.036796466,100,0.91413146,1.0777388,60.629696,0.06241393,-13.948736,0.009141315,0.00062413927,65.458015,1.487807,1.7550527,-10.160564,0.006640502,34.49729919433594,200,-11.379414,-10.914455,1.7550527,[-0.87   1.098 -0.026],-8.673751,1.3906819,3.6796467
