Bound,Iteration,ESSRenyi,EpThisIter,InitialReturnMin,MaxIW,Weights,ESSClassic,EpisodesSoFar,StdIW,MinIW,EpRewMean,MaxIWNorm,MeanIWNorm,InitialReturnMax,ReturnStepMaxmin,TimeElapsed,StdIWNorm,J_sample_variance,MeanIW,ReturnStepMax,ReturnMeanIW,MinIWNorm,TimestepsSoFar,MeanEntropy,EpLenMean,InitialReturnMean,EmpiricalD2,InitialBound,InitialReturnStd
-11.155489,1,35.023582,100,-14.963142,8.366023,[-0.927  1.099  0.   ],37.743717,100,1.1934285,0.04770676,-60.413180807849415,0.08366023,0.009292383,-8.989625,1.9160728,11.68502163887024,0.011934286,152.24107,0.92923826,1.9160728,-10.3126955,0.0004770676,50000,1.3925791,500.0,-11.934864,2.8552191,-12.433637,1.1111689
-10.733459,2,71.32504,100,-13.936611,3.4025373,[-0.868  1.098 -0.026],69.228294,200,0.6124196,0.07855831,-55.613019800935554,0.03402537,0.00918576,-8.666224,1.7541338,25.879889249801636,0.0061241956,51.63165,0.918576,1.7541338,-10.1833935,0.0007855831,100000,1.3906367,500.0,-10.904276,1.4020321,-11.36883,1.0768659
-7.0923405,3,4.5593596,100,-14.787718,7.161705,[-0.92   1.098 -0.028],19.832918,300,0.9363667,0.00029055442,-57.5002683946549,0.07161705,0.0046573747,-8.36512,2.2432184,39.77339053153992,0.009363667,85.32706,0.46573752,2.2432184,-4.78385,2.905544e-06,150000,1.3327665,500.0,-11.20459,21.932905,-11.697513,1.1399202
-7.666765,4,6.1161737,100,-13.570934,3.8159237,[-0.944  1.099 -0.086],32.3563,400,0.7795222,0.012507846,-51.7403042801325,0.038159236,0.005391308,-8.404623,1.8193637,53.498520612716675,0.007795221,77.09947,0.53913087,1.8193637,-5.8376184,0.00012507846,200000,1.3669981,500.0,-10.260146,16.350092,-10.712511,0.8826495
-7.874607,5,4.3657637,100,-12.862794,3.8903608,[-1.046  1.102 -0.052],31.858667,500,0.7340688,0.004833125,-56.76529752429536,0.03890361,0.0050193234,-8.483383,2.3399599,67.6841025352478,0.0073406873,75.62894,0.5019324,2.3399599,-5.822576,4.833125e-05,250000,1.4083868,500.0,-11.057954,22.9055,-11.486713,0.9623608
-9.745257,6,4.277062,100,-16.62159,4.7923956,[-1.141  1.104 -0.01 ],28.8159,600,0.86653215,0.0010888089,-62.22795034574605,0.047923956,0.00551327,-9.99151,97.798935,81.58128619194031,0.008665321,135.27971,0.551327,99.99069,-7.066221,1.0888089e-05,299929,1.4021724,499.29,-12.44981,23.380537,-13.003863,1.2166113
-11.330106,7,5.256036,100,-16.859777,12.342245,[-1.306  1.098 -0.017],15.206898,700,1.6976144,0.0050014756,-64.26057481140292,0.12342245,0.007189175,-10.707052,97.65803,93.79483270645142,0.016976142,410.6806,0.71891755,99.95972,-8.8787775,5.0014754e-05,349771,1.3506156,498.42,-13.088977,19.025745,-13.6509695,1.056118
-9.692752,8,6.1048484,100,-16.258636,10.015923,[-1.232  1.095 -0.068],16.749508,800,1.4614755,0.0013359864,-60.45788976817161,0.10015922,0.006555399,-9.478476,2.0450778,106.38740158081055,0.014614754,263.80197,0.6555399,2.0450778,-7.4993134,1.3359864e-05,399771,1.3029648,500.0,-11.90447,16.380423,-12.4464245,1.0716228
-7.4737663,9,4.151114,100,-14.343311,4.010726,[-1.312  1.094 -0.116],26.573542,900,0.7496863,0.0018505497,-57.5754466821259,0.040107258,0.0045100152,-9.115767,2.0204835,119.49828720092773,0.007496862,75.404724,0.45100152,2.0204835,-5.1271296,1.8505496e-05,449771,1.2890501,500.0,-11.189675,24.08992,-11.667787,1.1528449
-9.854123,10,4.2399726,100,-14.0271,10.127128,[-1.463  1.096 -0.13 ],21.336517,1000,1.2723329,0.0059228064,-60.34026100974754,0.10127127,0.0066263746,-9.781992,1.8941226,131.98637914657593,0.012723329,203.65607,0.6626375,1.8941226,-7.583395,5.9228063e-05,499771,1.3095553,500.0,-11.772547,23.585058,-12.240115,0.9459689
