StdIWNorm,Bound,MeanEntropy,Weights,ReturnMeanIW,MinIWNorm,InitialReturnMax,MeanIW,TimeElapsed,EmpiricalD2,Iteration,InitialBound,MinIW,MaxIW,ReturnStepMaxmin,ESSClassic,MaxIWNorm,MeanIWNorm,TimestepsSoFar,ESSRenyi,ReturnStepMax,EpLenMean,InitialReturnMean,StdIW,EpisodesSoFar,EpRewMean,InitialReturnMin,EpThisIter,J_sample_variance,InitialReturnStd
0.007584258,-9.924754,1.4084163,[1.117 0.8   0.   ],-6.87687,1.48710515e-05,-11.461228,0.43997917,12.118904829025269,23.44274,1,-15.552589,0.0014871052,4.1746564,2.5712483,25.18,0.041746564,0.0043997914,50000,4.265713,2.5712483,500.0,-14.923092,0.7584259,100,-76.62733468739516,-18.884933,100,148.05173,1.4830399
0.013260732,-14.189258,1.4366226,[ 1.236  0.798 -0.01 ],-12.676144,0.00010533737,-10.500057,0.8198019,33.2829384803772,5.2516303,2,-16.59697,0.010533737,7.1526875,2.2382445,27.651213,0.07152688,0.008198019,100000,19.041706,2.2382445,500.0,-15.936697,1.3260733,200,-82.99455830980851,-19.808239,100,413.19254,1.7441438
