ReturnMeanIW,EmpiricalD2,MinIW,ReturnStepMax,InitialReturnMax,Bound,ESSRenyi,RewardCompression,ReturnStepMaxmin,Weights,InitialReturnMean,TimestepsSoFar,MeanEntropy,InitialReturnStd,EpisodesSoFar,EpThisIter,TimeElapsed,InitialReturnMin,MaxIW,EpLenMean,ESSClassic,MeanIW,EpRewMean,InitialBound,StdIW,Iteration
-64.46089172363281,1.0,1.0,0.8590962290763855,-46.52709197998047,-67.08324432373047,100.0,,0.8590962290763855,[-0.927  1.099  0.   ],-64.46089172363281,20345,1.4188708066940308,6.206859111785889,100,100,15.480408906936646,-78.67056274414062,1.0,203.45,99.08136749267578,1.0,-144.6303524403274,-67.083244,,1
-65.35124206542969,1.0,1.0,0.8661482334136963,-52.71591567993164,-67.89386749267578,100.0,,0.8661482334136963,[-0.927  1.099  0.   ],-65.35124206542969,41355,1.4188708066940308,5.8852667808532715,200,100,30.569576263427734,-76.27873229980469,1.0,210.1,99.19551086425781,1.0,-149.93152495890857,-67.89387,,2
-64.50630187988281,1.0,1.0,0.864347517490387,-49.94156265258789,-67.12606048583984,100.0,,0.864347517490387,[-0.927  1.099  0.   ],-64.50630187988281,61600,1.4188708066940308,6.124996185302734,300,100,43.371891021728516,-78.59269714355469,1.0,202.45,99.1064682006836,1.0,-144.22030082672833,-67.12606,,3
-65.30506134033203,1.0,1.0,0.8630192279815674,-51.936798095703125,-67.88481140136719,100.0,,0.8630192279815674,[-0.927  1.099  0.   ],-65.30506134033203,82305,1.4188708066940308,4.982404708862305,400,100,59.12006640434265,-77.39240264892578,1.0,207.05,99.42127990722656,1.0,-147.11210300534964,-67.88481,,4
-64.94258880615234,1.0,1.0,0.8626996874809265,-49.26472473144531,-67.54027557373047,100.0,,0.8626996874809265,[-0.927  1.099  0.   ],-64.94258880615234,102882,1.4188708066940308,5.417102813720703,500,100,74.60129570960999,-77.93052673339844,1.0,205.77,99.30903625488281,1.0,-146.10792621195316,-67.540276,,5
-65.19218444824219,1.0,1.0,0.8654883503913879,-49.391990661621094,-67.74715423583984,100.0,,0.8654883503913879,[-0.927  1.099  0.   ],-65.19218444824219,123771,1.4188708066940308,6.328859806060791,600,100,89.99894189834595,-76.64901733398438,1.0,208.89,99.06634521484375,1.0,-148.69459227994085,-67.747154,,6
-65.20195007324219,1.0,1.0,0.8663882613182068,-49.640682220458984,-67.80305480957031,100.0,,0.8663882613182068,[-0.927  1.099  0.   ],-65.20195007324219,144659,1.4188708066940308,5.714069366455078,700,100,104.67290925979614,-78.03314971923828,1.0,208.88,99.23785400390625,1.0,-148.30848472207785,-67.803055,,7
-64.87068939208984,1.0,1.0,0.8625884652137756,-46.07718276977539,-67.43206024169922,100.0,,0.8625884652137756,[-0.927  1.099  0.   ],-64.87068939208984,165365,1.4188708066940308,5.70527982711792,800,100,117.80288243293762,-76.84109497070312,1.0,207.06,99.23243713378906,1.0,-146.70044019311666,-67.43206,,8
-64.8069839477539,1.0,1.0,0.8621877431869507,-46.358863830566406,-67.3929672241211,100.0,,0.8621877431869507,[-0.927  1.099  0.   ],-64.8069839477539,186100,1.4188708066940308,6.365837574005127,900,100,132.30504703521729,-77.5795669555664,1.0,207.35,99.04435729980469,1.0,-147.32684302374722,-67.39297,,9
-64.0374526977539,1.0,1.0,0.8666571378707886,-46.87837219238281,-66.66494750976562,100.0,,0.8666571378707886,[-0.927  1.099  0.   ],-64.0374526977539,206122,1.4188708066940308,5.88252067565918,1000,100,146.57836198806763,-78.82487487792969,1.0,200.22,99.16322326660156,1.0,-142.1368381792307,-66.66495,,10
