StdIW,MinIW,InitialBound,TimeElapsed,InitialReturnMin,TimestepsSoFar,EmpiricalD2,Weights,MaxIW,MeanIW,EpisodesSoFar,InitialReturnMean,ReturnStepMax,EpRewMean,ESSClassic,Iteration,InitialReturnMax,Bound,EpThisIter,MeanIWNorm,ESSRenyi,ReturnStepMaxmin,MaxIWNorm,MeanEntropy,InitialReturnStd,EpLenMean,StdIWNorm,MinIWNorm,ReturnMeanIW,J_sample_variance
1.0250365,0.0003831131,-15.162282,145.84008288383484,-19.376757,550000,29.208921,[ 1.178  0.792 -0.071],5.8712144,0.614897,1100,-14.516389,2.817738,-74.7630197139698,26.46268,11,-11.301924,-11.675738,100,0.00614897,3.4236116,2.817738,0.058712143,1.3164526,1.5006757,500.0,0.010250365,3.831131e-06,-8.184998,171.24779
1.2730871,0.01086886,-13.3682,159.00217723846436,-16.582664,600000,10.791279,[ 1.079  0.792 -0.102],5.957516,0.775883,1200,-12.815447,2.4713502,-65.72742453102087,27.08338,12,-10.014313,-11.907613,100,0.0077588297,9.266743,2.4713502,0.05957516,1.3586655,1.2039547,500.0,0.01273087,0.000108688604,-10.091806,276.08337
0.17562671,0.5678054,-13.546494,171.10456252098083,-17.028877,650000,1.0258737,[ 1.041  0.793 -0.06 ],1.519305,1.0084473,1300,-12.978865,2.3770144,-67.09726965892179,97.05627,13,-9.296915,-13.500314,100,0.010084473,97.47789,2.3770144,0.01519305,1.3537374,1.48884,500.0,0.001756267,0.005678054,-12.925388,3.217197
1.310667,0.0004332412,-13.503398,186.74053072929382,-16.497488,700000,29.953926,[ 1.038  0.793 -0.065],8.450693,0.66940004,1400,-12.953484,1.9748596,-66.63161254148662,20.68827,14,-9.647587,-11.200768,100,0.0066939997,3.3384604,1.9748596,0.08450693,1.3097996,1.3719149,500.0,0.013106669,4.3324117e-06,-8.191067,281.1728
0.53048414,0.13584022,-11.886047,202.52831840515137,-14.291375,750000,1.2772527,[ 0.953  0.797 -0.109],2.7202923,0.99527407,1500,-11.409668,2.1549175,-59.486884702456436,77.87602,15,-8.516558,-11.606107,100,0.009952741,78.293045,2.1549175,0.027202923,1.2939606,1.1211334,500.0,0.0053048413,0.0013584022,-11.067724,30.153639
1.3624483,0.00051023415,-11.5879965,213.61948561668396,-14.840269,800000,23.789358,[ 0.953  0.797 -0.125],10.916451,0.59820455,1600,-11.09332,1.7588414,-57.84966298108323,16.162165,16,-9.153984,-8.512246,100,0.0059820455,4.2035604,1.7588414,0.10916451,1.2365836,1.1540159,500.0,0.013624482,5.102341e-06,-6.0994987,175.87202
1.5212449,0.0141754905,-10.599624,228.44027304649353,-13.249591,850000,7.518782,[ 0.923  0.797 -0.182],14.062441,0.7184152,1700,-10.157971,1.6233704,-52.37131565874736,18.235497,17,-7.742494,-8.892256,100,0.0071841525,13.300026,1.6233704,0.1406244,1.2770939,0.9642662,500.0,0.015212449,0.0001417549,-7.6812253,300.15198
1.7352933,0.0051748464,-11.504677,239.46110653877258,-14.821468,900000,6.4947743,[ 0.951  0.795 -0.142],13.019918,0.83813864,1800,-11.01063,2.0938957,-56.61233959581043,18.915714,18,-8.357244,-9.679302,100,0.008381386,15.396994,2.0938957,0.13019918,1.2324227,1.2376119,500.0,0.017352931,5.1748462e-05,-8.420226,255.72542
1.2495568,0.0019191091,-10.700695,251.7615303993225,-12.6551895,950000,10.9300585,[ 0.936  0.795 -0.186],8.050878,0.7592367,1900,-10.278855,1.7435501,-52.512936961314175,26.963778,19,-7.397692,-9.063117,100,0.007592367,9.149082,1.7435501,0.080508776,1.2580658,1.0932274,500.0,0.012495566,1.9191091e-05,-7.6684885,173.29895
1.1795352,0.0016402664,-10.290038,263.86742639541626,-12.094369,1000000,27.099052,[ 0.863  0.796 -0.161],8.627811,0.57482195,2000,-9.886892,1.71362,-51.36900725225898,19.191254,20,-7.653551,-7.3558064,100,0.0057482193,3.690166,1.71362,0.08627811,1.1973293,1.0034975,500.0,0.01179535,1.6402664e-05,-5.257161,107.41669
0.9413824,0.00073194737,-9.544194,276.66772508621216,-11.169687,1050000,30.020283,[ 0.864  0.796 -0.221],5.38475,0.4857618,2100,-9.171871,1.3960311,-47.45153440780301,21.027605,21,-7.25778,-6.1528234,100,0.0048576174,3.3310812,1.3960311,0.0538475,1.1357411,0.88200206,500.0,0.0094138235,7.3194733e-06,-4.1128373,58.90926
1.017748,0.0025115036,-9.014773,288.2126202583313,-11.857361,1100000,17.294653,[ 0.868  0.797 -0.283],5.463607,0.7160042,2200,-8.619528,1.4397191,-43.8237207101275,33.10758,22,-5.8854313,-7.6843123,100,0.0071600424,5.782134,1.4397191,0.05463607,1.1637875,1.0714875,500.0,0.010177481,2.5115036e-05,-6.0406117,76.09073
0.940742,0.00032512043,-8.727343,302.5917956829071,-10.909473,1150000,30.231674,[ 0.795  0.798 -0.255],4.630813,0.5255724,2300,-8.363694,1.406367,-43.07534952140216,23.787561,23,-6.6490674,-6.04562,100,0.0052557243,3.307789,1.406367,0.04630813,1.121094,0.8747865,500.0,0.00940742,3.2512044e-06,-4.0461555,49.178276
0.7637965,0.07892378,-7.657947,314.23545932769775,-9.39055,1200000,1.6230148,[ 0.72   0.797 -0.298],3.8629334,0.98171353,2400,-7.344929,1.4458185,-37.987665969224366,62.29284,24,-5.58875,-7.382494,100,0.0098171355,61.61373,1.4458185,0.038629334,1.0987046,0.7286267,500.0,0.007637965,0.00078923773,-6.983716,27.609976
0.9874242,0.002789901,-7.530371,326.8729476928711,-8.736725,1250000,17.299534,[ 0.715  0.796 -0.32 ],6.343299,0.4956553,2500,-7.2391467,1.2044255,-36.906477829780464,20.125998,25,-5.808765,-4.5815487,100,0.0049565523,5.780503,1.2044255,0.063432984,1.086214,0.68620926,500.0,0.009874242,2.789901e-05,-3.3702688,44.641197
1.4691017,0.007314593,-6.677406,339.4044716358185,-8.183456,1300000,10.920435,[ 0.629  0.795 -0.333],11.050444,0.61743903,2600,-6.404624,1.0945522,-32.814792000050325,15.012104,26,-4.877454,-5.137584,100,0.0061743893,9.157145,1.0945522,0.11050443,1.0762424,0.7306711,500.0,0.014691017,7.314593e-05,-4.236147,115.09359
1.8909726,0.0031539174,-7.2056537,351.40806889533997,-8.905403,1350000,12.90353,[ 0.709  0.798 -0.343],17.719934,0.7562206,2700,-6.908807,1.203584,-34.969445436727206,13.787804,27,-5.330968,-6.372814,100,0.0075622047,7.7498174,1.203584,0.17719933,1.049072,0.7256647,500.0,0.018909726,3.1539174e-05,-5.3064966,167.30595
0.7800734,0.00014077386,-7.3462133,366.3701992034912,-9.446839,1400000,27.932484,[ 0.78  0.8  -0.37],3.7355883,0.47338054,2800,-7.0313196,1.0820857,-36.12531456902967,26.914263,28,-5.5179763,-5.052135,100,0.0047338055,3.5800612,1.0820857,0.03735588,1.0117929,0.8365338,500.0,0.007800733,1.4077385e-06,-3.3878794,33.533905
1.2018307,0.0031093706,-7.4380894,378.5454316139221,-9.15954,1450000,14.492593,[ 0.851  0.8   -0.407],6.5798974,0.6852643,2900,-7.1327724,1.0906606,-36.8849432857775,24.534538,29,-5.4739842,-6.2712183,100,0.006852642,6.9000764,1.0906606,0.065798976,1.0606043,0.779028,500.0,0.012018307,3.1093707e-05,-5.108899,90.39564
1.2263436,0.01603592,-7.9572687,391.4343478679657,-9.836847,1500000,2.5140688,[ 0.843  0.799 -0.358],7.8687606,0.91489136,3000,-7.6293736,1.1385257,-39.53872972882456,35.755905,30,-5.6810956,-7.078669,100,0.009148914,39.776157,1.1385257,0.0786876,1.0322421,0.82414323,500.0,0.012263437,0.0001603592,-6.558765,67.13629
1.4440337,0.03553524,-7.504213,403.40903306007385,-9.321786,1550000,3.3987463,[ 0.823  0.799 -0.387],12.3810625,0.8917926,3100,-7.1934876,1.0462216,-36.90771720173535,27.609316,31,-5.422984,-6.8592997,100,0.008917925,29.422615,1.0462216,0.12381062,0.9980268,0.76566064,500.0,0.014440337,0.0003553524,-6.2864547,94.07237
0.95076674,0.005370761,-7.305097,416.97258400917053,-8.998129,1600000,22.694185,[ 0.84   0.8   -0.421],5.0466795,0.6232848,3200,-7.005159,1.1198314,-35.935260594633014,30.058155,32,-5.136203,-5.8747263,100,0.0062328484,4.406415,1.1198314,0.050466795,1.042051,0.7187699,500.0,0.009507667,5.370761e-05,-4.445871,47.40792
0.27724743,0.53837144,-7.4276085,429.4524874687195,-9.134466,1650000,1.0704508,[ 0.797  0.799 -0.377],2.0115108,0.975807,3300,-7.123126,1.2492485,-36.364696256275096,92.53049,33,-5.4613767,-7.381074,100,0.009758071,93.41859,1.2492485,0.020115107,1.0449218,0.7229387,500.0,0.0027724742,0.005383714,-7.0660486,6.74655
1.3411376,0.021819714,-7.6822166,440.7317032814026,-9.730957,1700000,3.3629518,[ 0.808  0.798 -0.374],8.788603,0.8955191,3400,-7.357852,1.0588843,-37.23113124055055,30.83723,34,-5.8189716,-6.883096,100,0.008955191,29.735783,1.0588843,0.08788603,1.0543842,0.7687479,500.0,0.013411378,0.00021819714,-6.288264,78.20909
0.5763397,0.0044172565,-7.2085233,452.5608446598053,-8.987186,1750000,20.103952,[ 0.758  0.799 -0.365],2.5545661,0.47694427,3500,-6.9089503,1.0985479,-35.28322751466444,40.646572,35,-5.243844,-4.675277,100,0.0047694426,4.9741464,1.0985479,0.02554566,1.1017982,0.7307252,500.0,0.0057633976,4.4172564e-05,-3.3320694,17.588629
1.4936877,0.0031171984,-7.515853,466.176109790802,-9.149374,1800000,16.83332,[ 0.726  0.8   -0.317],8.557319,0.79377306,3600,-7.210874,1.361183,-36.785697779712656,22.02154,36,-5.1592655,-6.498638,100,0.00793773,5.9405985,1.361183,0.08557318,1.089845,0.73453826,500.0,0.0149368765,3.117198e-05,-5.247357,85.525566
,1.0,-6.917119,478.91256880760193,-8.609228,1850000,1.0,[ 0.64   0.798 -0.329],1.0,1.0,3700,-6.6301446,1.1091735,-33.4987411506496,100.0,37,-5.0516844,-6.917119,100,0.010000002,100.0,1.1091735,0.01,1.089845,0.71970636,500.0,1.8626451e-09,0.01,-6.6301446,0.52320933
0.5312764,0.41375345,-6.858778,490.0702724456787,-8.660091,1900000,1.2501434,[ 0.64   0.798 -0.329],3.374803,1.0088445,3800,-6.5701084,1.0546784,-33.47856683133494,78.28848,38,-4.645013,-6.717212,100,0.010088444,79.99082,1.0546784,0.03374803,1.0827852,0.74816346,500.0,0.005312764,0.004137534,-6.394451,8.135305
4.182218e-05,0.9998423,-6.687565,502.16036319732666,-8.28447,1950000,1.0,[ 0.618  0.799 -0.336],1.0000583,0.9999632,3900,-6.411417,1.1583393,-32.63309481432847,99.999985,39,-5.2208095,-6.6873145,100,0.009999633,100.0,1.1583393,0.010000583,1.0827852,0.63910455,500.0,4.182633e-07,0.009998423,-6.4111657,0.41234475
1.0724257,0.029143069,-6.7639203,514.0054001808167,-8.704053,2000000,3.4568489,[ 0.618  0.799 -0.336],6.654673,0.91631615,4000,-6.4737854,1.1012661,-32.68731380226441,42.198395,40,-4.900402,-6.1938767,100,0.009163162,28.92808,1.1012661,0.06654673,1.0705937,0.6834567,500.0,0.010724258,0.00029143068,-5.65444,43.53713
1.3999792,0.037881892,-6.279549,527.8757219314575,-7.509565,2050000,2.7159617,[ 0.563  0.799 -0.348],10.082921,0.9339349,4100,-6.02923,1.2070346,-30.797289060547246,30.797318,41,-4.7338676,-5.647477,100,0.009339349,36.81937,1.2070346,0.10082921,1.0391203,0.5852701,500.0,0.013999793,0.00037881892,-5.234947,50.266632
1.036528,0.0037345162,-5.907191,539.4484202861786,-7.094219,2100000,15.245062,[ 0.55   0.799 -0.38 ],7.386572,0.5993593,4200,-5.670717,1.1151109,-28.6314178742196,25.057625,42,-4.3966293,-4.4853177,100,0.0059935926,6.559501,1.1151109,0.07386572,1.045651,0.51336867,500.0,0.01036528,3.7345162e-05,-3.562007,41.79018
0.4978464,0.20518589,-6.375642,551.7906184196472,-7.8897862,2150000,1.2425408,[ 0.632  0.799 -0.373],3.004692,0.98543495,4300,-6.112649,1.183882,-31.10457517217977,79.66657,43,-4.793113,-6.267619,100,0.009854349,80.480255,1.183882,0.03004692,1.0329523,0.6452798,500.0,0.004978464,0.002051859,-5.9744625,9.323665
0.7267261,0.0023591954,-6.2816787,562.282678604126,-7.547991,2200000,31.035118,[ 0.644  0.799 -0.386],3.6825075,0.43767372,4400,-6.030079,0.98844486,-31.193779832853206,26.616806,44,-4.6445913,-3.8944547,100,0.0043767374,3.2221563,0.98844486,0.036825076,0.988205,0.5808578,500.0,0.0072672614,2.3591952e-05,-2.4928136,16.86714
0.79290736,0.0052639237,-5.6333365,574.9662098884583,-7.2603474,2250000,22.690773,[ 0.58   0.798 -0.431],4.0570407,0.56584567,4500,-5.3913255,1.030852,-27.377079820251296,33.742954,45,-4.446081,-4.2297115,100,0.005658457,4.407078,1.030852,0.040570404,1.0293163,0.61912984,500.0,0.007929074,5.2639236e-05,-3.0768933,18.710974
0.85105604,0.006247917,-5.654522,585.9725275039673,-7.4903364,2300000,15.345562,[ 0.529  0.799 -0.39 ],4.308455,0.60801446,4600,-5.404844,0.89574015,-27.627410989530745,33.79242,46,-4.112351,-4.511256,100,0.0060801446,6.516542,0.89574015,0.04308455,1.0749022,0.5767214,500.0,0.008510561,6.247917e-05,-3.5331829,26.89097
1.1880261,0.009736421,-6.250211,597.4103116989136,-7.6334877,2350000,17.467598,[ 0.562  0.8   -0.344],8.969507,0.69080126,4700,-5.995762,1.4188517,-30.631948375027893,25.267561,47,-4.5604362,-5.4829807,100,0.0069080126,5.7248855,1.4188517,0.08969507,1.12528,0.6793997,500.0,0.011880262,9.73642e-05,-4.4195275,62.860245
1.2676755,0.009672119,-6.7679067,609.1454093456268,-8.829763,2400000,11.413098,[ 0.563  0.801 -0.294],7.9900155,0.577504,4800,-6.4735813,1.3263992,-33.13828067751214,17.186747,48,-5.108936,-4.9190755,100,0.005775039,8.761863,1.3263992,0.07990015,1.1308062,0.6790897,500.0,0.012676754,9.672119e-05,-3.9247477,78.78482
1.3001769,0.0012401582,-7.321028,620.7717163562775,-8.671093,2450000,25.576387,[ 0.647  0.8   -0.288],7.9753685,0.6556329,4900,-7.0319915,1.2102662,-36.02367947614762,20.27315,49,-5.423973,-5.8362217,100,0.00655633,3.9098563,1.2102662,0.07975368,1.0732564,0.7151856,500.0,0.013001768,1.2401582e-05,-4.3744745,76.22182
0.689113,0.00043598856,-6.630699,633.7444245815277,-8.291822,2500000,31.118181,[ 0.617  0.795 -0.346],3.1825213,0.45375928,5000,-6.3543053,1.0858387,-32.134604773419035,30.24461,50,-4.869571,-4.2588897,100,0.0045375926,3.2135553,1.0858387,0.03182521,1.0117345,0.6734986,500.0,0.00689113,4.3598857e-06,-2.7170618,15.8751
0.79426926,0.0005974288,-5.9370127,647.1622760295868,-7.045891,2550000,32.970684,[ 0.603  0.795 -0.407],5.2650623,0.4469155,5100,-5.70215,0.89403635,-29.081724476366556,24.046972,51,-4.6453047,-3.6948938,100,0.004469155,3.0329974,0.89403635,0.052650623,0.95019126,0.59326154,500.0,0.007942692,5.974288e-06,-2.3463078,16.231216
1.1143233,9.193718e-05,-5.3406596,658.4187653064728,-6.3866687,2600000,27.690252,[ 0.586  0.794 -0.469],6.495493,0.5419676,5200,-5.127771,0.98989147,-26.180106232092673,19.129877,52,-3.6103568,-3.6464024,100,0.0054196753,3.6113791,0.98989147,0.06495493,0.8893614,0.554263,500.0,0.011143232,9.193718e-07,-2.526148,25.59381
1.2311773,0.0010698818,-4.9075475,669.6493799686432,-6.02752,2650000,20.013233,[ 0.579  0.794 -0.53 ],7.1453304,0.66069025,5300,-4.7066307,0.81118596,-23.81150050101379,22.358728,53,-3.3773403,-3.7783823,100,0.006606902,4.996694,0.81118596,0.0714533,0.88832986,0.49862742,500.0,0.012311774,1.0698818e-05,-2.8795555,27.239319
1.4353545,0.0034252203,-4.477705,681.333113193512,-5.3515644,2700000,23.514267,[ 0.505  0.792 -0.531],10.187666,0.65088004,5400,-4.2993193,0.8403718,-21.886159224186255,17.055721,54,-3.2981973,-3.5180204,100,0.006508801,4.2527375,0.8403718,0.101876654,0.86559826,0.39539704,500.0,0.014353543,3.4252203e-05,-2.6530023,34.520092
1.025539,0.07043649,-4.045959,693.2612857818604,-4.8803234,2750000,2.283338,[ 0.432  0.789 -0.553],6.3435125,0.8818071,5500,-3.883282,0.8925867,-19.63110168260257,42.50685,55,-3.0648854,-3.7775416,100,0.00881807,43.79553,0.8925867,0.06343512,0.8919431,0.41921633,500.0,0.01025539,0.0007043649,-3.5317242,18.300695
1.532278,0.011289341,-4.1952558,704.3938527107239,-4.9430437,2800000,5.6470532,[ 0.419  0.789 -0.527],9.123392,0.9300941,5600,-4.0304875,0.7036216,-20.462835655880177,26.92463,56,-3.1166396,-3.9977303,100,0.009300942,17.708351,0.7036216,0.09123392,0.85154486,0.3838375,500.0,0.015322778,0.00011289341,-3.606183,33.878952
1.6293169,0.002118756,-4.018868,714.9524590969086,-4.75613,2850000,14.443216,[ 0.441  0.789 -0.567],10.792474,0.7561398,5700,-3.86033,0.59652805,-19.63717088100306,17.720793,57,-2.9444818,-3.2838411,100,0.0075613987,6.9236655,0.59652805,0.10792474,0.8186754,0.39841852,500.0,0.01629317,2.118756e-05,-2.681331,30.967773
,1.0,-3.5848365,726.0529434680939,-4.4405107,2900000,1.0,[ 0.384  0.78  -0.6  ],1.0,1.0,5800,-3.4368196,0.8585374,-17.51357403421266,100.0,58,-2.7733998,-3.5848365,100,0.010000002,100.0,0.8585374,0.01,0.8186754,0.35574937,500.0,1.8626451e-09,0.01,-3.4368196,0.12783597
1.3495917,0.0019469693,-3.6332262,736.0902545452118,-4.1781816,2950000,31.652092,[ 0.384  0.78  -0.6  ],7.592565,0.6270445,5900,-3.4939535,0.5804967,-17.577884327877616,17.754353,59,-2.4475944,-2.7314892,100,0.0062704454,3.1593487,0.5804967,0.07592565,0.770897,0.3281802,500.0,0.013495918,1.9469693e-05,-1.9479382,14.765652
,1.0,-3.188289,747.8198552131653,-3.9561954,3000000,1.0,[ 0.333  0.782 -0.648],1.0,1.0,6000,-3.056416,0.59796095,-15.48667957630353,100.0,60,-2.3079362,-3.188289,100,0.010000002,100.0,0.59796095,0.01,0.770897,0.307645,500.0,1.8626451e-09,0.01,-3.0564158,0.09560148
1.4636732,0.0011716783,-3.244718,758.0652992725372,-4.1439753,3050000,12.683141,[ 0.333  0.782 -0.648],7.669241,0.7349663,6100,-3.1065857,0.6506074,-15.639532171168566,20.136906,61,-2.516928,-2.5751276,100,0.007349663,7.8844824,0.6506074,0.07669241,0.728165,0.32672006,500.0,0.014636732,1.1716783e-05,-2.083191,16.62906
1.5256377,0.00053905015,-2.9128752,768.9975907802582,-3.5773196,3100000,17.134464,[ 0.294  0.781 -0.691],10.995257,0.6309776,6200,-2.793631,0.5405593,-14.115286263609706,14.606605,62,-2.24489,-2.175311,100,0.006309776,5.8361907,0.5405593,0.10995257,0.678739,0.27485943,500.0,0.015256377,5.3905014e-06,-1.681715,16.65246
,1.0,-2.680793,781.4207036495209,-3.188334,3150000,1.0,[ 0.326  0.782 -0.74 ],1.0,1.0,6300,-2.5745153,0.41450524,-13.086937399482466,100.0,63,-1.9282421,-2.680793,100,0.010000002,100.0,0.41450524,0.01,0.678739,0.26238865,500.0,1.8626451e-09,0.01,-2.5745153,0.06954324
1.7987025,0.00071897614,-2.7048757,792.5889337062836,-3.4024725,3200000,16.899467,[ 0.326  0.782 -0.74 ],16.069069,0.68357545,6400,-2.59146,0.4276718,-13.265359602134318,12.620175,64,-1.9120136,-2.0620792,100,0.006835755,5.917346,0.4276718,0.16069068,0.6341516,0.2904624,500.0,0.017987026,7.189761e-06,-1.5958388,15.901457
1.3970218,0.010287805,-2.4097786,803.3377795219421,-2.8681288,3250000,14.421086,[ 0.288  0.782 -0.785],12.8372,0.5958712,6500,-2.3141744,0.4038115,-11.61569952679959,15.392445,65,-1.7722806,-1.8138987,100,0.005958712,6.9342904,0.4038115,0.128372,0.65280855,0.2090839,500.0,0.013970219,0.00010287805,-1.4508404,11.966161
5.500507e-05,0.999886,-2.6580415,813.2995419502258,-3.3507123,3300000,1.0,[ 0.341  0.783 -0.766],1.0001103,0.9999901,6600,-2.546351,0.4077693,-12.655663496696587,100.0,66,-2.049598,-2.6580238,100,0.0099999,100.0,0.4077693,0.010001102,0.6528086,0.23276874,500.0,5.500499e-07,0.00999886,-2.5463333,0.054770056
1.0225078,0.0011665473,-2.6533391,823.3067717552185,-3.1223474,3350000,28.600357,[ 0.341  0.783 -0.766],6.619912,0.61127573,6700,-2.5492609,0.5201465,-12.820468940226753,26.329147,67,-1.9161229,-1.9789693,100,0.006112757,3.49646,0.5201465,0.06619912,0.6378206,0.25271603,500.0,0.010225076,1.1665473e-05,-1.4223661,5.1691923
0.6773116,0.010211304,-2.4000568,834.5304341316223,-3.1360059,3400000,13.795523,[ 0.277  0.783 -0.781],4.238428,0.47972322,6800,-2.2955234,0.43593162,-11.606260671942978,33.406773,68,-1.8177079,-1.5598061,100,0.0047972323,7.2487288,0.43593162,0.04238428,0.6625692,0.21289751,500.0,0.006773116,0.00010211304,-1.1715443,3.1032274
1.3956882,0.00808347,-2.5887687,844.8086454868317,-3.1099186,3450000,13.397901,[ 0.326  0.782 -0.756],10.665535,0.6763161,6900,-2.485105,0.3849353,-12.711843141320797,19.016094,69,-1.9758382,-2.013098,100,0.0067631607,7.4638557,0.3849353,0.106655344,0.65145975,0.24648498,500.0,0.013956881,8.08347e-05,-1.6336553,12.211678
1.156536,0.0032150755,-2.460079,855.2035181522369,-2.8368554,3500000,23.502419,[ 0.268  0.782 -0.767],7.391417,0.58563936,7000,-2.3655174,0.47087762,-11.932786584832586,20.408419,70,-1.6356926,-1.7374775,100,0.005856393,4.2548814,0.47087762,0.07391417,0.6216066,0.24418476,500.0,0.01156536,3.2150754e-05,-1.2790484,6.2416797
6.017023e-06,0.9999738,-2.2404613,866.0721206665039,-2.664826,3550000,1.0,[ 0.211  0.782 -0.797],1.0000038,0.9999901,7100,-2.151634,0.37844318,-10.883730219723883,100.000015,71,-1.6246512,-2.2404397,100,0.009999901,100.0,0.37844318,0.010000038,0.6216066,0.20325717,500.0,6.020415e-08,0.009999737,-2.151612,0.041727886
1.2215508,0.06348514,-2.262357,876.9646370410919,-2.6406302,3600000,2.8029711,[ 0.211  0.782 -0.797],7.085492,0.9230328,7200,-2.1743362,0.49904948,-10.928073172744838,36.344955,72,-1.616622,-2.033739,100,0.009230328,35.67643,0.49904948,0.07085492,0.5888397,0.21257366,500.0,0.012215507,0.00063485134,-1.8863738,5.7269106
1.3794568,0.012367703,-2.0945725,888.5155341625214,-2.639454,3650000,8.407163,[ 0.216  0.783 -0.83 ],11.521406,0.65259904,7300,-2.0065908,0.3605246,-10.066465528006251,18.28787,73,-1.4862801,-1.6225724,100,0.0065259906,11.894619,0.3605246,0.11521406,0.59963447,0.21997699,500.0,0.013794567,0.00012367703,-1.3674682,8.361933
,1.0,-2.2347348,900.5223274230957,-2.9487906,3700000,1.0,[ 0.265  0.782 -0.819],1.0,1.0,7400,-2.1364417,0.3725974,-10.772855265247069,100.0,74,-1.7321436,-2.2347348,100,0.010000002,100.0,0.3725974,0.01,0.59963447,0.24121717,500.0,1.8626451e-09,0.01,-2.1364417,0.058773454
,1.0,-2.2001655,910.8053293228149,-2.6060863,3750000,1.0,[ 0.265  0.782 -0.819],1.0,1.0,7500,-2.1132963,0.43967205,-10.843216358043636,100.0,75,-1.633037,-2.2001655,100,0.010000002,100.0,0.43967205,0.01,0.59963447,0.21473363,500.0,1.8626451e-09,0.01,-2.113296,0.04657629
