EpLenMean,J_sample_variance,EpThisIter,MeanIW,Iteration,Bound,MaxIW,ESSClassic,EpisodesSoFar,EmpiricalD2,ReturnMeanIW,TimeElapsed,Weights,MeanEntropy,InitialReturnMax,MeanIWNorm,InitialReturnMin,ReturnStepMaxmin,MaxIWNorm,ESSRenyi,TimestepsSoFar,StdIWNorm,MinIW,InitialBound,InitialReturnMean,MinIWNorm,EpRewMean,ReturnStepMax,InitialReturnStd,StdIW
500.0,8538.015,100,0.6251865,11,-63.190834,6.7970853,24.026054,1100,17.296423,-51.708473,439.88226532936096,[ 0.984 -1.301 -0.215],1.2401699,-82.59184,0.0062518646,-82.82745,0.8415847,0.06797085,5.7815423,550000,0.011117336,0.011196623,-85.48208,-82.72116,0.00011196623,-416.3626014728844,0.8415847,0.04890471,1.1117336
500.0,10406.315,100,0.5768866,12,-68.19122,6.1799154,18.07638,1200,55.13138,-47.69146,479.27030992507935,[ 0.809 -0.99  -0.179],1.1794292,-82.476555,0.005768866,-82.82675,0.84228575,0.061799154,1.8138491,600000,0.012281158,0.00055506884,-85.45658,-82.69569,5.5506885e-06,-416.27979525610806,0.84228575,0.06318413,1.2281157
500.0,12627.567,100,0.6577802,13,-69.152885,9.9869175,19.156893,1300,28.564278,-54.400276,516.8701651096344,[ 0.757 -0.772 -0.24 ],1.2336576,-82.44197,0.006577802,-82.80917,0.8418044,0.09986917,3.5008762,650000,0.0135126235,0.0011958625,-85.45208,-82.69178,1.1958625e-05,-416.2428846381605,0.8418044,0.07143697,1.3512626
500.0,6617.159,100,0.51957685,14,-57.608437,7.741864,21.958574,1400,28.215376,-42.94543,555.18248462677,[ 0.753 -0.766 -0.185],1.288276,-82.44167,0.0051957686,-82.81352,0.84181315,0.07741864,3.5441668,700000,0.009795132,0.0042097513,-85.431496,-82.67105,4.2097512e-05,-416.19648131713274,0.84181315,0.0655626,0.9795131
500.0,6668.715,100,0.8919225,15,-77.47135,7.58432,45.192204,1500,1.8348101,-73.7335,595.1549556255341,[ 0.764 -0.772 -0.131],1.2637233,-82.34282,0.008919226,-82.78432,0.84175074,0.0758432,54.501553,750000,0.009822373,0.009673908,-85.42679,-82.66733,9.673908e-05,-416.1869671304524,0.84175074,0.083192796,0.98223734
500.0,273.68884,100,0.99323064,16,-84.92952,1.6975517,96.12438,1600,1.0455604,-82.106674,633.0463147163391,[ 0.766 -0.729 -0.155],1.2694832,-82.30052,0.009932307,-82.81972,0.8421773,0.016975516,95.642494,800000,0.0019943612,0.65303695,-85.43151,-82.67085,0.006530369,-416.1710084488988,0.8421773,0.074111484,0.19943613
500.0,9287.99,100,0.9323208,17,-81.282585,9.365028,39.264507,1700,2.3076181,-77.08931,673.3515212535858,[ 0.78  -0.704 -0.15 ],1.2412261,-82.23514,0.009323208,-82.81192,0.8418096,0.09365028,43.334724,850000,0.011595422,0.13509643,-85.422714,-82.662315,0.0013509643,-416.1119119915366,0.8418096,0.09029856,1.1595423
500.0,597.1194,100,0.95781934,18,-82.076096,1.628081,91.39934,1800,1.0920169,-79.19228,714.2342910766602,[ 0.768 -0.77  -0.178],1.2441368,-82.38819,0.0095781945,-82.78911,0.8420602,0.01628081,91.57367,900000,0.0029381753,0.3460672,-85.4314,-82.67176,0.0034606718,-416.1799283449352,0.8420602,0.06801911,0.29381752
500.0,23199.035,100,0.6456244,19,-68.7497,14.191757,11.049374,1900,30.964226,-53.394455,752.9469544887543,[ 0.749 -0.832 -0.175],1.1825632,-82.37704,0.006456244,-82.78432,0.841895,0.14191757,3.2295334,950000,0.01831832,0.00019929274,-85.44061,-82.68115,1.9929273e-06,-416.227578664124,0.841895,0.069987126,1.8318318
500.0,7435.4014,100,0.6155502,20,-66.3242,5.2824697,26.030647,2000,31.204912,-50.900757,793.3262252807617,[ 0.76  -0.884 -0.236],1.2375473,-82.535675,0.006155503,-82.83066,0.84229124,0.052824695,3.2046237,1000000,0.010376405,0.0029210597,-85.464424,-82.703415,2.9210596e-05,-416.2950619980693,0.84229124,0.055767186,1.0376405
500.0,8844.711,100,0.62243533,21,-66.56623,8.703522,23.23451,2100,29.931978,-51.46566,834.6685101985931,[ 0.76  -0.904 -0.181],1.2927705,-82.37237,0.0062243533,-82.80315,0.8415507,0.08703522,3.3409085,1050000,0.011313851,0.006682057,-85.449265,-82.68916,6.682057e-05,-416.2624149571359,0.8415507,0.06631517,1.1313851
500.0,8311.515,100,0.769185,22,-70.099884,6.7874837,32.936115,2200,5.5749693,-63.583565,873.1743397712708,[ 0.763 -0.896 -0.126],1.3232187,-82.41423,0.007691849,-82.79466,0.842072,0.067874834,17.937319,1100000,0.010975871,0.023433506,-85.438484,-82.67867,0.00023433506,-416.22144532293083,0.842072,0.05670902,1.0975872
500.0,5482.663,100,0.6227209,23,-68.594025,4.406215,32.792496,2300,38.527496,-51.46267,911.3582017421722,[ 0.78  -0.701 -0.096],1.3799435,-82.356926,0.0062272097,-82.7995,0.8418002,0.044062153,2.5955489,1150000,0.008914872,0.00073557394,-85.41038,-82.6504,7.3557394e-06,-416.07849285960197,0.8418002,0.07842657,0.8914871
500.0,17607.787,100,0.75415343,24,-73.24687,12.043474,18.218126,2400,15.666234,-62.322983,950.7718131542206,[ 0.766 -0.712 -0.039],1.4296427,-82.29687,0.0075415345,-82.797295,0.8420516,0.12043474,6.383155,1200000,0.015978511,0.0074188705,-85.39088,-82.63096,7.4188705e-05,-416.03567433416845,0.8420516,0.10112728,1.5978512
500.0,5094.1357,100,0.43849173,25,-53.472496,4.871905,20.681856,2500,38.966007,-36.25094,989.4621412754059,[ 0.764 -0.745  0.011],1.3652812,-82.40824,0.004384917,-82.76576,0.8423109,0.04871905,2.5663395,1250000,0.008587227,4.6712288e-05,-85.40921,-82.65035,4.6712287e-07,-416.0628294941783,0.8423109,0.07248709,0.85872275
500.0,13457.142,100,0.90072906,26,-79.811676,10.212946,29.392656,2600,3.7573,-74.46182,1031.4381988048553,[ 0.765 -0.715 -0.054],1.3995296,-82.32486,0.009007289,-82.79903,0.8418102,0.10212946,26.614857,1300000,0.01396046,0.07039368,-85.41615,-82.65619,0.0007039368,-416.08476523965595,0.8418102,0.080837674,1.396046
500.0,3904.7717,100,0.41317368,27,-54.022667,4.9159093,23.184048,2700,51.86104,-34.149883,1072.578238248825,[ 0.772 -0.658 -0.019],1.3329766,-82.087555,0.0041317367,-82.78647,0.84199524,0.04915909,1.9282298,1350000,0.0075207944,0.00042249926,-85.38939,-82.629845,4.2249926e-06,-416.00245413467286,0.84199524,0.10262111,0.7520795
500.0,14641.986,100,0.6898885,28,-70.48466,13.059862,18.320448,2800,23.842802,-57.00636,1111.4751660823822,[ 0.779 -0.627 -0.086],1.3858087,-82.29114,0.0068988847,-82.80902,0.84204197,0.13059862,4.194138,1400000,0.014566914,0.0042015193,-85.398094,-82.637794,4.2015192e-05,-416.02432883635163,0.84204197,0.092266634,1.4566915
500.0,9250.869,100,0.6470073,29,-68.49059,6.6447067,23.740946,2900,29.728243,-53.445503,1150.7623388767242,[ 0.78  -0.662 -0.033],1.439672,-82.42433,0.006470072,-82.78113,0.84202176,0.066447064,3.3638046,1450000,0.0115959365,0.004285788,-85.407776,-82.648415,4.2857882e-05,-416.0250862556696,0.84202176,0.08136907,1.1595936
500.0,22304.32,100,0.87944084,30,-79.18404,15.934905,19.286896,3000,5.6232295,-72.63985,1186.519733428955,[ 0.778 -0.591  0.021],1.3982112,-82.276474,0.008794409,-82.79119,0.8420652,0.15934905,17.783375,1500000,0.017990675,0.01687768,-85.3779,-82.6182,0.0001687768,-415.92054264977577,0.8420652,0.100086965,1.7990675
500.0,5193.004,100,0.5818196,31,-61.535942,4.400313,30.95844,3100,23.94589,-48.029583,1226.2600297927856,[ 0.709 -0.515 -0.021],1.4167469,-82.12964,0.005818195,-82.80261,0.84198713,0.04400313,4.176082,1550000,0.0086886855,0.01275279,-85.363914,-82.60383,0.00012752789,-415.8706320384145,0.84198713,0.10859956,0.86886865
500.0,9327.592,100,0.5453694,32,-61.90576,6.9654217,17.99116,3200,37.63546,-44.99105,1267.1108231544495,[ 0.661 -0.188 -0.002],1.357198,-81.71126,0.0054536937,-82.71557,0.8421204,0.06965422,2.6570687,1600000,0.011643716,0.00026868022,-85.23126,-82.474075,2.6868022e-06,-415.1344247083366,0.8421204,0.19454545,1.1643715
500.0,6496.1416,100,0.9126593,33,-79.30144,5.6808977,46.904022,3300,2.059075,-75.344284,1306.066276550293,[ 0.641 -0.302 -0.062],1.3293558,-81.884796,0.009126592,-82.731,0.84209806,0.056808975,48.565495,1650000,0.009710341,0.056735754,-85.289764,-82.532074,0.0005673575,-415.5500580509007,0.84209806,0.15351298,0.97103405
500.0,3837.3376,100,0.8958533,34,-78.23326,3.4796128,59.08549,3400,2.356952,-73.99898,1343.6743326187134,[ 0.612 -0.287 -0.089],1.329076,-82.035,0.008958532,-82.74196,0.8422927,0.034796126,42.427677,1700000,0.0074547846,0.020709876,-85.310936,-82.55288,0.00020709875,-415.57298502504824,0.8422927,0.13187832,0.7454785
500.0,19233.39,100,0.7439613,35,-78.956635,10.614857,16.554344,3500,40.154915,-61.469933,1383.7105977535248,[ 0.657 -0.443 -0.09 ],1.2646606,-82.33637,0.007439613,-82.78653,0.84195626,0.10614856,2.4903553,1750000,0.016703064,3.352226e-05,-85.358185,-82.59863,3.352226e-07,-415.84038076967,0.84195626,0.10580948,1.6703064
500.0,5580.448,100,0.5659188,36,-61.339684,5.4864187,28.376417,3600,27.893587,-46.763466,1424.4581773281097,[ 0.661 -0.476 -0.154],1.3183709,-82.26253,0.005659188,-82.796875,0.8420447,0.054864187,3.5850534,1800000,0.008990904,0.008580938,-85.38185,-82.62196,8.580938e-05,-415.9648972304165,0.8420447,0.10329401,0.89909047
500.0,7238.303,100,0.8133226,37,-74.817,4.022514,38.698338,3700,7.546936,-67.237,1461.4829351902008,[ 0.675 -0.531 -0.101],1.3078152,-82.26816,0.008133226,-82.77613,0.8420505,0.040225137,13.25041,1850000,0.010236532,0.00061278895,-85.369354,-82.61015,6.1278893e-06,-415.95035146400335,0.8420505,0.10236068,1.0236533
500.0,17155.256,100,0.6463718,38,-72.9391,10.273142,14.394544,3800,49.925858,-53.437286,1501.0532896518707,[ 0.602 -0.806 -0.111],1.2414194,-82.38228,0.006463717,-82.80061,0.8420043,0.102731414,2.0029702,1900000,0.015762828,0.00045714638,-85.42701,-82.667015,4.5714637e-06,-416.17116149365904,0.8420043,0.071384445,1.5762829
500.0,3196.981,100,0.9683354,39,-83.3609,4.0305963,66.939964,3900,1.4236978,-80.06698,1538.4902784824371,[ 0.557 -0.779 -0.177],1.2597648,-82.45474,0.009683353,-82.81825,0.84223056,0.04030596,70.239624,1950000,0.006805105,0.20168328,-85.44716,-82.68655,0.0020168328,-416.22041282236574,0.84223056,0.06417215,0.6805105
500.0,12284.974,100,0.64447904,40,-67.72808,8.181952,18.939669,4000,27.348719,-53.294777,1575.3222601413727,[ 0.564 -0.758 -0.159],1.2003986,-82.51607,0.00644479,-82.79773,0.84206796,0.08181952,3.6564784,2000000,0.013332968,0.00040565402,-85.44982,-82.6899,4.05654e-06,-416.21786214873197,0.84206796,0.05869563,1.3332968
500.0,9512.835,100,0.63219035,41,-65.97664,7.63756,22.460564,4100,24.736547,-52.25054,1609.5382680892944,[ 0.553 -0.661 -0.218],1.2463022,-82.457726,0.0063219033,-82.79397,0.842124,0.076375596,4.042601,2050000,0.01174624,0.0062122266,-85.43483,-82.67504,6.2122264e-05,-416.2081606799364,0.842124,0.063141115,1.1746241
500.0,6817.91,100,0.5485445,42,-60.689735,7.9525,23.324087,4200,30.99794,-45.32618,1645.858365535736,[ 0.526 -0.475 -0.172],1.3016994,-82.29251,0.0054854453,-82.78402,0.8422962,0.079524994,3.2260208,2100000,0.009945783,0.00693621,-85.398384,-82.63892,6.9362104e-05,-416.03762174084784,0.8422962,0.091961436,0.99457836
500.0,16516.916,100,0.71043336,43,-71.509895,11.485908,17.361065,4300,21.672125,-58.66026,1683.658286333084,[ 0.526 -0.499 -0.117],1.328851,-82.31773,0.0071043326,-82.80589,0.84213513,0.114859074,4.614222,2150000,0.015499851,0.008389254,-85.38771,-82.62752,8.389254e-05,-415.9855723272264,0.84213513,0.085632496,1.549985
500.0,4989.1245,100,0.40149263,44,-50.096657,7.165184,18.189627,4400,37.926975,-33.105225,1721.1653003692627,[ 0.658 -0.219 -0.09 ],1.3175728,-81.9364,0.004014926,-82.7708,0.8420094,0.07165184,2.6366458,2200000,0.00851471,0.011753301,-85.268654,-82.50961,0.00011753301,-415.45379519417884,0.8420094,0.1774718,0.851471
500.0,3639.3623,100,0.38661864,45,-49.282173,5.170058,21.806326,4500,40.543423,-31.72336,1757.8727746009827,[ 0.814  0.064 -0.101],1.2900244,-81.10707,0.0038661864,-82.7287,0.84377027,0.051700577,2.4664912,2250000,0.007321116,0.004596132,-84.99787,-82.240234,4.596132e-05,-413.95974236473444,0.84377027,0.33291775,0.7321117
500.0,14891.022,100,0.5955416,46,-67.85779,10.912337,14.031029,4600,47.116837,-48.94406,1795.2119624614716,[ 0.982  0.249 -0.129],1.2246127,-79.9545,0.0059554167,-82.66285,0.84350395,0.10912337,2.1223836,2300000,0.01474138,4.2491847e-05,-84.62288,-81.86744,4.2491845e-07,-411.1071797734499,0.84350395,0.5321513,1.4741381
500.0,8766.939,100,0.6375143,47,-67.38789,6.3812103,24.006647,4700,30.101904,-52.266773,1831.8022291660309,[ 0.993  0.223 -0.194],1.279497,-80.28384,0.006375142,-82.68149,0.8484982,0.0638121,3.322049,2350000,0.011342582,0.008508677,-84.77523,-82.019196,8.5086765e-05,-411.7569349294901,0.8484982,0.53057486,1.1342583
500.0,4099.7427,100,0.46221948,48,-54.03668,4.8079605,25.796774,4800,34.877106,-37.758545,1866.6531147956848,[ 1.005  0.218 -0.139],1.2726974,-80.63135,0.004622195,-82.690506,0.8484876,0.048079602,2.8672104,2400000,0.007839293,0.013929498,-84.76622,-82.009865,0.00013929498,-412.03597870379684,0.8484876,0.5249696,0.7839293
500.0,2227.9045,100,0.9386694,49,-80.1605,2.3671565,72.86724,4900,1.7027106,-76.57323,1903.894352197647,[ 0.94   0.375 -0.146],1.2722715,-78.61335,0.009386693,-82.47364,0.8486071,0.023671564,58.729885,2450000,0.005727874,0.083941326,-84.08202,-81.3329,0.00083941326,-405.9540411528945,0.8486071,0.83236116,0.57278746
500.0,280.1756,100,0.9909254,50,-83.6367,2.009572,95.881355,5000,1.0437998,-80.82118,1940.5092997550964,[ 0.973  0.329 -0.147],1.2677674,-79.43657,0.009909254,-82.6745,0.8489363,0.020095719,95.80382,2500000,0.0020537658,0.64716315,-84.328766,-81.57295,0.0064716316,-408.27178720980885,0.8489363,0.7004267,0.20537658
500.0,5832.416,100,0.46126324,51,-54.849045,7.537457,19.60279,5100,39.314175,-37.579308,1977.2127513885498,[ 0.927  0.333 -0.151],1.2393093,-79.63855,0.0046126326,-82.62898,0.8499812,0.075374566,2.5436118,2550000,0.009341366,0.0046872315,-84.32132,-81.567024,4.6872316e-05,-408.27685295909646,0.8499812,0.6865321,0.93413645
500.0,13642.391,100,0.65488696,52,-64.32362,10.650108,17.357151,5200,16.640057,-53.118935,2015.3579165935516,[ 0.99   0.445 -0.18 ],1.2863691,-77.74456,0.0065488685,-82.40311,0.8501486,0.10650108,6.009595,2600000,0.014289917,0.013533561,-83.603935,-80.85717,0.0001353356,-401.29457159548997,0.8501486,1.0506707,1.4289918
500.0,2632.8796,100,0.44297752,53,-51.063633,2.8457782,33.12067,5300,30.291079,-35.90973,2052.063391685486,[ 0.926  0.42  -0.132],1.3398579,-77.98422,0.0044297753,-82.601585,0.85002255,0.028457781,3.301302,2650000,0.006294744,0.0020455841,-83.6425,-80.889114,2.0455842e-05,-402.87551401987673,0.85002255,1.0665965,0.6294744
500.0,3636.5845,100,0.9663222,54,-81.73223,4.619608,62.775623,5400,1.4928594,-78.36595,2089.797656774521,[ 0.918  0.395 -0.079],1.3574227,-78.26544,0.0096632205,-82.65357,0.85007143,0.046196077,66.98555,2700000,0.007441151,0.25784948,-83.949486,-81.19437,0.0025784948,-405.80129517644644,0.85007143,0.81634253,0.7441151
500.0,3980.407,100,0.3986826,55,-48.86595,4.666538,20.980175,5500,36.1496,-32.304924,2121.782582759857,[ 0.921  0.414 -0.061],1.3047343,-78.47335,0.003986826,-82.63362,0.8508261,0.046665378,2.7662823,2750000,0.0077373236,0.00028778566,-83.88057,-81.126114,2.8778566e-06,-404.8165997576714,0.8508261,0.88663626,0.7737323
500.0,6597.9316,100,0.4608261,56,-55.144447,7.797783,17.396229,5600,41.8207,-37.33525,2161.9342143535614,[ 0.909  0.343 -0.114],1.274415,-79.155914,0.0046082614,-82.61709,0.84984326,0.07797783,2.3911602,2800000,0.010041751,0.008328542,-84.34236,-81.58845,8.328542e-05,-408.0502409459651,0.84984326,0.72562283,1.0041751
500.0,8399.269,100,0.47201115,57,-54.15496,10.128699,14.275616,5700,35.907547,-37.66594,2198.898313522339,[ 0.905  0.46  -0.145],1.2537116,-77.13225,0.004720112,-82.55118,0.8509603,0.10128699,2.7849298,2850000,0.011566634,0.006181767,-83.51044,-80.75873,6.181767e-05,-400.46386374667287,0.8509603,1.0667723,1.1566635
500.0,18281.197,100,0.57190996,58,-59.759895,13.302686,9.987608,5800,28.902834,-44.94674,2236.958329439163,[ 0.921  0.552 -0.165],1.2227186,-76.4745,0.0057191,-82.66061,0.8512515,0.13302685,3.4598684,2900000,0.017169124,0.004682697,-82.545166,-79.78982,4.6826968e-05,-390.66386792108415,0.8512515,1.2620597,1.7169123
489.92,7581.043,100,0.64623,59,-64.30077,7.4412537,24.627024,5900,25.981812,-50.32629,2271.6026034355164,[ 0.919  0.621 -0.196],1.2414163,-67.90078,0.006462301,-82.24744,0.8563622,0.07441253,3.8488464,2948992,0.011305478,0.004010645,-81.5987,-78.85712,4.010645e-05,-370.3115620958805,0.8563622,2.0815325,1.1305479
439.58,4819.6333,100,0.49979627,60,-51.67723,6.4143686,24.728971,6000,21.060268,-39.129444,2301.4502816200256,[ 0.885  0.682 -0.177],1.2656289,-62.91498,0.0049979626,-82.02693,0.8552757,0.06414369,4.7482777,2992950,0.008719747,0.0053161155,-79.295685,-76.56146,5.3161155e-05,-319.9928394378722,0.8552757,3.2779806,0.8719747
492.59,8775.776,100,0.6351662,61,-61.486183,8.261984,23.158535,6100,16.12392,-50.522297,2338.89742064476,[ 0.889  0.628 -0.153],1.2957095,-72.34232,0.006351663,-81.91257,0.85093236,0.08261984,6.201966,3042209,0.011569903,0.011431129,-81.20529,-78.47487,0.00011431128,-370.9894205120206,0.85093236,1.85828,1.1569904
497.16,9398.087,100,0.57492864,62,-62.46604,7.5204253,17.762468,6200,39.98613,-45.075035,2376.55327296257,[ 0.904  0.578 -0.123],1.2820386,-71.55896,0.0057492866,-82.50708,0.85069615,0.07520425,2.5008671,3091925,0.012370787,0.0060935067,-82.43494,-79.68471,6.0935065e-05,-386.41837664037945,0.85069615,1.5513817,1.2370785
492.03,2731.6594,100,0.46186933,63,-51.41352,3.7276313,31.134329,6300,34.059025,-35.606586,2412.370332956314,[ 0.891  0.66  -0.137],1.2948717,-71.26022,0.004618693,-81.25551,0.8564278,0.037276313,2.9360793,3141128,0.0068691135,0.0040118275,-80.97212,-78.263596,4.0118273e-05,-366.1282807904482,0.8564278,1.9115529,0.6869114
431.47,6946.103,100,0.6432707,64,-60.859062,6.666505,26.535358,6400,17.848362,-49.40423,2439.4902758598328,[ 0.854  0.727 -0.124],1.3459401,-66.576294,0.006432706,-81.34126,0.85468566,0.066665046,5.602755,3184275,0.010703367,0.006700713,-78.88662,-76.17525,6.700713e-05,-310.2508443877101,0.85468566,2.871865,1.0703367
460.81,13689.195,100,0.75904036,65,-71.26677,8.595148,21.25605,6500,17.362959,-59.891098,2470.474236011505,[ 0.83   0.712 -0.073],1.3251727,-65.543144,0.007590404,-81.90046,0.85576975,0.08595148,5.759387,3230356,0.014609394,0.0038837714,-80.09968,-77.36966,3.8837712e-05,-338.3585359878838,0.85576975,2.9842007,1.4609394
487.76,9159.677,100,0.7179247,66,-64.43201,7.938565,23.390772,6600,12.12405,-54.881157,2504.150189638138,[ 0.846  0.649 -0.094],1.3270903,-68.66771,0.007179247,-82.288574,0.85689175,0.079385646,8.248069,3279132,0.012992632,0.011443503,-81.551476,-78.80854,0.00011443503,-370.2584543386102,0.85689175,2.1911185,1.2992632
463.75,8150.321,100,0.64068705,67,-64.81062,6.6508656,24.38129,6700,27.156166,-50.62429,2532.6111347675323,[ 0.967  0.703 -0.092],1.3623887,-65.6334,0.006406871,-81.668976,0.8573977,0.06650865,3.682405,3325507,0.011283198,0.0025924558,-80.09362,-77.371315,2.5924557e-05,-340.26686343342067,0.8573977,2.7888877,1.1283199
493.56,8750.989,100,0.5501472,68,-56.8945,6.970458,16.339542,6800,29.812782,-41.958168,2564.5062267780304,[ 0.983  0.65  -0.056],1.3474188,-62.48605,0.005501472,-82.06613,0.85616153,0.06970458,3.354266,3374863,0.0124485595,0.0054515777,-81.55699,-78.82146,5.4515775e-05,-375.52421692326664,0.85616153,2.461121,1.2448559
440.83,5637.6235,100,0.51233363,69,-53.03496,5.896119,22.618666,6900,23.201754,-39.90439,2595.3449709415436,[ 0.961  0.728 -0.072],1.3966697,-62.76028,0.005123337,-81.77952,0.85757494,0.05896119,4.310019,3418946,0.009476271,0.0020636283,-79.39119,-76.66521,2.0636282e-05,-319.8309655709565,0.85757494,3.5736182,0.9476271
485.61,10783.706,100,0.6757022,70,-65.51945,9.58693,21.074814,7000,20.624897,-53.114086,2624.7157492637634,[ 0.959  0.698 -0.022],1.4396623,-70.25475,0.0067570223,-81.94731,0.85763264,0.0958693,4.848509,3467507,0.013076191,0.0058456254,-81.3712,-78.639626,5.845625e-05,-363.48051279857754,0.85763264,1.9833612,1.3076191
477.43,6015.6504,100,0.5732422,71,-54.49416,6.1290226,25.181591,7100,13.818241,-44.328506,2654.2183175086975,[0.993 0.738 0.021],1.4862869,-64.771454,0.0057324227,-82.040855,0.8536301,0.061290223,7.236811,3515250,0.009880997,0.0069660414,-80.16872,-77.43404,6.966041e-05,-352.5205788303912,0.8536301,2.7681878,0.98809975
493.25,7621.8843,100,0.7533491,72,-67.48885,7.0432596,31.507563,7200,9.218106,-59.15902,2682.9518625736237,[1.039 0.716 0.067],1.5273838,-73.834946,0.0075334907,-82.30702,0.8573433,0.070432596,10.848215,3564575,0.011107344,0.013830354,-81.22869,-78.48513,0.00013830354,-372.4291033628583,0.8573433,1.8565416,1.1107345
486.29,4011.8643,100,0.5203572,73,-56.17772,4.8097086,29.729294,7300,30.860723,-41.01326,2713.2937803268433,[1.054 0.744 0.109],1.578745,-63.63654,0.005203572,-81.8927,0.8565155,0.048097085,3.2403648,3613204,0.008000118,0.0043699597,-81.13822,-78.40847,4.3699594e-05,-367.54584753006696,0.8565155,2.5623655,0.8000118
494.44,4908.512,100,0.57143563,74,-61.024693,4.60995,29.909037,7400,32.629955,-45.417534,2743.2102570533752,[0.997 0.713 0.16 ],1.6329597,-71.201096,0.0057143555,-81.96658,0.8591272,0.0460995,3.0646687,3662648,0.008747766,0.009150412,-81.80151,-79.0693,9.150412e-05,-381.28824150815603,0.8591272,1.7764939,0.8747766
500.0,9662.071,100,0.62398905,75,-63.34844,8.66623,21.024326,7500,23.827915,-49.95537,2773.944760799408,[0.958 0.693 0.214],1.6857272,-76.318726,0.0062398897,-82.311066,0.8557437,0.0866623,4.1967583,3712648,0.012093794,0.0034776537,-82.73167,-79.98796,3.4776538e-05,-391.6551240642369,0.8557437,1.4060405,1.2093796
