VarVanillaIw,VarNormIw,MaxVanillaIw,MinVanillaIw,VarRet,ESSRenyi,AvgDiscRet,MaxNormIw,VanillaAvgRet,MinNormIw,Bound,AvgNormIw,VarJ,ESSClassic,J,VarDiscRet,AvgVanillaIw,BatchSize,eRenyi2,AvgRet,AvgEpLen
117.46386,0.0070460015,108.180244,1.7076374e-22,59179.465974790226,2.805964429853833,119.84752133113892,0.8378519,119.84752133113892,1.3225586e-24,792.1583,0.010000002,2897.3433,1.4133195262062472,1907.5464,59179.465974790226,1.291162,100,35.63837,119.84752133113892,12.99
38.582317,0.0028172773,44.626076,5.3504272e-17,614902.7394363245,3.7653125977617603,543.5929089753567,0.38133734,543.5929089753567,4.5720304e-19,1936.1147,0.01,5319.7593,3.461279838725877,4104.7476,614902.7394363245,1.170252,100,26.55822,543.5929089753567,55.37
18.500742,0.0018646267,30.404455,1.5511962e-14,1907376.0126126343,8.40886866451503,1171.6816657845163,0.305238,1171.6816657845163,1.557285e-16,3231.2668,0.01,1733.3481,5.138797146149749,4682.4336,1907376.0126126343,0.9960901,100,11.892206,1171.6816657845163,118.12
0.8741247,9.461585e-05,3.5250256,0.0006212869,2085683.7295274346,56.79990022142772,4264.486677776057,0.036673937,4264.486677776057,6.4637934e-06,4373.0522,0.01,215.69289,51.63430065054043,4931.41,2085683.7295274346,0.96118003,100,1.7605665,4264.486677776057,426.74
0.104707696,1.0683915e-05,1.5339763,0.23723601,189950.0928671487,91.68671211759532,4917.236435215381,0.015495106,4917.236435215381,0.0023963845,4531.394,0.010000003,131.31393,90.43464758365246,4970.868,189950.0928671487,0.98997474,100,1.0906706,4917.236435215381,491.82
0.018766763,1.8632228e-06,1.1714878,0.45796835,36567.17537696847,98.06072895175792,4980.679506678925,0.0116728125,4980.679506678925,0.004563239,4566.134,0.010000002,87.30814,98.18879402889004,4991.085,36567.17537696847,1.0036037,100,1.0197762,4980.679506678925,498.1
0.017982364,1.7974859e-06,1.1882282,0.37652108,12690.820348310743,98.66002394578561,4981.88148647594,0.011879803,4981.88148647594,0.003764425,4565.8354,0.01,61.757023,98.25160950344049,4989.494,12690.820348310743,1.0002087,100,1.0135818,4981.88148647594,498.24
0.034279253,3.6566091e-06,1.1794777,0.39781657,19680.16945380492,97.6643405346444,4977.21376248701,0.012181853,4977.21376248701,0.0041087195,4564.155,0.01,60.434338,96.50642548205091,4989.9673,19680.16945380492,0.9682252,100,1.0239152,4977.21376248701,497.77
0.04469281,4.2511438e-06,1.3101726,0.16057158,238587.60851572044,95.37853540432712,4940.105405381686,0.012777991,4940.105405381686,0.0015660395,4552.8535,0.010000002,96.12076,95.96134097434991,4983.7383,238587.60851572044,1.0253354,100,1.0484539,4940.105405381686,494.07
0.05928066,6.240984e-06,1.3367107,0.24586593,85061.37502071359,95.42740426809881,4956.280025200797,0.013715368,4956.280025200797,0.002522716,4553.868,0.010000002,106.70307,94.18094076745707,4984.6426,85061.37502071359,0.974608,100,1.047917,4956.280025200797,495.68
0.0031960495,3.1916426e-07,1.0741832,0.7032518,2115.215213257883,99.70934479139044,4995.17372523482,0.010734424,4995.17372523482,0.0070276675,4575.1157,0.01,32.25672,99.68502687184687,4996.539,2115.215213257883,1.0006901,100,1.002915,4995.17372523482,499.55
2.0314221e-08,2.0314599e-12,1.0001932,0.99945134,0.05285635967748641,100.0,4999.80385456289,0.010001998,4999.80385456289,0.0099945795,4578.9937,0.01,0.22871101,99.99996948222629,4999.804,0.05285635967748641,0.9999934,100,1.0,4999.80385456289,500.0
0.04092739,3.875959e-06,2.3083131,0.8249074,249978.35871338347,97.98254453251359,4949.785143444561,0.022463495,4949.785143444561,0.008027638,4534.53,0.01,400.22562,96.30459941151109,4959.6504,249978.35871338347,1.0275842,100,1.02059,4949.785143444561,495.01
2.801614e-06,2.8014446e-10,1.0031692,0.99335057,0.05583106771297146,99.99966621510339,4999.802155021481,0.010031395,4999.802155021481,0.009933212,4578.992,0.01,0.2344906,99.99974060876909,4999.803,0.05583106771297146,1.0000296,100,1.0000033,4999.802155021481,500.0
0.03809491,3.739801e-06,1.2499096,0.19145185,62886.708510138684,96.68821900023237,4964.920081108865,0.012384241,4964.920081108865,0.0018969259,4562.001,0.01,71.39253,96.4297852728108,4989.9575,62886.708510138684,1.0092742,100,1.0342522,4964.920081108865,496.53
,3.5044917e-18,1.0,1.0,0.0685566205226826,100.0,4999.8022907568,0.01,4999.8022907568,0.01,4578.992,0.009999998,0.26051915,100.0,4999.8027,0.0685566205226826,1.0,100,1.0,4999.8022907568,500.0
2.3806847e-07,2.3804084e-11,1.0022092,0.99899936,0.024214596786186707,99.99998807907247,4999.835620127095,0.010021612,4999.835620127095,0.009989516,4579.026,0.01,0.15477799,99.99999237097084,4999.8364,0.024214596786186707,1.0000478,100,1.0000001,4999.835620127095,500.0
,3.5044917e-18,1.0,1.0,0.045212552461199824,100.0,4999.802830790628,0.01,4999.802830790628,0.01,4578.992,0.009999998,0.21157575,100.0,4999.8027,0.045212552461199824,1.0,100,1.0,4999.802830790628,500.0
,3.5044917e-18,1.0,1.0,0.03587039999716042,100.0,4999.828464017217,0.01,4999.828464017217,0.01,4579.0176,0.009999998,0.1884754,100.0,4999.828,0.03587039999716042,1.0,100,1.0,4999.828464017217,500.0
4.939394e-07,4.939451e-11,1.0012631,0.997791,0.0380049959730505,99.99995231630692,4999.817500228009,0.0100127375,4999.817500228009,0.009978016,4579.007,0.01,0.19385223,99.99995803789828,4999.8174,0.0380049959730505,0.9999894,100,1.0000005,4999.817500228009,500.0
1.5321281e-06,1.5318236e-10,1.002405,0.993217,0.044843590170639325,99.99991655356695,4999.812741289576,0.010023037,4999.812741289576,0.009931166,4579.003,0.010000002,0.21024607,99.99982835619541,4999.8135,0.044843590170639325,1.0001011,100,1.0000008,4999.812741289576,500.0
