AvgNormIw,eRenyi2,ESSRenyi,VarNormIw,BatchSize,VarVanillaIw,MaxNormIw,VanillaAvgRet,Bound,MinVanillaIw,MinNormIw,VarRet,VarJ,AvgEpLen,ESSClassic,AvgDiscRet,J,AvgVanillaIw,VarDiscRet,AvgRet,MaxVanillaIw
0.010000002,1.14006,87.7146856867286,1.6702468e-05,100,0.15025353,0.016624875,-7.764391259943069,-9.400635,0.13140446,0.0013854413,51.655321226124,7.567942,200.0,85.81078931027592,-7.764391259943069,-7.403887,0.9484665,51.655321226124,-7.764391259943069,1.5768137
0.01,1.2282228,81.41844962865473,1.6790771e-05,100,0.16367234,0.032992374,-7.9987827356881676,-9.523415,0.79464155,0.008048574,55.66219919820757,7.490469,200.0,85.74648503252146,-7.9987827356881676,-7.348163,0.9873072,55.66219919820757,-7.9987827356881676,3.2573607
0.01,1.0799254,92.59898724714708,1.6446247e-05,100,0.17127939,0.038021684,-9.534114125207992,-11.335768,0.8517511,0.008346291,54.99299496778053,7.896283,200.0,85.99799439317873,-9.534114125207992,-9.362929,1.0205145,54.99299496778053,-9.534114125207992,3.8801677
0.010000002,1.203974,83.05827143194637,2.1709386e-05,100,0.21797839,0.01499213,-7.385021745276275,-9.156728,0.0054511856,5.4401142e-05,45.83984073589858,7.3623333,200.0,82.30974532574587,-7.385021745276275,-6.989972,1.0020351,45.83984073589858,-7.385021745276275,1.5022641
0.009999999,1.0486379,95.36180520409448,5.2577534e-06,100,0.052695766,0.017733047,-6.333422830098602,-8.203798,0.7988713,0.007979746,39.86258644527472,6.393273,200.0,95.05236432365695,-6.333422830098602,-6.2536483,1.0011238,39.86258644527472,-6.333422830098602,1.7752974
0.01,1.0524496,95.01642788364661,6.1447213e-06,100,0.060404763,0.012519575,-8.01838123936307,-9.794526,0.12894309,0.0013005094,46.51502026573767,7.0336676,200.0,94.2655813759965,-8.01838123936307,-7.871674,0.9914813,46.51502026573767,-8.01838123936307,1.2412925
0.010000003,1.0654488,93.85716485082402,6.7796536e-06,100,0.0654686,0.0135275135,-7.1971745838158085,-9.085849,0.43154973,0.0043915524,45.41311972994328,6.997038,200.0,93.71028534303447,-7.1971745838158085,-7.0737877,0.9826815,45.41311972994328,-7.1971745838158085,1.3293238
0.01,1.6051267,62.300376411673746,5.466443e-05,100,0.60386324,0.02038735,-7.9760178950272005,-9.570874,0.00010005513,9.519684e-07,48.88410699909716,8.231994,200.0,64.88543315690093,-7.9760178950272005,-7.139047,1.0510342,48.88410699909716,-7.9760178950272005,2.14278
0.01,1.4318041,69.84195863687503,3.45186e-05,100,0.38278985,0.018533602,-8.269744098998272,-10.146495,0.0017108724,1.6246659e-05,46.079475188273854,7.3260345,200.0,74.53042322952423,-8.269744098998272,-7.8148823,1.0530611,46.079475188273854,-8.269744098998272,1.9517016
0.01,1.0980927,91.06699485174406,6.942411e-06,100,0.07651792,0.012434141,-8.285151865498202,-10.197976,0.14432913,0.0013747623,47.10239374447603,6.8704247,200.0,93.56902050974024,-8.285151865498202,-8.134543,1.049848,47.10239374447603,-8.285151865498202,1.3053957
0.010000002,1.2598691,79.37332545587152,2.3670624e-05,100,0.26519972,0.025523774,-7.558708540388478,-9.220737,0.19128738,0.0018071934,45.88632922961281,7.287113,200.0,81.01499361773072,-7.558708540388478,-7.1024413,1.0584776,45.88632922961281,-7.558708540388478,2.7016344
0.01,6.1176686,16.346096212368803,0.00042130274,100,5.3501205,0.07645008,-8.618678006461858,-9.55737,,,57.509232800201886,7.995545,200.0,19.339002540059422,-8.618678006461858,-4.696072,1.1268979,57.509232800201886,-8.618678006461858,8.615144
0.010000002,1.0889202,91.83409098995295,9.163576e-06,100,0.09170619,0.013141608,-7.951666733360352,-9.698106,0.22169472,0.0022160956,57.78401490671416,7.5331807,200.0,91.68259729729358,-7.951666733360352,-7.685717,1.0003843,57.78401490671416,-7.951666733360352,1.3146658
0.010000002,1.2034221,83.09636538195605,2.1252523e-05,100,0.21854265,0.020998044,-7.595246088468675,-9.328068,0.25060633,0.0024713208,53.920738542767104,7.249159,200.0,82.61732314480236,-7.595246088468675,-7.1630945,1.0140582,53.920738542767104,-7.595246088468675,2.129324
0.01,1.8506583,54.03482649011588,9.461392e-05,100,0.9469694,0.025112974,-7.791110490387896,-9.3964405,1.7230471e-07,1.7222918e-09,48.917222383461215,9.350273,200.0,51.63481030985825,-7.791110490387896,-6.7928734,1.0004386,48.917222383461215,-7.791110490387896,2.5123987
0.01,1.1524466,86.7719142940161,2.5342531e-05,100,0.25450242,0.05396609,-7.725091593928465,-9.559076,0.8150717,0.0081334505,44.15746762566038,7.173142,200.0,79.94301343206725,-7.725091593928465,-7.5002966,1.002123,44.15746762566038,-7.725091593928465,5.408066
0.01,1.4250247,70.17421988704342,3.6383113e-05,100,0.4006694,0.022286892,-6.641174656629225,-8.261763,0.015294229,0.0001457419,43.76867229953951,6.8575835,200.0,73.5189831305502,-6.641174656629225,-6.001348,1.0494051,43.76867229953951,-6.641174656629225,2.3387978
0.01,1.7481275,57.20406678615822,9.383207e-05,100,0.71033216,0.02773131,-7.428666693376843,-8.649694,2.3046061e-05,2.648754e-07,40.98396542856991,8.093875,200.0,51.84201107269492,-7.428666693376843,-6.2831635,0.8700717,40.98396542856991,-7.428666693376843,2.412823
0.010000002,1.0634248,94.03579603020137,5.8286114e-06,100,0.055674296,0.012656108,-6.940822898977541,-8.816115,0.38761437,0.0039660214,41.07665473437531,6.2831793,200.0,94.54446790718707,-6.940822898977541,-6.8442473,0.9773381,41.07665473437531,-6.940822898977541,1.2369297
0.01,1.3237346,75.54384156539125,3.6517205e-05,100,0.330889,0.018943274,-7.6346770020442305,-9.39189,0.017191254,0.00018059893,43.690443285847785,7.138036,200.0,73.44729911393058,-7.6346770020442305,-7.1834316,0.95190233,43.690443285847785,-7.6346770020442305,1.8032147
0.010000002,1.27428,78.4756911848007,4.0896073e-05,100,0.33949375,0.017799444,-8.82611411751658,-10.215987,0.0022080166,2.4234118e-05,65.31270897563677,9.143435,200.0,71.18090542632979,-8.82611411751658,-7.9894814,0.911119,65.31270897563677,-8.82611411751658,1.6217413
0.01,1.3704323,72.96967759012924,3.5641868e-05,100,0.38047317,0.024800802,-8.125116067866472,-9.603973,0.0668432,0.0006469571,42.184038511560615,6.788471,200.0,73.91777076445766,-8.125116067866472,-7.4784217,1.0331937,42.184038511560615,-8.125116067866472,2.5624032
0.010000002,1.0220454,97.8430141675467,2.4075493e-06,100,0.023465442,0.011611661,-7.306289266093416,-9.1815605,0.43283343,0.004384237,47.85105087916109,6.9920807,200.0,97.67199848787511,-7.306289266093416,-7.244249,0.9872492,47.85105087916109,-7.306289266093416,1.1463603
0.01,1.0596145,94.3739409998615,4.706163e-06,100,0.048362505,0.020461185,-7.266540103334312,-9.081175,0.8668858,0.008551474,44.04425988847278,6.5435114,200.0,95.54831077207652,-7.266540103334312,-7.1458383,1.0137268,44.04425988847278,-7.266540103334312,2.0742052
0.01,1.0037148,99.62989487836366,4.1183628e-07,100,0.0041950494,0.0114248255,-7.908022448863781,-9.874192,0.900252,0.008919856,54.11972476676434,7.362585,200.0,99.59394363163801,-7.908022448863781,-7.902069,1.0092674,54.11972476676434,-7.908022448863781,1.1530704
0.01,1.3362172,74.83813456363019,3.1682288e-05,100,0.27494305,0.033604126,-6.710546813915528,-8.371315,0.15536293,0.0016677629,42.49365567724238,7.05416,200.0,76.12350727112438,-6.710546813915528,-6.2066,0.93156487,42.49365567724238,-6.710546813915528,3.1304424
0.010000002,1.0578797,94.52870802775436,4.1335184e-06,100,0.04231744,0.012041016,-8.797254161218039,-10.655041,0.22824973,0.0022558514,50.8476078049599,6.9652615,200.0,96.06867064069499,-8.797254161218039,-8.656383,1.0118119,50.8476078049599,-8.797254161218039,1.2183243
0.01,2.486863,40.2113040029398,0.00015238838,100,1.4762515,0.035802435,-7.358153574127065,-8.507701,7.101401e-09,7.215056e-11,50.11145858886199,8.157005,200.0,39.862159235304155,-7.358153574127065,-5.4129806,0.98424745,50.11145858886199,-7.358153574127065,3.5238457
0.009999999,1.421065,70.36975923592772,4.0761082e-05,100,0.4146048,0.023943072,-7.600451967718398,-8.903153,0.009411167,9.331451e-05,49.86356997603345,7.5410624,200.0,71.24868940166166,-7.600451967718398,-6.5828433,1.0085427,49.86356997603345,-7.600451967718398,2.414761
0.009999999,1.0351616,96.60327296450248,3.1114582e-06,100,0.02999001,0.016620014,-8.159208360844474,-10.087253,0.6548323,0.006669969,52.11053638238634,7.1475573,200.0,97.01170955611651,-8.159208360844474,-8.10815,0.9817622,52.11053638238634,-8.159208360844474,1.6316901
0.01,3.0470502,32.81862529347028,0.00022474925,100,1.895469,0.046064828,-7.6523856500223095,-7.5967,1.5465608e-18,1.6840607e-20,47.04404717095533,5.803357,200.0,31.00758710704741,-7.6523856500223095,-4.1853085,0.9183521,47.04404717095533,-7.6523856500223095,4.2303734
0.010000003,1.0121698,98.79764862621391,1.4298621e-06,100,0.014148026,0.010933849,-7.005020203586091,-8.918415,0.5040102,0.0050668544,44.50201404143028,6.671039,200.0,98.60415772561015,-7.005020203586091,-6.961345,0.9947201,44.50201404143028,-7.005020203586091,1.0876119
0.009999998,1.7569156,56.91793148576517,9.3959774e-05,100,0.70041054,0.030401794,-9.229207980130605,-10.400922,0.00086622336,1.0032854e-05,59.27254234339903,9.836065,200.0,51.80806398513283,-9.229207980130605,-7.8004518,0.86338675,59.27254234339903,-9.229207980130605,2.6248507
0.010000002,1.0124016,98.77503344072043,1.3418054e-06,100,0.013244994,0.010956278,-7.2981956496275515,-9.174499,0.6790101,0.0068343156,45.050978237794126,6.64791,200.0,98.68901427550325,-7.2981956496275515,-7.2649918,0.9935305,45.050978237794126,-7.2981956496275515,1.0885396
0.01,1.0035692,99.64434488651192,3.63481e-07,100,0.0036646898,0.012098983,-6.577134327012229,-8.407335,0.9603452,0.009564222,37.465805566228184,6.0603714,200.0,99.64144553597434,-6.577134327012229,-6.568027,1.0041018,37.465805566228184,-6.577134327012229,1.214861
0.009999999,1.026021,97.46389171091805,3.32658e-06,100,0.031773344,0.011613917,-7.955153068677822,-9.871534,0.5079007,0.0051969234,44.992259311469105,6.5578933,200.0,96.81171462851354,-7.955153068677822,-7.901353,0.97731036,44.992259311469105,-7.955153068677822,1.13504
0.01,1.0031177,99.68920091729284,3.1437293e-07,100,0.0031322548,0.010438012,-8.338255208562156,-10.269292,0.76617986,0.0076758224,47.61055642926753,6.920415,200.0,99.6897232736646,-8.338255208562156,-8.32801,0.998173,47.61055642926753,-8.338255208562156,1.0418942
0.010000002,1.3585156,73.60975355068048,5.6493525e-05,100,0.6025617,0.017033923,-7.502105176617813,-8.974383,0.0004973856,4.8160587e-06,55.98230871235226,8.495572,200.0,64.13191349930032,-7.502105176617813,-6.674113,1.0327649,55.98230871235226,-7.502105176617813,1.7592038
0.009999997,1.1700331,85.46766773826333,2.9294324e-05,100,0.40610662,0.0193276,-7.440999028719941,-8.952625,0.81133056,0.006890798,49.638347679109444,7.6561356,200.0,77.51857373625667,-7.440999028719941,-6.922184,1.1774117,49.638347679109444,-7.440999028719941,2.275654
0.01,1.0866954,92.02210388880394,2.0052395e-05,100,0.19355947,0.013047025,-8.025541796695492,-9.770599,0.0077339476,7.871856e-05,52.33689729029723,8.072057,200.0,83.43633025189868,-8.025541796695492,-7.7843723,0.98248076,52.33689729029723,-8.025541796695492,1.2818451
0.009999998,1.0903703,91.71196265665095,2.2298791e-05,100,0.2723794,0.019396977,-8.333810390588644,-10.09277,0.8455722,0.007650754,55.5239590854789,8.514558,200.0,81.91633413854646,-8.333810390588644,-8.113626,1.1052141,55.5239590854789,-8.333810390588644,2.1437814
0.01,1.0216739,97.87858754213036,3.6335923e-06,100,0.03828039,0.013199741,-7.120210319972231,-9.070198,0.91101587,0.008875766,57.18445609876496,7.524396,200.0,96.52766587362136,-7.120210319972231,-7.0750146,1.0264082,57.18445609876496,-7.120210319972231,1.3548322
0.010000002,1.064397,93.94990978080055,6.149723e-06,100,0.06575868,0.0136811985,-9.050120705103332,-10.905037,0.86304593,0.00834613,58.322492938763894,7.819017,200.0,94.26114766370743,-9.050120705103332,-8.878413,1.0340673,58.322492938763894,-9.050120705103332,1.4147279
0.010000002,1.0634352,94.03487894111039,9.778528e-06,100,0.109215386,0.035370708,-7.895179221077235,-9.778002,0.86379856,0.008173484,59.236430548007874,7.722901,200.0,91.1737221050687,-7.895179221077235,-7.748629,1.0568302,59.236430548007874,-7.895179221077235,3.7380834
0.01,1.1101763,90.07578144311388,1.37966335e-05,100,0.15310714,0.02919738,-9.026438116481978,-10.818024,0.83497924,0.00792619,52.15096776885475,7.715409,200.0,87.98271383135705,-9.026438116481978,-8.796458,1.0534433,52.15096776885475,-9.026438116481978,3.0757785
0.009999998,1.0875579,91.94912648632366,7.5145126e-06,100,0.06999326,0.013300549,-7.983071057283589,-9.927221,0.1836077,0.0019024496,42.21127281961972,6.4995675,200.0,93.07579185727336,-7.983071057283589,-7.871031,0.965112,42.21127281961972,-7.983071057283589,1.283652
0.01,1.0000267,99.99732978321654,4.1118864e-09,100,4.1190473e-05,0.010321384,-5.6803430602618,-7.6205006,0.996337,0.009954683,36.87442209352375,6.0519853,200.0,99.9959295797482,-5.6803430602618,-5.680166,1.0008726,36.87442209352375,-5.6803430602618,1.0330391
0.01,1.0977407,91.09619834509708,1.5799156e-05,100,0.16211213,0.012879616,-7.5868629308003745,-9.301366,0.04150826,0.0004097734,49.240918832803516,7.12932,200.0,86.47440289634821,-7.5868629308003745,-7.258943,1.0129565,49.240918832803516,-7.5868629308003745,1.304649
0.009999997,1.1371583,87.93850621253934,3.3675427e-05,100,0.31713438,0.014236931,-8.278620690947516,-10.007017,0.20683888,0.0021314104,42.830206681480526,7.1756687,200.0,74.9970085848948,-8.278620690947516,-7.932414,0.970432,42.830206681480526,-8.278620690947516,1.3815973
0.01,1.3908752,71.89717563486356,8.3717576e-05,100,1.5018394,0.029431064,-7.816198796414245,-8.554159,0.7680864,0.0057346458,44.4473978848873,6.7889166,200.0,54.68054198476898,-7.816198796414245,-6.3152137,1.339379,44.4473978848873,-7.816198796414245,3.9419348
0.010000002,1.036153,96.51084730681426,6.035281e-06,100,0.06904118,0.013563248,-8.397836243452671,-10.280141,0.8902144,0.0083231805,56.40854037078501,7.8064194,200.0,94.36190434261076,-8.397836243452671,-8.311058,1.0695604,56.40854037078501,-8.397836243452671,1.4506713
0.01,1.2098755,82.65313492106893,4.4230914e-05,100,0.44549352,0.015071205,-7.245105476282158,-8.801176,0.13701522,0.0013652464,54.54319257720476,8.086944,200.0,69.54653424973145,-7.245105476282158,-6.634863,1.0035933,54.54319257720476,-7.245105476282158,1.5125362
0.01,1.0087547,99.13212498912793,4.008096e-06,100,0.041580398,0.015153171,-7.96920006417626,-9.914907,0.94010496,0.009229985,55.95668118378812,7.7464957,200.0,96.18344581281926,-7.96920006417626,-7.9528046,1.0185336,55.95668118378812,-7.96920006417626,1.5434012
0.009999999,1.270844,78.68786519948385,6.1946375e-05,100,0.99422556,0.0261693,-7.082132074244537,-8.3806715,0.786376,0.0062072,47.32776299607356,7.257967,200.0,61.98594402796731,-7.082132074244537,-6.1638227,1.2668772,47.32776299607356,-7.082132074244537,3.315329
0.01,1.0524138,95.01965670123774,1.0044688e-05,100,0.10706247,0.011674751,-8.379431747766997,-10.273544,0.4193893,0.004062252,54.883384015027104,7.8530774,200.0,90.95519758440598,-8.379431747766997,-8.26752,1.0324059,54.883384015027104,-8.379431747766997,1.2053081
0.010000002,1.0769725,92.85288290182969,2.2294766e-05,100,0.29432708,0.018596081,-8.739503273343015,-10.544716,0.85396296,0.0074323374,45.54216944790807,6.7723722,200.0,81.9189902491491,-8.739503273343015,-8.529964,1.148983,45.54216944790807,-8.739503273343015,2.1366582
0.010000002,1.0367817,96.45232262734193,6.493279e-06,100,0.07180845,0.014168974,-8.182669305635063,-10.084054,0.88945913,0.008458051,51.51532512699144,7.5639653,200.0,93.95993974933886,-8.182669305635063,-8.077775,1.0516125,51.51532512699144,-8.182669305635063,1.490027
0.009999998,1.0774328,92.81321720203923,1.8154951e-05,100,0.17000686,0.0130428625,-8.219723050098574,-10.119347,0.3961001,0.00409326,54.366621749147605,7.9282756,200.0,84.76490239218751,-8.219723050098574,-8.070514,0.9676886,54.366621749147605,-8.219723050098574,1.2621429
0.01,1.0681106,93.623264654835,1.5316276e-05,100,0.16544367,0.011946992,-7.409262862647123,-9.176999,0.22990042,0.0022120313,51.48133151005549,7.7113123,200.0,86.83336145731474,-7.409262862647123,-7.209248,1.0393181,51.48133151005549,-7.409262862647123,1.2416725
0.01,1.4546918,68.74308511322653,0.00014159788,100,3.0069263,0.039344802,-7.370341974356686,-7.856152,0.76111114,0.005222941,47.763011000087815,8.376113,200.0,41.63511007995752,-7.370341974356686,-5.516099,1.4572464,47.763011000087815,-7.370341974356686,5.733507
0.010000002,1.2831244,77.9347632601201,0.001062568,100,31.478336,0.3305139,-7.4419662447901365,-9.272676,0.78408,0.004555466,44.22611486641887,6.018953,200.0,8.68099180890442,-7.4419662447901365,-7.0980024,1.721185,44.22611486641887,-7.4419662447901365,56.887558
0.01,1.0347942,96.63757189548093,2.8975123e-06,100,0.02898334,0.0126500875,-9.07785149607186,-10.980885,0.8918833,0.008917567,55.963849684338946,7.55867,200.0,97.2114683714486,-9.07785149607186,-8.987202,1.0001419,55.963849684338946,-9.07785149607186,1.2651882
0.010000002,1.0404902,96.10855033715754,5.2866026e-06,100,0.056997847,0.027668346,-8.777770022378084,-10.613331,0.885179,0.008524917,52.56454273903976,7.1672063,200.0,95.02654204820283,-8.777770022378084,-8.688322,1.0383432,52.56454273903976,-8.777770022378084,2.8729239
0.01,1.4694717,68.05166814285141,6.4149506e-05,100,0.83839285,0.01692003,-8.790526931257316,-9.798238,1.6308117e-05,1.426516e-07,44.98519507844387,7.974515,200.0,61.159083724496334,-8.790526931257316,-7.448048,1.1432129,44.98519507844387,-8.790526931257316,1.9343197
0.009999999,1.0376798,96.36884212635282,7.5893477e-06,100,0.08538357,0.011012207,-7.186331777064851,-9.025413,0.27335376,0.0025771528,46.9044834053876,7.2349076,200.0,93.01161863476567,-7.186331777064851,-7.074541,1.0606812,46.9044834053876,-7.186331777064851,1.1680441
0.010000003,1.026201,97.44679555940606,8.928831e-06,100,0.09262674,0.011149284,-8.354310130335154,-10.180458,0.23514102,0.0023086467,53.49901571664382,7.5435233,200.0,91.87834603212616,-8.354310130335154,-8.262882,1.0185232,53.49901571664382,-8.354310130335154,1.1355804
0.009999998,1.0698029,93.47516429676905,0.00011052837,100,2.0401516,0.039754536,-8.698237428700539,-10.492657,0.8589764,0.0063224724,52.92193075884821,10.037174,200.0,47.75023094556234,-8.698237428700539,-8.546398,1.3586084,52.92193075884821,-8.698237428700539,5.4010844
0.01,1.0544432,94.83677849201685,8.1200005e-06,100,0.1002448,0.010891653,-8.48561208073609,-10.211332,0.10937555,0.0009843904,59.055846466657265,8.05145,200.0,92.55936693029147,-8.48561208073609,-8.185135,1.1110994,59.055846466657265,-8.48561208073609,1.2101709
0.010000002,1.0418962,95.97884865536949,3.7666796e-06,100,0.048471604,0.010394179,-6.695914802155544,-8.359912,0.061229505,0.0005397546,49.39031434315357,6.88636,200.0,96.40500972048098,-6.695914802155544,-6.3680716,1.1343952,49.39031434315357,-6.695914802155544,1.1791108
0.01,1.0194393,98.09313424723595,2.6387277e-06,100,0.030967928,0.010284241,-8.790565957112644,-10.633709,0.087692745,0.0008094777,48.53569089303798,6.987596,200.0,97.45420053063476,-8.790565957112644,-8.650653,1.083325,48.53569089303798,-8.790565957112644,1.1141176
0.009999998,1.0,100.0,3.5044917e-18,100,,0.01,-8.53280748641938,-10.497055,1.0,0.01,57.26578153365723,7.5294833,200.0,100.0,-8.53280748641938,-8.532807,1.0,57.26578153365723,-8.53280748641938,1.0
0.009999998,1.014795,98.5420753444523,8.841307e-07,100,0.01045636,0.010094026,-8.309919979202004,-10.172213,0.07516885,0.00069120346,53.806049816176774,7.260396,200.0,99.1323290726488,-8.309919979202004,-8.193837,1.0875069,53.806049816176774,-8.309919979202004,1.0977323
0.009999998,1.0,100.0,3.5044917e-18,100,,0.01,-7.254924575929961,-9.166695,1.0,0.01,51.2485482656502,7.1229253,200.0,100.0,-7.254924575929961,-7.254925,1.0,51.2485482656502,-7.254924575929961,1.0
0.009999998,1.0015385,99.84638483016275,3.682746e-07,100,0.0038518507,0.010060685,-7.723255173803012,-9.643008,0.40827477,0.0039921207,48.8590411916395,6.9968014,200.0,99.63674867806427,-7.723255173803012,-7.719077,1.0227014,48.8590411916395,-7.723255173803012,1.0289077
0.009999998,1.0,100.0,3.5044917e-18,100,,0.01,-7.769940562509412,-9.704737,1.0,0.01,55.13088118055727,7.3877993,200.0,100.0,-7.769940562509412,-7.7699404,1.0,55.13088118055727,-7.769940562509412,1.0
0.01,1.4165559,70.59375581716701,0.0044930163,100,11791.303,0.4768578,-6.721515476009162,-3.4942806,0.765105,0.0004722905,41.029868044968815,7.5481167,200.0,2.198727332438314,-6.721515476009162,-1.4994884,16.199883,41.029868044968815,-6.721515476009162,772.504
0.01,1.7345151,57.65300150850502,0.0014053812,100,135.84868,0.19273439,-7.814469390063364,-6.0160995,0.7418453,0.0023860673,49.60325071707272,12.362636,200.0,6.70543549768822,-7.814469390063364,-3.5225275,3.109071,49.60325071707272,-7.814469390063364,59.922493
0.010000002,1.0355524,96.56681949932789,6.158401e-06,100,0.072287515,0.010728121,-7.810830346564364,-9.640064,0.17623228,0.0016266265,49.470145009489926,7.118734,200.0,94.25352498749487,-7.810830346564364,-7.6657457,1.083422,49.470145009489926,-7.810830346564364,1.1623081
0.010000002,1.0068479,99.31987158023654,3.1201832e-06,100,0.031919383,0.010518272,-8.326189541643998,-10.267036,0.40860468,0.004039858,50.04319992571021,7.015164,200.0,97.00359244274838,-8.326189541643998,-8.307457,1.0114332,50.04319992571021,-8.326189541643998,1.063853
0.010000002,1.2025731,83.1550308616826,0.00042596587,100,9.790354,0.099512115,-9.29056131794875,-10.972756,0.801811,0.0052888375,57.89463463940251,17.714111,200.0,19.167872806166823,-9.29056131794875,-8.840709,1.5160439,57.89463463940251,-9.29056131794875,15.086473
0.01,1.0425442,95.91919039459745,5.71888e-06,100,0.070261136,0.010652801,-7.781537110999815,-9.606606,0.14709516,0.0013270774,50.92034266025211,7.1987977,200.0,94.64167514164994,-7.781537110999815,-7.5920615,1.1084143,50.92034266025211,-7.781537110999815,1.1807717
0.01,1.0003166,99.96834803433666,1.7511425e-07,100,0.0017592338,0.0101051945,-8.28672421607365,-10.248508,0.83712405,0.008351965,51.19408374939748,7.1225653,200.0,99.82692271555251,-8.28672421607365,-8.286354,1.0023079,51.19408374939748,-8.28672421607365,1.0128516
0.010000002,1.3502853,74.05842351744246,0.00047606614,100,11.301134,0.104629815,-7.140053005210432,-8.453012,0.77336824,0.005019482,44.15823219772543,14.497563,200.0,17.50377929240071,-7.140053005210432,-6.1608505,1.540733,44.15823219772543,-7.140053005210432,16.12066
