AvgVanillaIw,MinNormIw,VarJ,AvgEpLen,VanillaAvgRet,VarVanillaIw,ESSClassic,Delta,Bound,VarRet,AvgRet,MaxVanillaIw,J,EpsThisIter,ESSRenyi,AvgDiscRet,MaxNormIw,BatchSize,AvgNormIw,VarNormIw,eRenyi2,VarDiscRet,IterType,MinVanillaIw
1.00174,0.00947522,21.6784,500.0,4652.31581056,0.000101008,99.9900083452,0.1,3249.75,491.053492417,4652.31581056,1.0286,4652.44,100,99.9910005086,4652.31581056,0.0102682,100,0.01,1.00658e-08,1.00009,491.053492417,1,0.949168
0.99829,0.00821282,48.8154,499.54,4648.38991453,0.00104419,99.896360989,0.1,3246.58,3322.32000429,4648.38991453,1.04413,4649.41,100,99.9305373474,4648.38991453,0.0104592,100,0.01,1.04777e-07,1.0007,3322.32000429,1,0.819878
1.00037,0.00975917,16.1841,500.0,4653.65530691,3.80088e-05,99.9962173395,0.1,3251.92,266.634560503,4653.65530691,1.01634,4653.7,100,99.9972225007,4653.65530691,0.0101596,100,0.01,3.79804e-09,1.00003,266.634560503,1,0.976281
0.994074,0.00679274,88.5406,498.27,4637.31847339,0.00380248,99.6205134542,0.1,3236.89,12681.9112434,4637.31847339,1.08911,4641.15,100,99.7553270038,4637.31847339,0.010956,100,0.01,3.84795e-07,1.00245,12681.9112434,1,0.675249
0.997826,0.00941112,37.9034,499.87,4645.89582308,0.000480672,99.9522371676,0.1,3243.56,1584.01386924,4645.89582308,1.0644,4646.3,100,99.9697776608,4645.89582308,0.0106672,100,0.01,4.82769e-08,1.0003,1584.01386924,1,0.939066
0.99665,0.00589186,108.543,498.06,4632.61692735,0.00585187,99.4201578346,0.1,3234.84,33087.8285346,4632.61692735,1.1219,4640.2,100,99.5715694157,4632.61692735,0.0112567,100,0.01,5.89128e-07,1.0043,33087.8285346,1,0.587212
0.998231,0.00924381,40.4507,499.65,4645.01342204,0.000366333,99.9636220068,0.1,3243.22,1727.14348629,4645.01342204,1.03147,4645.35,100,99.9761042489,4645.01342204,0.010333,100,0.01,3.67633e-08,1.00024,1727.14348629,1,0.922746
0.993838,0.008871,59.7433,499.34,4643.53403804,0.000897095,99.9101740966,0.1,3241.15,4442.10782517,4643.53403804,1.04549,4644.48,100,99.9349302543,4643.53403804,0.0105197,100,0.01,9.08254e-08,1.00065,4442.10782517,1,0.881634
0.999504,0.00850091,49.1729,499.4,4643.72025299,0.00108499,99.8925961877,0.1,3241.83,3173.87557178,4643.72025299,1.04883,4644.71,100,99.9325373222,4643.72025299,0.0104935,100,0.01,1.08607e-07,1.00068,3173.87557178,1,0.849669
0.999563,0.00864395,48.5994,499.52,4643.11264505,0.000831875,99.9176174387,0.1,3241.08,2979.30518402,4643.11264505,1.04025,4644.07,100,99.931561134,4643.11264505,0.010407,100,0.01,8.32602e-08,1.00068,2979.30518402,1,0.864017
0.996177,0.00907644,25.4489,500.0,4649.78735489,0.000401699,99.9599265406,0.1,3247.57,686.527474155,4649.78735489,1.0305,4650.09,100,99.9778439031,4649.78735489,0.0103446,100,0.01,4.04788e-08,1.00022,686.527474155,1,0.904174
1.00099,0.00985966,17.6627,500.0,4652.2081434,2.95922e-05,99.9970999429,0.1,3250.05,316.731347444,4652.2081434,1.01432,4652.25,100,99.9969364151,4652.2081434,0.0101332,100,0.01,2.95338e-09,1.00003,316.731347444,1,0.986939
0.997707,0.00934558,32.3201,499.83,4646.98296916,0.000166875,99.9834158714,0.1,3243.86,1090.46247418,4646.98296916,1.01582,4647.17,100,99.9883307724,4646.98296916,0.0101816,100,0.01,1.67643e-08,1.00012,1090.46247418,1,0.932415
1.00188,0.00938288,19.639,500.0,4652.95787277,0.000152493,99.9849846912,0.1,3251.24,417.038951177,4652.95787277,1.02879,4653.12,100,99.9888670919,4652.95787277,0.0102687,100,0.01,1.51922e-08,1.00011,417.038951177,1,0.940048
1.0009,0.00741821,98.0152,498.64,4640.25725131,0.00235073,99.768209665,0.1,3239.47,17297.8032447,4640.25725131,1.07689,4643.57,100,99.7971841817,4640.25725131,0.0107592,100,0.01,2.34651e-07,1.00203,17297.8032447,1,0.742488
0.99789,0.00796475,102.438,498.35,4639.03230378,0.00246,99.7560350546,0.1,3237.06,14390.2757132,4639.03230378,1.0875,4641.31,100,99.8450538027,4639.03230378,0.010898,100,0.01,2.47041e-07,1.00155,14390.2757132,1,0.794794
0.999531,0.00968045,21.1892,500.0,4653.26664734,0.000112899,99.988791923,0.1,3250.84,463.506197162,4653.26664734,1.02992,4653.4,100,99.9921924012,4653.26664734,0.010304,100,0.01,1.13005e-08,1.00008,463.506197162,1,0.967591
0.997297,0.00756817,57.1405,499.39,4645.63124386,0.00190194,99.8110475125,0.1,3244.08,5538.36780293,4645.63124386,1.05739,4647.47,100,99.8779120314,4645.63124386,0.0106026,100,0.01,1.91227e-07,1.00122,5538.36780293,1,0.754772
1.00093,0.00939107,22.7689,500.0,4649.92873962,0.000175429,99.98268431,0.1,3247.38,542.711191433,4649.92873962,1.03297,4650.1,100,99.9884141995,4649.92873962,0.0103201,100,0.01,1.75104e-08,1.00012,542.711191433,1,0.939977
1.00002,0.00911716,23.831,500.0,4651.39135077,0.000406281,99.9597870395,0.1,3249.12,618.887018443,4651.39135077,1.04384,4651.71,100,99.9769740684,4651.39135077,0.0104382,100,0.01,4.06263e-08,1.00023,618.887018443,1,0.911736
0.998757,0.00936324,22.0345,500.0,4651.23705835,0.000183355,99.9818257484,0.1,3248.89,506.014981118,4651.23705835,1.04958,4651.38,100,99.9899993408,4651.23705835,0.0105089,100,0.01,1.83811e-08,1.0001,506.014981118,1,0.935161
0.999996,0.00899369,24.5958,500.0,4650.19985657,0.000405803,99.9598431676,0.1,3248.38,680.708983517,4650.19985657,1.03213,4650.55,100,99.9746386968,4650.19985657,0.0103214,100,0.01,4.05807e-08,1.00025,680.708983517,1,0.899366
0.998635,0.00930849,20.1202,500.0,4652.1223345,0.000175728,99.9825682039,0.1,3249.91,422.379947738,4652.1223345,1.01591,4652.25,100,99.9899039926,4652.1223345,0.0101729,100,0.01,1.76209e-08,1.0001,422.379947738,1,0.929578
1.0001,0.00970456,18.3562,500.0,4652.41438422,8.29111e-05,99.9918569171,0.1,3250.63,347.145012079,4652.41438422,1.01655,4652.48,100,99.9942902011,4652.41438422,0.0101645,100,0.01,8.28947e-09,1.00006,347.145012079,1,0.970551
1.00073,0.00979522,14.4202,500.0,4655.09693963,3.6035e-05,99.9963863905,0.1,3253.3,210.862415024,4655.09693963,1.01226,4655.14,100,99.9974966676,4655.09693963,0.0101153,100,0.01,3.59827e-09,1.00003,210.862415024,1,0.980234
0.999921,0.00978211,19.0685,500.0,4652.80317123,6.06274e-05,99.9939725748,0.1,3250.92,372.765952612,4652.80317123,1.01195,4652.87,100,99.9942782815,4652.80317123,0.0101203,100,0.01,6.0637e-09,1.00006,372.765952612,1,0.978134
0.996586,0.00936479,22.7912,500.0,4649.42046687,0.000290668,99.9710645456,0.1,3247.06,543.691741553,4649.42046687,1.02888,4649.68,100,99.9829798108,4649.42046687,0.010324,100,0.01,2.92663e-08,1.00017,543.691741553,1,0.933282
1.00081,0.00952403,22.0295,500.0,4651.3089486,0.000103711,99.9897247303,0.1,3248.77,510.935733377,4651.3089486,1.02691,4651.45,100,99.9896775412,4651.3089486,0.0102608,100,0.01,1.03542e-08,1.0001,510.935733377,1,0.953178
0.995698,0.00728663,44.7794,499.55,4642.21609602,0.00182349,99.8182518777,0.1,3240.98,3398.59770265,4642.21609602,1.04328,4643.95,100,99.8862845876,4642.21609602,0.0104779,100,0.01,1.83928e-07,1.00114,3398.59770265,1,0.725529
1.00014,0.00960704,23.2595,499.85,4653.52814548,0.000148092,99.9853475582,0.1,3249.97,568.349704992,4653.52814548,1.027,4653.66,100,99.9886644816,4653.52814548,0.0102686,100,0.01,1.48052e-08,1.00011,568.349704992,1,0.960836
1.00015,0.00978319,19.4319,500.0,4652.59633523,4.72376e-05,99.9952897089,0.1,3250.07,388.180249468,4652.59633523,1.01367,4652.66,100,99.9960066483,4652.59633523,0.0101352,100,0.01,4.72238e-09,1.00004,388.180249468,1,0.978463
0.999621,0.0095682,20.8927,500.0,4654.4820512,8.4344e-05,99.9916164595,0.1,3252.12,452.276734992,4654.4820512,1.01592,4654.59,100,99.9938730179,4654.4820512,0.010163,100,0.01,8.4408e-09,1.00006,452.276734992,1,0.956457
1.0021,0.00974779,17.6959,500.0,4654.27349539,0.000126456,99.987534222,0.1,3251.1,323.348490305,4654.27349539,1.04493,4654.36,100,99.9923354302,4654.27349539,0.0104274,100,0.01,1.25926e-08,1.00008,323.348490305,1,0.976827
0.999113,0.00954942,19.401,500.0,4653.39219745,0.000125184,99.9875809338,0.1,3250.62,387.154327711,4653.39219745,1.02905,4653.49,100,99.9922281584,4653.39219745,0.0102997,100,0.01,1.25406e-08,1.00008,387.154327711,1,0.954096
0.992181,0.00767002,144.791,497.12,4625.11620505,0.00499472,99.500220783,0.1,3225.91,34594.4962745,4625.11620505,1.13287,4631.12,100,99.6060573857,4625.11620505,0.0114179,100,0.01,5.07375e-07,1.00396,34594.4962745,1,0.761005
0.999561,0.00967662,17.734,500.0,4654.97622078,6.84971e-05,99.9931957559,0.1,3253.33,323.740612051,4654.97622078,1.02351,4655.04,100,99.9946358697,4654.97622078,0.0102396,100,0.01,6.85572e-09,1.00005,323.740612051,1,0.967237
0.997964,0.00504418,102.003,497.83,4632.6417047,0.0066423,99.3440466506,0.1,3233.01,21816.0174727,4632.6417047,1.11621,4639.71,100,99.5976844386,4632.6417047,0.0111848,100,0.01,6.66943e-07,1.00404,21816.0174727,1,0.503391
0.99859,0.00894183,65.8816,499.28,4645.08685767,0.00083413,99.9172778128,0.1,3243.71,5401.9979769,4645.08685767,1.05277,4645.91,100,99.942681284,4645.08685767,0.0105425,100,0.01,8.36487e-08,1.00057,5401.9979769,1,0.892923
1.00336,0.00640233,76.1828,498.78,4638.41811417,0.00374019,99.633569372,0.1,3238.9,13518.2553601,4638.41811417,1.07489,4642.71,100,99.7437622456,4638.41811417,0.0107129,100,0.01,3.71518e-07,1.00257,13518.2553601,1,0.642384
0.99864,0.00941319,24.6432,500.0,4649.40448694,0.000274862,99.972739181,0.1,3247.21,642.460738171,4649.40448694,1.03045,4649.67,100,99.9795597857,4649.40448694,0.0103185,100,0.01,2.75611e-08,1.0002,642.460738171,1,0.940039
1.00092,0.0095077,24.4256,499.91,4648.87175582,0.000169237,99.9832899665,0.1,3246.8,617.111887999,4648.87175582,1.02967,4649.05,100,99.98809241,4648.87175582,0.0102873,100,0.01,1.68927e-08,1.00012,617.111887999,1,0.951641
1.00114,0.00983526,17.2716,500.0,4655.13528659,4.71064e-05,99.9953439195,0.1,3251.32,304.702186301,4655.13528659,1.02048,4655.19,100,99.9967337722,4655.13528659,0.0101931,100,0.01,4.69989e-09,1.00003,304.702186301,1,0.984649
1.00197,0.00855923,105.172,498.71,4642.45585825,0.00145958,99.856246305,0.1,3240.97,15083.7678594,4642.45585825,1.06801,4644.29,100,99.8753553515,4642.45585825,0.0106592,100,0.01,1.45386e-07,1.00125,15083.7678594,1,0.857605
1.00008,0.00980071,18.1294,500.0,4653.29658256,5.74657e-05,99.9942939103,0.1,3250.52,337.719191594,4653.29658256,1.0215,4653.37,100,99.9944570753,4653.29658256,0.0102142,100,0.01,5.74566e-09,1.00006,337.719191594,1,0.980149
1.00027,0.00952443,23.5352,500.0,4649.45832129,0.000160057,99.984133208,0.1,3247.49,570.161905662,4649.45832129,1.03122,4649.61,100,99.9889028467,4649.45832129,0.0103094,100,0.01,1.59971e-08,1.00011,570.161905662,1,0.9527
0.999693,0.00975675,16.6243,500.0,4654.97121611,8.68474e-05,99.9913919591,0.1,3252.88,283.460168583,4654.97121611,1.02898,4655.03,100,99.9941829251,4654.97121611,0.010293,100,0.01,8.69007e-09,1.00006,283.460168583,1,0.975376
0.998925,0.0097301,20.7292,500.0,4651.71571006,0.00012128,99.9879565842,0.1,3248.3,440.610527459,4651.71571006,1.02631,4651.82,100,99.9911435342,4651.71571006,0.0102741,100,0.01,1.21541e-08,1.00009,440.610527459,1,0.971964
0.993964,0.00557557,98.7237,498.18,4635.70675143,0.00706901,99.2966406535,0.1,3238.32,30493.401862,4635.70675143,1.11025,4643.46,100,99.5658611651,4635.70675143,0.0111699,100,0.01,7.15512e-07,1.00436,30493.401862,1,0.554192
0.999311,0.0052795,152.101,495.8,4615.64099787,0.0145535,98.5777170402,0.1,3223.95,79142.4864741,4615.64099787,1.15191,4633.94,100,98.9756970213,4615.64099787,0.0115271,100,0.01,1.45736e-06,1.01035,79142.4864741,1,0.527586
0.999164,0.00982571,21.2678,500.0,4649.94421137,3.9592e-05,99.9960753258,0.1,3247.8,460.894983785,4649.94421137,1.01231,4650.0,100,99.9970317768,4649.94421137,0.0101316,100,0.01,3.96583e-09,1.00003,460.894983785,1,0.98175
1.00094,0.00960289,19.5949,500.0,4650.99932795,0.000113828,99.9887429587,0.1,3248.86,394.848243249,4650.99932795,1.02802,4651.09,100,99.9926214894,4650.99932795,0.0102705,100,0.01,1.13613e-08,1.00007,394.848243249,1,0.961195
0.999875,0.00975338,16.3871,500.0,4652.3988834,5.94664e-05,99.9941020036,0.1,3250.55,275.489790018,4652.3988834,1.01221,4652.46,100,99.9944332361,4652.3988834,0.0101233,100,0.01,5.94811e-09,1.00006,275.489790018,1,0.975216
1.00053,0.00973468,16.2131,500.0,4655.39199959,6.99997e-05,99.9930612597,0.1,3252.52,269.500888703,4655.39199959,1.03214,4655.46,100,99.994659709,4655.39199959,0.010316,100,0.01,6.99261e-09,1.00005,269.500888703,1,0.97398
0.999758,0.00969641,21.4936,500.0,4654.42072864,7.53633e-05,99.9925256159,0.1,3252.56,478.093228793,4654.42072864,1.02048,4654.52,100,99.9932770481,4654.42072864,0.0102073,100,0.01,7.53998e-09,1.00007,478.093228793,1,0.969406
1.0002,0.00981859,15.6958,500.0,4652.28951178,3.6429e-05,99.9963539949,0.1,3250.35,250.590089638,4652.28951178,1.01421,4652.34,100,99.9971867399,4652.28951178,0.0101401,100,0.01,3.64141e-09,1.00003,250.590089638,1,0.98206
0.998231,0.00926919,27.1918,500.0,4650.90190536,0.000408905,99.9594170132,0.1,3248.39,812.914868015,4650.90190536,1.03121,4651.24,100,99.9772838708,4650.90190536,0.0103304,100,0.01,4.10355e-08,1.00023,812.914868015,1,0.925279
0.999932,0.00969047,23.2049,500.0,4650.38537418,0.000126476,99.9874499799,0.1,3248.24,556.493543806,4650.38537418,1.03281,4650.53,100,99.9894391724,4650.38537418,0.0103288,100,0.01,1.26493e-08,1.00011,556.493543806,1,0.968982
0.99867,0.00955843,22.9077,500.0,4651.0316668,0.000144137,99.9856735468,0.1,3248.49,550.257043675,4651.0316668,1.02732,4651.19,100,99.9882592636,4651.0316668,0.0102869,100,0.01,1.44522e-08,1.00012,550.257043675,1,0.954571
1.00113,0.00967742,19.5485,500.0,4653.44022814,8.88522e-05,99.9912176052,0.1,3250.72,392.484138627,4653.44022814,1.01872,4653.55,100,99.9922281584,4653.44022814,0.0101757,100,0.01,8.86522e-09,1.00008,392.484138627,1,0.968834
0.998658,0.00962834,19.307,500.0,4652.75133908,0.000126965,99.9874186925,0.1,3250.95,386.3765655,4652.75133908,1.02386,4652.87,100,99.9900827707,4652.75133908,0.0102523,100,0.01,1.27306e-08,1.0001,386.3765655,1,0.961542
1.00049,0.00971201,16.4533,500.0,4653.60415157,7.58141e-05,99.9925082077,0.1,3251.1,278.937343592,4653.60415157,1.02454,4653.67,100,99.994886183,4653.60415157,0.0102403,100,0.01,7.57399e-09,1.00005,278.937343592,1,0.971676
0.99682,0.00681502,74.8082,498.91,4640.64467512,0.00373605,99.6291625109,0.1,3240.71,11550.0219907,4640.64467512,1.07522,4644.27,100,99.7813011405,4640.64467512,0.0107865,100,0.01,3.75992e-07,1.00219,11550.0219907,1,0.679335
1.00064,0.00976538,19.2274,500.0,4652.95417048,0.00010484,99.9896352347,0.1,3249.62,378.825613789,4652.95417048,1.03164,4653.06,100,99.9927883581,4652.95417048,0.0103098,100,0.01,1.04706e-08,1.00007,378.825613789,1,0.977159
0.998859,0.00919377,22.8047,500.0,4651.96058431,0.000238868,99.9763107924,0.1,3250.18,552.894373659,4651.96058431,1.03372,4652.17,100,99.983611409,4651.96058431,0.010349,100,0.01,2.39414e-08,1.00016,552.894373659,1,0.918328
1.00012,0.00962615,18.04,500.0,4653.43306465,8.86928e-05,99.9912163951,0.1,3250.63,334.146826079,4653.43306465,1.01336,4653.51,100,99.9947550664,4653.43306465,0.0101324,100,0.01,8.86713e-09,1.00005,334.146826079,1,0.962731
1.00043,0.00976413,17.0596,500.0,4654.97543336,7.89724e-05,99.9921913402,0.1,3252.92,298.438706745,4654.97543336,1.01539,4655.06,100,99.9939326153,4654.97543336,0.0101495,100,0.01,7.8904e-09,1.00006,298.438706745,1,0.976836
0.999756,0.00980596,14.7447,500.0,4652.8551312,3.28181e-05,99.9967300868,0.1,3250.87,220.467732289,4652.8551312,1.00986,4652.89,100,99.9972821021,4652.8551312,0.010101,100,0.01,3.28341e-09,1.00003,220.467732289,1,0.980357
0.999957,0.00955159,19.6464,500.0,4651.91628919,0.000139551,99.9861534901,0.1,3249.82,400.936808718,4651.91628919,1.01753,4652.05,100,99.9908813209,4651.91628919,0.0101757,100,0.01,1.39563e-08,1.00009,400.936808718,1,0.955118
0.998907,0.00979864,15.9661,500.0,4653.49919989,5.50771e-05,99.9945201433,0.1,3250.96,260.379650459,4653.49919989,1.01576,4653.56,100,99.9959470484,4653.49919989,0.0101687,100,0.01,5.51978e-09,1.00004,260.379650459,1,0.978793
0.999563,0.00984454,18.2453,500.0,4653.4033815,2.87395e-05,99.9971606842,0.1,3250.84,338.629601648,4653.4033815,1.01315,4653.44,100,99.9976039507,4653.4033815,0.010136,100,0.01,2.87647e-09,1.00002,338.629601648,1,0.984023
0.999348,0.00982816,15.5711,500.0,4655.96810964,5.43902e-05,99.9946256161,0.1,3253.25,248.874722443,4655.96810964,1.0235,4656.03,100,99.99567289,4655.96810964,0.0102416,100,0.01,5.44612e-09,1.00004,248.874722443,1,0.982175
0.999335,0.00967613,18.527,500.0,4653.68727325,9.63055e-05,99.9904652265,0.1,3250.88,353.826824124,4653.68727325,1.02244,4653.79,100,99.9923235111,4653.68727325,0.0102312,100,0.01,9.64338e-09,1.00008,353.826824124,1,0.966969
0.996144,0.00740328,57.6994,499.18,4643.15871821,0.00188091,99.8127268549,0.1,3242.22,5888.10479052,4643.15871821,1.06984,4645.3,100,99.8571294227,4643.15871821,0.0107398,100,0.01,1.8955e-07,1.00143,5888.10479052,1,0.737473
1.00054,0.00973976,21.1978,500.0,4651.8940229,6.02004e-05,99.994044913,0.1,3249.7,463.484559235,4651.8940229,1.01625,4651.98,100,99.9945047537,4651.8940229,0.010157,100,0.01,6.01357e-09,1.00005,463.484559235,1,0.9745
0.999712,0.00977348,15.4783,500.0,4655.27307199,4.74447e-05,99.9952762127,0.1,3253.6,245.495020871,4655.27307199,1.02296,4655.32,100,99.9966741714,4655.27307199,0.0102325,100,0.01,4.74721e-09,1.00003,245.495020871,1,0.977067
0.999695,0.00950493,20.1187,500.0,4652.89767654,0.00010576,99.9895529875,0.1,3250.62,429.056894575,4652.89767654,1.02179,4653.02,100,99.9919897774,4652.89767654,0.010221,100,0.01,1.05825e-08,1.00008,429.056894575,1,0.950203
1.00014,0.00964345,18.7605,500.0,4651.73504118,9.96129e-05,99.9901335326,0.1,3249.91,360.374279277,4651.73504118,1.0218,4651.83,100,99.9935631127,4651.73504118,0.0102165,100,0.01,9.95842e-09,1.00006,360.374279277,1,0.964484
1.00102,0.00977936,16.0132,500.0,4656.74603186,5.15784e-05,99.9949356351,0.1,3254.34,263.835545505,4656.74603186,1.01661,4656.81,100,99.9963642489,4656.74603186,0.0101558,100,0.01,5.14731e-09,1.00004,263.835545505,1,0.978935
0.999688,0.00963862,16.3797,500.0,4653.87372469,4.7144e-05,99.9953409639,0.1,3251.99,274.272171066,4653.87372469,1.01144,4653.93,100,99.9969364151,4653.87372469,0.0101175,100,0.01,4.71735e-09,1.00003,274.272171066,1,0.963561
0.999487,0.00981651,14.5172,500.0,4655.61331393,2.09184e-05,99.9979008717,0.1,3253.27,214.306482565,4655.61331393,1.00913,4655.64,100,99.9983310978,4655.61331393,0.0100965,100,0.01,2.09399e-09,1.00002,214.306482565,1,0.981147
1.00077,0.00982927,16.077,500.0,4653.1093206,5.88437e-05,99.9941987545,0.1,3250.46,263.144010937,4653.1093206,1.02628,4653.16,100,99.9964596094,4653.1093206,0.0102549,100,0.01,5.87531e-09,1.00004,263.144010937,1,0.983685
0.999722,0.00904235,24.3718,500.0,4649.46489629,0.000281357,99.9721317111,0.1,3247.43,659.997485741,4649.46489629,1.02427,4649.72,100,99.9805249956,4649.46489629,0.0102456,100,0.01,2.81513e-08,1.00019,659.997485741,1,0.903983
1.00004,0.00965018,17.804,500.0,4654.2347909,8.48461e-05,99.9915894568,0.1,3252.17,325.187483147,4654.2347909,1.02084,4654.32,100,99.9940398908,4654.2347909,0.010208,100,0.01,8.48393e-09,1.00006,325.187483147,1,0.965056
1.00037,0.00970738,16.209,500.0,4656.3172803,7.85134e-05,99.9922137105,0.1,3253.9,270.6972115,4656.3172803,1.01247,4656.38,100,99.9946835483,4656.3172803,0.0101209,100,0.01,7.84556e-09,1.00005,270.6972115,1,0.971096
1.00055,0.00925238,47.2201,499.56,4648.53683737,0.000332133,99.9671779232,0.1,3247.1,2572.57204933,4648.53683737,1.03996,4648.96,100,99.9728753252,4648.53683737,0.0103938,100,0.01,3.31765e-08,1.00027,2572.57204933,1,0.925751
0.999258,0.00973489,18.1539,500.0,4653.61217579,4.75296e-05,99.9952549805,0.1,3251.54,341.427285624,4653.61217579,1.00863,4653.67,100,99.9966622513,4653.61217579,0.0100938,100,0.01,4.76002e-09,1.00003,341.427285624,1,0.972767
1.00037,0.0094572,20.6969,500.0,4652.43078242,0.000156697,99.9844894247,0.1,3250.45,447.828489559,4652.43078242,1.02865,4652.59,100,99.9892603965,4652.43078242,0.0102827,100,0.01,1.5658e-08,1.00011,447.828489559,1,0.946075
1.00615,0.00517865,148.695,496.95,4627.18733895,0.00912245,99.1157690043,0.1,3233.97,81455.4107156,4627.18733895,1.1622,4641.28,100,99.2436356409,4627.18733895,0.011551,100,0.01,9.01124e-07,1.00762,81455.4107156,1,0.521051
0.99954,0.00957395,22.0074,500.0,4652.49730362,0.000148677,99.9852281426,0.1,3249.89,504.775175754,4652.49730362,1.02125,4652.63,100,99.9896537042,4652.49730362,0.0102172,100,0.01,1.48814e-08,1.0001,504.775175754,1,0.956954
0.999359,0.00968937,20.683,500.0,4650.75043714,4.06027e-05,99.9959883031,0.1,3248.59,436.133056318,4650.75043714,1.0102,4650.81,100,99.9967814528,4650.75043714,0.0101085,100,0.01,4.06548e-09,1.00003,436.133056318,1,0.968316
0.997179,0.00889382,23.7468,500.0,4652.802431,0.000567046,99.9435482333,0.1,3250.75,629.397025961,4652.802431,1.02578,4653.18,100,99.9718506919,4652.802431,0.0102868,100,0.01,5.70258e-08,1.00028,629.397025961,1,0.886874
0.997352,0.00875306,21.1642,500.0,4650.69060047,0.000413047,99.9589072699,0.1,3248.44,499.441681976,4650.69060047,1.03562,4651.01,100,99.9784039416,4650.69060047,0.0103837,100,0.01,4.15244e-08,1.00022,499.441681976,1,0.872988
0.999478,0.00975223,12.542,500.0,4658.74578174,2.72835e-05,99.9973207386,0.1,3254.82,160.572799445,4658.74578174,1.01115,4658.78,100,99.9979258014,4658.74578174,0.0101167,100,0.01,2.7312e-09,1.00002,160.572799445,1,0.974715
1.00089,0.00978432,15.7473,500.0,4655.89106265,5.54874e-05,99.9945043335,0.1,3253.82,254.595397192,4655.89106265,1.02106,4655.94,100,99.9952318558,4655.89106265,0.0102015,100,0.01,5.53885e-09,1.00005,254.595397192,1,0.979304
0.999676,0.00972291,22.5548,500.0,4654.46262218,8.58633e-05,99.9915139042,0.1,3252.1,531.302491886,4654.46262218,1.01761,4654.57,100,99.9927526005,4654.46262218,0.0101794,100,0.01,8.59189e-09,1.00007,531.302491886,1,0.971976
0.998734,0.00964289,19.0789,500.0,4655.19296521,0.000120738,99.9880306613,0.1,3252.44,376.612464743,4655.19296521,1.03217,4655.3,100,99.9915606946,4655.19296521,0.0103348,100,0.01,1.21044e-08,1.00008,376.612464743,1,0.963069
0.999648,0.00976998,15.4562,500.0,4655.33275513,4.49406e-05,99.9955620915,0.1,3252.88,243.970285942,4655.33275513,1.01384,4655.38,100,99.9966622513,4655.33275513,0.010142,100,0.01,4.49723e-09,1.00003,243.970285942,1,0.976654
1.00071,0.00970224,18.6481,500.0,4651.85522813,4.64924e-05,99.995421944,0.1,3248.43,354.591753838,4651.85522813,1.013,4651.91,100,99.9956013707,4651.85522813,0.0101228,100,0.01,4.64267e-09,1.00004,354.591753838,1,0.97091
0.999094,0.00979831,15.1374,500.0,4656.09553588,3.9259e-05,99.9961246823,0.1,3253.58,233.248890995,4656.09553588,1.01262,4656.13,100,99.9972225007,4656.09553588,0.0101354,100,0.01,3.93303e-09,1.00003,233.248890995,1,0.978943
1.00074,0.00963825,16.2019,500.0,4654.08924052,6.93128e-05,99.9931694895,0.1,3251.67,270.343097078,4654.08924052,1.01587,4654.16,100,99.99567289,4654.08924052,0.0101511,100,0.01,6.92099e-09,1.00004,270.343097078,1,0.964541
1.00034,0.00963572,21.3532,499.85,4654.38913662,0.000136469,99.9865019369,0.1,3251.75,479.496831977,4654.38913662,1.04938,4654.52,100,99.9896894596,4654.38913662,0.0104902,100,0.01,1.36376e-08,1.0001,479.496831977,1,0.9639
0.999469,0.00964853,15.6762,500.0,4654.20431134,8.39555e-05,99.9916495329,0.1,3251.71,252.483406091,4654.20431134,1.01664,4654.29,100,99.9943617185,4654.20431134,0.0101718,100,0.01,8.40447e-09,1.00006,252.483406091,1,0.964341
1.00047,0.00983866,14.9551,500.0,4655.09798507,3.72143e-05,99.9963092135,0.1,3252.26,227.480639976,4655.09798507,1.0163,4655.13,100,99.9979496423,4655.09798507,0.0101583,100,0.01,3.71792e-09,1.00002,227.480639976,1,0.984329
0.99984,0.00940871,17.7198,500.0,4656.87923387,0.000164938,99.9837182553,0.1,3254.63,333.098102175,4656.87923387,1.01927,4657.02,100,99.9899993408,4656.87923387,0.0101943,100,0.01,1.64991e-08,1.0001,333.098102175,1,0.940721
0.999906,0.00985659,13.4237,500.0,4655.49189448,2.14153e-05,99.9979017526,0.1,3253.25,182.548623761,4655.49189448,1.00791,4655.52,100,99.9984264621,4655.49189448,0.0100801,100,0.01,2.14193e-09,1.00002,182.548623761,1,0.985567
0.999238,0.0098047,13.3557,500.0,4655.62232766,3.88876e-05,99.9961176074,0.1,3253.43,180.94320375,4655.62232766,1.01618,4655.67,100,99.9971390589,4655.62232766,0.0101695,100,0.01,3.89469e-09,1.00003,180.94320375,1,0.979723
0.999782,0.00970692,22.9541,500.0,4653.50897405,0.000116876,99.9884399514,0.1,3250.95,543.734524348,4653.50897405,1.02637,4653.64,100,99.9909647523,4653.50897405,0.0102659,100,0.01,1.16927e-08,1.00009,543.734524348,1,0.97048
1.00091,0.00969571,15.9404,500.0,4654.77714673,6.91558e-05,99.993162996,0.1,3252.8,259.010363527,4654.77714673,1.02047,4654.84,100,99.9951603371,4654.77714673,0.0101954,100,0.01,6.90303e-09,1.00005,259.010363527,1,0.970452
0.997605,0.0071257,63.0417,499.11,4647.72102514,0.00214328,99.7872252144,0.1,3246.66,7637.25814918,4647.72102514,1.05088,4650.31,100,99.8389576749,4647.72102514,0.010534,100,0.01,2.15358e-07,1.00161,7637.25814918,1,0.710864
