AvgDiscRet,VanillaAvgRet,MinVanillaIw,Bound,MinNormIw,BatchSize,eRenyi2,MaxNormIw,AvgEpLen,AvgRet,ESSRenyi,VarVanillaIw,VarDiscRet,AvgNormIw,Delta,MaxVanillaIw,VarNormIw,EpsThisIter,J,VarRet,VarJ,IterType,AvgVanillaIw,ESSClassic
-74.5559942412,-74.5559942412,0.115088,-114.221,0.00118779,100,1.11342,0.0148492,105.78,-74.5559942412,89.8134535898,0.140258,2610.68974257,0.01,0.5,1.43878,1.49398e-05,100,-70.2041,2610.68974257,36.7652,1,0.968926,87.1152564989
-78.9567281856,-78.9567281856,0.747575,-118.843,0.00693652,100,1.072,0.0277647,110.98,-78.9567281856,93.2834552855,0.139315,4924.16854176,0.01,0.5,2.9923,1.19943e-05,100,-75.653,4924.16854176,57.4804,1,1.07774,89.3860309577
-72.9340413798,-72.9340413798,0.483126,-113.588,0.00474033,100,1.03675,0.0189529,103.98,-72.9340413798,96.455239412,0.0397207,2550.52469642,0.01,0.5,1.93164,3.82396e-06,100,-71.1136,2550.52469642,44.0945,1,1.01918,96.3523635036
-96.1806458661,-96.1806458661,0.44483,-135.147,0.00448024,100,1.15333,0.0256477,129.81,-96.1806458661,86.7055986692,0.139456,10447.2698126,0.01,0.5,2.54648,1.41466e-05,100,-90.3488,10447.2698126,93.3228,1,0.99287,87.7153579953
-79.943191064,-79.943191064,0.821419,-120.539,0.00847712,100,1.03972,0.0151917,111.1,-79.943191064,96.1793603596,0.0198017,6157.33618845,0.01,0.5,1.47206,2.10897e-06,100,-78.0037,6157.33618845,69.5489,1,0.968984,97.9548228338
-73.9629490742,-73.9629490742,0.668621,-114.597,0.0066796,100,1.04804,0.0194837,103.95,-73.9629490742,95.4159746249,0.0450193,3786.76160915,0.01,0.5,1.95029,4.49304e-06,100,-71.8929,3786.76160915,51.9128,1,1.00099,95.7413064761
-76.6730180423,-76.6730180423,0.695183,-117.029,0.00705764,100,1.05246,0.0246393,107.11,-76.6730180423,95.015760622,0.0725755,4995.25695343,0.01,0.5,2.42699,7.48017e-06,100,-74.2347,4995.25695343,60.356,1,0.985007,93.1052179615
-73.894986086,-73.894986086,0.702608,-114.648,0.00697519,100,1.04086,0.0222725,104.08,-73.894986086,96.0746808537,0.0512658,3818.78295527,0.01,0.5,2.2435,5.05259e-06,100,-72.0908,3818.78295527,54.7209,1,1.0073,95.2362058234
-62.3964991666,-62.3964991666,0.512971,-71.1144,0.00510649,100,1.03122,0.0126857,90.29,-62.3964991666,96.9720622098,0.0320906,91.7807079951,0.01,0.5,1.27434,3.18007e-06,100,-62.1063,91.7807079951,9.59174,1,1.00455,96.9478318915
-69.9592192072,-69.9592192072,0.0827523,-108.75,0.000860077,100,1.12373,0.0156058,99.68,-69.9592192072,88.9892768692,0.152209,2598.82124756,0.01,0.5,1.50151,1.6442e-05,100,-64.5312,2598.82124756,19.4175,1,0.96215,86.0011047358
-65.2550203361,-65.2550203361,0.936011,-106.856,0.00941905,100,1.00471,0.0122273,93.75,-65.2550203361,99.5312356878,0.0033798,1393.99144693,0.01,0.5,1.21508,3.4225e-07,100,-65.0473,1393.99144693,35.3946,1,0.993743,99.6623287446
-81.1035364822,-81.1035364822,0.121017,-121.511,0.00120422,100,1.08273,0.0193669,112.47,-81.1035364822,92.3590127022,0.087477,6121.40774313,0.01,0.5,1.94625,8.66194e-06,100,-78.106,6121.40774313,67.4295,1,1.00494,92.1019660079
-75.7644704701,-75.7644704701,0.473083,-116.752,0.00481448,100,1.029,0.0169256,105.84,-75.7644704701,97.1821535154,0.028377,4996.38599288,0.01,0.5,1.66315,2.93894e-06,100,-74.4383,4996.38599288,65.1206,1,0.982625,97.1727356581
-76.7326100019,-76.7326100019,0.00961194,-112.572,0.000100207,100,1.18759,0.0194014,107.2,-76.7326100019,84.2038146743,0.172989,4975.30760175,0.01,0.5,1.861,1.88016e-05,100,-67.1213,4975.30760175,34.859,1,0.959206,84.3073766517
-66.5422075284,-66.5422075284,0.655375,-107.996,0.00653974,100,1.01212,0.0133144,95.76,-66.5422075284,98.8024312494,0.0123666,1357.92129525,0.01,0.5,1.33429,1.23138e-06,100,-66.0304,1357.92129525,32.9161,1,1.00214,98.7956092932
-73.5742118174,-73.5742118174,0.846517,-114.765,0.00825909,100,1.02279,0.0168782,103.9,-73.5742118174,97.7720474964,0.0235173,3812.58691005,0.01,0.5,1.72993,2.23862e-06,100,-72.5783,3812.58691005,56.9577,1,1.02495,97.8318049603
-77.5789124903,-77.5789124903,0.226373,-117.334,0.0023066,100,1.09527,0.0144238,108.69,-77.5789124903,91.3018937131,0.103864,4951.60126725,0.01,0.5,1.41558,1.07835e-05,100,-73.6793,4951.60126725,56.0379,1,0.981415,90.3541185125
-77.4627543049,-77.4627543049,0.444926,-117.972,0.0042473,100,1.06398,0.0162979,109.06,-77.4627543049,93.9869727453,0.0569022,4955.40206491,0.01,0.5,1.70728,5.18537e-06,100,-74.9474,4955.40206491,59.1973,1,1.04755,95.1171611233
-76.3326869343,-76.3326869343,0.400767,-117.155,0.0040903,100,1.02827,0.0160519,106.17,-76.3326869343,97.2508116979,0.0286332,4978.51156535,0.01,0.5,1.57277,2.98261e-06,100,-74.8549,4978.51156535,65.7913,1,0.979799,97.1319061459
-81.7932148397,-81.7932148397,0.501808,-121.939,0.00512939,100,1.05599,0.0192216,113.1,-81.7932148397,94.6981782082,0.0435065,6088.38714323,0.01,0.5,1.88045,4.54582e-06,100,-79.0785,6088.38714323,69.3945,1,0.978298,95.6934463459
-78.1645792846,-78.1645792846,0.335887,-119.163,0.00340975,100,1.05467,0.0145152,109.18,-78.1645792846,94.8163687669,0.0647299,4974.75372644,0.01,0.5,1.42986,6.67059e-06,100,-76.3236,4974.75372644,61.4627,1,0.985077,93.8051741829
-70.4988822637,-70.4988822637,0.536458,-111.533,0.0054011,100,1.03409,0.0136738,100.7,-70.4988822637,96.7031213777,0.0330875,2586.00714261,0.01,0.5,1.35814,3.35395e-06,100,-69.1164,2586.00714261,44.1539,1,0.993238,96.7863208502
-79.387118703,-79.387118703,0.207344,-118.579,0.0020249,100,1.08033,0.0140443,110.06,-79.387118703,92.5641341963,0.0972902,6136.47516079,0.01,0.5,1.4381,9.27879e-06,100,-75.2218,6136.47516079,63.282,1,1.02397,91.5867942776
-84.2338066459,-84.2338066459,0.754691,-124.559,0.00754442,100,1.06044,0.0191479,116.19,-84.2338066459,94.3006430145,0.0426307,7236.00285187,0.01,0.5,1.91542,4.26026e-06,100,-81.6028,7236.00285187,76.4525,1,1.00033,95.95304063
-63.241418608,-63.241418608,0.78175,-72.954,0.00775722,100,1.00905,0.0116529,92.34,-63.241418608,99.1029283218,0.00752207,114.672706445,0.01,0.5,1.17435,7.40652e-07,100,-63.1558,114.672706445,10.7539,1,1.00777,99.2720721915
-80.5451745711,-63.241418608,0.851536,-121.831,0.00851574,200,1.01022,0.0127924,92.34,-63.241418608,197.976388047,0.00819366,6119.23908437,0.01,0.5,1.27918,8.19438e-07,100,-79.9047,114.672706445,75.6679,,0.999956,99.1952913931
-101.202310779,-101.202310779,0.0826349,-109.203,0.000407475,200,1.12561,0.00732896,135.15,-101.202310779,177.682000442,0.124916,12548.4853258,0.005,0.5,1.48629,3.03734e-06,100,-77.9086,12548.4853258,72.2464,1,1.01399,178.43032866
-79.0577970847,-79.0577970847,1.0,-120.772,0.01,200,1.0,0.01,109.68,-79.0577970847,200.0,,6183.29474747,0.01,0.5,1.0,3.50449e-18,100,-79.0578,6183.29474747,78.2398,2,1.0,100.0
-68.6963344339,-68.6963344339,0.494302,-102.582,0.00241657,200,1.0513,0.00968335,98.46,-68.6963344339,190.240494589,0.0614588,2588.75610204,0.005,0.5,1.9807,1.46892e-06,100,-72.3385,2588.75610204,60.4376,1,1.02274,188.95323388
-73.205154143,-73.205154143,1.0,-114.919,0.01,200,1.0,0.01,103.33,-73.205154143,200.0,,3792.20036979,0.01,0.5,1.0,3.50449e-18,100,-73.2052,3792.20036979,61.2722,2,1.0,100.0
-82.9976596947,-82.9976596947,0.772426,-107.045,0.00383842,200,1.03526,0.0159339,114.9,-82.9976596947,193.187524325,0.0503507,7292.79124793,0.005,0.5,3.20647,1.24336e-06,100,-77.0328,7292.79124793,69.665,1,1.00618,190.569477478
-73.4827068642,-73.4827068642,1.0,-115.19,0.01,200,1.0,0.01,103.76,-73.4827068642,200.0,,3790.36229152,0.01,0.5,1.0,3.50449e-18,100,-73.4827,3790.36229152,61.2573,2,1.0,100.0
-81.3716779245,-81.3716779245,0.416492,-105.19,0.00207061,200,1.11698,0.0149407,112.1,-81.3716779245,179.054949535,0.168619,7338.20037253,0.005,0.5,3.00524,4.16762e-06,100,-74.0167,7338.20037253,63.728,1,1.00572,171.545557304
-64.9197353508,-64.9197353508,1.0,-75.1004,0.01,200,1.0,0.01,94.83,-64.9197353508,200.0,,115.14819975,0.01,0.5,1.0,3.50449e-18,100,-64.9197,115.14819975,10.6769,2,1.0,100.0
-77.9099943274,-77.9099943274,0.278398,-99.8362,0.00141954,200,1.05342,0.00908473,109.5,-77.9099943274,189.856946551,0.0596592,4941.7117833,0.005,0.5,1.78168,1.55111e-06,100,-69.5641,4941.7117833,41.4126,1,0.98059,188.371141687
-66.3613063435,-66.3613063435,1.0,-108.072,0.01,200,1.0,0.01,95.45,-66.3613063435,200.0,,1366.71562676,0.01,0.5,1.0,3.50449e-18,100,-66.3613,1366.71562676,36.7838,2,1.0,100.0
-77.9322959919,-77.9322959919,0.340067,-100.615,0.00169288,200,1.07564,0.0086444,109.62,-77.9322959919,185.936089213,0.0758768,4943.48672254,0.005,0.5,1.7365,1.88032e-06,100,-70.0234,4943.48672254,45.6566,1,1.0044,186.074738302
-72.2293972123,-72.2293972123,1.0,-113.943,0.01,200,1.0,0.01,102.39,-72.2293972123,200.0,,3791.99676988,0.01,0.5,1.0,3.50449e-18,100,-72.2294,3791.99676988,61.2705,2,1.0,100.0
-77.8886364293,-77.8886364293,0.608761,-103.406,0.00305662,200,1.06198,0.0100049,108.86,-77.8886364293,188.328032969,0.0458103,4964.60913691,0.005,0.5,1.9926,1.15492e-06,100,-73.0093,4964.60913691,56.8773,1,0.995808,191.21083793
-65.3937199637,-65.3937199637,1.0,-107.103,0.01,200,1.0,0.01,93.77,-65.3937199637,200.0,,1365.26520602,0.01,0.5,1.0,3.50449e-18,100,-65.3937,1365.26520602,36.7643,2,1.0,100.0
-65.7685792205,-65.7685792205,0.644578,-94.7933,0.00320765,200,1.01784,0.00793151,94.99,-65.7685792205,196.495061393,0.0182894,1332.53775655,0.005,0.5,1.59384,4.52919e-07,100,-65.0349,1332.53775655,32.0777,1,1.00475,196.458589539
-79.4910141391,-79.4910141391,1.0,-121.209,0.01,200,1.0,0.01,111.09,-79.4910141391,200.0,,6136.77663389,0.01,0.5,1.0,3.50449e-18,100,-79.491,6136.77663389,77.9449,2,1.0,100.0
-77.0483341338,-77.0483341338,0.000808425,-103.761,4.16603e-06,200,1.24657,0.0105608,107.75,-77.0483341338,160.44080153,0.246948,4977.18648448,0.005,0.5,2.04933,6.558e-06,100,-70.8256,4977.18648448,49.3818,1,0.970258,158.603207743
-69.2791756576,-69.2791756576,1.0,-110.993,0.01,200,1.0,0.01,99.03,-69.2791756576,200.0,,2615.24389103,0.01,0.5,1.0,3.50449e-18,100,-69.2792,2615.24389103,50.8831,2,1.0,100.0
-76.1097719112,-76.1097719112,0.192329,-100.279,0.00094685,200,1.09207,0.00725631,106.44,-76.1097719112,183.137946497,0.0899056,5001.74695059,0.005,0.5,1.47393,2.17902e-06,100,-69.4542,5001.74695059,48.6284,1,1.01562,184.039251679
-81.6253387365,-81.6253387365,1.0,-123.34,0.01,200,1.0,0.01,113.93,-81.6253387365,200.0,,6077.77640208,0.01,0.5,1.0,3.50449e-18,100,-81.6253,6077.77640208,77.5693,2,1.0,100.0
-69.9941852157,-69.9941852157,0.216449,-103.694,0.00108816,200,1.08872,0.0154717,99.93,-69.9941852157,183.701505376,0.113259,2591.63657604,0.005,0.5,3.0775,2.86253e-06,100,-72.9164,2591.63657604,54.2552,1,0.994561,179.544742881
-90.6770294532,-90.6770294532,1.0,-132.391,0.01,200,1.0,0.01,124.02,-90.6770294532,200.0,,9445.33878859,0.01,0.5,1.0,3.50449e-18,100,-90.677,9445.33878859,96.7,2,1.0,100.0
-73.2005669326,-73.2005669326,0.225011,-110.217,0.00113575,200,1.08905,0.0097582,103.14,-73.2005669326,183.646448851,0.0874157,3797.5658954,0.005,0.5,1.93327,2.22712e-06,100,-79.4349,3797.5658954,73.0415,1,0.990588,183.71561764
-80.860555266,-80.860555266,1.0,-122.575,0.01,200,1.0,0.01,111.85,-80.860555266,200.0,,6120.14507792,0.01,0.5,1.0,3.50449e-18,100,-80.8605,6120.14507792,77.8392,2,1.0,100.0
-71.884865476,-71.884865476,0.500035,-104.91,0.00255635,200,1.05941,0.00990226,102.07,-71.884865476,188.784412597,0.0536616,3796.51819107,0.005,0.5,1.93693,1.40251e-06,100,-74.5503,3796.51819107,62.5716,1,0.978023,189.426183798
-84.3035076539,-84.3035076539,1.0,-126.018,0.01,200,1.0,0.01,116.24,-84.3035076539,200.0,,7252.97025084,0.01,0.5,1.0,3.50449e-18,100,-84.3035,7252.97025084,84.7375,2,1.0,100.0
-83.0272187741,-83.0272187741,0.877893,-112.908,0.00448915,200,1.01771,0.00919768,114.32,-83.0272187741,196.519044426,0.0122906,7270.80770172,0.005,0.5,1.79869,3.21378e-07,100,-83.1515,7270.80770172,83.2166,1,0.977795,197.474135856
-77.4604870039,-77.4604870039,1.0,-119.174,0.01,200,1.0,0.01,108.52,-77.4604870039,200.0,,4969.5535124,0.01,0.5,1.0,3.50449e-18,100,-77.4605,4969.5535124,70.1417,2,1.0,100.0
-68.4392733388,-68.4392733388,0.244885,-101.789,0.00122631,200,1.05445,0.00891942,97.32,-68.4392733388,189.672999457,0.0617818,2587.24130266,0.005,0.5,1.78114,1.54931e-06,100,-71.501,2587.24130266,57.1571,1,0.998463,188.383795418
-78.0380259056,-78.0380259056,1.0,-119.752,0.01,200,1.0,0.01,108.48,-78.0380259056,200.0,,6216.44896983,0.01,0.5,1.0,3.50449e-18,100,-78.038,6216.44896983,78.4492,2,1.0,100.0
-77.1516704389,-77.1516704389,0.595916,-106.041,0.00297226,200,1.06854,0.0186014,108.57,-77.1516704389,187.171597675,0.134822,4956.45916514,0.005,0.5,3.72945,3.35399e-06,100,-75.5501,4956.45916514,65.055,1,1.00246,176.446451275
-76.8754763494,-76.8754763494,1.0,-118.589,0.01,200,1.0,0.01,107.71,-76.8754763494,200.0,,4965.67926761,0.01,0.5,1.0,3.50449e-18,100,-76.8755,4965.67926761,70.1143,2,1.0,100.0
-69.3616719857,-69.3616719857,0.36425,-101.633,0.00179039,200,1.06973,0.00904685,98.92,-69.3616719857,186.962682831,0.0727677,2605.10431101,0.005,0.5,1.84055,1.75807e-06,100,-71.1258,2605.10431101,51.6668,1,1.01723,186.920974727
-65.6350616117,-65.6350616117,1.0,-107.349,0.01,200,1.0,0.01,94.5,-65.6350616117,200.0,,1375.00902335,0.01,0.5,1.0,3.50449e-18,100,-65.6351,1375.00902335,36.8952,2,1.0,100.0
-69.5547626606,-69.5547626606,0.0640589,-95.2556,0.000319881,200,1.10185,0.00741993,99.02,-69.5547626606,181.512295928,0.108472,2633.60424332,0.005,0.5,1.4859,2.7048e-06,100,-64.2937,2633.60424332,22.1594,1,1.00129,180.562301068
-79.8035608943,-79.8035608943,1.0,-121.518,0.01,200,1.0,0.01,110.62,-79.8035608943,200.0,,6166.89481771,0.01,0.5,1.0,3.50449e-18,100,-79.8036,6166.89481771,78.1359,2,1.0,100.0
-72.5344176745,-72.5344176745,0.0977452,-103.935,0.00047549,200,1.09793,0.00819496,102.48,-72.5344176745,182.160528297,0.0894683,3814.47339929,0.005,0.5,1.68462,2.11719e-06,100,-73.0276,3814.47339929,58.7747,1,1.02784,184.456905512
-69.6515539926,-69.6515539926,1.0,-111.364,0.01,200,1.0,0.01,99.66,-69.6515539926,200.0,,2576.6866979,0.01,0.5,1.0,3.50449e-18,100,-69.6516,2576.6866979,50.5066,2,1.0,100.0
-69.802936691,-69.802936691,0.720059,-98.7687,0.00361444,200,1.02878,0.00841284,99.61,-69.802936691,194.404643589,0.0271065,2582.87181957,0.005,0.5,1.67598,6.82998e-07,100,-68.8512,2582.87181957,46.2253,1,0.996087,194.707245795
-76.4010846744,-76.4010846744,1.0,-118.115,0.01,200,1.0,0.01,107.06,-76.4010846744,200.0,,4975.62725657,0.01,0.5,1.0,3.50449e-18,100,-76.4011,4975.62725657,70.1845,2,1.0,100.0
-69.8545218565,-69.8545218565,0.502728,-101.917,0.00250454,200,1.04563,0.0116443,99.38,-69.8545218565,191.271793411,0.0628766,2633.19455943,0.005,0.5,2.33731,1.56056e-06,100,-71.7556,2633.19455943,54.8206,1,1.00363,188.304471879
-76.838082709,-76.838082709,1.0,-118.552,0.01,200,1.0,0.01,107.85,-76.838082709,200.0,,4960.85882541,0.01,0.5,1.0,3.50449e-18,100,-76.8381,4960.85882541,70.0803,2,1.0,100.0
-84.728163211,-84.728163211,0.140117,-107.276,0.000729363,200,1.18737,0.00983476,116.8,-84.728163211,168.439432813,0.187108,7223.32259337,0.005,0.5,1.88935,5.06987e-06,100,-75.1355,7223.32259337,63.0109,1,0.960546,166.419775969
-78.2475820467,-78.2475820467,1.0,-119.961,0.01,200,1.0,0.01,109.58,-78.2475820467,200.0,,4951.80483147,0.01,0.5,1.0,3.50449e-18,100,-78.2476,4951.80483147,70.0163,2,1.0,100.0
-74.5348337081,-74.5348337081,0.828039,-105.071,0.00417144,200,1.04363,0.011114,105.08,-74.5348337081,191.639126821,0.0362063,3770.49384135,0.005,0.5,2.20614,9.18873e-07,100,-74.9376,3770.49384135,59.7899,1,0.992509,192.94385438
-70.4651266871,-70.4651266871,1.0,-112.179,0.01,200,1.0,0.01,100.28,-70.4651266871,200.0,,2597.85468643,0.01,0.5,1.0,3.50449e-18,100,-70.4651,2597.85468643,50.7137,2,1.0,100.0
-72.0187751354,-72.0187751354,0.788916,-100.288,0.00395492,200,1.03015,0.0104573,101.65,-72.0187751354,194.147214393,0.0330581,3803.31781267,0.005,0.5,2.08598,8.30794e-07,100,-70.3507,3803.31781267,51.243,1,0.997384,193.598569042
-68.7003725201,-68.7003725201,1.0,-110.414,0.01,200,1.0,0.01,97.27,-68.7003725201,200.0,,2603.89209161,0.01,0.5,1.0,3.50449e-18,100,-68.7004,2603.89209161,50.7726,2,1.0,100.0
-75.7844916588,-75.7844916588,0.369221,-100.593,0.00181638,200,1.04788,0.0100911,106.39,-75.7844916588,190.861191879,0.0517439,4981.32889771,0.005,0.5,2.05125,1.25228e-06,100,-70.3994,4981.32889771,54.0214,1,1.01636,190.505175519
-77.186551604,-77.186551604,1.0,-118.9,0.01,200,1.0,0.01,107.71,-77.186551604,200.0,,4989.99076583,0.01,0.5,1.0,3.50449e-18,100,-77.1865,4989.99076583,70.2858,2,1.0,100.0
-69.4118754935,-69.4118754935,0.560075,-102.353,0.00281424,200,1.02637,0.00832124,98.71,-69.4118754935,194.8608819,0.028175,2595.52664509,0.005,0.5,1.65605,7.11366e-07,100,-72.4705,2595.52664509,56.9687,1,0.995074,194.493477103
-69.7218141925,-69.7218141925,1.0,-111.436,0.01,200,1.0,0.01,99.55,-69.7218141925,200.0,,2583.14797266,0.01,0.5,1.0,3.50449e-18,100,-69.7218,2583.14797266,50.5699,2,1.0,100.0
-70.9013257229,-70.9013257229,0.454267,-98.9087,0.00222482,200,1.05568,0.00718594,101.08,-70.9013257229,189.450679149,0.0446479,2604.33270505,0.005,0.5,1.46723,1.07095e-06,100,-68.6022,2604.33270505,39.439,1,1.02091,191.823752724
-71.610727386,-71.610727386,1.0,-113.325,0.01,200,1.0,0.01,100.67,-71.610727386,200.0,,3820.1228715,0.01,0.5,1.0,3.50449e-18,100,-71.6107,3820.1228715,61.4973,2,1.0,100.0
-71.5618119407,-71.5618119407,0.010749,-98.7575,5.60427e-05,200,1.22295,0.00962757,100.4,-71.5618119407,163.538715053,0.236353,3830.27280026,0.005,0.5,1.84657,6.42485e-06,100,-66.1383,3830.27280026,35.4234,1,0.959001,159.272576829
-79.6401477662,-79.6401477662,1.0,-121.354,0.01,200,1.0,0.01,110.36,-79.6401477662,200.0,,6162.252038,0.01,0.5,1.0,3.50449e-18,100,-79.6402,6162.252038,78.1065,2,1.0,100.0
-69.7878009067,-69.7878009067,0.458764,-103.538,0.00226986,200,1.04661,0.00854822,99.75,-69.7878009067,191.093083469,0.0373122,2581.13273928,0.005,0.5,1.72769,9.13414e-07,100,-73.3617,2581.13273928,61.2264,1,1.01056,192.984316471
-72.8800079669,-72.8800079669,1.0,-114.594,0.01,200,1.0,0.01,102.85,-72.8800079669,200.0,,3795.41549335,0.01,0.5,1.0,3.50449e-18,100,-72.88,3795.41549335,61.2981,2,1.0,100.0
-80.9848613179,-80.9848613179,0.0993376,-103.018,0.000512522,200,1.13607,0.00839116,111.6,-80.9848613179,176.045026317,0.146323,7364.72998155,0.005,0.5,1.62638,3.89503e-06,100,-71.5757,7364.72998155,62.2079,1,0.969106,173.15694346
-75.4147794192,-75.4147794192,1.0,-117.128,0.01,200,1.0,0.01,105.63,-75.4147794192,200.0,,4999.42859781,0.01,0.5,1.0,3.50449e-18,100,-75.4148,4999.42859781,70.3522,2,1.0,100.0
-81.4710695454,-81.4710695454,0.0908875,-105.611,0.000467439,200,1.22227,0.0106201,113.32,-81.4710695454,163.629534707,0.213761,6098.96045415,0.005,0.5,2.06495,5.65419e-06,100,-73.001,6098.96045415,55.845,1,0.972186,163.260377934
-73.5724861066,-73.5724861066,1.0,-115.287,0.01,200,1.0,0.01,103.6,-73.5724861066,200.0,,3794.6054305,0.01,0.5,1.0,3.50449e-18,100,-73.5725,3794.6054305,61.2916,2,1.0,100.0
-82.1440153801,-82.1440153801,0.376991,-105.98,0.00192958,200,1.07053,0.00892011,112.9,-82.1440153801,186.822964776,0.0570196,7328.15672071,0.005,0.5,1.74276,1.49378e-06,100,-75.4612,7328.15672071,67.2742,1,0.976874,188.776724017
-72.3793860616,-72.3793860616,1.0,-114.092,0.01,200,1.0,0.01,102.19,-72.3793860616,200.0,,3806.06628902,0.01,0.5,1.0,3.50449e-18,100,-72.3794,3806.06628902,61.3841,2,1.0,100.0
-75.4128295989,-75.4128295989,0.473593,-102.64,0.00234224,200,1.05087,0.0101363,105.47,-75.4128295989,190.319307377,0.0684478,5012.1797471,0.005,0.5,2.04953,1.67421e-06,100,-72.404,5012.1797471,57.8417,1,1.01098,187.505895596
-72.5754698366,-72.5754698366,1.0,-114.29,0.01,200,1.0,0.01,102.5,-72.5754698366,200.0,,3804.22422783,0.01,0.5,1.0,3.50449e-18,100,-72.5755,3804.22422783,61.3692,2,1.0,100.0
-67.3315909097,-67.3315909097,0.89273,-99.2509,0.00444684,200,1.01266,0.00930686,96.96,-67.3315909097,197.499439953,0.0154584,1378.28512059,0.005,0.5,1.86841,3.83555e-07,100,-69.5684,1378.28512059,48.4156,1,1.00378,196.992767493
-72.2081929463,-72.2081929463,1.0,-113.922,0.01,200,1.0,0.01,101.98,-72.2081929463,200.0,,3806.51565423,0.01,0.5,1.0,3.50449e-18,100,-72.2082,3806.51565423,61.3877,2,1.0,100.0
-77.1390635891,-77.1390635891,0.271509,-102.956,0.0013559,200,1.10907,0.00846914,107.03,-77.1390635891,180.331122674,0.11046,6218.60887828,0.005,0.5,1.69589,2.75479e-06,100,-71.8924,6218.60887828,61.0931,1,1.00122,180.23850194
-72.9948271301,-72.9948271301,1.0,-114.709,0.01,200,1.0,0.01,102.91,-72.9948271301,200.0,,3806.79524389,0.01,0.5,1.0,3.50449e-18,100,-72.9948,3806.79524389,61.39,2,1.0,100.0
-76.605829251,-76.605829251,0.530958,-103.109,0.00260691,200,1.0664,0.00999002,107.23,-76.605829251,187.546605184,0.0574585,4965.22557093,0.005,0.5,2.0347,1.38512e-06,100,-72.649,4965.22557093,57.6855,1,1.01837,189.550573498
-77.7007945791,-77.7007945791,1.0,-119.415,0.01,200,1.0,0.01,109.17,-77.7007945791,200.0,,4963.16308192,0.01,0.5,1.0,3.50449e-18,100,-77.7008,4963.16308192,70.0966,2,1.0,100.0
-71.1885028099,-71.1885028099,0.587814,-103.007,0.00290393,200,1.06457,0.00943441,100.31,-71.1885028099,187.870151897,0.0715247,3820.63688437,0.005,0.5,1.90972,1.74561e-06,100,-72.5734,3820.63688437,58.0534,1,1.0121,187.007552265
-71.4109390414,-71.4109390414,1.0,-113.125,0.01,200,1.0,0.01,100.79,-71.4109390414,200.0,,3811.44167497,0.01,0.5,1.0,3.50449e-18,100,-71.4109,3811.44167497,61.4274,2,1.0,100.0
