AvgNormIw,VanillaAvgRet,IterType,AvgRet,MinNormIw,MaxVanillaIw,delta,ESSRenyi,AvgEpLen,MinVanillaIw,BatchSize,MaxNormIw,VarVanillaIw,J,EpsThisIter,renyi2,ESSClassic,VarNormIw,Bound,VarDiscRet,AvgDiscRet,SamplesThisIter,VarJ,VarRet,AvgVanillaIw
5.55556e-05,-408.284280572,1,-408.284280572,4.6653e-05,1.16548,0.5,0.00082283125306,500.0,0.845549,100,6.4305e-05,0.00218911,-73476.0,100,11.7079,0.583070766909,6.66421e-12,-449.29,5.45258303298,-408.284280572,50000,32.7194,5.45258303298,1.0069
5.55555e-05,-408.899933372,1,-408.899933372,4.63568e-05,1.17527,0.5,0.000818929504309,500.0,0.831407,100,6.55297e-05,0.00211179,-73587.2,100,11.7127,0.599724274247,6.56524e-12,-449.892,5.59447219361,-408.899933372,50000,33.7382,5.59447219361,0.996385
5.55556e-05,-409.485402048,1,-409.485402048,5.3432e-05,1.14481,0.5,0.000828822241652,500.0,0.957894,100,6.38584e-05,0.000150649,-73706.4,100,11.7007,0.566103413415,4.68743e-13,-450.508,0.471316301902,-409.485402048,50000,9.53654,0.471316301902,0.995963
5.55555e-05,-409.075287866,1,-409.075287866,4.83583e-05,1.20019,0.5,0.000805544563229,500.0,0.873633,100,6.64343e-05,0.00161529,-73622.1,100,11.7292,0.585016083233,4.94921e-12,-450.077,3.98178562322,-409.075287866,50000,28.6587,3.98178562322,1.00366
5.55556e-05,-408.988163276,1,-408.988163276,4.82569e-05,1.15761,0.5,0.00080655543049,500.0,0.869405,100,6.42538e-05,0.00160408,-73606.5,100,11.7279,0.582356862037,4.94198e-12,-449.999,4.05987879653,-408.988163276,50000,28.9045,4.05987879653,1.0009
5.55556e-05,-409.777646915,1,-409.777646915,5.28997e-05,1.03646,0.5,0.000803309837357,500.0,0.950826,100,5.7664e-05,0.000115582,-73759.1,100,11.7319,0.562069058592,3.57763e-13,-450.855,0.326839643107,-409.777646915,50000,7.60363,0.326839643107,0.998563
5.55556e-05,-409.17864485,1,-409.17864485,5.20092e-05,1.138,0.5,0.000804516555945,500.0,0.927293,100,6.38271e-05,0.000438406,-73649.4,100,11.7304,0.574545290134,1.37912e-12,-450.205,1.22900194,-409.17864485,50000,15.3924,1.22900194,0.990523
5.55556e-05,-409.484393044,1,-409.484393044,5.37122e-05,1.16197,0.5,0.000799716450536,500.0,0.960517,100,6.49774e-05,0.000308559,-73705.2,100,11.7364,0.570614213814,9.6488e-13,-450.494,0.946299417007,-409.484393044,50000,13.5878,0.946299417007,0.993481
5.55556e-05,-408.832361349,1,-408.832361349,4.89784e-05,1.14696,0.5,0.000802284655986,500.0,0.886062,100,6.34e-05,0.00130485,-73580.8,100,11.7332,0.575659101016,3.98697e-12,-449.84,3.23143262648,-408.832361349,50000,25.5249,3.23143262648,1.00505
5.55556e-05,-409.521048289,1,-409.521048289,5.35843e-05,1.15868,0.5,0.000808291811025,500.0,0.960005,100,6.46735e-05,0.000212444,-73712.4,100,11.7258,0.56740794776,6.6187e-13,-450.558,0.626143768689,-409.521048289,50000,10.9429,0.626143768689,0.99532
5.55556e-05,-409.240476326,1,-409.240476326,5.32652e-05,1.14743,0.5,0.000814403748293,500.0,0.958029,100,6.37958e-05,9.89137e-05,-73662.6,100,11.7182,0.566335102311,3.05764e-13,-450.286,0.368094663313,-409.240476326,50000,8.49297,0.368094663313,0.999224
5.55556e-05,-408.745024786,1,-408.745024786,4.86988e-05,1.14537,0.5,0.000815094479957,500.0,0.879548,100,6.34168e-05,0.00130768,-73564.9,100,11.7174,0.575369709467,4.00883e-12,-449.755,3.17401470937,-408.745024786,50000,25.3809,3.17401470937,1.00339
5.55556e-05,-408.869321227,1,-408.869321227,4.90465e-05,1.14895,0.5,0.00082361791284,500.0,0.881728,100,6.39107e-05,0.00153113,-73585.5,100,11.707,0.578226215185,4.73762e-12,-449.873,4.03858127369,-408.869321227,50000,28.597,4.03858127369,0.998743
5.55556e-05,-409.460935713,1,-409.460935713,5.25946e-05,1.16234,0.5,0.000814547409459,500.0,0.943272,100,6.48094e-05,0.000238212,-73701.3,100,11.718,0.565963866496,7.4058e-13,-450.494,0.729630263534,-409.460935713,50000,11.7905,0.729630263534,0.996375
5.55556e-05,-409.086702857,1,-409.086702857,5.31705e-05,1.04505,0.5,0.00081073211707,500.0,0.958665,100,5.79619e-05,6.77655e-05,-73635.1,100,11.7227,0.561686845434,2.08457e-13,-450.129,0.199435355838,-409.086702857,50000,5.92624,0.199435355838,1.00167
5.55556e-05,-408.981859942,1,-408.981859942,4.95382e-05,1.15323,0.5,0.000809242817417,500.0,0.894598,100,6.38597e-05,0.00129045,-73607.8,100,11.7246,0.574008914167,3.95699e-12,-449.979,3.15311725066,-408.981859942,50000,25.3245,3.15311725066,1.00326
5.55556e-05,-408.739053811,1,-408.739053811,4.8315e-05,1.18143,0.5,0.000812371349414,500.0,0.864812,100,6.60039e-05,0.00156462,-73561.8,100,11.7207,0.589552395251,4.88346e-12,-449.746,4.1376335002,-408.739053811,50000,28.6828,4.1376335002,0.994415
5.55555e-05,-408.501248886,1,-408.501248886,4.51528e-05,1.15972,0.5,0.000817250524062,500.0,0.818757,100,6.39562e-05,0.00267349,-73511.8,100,11.7147,0.580245368328,8.13087e-12,-449.48,6.83584489824,-408.501248886,50000,36.7916,6.83584489824,1.00739
5.55556e-05,-409.285105568,1,-409.285105568,5.31748e-05,1.15495,0.5,0.000830646225242,500.0,0.952471,100,6.4479e-05,0.000331141,-73669.0,100,11.6985,0.568555149407,1.0321e-12,-450.311,1.03511221702,-409.285105568,50000,14.0812,1.03511221702,0.995114
5.55556e-05,-409.4057547,1,-409.4057547,5.40828e-05,1.15089,0.5,0.000832153474065,500.0,0.970065,100,6.41639e-05,0.000122095,-73692.2,100,11.6967,0.562896214712,3.79503e-13,-450.391,0.406518671649,-409.4057547,50000,8.95617,0.406518671649,0.996482
5.55556e-05,-409.672319087,1,-409.672319087,5.36305e-05,1.15781,0.5,0.000829708813044,500.0,0.960612,100,6.46399e-05,0.000219046,-73739.5,100,11.6996,0.564912863287,6.82751e-13,-450.73,0.676011159786,-409.672319087,50000,11.3714,0.676011159786,0.995094
5.55556e-05,-409.142819991,1,-409.142819991,5.29327e-05,1.16184,0.5,0.000819302930666,500.0,0.951633,100,6.46254e-05,0.00021418,-73644.1,100,11.7122,0.563790030113,6.62655e-13,-450.201,0.684179861946,-409.142819991,50000,11.2853,0.684179861946,0.998787
5.55556e-05,-409.690238992,1,-409.690238992,5.37426e-05,1.1484,0.5,0.000823244091101,500.0,0.96236,100,6.41317e-05,0.000181832,-73743.0,100,11.7074,0.565574090656,5.67065e-13,-450.718,0.554492848228,-409.690238992,50000,10.38,0.554492848228,0.994825
5.55556e-05,-408.82524532,1,-408.82524532,4.93526e-05,1.15412,0.5,0.000832294753025,500.0,0.889253,100,6.40526e-05,0.00144313,-73578.4,100,11.6965,0.593027655041,4.44502e-12,-449.838,3.75567488396,-408.82524532,50000,27.5383,3.75567488396,1.00102
5.55556e-05,-409.586637586,1,-409.586637586,5.28189e-05,1.16246,0.5,0.000828985906721,500.0,0.947836,100,6.47788e-05,0.000222822,-73724.0,100,11.7005,0.569299392152,6.91943e-13,-450.651,0.712720636403,-409.586637586,50000,11.7572,0.712720636403,0.996945
5.55556e-05,-409.344655106,1,-409.344655106,4.69805e-05,1.15567,0.5,0.000816176464493,500.0,0.84089,100,6.45674e-05,0.000500332,-73678.4,100,11.7161,0.571361757502,1.56176e-12,-450.836,1.69446286103,-409.344655106,50000,17.9097,1.69446286103,0.994373
5.55556e-05,-409.836692577,1,-409.836692577,5.35119e-05,1.06513,0.5,0.000822266461871,500.0,0.959859,100,5.9381e-05,0.00021852,-73769.0,100,11.7086,0.564215145153,6.79169e-13,-450.909,0.605902959725,-409.836692577,50000,10.4586,0.605902959725,0.996517
5.55556e-05,-409.204333136,1,-409.204333136,5.1532e-05,1.17059,0.5,0.000820576730816,500.0,0.923647,100,6.53095e-05,0.000362407,-73654.2,100,11.7107,0.569753148634,1.12808e-12,-450.271,1.12419747677,-409.204333136,50000,14.5875,1.12419747677,0.995764
5.55556e-05,-408.7010383,1,-408.7010383,4.86669e-05,1.14005,0.5,0.000817799404029,500.0,0.874161,100,6.34697e-05,0.00134723,-73556.5,100,11.7141,0.584273876708,4.17565e-12,-449.716,3.7344981382,-408.7010383,50000,27.2025,3.7344981382,0.997896
5.55556e-05,-408.815878811,1,-408.815878811,4.86003e-05,1.1383,0.5,0.000818482930379,500.0,0.878959,100,6.29404e-05,0.00110593,-73579.0,100,11.7132,0.573830565381,3.38119e-12,-449.84,2.91524548898,-408.815878811,50000,24.1405,2.91524548898,1.00475
5.55556e-05,-408.079689534,1,-408.079689534,4.59544e-05,1.23158,0.5,0.000804680777792,500.0,0.828656,100,6.82995e-05,0.00395909,-73426.9,100,11.7302,0.654647899533,1.21759e-11,-449.282,10.2481938315,-408.079689534,50000,43.2215,10.2481938315,1.00178
5.55555e-05,-409.660473275,1,-409.660473275,5.40028e-05,1.04737,0.5,0.000791598174871,500.0,0.972188,100,5.81792e-05,8.19872e-05,-73738.3,100,11.7466,0.561460941006,2.52975e-13,-450.705,0.234295873845,-409.660473275,50000,6.45453,0.234295873845,1.00014
5.55556e-05,-409.513732983,1,-409.513732983,5.31437e-05,1.14833,0.5,0.00079162005849,500.0,0.948603,100,6.43329e-05,0.000328331,-73710.4,100,11.7466,0.57110607391,1.0305e-12,-450.53,0.961536758445,-409.513732983,50000,13.7884,0.961536758445,0.991653
5.55556e-05,-409.218293239,1,-409.218293239,5.34096e-05,1.04561,0.5,0.00078181560427,500.0,0.962062,100,5.8048e-05,7.7576e-05,-73658.7,100,11.7591,0.560357758324,2.39089e-13,-450.249,0.225618413916,-409.218293239,50000,6.30927,0.225618413916,1.00072
5.55556e-05,-408.658691102,1,-408.658691102,4.89613e-05,1.15966,0.5,0.000782462329482,500.0,0.885801,100,6.40985e-05,0.00128596,-73549.6,100,11.7582,0.585938623956,3.9288e-12,-449.64,3.24781728552,-408.658691102,50000,25.5374,3.24781728552,1.0051
5.55555e-05,-408.93994857,1,-408.93994857,4.98255e-05,1.14524,0.5,0.000777004974835,500.0,0.899563,100,6.34332e-05,0.00120214,-73600.8,100,11.7652,0.576045876414,3.68801e-12,-449.922,3.02157639408,-408.93994857,50000,24.6133,3.02157639408,1.00302
5.55556e-05,-409.603643876,1,-409.603643876,5.34634e-05,1.03751,0.5,0.000778390422392,500.0,0.960948,100,5.77232e-05,0.000108396,-73727.9,100,11.7635,0.563088996349,3.35526e-13,-450.643,0.300190938805,-409.603643876,50000,7.30976,0.300190938805,0.998554
5.55556e-05,-408.807716946,1,-408.807716946,4.97168e-05,1.13833,0.5,0.000774921834301,500.0,0.897436,100,6.3062e-05,0.0011064,-73577.6,100,11.7679,0.57451119851,3.39555e-12,-449.834,2.81599266912,-408.807716946,50000,23.7483,2.81599266912,1.00283
5.55556e-05,-408.598441808,1,-408.598441808,4.43368e-05,1.19747,0.5,0.000765824323729,500.0,0.799277,100,6.64247e-05,0.0019477,-73533.9,100,11.7797,0.577720977827,5.99316e-12,-449.547,4.82888487471,-408.598441808,50000,31.8135,4.82888487471,1.00152
5.55556e-05,-408.636733007,1,-408.636733007,4.93293e-05,1.14364,0.5,0.000758626501977,500.0,0.889961,100,6.33905e-05,0.00108781,-73547.0,100,11.7892,0.579047643023,3.34212e-12,-449.63,2.79465041551,-408.636733007,50000,23.7283,2.79465041551,1.00229
5.55556e-05,-408.83158106,1,-408.83158106,4.68572e-05,1.15507,0.5,0.000760792013015,500.0,0.846059,100,6.39712e-05,0.00127962,-73580.7,100,11.7863,0.568593922184,3.92493e-12,-449.84,3.12572745342,-408.83158106,50000,25.1795,3.12572745342,1.00312
5.55556e-05,-409.652381517,1,-409.652381517,5.35361e-05,1.06311,0.5,0.00076923016827,500.0,0.962984,100,5.91026e-05,9.86551e-05,-73736.7,100,11.7753,0.562524113228,3.04913e-13,-450.7,0.270987782169,-409.652381517,50000,6.95072,0.270987782169,0.999308
5.55556e-05,-409.780615831,1,-409.780615831,5.40777e-05,1.03434,0.5,0.000769660928283,500.0,0.971732,100,5.75618e-05,0.000112995,-73759.7,100,11.7747,0.561790025378,3.49947e-13,-450.821,0.319060942892,-409.780615831,50000,7.57266,0.319060942892,0.998287
5.55556e-05,-409.433351956,1,-409.433351956,5.39218e-05,1.04214,0.5,0.000769326287747,500.0,0.969736,100,5.79477e-05,7.5203e-05,-73697.5,100,11.7752,0.560478276974,2.32518e-13,-450.464,0.207785194892,-409.433351956,50000,6.07075,0.207785194892,0.999119
5.55555e-05,-408.943801464,1,-408.943801464,4.81378e-05,1.15123,0.5,0.000771165634931,500.0,0.87062,100,6.36531e-05,0.0014572,-73600.0,100,11.7728,0.583782599571,4.45487e-12,-449.967,3.47014735694,-408.943801464,50000,26.4951,3.47014735694,1.00478
5.55556e-05,-409.005542317,1,-409.005542317,5.00333e-05,1.14785,0.5,0.000760903811058,500.0,0.902265,100,6.36519e-05,0.00133608,-73611.6,100,11.7862,0.573816690669,4.10849e-12,-450.004,3.44491710768,-409.005542317,50000,26.4378,3.44491710768,1.00185
5.55556e-05,-409.523871169,1,-409.523871169,5.30634e-05,1.16759,0.5,0.000767268838833,500.0,0.951925,100,6.5085e-05,0.000170359,-73713.1,100,11.7778,0.566184941406,5.29358e-13,-450.55,0.544251236961,-409.523871169,50000,10.2724,0.544251236961,0.996633
5.55556e-05,-409.598326664,1,-409.598326664,5.2527e-05,1.04976,0.5,0.000766970372953,500.0,0.944645,100,5.83719e-05,0.000121455,-73726.8,100,11.7782,0.562242889106,3.75528e-13,-450.625,0.347515426502,-409.598326664,50000,7.89729,0.347515426502,0.999111
5.55556e-05,-409.457179912,1,-409.457179912,5.36974e-05,1.03438,0.5,0.00076844343797,500.0,0.96722,100,5.74258e-05,8.94522e-05,-73701.7,100,11.7763,0.561707948331,2.75706e-13,-450.522,0.250772197793,-409.457179912,50000,6.62541,0.250772197793,1.00069
5.55556e-05,-408.79168339,1,-408.79168339,4.94128e-05,1.19619,0.5,0.000767422529895,500.0,0.888327,100,6.65378e-05,0.0013378,-73572.9,100,11.7776,0.583501963622,4.13927e-12,-449.786,3.71089478538,-408.79168339,50000,27.2908,3.71089478538,0.998758
5.55556e-05,-409.207302879,1,-409.207302879,4.76469e-05,1.19768,0.5,0.000755908160466,500.0,0.853519,100,6.68591e-05,0.00182703,-73644.4,100,11.7928,0.591527222244,5.69363e-12,-450.214,4.76048751094,-409.207302879,50000,31.2177,4.76048751094,0.99519
5.55556e-05,-409.059940003,1,-409.059940003,4.8153e-05,1.16198,0.5,0.000745478845524,500.0,0.867176,100,6.45229e-05,0.00148067,-73620.3,100,11.8067,0.573567761868,4.56553e-12,-450.069,3.78901134533,-409.059940003,50000,27.7412,3.78901134533,1.00049
5.55556e-05,-409.326422103,1,-409.326422103,5.38023e-05,1.04901,0.5,0.000729088239841,500.0,0.969461,100,5.82169e-05,0.000107473,-73678.0,100,11.8289,0.561524849803,3.31009e-13,-450.333,0.295372139176,-409.326422103,50000,7.2872,0.295372139176,1.00105
5.55555e-05,-409.888928811,1,-409.888928811,5.40529e-05,1.03563,0.5,0.000729552828573,500.0,0.970216,100,5.76973e-05,9.34184e-05,-73779.4,100,11.8282,0.564639564969,2.89957e-13,-450.942,0.265103691081,-409.888928811,50000,6.9001,0.265103691081,0.997188
5.55556e-05,-409.374695937,1,-409.374695937,5.30038e-05,1.03737,0.5,0.000729770615991,500.0,0.956082,100,5.75104e-05,9.91997e-05,-73686.8,100,11.828,0.562194939424,3.04884e-13,-450.436,0.284173898843,-409.374695937,50000,7.11638,0.284173898843,1.00211
5.55556e-05,-409.407772786,1,-409.407772786,5.24742e-05,1.15709,0.5,0.000731590775555,500.0,0.939463,100,6.46296e-05,0.00036481,-73690.9,100,11.8255,0.571446616377,1.13815e-12,-450.492,1.13112531099,-409.407772786,50000,14.7309,1.13112531099,0.99463
5.55556e-05,-408.671293689,1,-408.671293689,4.95898e-05,1.17483,0.5,0.000735847863454,500.0,0.889523,100,6.54955e-05,0.00140586,-73550.8,100,11.8197,0.58603713575,4.3693e-12,-449.643,3.78485019669,-408.671293689,50000,27.524,3.78485019669,0.996536
5.55556e-05,-409.491076363,1,-409.491076363,5.28824e-05,1.03705,0.5,0.000730252406039,500.0,0.951322,100,5.76477e-05,0.000157108,-73707.2,100,11.8273,0.563011632596,4.85473e-13,-450.52,0.423200901517,-409.491076363,50000,8.71747,0.423200901517,0.999411
5.55556e-05,-409.516660618,1,-409.516660618,5.26393e-05,1.05542,0.5,0.00072811262173,500.0,0.947186,100,5.86541e-05,0.000167544,-73711.8,100,11.8302,0.563280769275,5.17463e-13,-450.598,0.468211257214,-409.516660618,50000,9.08292,0.468211257214,0.999661
5.55556e-05,-408.929957934,1,-408.929957934,4.97659e-05,1.13597,0.5,0.000732546479216,500.0,0.895135,100,6.31557e-05,0.00134704,-73597.8,100,11.8242,0.579041565173,4.16359e-12,-449.925,3.3691391007,-408.929957934,50000,26.0585,3.3691391007,0.999272
5.55556e-05,-409.10375887,1,-409.10375887,5.37077e-05,1.02392,0.5,0.000731361202614,500.0,0.96777,100,5.6824e-05,5.65593e-05,-73638.3,100,11.8258,0.560260055618,1.74194e-13,-450.124,0.168587849638,-409.10375887,50000,5.44838,0.168587849638,1.00107
5.55556e-05,-408.864663851,1,-408.864663851,4.8098e-05,1.1747,0.5,0.000730148600071,500.0,0.865215,100,6.53024e-05,0.00147384,-73585.1,100,11.8274,0.580345941191,4.55467e-12,-449.86,3.7437256103,-408.864663851,50000,27.5108,3.7437256103,0.999365
5.55556e-05,-408.057202563,1,-408.057202563,4.63237e-05,1.15306,0.5,0.000735819098875,500.0,0.841592,100,6.3468e-05,0.00218505,-73435.5,100,11.8197,0.592982125347,6.6201e-12,-449.044,5.43623368804,-408.057202563,50000,32.6767,5.43623368804,1.00931
5.55556e-05,-406.984457871,1,-406.984457871,4.62351e-05,1.17538,0.5,0.000717988725109,500.0,0.843932,100,6.43934e-05,0.00348369,-73234.6,100,11.8442,0.617121315387,1.0456e-11,-447.888,8.08959388156,-406.984457871,50000,38.5181,8.08959388156,1.01406
5.55556e-05,-408.946058321,1,-408.946058321,5.30867e-05,1.14063,0.5,0.000733081817543,500.0,0.951241,100,6.36558e-05,0.000296611,-73608.2,100,11.8234,0.568570063979,9.23797e-13,-449.957,0.910598627746,-408.946058321,50000,13.1195,0.910598627746,0.99548
5.55556e-05,-408.826474407,1,-408.826474407,4.94569e-05,1.19363,0.5,0.000735382745462,500.0,0.888496,100,6.64416e-05,0.00155611,-73577.5,100,11.8203,0.584374597393,4.82152e-12,-449.837,4.27689617787,-408.826474407,50000,29.2007,4.27689617787,0.998058
5.55556e-05,-408.189644811,1,-408.189644811,4.47216e-05,1.226,0.5,0.000742358635777,500.0,0.805753,100,6.80463e-05,0.0024421,-73457.0,100,11.8108,0.584565609628,7.52305e-12,-449.129,6.29823980992,-408.189644811,50000,35.0466,6.29823980992,1.00095
5.55556e-05,-408.568075504,1,-408.568075504,4.93348e-05,1.21145,0.5,0.000724446562444,500.0,0.889648,100,6.71804e-05,0.00185612,-73529.4,100,11.8353,0.585940192961,5.70789e-12,-449.578,4.72070885709,-408.568075504,50000,31.247,4.72070885709,1.00183
5.55556e-05,-409.609881338,1,-409.609881338,5.25869e-05,1.14259,0.5,0.000727454673606,500.0,0.938693,100,6.40097e-05,0.000364898,-73727.5,100,11.8311,0.569734646541,1.1452e-12,-450.679,1.02169264677,-409.609881338,50000,14.0741,1.02169264677,0.991684
5.55556e-05,-408.941312866,1,-408.941312866,4.97829e-05,1.2104,0.5,0.000728139047253,500.0,0.896044,100,6.7248e-05,0.00139253,-73599.4,100,11.8302,0.572920849173,4.29839e-12,-449.955,3.73454126803,-408.941312866,50000,27.421,3.73454126803,0.999945
5.55556e-05,-409.375796526,1,-409.375796526,5.29904e-05,1.16053,0.5,0.00072821891535,500.0,0.94746,100,6.49073e-05,0.000303281,-73685.7,100,11.8301,0.572090922765,9.48673e-13,-450.39,0.919130671366,-409.375796526,50000,13.4872,0.919130671366,0.993326
5.55555e-05,-407.495230907,1,-407.495230907,4.62436e-05,1.16955,0.5,0.000723957577443,500.0,0.838831,100,6.44758e-05,0.00299949,-73328.9,100,11.8359,0.596545939083,9.11596e-12,-448.477,7.19571342312,-407.495230907,50000,36.9236,7.19571342312,1.00774
5.55556e-05,-409.122786083,1,-409.122786083,5.28768e-05,1.1452,0.5,0.000728048761066,500.0,0.94869,100,6.38297e-05,0.00025509,-73640.3,100,11.8303,0.565177233444,7.92456e-13,-450.177,0.842816792612,-409.122786083,50000,12.739,0.842816792612,0.996751
5.55556e-05,-409.481291406,1,-409.481291406,5.35586e-05,1.05426,0.5,0.000730764452694,500.0,0.962143,100,5.86863e-05,0.000149445,-73705.6,100,11.8266,0.564232034946,4.63085e-13,-450.544,0.420025397407,-409.481291406,50000,8.58602,0.420025397407,0.998018
5.55556e-05,-408.854030005,1,-408.854030005,4.84848e-05,1.13871,0.5,0.000731661950686,500.0,0.874754,100,6.31152e-05,0.00121218,-73585.2,100,11.8254,0.571563144824,3.72399e-12,-449.856,3.10360171659,-408.854030005,50000,24.9886,3.10360171659,1.00232
