MinNormIw,AvgVanillaIw,J,BatchSize,ESSClassic,VarDiscRet,MaxNormIw,VarJ,VanillaAvgRet,MinVanillaIw,VarRet,AvgRet,Bound,MaxVanillaIw,AvgNormIw,ESSRenyi,eRenyi2,AvgEpLen,AvgDiscRet,VarNormIw,VarVanillaIw
6.540431e-15,1.000418,-74.641975,100,37.55470323098706,5385107.989677966,0.036671102,217.1986,-2260.8528730792736,6.5431644e-13,5385107.989677966,-2260.8528730792736,-859.68146,3.668643,0.010000002,38.106462320355455,2.6242268,200.0,-2260.8528730792736,0.0001679578,1.6809822
0.00043709052,1.0104306,-17.314585,100,91.61707386386941,234351.07620095316,0.012908645,50.089195,-92.88698142136067,0.044164963,234351.07620095316,-92.88698142136067,-305.52405,1.304329,0.01,91.15405733835318,1.0970439,200.0,-92.88698142136067,9.242372e-06,0.09436186
0.0047345925,1.0493795,-7.7316027,100,85.57384617448206,55.663413180008504,0.028418869,7.579871,-8.170370905218466,0.49683842,55.663413180008504,-8.170370905218466,-10.252549,2.9822178,0.01,83.66107354270689,1.195299,200.0,-8.170370905218466,1.7028418e-05,0.1875165
0.00038426524,0.95882773,-14.276065,200,177.68078684991278,117431.5363022511,0.006837095,40.57032,-53.77708110767448,0.073688835,117431.5363022511,-53.77708110767448,-196.86612,1.3111193,0.005,181.75418206904382,1.1003873,200.0,-53.77708110767448,3.1561306e-06,0.11606361
8.179214e-05,1.0613046,-7.3927937,200,165.99971417369494,67.5519979805098,0.00742464,7.6772003,-8.369822425555615,0.017361276,67.5519979805098,-8.369822425555615,-11.122096,1.575961,0.005,160.42125695325927,1.2467176,200.0,-8.369822425555615,5.146266e-06,0.23186347
0.004312566,0.98198473,-7.3452396,200,191.79182925388392,55.71195486817691,0.012982543,7.3367157,-7.510640585537158,0.8469748,55.71195486817691,-7.510640585537158,-8.983203,2.5497317,0.005,183.8615939039877,1.0877748,200.0,-7.510640585537158,1.0753063e-06,0.04147645
9.6479256e-05,1.0279565,-8.076307,300,266.33715083644216,57.53073758680017,0.0046962723,7.683341,-8.359980769005317,0.029752942,57.53073758680017,-8.359980769005317,-9.472517,1.448269,0.0033333334,265.21502422109006,1.1311576,200.0,-8.359980769005317,1.4090514e-06,0.1340043
5.315008e-06,0.9913113,-8.358257,400,306.52841215107475,56.31454096389265,0.0042273523,8.097976,-8.898581438360818,0.002107531,56.31454096389265,-8.898581438360818,-9.728913,1.6762489,0.0025,306.1452526199561,1.3065693,200.0,-8.898581438360818,1.910627e-06,0.30041113
8.212753e-05,1.0063187,-7.5582013,400,346.45661012541814,49.42756242743469,0.0035716777,7.496392,-7.698161582888325,0.033058587,49.42756242743469,-7.698161582888325,-8.646721,1.4376984,0.0025,345.70781873373494,1.1570464,200.0,-7.698161582888325,9.683322e-07,0.15689728
0.00031953145,1.0021776,-8.211883,500,486.1020128198321,52.4194850150728,0.0023016913,7.319778,-8.236073255729014,0.16011363,52.4194850150728,-8.236073255729014,-9.126842,1.1533518,0.0019999999,484.35526927981687,1.0323001,200.0,-8.236073255729014,1.14592055e-07,0.028772917
