AvgNormIw,MaxNormIw,ESSClassic,AvgDiscRet,AvgVanillaIw,BatchSize,J,MinVanillaIw,VarNormIw,VarJ,ESSRenyi,VarDiscRet,eRenyi2,AvgEpLen,AvgRet,VarRet,MinNormIw,MaxVanillaIw,VarVanillaIw,Bound
0.009999998,0.01,100.0,1111.3414423067165,1.0,100,1111.3414,1.0,3.5044917e-18,406.49664,100.0,166908.62223808226,1.0,112.17,1111.3414423067165,166908.62223808226,0.01,1.0,,875.69336
0.009999998,0.01,100.0,1284.0881202179,1.0,100,1284.0881,1.0,3.5044917e-18,382.45654,100.0,147750.51965349595,1.0,129.44,1284.0881202179,147750.51965349595,0.01,1.0,,1062.746
0.009999998,0.01,100.0,1126.965726953555,1.0,100,1126.9656,1.0,3.5044917e-18,469.94693,100.0,223080.92270851517,1.0,113.73,1126.965726953555,223080.92270851517,0.01,1.0,,894.6818
0.009999998,0.01,100.0,1202.6873461422954,1.0,100,1202.6874,1.0,3.5044917e-18,416.24954,100.0,175013.82482854786,1.0,121.3,1202.6873461422954,175013.82482854786,0.01,1.0,,994.8117
0.009999998,0.01,100.0,1211.5619770817577,1.0,100,1211.562,1.0,3.5044917e-18,426.8731,100.0,184061.25430921273,1.0,122.19,1211.5619770817577,184061.25430921273,0.01,1.0,,973.3872
0.009999998,0.01,100.0,1210.2828382867433,1.0,100,1210.2828,1.0,3.5044917e-18,434.2659,100.0,190491.78722530202,1.0,122.06,1210.2828382867433,190491.78722530202,0.01,1.0,,964.53296
0.009999998,0.01,100.0,1263.4919559342989,1.0,100,1263.492,1.0,3.5044917e-18,577.68414,100.0,337089.8564653608,1.0,127.38,1263.4919559342989,337089.8564653608,0.01,1.0,,971.4529
0.009999998,0.01,100.0,1198.5735586089932,1.0,100,1198.5735,1.0,3.5044917e-18,438.68204,100.0,194385.78922435292,1.0,120.89,1198.5735586089932,194385.78922435292,0.01,1.0,,1007.5292
0.009999998,0.01,100.0,1280.20572381332,1.0,100,1280.2057,1.0,3.5044917e-18,498.8848,100.0,251400.028972996,1.0,129.05,1280.20572381332,251400.028972996,0.01,1.0,,1015.1
0.009999998,0.01,100.0,1294.6051454420463,1.0,100,1294.6051,1.0,3.5044917e-18,518.9987,100.0,272080.4956024768,1.0,130.49,1294.6051454420463,272080.4956024768,0.01,1.0,,1013.50775
0.009999998,0.01,100.0,1137.1543144006057,1.0,100,1137.1543,1.0,3.5044917e-18,431.22107,100.0,187829.91879384813,1.0,114.75,1137.1543144006057,187829.91879384813,0.01,1.0,,930.961
0.009999998,0.01,100.0,1203.068149950434,1.0,100,1203.0682,1.0,3.5044917e-18,473.6207,100.0,226582.40515274674,1.0,121.34,1203.068149950434,226582.40515274674,0.01,1.0,,928.7049
0.009999998,0.01,100.0,1212.2843143889816,1.0,100,1212.2842,1.0,3.5044917e-18,398.12512,100.0,160104.66323718074,1.0,122.26,1212.2843143889816,160104.66323718074,0.01,1.0,,1007.77423
0.009999998,0.01,100.0,1214.8655008644018,1.0,100,1214.8655,1.0,3.5044917e-18,428.75516,100.0,185687.85742523405,1.0,122.52,1214.8655008644018,185687.85742523405,0.01,1.0,,983.4253
0.009999998,0.01,100.0,1210.9932639721803,1.0,100,1210.9932,1.0,3.5044917e-18,476.0366,100.0,228899.84603465276,1.0,122.13,1210.9932639721803,228899.84603465276,0.01,1.0,,993.01685
0.009999998,0.01,100.0,1224.2941317036896,1.0,100,1224.2941,1.0,3.5044917e-18,535.75854,100.0,289936.5997480626,1.0,123.46,1224.2941317036896,289936.5997480626,0.01,1.0,,924.6817
0.009999998,0.01,100.0,1263.200587838339,1.0,100,1263.2007,1.0,3.5044917e-18,497.32977,100.0,249835.25965928938,1.0,127.35,1263.200587838339,249835.25965928938,0.01,1.0,,994.72723
0.009999998,0.01,100.0,1290.2981584031347,1.0,100,1290.2981,1.0,3.5044917e-18,531.61707,100.0,285471.3830924677,1.0,130.06,1290.2981584031347,285471.3830924677,0.01,1.0,,1012.5671
0.009999998,0.01,100.0,1227.9795494132063,1.0,100,1227.9795,1.0,3.5044917e-18,472.22226,100.0,225246.336852383,1.0,123.83,1227.9795494132063,225246.336852383,0.01,1.0,,922.4751
0.009999998,0.01,100.0,1333.8151197427637,1.0,100,1333.8152,1.0,3.5044917e-18,520.35657,100.0,273506.03182896646,1.0,134.41,1333.8151197427637,273506.03182896646,0.01,1.0,,1062.8181
0.009999998,0.01,100.0,1165.8851538396566,1.0,100,1165.885,1.0,3.5044917e-18,436.76367,100.0,192689.3924086664,1.0,117.62,1165.8851538396566,192689.3924086664,0.01,1.0,,965.5829
0.009999998,0.01,100.0,1123.5490364924508,1.0,100,1123.5491,1.0,3.5044917e-18,385.00754,100.0,149728.08842349352,1.0,113.39,1123.5490364924508,149728.08842349352,0.01,1.0,,918.19696
0.009999998,0.01,100.0,1180.4789584644575,1.0,100,1180.479,1.0,3.5044917e-18,441.47714,100.0,196870.77192746976,1.0,119.08,1180.4789584644575,196870.77192746976,0.01,1.0,,976.81116
0.009999998,0.01,100.0,1260.9856303973088,1.0,100,1260.9856,1.0,3.5044917e-18,549.25726,100.0,304730.9100328919,1.0,127.13,1260.9856303973088,304730.9100328919,0.01,1.0,,959.69
0.009999998,0.01,100.0,1344.6209228637435,1.0,100,1344.621,1.0,3.5044917e-18,477.93646,100.0,230730.58954067228,1.0,135.49,1344.6209228637435,230730.58954067228,0.01,1.0,,1103.0813
0.009999998,0.01,100.0,1275.384386763439,1.0,100,1275.3845,1.0,3.5044917e-18,545.49536,100.0,300570.90422060137,1.0,128.57,1275.384386763439,300570.90422060137,0.01,1.0,,1013.64417
0.009999998,0.01,100.0,1150.6820719478055,1.0,100,1150.6821,1.0,3.5044917e-18,455.5373,100.0,209610.35262699737,1.0,116.1,1150.6820719478055,209610.35262699737,0.01,1.0,,922.6066
0.009999998,0.01,100.0,1165.288136370477,1.0,100,1165.2881,1.0,3.5044917e-18,404.43372,100.0,165218.8174340877,1.0,117.56,1165.288136370477,165218.8174340877,0.01,1.0,,973.4018
0.009999998,0.01,100.0,1197.0040075067975,1.0,100,1197.004,1.0,3.5044917e-18,512.8674,100.0,265689.8790721419,1.0,120.73,1197.0040075067975,265689.8790721419,0.01,1.0,,907.49005
0.009999998,0.01,100.0,1227.289307840301,1.0,100,1227.2893,1.0,3.5044917e-18,446.17255,100.0,201080.74658040257,1.0,123.76,1227.289307840301,201080.74658040257,0.01,1.0,,1015.20447
0.009999998,0.01,100.0,1286.522233447405,1.0,100,1286.5223,1.0,3.5044917e-18,556.6591,100.0,312999.32069245615,1.0,129.68,1286.522233447405,312999.32069245615,0.01,1.0,,1002.9008
0.009999998,0.01,100.0,1279.6899349947826,1.0,100,1279.69,1.0,3.5044917e-18,458.79538,100.0,212619.40270225384,1.0,129.0,1279.6899349947826,212619.40270225384,0.01,1.0,,1035.6248
0.009999998,0.01,100.0,1248.5651469382808,1.0,100,1248.5651,1.0,3.5044917e-18,485.91583,100.0,238499.2005445298,1.0,125.89,1248.5651469382808,238499.2005445298,0.01,1.0,,993.5576
0.009999998,0.01,100.0,1227.885250873328,1.0,100,1227.8851,1.0,3.5044917e-18,425.2877,100.0,182696.60162041936,1.0,123.82,1227.885250873328,182696.60162041936,0.01,1.0,,1018.32526
0.009999998,0.01,100.0,1097.0482294853139,1.0,100,1097.0483,1.0,3.5044917e-18,453.73096,100.0,207951.30037586406,1.0,110.74,1097.0482294853139,207951.30037586406,0.01,1.0,,899.2715
0.009999998,0.01,100.0,1233.1810745525413,1.0,100,1233.1809,1.0,3.5044917e-18,565.05054,100.0,322507.21791364753,1.0,124.35,1233.1810745525413,322507.21791364753,0.01,1.0,,898.22327
0.009999998,0.01,100.0,1147.9568448541395,1.0,100,1147.9569,1.0,3.5044917e-18,409.13187,100.0,169079.68192861526,1.0,115.83,1147.9568448541395,169079.68192861526,0.01,1.0,,946.8134
0.009999998,0.01,100.0,1220.1901518223865,1.0,100,1220.1901,1.0,3.5044917e-18,458.86044,100.0,212679.70095254274,1.0,123.05,1220.1901518223865,212679.70095254274,0.01,1.0,,1018.20496
0.009999998,0.01,100.0,1154.0709876352473,1.0,100,1154.071,1.0,3.5044917e-18,467.6505,100.0,220906.10161406847,1.0,116.44,1154.0709876352473,220906.10161406847,0.01,1.0,,909.16394
0.009999998,0.01,100.0,1216.1774459480157,1.0,100,1216.1772,1.0,3.5044917e-18,437.2569,100.0,193124.83373867144,1.0,122.65,1216.1774459480157,193124.83373867144,0.01,1.0,,968.7455
0.009999998,0.01,100.0,1267.3820652115007,1.0,100,1267.3821,1.0,3.5044917e-18,525.87054,100.0,279333.15917688416,1.0,127.77,1267.3820652115007,279333.15917688416,0.01,1.0,,963.5613
0.009999998,0.01,100.0,1172.275504252788,1.0,100,1172.2754,1.0,3.5044917e-18,498.30725,100.0,250818.27574766066,1.0,118.26,1172.275504252788,250818.27574766066,0.01,1.0,,953.4579
0.009999998,0.01,100.0,1211.2732200473147,1.0,100,1211.2732,1.0,3.5044917e-18,462.3873,100.0,215961.63842491238,1.0,122.16,1211.2732200473147,215961.63842491238,0.01,1.0,,973.0991
0.009999998,0.01,100.0,1246.6842743348304,1.0,100,1246.6842,1.0,3.5044917e-18,487.3021,100.0,239861.9720854918,1.0,125.7,1246.6842743348304,239861.9720854918,0.01,1.0,,1018.6091
0.009999998,0.01,100.0,1229.8960037914833,1.0,100,1229.8959,1.0,3.5044917e-18,496.3012,100.0,248802.937557762,1.0,124.02,1229.8960037914833,248802.937557762,0.01,1.0,,998.4537
0.009999998,0.01,100.0,1214.4973337322092,1.0,100,1214.4974,1.0,3.5044917e-18,497.35428,100.0,249859.88405976174,1.0,122.48,1214.4973337322092,249859.88405976174,0.01,1.0,,973.7976
0.009999998,0.01,100.0,1186.3781721165362,1.0,100,1186.3782,1.0,3.5044917e-18,451.88794,100.0,206265.3621749931,1.0,119.67,1186.3781721165362,206265.3621749931,0.01,1.0,,959.14417
0.009999998,0.01,100.0,1204.7764514921007,1.0,100,1204.7764,1.0,3.5044917e-18,437.458,100.0,193302.55319187682,1.0,121.51,1204.7764514921007,193302.55319187682,0.01,1.0,,985.95984
0.009999998,0.01,100.0,1185.663270846562,1.0,100,1185.6632,1.0,3.5044917e-18,390.02606,100.0,153656.89420705984,1.0,119.6,1185.663270846562,153656.89420705984,0.01,1.0,,977.78687
0.009999998,0.01,100.0,1192.8714410354435,1.0,100,1192.8715,1.0,3.5044917e-18,452.67697,100.0,206986.31701831677,1.0,120.32,1192.8714410354435,206986.31701831677,0.01,1.0,,943.7562
0.009999998,0.01,100.0,1203.2044707215373,1.0,100,1203.2045,1.0,3.5044917e-18,498.6299,100.0,251143.22471718173,1.0,121.35,1203.2044707215373,251143.22471718173,0.01,1.0,,974.28754
0.009999998,0.01,100.0,1200.383337575859,1.0,100,1200.3833,1.0,3.5044917e-18,424.76257,100.0,182245.70912525576,1.0,121.07,1200.383337575859,182245.70912525576,0.01,1.0,,1006.8146
0.009999998,0.01,100.0,1212.4831444876681,1.0,100,1212.4832,1.0,3.5044917e-18,412.95074,100.0,172250.80946775796,1.0,122.28,1212.4831444876681,172250.80946775796,0.01,1.0,,975.1522
0.009999998,0.01,100.0,1295.6881119507161,1.0,100,1295.6882,1.0,3.5044917e-18,499.1828,100.0,251700.49317401365,1.0,130.6,1295.6881119507161,251700.49317401365,0.01,1.0,,962.41595
0.009999998,0.01,100.0,1203.4020715055851,1.0,100,1203.4021,1.0,3.5044917e-18,466.85165,100.0,220151.99713118494,1.0,121.37,1203.4020715055851,220151.99713118494,0.01,1.0,,987.10913
0.009999998,0.01,100.0,1098.35970712899,1.0,100,1098.3597,1.0,3.5044917e-18,465.09482,100.0,218498.1834615076,1.0,110.87,1098.35970712899,218498.1834615076,0.01,1.0,,885.43286
0.009999998,0.01,100.0,1229.7942066579437,1.0,100,1229.7941,1.0,3.5044917e-18,487.4869,100.0,240043.95683026995,1.0,124.01,1229.7942066579437,240043.95683026995,0.01,1.0,,1019.3924
0.009999998,0.01,100.0,1166.8702585131985,1.0,100,1166.8702,1.0,3.5044917e-18,583.96075,100.0,344454.71624047664,1.0,117.72,1166.8702585131985,344454.71624047664,0.01,1.0,,852.95135
0.009999998,0.01,100.0,1141.8361960374955,1.0,100,1141.8362,1.0,3.5044917e-18,340.78848,100.0,117309.8908427292,1.0,115.22,1141.8361960374955,117309.8908427292,0.01,1.0,,957.5249
0.009999998,0.01,100.0,1244.584854471463,1.0,100,1244.5848,1.0,3.5044917e-18,475.9005,100.0,228769.00566017823,1.0,125.49,1244.584854471463,228769.00566017823,0.01,1.0,,987.89417
0.009999998,0.01,100.0,1235.2762057841771,1.0,100,1235.2761,1.0,3.5044917e-18,523.34235,100.0,276653.7827923438,1.0,124.56,1235.2762057841771,276653.7827923438,0.01,1.0,,921.3587
0.009999998,0.01,100.0,1308.2951452448203,1.0,100,1308.295,1.0,3.5044917e-18,623.97644,100.0,393279.4118414781,1.0,131.86,1308.2951452448203,393279.4118414781,0.01,1.0,,996.8989
0.009999998,0.01,100.0,1248.1751511361704,1.0,100,1248.1752,1.0,3.5044917e-18,413.4051,100.0,172630.05650967723,1.0,125.85,1248.1751511361704,172630.05650967723,0.01,1.0,,1058.8141
0.009999998,0.01,100.0,1293.7017563449365,1.0,100,1293.7018,1.0,3.5044917e-18,591.8481,100.0,353822.36664287315,1.0,130.4,1293.7017563449365,353822.36664287315,0.01,1.0,,978.9393
0.009999998,0.01,100.0,1163.0698676236027,1.0,100,1163.0698,1.0,3.5044917e-18,476.40356,100.0,229252.89637810786,1.0,117.34,1163.0698676236027,229252.89637810786,0.01,1.0,,925.7361
0.009999998,0.01,100.0,1215.7663440936026,1.0,100,1215.7664,1.0,3.5044917e-18,413.43683,100.0,172656.555366949,1.0,122.61,1215.7663440936026,172656.555366949,0.01,1.0,,989.3737
0.009999998,0.01,100.0,1179.0860684778424,1.0,100,1179.086,1.0,3.5044917e-18,417.31165,100.0,175908.09743032395,1.0,118.94,1179.0860684778424,175908.09743032395,0.01,1.0,,971.21045
0.009999998,0.01,100.0,1189.4661124631143,1.0,100,1189.4661,1.0,3.5044917e-18,480.7004,100.0,233406.96891048824,1.0,119.98,1189.4661124631143,233406.96891048824,0.01,1.0,,945.40015
0.009999998,0.01,100.0,1163.3570725517745,1.0,100,1163.3569,1.0,3.5044917e-18,623.7741,100.0,393024.36550829513,1.0,117.36,1163.3570725517745,393024.36550829513,0.01,1.0,,742.5513
0.009999998,0.01,100.0,1300.2099225638224,1.0,100,1300.2098,1.0,3.5044917e-18,512.80054,100.0,265620.59391957236,1.0,131.05,1300.2099225638224,265620.59391957236,0.01,1.0,,1038.4697
0.009999998,0.01,100.0,1241.6989578124587,1.0,100,1241.6989,1.0,3.5044917e-18,481.68442,100.0,234363.49766008483,1.0,125.2,1241.6989578124587,234363.49766008483,0.01,1.0,,982.4833
0.009999998,0.01,100.0,1167.5471115201392,1.0,100,1167.5472,1.0,3.5044917e-18,413.44095,100.0,172659.99325839028,1.0,117.79,1167.5471115201392,172659.99325839028,0.01,1.0,,945.36365
0.009999998,0.01,100.0,1217.5677797351682,1.0,100,1217.5677,1.0,3.5044917e-18,488.41608,100.0,240959.83914789182,1.0,122.79,1217.5677797351682,240959.83914789182,0.01,1.0,,996.22565
0.009999998,0.01,100.0,1229.6784921005822,1.0,100,1229.6785,1.0,3.5044917e-18,493.96606,100.0,246467.15171005114,1.0,124.0,1229.6784921005822,246467.15171005114,0.01,1.0,,951.9487
0.009999998,0.01,100.0,1245.1949367548586,1.0,100,1245.1948,1.0,3.5044917e-18,439.0383,100.0,194701.65008013157,1.0,125.55,1245.1949367548586,194701.65008013157,0.01,1.0,,1007.8622
0.009999998,0.01,100.0,1213.4751422234074,1.0,100,1213.4751,1.0,3.5044917e-18,401.60757,100.0,162917.83464737952,1.0,122.38,1213.4751422234074,162917.83464737952,0.01,1.0,,1008.12384
0.009999998,0.01,100.0,1225.704717756282,1.0,100,1225.7047,1.0,3.5044917e-18,435.63824,100.0,191697.65830079906,1.0,123.6,1225.704717756282,191697.65830079906,0.01,1.0,,1039.7104
0.009999998,0.01,100.0,1279.7055181395983,1.0,100,1279.7054,1.0,3.5044917e-18,551.6846,100.0,307430.1423051256,1.0,129.0,1279.7055181395983,307430.1423051256,0.01,1.0,,1003.65845
