J,MinNormIw,Bound,VarVanillaIw,AvgDiscRet,MaxNormIw,VarNormIw,MaxVanillaIw,VarRet,VarDiscRet,VarJ,eRenyi2,VanillaAvgRet,AvgVanillaIw,AvgRet,AvgEpLen,ESSClassic,AvgNormIw,BatchSize,MinVanillaIw,ESSRenyi
1704.5724,,581679.94,12630834.0,-1.0913936421275138e-13,1.0,0.010000003,35539.88,4553425.762000742,4553425.762000742,,28274.451,-1704.5819581729843,355.3988,-1.0913936421275138e-13,200.0,1.0,0.01,100,,0.003536761841710704
11.606429,,100361590.0,7481103400000000.0,-1.1191048088221578e-15,1.0,0.0100000035,864933500.0,100.66206541690873,100.66206541690873,,611598400.0,-12.63822894587022,8649335.0,-1.1191048088221578e-15,200.0,1.0,0.01,100,,1.635059869352176e-07
3.7252903e-08,0.01,-1.0635185,,1.5276668818842154e-15,0.01,3.5044917e-18,1.0,107.0950209078759,107.0950209078759,10.296799,1.0,-12.637380403296373,1.0,1.5276668818842154e-15,200.0,100.0,0.009999998,100,1.0,100.0
5.9604645e-08,0.01,-0.93803585,,-9.414691248821328e-16,0.01,3.5044917e-18,1.0,90.03661993692218,90.03661993692218,9.441199,1.0,-11.14780516269765,1.0,-9.414691248821328e-16,200.0,100.0,0.009999998,100,1.0,100.0
,0.01,-1.0717981,,1.9539925233402755e-16,0.01,3.5044917e-18,1.0,97.70051244641066,97.70051244641066,9.834811,1.0,-12.737651722964547,1.0,1.9539925233402755e-16,200.0,100.0,0.009999998,100,1.0,100.0
-1.1920929e-07,0.01,-1.0745457,,8.348877145181177e-16,0.01,3.5044917e-18,1.0,99.51349793775826,99.51349793775826,9.925641,1.0,-12.776130580343347,1.0,8.348877145181177e-16,200.0,100.0,0.009999998,100,1.0,100.0
-8.940697e-08,0.01,-0.99180526,,2.8688162956314045e-15,0.01,3.5044917e-18,1.0,99.6887975682343,99.6887975682343,9.934381,1.0,-11.799843688418505,1.0,2.8688162956314045e-15,200.0,100.0,0.009999998,100,1.0,100.0
-1.6391277e-07,0.01,-1.1385101,,-2.3181456754173267e-15,0.01,3.5044917e-18,1.0,103.56317326629704,103.56317326629704,10.125588,1.0,-13.52876443736583,1.0,-2.3181456754173267e-15,200.0,100.0,0.009999998,100,1.0,100.0
8.940697e-08,0.01,-0.9652096,,-2.3803181647963358e-15,0.01,3.5044917e-18,1.0,100.35715692319475,100.35715692319475,9.967627,1.0,-11.468458211069821,1.0,-2.3803181647963358e-15,200.0,100.0,0.009999998,100,1.0,100.0
-2.9802322e-08,0.01,-1.0127287,,-2.540190280342358e-15,0.01,3.5044917e-18,1.0,99.17652540788933,99.17652540788933,9.908822,1.0,-12.037153766450023,1.0,-2.540190280342358e-15,200.0,100.0,0.009999998,100,1.0,100.0
-2.9802322e-08,0.01,-1.075602,,-1.2434497875801754e-16,0.01,3.5044917e-18,1.0,108.753307328829,108.753307328829,10.376211,1.0,-12.78258038063165,1.0,-1.2434497875801754e-16,200.0,100.0,0.009999998,100,1.0,100.0
1.1920929e-07,0.01,-0.9783173,,-1.8474111129762605e-15,0.01,3.5044917e-18,1.0,108.25513081161812,108.25513081161812,10.352419,1.0,-11.628888195406784,1.0,-1.8474111129762605e-15,200.0,100.0,0.009999998,100,1.0,100.0
-1.4901161e-08,0.01,-1.04458,,6.572520305780927e-16,0.01,3.5044917e-18,1.0,100.58459403791893,100.58459403791893,9.978914,1.0,-12.412126103223502,1.0,6.572520305780927e-16,200.0,100.0,0.009999998,100,1.0,100.0
-1.2665987e-07,0.01,-0.9925592,,-3.694822225952521e-15,0.01,3.5044917e-18,1.0,100.58133090098931,100.58133090098931,9.978753,1.0,-11.795632344908347,1.0,-3.694822225952521e-15,200.0,100.0,0.009999998,100,1.0,100.0
8.940697e-08,0.01,-1.0027477,,4.138911435802584e-15,0.01,3.5044917e-18,1.0,103.63985141528893,103.63985141528893,10.129336,1.0,-11.915071933859355,1.0,4.138911435802584e-15,200.0,100.0,0.009999998,100,1.0,100.0
2.9802322e-08,0.01,-0.97774434,,3.5349501104064984e-15,0.01,3.5044917e-18,1.0,106.07963149174773,106.07963149174773,10.2478695,1.0,-11.61739225577309,1.0,3.5349501104064984e-15,200.0,100.0,0.009999998,100,1.0,100.0
1.3411045e-07,0.01,-1.0440595,,-2.2026824808563106e-15,0.01,3.5044917e-18,1.0,94.5264717847753,94.5264717847753,9.6737385,1.0,-12.410239775373922,1.0,-2.2026824808563106e-15,200.0,100.0,0.009999998,100,1.0,100.0
,0.01,-1.0053663,,-1.0480505352461477e-15,0.01,3.5044917e-18,1.0,101.212359316443,101.212359316443,10.010007,1.0,-11.951349964526619,1.0,-1.0480505352461477e-15,200.0,100.0,0.009999998,100,1.0,100.0
2.9802322e-08,0.01,-1.0570445,,-3.552713678800501e-16,0.01,3.5044917e-18,1.0,98.47206990259318,98.47206990259318,9.873568,1.0,-12.56177501888045,1.0,-3.552713678800501e-16,200.0,100.0,0.009999998,100,1.0,100.0
-1.4901161e-07,0.01,-0.87731004,,-1.4210854715202004e-16,0.01,3.5044917e-18,1.0,104.5698511849629,104.5698511849629,10.174682,1.0,-10.425439497313993,1.0,-1.4210854715202004e-16,200.0,100.0,0.009999998,100,1.0,100.0
-1.1920929e-07,0.01,-1.1109821,,1.3855583347321954e-15,0.01,3.5044917e-18,1.0,98.96040634671158,98.96040634671158,9.89802,1.0,-13.200773625334199,1.0,1.3855583347321954e-15,200.0,100.0,0.009999998,100,1.0,100.0
1.4901161e-07,0.01,-1.1359231,,-5.506706202140776e-16,0.01,3.5044917e-18,1.0,100.59594010752411,100.59594010752411,9.979478,1.0,-13.497680411183392,1.0,-5.506706202140776e-16,200.0,100.0,0.009999998,100,1.0,100.0
-2.9802322e-08,0.01,-0.8416903,,-5.684341886080802e-16,0.01,3.5044917e-18,1.0,81.05197558514438,81.05197558514438,8.95776,1.0,-10.001319877689058,1.0,-5.684341886080802e-16,200.0,100.0,0.009999998,100,1.0,100.0
2.2351742e-08,0.01,-0.98838335,,8.881784197001253e-17,0.01,3.5044917e-18,1.0,100.76212163937346,100.76212163937346,9.987718,1.0,-11.746631447058098,1.0,8.881784197001253e-17,200.0,100.0,0.009999998,100,1.0,100.0
-2.9802322e-08,0.01,-1.0109017,,4.263256414560601e-16,0.01,3.5044917e-18,1.0,93.74626986987047,93.74626986987047,9.633733,1.0,-12.0126959666915,1.0,4.263256414560601e-16,200.0,100.0,0.009999998,100,1.0,100.0
1.4901161e-08,0.01,-0.81996095,,-1.5987211554602254e-16,0.01,3.5044917e-18,1.0,86.87930220601648,86.87930220601648,9.274185,1.0,-9.747373487164822,1.0,-1.5987211554602254e-16,200.0,100.0,0.009999998,100,1.0,100.0
-5.5879354e-08,0.01,-1.0214174,,1.3322676295501878e-16,0.01,3.5044917e-18,1.0,100.09823050241376,100.09823050241376,9.95476,1.0,-12.150139384241692,1.0,1.3322676295501878e-16,200.0,100.0,0.009999998,100,1.0,100.0
-1.3411045e-07,0.01,-0.9554779,,-1.8829382497642656e-15,0.01,3.5044917e-18,1.0,99.43252223162938,99.43252223162938,9.921602,1.0,-11.353074099914108,1.0,-1.8829382497642656e-15,200.0,100.0,0.009999998,100,1.0,100.0
-1.1920929e-07,0.01,-1.0155876,,5.684341886080802e-16,0.01,3.5044917e-18,1.0,87.89288672229553,87.89288672229553,9.328127,1.0,-12.067048871956008,1.0,5.684341886080802e-16,200.0,100.0,0.009999998,100,1.0,100.0
8.940697e-08,0.01,-0.92982227,,-1.865174681370263e-15,0.01,3.5044917e-18,1.0,86.95186506428084,86.95186506428084,9.278057,1.0,-11.049030734121672,1.0,-1.865174681370263e-15,200.0,100.0,0.009999998,100,1.0,100.0
2.9802322e-08,0.01,-1.1224171,,4.973799150320702e-16,0.01,3.5044917e-18,1.0,112.40984342802925,112.40984342802925,10.549206,1.0,-13.33792497199989,1.0,4.973799150320702e-16,200.0,100.0,0.009999998,100,1.0,100.0
-4.4703484e-08,0.01,-1.1437153,,3.2152058793144534e-15,0.01,3.5044917e-18,1.0,105.48787351714705,105.48787351714705,10.219246,1.0,-13.605304154555855,1.0,3.2152058793144534e-15,200.0,100.0,0.009999998,100,1.0,100.0
,0.01,-0.9382492,,-9.947598300641404e-16,0.01,3.5044917e-18,1.0,98.03376889988367,98.03376889988367,9.85157,1.0,-11.151303963277583,1.0,-9.947598300641404e-16,200.0,100.0,0.009999998,100,1.0,100.0
5.2154064e-08,0.01,-1.089124,,1.4210854715202005e-15,0.01,3.5044917e-18,1.0,95.17123702142351,95.17123702142351,9.706674,1.0,-12.941069365206568,1.0,1.4210854715202005e-15,200.0,100.0,0.009999998,100,1.0,100.0
-3.7252903e-08,0.01,-0.9766592,,1.5987211554602254e-16,0.01,3.5044917e-18,1.0,103.26909198095257,103.26909198095257,10.111202,1.0,-11.607098178605584,1.0,1.5987211554602254e-16,200.0,100.0,0.009999998,100,1.0,100.0
7.4505806e-08,0.01,-1.0006974,,-4.440892098500626e-16,0.01,3.5044917e-18,1.0,89.27146536754006,89.27146536754006,9.400997,1.0,-11.899488897373265,1.0,-4.440892098500626e-16,200.0,100.0,0.009999998,100,1.0,100.0
2.9802322e-08,0.01,-0.95567423,,1.3322676295501878e-16,0.01,3.5044917e-18,1.0,101.19774664719996,101.19774664719996,10.009284,1.0,-11.355649119031135,1.0,1.3322676295501878e-16,200.0,100.0,0.009999998,100,1.0,100.0
-1.2293458e-07,0.01,-1.0136217,,-3.730349362740526e-16,0.01,3.5044917e-18,1.0,91.23190024692882,91.23190024692882,9.503661,1.0,-12.048313778398333,1.0,-3.730349362740526e-16,200.0,100.0,0.009999998,100,1.0,100.0
2.9802322e-08,0.01,-0.9963564,,-9.681144774731366e-16,0.01,3.5044917e-18,1.0,94.00925691510692,94.00925691510692,9.647236,1.0,-11.839604584900835,1.0,-9.681144774731366e-16,200.0,100.0,0.009999998,100,1.0,100.0
-7.450581e-09,0.01,-0.81847066,,2.3092638912203257e-16,0.01,3.5044917e-18,1.0,78.62458720135945,78.62458720135945,8.822604,1.0,-9.738175374281765,1.0,2.3092638912203257e-16,200.0,100.0,0.009999998,100,1.0,100.0
-8.940697e-08,0.01,-0.9888503,,1.1191048088221578e-15,0.01,3.5044917e-18,1.0,91.58937413031884,91.58937413031884,9.522263,1.0,-11.749367476666082,1.0,1.1191048088221578e-15,200.0,100.0,0.009999998,100,1.0,100.0
5.2154064e-08,0.01,-0.9519014,,-9.947598300641404e-16,0.01,3.5044917e-18,1.0,74.78011562281155,74.78011562281155,8.604203,1.0,-11.312950605666247,1.0,-9.947598300641404e-16,200.0,100.0,0.009999998,100,1.0,100.0
